#,Time,Time,Nome,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Notas Sofascore,Nota Sofascore
83,Paris Saint-Germain,,Thiago Motta,1,2,464,90.8,9,7.58,7.58
84,FC Porto,,Yacine Brahimi,1,3,245,87.19,7,7.57,7.57
85,Borussia Dortmund,,Marco Reus,1,1,148,87.57,4,7.53,7.53
86,FC Bayern München,,Thiago Alcântara,1,1,231,84.31,7,7.53,7.53
87,Chelsea,,Filipe Luís,1,0,236,88.72,4,7.52,7.52
88,Roma,,Francesco Totti,1,1,172,77.83,7,7.42,7.42
89,Liverpool,,Steven Gerrard,1,0,297,86.09,5,7.37,7.37
90,Borussia Dortmund,,Nuri Şahin,1,1,138,95.17,3,7.35,7.35
91,Chelsea,,John Terry,1,2,361,93.04,5,7.34,7.34
92,FC Bayern München,,Jérôme Boateng,1,3,681,87.08,8,7.34,7.34
93,Real Madrid,,Luka Modrić,1,1,357,92.01,5,7.33,7.33
94,Galatasaray,,Felipe Melo,1,0,342,87.69,8,7.33,7.33
95,Manchester City,,David Silva,1,1,286,88.27,16,7.32,7.32
96,RSC Anderlecht,,Anthony Vanden Borre,1,1,111,78.72,3,7.25,7.25
97,Atlético Madrid,,Cristian Ansaldi,1,2,88,77.19,7,7.23,7.23
98,Borussia Dortmund,,Neven Subotić,1,0,315,84.45,3,7.23,7.23
99,Real Madrid,,Asier Illarramendi,1,0,204,95.33,4,7.22,7.22
100,Basel,,Luca Zuffi,1,2,188,82.82,16,7.22,7.22
101,Manchester City,,Sergio Agüero,1,1,110,82.71,4,7.20,7.20
102,Sporting,,Oriol Rosell,1,1,3,75,1,7.20,7.20
103,Chelsea,,Branislav Ivanović,1,0,288,85.97,6,7.19,7.19
104,Borussia Dortmund,,Ciro Immobile,1,0,101,75.37,4,7.18,7.18
105,Roma,,Seydou Keita,1,0,323,91.24,4,7.18,7.18
106,Barcelona,,Jordi Alba,1,2,693,87.28,9,7.16,7.16
107,Arsenal,,Alex Oxlade-Chamberlain,1,2,173,85.22,5,7.16,7.16
108,Chelsea,,Didier Drogba,1,1,58,69.88,4,7.14,7.14
109,Galatasaray,,Wesley Sneijder,1,1,246,82.55,11,7.13,7.13
110,Real Madrid,,Fábio Coentrão,1,1,132,86.27,4,7.13,7.13
111,RSC Anderlecht,,Andy Najar,1,1,138,83.64,6,7.12,7.12
112,Shakhtar Donetsk,,Fernando,1,0,199,89.64,4,7.12,7.12
113,AFC Ajax,,Lasse Schöne,1,0,203,84.94,2,7.10,7.10
114,CSKA Moscow,,Bibars Natcho,1,2,266,78.93,10,7.10,7.10
115,FC Schalke 04,,Chinedu Obasi,1,1,42,66.67,3,7.10,7.10
116,Real Madrid,,Jesé Rodríguez,1,1,15,88.24,2,7.10,7.10
117,Real Madrid,,Daniel Carvajal,1,1,263,91.32,10,7.10,7.10
118,Galatasaray,,Aurélien Chedjou,1,1,267,85.03,1,7.10,7.10
119,Roma,,Daniele De Rossi,1,0,163,86.24,1,7.10,7.10
120,Manchester City,,Aleksandar Kolarov,1,0,81,84.38,4,7.10,7.10
121,Bayer 04 Leverkusen,,Stefan Kießling,1,1,133,68.56,8,7.09,7.09
122,Juventus,,Patrice Evra,1,1,352,81.67,10,7.08,7.08
123,Roma,,Gervinho,1,1,105,86.07,5,7.07,7.07
124,Paris Saint-Germain,,Zlatan Ibrahimović,1,0,172,81.9,7,7.07,7.07
125,Zenit St. Petersburg,,Danny,1,1,283,74.67,10,7.07,7.07
126,Borussia Dortmund,,İlkay Gündoğan,1,1,386,90.82,6,7.07,7.07
127,Paris Saint-Germain,,Gregory van der Wiel,1,2,352,91.19,4,7.06,7.06
128,FC Bayern München,,Mario Götze,1,1,389,86.25,10,7.05,7.05
129,Arsenal,,Danny Welbeck,1,0,125,86.21,3,7.05,7.05
130,Malmö FF,,Markus Rosenberg,1,0,69,66.35,7,7.05,7.05
131,Athletic Club,,Markel Susaeta,1,1,102,71.33,14,7.05,7.05
132,Arsenal,,Kieran Gibbs,1,0,234,79.32,5,7.05,7.05
133,FC Schalke 04,,Tranquillo Barnetta,1,1,122,81.33,7,7.05,7.05
134,Juventus,,Simone Padoin,1,0,45,91.84,2,7.05,7.05
135,Benfica,,Maxi Pereira,1,1,152,80.42,3,7.04,7.04
136,Olympiacos FC,,Alberto Botía,1,1,215,84.65,2,7.03,7.03
137,Juventus,,Kwadwo Asamoah,1,1,171,87.69,3,7.03,7.03
138,Borussia Dortmund,,Sebastian Kehl,1,1,187,81.66,4,7.03,7.03
139,FC Porto,,Juan Fernando Quintero,1,1,125,85.62,5,7.03,7.03
140,Borussia Dortmund,,Shinji Kagawa,1,2,171,82.61,11,7.02,7.02
141,FC Bayern München,,Sebastian Rode,1,0,216,89.63,4,7.01,7.01
142,Ludogorets,,Svetoslav Dyakov,1,1,294,83.76,12,7.00,7.00
143,Manchester City,,Vincent Kompany,1,0,317,88.3,1,6.99,6.99
144,Ludogorets,,Cosmin Moți,1,1,164,88.65,1,6.98,6.98
145,RSC Anderlecht,,Steven Defour,1,1,164,85.42,5,6.98,6.98
146,FC Bayern München,,Philipp Lahm,1,1,501,89.3,9,6.98,6.98
147,Arsenal,,Héctor Bellerín,1,0,123,77.36,2,6.98,6.98
148,Bayer 04 Leverkusen,,Gonzalo Castro,1,0,269,76.86,6,6.96,6.96
149,Olympiacos FC,,Alejandro Domínguez,1,1,148,83.15,12,6.95,6.95
150,FC Schalke 04,,Kevin-Prince Boateng,1,1,204,83.95,5,6.95,6.95
151,Benfica,,Jardel,1,0,154,86.03,1,6.95,6.95
152,Ludogorets,,Dani Abalo,1,0,123,76.88,6,6.93,6.93
153,Arsenal,,Yaya Sanogo,1,1,28,66.67,2,6.90,6.90
154,Manchester City,,Samir Nasri,1,1,211,88.66,7,6.90,6.90
155,RSC Anderlecht,,Andy Kawaya,1,1,16,94.12,1,6.90,6.90
156,Shakhtar Donetsk,,Douglas Costa,1,1,157,80.93,4,6.86,6.86
157,Borussia Dortmund,,Henrikh Mkhitaryan,1,0,248,80.26,11,6.86,6.86
158,AFC Ajax,,Lucas Andersen,1,0,194,83.62,5,6.85,6.85
159,Paris Saint-Germain,,Ezequiel Lavezzi,1,2,105,80.77,10,6.85,6.85
160,Barcelona,,Xavi,1,0,350,91.15,4,6.85,6.85
161,Basel,,Derlis González,1,0,159,81.96,4,6.84,6.84
162,Roma,,Juan Iturbe,1,2,56,77.78,4,6.83,6.83
163,Manchester City,,Stevan Jovetić,1,1,56,75.68,1,6.83,6.83
164,CSKA Moscow,,Roman Eremenko,1,1,239,83.28,11,6.83,6.83
165,Liverpool,,Adam Lallana,1,0,91,83.49,3,6.83,6.83
166,Sporting,,André Carrillo,1,1,144,78.69,9,6.82,6.82
167,Roma,,Alessandro Florenzi,1,0,141,82.94,4,6.82,6.82
168,Barcelona,,Rafinha Alcântara,1,2,102,91.07,4,6.80,6.80
169,Barcelona,,Martín Montoya,1,1,51,87.93,1,6.80,6.80
170,AS Monaco,,Nabil Dirar,1,1,184,81.06,8,6.80,6.80
171,Atlético Madrid,,Saúl Ñíguez,1,0,65,77.38,2,6.80,6.80
172,Manchester City,,Edin Džeko,1,1,114,72.61,3,6.78,6.78
173,Sporting,,Cédric Soares,1,1,180,80.36,5,6.78,6.78
174,Malmö FF,,Isaac Kiese Thelin,1,0,62,55.86,8,6.75,6.75
175,Sporting,,Carlos Mané,1,0,51,77.27,3,6.73,6.73
176,Malmö FF,,Anton Tinnerholm,1,1,139,76.37,4,6.72,6.72
177,Liverpool,,Raheem Sterling,1,1,142,78.45,5,6.70,6.70
178,Paris Saint-Germain,,Javier Pastore,1,1,446,82.14,13,6.69,6.69
179,Basel,,Breel Embolo,1,1,100,71.94,11,6.68,6.68
180,Malmö FF,,Emil Forsberg,1,1,104,85.25,4,6.67,6.67
181,Bayer 04 Leverkusen,,Sebastian Boenisch,1,0,39,47.56,1,6.67,6.67
182,FC Porto,,Óliver Torres,1,0,310,88.07,7,6.66,6.66
183,Benfica,,Derley,1,1,43,69.35,4,6.66,6.66
184,NK Maribor,,Dare Vršič,1,0,87,71.31,2,6.66,6.66
185,NK Maribor,,Luka Zahović,1,0,27,81.82,1,6.65,6.65
186,Chelsea,,Diego Costa,1,1,126,75,5,6.63,6.63
187,Shakhtar Donetsk,,Oleksandr Kucher,1,1,251,85.37,1,6.62,6.62
188,Bayer 04 Leverkusen,,Karim Bellarabi,1,3,174,71.6,10,6.59,6.59
189,Bayer 04 Leverkusen,,Josip Drmić,1,0,77,72.64,4,6.59,6.59
190,Olympiacos FC,,David Fuster,1,0,43,74.14,1,6.58,6.58
191,Ludogorets,,Hamza Younés,1,1,19,79.17,1,6.57,6.57
192,Roma,,Ashley Cole,1,0,52,83.87,1,6.57,6.57
193,Athletic Club,,Borja Viguera,1,1,24,58.54,2,6.55,6.55
194,CSKA Moscow,,Ahmed Musa,1,1,100,68.03,3,6.53,6.53
195,Zenit St. Petersburg,,Aleksandr Ryazantsev,1,1,18,75,2,6.53,6.53
196,CSKA Moscow,,Alan Dzagoev,1,0,91,82.73,7,6.53,6.53
197,Galatasaray,,Umut Bulut,1,0,62,89.86,6,6.52,6.52
198,Malmö FF,,Paweł Cibicki,1,1,10,83.33,2,6.50,6.50
199,APOEL Nicosia,,Nuno Morais,1,0,153,81.82,4,6.48,6.48
200,Galatasaray,,Selçuk İnan,1,0,188,83.56,5,6.45,6.45
201,BATE Borisov,,Mikhail Gordejchuk,1,0,82,74.55,9,6.28,6.28
202,Ludogorets,,Marcelinho,1,0,179,84.43,9,6.18,6.18
203,HB Tórshavn,,Levi Hanssen,,,,,,,
204,Celtic,,Callum McGregor,,,,,,,
205,Red Bull Salzburg,,Martin Hinteregger,,,,,,,
206,Qarabağ,,Reynaldo Silva,,,,,,,
207,Celtic,,Teemu Pukki,,,,,,,
208,GNK Dinamo Zagreb,,El Arbi Hillel Soudani,,,,,,,
209,Red Bull Salzburg,,Jonathan Soriano,,,,,,,
210,Sheriff Tiraspol,,Ismail Isa,,,,,,,
211,Maccabi Tel Aviv,,Tal Ben Haim,,,,,,,
212,HJK,,Demba Savage,,,,,,,
213,Qarabağ,,Chumbinho,,,,,,,
214,Qarabağ,,Danilo Dias,,,,,,,
215,BATE Borisov,,Sergey Krivets,,,,,,,
216,ŠK Slovan Bratislava,,Marko Milinković,,,,,,,
217,Celtic,,Virgil van Dijk,,,,,,,
218,Red Bull Salzburg,,Franz Schiemer,,,,,,,
219,Napoli,,Gonzalo Higuaín,,,,,,,
220,Lincoln Red Imps,,Joseph Chipolina,,,,,,,
221,FC Santa Coloma,,Ildefons Lima,,,,,,,
222,F91 Dudelange,,David Turpel,,,,,,,
223,HB Tórshavn,,Bartal Wardum,,,,,,,
224,ŠK Slovan Bratislava,,Karol Mészáros,,,,,,,
225,Lincoln Red Imps,,John Paul Duarte,,,,,,,
226,Maccabi Tel Aviv,,Eden Ben Basat,,,,,,,
227,Lincoln Red Imps,,George Cabrera,,,,,,,
228,FC København,,Daniel Amartey,,,,,,,
229,ŠK Slovan Bratislava,,Róbert Vittek,,,,,,,
230,Maccabi Tel Aviv,,Rade Prica,,,,,,,
231,GNK Dinamo Zagreb,,Marcelo Brozović,,,,,,,
232,Maccabi Tel Aviv,,Eran Zahavi,,,,,,,
233,FC København,,Andreas Cornelius,,,,,,,
234,FC København,,Zanka,,,,,,,
235,HJK,,Robin Lod,,,,,,,
236,Sheriff Tiraspol,,Luvannor Henrique,,,,,,,
237,FC København,,Bashkim Kadrii,,,,,,,
238,HB Tórshavn,,Jóan Edmundsson,,,,,,,
239,Sheriff Tiraspol,,Ricardinho,,,,,,,
240,GNK Dinamo Zagreb,,Josip Šimunić,,,,,,,
241,FC Santa Coloma,,Marc Pujol,,,,,,,
242,Lille,,Florent Balmont,,,,,,,
243,Qarabağ,,Leroy George,,,,,,,
244,HJK,,Valtteri Moren,,,,,,,
245,HB Tórshavn,,Tróndur Jensen,,,,,,,
246,Sheriff Tiraspol,,Andrei Mureşan,,,,,,,
247,Sheriff Tiraspol,,Fred Benson,,,,,,,
248,HB Tórshavn,,Frodi Benjaminsen,,,,,,,
249,FC Santa Coloma,,Eloy Casals,,,,,,,
250,ŠK Slovan Bratislava,,Igor Žofčák,,,,,,,
251,ŠK Slovan Bratislava,,Erik Cikos,,,,,,,
252,Napoli,,Marek Hamšík,,1,,,,,
253,Lille,,Ryan Mendes,,1,,,,,
254,GNK Dinamo Zagreb,,Domagoj Antolić,,1,,,,,
255,Lille,,Sébastien Corchia,,1,,,,,
256,Napoli,,Duván Zapata,,,,,,,
257,Napoli,,Faouzi Ghoulam,,,,,,,
258,Red Bull Salzburg,,Valentino Lazaro,,,,,,,
259,Celtic,,Jason Denayer,,,,,,,
260,GNK Dinamo Zagreb,,Ante Ćorić,,,,,,,
261,Lille,,Djibril Sidibé,,,,,,,
262,Celtic,,James Forrest,,,,,,,
263,Celtic,,Liam Henderson,,,,,,,
264,GNK Dinamo Zagreb,,Wilson Eduardo,,,,,,,
265,FC København,,Rúrik Gíslason,,,,,,,
266,Valletta FC,,Luke Montebello,,,,,,,
267,Napoli,,Michu,,,,,,,
268,FC København,,Marvin Pourié,,,,,,,
269,The New Saints,,Scott Quigley,,,,,,,
270,FC København,,Christoffer Remmer,,,,,,,
271,Qarabağ,,Muarem Muarem,,,,,,,
272,The New Saints,,Connell Rawlinson,,,,,,,
273,Valletta FC,,Siraj Arab,,,,,,,
274,HJK,,Mikael Forssell,,,,,,,
275,FK Sutjeska Nikšić,,Jovan Vujović,,,,,,,
276,Ludogorets,,Jeroen Lumu,,,,,,,
277,Maccabi Tel Aviv,,Moshe Lugassi,,,,,,,
278,Ludogorets,,Choco,,,,,,,
279,Ludogorets,,Vitinha,,,,,,,
280,Red Bull Salzburg,,Nils Quaschner,,,,,,,
281,APOEL Nicosia,,Aldo Adorno,,,,,,,
282,Lille,,Steeve Elana,,,,,,,
283,Ludogorets,,Tero Mäntylä,,,,,,,
284,Lincoln Red Imps,,Alain Pons,,,,,,,
285,Lille,,David Rozehnal,,,,,,,
286,The New Saints,,Steve Evans,,,,,,,
287,Valletta FC,,Ryan Camilleri,,,,,,,
288,The New Saints,,Scott Ruscoe,,,,,,,
289,FC Santa Coloma,,Txema García,,,,,,,
290,The New Saints,,Phil Baker,,,,,,,
291,FK Sutjeska Nikšić,,Andrija Pejović,,,,,,,
292,The New Saints,,Ryan Fraughan,,,,,,,
293,FK Sutjeska Nikšić,,Milorad Krivokapic,,,,,,,
294,FK Sutjeska Nikšić,,Stefan Dajić,,,,,,,
295,Lincoln Red Imps,,Daniel Duarte,,,,,,,
296,Napoli,,Jorginho,,,,,,,
297,Napoli,,Kalidou Koulibaly,,,,,,,
298,Napoli,,Dries Mertens,,,,,,,
299,Napoli,,Lorenzo Insigne,,,,,,,
300,Napoli,,Raúl Albiol,,,,,,,
301,Lille,,Soualiho Meïté,,,,,,,
302,Napoli,,José Callejón,,,,,,,
303,Qarabağ,,Maksim Medvedev,,,,,,,
304,Lille,,Rony Lopes,,,,,,,
305,Napoli,,Rafael Cabral,,,,,,,
306,Lille,,Salomon Kalou,,,,,,,
307,GNK Dinamo Zagreb,,Franko Andrijašević,,,,,,,
308,FC København,,Nicolai Jørgensen,,,,,,,
309,GNK Dinamo Zagreb,,Josip Pivarić,,,,,,,
310,Celtic,,Craig Gordon,,,,,,,
311,GNK Dinamo Zagreb,,Luis Ibáñez,,,,,,,
312,FK Sutjeska Nikšić,,Vladimir Jovović,,,,,,,
313,GNK Dinamo Zagreb,,Leonardo Sigali,,,,,,,
314,Sheriff Tiraspol,,Ligger,,,,,,,
315,Celtic,,Nir Bitton,,,,,,,
316,GNK Dinamo Zagreb,,Jozo Šimunović,,,,,,,
317,Napoli,,Walter Gargano,,,,,,,
318,F91 Dudelange,,Alexander Karapetyan,,,,,,,
319,Lille,,Ronny Rodelin,,,,,,,
320,Napoli,,Christian Maggio,,,,,,,
321,Lincoln Red Imps,,Lee Casciaro,,,,,,,
322,Lille,,Rio Mavuba,,,,,,,
323,Napoli,,Miguel Britos,,,,,,,
324,FC København,,Claudemir,,,,,,,
325,Lincoln Red Imps,,Roy Alan Chipolina,,,,,,,
326,Sheriff Tiraspol,,Joãozinho,,,,,,,
327,Qarabağ,,Rəşhad Sadiqov,,,,,,,
328,The New Saints,,Greg Draper,,,,,,,
329,Sheriff Tiraspol,,Ernandes,,,,,,,
330,ŠK Slovan Bratislava,,Nicolás Gorosito,,,,,,,
331,The New Saints,,Chris Marriott,,,,,,,
332,F91 Dudelange,,Stelvio Cruz,,,,,,,
333,Qarabağ,,Tarlan Guliyev,,,,,,,
334,ŠK Slovan Bratislava,,Samuel Štefánik,,,,,,,
335,FC København,,Mikael Antonsson,,,,,,,
336,Valletta FC,,Lateef Elford-Alliyu,,,,,,,
337,NK Maribor,,Nusmir Fajić,,,,,,,
338,The New Saints,,Sam Finley,,,,,,,
339,Zenit St. Petersburg,,Ivan Solovyev,,,,,,,
340,F91 Dudelange,,Kevin Malget,,,,,,,
341,The New Saints,,Michael Wilde,,,,,,,
342,FK Sutjeska Nikšić,,Goran Vujović,,,,,,,
343,Maccabi Tel Aviv,,Nosa Igiebor,,,,,,,
344,ŠK Slovan Bratislava,,Matej Jakubek,,,,,,,
345,F91 Dudelange,,Jonathan Joubert,,,,,,,
346,FK Sutjeska Nikšić,,Slavko Lukić,,,,,,,
347,Valletta FC,,Shaun Pierre Bajada,,,,,,,
348,FK Sutjeska Nikšić,,Stevan Kovačević,,,,,,,
349,The New Saints,,Kai Edwards,,,,,,,
350,F91 Dudelange,,Jerry Prempeh,,,,,,,
351,The New Saints,,Aeron Edwards,,,,,,,
352,Sheriff Tiraspol,,Leonel Olimpio,,,,,,,
353,FK Sutjeska Nikšić,,Igor Ćuković,,,,,,,
354,F91 Dudelange,,Tom Schnell,,,,,,,
355,The New Saints,,Alex Darlington,,,,,,,
356,HJK,,Sebastian Mannström,,,,,,,
357,Sheriff Tiraspol,,Wilfried Balima,,,,,,,
358,FK Sutjeska Nikšić,,Blažo Igumanović,,,,,,,
359,FK Sutjeska Nikšić,,Jovan Nikolić,,,,,,,
360,FC Santa Coloma,,Alejandro Romero,,,,,,,
361,F91 Dudelange,,Oumar Sylla,,,,,,,
362,Lincoln Red Imps,,Aaron Payas,,,,,,,
363,The New Saints,,Paul Harrison,,,,,,,
364,F91 Dudelange,,Yassine Benajiba,,,,,,,
365,Valletta FC,,Roderick Briffa,,,,,,,
366,Valletta FC,,Luke Anthony Dimech,,,,,,,
367,Celtic,,Derk Boerrigter,,,,,,,
368,Valletta FC,,Ian Azzopardi,,,,,,,
369,The New Saints,,Simon Spender,,,,,,,
370,Maccabi Tel Aviv,,Yuval Shpungin,,,,,,,
371,Valletta FC,,Hugo Faria,,,,,,,
372,Valletta FC,,Jonathan Caruana,,,,,,,
373,Valletta FC,,Ryan Fenech,,,,,,,
374,FK Sutjeska Nikšić,,Dejan Ognjanović,,,,,,,
375,Valletta FC,,Ian Zammit,,,,,,,
376,The New Saints,,Christian Seargeant,,,,,,,
377,Valletta FC,,Nicholas Vella,,,,,,,
378,F91 Dudelange,,Sofian Benzouien,,,,,,,
379,The New Saints,,Matthew Williams,,,,,,,
380,FC Santa Coloma,,Walter Wagner,,,,,,,
381,Maccabi Tel Aviv,,Barak Badash,,,,,,,
382,F91 Dudelange,,Joel Pedro,,,,,,,
383,FK Sutjeska Nikšić,,Masato Fukui,,,,,,,
384,Maccabi Tel Aviv,,Gael Margulies,,,,,,,
385,FK Sutjeska Nikšić,,Nikola Stijepović,,,,,,,
386,Lincoln Red Imps,,Jordan Perez,,,,,,,
387,Valletta FC,,Abdelkarim Nafti,,,,,,,
388,Lincoln Red Imps,,Ryan Casciaro,,,,,,,
389,Lincoln Red Imps,,Robert Guilling,,,,,,,
390,F91 Dudelange,,Clayton De Sousa,,,,,,,
391,Lincoln Red Imps,,Brian Perez,,,,,,,
392,Lincoln Red Imps,,Kyle Casciaro,,,,,,,
393,Lincoln Red Imps,,Jean-Carlos Garcia,,,,,,,
394,ŠK Slovan Bratislava,,Kristian Kolcak,,,,,,,
395,F91 Dudelange,,Gustav Schulz,,,,,,,
396,HB Tórshavn,,Pal Mohr Joensen,,,,,,,
397,F91 Dudelange,,Romain Ney,,,,,,,
398,Lincoln Red Imps,,Liam Clarke,,,,,,,
399,Red Bull Salzburg,,Sadio Mané,,,,,,,
400,Lille,,Divock Origi,,,,,,,
401,Red Bull Salzburg,,Alan,,,,,,,
402,Red Bull Salzburg,,Peter Ankersen,,,,,,,
403,Red Bull Salzburg,,Stefan Ilsanker,,,,,,,
404,Red Bull Salzburg,,Andreas Ulmer,,,,,,,
405,Celtic,,Jo Inge Berget,,,,,,,
406,Lille,,Vincent Enyeama,,,,,,,
407,Lille,,Nolan Roux,,,,,,,
408,Maccabi Tel Aviv,,Dor Micha,,,,,,,
409,FC København,,Youssef Toutouh,,,,,,,
410,HJK,,Gideon Baah,,,,,,,
411,HB Tórshavn,,René Shaki Joensen,,,,,,,
412,FC København,,Steve De Ridder,,,,,,,
413,Lille,,Marko Baša,,,,,,,
414,HJK,,Macoumba Kandji,,,,,,,
415,Lille,,Jonathan Delaplace,,,,,,,
