#,Time,Time,Nome,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Notas Sofascore,Nota Sofascore
157,FC Bayern München,,Benjamin Pavard,9,9,17,0,7.11,7.11
158,Olympique Lyonnais,,Marçal,9,12,31,0,7.07,7.07
159,AFC Ajax,,Sergiño Dest,9,3,3,0,6.94,6.94
160,Olympique Lyonnais,,Thiago Mendes,9,14,5,0,6.87,6.87
161,Liverpool,,Joe Gomez,9,15,10,0,6.86,6.86
162,Olympiacos FC,,Rúben Semedo,9,3,15,0,6.85,6.85
163,Olympique Lyonnais,,Jason Denayer,9,7,30,0,6.84,6.84
164,Club Brugge KV,,Federico Ricca,9,3,2,0,6.83,6.83
165,Lokomotiv Moscow,,Maciej Rybus,9,13,12,0,6.76,6.76
166,KRC Genk,,Jhon Lucumí,9,15,24,0,6.73,6.73
167,KRC Genk,,Sander Berge,9,7,13,0,6.73,6.73
168,Valencia,,Francis Coquelin,9,11,12,0,6.72,6.72
169,Tottenham Hotspur,,Moussa Sissoko,9,5,2,0,6.65,6.65
170,Real Madrid,,Raphaël Varane,9,10,22,3,6.65,6.65
171,AFC Ajax,,Daley Blind,9,4,11,0,6.64,6.64
172,Club Brugge KV,,Krépin Diatta,9,5,3,0,6.62,6.62
173,Club Brugge KV,,Éder Balanta,9,6,1,0,6.58,6.58
174,Olympiacos FC,,Yassine Benzia,9,0,1,0,6.55,6.55
175,Borussia Dortmund,,Łukasz Piszczek,9,9,11,0,6.53,6.53
176,GNK Dinamo Zagreb,,Amer Gojak,9,0,2,0,6.44,6.44
177,Borussia Dortmund,,Marco Reus,9,1,10,0,6.38,6.38
178,Manchester City,,Kevin De Bruyne,8,6,5,0,7.81,7.81
179,Barcelona,,Jean-Clair Todibo,8,1,4,0,7.70,7.70
180,Tottenham Hotspur,,Heung-min Son,8,2,1,0,7.45,7.45
181,RB Leipzig,,Emil Forsberg,8,1,1,0,7.40,7.40
182,Juventus,,Juan Cuadrado,8,11,7,0,7.32,7.32
183,Valencia,,Gabriel Paulista,8,12,41,0,7.32,7.32
184,Valencia,,Ferran Torres,8,5,3,0,7.28,7.28
185,Tottenham Hotspur,,Davinson Sánchez,8,6,12,0,7.04,7.04
186,Atalanta,,Mario Pašalić,8,3,8,0,7.03,7.03
187,Paris Saint-Germain,,Leandro Paredes,8,5,4,0,7.03,7.03
188,Bayer 04 Leverkusen,,Nadiem Amiri,8,1,1,0,7.03,7.03
189,Paris Saint-Germain,,Pablo Sarabia,8,1,0,0,6.96,6.96
190,Olympique Lyonnais,,Marcelo,8,11,40,0,6.94,6.94
191,AFC Ajax,,Noa Lang,8,3,0,0,6.93,6.93
192,Olympique Lyonnais,,Martin Terrier,8,3,0,0,6.82,6.82
193,KRC Genk,,Patrik Hrošovský,8,5,3,0,6.82,6.82
194,Manchester City,,Kyle Walker,8,8,5,1,6.82,6.82
195,AFC Ajax,,Noussair Mazraoui,8,5,5,0,6.80,6.80
196,Atalanta,,Hans Hateboer,8,7,10,0,6.78,6.78
197,Barcelona,,Sergio Busquets,8,15,6,0,6.77,6.77
198,Chelsea,,Mason Mount,8,2,2,0,6.76,6.76
199,Olympique Lyonnais,,Bruno Guimarães,8,4,2,0,6.75,6.75
200,RB Leipzig,,Willi Orbán,8,2,13,0,6.75,6.75
201,GNK Dinamo Zagreb,,Marin Leovac,8,8,9,0,6.72,6.72
202,Olympiacos FC,,Mady Camara,8,5,3,0,6.72,6.72
203,Real Madrid,,Federico Valverde,8,7,3,0,6.67,6.67
204,Tottenham Hotspur,,Serge Aurier,8,2,9,0,6.66,6.66
205,Tottenham Hotspur,,Danny Rose,8,8,8,0,6.65,6.65
206,GNK Dinamo Zagreb,,Arijan Ademi,8,2,11,0,6.63,6.63
207,Olympique Lyonnais,,Maxwel Cornet,8,8,7,0,6.61,6.61
208,Lokomotiv Moscow,,Dmitriy Barinov,8,5,6,0,6.58,6.58
209,Real Madrid,,Ferland Mendy,8,5,3,0,6.58,6.58
210,Galatasaray,,Steven​ N'Zonzi,8,3,8,0,6.54,6.54
211,FK Crvena zvezda,,Njegoš Petrović,8,2,2,0,6.38,6.38
212,Galatasaray,,Mario Lemina,8,4,6,0,6.33,6.33
213,Paris Saint-Germain,,Neymar,7,2,0,0,7.71,7.71
214,Liverpool,,Alex Oxlade-Chamberlain,7,3,0,0,7.56,7.56
215,Inter,,Matías Vecino,7,7,3,0,7.30,7.30
216,Real Madrid,,Éder Militão,7,4,9,0,7.23,7.23
217,AFC Ajax,,Quincy Promes,7,2,0,0,7.12,7.12
218,Juventus,,Matthijs de Ligt,7,6,20,0,7.07,7.07
219,FC Bayern München,,David Alaba,7,6,16,0,7.05,7.05
220,Liverpool,,Georginio Wijnaldum,7,5,1,0,7.01,7.01
221,Borussia Dortmund,,Thomas Delaney,7,4,6,0,6.97,6.97
222,Olympique Lyonnais,,Youssouf Koné,7,11,11,0,6.96,6.96
223,FC Bayern München,,Kingsley Coman,7,0,0,0,6.96,6.96
224,FC Bayern München,,Javi Martínez,7,4,4,0,6.94,6.94
225,Liverpool,,Takumi Minamino,7,3,2,0,6.90,6.90
226,Chelsea,,Reece James,7,5,8,0,6.88,6.88
227,Club Brugge KV,,Simon Deli,7,12,23,0,6.87,6.87
228,Lokomotiv Moscow,,Vedran Ćorluka,7,12,42,0,6.85,6.85
229,GNK Dinamo Zagreb,,Kévin Théophile-Catherine,7,9,18,0,6.82,6.82
230,Shakhtar Donetsk,,Mykola Matviyenko,7,15,35,0,6.80,6.80
231,Manchester City,,Bernardo Silva,7,2,1,0,6.77,6.77
232,Olympique Lyonnais,,Maxence Caqueret,7,6,2,0,6.77,6.77
233,Bayer 04 Leverkusen,,Mitchell Weiser,7,5,6,0,6.77,6.77
234,Bayer 04 Leverkusen,,Lars Bender,7,5,4,0,6.77,6.77
235,Barcelona,,Antoine Griezmann,7,6,5,0,6.74,6.74
236,Juventus,,Blaise Matuidi,7,7,6,0,6.74,6.74
237,RB Leipzig,,Yussuf Poulsen,7,1,5,0,6.70,6.70
238,Barcelona,,Sergi Roberto,7,5,2,0,6.68,6.68
239,Juventus,,Sami Khedira,7,3,5,0,6.68,6.68
240,Bayer 04 Leverkusen,,Panagiotis Retsos,7,2,2,0,6.65,6.65
241,Valencia,,Mouctar Diakhaby,7,5,22,0,6.60,6.60
242,RB Leipzig,,Amadou Haidara,7,8,4,0,6.60,6.60
243,Lille,,José Fonte,7,3,18,0,6.55,6.55
244,Lokomotiv Moscow,,Murilo,7,15,11,0,6.54,6.54
245,Tottenham Hotspur,,Toby Alderweireld,7,3,34,0,6.48,6.48
246,Shakhtar Donetsk,,Serhiy Bolbat,7,4,7,0,6.47,6.47
247,Red Bull Salzburg,,Dominik Szoboszlai,7,1,3,0,6.40,6.40
248,Tottenham Hotspur,,Gedson Fernandes,7,1,4,0,6.40,6.40
249,FK Crvena zvezda,,Milan Rodić,7,7,12,0,6.22,6.22
250,Real Madrid,,Rodrygo,6,4,1,0,7.68,7.68
251,Manchester City,,Gabriel Jesus,6,8,3,0,7.56,7.56
252,Benfica,,Pizzi,6,2,0,0,7.53,7.53
253,Manchester City,,Raheem Sterling,6,6,2,0,7.52,7.52
254,Atalanta,,Papu Gómez,6,6,2,0,7.37,7.37
255,FC Bayern München,,Philippe Coutinho,6,1,0,0,7.32,7.32
256,Barcelona,,Arthur,6,2,1,0,7.23,7.23
257,Zenit St. Petersburg,,Yaroslav Rakitskyi,6,8,31,0,7.22,7.22
258,Borussia Dortmund,,Julian Brandt,6,2,2,0,7.21,7.21
259,Inter,,Lautaro Martínez,6,2,1,0,7.17,7.17
260,Napoli,,José Callejón,6,4,5,0,7.16,7.16
261,RB Leipzig,,Marcel Sabitzer,6,9,5,0,7.16,7.16
262,KRC Genk,,Bryan Heynen,6,6,3,0,7.07,7.07
263,Napoli,,Nikola Maksimović,6,6,10,0,7.07,7.07
264,GNK Dinamo Zagreb,,Mislav Oršić,6,2,1,0,7.03,7.03
265,Atlético Madrid,,Stefan Savić,6,3,36,0,7.03,7.03
266,Real Madrid,,Isco,6,3,0,0,7.00,7.00
267,Lokomotiv Moscow,,Aleksei Miranchuk,6,5,1,0,6.98,6.98
268,Chelsea,,Kurt Zouma,6,5,26,0,6.96,6.96
269,Manchester City,,Benjamin Mendy,6,7,5,0,6.95,6.95
270,Lille,,Boubakary Soumaré,6,12,9,0,6.92,6.92
271,FK Crvena zvezda,,Marko Marin,6,3,2,1,6.88,6.88
272,Barcelona,,Clément Lenglet,6,10,20,0,6.85,6.85
273,Barcelona,,Ivan Rakitić,6,10,2,0,6.83,6.83
274,Shakhtar Donetsk,,Alan Patrick,6,6,2,0,6.80,6.80
275,Borussia Dortmund,,Raphaël Guerreiro,6,10,6,0,6.80,6.80
276,GNK Dinamo Zagreb,,Bruno Petković,6,1,0,0,6.78,6.78
277,FC Bayern München,,Jérôme Boateng,6,9,8,0,6.78,6.78
278,Tottenham Hotspur,,Lucas Moura,6,3,4,0,6.77,6.77
279,Olympique Lyonnais,,Léo Dubois,6,5,16,0,6.71,6.71
280,Shakhtar Donetsk,,Viktor Kovalenko,6,2,3,0,6.70,6.70
281,Tottenham Hotspur,,Dele Alli,6,5,0,0,6.69,6.69
282,Napoli,,Kévin Malcuit,6,3,5,0,6.65,6.65
283,Inter,,Roberto Gagliardini,6,2,2,0,6.58,6.58
284,Galatasaray,,Younès Belhanda,6,3,0,0,6.55,6.55
285,Valencia,,Jaume Costa,6,5,6,0,6.53,6.53
286,Club Brugge KV,,Mats Rits,6,4,5,0,6.48,6.48
287,KRC Genk,,Sébastien Dewaest,6,2,28,0,6.38,6.38
288,Olympiacos FC,,Yassine Meriah,6,8,38,1,6.35,6.35
289,Lokomotiv Moscow,,Rifat Zhemaletdinov,6,2,7,0,6.32,6.32
290,Inter,,Danilo D'Ambrosio,6,4,1,0,6.30,6.30
291,Chelsea,,Willian,5,0,1,0,7.41,7.41
292,Napoli,,Lorenzo Insigne,5,6,0,0,7.30,7.30
293,Chelsea,,Christian Pulišić,5,0,2,0,7.28,7.28
294,Tottenham Hotspur,,Christian Eriksen,5,0,4,0,7.16,7.16
295,Zenit St. Petersburg,,Artem Dzyuba,5,1,2,0,7.15,7.15
296,Atlético Madrid,,Santiago Arias,5,3,4,0,7.15,7.15
297,RB Leipzig,,Timo Werner,5,1,3,0,7.14,7.14
298,Shakhtar Donetsk,,Taison,5,4,1,0,7.12,7.12
299,AFC Ajax,,Dušan Tadić,5,7,1,0,7.10,7.10
300,Juventus,,Leonardo Bonucci,5,9,25,0,7.10,7.10
301,SK Slavia Praha,,Nicolae Stanciu,5,2,0,0,7.08,7.08
302,RB Leipzig,,Angeliño,5,6,7,0,7.08,7.08
303,Real Madrid,,Vinícius Júnior,5,1,0,0,7.02,7.02
304,Bayer 04 Leverkusen,,Jonathan Tah,5,7,19,0,6.96,6.96
305,Chelsea,,Tammy Abraham,5,1,10,0,6.89,6.89
306,Atlético Madrid,,Álvaro Morata,5,4,2,0,6.88,6.88
307,Olympiacos FC,,Daniel Podence,5,2,2,0,6.83,6.83
308,GNK Dinamo Zagreb,,Emir Dilaver,5,12,31,0,6.83,6.83
309,Chelsea,,Marcos Alonso,5,6,12,0,6.82,6.82
310,Club Brugge KV,,Hans Vanaken,5,1,4,0,6.82,6.82
311,Bayer 04 Leverkusen,,Charles Aránguiz,5,1,7,0,6.78,6.78
312,Galatasaray,,Ömer Bayram,5,2,1,0,6.78,6.78
313,Olympique Lyonnais,,Jeff Reine-Adélaïde,5,0,3,0,6.78,6.78
314,SK Slavia Praha,,Lukáš Masopust,5,4,0,0,6.77,6.77
315,Paris Saint-Germain,,Layvin Kurzawa,5,6,5,0,6.75,6.75
316,Benfica,,Rúben Dias,5,5,31,0,6.75,6.75
317,KRC Genk,,Théo Bongonda,5,0,2,0,6.72,6.72
318,Valencia,,Ezequiel Garay,5,3,16,0,6.68,6.68
319,Shakhtar Donetsk,,Serhiy Kryvtsov,5,4,23,0,6.67,6.67
320,Olympiacos FC,,Andreas Bouchalakis,5,9,6,0,6.65,6.65
321,Club Brugge KV,,Ruud Vormer,5,2,2,0,6.60,6.60
322,SK Slavia Praha,,Jan Bořil,5,7,7,0,6.58,6.58
323,Napoli,,Piotr Zieliński,5,5,4,0,6.57,6.57
324,KRC Genk,,Jere Uronen,5,4,6,0,6.57,6.57
325,Barcelona,,Junior Firpo,5,4,4,0,6.57,6.57
326,Lokomotiv Moscow,,Benedikt Höwedes,5,14,22,0,6.57,6.57
327,Olympiacos FC,,Omar Elabdellaoui,5,6,13,0,6.53,6.53
328,FK Crvena zvezda,,Aleksa Vukanović,5,5,2,0,6.53,6.53
329,Valencia,,Carlos Soler,5,1,3,0,6.52,6.52
330,Galatasaray,,Ryan Donk,5,6,14,0,6.52,6.52
331,Benfica,,Ljubomir Fejsa,5,3,1,1,6.50,6.50
332,SK Slavia Praha,,Ondřej Kúdela,5,10,9,0,6.50,6.50
333,FK Crvena zvezda,,Dušan Jovančić,5,4,0,0,6.40,6.40
334,Lille,,Xeka,5,3,0,0,6.30,6.30
335,Lille,,Jérémy Pied,5,2,2,0,6.20,6.20
336,Atalanta,,Josip Iličić,4,4,3,0,7.54,7.54
337,Real Madrid,,Karim Benzema,4,2,4,0,7.54,7.54
338,Borussia Dortmund,,Erling Haaland,4,3,8,0,7.48,7.48
339,Manchester City,,Phil Foden,4,2,1,0,7.42,7.42
340,Paris Saint-Germain,,Kylian Mbappé,4,1,0,0,7.23,7.23
341,FC Bayern München,,Corentin Tolisso,4,2,1,1,7.18,7.18
342,Benfica,,Adel Taarabt,4,3,6,0,7.18,7.18
343,Valencia,,Rodrigo,4,4,7,0,7.15,7.15
344,Barcelona,,Gerard Piqué,4,10,40,0,7.01,7.01
345,Atalanta,,Simon Kjær,4,0,6,0,7.00,7.00
346,Barcelona,,Moussa Wagué,4,1,3,0,7.00,7.00
347,RB Leipzig,,Ethan Ampadu,4,4,10,0,6.97,6.97
348,Shakhtar Donetsk,,Júnior Moraes,4,2,4,0,6.95,6.95
349,Tottenham Hotspur,,Juan Foyth,4,2,7,0,6.93,6.93
350,Paris Saint-Germain,,Ander Herrera,4,8,3,0,6.92,6.92
351,Lille,,Jonathan Bamba,4,3,2,0,6.90,6.90
352,Zenit St. Petersburg,,Yordan Osorio,4,8,15,0,6.88,6.88
353,Manchester City,,Eric García,4,1,4,0,6.85,6.85
354,Atalanta,,Ruslan Malinovskyi,4,2,2,0,6.80,6.80
355,SK Slavia Praha,,Petr Ševčík,4,7,0,0,6.78,6.78
356,RB Leipzig,,Kevin Kampl,4,5,5,0,6.78,6.78
357,Borussia Dortmund,,Dan-Axel Zagadou,4,3,9,0,6.78,6.78
358,Valencia,,Gonçalo Guedes,4,0,0,0,6.77,6.77
359,Tottenham Hotspur,,Erik Lamela,4,1,2,0,6.76,6.76
360,Real Madrid,,Luka Modrić,4,8,3,1,6.75,6.75
361,Inter,,Cristiano Biraghi,4,2,4,0,6.73,6.73
362,Napoli,,Hirving Lozano,4,4,1,0,6.70,6.70
363,Lille,,Tiago Djaló,4,2,16,0,6.70,6.70
364,Atlético Madrid,,Mario Hermoso,4,8,16,1,6.70,6.70
365,Red Bull Salzburg,,Patson Daka,4,1,1,0,6.67,6.67
366,SK Slavia Praha,,Laco Takacs,4,5,4,0,6.65,6.65
367,Lille,,Luiz Araújo,4,5,0,0,6.52,6.52
368,Shakhtar Donetsk,,Marlos Romero,4,1,0,0,6.50,6.50
369,Atalanta,,Andrea Masiello,4,8,10,0,6.45,6.45
370,Club Brugge KV,,Charles De Ketelaere,4,1,0,0,6.43,6.43
371,Red Bull Salzburg,,Masaya Okugawa,4,0,2,0,6.40,6.40
372,Lokomotiv Moscow,,Bryan Idowu,4,4,8,0,6.33,6.33
373,RB Leipzig,,Marcelo Saracchi,4,2,4,0,6.30,6.30
374,Lille,,Domagoj Bradarić,4,1,3,0,6.27,6.27
375,Galatasaray,,Yuto Nagatomo,4,11,14,1,6.25,6.25
376,FK Crvena zvezda,,José Alberto Cañas,4,4,3,0,6.24,6.24
377,Tottenham Hotspur,,Harry Kane,3,0,4,0,7.96,7.96
378,Red Bull Salzburg,,Hee-Chan Hwang,3,1,1,0,7.70,7.70
379,Real Madrid,,Marcelo,3,5,4,0,7.50,7.50
380,Olympique Lyonnais,,Memphis Depay,3,1,0,0,7.28,7.28
381,Real Madrid,,Sergio Ramos,3,10,16,0,7.20,7.20
