#,Time,Time,Nome,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Notas Sofascore,Nota Sofascore
26,Borussia Dortmund,,Jadon Sancho,3,3,216,87.8,14,7.38,7.38
27,RB Leipzig,,Angeliño,3,3,224,72.49,16,7.37,7.37
28,Manchester City,,Riyad Mahrez,3,2,348,84.26,22,7.25,7.25
29,Lazio,,Luis Alberto,3,0,272,83.69,12,7.20,7.20
30,Red Bull Salzburg,,Mergim Berisha,3,1,86,72.88,9,7.18,7.18
31,Club Brugge KV,,Ruud Vormer,3,2,236,87.08,12,7.17,7.17
32,Chelsea,,Reece James,3,1,248,85.52,7,7.10,7.10
33,Red Bull Salzburg,,Sekou Koita,3,1,71,65.74,13,7.02,7.02
34,Barcelona,,Jordi Alba,3,2,424,89.45,14,7.00,7.00
35,Chelsea,,Timo Werner,3,2,181,78.02,6,6.98,6.98
36,Başakşehir FK,,Deniz Türüç,3,1,163,79.51,11,6.98,6.98
37,Atlético Madrid,,Ángel Correa,3,2,147,75.38,11,6.91,6.91
38,FC Bayern München,,Serge Gnabry,3,1,115,82.14,7,6.80,6.80
39,Chelsea,,Ben Chilwell,3,0,306,74.27,9,6.79,6.79
40,Barcelona,,Sergiño Dest,3,0,352,91.19,6,6.77,6.77
41,Manchester City,,Raheem Sterling,3,2,200,84.39,7,6.67,6.67
42,Lazio,,Ciro Immobile,2,1,111,81.62,5,7.70,7.70
43,Atalanta,,Cristian Romero,2,1,245,86.27,4,7.47,7.47
44,Borussia M'gladbach,,Alassane Pléa,2,3,115,77.18,8,7.35,7.35
45,Juventus,,Alex Sandro,2,1,292,85.38,10,7.34,7.34
46,RB Leipzig,,Christopher Nkunku,2,2,224,83.9,18,7.31,7.31
47,Lazio,,Francesco Acerbi,2,1,376,86.04,10,7.30,7.30
48,Juventus,,Adrien Rabiot,2,1,296,89.43,6,7.29,7.29
49,Barcelona,,Ousmane Dembélé,2,2,151,80.32,7,7.28,7.28
50,Real Madrid,,Éder Militão,2,1,273,88.06,2,7.28,7.28
51,Liverpool,,Curtis Jones,2,2,222,88.8,4,7.28,7.28
52,Atalanta,,Ruslan Malinovskyi,2,0,63,79.75,5,7.23,7.23
53,Manchester City,,İlkay Gündoğan,2,1,845,92.05,12,7.22,7.22
54,FC Bayern München,,Kingsley Coman,2,2,180,82.57,11,7.20,7.20
55,Manchester United,,Anthony Martial,2,1,124,78.98,3,7.20,7.20
56,Manchester City,,Rúben Dias,2,0,852,94.35,3,7.17,7.17
57,Barcelona,,Antoine Griezmann,2,0,222,84.73,10,7.17,7.17
58,Chelsea,,Callum Hudson-Odoi,2,0,115,84.56,3,7.17,7.17
59,Sevilla,,Ivan Rakitić,2,1,345,90.08,9,7.16,7.16
60,Manchester City,,João Cancelo,2,1,484,88.16,8,7.14,7.14
61,Real Madrid,,Luka Modrić,2,3,771,89.65,18,7.14,7.14
62,Liverpool,,Neco Williams,2,1,88,77.88,2,7.13,7.13
63,Borussia M'gladbach,,Lars Stindl,2,2,200,80,14,7.07,7.07
64,Sevilla,,Óscar Rodríguez,2,2,121,87.05,9,7.07,7.07
65,Juventus,,Federico Chiesa,2,1,137,76.54,5,7.06,7.06
66,Borussia M'gladbach,,Marcus Thuram,2,2,139,80.35,4,7.04,7.04
67,FC Bayern München,,Benjamin Pavard,2,2,312,84.78,5,7.03,7.03
68,Chelsea,,Jorginho,2,1,662,88.5,9,7.02,7.02
69,FC Porto,,Otávio,2,0,237,74.76,10,7.01,7.01
70,Liverpool,,Mohamed Salah,2,1,187,75.71,8,7.00,7.00
71,Chelsea,,Mateo Kovačić,2,1,411,89.15,7,6.98,6.98
72,Paris Saint-Germain,,Mauro Icardi,2,0,45,80.36,4,6.97,6.97
73,Real Madrid,,Ferland Mendy,2,0,507,87.11,8,6.92,6.92
74,Red Bull Salzburg,,Dominik Szoboszlai,2,0,154,73.68,14,6.92,6.92
75,FC Porto,,Wilson Manafá,2,1,263,78.74,7,6.91,6.91
76,Borussia Dortmund,,Marco Reus,2,2,219,83.59,10,6.91,6.91
77,Chelsea,,Kai Havertz,2,2,311,83.83,13,6.91,6.91
78,Atalanta,,Luis Muriel,2,0,84,67.2,4,6.90,6.90
79,Atalanta,,Hans Hateboer,2,2,188,87.44,5,6.88,6.88
80,Dynamo Kyiv,,Tomasz Kędziora,2,1,211,77.57,7,6.87,6.87
81,Olympiacos FC,,Kostas Fortounis,2,0,128,79.5,6,6.82,6.82
82,Chelsea,,N'Golo Kanté,2,1,359,86.3,9,6.82,6.82
83,Atlético Madrid,,Luis Suárez,2,0,85,69.67,7,6.78,6.78
84,Shakhtar Donetsk,,Tetê,2,1,107,81.68,6,6.77,6.77
85,FC Midtjylland,,Erik Sviatchenko,2,0,163,74.09,4,6.74,6.74
86,Paris Saint-Germain,,Alessandro Florenzi,2,0,289,80.28,8,6.74,6.74
87,Club Brugge KV,,Emmanuel Dennis,2,1,79,73.83,3,6.68,6.68
88,Inter,,Arturo Vidal,2,0,135,87.1,2,6.60,6.60
89,Zenit St. Petersburg,,Sardar Azmoun,2,0,49,68.06,6,6.58,6.58
90,Red Bull Salzburg,,Andreas Ulmer,2,0,158,70.85,6,6.57,6.57
91,Atalanta,,Mario Pašalić,2,1,90,75,4,6.54,6.54
92,Atalanta,,Remo Freuler,2,1,295,85.51,11,6.51,6.51
93,Inter,,Aleksandar Kolarov,1,0,61,91.04,3,7.60,7.60
94,Juventus,,Álvaro Morata,1,1,116,72.05,10,7.55,7.55
95,Manchester United,,Marcus Rashford,1,0,111,79.29,5,7.45,7.45
96,Juventus,,Cristiano Ronaldo,1,2,171,81.43,9,7.35,7.35
97,Atlético Madrid,,João Félix,1,0,213,76.62,7,7.35,7.35
98,Borussia Dortmund,,Axel Witsel,1,0,317,94.07,2,7.35,7.35
99,Real Madrid,,Sergio Ramos,1,1,344,90.77,1,7.34,7.34
100,AFC Ajax,,Antony,1,0,109,71.24,7,7.33,7.33
101,Barcelona,,Ansu Fati,1,2,89,89,5,7.30,7.30
102,FC Bayern München,,Jérôme Boateng,1,0,376,89.31,2,7.30,7.30
103,Chelsea,,Faustino Anjorin,1,0,40,88.89,2,7.30,7.30
104,Real Madrid,,Karim Benzema,1,0,314,87.22,18,7.27,7.27
105,Club Brugge KV,,Hans Vanaken,1,0,346,85.64,5,7.25,7.25
106,Olympiacos FC,,Mathieu Valbuena,1,1,133,86.36,8,7.23,7.23
107,Borussia Dortmund,,Thorgan Hazard,1,1,205,87.61,9,7.23,7.23
108,FC Porto,,Sérgio Oliveira,1,0,253,77.37,8,7.23,7.23
109,Borussia Dortmund,,Mahmoud Dahoud,1,0,266,88.08,7,7.22,7.22
110,Paris Saint-Germain,,Marco Verratti,1,2,386,92.34,11,7.20,7.20
111,Manchester United,,Luke Shaw,1,1,189,81.82,6,7.20,7.20
112,Başakşehir FK,,Edin Višća,1,2,142,66.67,5,7.14,7.14
113,FC Midtjylland,,Alexander Scholz,1,0,260,85.25,4,7.13,7.13
114,FC Bayern München,,Leroy Sané,1,0,182,81.25,12,7.13,7.13
115,Barcelona,,Martin Braithwaite,1,1,36,76.6,1,7.12,7.12
116,Olympique de Marseille,,Dimitri Payet,1,0,115,76.67,12,7.12,7.12
117,Chelsea,,Antonio Rüdiger,1,1,544,87.04,2,7.10,7.10
118,Stade Rennais,,Jérémy Doku,1,0,110,82.09,11,7.08,7.08
119,Liverpool,,Thiago Alcântara,1,0,157,89.2,3,7.08,7.08
120,FC Bayern München,,Leon Goretzka,1,2,240,90.91,5,7.07,7.07
121,Atlético Madrid,,Kieran Trippier,1,0,286,79.67,10,7.07,7.07
122,Stade Rennais,,Martin Terrier,1,0,42,71.19,7,7.07,7.07
123,Atlético Madrid,,Marcos Llorente,1,1,223,81.09,8,7.06,7.06
124,AFC Ajax,,Dušan Tadić,1,3,174,76.65,15,7.05,7.05
125,Barcelona,,Frenkie de Jong,1,1,480,94.86,4,7.04,7.04
126,Atlético Madrid,,Héctor Herrera,1,1,181,84.19,6,7.04,7.04
127,FC Porto,,Zaidu Sanusi,1,0,188,75.2,3,7.03,7.03
128,Borussia Dortmund,,Jude Bellingham,1,1,294,84.24,5,7.02,7.02
129,Lokomotiv Moscow,,Zé Luís,1,1,58,62.37,1,7.02,7.02
130,Sevilla,,Luuk de Jong,1,0,84,71.79,3,7.02,7.02
131,Real Madrid,,Federico Valverde,1,0,247,85.76,8,7.01,7.01
132,RB Leipzig,,Yussuf Poulsen,1,1,109,66.87,4,7.01,7.01
133,Manchester United,,Mason Greenwood,1,1,63,85.14,1,7.00,7.00
134,Stade Rennais,,Benjamin Bourigeaud,1,1,188,87.04,12,7.00,7.00
135,Inter,,Christian Eriksen,1,0,53,86.89,2,7.00,7.00
136,Club Brugge KV,,Krépin Diatta,1,0,145,75.92,3,7.00,7.00
137,FC Bayern München,,Alphonso Davies,1,0,237,89.1,1,7.00,7.00
138,Paris Saint-Germain,,Leandro Paredes,1,1,415,92.22,2,6.99,6.99
139,Borussia Dortmund,,Thomas Meunier,1,1,203,84.94,4,6.98,6.98
140,Stade Rennais,,Eduardo Camavinga,1,0,152,91.02,7,6.98,6.98
141,Liverpool,,Sadio Mané,1,1,162,74.65,4,6.97,6.97
142,FC Bayern München,,David Alaba,1,1,613,89.36,7,6.97,6.97
143,Zenit St. Petersburg,,Wendel,1,0,78,93.98,2,6.97,6.97
144,Barcelona,,Sergio Busquets,1,0,336,93.85,5,6.97,6.97
145,Lokomotiv Moscow,,Anton Miranchuk,1,0,113,70.19,10,6.95,6.95
146,Real Madrid,,Marcelo,1,1,84,85.71,3,6.95,6.95
147,Liverpool,,Diogo Jota,1,1,147,75.38,5,6.94,6.94
148,Zenit St. Petersburg,,Sebastián Driussi,1,0,101,80.16,4,6.94,6.94
149,Liverpool,,James Milner,1,0,184,79.31,2,6.93,6.93
150,Barcelona,,Óscar Mingueza,1,1,208,92.86,1,6.92,6.92
151,Sevilla,,Jesús Navas,1,0,255,82.79,10,6.92,6.92
152,Ferencváros TC,,Tokmac Nguen,1,0,70,80.46,10,6.90,6.90
153,Paris Saint-Germain,,Ander Herrera,1,0,272,83.95,4,6.90,6.90
154,Juventus,,Aaron Ramsey,1,0,177,83.89,6,6.89,6.89
155,FC Porto,,Moussa Marega,1,1,70,66.04,2,6.87,6.87
156,Atalanta,,Josip Iličić,1,1,129,71.27,3,6.87,6.87
157,FC Midtjylland,,Dion Cools,1,0,55,69.62,3,6.87,6.87
158,Zenit St. Petersburg,,Artem Dzyuba,1,1,85,59.86,6,6.86,6.86
159,Sevilla,,Óliver Torres,1,1,182,88.78,7,6.84,6.84
160,Paris Saint-Germain,,Moise Kean,1,1,59,78.67,4,6.84,6.84
161,Shakhtar Donetsk,,Taras Stepanenko,1,0,158,88.27,1,6.83,6.83
162,Dynamo Kyiv,,Vitaliy Buyalskyi,1,0,77,85.56,6,6.83,6.83
163,Lokomotiv Moscow,,Dmitri Zhivoglyadov,1,1,110,73.83,5,6.82,6.82
164,Manchester United,,Paul Pogba,1,2,88,82.24,5,6.80,6.80
165,Inter,,Alessandro Bastoni,1,1,284,85.29,3,6.80,6.80
166,Shakhtar Donetsk,,Maycon,1,1,193,92.34,4,6.80,6.80
167,Atlético Madrid,,Thomas Lemar,1,1,78,83.87,5,6.80,6.80
168,Dynamo Kyiv,,Oleksandr Andriyevskyi,1,0,64,82.05,1,6.80,6.80
169,FC Midtjylland,,Mikael Anderson,1,0,37,69.81,2,6.80,6.80
170,Shakhtar Donetsk,,Dentinho,1,0,33,89.19,1,6.78,6.78
171,Barcelona,,Riqui Puig,1,0,108,90.76,5,6.78,6.78
172,Real Madrid,,Rodrygo,1,1,108,83.72,3,6.77,6.77
173,Red Bull Salzburg,,André Ramalho,1,1,322,84.51,2,6.77,6.77
174,Paris Saint-Germain,,Abdou Diallo,1,1,220,84.62,2,6.76,6.76
175,Lazio,,Andreas Pereira,1,1,49,79.03,4,6.76,6.76
176,Lazio,,Lucas Leiva,1,1,212,90.6,4,6.76,6.76
177,Paris Saint-Germain,,Rafinha Alcântara,1,1,91,87.5,3,6.76,6.76
178,Manchester City,,Gabriel Jesus,1,0,79,81.44,3,6.74,6.74
179,Olympiacos FC,,Andreas Bouchalakis,1,0,205,83,1,6.73,6.73
180,RB Leipzig,,Dani Olmo,1,0,204,76.12,9,6.73,6.73
181,FC Bayern München,,Javi Martínez,1,2,107,90.68,2,6.73,6.73
182,Dynamo Kyiv,,Gerson Rodrigues,1,0,51,83.61,1,6.73,6.73
183,Red Bull Salzburg,,Rasmus Kristensen,1,1,157,69.47,4,6.70,6.70
184,FK Krasnodar,,Kristoffer Olsson,1,1,159,82.81,7,6.70,6.70
185,Zenit St. Petersburg,,Yury Zhirkov,1,0,67,82.72,4,6.70,6.70
186,Başakşehir FK,,Boli Bolingoli,1,0,133,81.1,4,6.70,6.70
187,Liverpool,,Roberto Firmino,1,0,119,76.28,6,6.70,6.70
188,Paris Saint-Germain,,Julian Draxler,1,1,86,82.69,3,6.68,6.68
189,Borussia M'gladbach,,Valentino Lazaro,1,1,85,83.33,2,6.68,6.68
190,Inter,,Ashley Young,1,0,129,76.79,2,6.68,6.68
191,Liverpool,,Divock Origi,1,1,36,78.26,2,6.68,6.68
192,Inter,,Achraf Hakimi,1,1,112,82.35,4,6.66,6.66
193,Red Bull Salzburg,,Enock Mwepu,1,0,201,74.17,9,6.65,6.65
194,Dynamo Kyiv,,Benjamin Verbič,1,0,48,76.19,1,6.64,6.64
195,AFC Ajax,,Jürgen Ekkelenkamp,1,0,22,73.33,1,6.63,6.63
196,Olympique de Marseille,,Florian Thauvin,1,0,128,77.11,8,6.63,6.63
197,Olympique de Marseille,,Jordan Amavi,1,0,177,81.94,4,6.62,6.62
198,Club Brugge KV,,Noa Lang,1,0,113,82.48,4,6.60,6.60
199,FK Krasnodar,,Aleksandr Martynovich,1,1,129,75,1,6.60,6.60
200,FK Krasnodar,,Sergey Petrov,1,0,16,76.19,1,6.60,6.60
201,Liverpool,,Takumi Minamino,1,0,54,83.08,2,6.60,6.60
202,RB Leipzig,,Hee-Chan Hwang,1,0,12,63.16,2,6.57,6.57
203,RB Leipzig,,Tyler Adams,1,0,103,78.63,3,6.57,6.57
204,Ferencváros TC,,Gergő Lovrencsics,1,0,146,76.44,5,6.57,6.57
205,AFC Ajax,,Quincy Promes,1,1,89,80.18,1,6.56,6.56
206,Shakhtar Donetsk,,Marlos Romero,1,0,202,93.52,5,6.53,6.53
207,Olympique de Marseille,,Michaël Cuisance,1,0,121,80.13,3,6.52,6.52
208,Juventus,,Gianluca Frabotta,1,0,5,83.33,1,6.50,6.50
209,FC Midtjylland,,Pione Sisto,1,0,105,80.77,1,6.48,6.48
210,Başakşehir FK,,Enzo Crivelli,1,0,49,81.67,4,6.43,6.43
211,Shakhtar Donetsk,,Viktor Korniienko,1,1,125,74.85,2,6.40,6.40
212,Zenit St. Petersburg,,Danila Prokhin,1,0,81,77.14,1,6.40,6.40
213,Başakşehir FK,,Nacer Chadli,1,0,36,76.6,1,6.30,6.30
214,Shakhtar Donetsk,,Serhiy Kryvtsov,1,0,63,82.89,1,6.20,6.20
215,Stade Rennais,,Dalbert,1,0,82,84.54,2,6.08,6.08
216,Dynamo Kyiv,,Ruslan Neshcheret,0,0,30,90.91,0,9.70,9.70
217,Juventus,,Gianluigi Buffon,0,0,18,85.71,0,8.50,8.50
218,Liverpool,,Adrián,0,0,18,62.07,0,7.80,7.80
219,Liverpool,,Caoimhin Kelleher,0,0,53,67.09,0,7.65,7.65
220,Lazio,,Thomas Strakosha,0,0,8,53.33,0,7.60,7.60
221,FC Midtjylland,,Daniel Høegh,0,0,15,65.22,0,7.50,7.50
222,FC Bayern München,,Manuel Neuer,0,0,224,86.49,1,7.44,7.44
223,Barcelona,,Philippe Coutinho,0,0,95,81.9,3,7.40,7.40
224,Inter,,Romelu Lukaku,0,0,75,70.09,8,7.38,7.38
225,Paris Saint-Germain,,Keylor Navas,0,0,272,72.92,0,7.37,7.37
226,Sevilla,,Suso,0,0,93,78.15,3,7.35,7.35
227,FC Porto,,Diogo Leite,0,0,70,92.11,0,7.35,7.35
228,FK Krasnodar,,Matvey Safonov,0,0,52,51.49,0,7.35,7.35
229,Chelsea,,Edouard Mendy,0,0,243,76.18,0,7.35,7.35
230,Paris Saint-Germain,,Marquinhos,0,0,507,88.95,2,7.33,7.33
231,Sevilla,,Youssef En-Nesyri,0,0,40,72.73,5,7.33,7.33
232,Juventus,,Matthijs de Ligt,0,0,321,91.19,1,7.32,7.32
233,Manchester City,,Benjamin Mendy,0,0,65,94.2,2,7.30,7.30
234,Liverpool,,Alisson,0,0,182,79.48,0,7.29,7.29
235,FC Bayern München,,Robert Lewandowski,0,0,102,79.69,6,7.28,7.28
236,Borussia M'gladbach,,Oscar Wendt,0,0,76,83.52,2,7.27,7.27
237,Liverpool,,Joe Gomez,0,1,187,84.62,1,7.27,7.27
238,FC Porto,,Agustín Marchesín,0,0,184,52.57,0,7.26,7.26
239,Manchester City,,Ferran Torres,0,0,55,80.88,5,7.25,7.25
240,Borussia M'gladbach,,Nico Elvedi,0,0,370,93.91,0,7.24,7.24
241,Borussia Dortmund,,Roman Bürki,0,0,89,75.42,0,7.23,7.23
242,Chelsea,,Emerson Palmieri,0,0,96,87.27,7,7.22,7.22
243,Inter,,Marcelo Brozović,0,1,293,87.2,9,7.22,7.22
244,FC Porto,,Chancel Mbemba,0,0,326,85.12,1,7.21,7.21
245,Atlético Madrid,,José María Giménez,0,0,200,90.5,0,7.20,7.20
246,AFC Ajax,,Noussair Mazraoui,0,0,221,78.93,3,7.20,7.20
247,Manchester City,,Zack Steffen,0,0,18,90,0,7.20,7.20
248,Liverpool,,Fabinho,0,0,354,87.84,1,7.20,7.20
249,Borussia Dortmund,,Mats Hummels,0,0,518,87.5,4,7.20,7.20
250,Chelsea,,César Azpilicueta,0,0,554,82.69,6,7.20,7.20
251,Juventus,,Danilo,0,0,398,88.64,1,7.19,7.19
252,Chelsea,,Olivier Giroud,0,0,54,76.06,1,7.18,7.18
253,FC Bayern München,,Niklas Süle,0,0,419,92.09,1,7.17,7.17
254,Chelsea,,Kurt Zouma,0,0,329,87.27,0,7.16,7.16
255,FC Bayern München,,Eric Maxim Choupo-Moting,0,0,50,74.63,5,7.15,7.15
256,Real Madrid,,Casemiro,0,1,541,84.8,8,7.15,7.15
257,Real Madrid,,Martin Ødegaard,0,0,70,89.74,6,7.15,7.15
258,Stade Rennais,,Gerzino Nyamsi,0,0,118,88.72,0,7.15,7.15
259,Shakhtar Donetsk,,Vitão,0,0,54,77.14,0,7.15,7.15
260,Shakhtar Donetsk,,Anatoliy Trubin,0,0,103,55.38,0,7.14,7.14
261,Lokomotiv Moscow,,Vedran Ćorluka,0,0,141,76.63,0,7.14,7.14
262,Red Bull Salzburg,,Zlatko Junuzović,0,1,184,71.88,4,7.13,7.13
263,FK Krasnodar,,Rémy Cabella,0,0,110,85.27,3,7.13,7.13
264,Manchester United,,Daniel James,0,0,8,80,1,7.10,7.10
265,FC Bayern München,,Corentin Tolisso,0,0,146,85.88,4,7.10,7.10
266,Dynamo Kyiv,,Artem Shabanov,0,0,38,90.48,0,7.10,7.10
267,Real Madrid,,Daniel Carvajal,0,0,117,87.97,2,7.10,7.10
268,Barcelona,,Sergi Roberto,0,0,155,93.94,2,7.10,7.10
269,Liverpool,,Nathaniel Phillips,0,0,151,82.97,0,7.10,7.10
270,Club Brugge KV,,Federico Ricca,0,0,112,81.75,1,7.10,7.10
271,Manchester City,,Kyle Walker,0,0,682,88.46,3,7.10,7.10
272,FC Bayern München,,Lucas Hernández,0,0,492,86.16,4,7.09,7.09
273,Manchester City,,John Stones,0,0,635,94.21,2,7.08,7.08
274,Juventus,,Rodrigo Bentancur,0,0,315,88.73,8,7.06,7.06
275,Lokomotiv Moscow,,Vitaliy Lisakovich,0,0,9,52.94,0,7.05,7.05
276,Atalanta,,Joakim Mæhle,0,0,44,77.19,1,7.05,7.05
277,Club Brugge KV,,Brandon Mechele,0,0,45,78.95,0,7.05,7.05
278,FK Krasnodar,,Evgeniy Gorodov,0,0,37,57.81,0,7.05,7.05
279,Manchester City,,Rodri,0,0,767,91.64,4,7.05,7.05
280,Barcelona,,Carles Aleñá,0,0,154,96.86,4,7.03,7.03
281,Atalanta,,Pierluigi Gollini,0,0,50,64.94,0,7.03,7.03
282,Lokomotiv Moscow,,Guilherme Marinato,0,0,156,71.56,0,7.03,7.03
283,Manchester City,,Aymeric Laporte,0,0,289,94.14,0,7.03,7.03
284,FC Midtjylland,,Evander,0,0,56,75.68,5,7.03,7.03
285,Manchester City,,Oleksandr Zinchenko,0,1,530,89.68,2,7.02,7.02
286,Lokomotiv Moscow,,Murilo,0,0,162,82.23,1,7.02,7.02
287,Club Brugge KV,,Charles De Ketelaere,0,0,130,74.29,2,7.00,7.00
288,FC Porto,,Diogo Costa,0,0,16,40,0,7.00,7.00
289,AFC Ajax,,Brian Brobbey,0,0,12,92.31,1,7.00,7.00
290,FC Midtjylland,,Manjrekar James,0,0,9,42.86,0,7.00,7.00
291,Manchester City,,Nathan Aké,0,0,123,92.48,0,7.00,7.00
292,Liverpool,,Ozan Kabak,0,0,168,84,0,7.00,7.00
293,Sevilla,,Bono,0,0,104,82.54,0,7.00,7.00
294,Sevilla,,Joan Jordán,0,1,330,93.22,12,6.99,6.99
295,Başakşehir FK,,İrfan Can Kahveci,0,1,172,74.46,7,6.98,6.98
296,FC Midtjylland,,Jesper Hansen,0,0,105,56.15,1,6.98,6.98
297,Lokomotiv Moscow,,Slobodan Rajković,0,0,76,73.79,0,6.98,6.98
298,Chelsea,,Thiago Silva,0,0,322,91.48,0,6.98,6.98
299,Real Madrid,,Nacho Fernández,0,0,387,87.76,0,6.98,6.98
300,Atalanta,,Robin Gosens,0,0,212,78.81,3,6.97,6.97
301,RB Leipzig,,Amadou Haidara,0,0,167,81.07,3,6.97,6.97
302,Inter,,Milan Škriniar,0,0,202,91.82,0,6.97,6.97
303,Inter,,Stefan de Vrij,0,0,394,95.4,0,6.97,6.97
304,Sevilla,,Munir El Haddadi,0,0,95,86.36,4,6.95,6.95
305,Chelsea,,Marcos Alonso,0,0,69,84.15,1,6.95,6.95
306,Chelsea,,Billy Gilmour,0,0,79,89.77,3,6.95,6.95
307,Juventus,,Leonardo Bonucci,0,0,386,90.61,0,6.95,6.95
308,Olympique de Marseille,,Valentin Rongier,0,0,247,88.21,2,6.95,6.95
309,Atalanta,,Berat Djimsiti,0,0,308,77.97,4,6.95,6.95
310,Borussia Dortmund,,Manuel Akanji,0,0,519,92.02,3,6.94,6.94
311,RB Leipzig,,Dayot Upamecano,0,0,453,84.2,1,6.94,6.94
312,FK Krasnodar,,Yuriy Gazinskiy,0,0,162,82.23,5,6.94,6.94
313,Barcelona,,Gerard Piqué,0,0,197,98.01,1,6.93,6.93
314,Real Madrid,,Raphaël Varane,0,0,597,90.32,1,6.93,6.93
315,Sevilla,,Jules Koundé,0,0,351,87.31,2,6.93,6.93
316,Chelsea,,Andreas Christensen,0,0,356,88.56,0,6.93,6.93
317,Atalanta,,Matteo Pessina,0,0,239,84.75,3,6.93,6.93
318,Atalanta,,Duván Zapata,0,1,114,65.52,5,6.93,6.93
319,Ferencváros TC,,Myrto Uzuni,0,0,55,82.09,2,6.93,6.93
320,Atlético Madrid,,Yannick Carrasco,0,1,122,80.26,6,6.92,6.92
321,AFC Ajax,,Daley Blind,0,0,276,83.38,2,6.92,6.92
322,FK Krasnodar,,Igor Smolnikov,0,0,124,80.52,4,6.92,6.92
323,Real Madrid,,Marco Asensio,0,0,253,86.64,3,6.92,6.92
324,Atlético Madrid,,Mario Hermoso,0,0,186,79.83,0,6.92,6.92
325,Zenit St. Petersburg,,Yaroslav Rakitskyi,0,1,231,81.91,3,6.92,6.92
326,Liverpool,,Jordan Henderson,0,0,255,87.03,6,6.92,6.92
327,Manchester City,,Ederson,0,0,233,83.51,0,6.91,6.91
328,Paris Saint-Germain,,Danilo Pereira,0,0,383,90.33,1,6.91,6.91
329,Borussia M'gladbach,,Ramy Bensebaini,0,0,148,73.27,2,6.90,6.90
330,Lazio,,Marco Parolo,0,0,83,79.81,1,6.90,6.90
331,FK Krasnodar,,Marcus Berg,0,0,87,66.41,4,6.90,6.90
332,Inter,,Lautaro Martínez,0,1,45,63.38,5,6.90,6.90
333,FC Porto,,Mateus Uribe,0,1,205,83.33,4,6.90,6.90
334,AFC Ajax,,Ryan Gravenberch,0,0,250,82.78,1,6.90,6.90
335,Dynamo Kyiv,,Carlos De Pena,0,0,74,64.91,3,6.90,6.90
336,Borussia Dortmund,,Raphaël Guerreiro,0,0,502,89.64,7,6.90,6.90
337,Manchester City,,Felix Nmecha,0,1,3,100,1,6.90,6.90
338,Olympiacos FC,,Marios Vrousai,0,1,53,75.71,1,6.90,6.90
339,Olympiacos FC,,Mohamed Dräger,0,0,13,65,0,6.90,6.90
340,Stade Rennais,,Jonas Martin,0,0,34,89.47,0,6.90,6.90
341,Manchester City,,Eric García,0,0,225,94.14,0,6.90,6.90
342,Barcelona,,Neto,0,0,65,83.33,0,6.90,6.90
343,Manchester United,,Scott McTominay,0,0,146,83.91,4,6.90,6.90
344,Olympiacos FC,,José Sá,0,0,113,66.08,0,6.90,6.90
345,Barcelona,,Junior Firpo,0,0,195,92.86,1,6.90,6.90
346,Olympiacos FC,,Yann M'Vila,0,0,324,88.28,2,6.90,6.90
347,Juventus,,Wojciech Szczęsny,0,0,134,91.16,0,6.90,6.90
348,Lazio,,Sergej Milinković-Savić,0,0,291,80.39,6,6.90,6.90
