#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
24,AFC Ajax,,Steven Berghuis,3,0,0,16,18.75,7.40,7.40
25,Club Brugge KV,,Hans Vanaken,3,0,16,13,23.08,7.23,7.23
26,Borussia Dortmund,,Marco Reus,3,2,8,16,18.75,7.22,7.22
27,Borussia Dortmund,,Donyell Malen,3,1,15,11,27.27,7.18,7.18
28,Inter,,Edin Džeko,3,6,5,24,12.5,7.13,7.13
29,Manchester City,,Phil Foden,3,2,6,21,14.29,7.11,7.11
30,FC Bayern München,,Serge Gnabry,3,4,11,18,16.67,7.10,7.10
31,Atalanta,,Duván Zapata,3,4,8,22,13.64,7.08,7.08
32,Borussia Dortmund,,Erling Haaland,3,4,2,12,25,7.00,7.00
33,Manchester City,,Bernardo Silva,3,2,15,7,42.86,6.95,6.95
34,Lille,,Burak Yılmaz,3,1,7,25,12,6.93,6.93
35,Red Bull Salzburg,,Karim Adeyemi,3,3,9,16,18.75,6.93,6.93
36,Sporting,,Paulinho,3,7,4,16,18.75,6.88,6.88
37,Lille,,Jonathan David,3,2,10,12,25,6.88,6.88
38,Red Bull Salzburg,,Noah Okafor,3,2,2,7,42.86,6.87,6.87
39,RB Leipzig,,André Silva,3,5,5,21,14.29,6.85,6.85
40,Manchester City,,Raheem Sterling,3,7,17,16,18.75,6.81,6.81
41,Chelsea,,Kai Havertz,3,6,9,26,11.54,6.80,6.80
42,Benfica,,Roman Yaremchuk,3,3,8,15,20,6.80,6.80
43,FC Bayern München,,Kingsley Coman,2,1,37,21,9.52,7.74,7.74
44,Juventus,,Federico Chiesa,2,0,10,13,15.38,7.53,7.53
45,Manchester City,,João Cancelo,2,1,19,11,18.18,7.49,7.49
46,AFC Ajax,,Antony,2,1,10,26,7.69,7.43,7.43
47,Sheriff Tiraspol,,Sebastien Thill,2,0,1,13,15.38,7.40,7.40
48,Chelsea,,Jorginho,2,1,3,4,50,7.38,7.38
49,Sporting,,Sebastián Coates,2,0,2,7,28.57,7.37,7.37
50,Real Madrid,,Toni Kroos,2,0,5,12,16.67,7.37,7.37
51,Manchester City,,Kevin De Bruyne,2,0,11,24,8.33,7.27,7.27
52,Zenit St. Petersburg,,Claudinho,2,0,9,13,15.38,7.27,7.27
53,AFC Ajax,,Dušan Tadić,2,2,9,11,18.18,7.24,7.24
54,Liverpool,,Ibrahima Konaté,2,0,2,7,28.57,7.18,7.18
55,RB Leipzig,,Emil Forsberg,2,0,2,11,18.18,7.13,7.13
56,Villarreal,,Gerard Moreno,2,2,4,21,9.52,7.09,7.09
57,Sevilla,,Ivan Rakitić,2,0,1,8,25,7.08,7.08
58,Juventus,,Álvaro Morata,2,4,2,18,11.11,7.04,7.04
59,Zenit St. Petersburg,,Sardar Azmoun,2,1,1,8,25,6.98,6.98
60,Villarreal,,Étienne Capoue,2,3,7,10,20,6.94,6.94
61,RB Leipzig,,Dominik Szoboszlai,2,1,5,5,40,6.93,6.93
62,Sheriff Tiraspol,,Adama Malouda Traoré,2,0,12,11,18.18,6.92,6.92
63,Sporting,,Pablo Sarabia,2,1,2,6,33.33,6.90,6.90
64,VfL Wolfsburg,,Renato Steffen,2,0,3,5,40,6.90,6.90
65,Young Boys,,Jordan Siebatcheu,2,1,2,10,20,6.88,6.88
66,VfL Wolfsburg,,Lukas Nmecha,2,1,6,9,22.22,6.88,6.88
67,Chelsea,,Christian Pulišić,2,1,7,6,33.33,6.87,6.87
68,Shakhtar Donetsk,,Fernando,2,1,7,12,16.67,6.86,6.86
69,Chelsea,,Romelu Lukaku,2,2,1,12,16.67,6.82,6.82
70,Paris Saint-Germain,,Georginio Wijnaldum,2,1,1,4,50,6.80,6.80
71,Club Brugge KV,,Mats Rits,2,0,0,8,25,6.80,6.80
72,Villarreal,,Samuel Chukwueze,2,0,3,3,66.67,6.59,6.59
73,Borussia Dortmund,,Jude Bellingham,1,2,19,14,7.14,7.40,7.40
74,Inter,,Marcelo Brozović,1,0,4,11,9.09,7.35,7.35
75,Chelsea,,Reece James,1,0,7,13,7.69,7.35,7.35
76,Villarreal,,Dani Parejo,1,0,2,6,16.67,7.28,7.28
77,Milan,,Junior Messias,1,0,3,1,100,7.25,7.25
78,Inter,,Milan Škriniar,1,2,3,10,10,7.25,7.25
79,Manchester City,,Jack Grealish,1,1,9,10,10,7.21,7.21
80,Manchester United,,Alex Telles,1,0,4,1,100,7.20,7.20
81,Atalanta,,Ruslan Malinovskyi,1,0,5,11,9.09,7.20,7.20
82,Inter,,Arturo Vidal,1,0,5,3,33.33,7.19,7.19
83,Atalanta,,Josip Iličić,1,0,7,3,33.33,7.18,7.18
84,Zenit St. Petersburg,,Yaroslav Rakitskyi,1,0,4,7,14.29,7.15,7.15
85,Atalanta,,José Luis Palomino,1,1,0,3,33.33,7.14,7.14
86,Chelsea,,Mason Mount,1,1,5,11,9.09,7.13,7.13
87,Manchester United,,Mason Greenwood,1,0,3,3,33.33,7.13,7.13
88,AFC Ajax,,Daley Blind,1,0,6,4,25,7.13,7.13
89,Young Boys,,Nicolas Moumie Ngamaleu,1,0,32,10,10,7.12,7.12
90,Zenit St. Petersburg,,Magomed Ozdoev,1,0,0,1,100,7.10,7.10
91,Barcelona,,Gerard Piqué,1,0,0,2,50,7.10,7.10
92,Atlético Madrid,,Rodrigo de Paul,1,0,4,13,7.69,7.09,7.09
93,Zenit St. Petersburg,,Wendel,1,0,3,7,14.29,7.08,7.08
94,Chelsea,,Antonio Rüdiger,1,0,3,10,10,7.08,7.08
95,Liverpool,,Jordan Henderson,1,0,0,11,9.09,7.08,7.08
96,Atalanta,,Remo Freuler,1,0,4,2,50,7.07,7.07
97,Liverpool,,Fabinho,1,0,5,5,20,7.05,7.05
98,Chelsea,,Andreas Christensen,1,0,5,3,33.33,7.05,7.05
99,Inter,,Robin Gosens,1,1,2,3,33.33,7.05,7.05
100,Liverpool,,Thiago Alcântara,1,0,10,9,11.11,7.05,7.05
101,FC Porto,,Sérgio Oliveira,1,0,1,2,50,7.03,7.03
102,Juventus,,Alex Sandro,1,1,3,6,16.67,7.01,7.01
103,Lille,,Jonathan Ikoné,1,1,11,11,9.09,7.00,7.00
104,Lille,,Angel Gomes,1,0,1,3,33.33,7.00,7.00
105,Benfica,,Morato,1,0,1,1,100,7.00,7.00
106,Manchester United,,Harry Maguire,1,0,1,4,25,7.00,7.00
107,Inter,,Stefan de Vrij,1,1,0,4,25,7.00,7.00
108,Villarreal,,Pau Torres,1,0,5,4,25,7.00,7.00
109,Inter,,Lautaro Martínez,1,2,3,28,3.57,6.98,6.98
110,Chelsea,,Hakim Ziyech,1,1,7,14,7.14,6.97,6.97
111,Chelsea,,Callum Hudson-Odoi,1,1,7,6,16.67,6.96,6.96
112,Manchester City,,Kyle Walker,1,0,1,2,50,6.94,6.94
113,Manchester City,,Nathan Aké,1,0,0,4,25,6.93,6.93
114,Real Madrid,,David Alaba,1,0,1,5,20,6.92,6.92
115,Liverpool,,Divock Origi,1,1,3,13,7.69,6.90,6.90
116,Juventus,,Dušan Vlahović,1,1,1,5,20,6.90,6.90
117,Villarreal,,Paco Alcácer,1,0,0,4,25,6.90,6.90
118,Sheriff Tiraspol,,Momo Yansane,1,0,0,3,33.33,6.90,6.90
119,Zenit St. Petersburg,,Daler Kuzyaev,1,0,3,3,33.33,6.90,6.90
120,Young Boys,,Meschack Elia,1,1,5,10,10,6.88,6.88
121,Chelsea,,César Azpilicueta,1,0,3,3,33.33,6.88,6.88
122,Sporting,,Bruno Tabata,1,0,1,4,25,6.88,6.88
123,FC Bayern München,,Jamal Musiala,1,0,15,9,11.11,6.87,6.87
124,FC Bayern München,,Eric Maxim Choupo-Moting,1,0,4,3,33.33,6.87,6.87
125,Paris Saint-Germain,,Ander Herrera,1,0,2,3,33.33,6.87,6.87
126,Young Boys,,Vincent Sierro,1,0,0,5,20,6.86,6.86
127,Red Bull Salzburg,,Maximilian Wöber,1,0,2,8,12.5,6.86,6.86
128,Atalanta,,Merih Demiral,1,0,1,2,50,6.85,6.85
129,Sevilla,,Rafa Mir,1,0,2,10,10,6.85,6.85
130,Paris Saint-Germain,,Idrissa Gueye,1,0,6,3,33.33,6.84,6.84
131,Sevilla,,Lucas Ocampos,1,1,12,12,8.33,6.83,6.83
132,Dynamo Kyiv,,Denys Garmash,1,0,3,7,14.29,6.83,6.83
133,Milan,,Fikayo Tomori,1,0,0,3,33.33,6.82,6.82
134,Real Madrid,,Marco Asensio,1,1,1,6,16.67,6.82,6.82
135,Benfica,,Gilberto,1,0,14,3,33.33,6.81,6.81
136,Chelsea,,Trevoh Chalobah,1,0,1,3,33.33,6.80,6.80
137,Manchester United,,Anthony Elanga,1,2,1,4,25,6.80,6.80
138,Atalanta,,Luis Muriel,1,1,4,8,12.5,6.80,6.80
139,Villarreal,,Manu Trigueros,1,0,0,6,16.67,6.80,6.80
140,Liverpool,,Naby Keïta,1,1,8,14,7.14,6.78,6.78
141,Atlético Madrid,,João Félix,1,0,5,10,10,6.78,6.78
142,Atalanta,,Matteo Pessina,1,1,7,2,50,6.78,6.78
143,Sheriff Tiraspol,,Boban Nikolov,1,0,0,3,33.33,6.78,6.78
144,Villarreal,,Yéremy Pino,1,0,11,4,25,6.77,6.77
145,AFC Ajax,,Davy Klaassen,1,0,0,1,100,6.76,6.76
146,RB Leipzig,,Nordi Mukiele,1,0,2,5,20,6.75,6.75
147,Manchester City,,Cole Palmer,1,0,0,2,50,6.75,6.75
148,AFC Ajax,,David Neres,1,0,4,6,16.67,6.74,6.74
149,Sheriff Tiraspol,,Jasurbek Yakhshiboev,1,0,1,4,25,6.73,6.73
150,Milan,,Brahim Díaz,1,0,12,5,20,6.72,6.72
151,Atalanta,,Mario Pašalić,1,0,1,3,33.33,6.72,6.72
152,Atlético Madrid,,Renan Lodi,1,0,6,4,25,6.71,6.71
153,Milan,,Rafael Leão,1,0,10,1,100,6.70,6.70
154,Inter,,Alexis Sánchez,1,0,4,2,50,6.70,6.70
155,FC Porto,,Mehdi Taremi,1,2,2,17,5.88,6.70,6.70
156,Zenit St. Petersburg,,Aleksey Sutormin,1,0,0,2,50,6.70,6.70
157,VfL Wolfsburg,,Ridle Baku,1,0,4,2,50,6.70,6.70
158,Villarreal,,Francis Coquelin,1,1,11,3,33.33,6.70,6.70
159,Beşiktaş,,Francisco Montero,1,0,0,1,100,6.68,6.68
160,Sporting,,Pedro Porro,1,0,6,8,12.5,6.67,6.67
161,Young Boys,,Silvan Hefti,1,0,1,2,50,6.67,6.67
162,Barcelona,,Ansu Fati,1,0,2,4,25,6.67,6.67
163,Sevilla,,Joan Jordán,1,0,5,3,33.33,6.67,6.67
164,Juventus,,Dejan Kulusevski,1,0,0,1,100,6.65,6.65
165,Red Bull Salzburg,,Luka Sučić,1,1,6,12,8.33,6.65,6.65
166,Benfica,,Gonçalo Ramos,1,0,2,10,10,6.64,6.64
167,Manchester United,,Marcus Rashford,1,1,1,10,10,6.64,6.64
168,Benfica,,Rafa Silva,1,1,18,9,11.11,6.62,6.62
169,Red Bull Salzburg,,Junior Adamu,1,1,4,4,25,6.61,6.61
170,Atlético Madrid,,Ángel Correa,1,0,5,10,10,6.61,6.61
171,Atlético Madrid,,Luis Suárez,1,1,1,8,12.5,6.57,6.57
172,Manchester United,,Jadon Sancho,1,1,6,5,20,6.57,6.57
173,Young Boys,,Fabian Rieder,1,1,2,6,16.67,6.55,6.55
174,Milan,,Ante Rebić,1,1,0,2,50,6.55,6.55
175,Sporting,,Nuno Santos,1,0,1,2,50,6.55,6.55
176,Beşiktaş,,Rachid Ghezzal,1,1,5,8,12.5,6.54,6.54
177,Malmö FF,,Søren Rieks,1,0,2,3,33.33,6.53,6.53
178,Red Bull Salzburg,,Maurits Kjaergaard,1,0,0,1,100,6.53,6.53
179,Juventus,,Moise Kean,1,3,0,9,11.11,6.53,6.53
180,Beşiktaş,,Cyle Larin,1,1,7,8,12.5,6.52,6.52
181,Liverpool,,Diogo Jota,1,7,11,16,6.25,6.50,6.50
182,Villarreal,,Alberto Moreno,1,0,2,3,33.33,6.49,6.49
183,Villarreal,,Boulaye Dia,1,3,0,5,20,6.37,6.37
184,Dynamo Kyiv,,Denys Boyko,0,0,0,0,0,7.70,7.70
185,FC Bayern München,,Joshua Kimmich,0,0,3,8,0,7.66,7.66
186,Zenit St. Petersburg,,Douglas Santos,0,0,3,5,0,7.64,7.64
187,RB Leipzig,,Josep Martínez,0,0,0,0,0,7.60,7.60
188,Beşiktaş,,Miralem Pjanić,0,0,3,3,0,7.50,7.50
189,Manchester City,,James McAtee,0,0,4,0,0,7.50,7.50
190,FC Bayern München,,Sven Ulreich,0,0,0,0,0,7.50,7.50
191,Liverpool,,Neco Williams,0,0,5,3,0,7.50,7.50
192,Real Madrid,,Thibaut Courtois,0,0,1,0,0,7.48,7.48
193,Liverpool,,Trent Alexander-Arnold,0,0,5,13,0,7.44,7.44
194,Manchester United,,Bruno Fernandes,0,0,5,10,0,7.44,7.44
195,Liverpool,,Konstantinos Tsimikas,0,0,5,0,0,7.44,7.44
196,Sheriff Tiraspol,,Giorgos Athanasiadis,0,0,0,0,0,7.42,7.42
197,Sporting,,Marcus Edwards,0,0,1,1,0,7.40,7.40
198,FC Bayern München,,Leon Goretzka,0,0,2,16,0,7.40,7.40
199,Manchester United,,Eric Bailly,0,0,1,0,0,7.35,7.35
200,FC Bayern München,,Alphonso Davies,0,0,27,6,0,7.34,7.34
201,AFC Ajax,,Lisandro Martínez,0,0,2,7,0,7.31,7.31
202,Juventus,,Mattia Perin,0,0,0,0,0,7.30,7.30
203,Villarreal,,Mario Gaspar,0,0,0,0,0,7.30,7.30
204,Inter,,Hakan Çalhanoğlu,0,0,3,5,0,7.30,7.30
205,Paris Saint-Germain,,Gianluigi Donnarumma,0,0,0,0,0,7.28,7.28
206,Paris Saint-Germain,,Marco Verratti,0,0,14,0,0,7.28,7.28
207,Juventus,,Leonardo Bonucci,0,0,1,0,0,7.27,7.27
208,Liverpool,,Andrew Robertson,0,0,9,5,0,7.22,7.22
209,Atlético Madrid,,Reinildo Mandava,0,0,5,0,0,7.22,7.22
210,Manchester City,,CJ Egan-Riley,0,0,3,0,0,7.20,7.20
211,Paris Saint-Germain,,Abdou Diallo,0,0,1,0,0,7.20,7.20
212,Sevilla,,Jules Koundé,0,0,5,5,0,7.20,7.20
213,FC Porto,,Pepe,0,0,0,2,0,7.20,7.20
214,Liverpool,,Virgil van Dijk,0,0,4,5,0,7.20,7.20
215,Inter,,Ivan Perišić,0,0,6,15,0,7.19,7.19
216,Inter,,Nicolò Barella,0,0,5,8,0,7.18,7.18
217,Chelsea,,Thiago Silva,0,0,0,7,0,7.18,7.18
218,Liverpool,,Curtis Jones,0,0,7,7,0,7.18,7.18
219,Borussia Dortmund,,Mahmoud Dahoud,0,0,7,6,0,7.18,7.18
220,Shakhtar Donetsk,,Alan Patrick,0,0,10,6,0,7.18,7.18
221,Atalanta,,Rafael Tolói,0,1,0,4,0,7.18,7.18
222,Manchester City,,Rodri,0,0,6,6,0,7.17,7.17
223,Juventus,,Federico Bernardeschi,0,1,6,7,0,7.16,7.16
224,Zenit St. Petersburg,,Malcom,0,1,11,11,0,7.15,7.15
225,Chelsea,,Ruben Loftus-Cheek,0,0,17,5,0,7.14,7.14
226,Paris Saint-Germain,,Keylor Navas,0,0,0,0,0,7.13,7.13
227,Barcelona,,Memphis Depay,0,0,15,6,0,7.13,7.13
228,FC Bayern München,,Lucas Hernández,0,0,7,6,0,7.13,7.13
229,Juventus,,Danilo,0,0,1,1,0,7.12,7.12
230,Benfica,,Odysseas Vlachodimos,0,0,0,0,0,7.12,7.12
231,Lille,,Jonathan Bamba,0,0,17,4,0,7.12,7.12
232,FC Bayern München,,Benjamin Pavard,0,0,2,9,0,7.11,7.11
233,Real Madrid,,Luka Modrić,0,2,14,14,0,7.11,7.11
234,VfL Wolfsburg,,Maximilian Arnold,0,0,2,5,0,7.10,7.10
235,AFC Ajax,,Noussair Mazraoui,0,1,10,9,0,7.10,7.10
236,Shakhtar Donetsk,,Valeriy Bondar,0,0,1,1,0,7.10,7.10
237,VfL Wolfsburg,,Pavao Pervan,0,0,0,0,0,7.10,7.10
238,Milan,,Ciprian Tătărușanu,0,0,0,0,0,7.10,7.10
239,Chelsea,,Ben Chilwell,0,0,0,8,0,7.10,7.10
240,Juventus,,Juan Cuadrado,0,0,10,3,0,7.10,7.10
241,Juventus,,Manuel Locatelli,0,0,3,8,0,7.10,7.10
242,Paris Saint-Germain,,Marquinhos,0,0,0,0,0,7.09,7.09
243,Chelsea,,Mateo Kovačić,0,0,12,4,0,7.08,7.08
244,Borussia Dortmund,,Mats Hummels,0,0,3,3,0,7.08,7.08
245,Juventus,,Mattia De Sciglio,0,0,3,0,0,7.08,7.08
246,FC Bayern München,,Dayot Upamecano,0,0,5,2,0,7.08,7.08
247,Real Madrid,,Éder Militão,0,1,4,9,0,7.08,7.08
248,Real Madrid,,Casemiro,0,1,12,10,0,7.07,7.07
249,FC Bayern München,,Corentin Tolisso,0,1,1,4,0,7.07,7.07
250,Liverpool,,Alex Oxlade-Chamberlain,0,1,16,10,0,7.07,7.07
251,AFC Ajax,,Jurriën Timber,0,0,7,2,0,7.06,7.06
252,Barcelona,,Jordi Alba,0,1,1,3,0,7.06,7.06
253,Real Madrid,,Lucas Vázquez,0,0,6,0,0,7.06,7.06
254,Real Madrid,,Daniel Carvajal,0,0,7,5,0,7.05,7.05
255,RB Leipzig,,Amadou Haidara,0,0,2,1,0,7.05,7.05
256,Benfica,,Nicolás Otamendi,0,0,0,5,0,7.04,7.04
257,Atlético Madrid,,Stefan Savić,0,0,2,1,0,7.04,7.04
258,Chelsea,,Ross Barkley,0,0,2,3,0,7.03,7.03
259,Sevilla,,Diego Carlos,0,0,2,4,0,7.03,7.03
260,Shakhtar Donetsk,,Maycon,0,0,1,5,0,7.03,7.03
261,Sheriff Tiraspol,,Gustavo Dulanto,0,1,1,3,0,7.03,7.03
262,Juventus,,Rodrigo Bentancur,0,0,2,2,0,7.02,7.02
263,Milan,,Alessio Romagnoli,0,0,1,1,0,7.02,7.02
264,Paris Saint-Germain,,Neymar,0,1,14,8,0,7.02,7.02
265,Barcelona,,Sergio Busquets,0,0,1,2,0,7.02,7.02
266,Manchester City,,Fernandinho,0,1,2,4,0,7.00,7.00
267,Beşiktaş,,Serdar Saatçı,0,0,1,1,0,7.00,7.00
268,Sheriff Tiraspol,,Dumitru Celeadnic,0,0,0,0,0,7.00,7.00
269,Manchester United,,Juan Mata,0,1,1,2,0,7.00,7.00
270,Sevilla,,Erik Lamela,0,0,8,3,0,7.00,7.00
271,Juventus,,Daniele Rugani,0,0,1,1,0,7.00,7.00
272,Shakhtar Donetsk,,Mykola Matviyenko,0,0,3,2,0,7.00,7.00
273,Club Brugge KV,,Charles De Ketelaere,0,1,6,9,0,6.98,6.98
274,Sevilla,,Fernando,0,0,9,0,0,6.98,6.98
275,Dynamo Kyiv,,Mykola Shaparenko,0,1,9,7,0,6.98,6.98
276,Chelsea,,Saúl Ñíguez,0,0,2,5,0,6.98,6.98
277,Red Bull Salzburg,,Nicolas Seiwald,0,1,3,4,0,6.98,6.98
278,Club Brugge KV,,Noa Lang,0,1,19,10,0,6.97,6.97
279,Manchester United,,Diogo Dalot,0,0,3,4,0,6.97,6.97
280,Borussia Dortmund,,Thorgan Hazard,0,0,0,3,0,6.97,6.97
281,FC Bayern München,,Niklas Süle,0,0,1,2,0,6.96,6.96
282,Barcelona,,Clément Lenglet,0,0,1,4,0,6.95,6.95
283,Real Madrid,,Federico Valverde,0,0,12,10,0,6.95,6.95
284,Paris Saint-Germain,,Ángel Di María,0,1,2,8,0,6.94,6.94
285,Red Bull Salzburg,,Mohamed Camara,0,0,14,3,0,6.94,6.94
286,AFC Ajax,,Nicolás Tagliafico,0,0,0,1,0,6.93,6.93
287,Chelsea,,N'Golo Kanté,0,0,7,3,0,6.93,6.93
288,FC Bayern München,,Manuel Neuer,0,0,0,0,0,6.93,6.93
289,Borussia Dortmund,,Raphaël Guerreiro,0,0,3,2,0,6.93,6.93
290,Sevilla,,Bono,0,0,1,0,0,6.93,6.93
291,Young Boys,,Sandro Lauper,0,0,1,3,0,6.93,6.93
292,Manchester City,,İlkay Gündoğan,0,1,6,14,0,6.93,6.93
293,Liverpool,,Joël Matip,0,1,3,5,0,6.93,6.93
294,Lille,,Zeki Çelik,0,0,6,4,0,6.93,6.93
295,Barcelona,,Nico González,0,0,9,3,0,6.93,6.93
296,Manchester United,,Raphaël Varane,0,0,1,2,0,6.92,6.92
297,Sevilla,,Marcos Acuña,0,0,5,0,0,6.92,6.92
298,VfL Wolfsburg,,Koen Casteels,0,0,0,0,0,6.92,6.92
299,Young Boys,,Christopher Martins Pereira,0,0,0,5,0,6.92,6.92
300,Red Bull Salzburg,,Jérôme Onguene,0,0,3,0,0,6.92,6.92
301,Dynamo Kyiv,,Serhiy Sydorchuk,0,0,5,3,0,6.92,6.92
302,Benfica,,João Mário,0,1,4,1,0,6.91,6.91
303,Atlético Madrid,,Jan Oblak,0,0,0,0,0,6.91,6.91
304,Benfica,,Jan Vertonghen,0,0,3,6,0,6.91,6.91
305,Young Boys,,Michel Aebischer,0,0,3,7,0,6.90,6.90
306,Shakhtar Donetsk,,Vitão,0,0,0,0,0,6.90,6.90
307,Beşiktaş,,Berkay Vardar,0,0,0,0,0,6.90,6.90
308,Liverpool,,Tyler Morton,0,0,2,0,0,6.90,6.90
309,Liverpool,,Nathaniel Phillips,0,0,1,0,0,6.90,6.90
310,Milan,,Tiemoué Bakayoko,0,0,1,2,0,6.90,6.90
311,Sevilla,,Gonzalo Montiel,0,0,0,1,0,6.90,6.90
312,Manchester United,,Victor Lindelöf,0,0,0,0,0,6.90,6.90
313,Lille,,Sven Botman,0,0,2,3,0,6.90,6.90
314,Benfica,,André Almeida,0,0,1,0,0,6.90,6.90
315,Manchester United,,Fred,0,0,2,5,0,6.90,6.90
316,Sporting,,Luís Neto,0,0,0,0,0,6.90,6.90
317,Juventus,,Adrien Rabiot,0,0,3,7,0,6.90,6.90
318,Villarreal,,Raúl Albiol,0,0,1,2,0,6.89,6.89
319,Atlético Madrid,,Marcos Llorente,0,0,5,2,0,6.89,6.89
320,Manchester City,,Oleksandr Zinchenko,0,0,2,6,0,6.89,6.89
321,Lille,,José Fonte,0,1,0,4,0,6.89,6.89
322,Lille,,Tiago Djaló,0,0,6,1,0,6.89,6.89
323,Barcelona,,Frenkie de Jong,0,1,7,3,0,6.88,6.88
324,Lille,,Ivo Grbić,0,0,0,0,0,6.88,6.88
325,Inter,,Federico Dimarco,0,0,0,7,0,6.88,6.88
326,Benfica,,Julian Weigl,0,0,7,2,0,6.88,6.88
327,Manchester City,,Aymeric Laporte,0,2,1,5,0,6.88,6.88
328,AFC Ajax,,Ryan Gravenberch,0,1,14,8,0,6.88,6.88
329,Young Boys,,Mohamed Camara,0,0,1,2,0,6.88,6.88
330,Shakhtar Donetsk,,Pedrinho,0,1,10,10,0,6.88,6.88
331,Zenit St. Petersburg,,Stanislav Kritsyuk,0,0,1,0,0,6.88,6.88
332,Manchester City,,John Stones,0,3,2,7,0,6.88,6.88
333,Manchester City,,Rúben Dias,0,0,1,4,0,6.87,6.87
334,Real Madrid,,Ferland Mendy,0,0,11,2,0,6.87,6.87
335,Sheriff Tiraspol,,Cristiano,0,1,8,3,0,6.87,6.87
336,Sporting,,Matheus Nunes,0,0,20,1,0,6.87,6.87
337,AFC Ajax,,Perr Schuurs,0,0,0,2,0,6.87,6.87
338,Shakhtar Donetsk,,Anatoliy Trubin,0,0,0,0,0,6.87,6.87
339,Milan,,Simon Kjær,0,1,0,2,0,6.87,6.87
340,Shakhtar Donetsk,,Andriy Pyatov,0,0,0,0,0,6.87,6.87
341,Dynamo Kyiv,,Illia Zabarnyi,0,1,0,2,0,6.87,6.87
342,Chelsea,,Marcos Alonso,0,1,5,12,0,6.86,6.86
343,Benfica,,Alejandro Grimaldo,0,0,13,3,0,6.86,6.86
344,Atlético Madrid,,Geoffrey Kondogbia,0,0,4,6,0,6.86,6.86
345,Red Bull Salzburg,,Bernardo,0,0,0,1,0,6.85,6.85
346,VfL Wolfsburg,,Yannick Gerhardt,0,0,1,1,0,6.85,6.85
347,Barcelona,,Pedri,0,0,2,1,0,6.85,6.85
348,Sevilla,,Suso,0,0,4,8,0,6.85,6.85
349,FC Bayern München,,Omar Richards,0,0,1,0,0,6.85,6.85
350,Borussia Dortmund,,Axel Witsel,0,0,1,1,0,6.85,6.85
351,Real Madrid,,Nacho Fernández,0,1,4,1,0,6.84,6.84
352,Paris Saint-Germain,,Presnel Kimpembe,0,0,1,0,0,6.84,6.84
353,Villarreal,,Gerónimo Rulli,0,0,0,0,0,6.84,6.84
354,FC Porto,,Marko Grujić,0,1,2,7,0,6.84,6.84
355,Manchester United,,Scott McTominay,0,1,4,4,0,6.84,6.84
356,Borussia Dortmund,,Manuel Akanji,0,0,1,1,0,6.84,6.84
357,Real Madrid,,Eden Hazard,0,0,2,3,0,6.83,6.83
358,Milan,,Mike Maignan,0,0,0,0,0,6.83,6.83
359,Atlético Madrid,,Kieran Trippier,0,0,0,0,0,6.83,6.83
360,Borussia Dortmund,,Reinier,0,0,4,2,0,6.83,6.83
361,Benfica,,Lucas Veríssimo,0,0,0,3,0,6.83,6.83
362,RB Leipzig,,Kevin Kampl,0,0,2,1,0,6.83,6.83
363,Young Boys,,Guillaume Faivre,0,0,0,0,0,6.83,6.83
364,FC Porto,,Otávio,0,1,4,6,0,6.83,6.83
365,Zenit St. Petersburg,,Wílmar Barrios,0,0,3,1,0,6.83,6.83
366,Atalanta,,Teun Koopmeiners,0,0,0,4,0,6.83,6.83
