#,Time,Time,Nome,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Notas Sofascore,Nota Sofascore
65,Arsenal,,Declan Rice,14,13,15,0,7.22,7.22
66,Paris Saint-Germain,,Fabián Ruiz,14,7,4,0,7.19,7.19
67,Celtic,,Matt O'Riley,14,7,9,0,7.18,7.18
68,Young Boys,,Filip Ugrinić,14,5,3,0,7.12,7.12
69,Real Sociedad,,Igor Zubeldia,14,8,23,0,7.09,7.09
70,Shakhtar Donetsk,,Taras Stepanenko,14,6,19,0,6.93,6.93
71,Young Boys,,Ulisses Garcia,14,4,4,0,6.92,6.92
72,FC Bayern München,,Alphonso Davies,14,5,8,0,6.91,6.91
73,Feyenoord,,Lutsharel Geertruida,14,5,3,0,6.87,6.87
74,Real Madrid,,Ferland Mendy,14,6,14,0,6.80,6.80
75,FK Crvena zvezda,,Srđan Mijailović,14,6,7,0,6.50,6.50
76,Manchester United,,Bruno Fernandes,13,3,8,0,7.47,7.47
77,Real Sociedad,,Brais Méndez,13,3,8,0,7.41,7.41
78,PSV Eindhoven,,Joey Veerman,13,6,9,0,7.33,7.33
79,FC Bayern München,,Leon Goretzka,13,19,20,0,7.21,7.21
80,FC Bayern München,,Leroy Sané,13,2,0,0,7.11,7.11
81,Newcastle United,,Bruno Guimarães,13,6,8,0,7.08,7.08
82,Real Sociedad,,Aihen Muñoz,13,3,15,0,7.05,7.05
83,Sevilla,,Fernando,13,4,8,0,7.05,7.05
84,PSV Eindhoven,,Malik Tillman,13,8,5,0,7.00,7.00
85,Sporting Braga,,Cristián Borja,13,3,9,0,6.95,6.95
86,PSV Eindhoven,,Jerdy Schouten,13,5,7,0,6.91,6.91
87,Benfica,,Fredrik Aursnes,13,3,11,0,6.90,6.90
88,Borussia Dortmund,,Marius Wolf,13,4,13,0,6.88,6.88
89,Napoli,,Mathías Olivera,13,7,5,0,6.87,6.87
90,PSV Eindhoven,,Sergiño Dest,13,4,7,0,6.83,6.83
91,Royal Antwerp FC,,Owen Wijndal,13,3,9,0,6.32,6.32
92,Atlético Madrid,,Antoine Griezmann,12,6,10,0,7.84,7.84
93,Atlético Madrid,,Samuel Lino,12,2,3,0,7.54,7.54
94,FC Bayern München,,Jamal Musiala,12,12,0,0,7.31,7.31
95,Manchester City,,Manuel Akanji,12,2,10,0,7.18,7.18
96,Benfica,,Nicolás Otamendi,12,11,24,0,7.17,7.17
97,Paris Saint-Germain,,Milan Škriniar,12,5,12,0,7.10,7.10
98,Borussia Dortmund,,Marcel Sabitzer,12,7,21,0,7.06,7.06
99,Real Sociedad,,Ander Barrenetxea,12,1,2,0,7.06,7.06
100,Barcelona,,Ronald Araújo,12,8,18,0,6.95,6.95
101,Borussia Dortmund,,Marco Reus,12,3,8,0,6.93,6.93
102,Red Bull Salzburg,,Strahinja Pavlović,12,5,26,0,6.90,6.90
103,Red Bull Salzburg,,Amar Dedić,12,6,20,0,6.88,6.88
104,Borussia Dortmund,,Niklas Süle,12,2,13,0,6.85,6.85
105,RB Leipzig,,Mohamed Simakan,12,10,22,0,6.80,6.80
106,Paris Saint-Germain,,Bradley Barcola,12,3,2,0,6.79,6.79
107,FC København,,Peter Ankersen,12,10,11,0,6.73,6.73
108,Sevilla,,Nemanja Gudelj,12,4,17,0,6.72,6.72
109,Shakhtar Donetsk,,Giorgi Gocholeishvili,12,1,3,0,6.53,6.53
110,Sevilla,,Ivan Rakitić,11,3,3,0,7.37,7.37
111,Arsenal,,Martin Ødegaard,11,7,0,0,7.33,7.33
112,Shakhtar Donetsk,,Oleksandr Zubkov,11,2,7,0,7.23,7.23
113,Manchester City,,Rúben Dias,11,9,18,0,7.18,7.18
114,Barcelona,,Jules Koundé,11,10,30,0,7.16,7.16
115,Manchester City,,Bernardo Silva,11,2,4,0,7.14,7.14
116,Paris Saint-Germain,,Nuno Mendes,11,9,11,0,7.12,7.12
117,Newcastle United,,Kieran Trippier,11,5,12,0,7.08,7.08
118,Real Madrid,,Antonio Rüdiger,11,4,34,0,7.08,7.08
119,Benfica,,Alexander Bah,11,4,6,0,7.07,7.07
120,Barcelona,,Andreas Christensen,11,7,11,0,7.01,7.01
121,Paris Saint-Germain,,Lucas Beraldo,11,5,11,0,7.00,7.00
122,Shakhtar Donetsk,,Mykola Matviyenko,11,2,29,0,6.98,6.98
123,Galatasaray,,Lucas Torreira,11,8,10,0,6.97,6.97
124,Milan,,Tijjani Reijnders,11,5,3,0,6.93,6.93
125,Napoli,,Frank Anguissa,11,8,9,0,6.87,6.87
126,Napoli,,Stanislav Lobotka,11,10,6,0,6.80,6.80
127,1. FC Union Berlin,,Diogo Leite,11,5,30,0,6.75,6.75
128,FC København,,Elias Jelert,11,4,18,0,6.74,6.74
129,Napoli,,Juan Jesus,11,4,15,0,6.58,6.58
130,Celtic,,Greg Taylor,11,4,10,0,6.50,6.50
131,Napoli,,Natan,10,5,18,0,7.44,7.44
132,Inter,,Hakan Çalhanoğlu,10,6,4,0,7.38,7.38
133,PSV Eindhoven,,Johan Bakayoko,10,4,1,0,7.36,7.36
134,FC Porto,,Pepe,10,8,20,0,7.23,7.23
135,Atlético Madrid,,Marcos Llorente,10,3,6,0,7.18,7.18
136,Inter,,Henrikh Mkhitaryan,10,8,7,0,7.16,7.16
137,Atlético Madrid,,Rodrigo de Paul,10,4,6,0,7.14,7.14
138,Barcelona,,Pedri,10,2,5,0,7.13,7.13
139,Inter,,Davide Frattesi,10,3,8,0,7.10,7.10
140,FC Porto,,Pepê,10,3,1,0,7.06,7.06
141,Feyenoord,,Ramiz Zerrouki,10,5,3,0,7.00,7.00
142,RC Lens,,Florian Sotoca,10,5,8,0,6.97,6.97
143,RC Lens,,Deiver Machado,10,2,7,0,6.96,6.96
144,FC Bayern München,,Min-jae Kim,10,17,23,0,6.90,6.90
145,Sporting Braga,,Victor Gómez,10,3,8,0,6.88,6.88
146,Real Madrid,,Nacho Fernández,10,10,30,0,6.88,6.88
147,Barcelona,,Fermín López,10,2,0,0,6.85,6.85
148,Newcastle United,,Anthony Gordon,10,2,1,0,6.85,6.85
149,Red Bull Salzburg,,Lucas Gourna-Douath,10,12,5,0,6.84,6.84
150,Atlético Madrid,,Rodrigo Riquelme,10,2,3,0,6.83,6.83
151,Borussia Dortmund,,Salih Özcan,10,7,6,0,6.82,6.82
152,Lazio,,Manuel Lazzari,10,5,4,0,6.80,6.80
153,Arsenal,,William Saliba,10,7,26,0,6.78,6.78
154,Inter,,Carlos Augusto,10,0,12,0,6.77,6.77
155,1. FC Union Berlin,,Lucas Tousart,10,4,3,0,6.72,6.72
156,FC Bayern München,,Harry Kane,9,1,7,0,7.62,7.62
157,Barcelona,,Lamine Yamal,9,7,1,0,7.24,7.24
158,Shakhtar Donetsk,,Irakli Azarovi,9,4,7,0,7.18,7.18
159,Sporting Braga,,Mutassim Al-Musrati,9,8,6,0,7.16,7.16
160,Feyenoord,,Mats Wieffer,9,10,5,0,7.12,7.12
161,Newcastle United,,Valentino Livramento,9,1,7,0,7.07,7.07
162,FC København,,Diogo Gonçalves,9,6,6,0,7.06,7.06
163,Inter,,Stefan de Vrij,9,5,34,0,7.03,7.03
164,Arsenal,,Gabriel Magalhães,9,3,34,0,7.00,7.00
165,Feyenoord,,Yankuba Minteh,9,1,0,0,6.98,6.98
166,Real Madrid,,Aurélien Tchouaméni,9,9,12,0,6.98,6.98
167,Borussia Dortmund,,Jadon Sancho,9,2,2,0,6.93,6.93
168,Arsenal,,Ben White,9,9,8,0,6.90,6.90
169,Barcelona,,Frenkie de Jong,9,3,5,0,6.90,6.90
170,Red Bull Salzburg,,Nicolás Capaldo,9,6,2,0,6.88,6.88
171,Galatasaray,,Wilfried Zaha,9,1,0,0,6.85,6.85
172,Lazio,,Matías Vecino,9,6,13,0,6.85,6.85
173,Real Sociedad,,Javi Galán,9,10,2,0,6.83,6.83
174,Lazio,,Adam Marušić,9,8,8,0,6.74,6.74
175,Red Bull Salzburg,,Samson Baidoo,9,0,11,0,6.74,6.74
176,Royal Antwerp FC,,Alhassan Yusuf,9,3,5,0,6.73,6.73
177,RC Lens,,Salis Abdul Samed,9,5,7,0,6.73,6.73
178,Royal Antwerp FC,,Michel Ange Balikwisha,9,5,1,0,6.70,6.70
179,RC Lens,,Facundo Medina,9,5,12,0,6.68,6.68
180,FK Crvena zvezda,,Milan Rodić,9,4,13,0,6.63,6.63
181,RB Leipzig,,Nicolas Seiwald,9,5,4,0,6.63,6.63
182,Royal Antwerp FC,,Jelle Bataille,9,5,1,0,6.48,6.48
183,Barcelona,,Raphinha,8,1,2,0,7.74,7.74
184,Real Madrid,,Vinícius Júnior,8,1,0,0,7.66,7.66
185,Feyenoord,,Calvin Stengs,8,2,1,0,7.52,7.52
186,Sporting Braga,,Bruma,8,1,2,0,7.34,7.34
187,Arsenal,,Gabriel Jesus,8,1,3,0,7.30,7.30
188,Napoli,,Khvicha Kvaratskhelia,8,4,2,0,7.23,7.23
189,RB Leipzig,,Kevin Kampl,8,4,6,0,7.20,7.20
190,Real Madrid,,Rodrygo,8,2,2,0,7.13,7.13
191,Manchester City,,Rico Lewis,8,3,3,0,7.11,7.11
192,Galatasaray,,Davinson Sánchez,8,5,12,0,7.10,7.10
193,Lazio,,Mattia Zaccagni,8,5,1,0,7.07,7.07
194,Sporting Braga,,João Moutinho,8,7,1,0,7.06,7.06
195,FC Bayern München,,Matthijs de Ligt,8,3,24,0,7.05,7.05
196,Lazio,,Mario Gila Fuentes,8,4,12,0,7.05,7.05
197,FC København,,Kevin Diks,8,7,37,0,7.05,7.05
198,Young Boys,,Joël Monteiro,8,3,3,0,7.00,7.00
199,1. FC Union Berlin,,Jérôme Roussillon,8,0,9,0,7.00,7.00
200,Celtic,,Liam Scales,8,0,28,0,6.95,6.95
201,Milan,,Malick Thiaw,8,4,19,0,6.94,6.94
202,PSV Eindhoven,,André Ramalho,8,4,14,0,6.92,6.92
203,Real Sociedad,,Mikel Oyarzabal,8,0,0,0,6.91,6.91
204,Real Madrid,,Brahim Díaz,8,0,0,0,6.86,6.86
205,Sevilla,,Jesús Navas,8,2,9,0,6.85,6.85
206,Young Boys,,Mohamed Camara,8,6,24,0,6.84,6.84
207,Inter,,Matteo Darmian,8,2,8,0,6.83,6.83
208,RB Leipzig,,Emil Forsberg,8,4,1,0,6.82,6.82
209,Real Sociedad,,Robin Le Normand,8,11,15,0,6.81,6.81
210,Galatasaray,,Kaan Ayhan,8,11,8,0,6.78,6.78
211,Atlético Madrid,,Saúl Ñíguez,8,6,9,0,6.73,6.73
212,Borussia Dortmund,,Felix Nmecha,8,5,6,0,6.73,6.73
213,Shakhtar Donetsk,,Yukhym Konoplia,8,6,3,0,6.70,6.70
214,Manchester United,,Sofyan Amrabat,8,3,3,0,6.70,6.70
215,Arsenal,,Jakub Kiwior,8,2,4,0,6.68,6.68
216,Royal Antwerp FC,,Mandela Keita,8,2,3,0,6.67,6.67
217,RC Lens,,Nampalys Mendy,8,7,6,0,6.57,6.57
218,Lazio,,Elseid Hysaj,8,2,6,0,6.54,6.54
219,FK Crvena zvezda,,Nasser Djiga,8,12,25,0,6.53,6.53
220,Paris Saint-Germain,,Manuel Ugarte,8,8,4,0,6.48,6.48
221,Benfica,,António Silva,8,1,15,0,5.80,5.80
222,FC Porto,,Wenderson Galeno,7,8,6,0,7.59,7.59
223,Manchester City,,Joško Gvardiol,7,8,6,0,7.38,7.38
224,Sporting Braga,,Ricardo Horta,7,3,1,0,7.25,7.25
225,Milan,,Rafael Leão,7,2,1,0,7.24,7.24
226,Barcelona,,Robert Lewandowski,7,0,8,0,7.23,7.23
227,Milan,,Alessandro Florenzi,7,2,5,0,7.23,7.23
228,Milan,,Theo Hernández,7,5,15,0,7.15,7.15
229,Paris Saint-Germain,,Kang-in Lee,7,2,1,0,7.14,7.14
230,Real Sociedad,,Hamari Traoré,7,12,7,0,7.07,7.07
231,Manchester City,,Kyle Walker,7,4,4,0,7.07,7.07
232,Inter,,Benjamin Pavard,7,9,24,1,7.06,7.06
233,Newcastle United,,Fabian Schär,7,6,27,0,7.02,7.02
234,FC Bayern München,,Eric Dier,7,6,18,0,6.96,6.96
235,Manchester City,,Mateo Kovačić,7,5,3,0,6.95,6.95
236,FC København,,Birger Meling,7,0,5,0,6.93,6.93
237,Red Bull Salzburg,,Andreas Ulmer,7,1,5,0,6.93,6.93
238,Newcastle United,,Sean Longstaff,7,2,2,0,6.92,6.92
239,Atlético Madrid,,Axel Witsel,7,11,25,0,6.92,6.92
240,Lazio,,Alessio Romagnoli,7,2,20,0,6.92,6.92
241,Atlético Madrid,,Mario Hermoso,7,6,22,0,6.91,6.91
242,RB Leipzig,,Amadou Haidara,7,2,3,0,6.90,6.90
243,1. FC Union Berlin,,Alex Král,7,2,2,0,6.88,6.88
244,Sporting Braga,,Álvaro Djaló,7,3,2,0,6.88,6.88
245,Borussia Dortmund,,Karim Adeyemi,7,8,4,0,6.86,6.86
246,Manchester United,,Aaron Wan-Bissaka,7,10,8,0,6.83,6.83
247,FC Porto,,Zaidu Sanusi,7,4,5,0,6.80,6.80
248,Real Sociedad,,Aritz Elustondo,7,1,5,0,6.76,6.76
249,Galatasaray,,Angeliño,7,6,9,0,6.73,6.73
250,Manchester United,,Antony,7,5,2,0,6.73,6.73
251,FK Crvena zvezda,,Mirko Ivanić,7,7,6,0,6.72,6.72
252,Benfica,,Rafa Silva,7,3,0,0,6.72,6.72
253,Lazio,,Daichi Kamada,7,1,2,0,6.71,6.71
254,FC København,,Viktor Claesson,7,4,10,0,6.70,6.70
255,RB Leipzig,,Castello Lukeba,7,16,15,1,6.69,6.69
256,Paris Saint-Germain,,Randal Kolo Muani,7,1,4,0,6.68,6.68
257,Manchester United,,Diogo Dalot,7,3,13,0,6.63,6.63
258,FC Porto,,Jorge Sánchez,7,1,5,0,6.63,6.63
259,Barcelona,,Oriol Romeu,7,1,1,2,6.61,6.61
260,Galatasaray,,Tetê,7,2,3,0,6.60,6.60
261,Sevilla,,Erik Lamela,7,2,0,0,6.60,6.60
262,Young Boys,,Aurèle Amenda,7,6,9,0,6.60,6.60
263,Napoli,,Jens Cajuste,7,2,2,0,6.56,6.56
264,Shakhtar Donetsk,,Valeriy Bondar,7,5,18,1,6.55,6.55
265,Sporting Braga,,Serdar Saatçı,7,5,8,0,6.50,6.50
266,Shakhtar Donetsk,,Dmytro Kryskiv,7,1,2,0,6.48,6.48
267,Manchester City,,Jérémy Doku,6,0,0,0,7.59,7.59
268,FC Porto,,Evanilson,6,3,2,0,7.41,7.41
269,Manchester United,,Casemiro,6,1,4,0,7.40,7.40
270,Shakhtar Donetsk,,Danylo Sikan,6,1,11,1,7.18,7.18
271,Newcastle United,,Dan Burn,6,1,16,0,7.18,7.18
272,FC København,,Magnus Mattsson,6,0,2,0,7.05,7.05
273,Feyenoord,,Alireza Jahanbakhsh,6,1,0,0,7.05,7.05
274,FC København,,Denis Vavro,6,6,53,0,7.05,7.05
275,RB Leipzig,,Christopher Lenz,6,0,1,0,7.00,7.00
276,Feyenoord,,Quinten Timber,6,3,1,0,6.98,6.98
277,Royal Antwerp FC,,Toby Alderweireld,6,5,24,0,6.98,6.98
278,RC Lens,,Angelo Fulgini,6,1,1,0,6.97,6.97
279,Red Bull Salzburg,,Luka Sučić,6,5,7,0,6.97,6.97
280,Real Madrid,,Luka Modrić,6,5,5,0,6.96,6.96
281,1. FC Union Berlin,,Robin Gosens,6,3,8,0,6.92,6.92
282,Lazio,,Mattéo Guendouzi,6,5,6,0,6.90,6.90
283,FK Crvena zvezda,,Aleksandar Dragović,6,6,34,0,6.90,6.90
284,FC Porto,,Iván Jaime,6,0,1,0,6.90,6.90
285,Red Bull Salzburg,,Oscar Gloukh,6,2,0,0,6.88,6.88
286,Young Boys,,Cheikh Niasse,6,17,4,0,6.88,6.88
287,Arsenal,,Reiss Nelson,6,1,0,0,6.88,6.88
288,Young Boys,,Loris Benito,6,7,15,0,6.88,6.88
289,Barcelona,,Alejandro Balde,6,1,5,0,6.87,6.87
290,Milan,,Christian Pulišić,6,0,2,0,6.85,6.85
291,Sporting Braga,,Sikou Niakaté,6,5,22,0,6.80,6.80
292,Atlético Madrid,,César Azpilicueta,6,5,11,0,6.78,6.78
293,Benfica,,Petar Musa,6,1,2,0,6.78,6.78
294,Arsenal,,Oleksandr Zinchenko,6,4,1,0,6.73,6.73
295,FK Crvena zvezda,,Peter Olayinka,6,1,2,0,6.70,6.70
296,Barcelona,,Pau Cubarsí,6,1,13,0,6.70,6.70
297,1. FC Union Berlin,,Josip Juranović,6,2,8,0,6.68,6.68
298,Benfica,,Orkun Kökçü,6,0,2,0,6.66,6.66
299,RB Leipzig,,Lukas Klostermann,6,4,23,0,6.65,6.65
300,Milan,,Yunus Musah,6,2,2,0,6.64,6.64
301,1. FC Union Berlin,,Robin Knoche,6,3,9,1,6.63,6.63
302,Napoli,,Jesper Lindstrøm,6,0,0,0,6.60,6.60
303,1. FC Union Berlin,,Rani Khedira,6,2,2,0,6.60,6.60
304,Sevilla,,Adrià Pedrosa,6,2,4,0,6.48,6.48
305,Benfica,,David Jurásek,6,1,4,0,6.47,6.47
306,RB Leipzig,,Fabio Carvalho,6,1,0,0,6.37,6.37
307,RB Leipzig,,Xavi Simons,5,4,1,0,7.65,7.65
308,Barcelona,,İlkay Gündoğan,5,6,2,0,7.43,7.43
309,Manchester City,,Erling Haaland,5,0,3,0,7.21,7.21
310,FK Crvena zvezda,,Osman Bukari,5,2,1,0,7.17,7.17
311,FC Porto,,David Carmo,5,4,20,0,7.15,7.15
312,PSV Eindhoven,,Luuk de Jong,5,1,4,0,7.14,7.14
313,FC Bayern München,,Thomas Müller,5,1,4,0,7.13,7.13
314,Napoli,,Amir Rrahmani,5,11,30,0,7.11,7.11
315,Newcastle United,,Joelinton,5,4,6,0,7.10,7.10
316,FC Bayern München,,Raphaël Guerreiro,5,4,3,0,7.00,7.00
317,Galatasaray,,Kerem Aktürkoğlu,5,2,3,0,6.97,6.97
318,Sevilla,,Lucas Ocampos,5,4,2,0,6.96,6.96
319,Atlético Madrid,,Pablo Barrios,5,7,4,0,6.94,6.94
320,Sevilla,,Youssef En-Nesyri,5,3,2,0,6.92,6.92
321,Inter,,Alessandro Bastoni,5,6,14,1,6.91,6.91
322,Atlético Madrid,,Álvaro Morata,5,0,9,0,6.91,6.91
323,Inter,,Alexis Sánchez,5,2,0,0,6.90,6.90
324,Real Madrid,,Lucas Vázquez,5,1,1,0,6.89,6.89
325,FC Porto,,André Franco,5,1,5,0,6.88,6.88
326,Feyenoord,,Gernot Trauner,5,2,8,0,6.88,6.88
327,Inter,,Lautaro Martínez,5,1,3,0,6.85,6.85
328,Newcastle United,,Jamaal Lascelles,5,0,15,0,6.82,6.82
329,Atlético Madrid,,Stefan Savić,5,11,14,0,6.82,6.82
330,PSV Eindhoven,,Hirving Lozano,5,2,3,0,6.81,6.81
331,1. FC Union Berlin,,Aissa Laïdouni,5,1,5,0,6.80,6.80
332,Celtic,,Luis Palma,5,3,1,0,6.70,6.70
333,Royal Antwerp FC,,Arbnor Muja,5,0,1,0,6.70,6.70
334,Young Boys,,Lewin Blum,5,2,5,0,6.70,6.70
335,Red Bull Salzburg,,Kamil Piątkowski,5,4,14,0,6.70,6.70
336,Sevilla,,Boubakary Soumaré,5,3,2,0,6.70,6.70
337,Lazio,,Nicolò Rovella,5,3,0,0,6.67,6.67
338,FK Crvena zvezda,,Marko Stamenić,5,2,10,0,6.65,6.65
339,Royal Antwerp FC,,Soumaila Coulibaly,5,7,25,0,6.65,6.65
340,Sevilla,,Djibril Sow,5,1,3,0,6.63,6.63
341,1. FC Union Berlin,,Kevin Volland,5,0,0,0,6.62,6.62
342,1. FC Union Berlin,,Danilho Doekhi,5,1,11,0,6.57,6.57
343,1. FC Union Berlin,,Janik Haberer,5,1,5,0,6.54,6.54
344,Shakhtar Donetsk,,Newerton Palmares,5,0,2,0,6.53,6.53
345,Sevilla,,Joan Jordán,5,0,0,0,6.50,6.50
346,RC Lens,,Neil El Aynaoui,5,1,4,0,6.43,6.43
347,Manchester City,,Kevin De Bruyne,4,0,0,0,8.65,8.65
348,RB Leipzig,,Willi Orbán,4,1,8,0,7.90,7.90
349,Manchester City,,Matheus Nunes,4,3,2,0,7.45,7.45
350,RB Leipzig,,Dani Olmo,4,0,2,0,7.30,7.30
351,Feyenoord,,Igor Paixão,4,4,1,0,7.30,7.30
352,Real Sociedad,,Takefusa Kubo,4,2,1,0,7.26,7.26
353,FC Bayern München,,Kingsley Coman,4,0,0,0,7.20,7.20
354,Paris Saint-Germain,,Danilo Pereira,4,1,3,0,7.20,7.20
355,Barcelona,,Ferran Torres,4,0,2,0,7.19,7.19
356,Lazio,,Luis Alberto,4,7,2,0,7.19,7.19
357,Galatasaray,,Hakim Ziyech,4,4,0,0,7.18,7.18
358,Napoli,,Leo Østigård,4,2,13,0,7.17,7.17
359,Arsenal,,Gabriel Martinelli,4,2,1,0,7.13,7.13
360,Arsenal,,Leandro Trossard,4,3,2,0,7.07,7.07
361,Manchester City,,Nathan Aké,4,0,9,0,7.03,7.03
362,Shakhtar Donetsk,,Georgiy Sudakov,4,6,4,0,7.00,7.00
363,Barcelona,,João Félix,4,0,1,0,6.97,6.97
364,FK Crvena zvezda,,Guélor Kanga,4,0,0,0,6.95,6.95
365,Arsenal,,Takehiro Tomiyasu,4,2,4,0,6.90,6.90
366,Celtic,,Callum McGregor,4,6,17,0,6.90,6.90
367,Inter,,Marcus Thuram,4,1,3,0,6.89,6.89
368,Real Sociedad,,Beñat Turrientes,4,1,1,0,6.88,6.88
369,FC Porto,,Otávio,4,0,6,0,6.85,6.85
370,PSV Eindhoven,,Ismael Saibari,4,3,3,0,6.84,6.84
371,Galatasaray,,Sérgio Oliveira,4,0,2,1,6.84,6.84
372,FC Bayern München,,Serge Gnabry,4,0,3,0,6.83,6.83
373,Shakhtar Donetsk,,Yehor Nazaryna,4,2,5,0,6.83,6.83
374,Royal Antwerp FC,,Ritchie De Laet,4,3,8,0,6.83,6.83
375,Milan,,Rade Krunić,4,3,4,0,6.83,6.83
376,FK Crvena zvezda,,Cherif Ndiaye,4,1,6,0,6.82,6.82
377,Royal Antwerp FC,,Vincent Janssen,4,0,5,0,6.80,6.80
378,Sevilla,,Loïc Badé,4,1,7,0,6.80,6.80
379,Sporting Braga,,Vítor Carvalho,4,1,6,0,6.80,6.80
380,Real Sociedad,,Arsen Zakharyan,4,1,1,0,6.78,6.78
381,Shakhtar Donetsk,,Artem Bondarenko,4,2,3,0,6.78,6.78
382,Young Boys,,Meschack Elia,4,0,2,0,6.73,6.73
383,Manchester United,,Raphaël Varane,4,4,13,0,6.73,6.73
384,FC Porto,,Nico González,4,2,4,0,6.72,6.72
385,RC Lens,,Kevin Danso,4,4,27,0,6.70,6.70
386,1. FC Union Berlin,,Christopher Trimmel,4,1,3,0,6.70,6.70
387,RC Lens,,Ruben Aguilar,4,0,1,0,6.65,6.65
388,FK Crvena zvezda,,Kosta Nedeljković,4,1,1,0,6.65,6.65
