#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
67,BATE Borisov,,Filip Mladenović,2,0,10,5,40,6.92,6.92
68,Dynamo Kyiv,,Andriy Yarmolenko,2,0,11,10,20,6.89,6.89
69,Manchester City,,Sergio Agüero,2,6,19,22,9.09,6.88,6.88
70,Sevilla,,Yevhen Konoplyanka,2,1,8,15,13.33,6.87,6.87
71,Benfica,,Konstantinos Mitroglou,2,1,5,9,22.22,6.86,6.86
72,Roma,,Edin Džeko,2,5,3,15,13.33,6.83,6.83
73,Paris Saint-Germain,,Edinson Cavani,2,2,1,15,13.33,6.82,6.82
74,Arsenal,,Mesut Özil,2,1,13,10,20,6.80,6.80
75,VfL Wolfsburg,,Andre Schürrle,2,4,15,20,10,6.77,6.77
76,Dynamo Kyiv,,Vitaliy Buyalskyi,2,0,2,7,28.57,6.66,6.66
77,Manchester United,,Anthony Martial,2,1,8,11,18.18,6.25,6.25
78,Arsenal,,Mohamed Elneny,1,0,3,3,33.33,8.00,8.00
79,FC Bayern München,,Thiago Alcântara,1,1,19,12,8.33,7.88,7.88
80,FC Bayern München,,Xabi Alonso,1,0,3,11,9.09,7.53,7.53
81,Real Madrid,,Sergio Ramos,1,1,1,7,14.29,7.47,7.47
82,FC Porto,,Yacine Brahimi,1,0,35,12,8.33,7.44,7.44
83,Juventus,,Paul Pogba,1,0,25,24,4.17,7.44,7.44
84,Barcelona,,Adriano,1,1,2,3,33.33,7.43,7.43
85,Manchester United,,Chris Smalling,1,1,4,4,25,7.42,7.42
86,Paris Saint-Germain,,David Luiz,1,1,6,4,25,7.40,7.40
87,Manchester City,,Yaya Touré,1,1,30,24,4.17,7.38,7.38
88,FC Porto,,Miguel Layún,1,0,14,6,16.67,7.28,7.28
89,Atlético Madrid,,Ángel Correa,1,2,9,9,11.11,7.23,7.23
90,Bayer 04 Leverkusen,,Kevin Kampl,1,0,12,11,9.09,7.23,7.23
91,Real Madrid,,Luka Modrić,1,1,9,8,12.5,7.23,7.23
92,PSV Eindhoven,,Héctor Moreno,1,0,1,3,33.33,7.23,7.23
93,Chelsea,,Cesc Fàbregas,1,0,5,12,8.33,7.21,7.21
94,Barcelona,,Gerard Piqué,1,1,1,4,25,7.19,7.19
95,Real Madrid,,James Rodríguez,1,0,2,8,12.5,7.18,7.18
96,Olympique Lyonnais,,Christophe Jallet,1,0,1,5,20,7.18,7.18
97,Paris Saint-Germain,,Serge Aurier,1,0,3,2,50,7.16,7.16
98,Borussia M'gladbach,,Julian Korb,1,0,1,3,33.33,7.16,7.16
99,BATE Borisov,,Nemanja Milunović,1,0,9,1,100,7.15,7.15
100,Zenit St. Petersburg,,Axel Witsel,1,1,4,12,8.33,7.13,7.13
101,Real Madrid,,Daniel Carvajal,1,0,7,3,33.33,7.13,7.13
102,VfL Wolfsburg,,Ricardo Rodríguez,1,0,4,5,20,7.12,7.12
103,Sevilla,,Vitolo,1,0,11,5,20,7.12,7.12
104,Benfica,,Luisão,1,0,0,1,100,7.10,7.10
105,Juventus,,Juan Cuadrado,1,1,10,11,9.09,7.09,7.09
106,Manchester United,,Juan Mata,1,2,4,7,14.29,7.08,7.08
107,VfL Wolfsburg,,Vieirinha,1,0,5,6,16.67,7.08,7.08
108,FC Bayern München,,David Alaba,1,0,4,18,5.56,7.07,7.07
109,Sevilla,,Fernando Llorente,1,2,1,8,12.5,7.07,7.07
110,Real Madrid,,Mateo Kovačić,1,0,6,5,20,7.06,7.06
111,Real Madrid,,Nacho Fernández,1,0,0,2,50,7.04,7.04
112,Manchester City,,Martín Demichelis,1,0,0,1,100,7.03,7.03
113,Chelsea,,Kurt Zouma,1,1,1,2,50,7.03,7.03
114,Chelsea,,Gary Cahill,1,0,2,5,20,7.02,7.02
115,Atlético Madrid,,Yannick Carrasco,1,1,22,16,6.25,7.00,7.00
116,FC Porto,,Cristian Tello,1,0,9,8,12.5,7.00,7.00
117,Maccabi Tel Aviv,,Eran Zahavi,1,2,3,23,4.35,7.00,7.00
118,CSKA Moscow,,Sergey Ignashevich,1,0,0,1,100,7.00,7.00
119,PSV Eindhoven,,Davy Pröpper,1,1,9,13,7.69,6.99,6.99
120,FC Porto,,Maicon,1,0,1,4,25,6.97,6.97
121,Juventus,,Paulo Dybala,1,0,7,16,6.25,6.93,6.93
122,Malmö FF,,Markus Rosenberg,1,1,4,15,6.67,6.92,6.92
123,Astana,,Marin Aničić,1,0,1,3,33.33,6.92,6.92
124,Juventus,,Simone Zaza,1,0,0,2,50,6.90,6.90
125,Roma,,Gervinho,1,0,4,5,20,6.90,6.90
126,Dynamo Kyiv,,Aleksandar Dragović,1,0,0,1,100,6.89,6.89
127,Real Madrid,,Jesé Rodríguez,1,1,10,9,11.11,6.88,6.88
128,Dynamo Kyiv,,Derlis González,1,1,15,16,6.25,6.88,6.88
129,Olympique Lyonnais,,Maxwel Cornet,1,1,6,5,20,6.88,6.88
130,Bayer 04 Leverkusen,,Kyriakos Papadopoulos,1,0,0,3,33.33,6.88,6.88
131,Barcelona,,Sergi Roberto,1,0,4,4,25,6.88,6.88
132,Atlético Madrid,,Luciano Vietto,1,2,3,8,12.5,6.86,6.86
133,Atlético Madrid,,Óliver Torres,1,1,3,4,25,6.86,6.86
134,PSV Eindhoven,,Jürgen Locadia,1,1,6,10,10,6.86,6.86
135,VfL Wolfsburg,,Bas Dost,1,0,0,9,11.11,6.85,6.85
136,Galatasaray,,Bilal Kisa,1,0,2,5,20,6.85,6.85
137,Shakhtar Donetsk,,Darijo Srna,1,0,1,7,14.29,6.84,6.84
138,Roma,,Iago Falque,1,1,0,7,14.29,6.84,6.84
139,Benfica,,Gonçalo Guedes,1,1,9,12,8.33,6.81,6.81
140,Zenit St. Petersburg,,Danny,1,2,11,7,14.29,6.81,6.81
141,Olympiacos FC,,Brown Ideye,1,2,10,8,12.5,6.80,6.80
142,Shakhtar Donetsk,,Oleksandr Hladkyi,1,2,0,11,9.09,6.80,6.80
143,KAA Gent,,Laurent Depoitre,1,2,12,12,8.33,6.79,6.79
144,Sevilla,,Kévin Gameiro,1,4,3,12,8.33,6.78,6.78
145,Dynamo Kyiv,,Denys Garmash,1,4,15,9,11.11,6.77,6.77
146,Olympiacos FC,,Alfreð Finnbogason,1,0,0,2,50,6.77,6.77
147,Juventus,,Stephan Lichtsteiner,1,1,2,5,20,6.77,6.77
148,Roma,,Alessandro Florenzi,1,0,4,12,8.33,6.76,6.76
149,GNK Dinamo Zagreb,,Armin Hodžić,1,0,0,3,33.33,6.75,6.75
150,Manchester United,,Wayne Rooney,1,2,2,8,12.5,6.75,6.75
151,Shakhtar Donetsk,,Dentinho,1,0,0,1,100,6.73,6.73
152,CSKA Moscow,,Ahmed Musa,1,0,12,10,10,6.73,6.73
153,Dynamo Kyiv,,Júnior Moraes,1,3,5,15,6.67,6.73,6.73
154,Olympique Lyonnais,,Jordan Ferri,1,1,0,9,11.11,6.72,6.72
155,Roma,,Mohamed Salah,1,3,17,13,7.69,6.71,6.71
156,Shakhtar Donetsk,,Eduardo da Silva,1,1,0,5,20,6.70,6.70
157,VfL Wolfsburg,,Daniel Caligiuri,1,0,9,13,7.69,6.69,6.69
158,KAA Gent,,Thomas Foket,1,0,5,4,25,6.69,6.69
159,Valencia,,João Cancelo,1,0,11,5,20,6.68,6.68
160,GNK Dinamo Zagreb,,Josip Pivarić,1,1,3,4,25,6.68,6.68
161,Dynamo Kyiv,,Oleh Husiev,1,0,1,1,100,6.67,6.67
162,VfL Wolfsburg,,Maximilian Arnold,1,0,4,6,16.67,6.66,6.66
163,Atlético Madrid,,Fernando Torres,1,5,9,21,4.76,6.65,6.65
164,Manchester United,,Memphis Depay,1,2,7,16,6.25,6.65,6.65
165,Roma,,Vasilīs Torosidīs,1,0,3,3,33.33,6.63,6.63
166,Atlético Madrid,,Jackson Martínez,1,5,1,14,7.14,6.63,6.63
167,Juventus,,Stefano Sturaro,1,2,1,5,20,6.62,6.62
168,GNK Dinamo Zagreb,,Junior Fernandes,1,0,2,6,16.67,6.62,6.62
169,PSV Eindhoven,,Luciano Narsingh,1,0,2,2,50,6.57,6.57
170,Sevilla,,Benoît Trémoulinas,1,0,2,1,100,6.55,6.55
171,Chelsea,,John Obi Mikel,1,0,0,1,100,6.53,6.53
172,Valencia,,André Gomes,1,0,2,6,16.67,6.48,6.48
173,KAA Gent,,Thomas Matton,1,1,1,3,33.33,6.46,6.46
174,BATE Borisov,,Mikhail Gordejchuk,1,1,1,6,16.67,6.38,6.38
175,BATE Borisov,,Igor Stasevich,1,0,8,7,14.29,6.28,6.28
176,FC Bayern München,,Sebastian Rode,0,0,0,4,0,8.60,8.60
177,Manchester United,,Ander Herrera,0,0,3,3,0,7.70,7.70
178,Paris Saint-Germain,,Marco Verratti,0,0,3,6,0,7.60,7.60
179,Paris Saint-Germain,,Layvin Kurzawa,0,0,1,0,0,7.60,7.60
180,Sevilla,,Grzegorz Krychowiak,0,0,8,8,0,7.60,7.60
181,Real Madrid,,Casemiro,0,1,7,15,0,7.58,7.58
182,Astana,,Roger Cañas,0,0,3,7,0,7.56,7.56
183,PSV Eindhoven,,Jeffrey Bruma,0,0,3,4,0,7.54,7.54
184,Atlético Madrid,,Gabi,0,0,8,11,0,7.53,7.53
185,Olympique Lyonnais,,Maxime Gonalons,0,0,1,7,0,7.52,7.52
186,Chelsea,,Ruben Loftus-Cheek,0,0,6,0,0,7.50,7.50
187,Bayer 04 Leverkusen,,André Ramalho,0,0,0,2,0,7.50,7.50
188,Roma,,Ervin Zukanović,0,0,0,1,0,7.50,7.50
189,Real Madrid,,Toni Kroos,0,0,8,14,0,7.49,7.49
190,Real Madrid,,Gareth Bale,0,0,22,30,0,7.48,7.48
191,Atlético Madrid,,Diego Godín,0,0,1,10,0,7.47,7.47
192,Paris Saint-Germain,,Thiago Silva,0,0,1,3,0,7.46,7.46
193,Real Madrid,,Álvaro Arbeloa,0,0,0,0,0,7.45,7.45
194,Atlético Madrid,,Stefan Savić,0,0,0,1,0,7.42,7.42
195,Manchester United,,Antonio Valencia,0,0,1,0,0,7.40,7.40
196,Olympique Lyonnais,,Clément Grenier,0,0,1,2,0,7.40,7.40
197,Benfica,,Lisandro López,0,0,0,1,0,7.40,7.40
198,Chelsea,,Nemanja Matić,0,1,9,2,0,7.40,7.40
199,Barcelona,,Andrés Iniesta,0,0,19,5,0,7.33,7.33
200,Chelsea,,Abdul Rahman Baba,0,0,4,2,0,7.33,7.33
201,Barcelona,,Javier Mascherano,0,0,7,2,0,7.33,7.33
202,CSKA Moscow,,Mário Fernandes,0,0,1,0,0,7.32,7.32
203,Arsenal,,Petr Čech,0,0,0,0,0,7.32,7.32
204,Atlético Madrid,,Tiago,0,2,4,7,0,7.32,7.32
205,Sevilla,,Sergio Rico,0,0,0,0,0,7.32,7.32
206,Barcelona,,Sergio Busquets,0,1,3,5,0,7.31,7.31
207,Borussia M'gladbach,,Granit Xhaka,0,0,7,11,0,7.30,7.30
208,FC Bayern München,,Sven Ulreich,0,0,0,0,0,7.30,7.30
209,Atlético Madrid,,Jesús Gámez,0,0,0,0,0,7.30,7.30
210,Paris Saint-Germain,,Marquinhos,0,0,3,4,0,7.30,7.30
211,Atlético Madrid,,José María Giménez,0,0,2,7,0,7.30,7.30
212,Barcelona,,Dani Alves,0,0,6,3,0,7.29,7.29
213,Valencia,,Enzo Pérez,0,0,2,1,0,7.28,7.28
214,Galatasaray,,Semih Kaya,0,0,1,3,0,7.28,7.28
215,Sevilla,,José Antonio Reyes,0,1,1,5,0,7.25,7.25
216,BATE Borisov,,Maksim Zhavnerchik,0,0,1,3,0,7.25,7.25
217,Valencia,,Dani Parejo,0,1,7,12,0,7.25,7.25
218,Astana,,Nenad Erić,0,0,0,0,0,7.25,7.25
219,Real Madrid,,Isco,0,2,21,19,0,7.23,7.23
220,Atlético Madrid,,Filipe Luís,0,0,22,4,0,7.23,7.23
221,VfL Wolfsburg,,Luiz Gustavo,0,0,5,12,0,7.23,7.23
222,Manchester City,,Vincent Kompany,0,0,1,0,0,7.22,7.22
223,Manchester United,,Daley Blind,0,0,0,1,0,7.22,7.22
224,Dynamo Kyiv,,Serhiy Rybalka,0,0,4,11,0,7.21,7.21
225,PSV Eindhoven,,Jeroen Zoet,0,0,0,0,0,7.21,7.21
226,Dynamo Kyiv,,Evgeniy Khacheridi,0,0,2,2,0,7.21,7.21
227,KAA Gent,,Rami Gershon,0,0,0,0,0,7.20,7.20
228,Borussia M'gladbach,,Nico Elvedi,0,0,0,0,0,7.20,7.20
229,Galatasaray,,Fernando Muslera,0,0,0,0,0,7.20,7.20
230,Juventus,,Leonardo Bonucci,0,1,4,7,0,7.20,7.20
231,Shakhtar Donetsk,,Ismaily,0,0,2,4,0,7.20,7.20
232,Chelsea,,César Azpilicueta,0,0,3,3,0,7.19,7.19
233,Real Madrid,,Keylor Navas,0,0,0,0,0,7.18,7.18
234,BATE Borisov,,Evgeni Yablonski,0,0,2,1,0,7.18,7.18
235,Benfica,,Ljubomir Fejsa,0,0,1,0,0,7.18,7.18
236,Chelsea,,Eden Hazard,0,1,27,15,0,7.18,7.18
237,Olympique Lyonnais,,Corentin Tolisso,0,0,0,17,0,7.17,7.17
238,Juventus,,Giorgio Chiellini,0,0,3,4,0,7.17,7.17
239,Real Madrid,,Raphaël Varane,0,0,1,1,0,7.17,7.17
240,Paris Saint-Germain,,Thiago Motta,0,0,4,4,0,7.17,7.17
241,Atlético Madrid,,Jan Oblak,0,0,0,0,0,7.16,7.16
242,Bayer 04 Leverkusen,,Karim Bellarabi,0,2,19,16,0,7.15,7.15
243,VfL Wolfsburg,,Bruno Henrique,0,1,3,4,0,7.15,7.15
244,Galatasaray,,Aurélien Chedjou,0,0,3,2,0,7.15,7.15
245,PSV Eindhoven,,Jetro Willems,0,0,1,2,0,7.15,7.15
246,Galatasaray,,Wesley Sneijder,0,0,3,18,0,7.15,7.15
247,Benfica,,Jardel,0,0,2,4,0,7.14,7.14
248,Juventus,,Alex Sandro,0,0,8,3,0,7.14,7.14
249,Arsenal,,Santi Cazorla,0,2,15,6,0,7.14,7.14
250,Atlético Madrid,,Koke,0,2,5,16,0,7.14,7.14
251,BATE Borisov,,Sergey Chernik,0,0,0,0,0,7.13,7.13
252,Zenit St. Petersburg,,Yury Lodygin,0,0,0,0,0,7.13,7.13
253,Juventus,,Andrea Barzagli,0,0,3,1,0,7.13,7.13
254,FC Bayern München,,Jérôme Boateng,0,0,0,5,0,7.13,7.13
255,Manchester United,,Jesse Lingard,0,1,10,11,0,7.13,7.13
256,FC Porto,,Rúben Neves,0,0,7,9,0,7.12,7.12
257,FC Porto,,Danilo Pereira,0,0,3,6,0,7.12,7.12
258,KAA Gent,,Renato Neto,0,0,9,11,0,7.11,7.11
259,Real Madrid,,Pepe,0,1,7,3,0,7.11,7.11
260,PSV Eindhoven,,Santiago Arias,0,0,9,2,0,7.10,7.10
261,Benfica,,Andreas Samaris,0,0,7,2,0,7.10,7.10
262,FC Bayern München,,Philipp Lahm,0,1,9,4,0,7.09,7.09
263,Shakhtar Donetsk,,Fred,0,0,5,4,0,7.08,7.08
264,VfL Wolfsburg,,Dante,0,0,0,4,0,7.08,7.08
265,Olympique Lyonnais,,Samuel Umtiti,0,0,2,5,0,7.08,7.08
266,Manchester United,,Marcos Rojo,0,0,1,4,0,7.08,7.08
267,Barcelona,,Marc Bartra,0,0,2,4,0,7.08,7.08
268,Dynamo Kyiv,,Oleksandr Shovkovskyi,0,0,0,0,0,7.07,7.07
269,Barcelona,,Marc-André ter Stegen,0,0,0,0,0,7.07,7.07
270,Paris Saint-Germain,,Maxwell,0,0,4,2,0,7.07,7.07
271,VfL Wolfsburg,,Christian Träsch,0,0,7,3,0,7.06,7.06
272,Shakhtar Donetsk,,Anton Kanibolotskiy,0,0,0,0,0,7.05,7.05
273,Manchester City,,Fernando,0,0,5,5,0,7.05,7.05
274,Roma,,Konstantinos Manolas,0,1,3,6,0,7.05,7.05
275,Barcelona,,Sergi Samper,0,0,2,0,0,7.05,7.05
276,Real Madrid,,Denis Cheryshev,0,0,0,4,0,7.05,7.05
277,CSKA Moscow,,Pontus Wernbloom,0,0,2,5,0,7.05,7.05
278,VfL Wolfsburg,,Diego Benaglio,0,0,0,0,0,7.05,7.05
279,Olympique Lyonnais,,Mathieu Valbuena,0,1,6,11,0,7.04,7.04
280,Paris Saint-Germain,,Gregory van der Wiel,0,1,3,2,0,7.04,7.04
281,Benfica,,Eliseu,0,0,7,11,0,7.04,7.04
282,KAA Gent,,Nana Asare,0,0,4,6,0,7.04,7.04
283,Real Madrid,,Marcelo,0,0,20,15,0,7.04,7.04
284,Benfica,,Ederson,0,0,0,0,0,7.03,7.03
285,Barcelona,,Jérémy Mathieu,0,1,0,1,0,7.03,7.03
286,Astana,,Foxi Kéthévoama,0,2,5,17,0,7.03,7.03
287,Paris Saint-Germain,,Kevin Trapp,0,0,0,0,0,7.03,7.03
288,Roma,,Radja Nainggolan,0,0,5,15,0,7.03,7.03
289,PSV Eindhoven,,Andrés Guardado,0,0,11,3,0,7.03,7.03
290,Olympique Lyonnais,,Jérémy Morel,0,1,2,4,0,7.03,7.03
291,Manchester City,,Gaël Clichy,0,0,12,1,0,7.03,7.03
292,CSKA Moscow,,Zoran Tošić,0,0,8,9,0,7.02,7.02
293,Bayer 04 Leverkusen,,Jonathan Tah,0,0,4,3,0,7.02,7.02
294,Benfica,,Júlio César,0,0,1,0,0,7.01,7.01
295,Real Madrid,,Danilo,0,0,5,5,0,7.01,7.01
296,FC Bayern München,,Javi Martínez,0,1,0,4,0,7.01,7.01
297,PSV Eindhoven,,Adam Maher,0,1,0,5,0,7.00,7.00
298,PSV Eindhoven,,Jorrit Hendrix,0,0,5,4,0,7.00,7.00
299,Manchester United,,Guillermo Varela,0,0,3,0,0,7.00,7.00
300,Valencia,,Lucas Orbán,0,0,0,0,0,7.00,7.00
301,Galatasaray,,Jem Karacan,0,0,0,0,0,7.00,7.00
302,Manchester United,,Michael Carrick,0,0,0,1,0,7.00,7.00
303,VfL Wolfsburg,,Robin Knoche,0,0,0,1,0,7.00,7.00
304,CSKA Moscow,,Kirill Nababkin,0,0,0,0,0,7.00,7.00
305,Barcelona,,Thomas Vermaelen,0,0,0,0,0,7.00,7.00
306,Borussia M'gladbach,,Mahmoud Dahoud,0,0,4,12,0,7.00,7.00
307,Shakhtar Donetsk,,Yaroslav Rakitskyi,0,0,5,7,0,7.00,7.00
308,Dynamo Kyiv,,Danilo Silva,0,0,8,2,0,7.00,7.00
309,FC Bayern München,,Manuel Neuer,0,0,1,0,0,7.00,7.00
310,Manchester City,,Joe Hart,0,0,0,0,0,6.99,6.99
311,KAA Gent,,Matz Sels,0,0,0,0,0,6.99,6.99
312,KAA Gent,,Lasse Nielsen,0,0,0,0,0,6.99,6.99
313,Olympique Lyonnais,,Rafael,0,0,4,3,0,6.98,6.98
314,Valencia,,Pablo Piatti,0,1,1,9,0,6.98,6.98
315,Valencia,,Shkodran Mustafi,0,1,0,3,0,6.98,6.98
316,Barcelona,,Munir El Haddadi,0,0,2,6,0,6.98,6.98
317,VfL Wolfsburg,,Josuha Guilavogui,0,0,5,5,0,6.98,6.98
318,Arsenal,,Laurent Koscielny,0,0,5,1,0,6.97,6.97
319,Paris Saint-Germain,,Blaise Matuidi,0,1,10,6,0,6.97,6.97
320,Sevilla,,Michael Krohn-Dehli,0,0,4,5,0,6.97,6.97
321,Shakhtar Donetsk,,Bernard,0,1,6,7,0,6.97,6.97
322,Benfica,,Nélson Semedo,0,0,10,1,0,6.97,6.97
323,Malmö FF,,Pa Konate,0,0,5,1,0,6.97,6.97
324,Chelsea,,Thibaut Courtois,0,0,0,0,0,6.97,6.97
325,Manchester United,,Morgan Schneiderlin,0,0,1,2,0,6.97,6.97
326,Galatasaray,,Lionel Carole,0,0,5,0,0,6.97,6.97
327,Juventus,,Claudio Marchisio,0,0,2,4,0,6.96,6.96
328,Olympiacos FC,,Arthur Masuaku,0,0,12,4,0,6.96,6.96
329,PSV Eindhoven,,Joshua Brenet,0,0,11,4,0,6.96,6.96
330,Barcelona,,Jordi Alba,0,1,5,5,0,6.96,6.96
331,CSKA Moscow,,Vasily Berezutskiy,0,0,0,0,0,6.95,6.95
332,Sevilla,,Marco Andreolli,0,0,0,0,0,6.95,6.95
333,Atlético Madrid,,Lucas Hernández,0,0,0,1,0,6.95,6.95
334,Olympiacos FC,,Luka Milivojević,0,0,5,4,0,6.95,6.95
335,Zenit St. Petersburg,,Nicolas Lombaerts,0,0,0,1,0,6.95,6.95
336,Real Madrid,,Lucas Vázquez,0,0,11,5,0,6.94,6.94
337,BATE Borisov,,Nemanja Nikolić,0,0,3,4,0,6.94,6.94
338,Chelsea,,Asmir Begović,0,0,0,0,0,6.94,6.94
339,FC Porto,,Bruno Martins Indi,0,1,0,1,0,6.93,6.93
340,Maccabi Tel Aviv,,Gal Alberman,0,0,4,1,0,6.93,6.93
341,Atlético Madrid,,Augusto Fernández,0,0,1,3,0,6.93,6.93
342,FC Bayern München,,Rafinha,0,0,0,2,0,6.93,6.93
343,CSKA Moscow,,Georgi Schennikov,0,0,1,0,0,6.93,6.93
344,Shakhtar Donetsk,,Taison,0,1,8,4,0,6.92,6.92
345,Manchester City,,Nicolás Otamendi,0,0,2,5,0,6.92,6.92
346,Zenit St. Petersburg,,Ezequiel Garay,0,0,1,2,0,6.92,6.92
347,Arsenal,,Per Mertesacker,0,0,0,2,0,6.92,6.92
348,Arsenal,,Nacho Monreal,0,0,1,3,0,6.92,6.92
349,Juventus,,Gianluigi Buffon,0,0,0,0,0,6.91,6.91
350,Arsenal,,Joel Campbell,0,0,4,1,0,6.90,6.90
351,GNK Dinamo Zagreb,,Domagoj Pavičić,0,0,0,0,0,6.90,6.90
352,Olympique Lyonnais,,Bakary Koné,0,0,0,0,0,6.90,6.90
353,Astana,,Igor Pikalkin,0,0,0,0,0,6.90,6.90
354,Arsenal,,Danny Welbeck,0,0,2,5,0,6.90,6.90
355,Manchester United,,Phil Jones,0,0,0,0,0,6.90,6.90
356,Chelsea,,Kenedy,0,0,2,1,0,6.90,6.90
357,Roma,,Diego Perotti,0,0,4,2,0,6.90,6.90
358,Paris Saint-Germain,,Benjamin Stambouli,0,0,2,1,0,6.90,6.90
359,Bayer 04 Leverkusen,,Lars Bender,0,0,0,0,0,6.90,6.90
