#,Time,Time,Nome,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Notas Sofascore,Nota Sofascore
71,Roma,,Alessandro Florenzi,17,26,17,0,6.76,6.76
72,Valencia,,José Luis Gayà,17,8,10,0,6.66,6.66
73,Astana,,Georgy Zhukov,17,8,2,0,6.54,6.54
74,Maccabi Tel Aviv,,Omri Ben Harush,17,16,10,0,6.52,6.52
75,Juventus,,Paul Pogba,16,13,6,0,7.44,7.44
76,VfL Wolfsburg,,Luiz Gustavo,16,18,2,0,7.23,7.23
77,Zenit St. Petersburg,,Oleg Shatov,16,7,7,0,7.21,7.21
78,Roma,,Radja Nainggolan,16,16,6,0,7.03,7.03
79,KAA Gent,,Lasse Nielsen,16,20,29,1,6.99,6.99
80,CSKA Moscow,,Georgi Schennikov,16,7,20,0,6.93,6.93
81,GNK Dinamo Zagreb,,Gonçalo Santos,16,9,12,0,6.88,6.88
82,VfL Wolfsburg,,Andre Schürrle,16,6,2,0,6.77,6.77
83,Chelsea,,Ramires,16,7,5,0,6.70,6.70
84,Sevilla,,Grzegorz Krychowiak,15,29,13,0,7.60,7.60
85,Borussia M'gladbach,,Lars Stindl,15,4,5,0,7.40,7.40
86,Chelsea,,Abdul Rahman Baba,15,12,4,0,7.33,7.33
87,Atlético Madrid,,Tiago,15,10,8,0,7.32,7.32
88,Borussia M'gladbach,,Granit Xhaka,15,10,13,0,7.30,7.30
89,Borussia M'gladbach,,Julian Korb,15,9,17,0,7.16,7.16
90,BATE Borisov,,Nemanja Milunović,15,30,29,0,7.15,7.15
91,Benfica,,Jardel,15,28,47,0,7.14,7.14
92,FC Porto,,Rúben Neves,15,12,3,0,7.12,7.12
93,Shakhtar Donetsk,,Fred,15,15,3,0,7.08,7.08
94,Maccabi Tel Aviv,,Gal Alberman,15,12,5,0,6.93,6.93
95,KAA Gent,,Thomas Foket,15,16,10,0,6.69,6.69
96,Bayer 04 Leverkusen,,Christoph Kramer,15,8,6,0,6.68,6.68
97,Juventus,,Stefano Sturaro,15,3,3,0,6.62,6.62
98,CSKA Moscow,,Alan Dzagoev,15,6,7,0,6.53,6.53
99,Atlético Madrid,,Stefan Savić,14,8,22,0,7.42,7.42
100,Galatasaray,,Selçuk İnan,14,17,5,0,7.40,7.40
101,FC Porto,,Miguel Layún,14,18,7,0,7.28,7.28
102,Paris Saint-Germain,,Thiago Motta,14,5,7,0,7.17,7.17
103,Juventus,,Alex Sandro,14,7,8,0,7.14,7.14
104,FC Porto,,Danilo Pereira,14,17,15,0,7.12,7.12
105,Benfica,,Andreas Samaris,14,21,15,0,7.10,7.10
106,KAA Gent,,Nana Asare,14,25,12,0,7.04,7.04
107,Bayer 04 Leverkusen,,Jonathan Tah,14,29,22,0,7.02,7.02
108,Atlético Madrid,,Yannick Carrasco,14,4,3,0,7.00,7.00
109,Arsenal,,Héctor Bellerín,14,15,11,0,6.88,6.88
110,Arsenal,,Kieran Gibbs,14,8,6,0,6.86,6.86
111,Dynamo Kyiv,,Denys Garmash,14,8,1,0,6.77,6.77
112,Barcelona,,Neymar,13,5,0,0,7.91,7.91
113,Arsenal,,Alexis Sánchez,13,9,1,0,7.81,7.81
114,Bayer 04 Leverkusen,,Hakan Çalhanoğlu,13,9,0,0,7.55,7.55
115,Roma,,Miralem Pjanić,13,19,5,0,7.34,7.34
116,Manchester City,,Vincent Kompany,13,11,29,0,7.22,7.22
117,Dynamo Kyiv,,Serhiy Rybalka,13,20,11,0,7.21,7.21
118,Barcelona,,Gerard Piqué,13,10,26,0,7.19,7.19
119,Real Madrid,,Pepe,13,21,30,0,7.11,7.11
120,Astana,,Foxi Kéthévoama,13,8,3,0,7.03,7.03
121,Borussia M'gladbach,,Mahmoud Dahoud,13,6,2,0,7.00,7.00
122,Barcelona,,Jordi Alba,13,12,16,0,6.96,6.96
123,FC Porto,,Maxi Pereira,13,11,14,0,6.90,6.90
124,Manchester City,,Jesús Navas,13,8,9,0,6.82,6.82
125,Benfica,,Renato Sanches,13,9,3,0,6.82,6.82
126,Roma,,Antonio Rüdiger,13,13,24,0,6.70,6.70
127,Dynamo Kyiv,,Vitorino Antunes,13,9,10,0,6.70,6.70
128,VfL Wolfsburg,,Daniel Caligiuri,13,10,1,0,6.69,6.69
129,Astana,,Roger Cañas,12,20,11,0,7.56,7.56
130,Paris Saint-Germain,,David Luiz,12,21,13,0,7.40,7.40
131,Barcelona,,Andrés Iniesta,12,7,2,0,7.33,7.33
132,Real Madrid,,Luka Modrić,12,19,6,0,7.23,7.23
133,Dynamo Kyiv,,Evgeniy Khacheridi,12,25,42,0,7.21,7.21
134,Olympique Lyonnais,,Christophe Jallet,12,6,8,0,7.18,7.18
135,Olympique Lyonnais,,Corentin Tolisso,12,8,4,0,7.17,7.17
136,Juventus,,Giorgio Chiellini,12,19,27,1,7.17,7.17
137,Real Madrid,,Daniel Carvajal,12,15,16,0,7.13,7.13
138,Juventus,,Juan Cuadrado,12,8,3,0,7.09,7.09
139,Paris Saint-Germain,,Maxwell,12,20,15,0,7.07,7.07
140,PSV Eindhoven,,Andrés Guardado,12,19,8,0,7.03,7.03
141,Arsenal,,Laurent Koscielny,12,18,30,2,6.97,6.97
142,FC Porto,,Bruno Martins Indi,12,11,12,0,6.93,6.93
143,Astana,,Evgeny Postnikov,12,27,31,0,6.88,6.88
144,Chelsea,,Branislav Ivanović,12,3,15,0,6.80,6.80
145,Sevilla,,Timothée Kolodziejczak,12,8,18,0,6.80,6.80
146,GNK Dinamo Zagreb,,Marko Rog,12,4,1,0,6.67,6.67
147,Chelsea,,Oscar,11,4,1,0,7.21,7.21
148,Sevilla,,Vitolo,11,2,3,0,7.12,7.12
149,Real Madrid,,Mateo Kovačić,11,4,0,0,7.06,7.06
150,Manchester City,,Raheem Sterling,11,6,1,0,7.04,7.04
151,Real Madrid,,Marcelo,11,18,10,0,7.04,7.04
152,PSV Eindhoven,,Jorrit Hendrix,11,10,8,0,7.00,7.00
153,Shakhtar Donetsk,,Yaroslav Rakitskyi,11,19,14,0,7.00,7.00
154,Valencia,,Shkodran Mustafi,11,25,13,0,6.98,6.98
155,Zenit St. Petersburg,,Nicolas Lombaerts,11,21,50,0,6.95,6.95
156,Bayer 04 Leverkusen,,Giulio Donati,11,8,9,0,6.90,6.90
157,Valencia,,Javi Fuego,11,7,3,0,6.90,6.90
158,Dynamo Kyiv,,Derlis González,11,6,2,0,6.88,6.88
159,KAA Gent,,Stefan Mitrović,11,19,20,0,6.87,6.87
160,Atlético Madrid,,Óliver Torres,11,2,0,0,6.86,6.86
161,Astana,,Dmitriy Shomko,11,18,9,0,6.84,6.84
162,Benfica,,Gonçalo Guedes,11,11,1,0,6.81,6.81
163,Malmö FF,,Nikola Đurđić,11,5,2,0,6.68,6.68
164,GNK Dinamo Zagreb,,Josip Pivarić,11,9,16,0,6.68,6.68
165,Benfica,,Pizzi,11,6,6,0,6.68,6.68
166,Arsenal,,Francis Coquelin,11,13,9,0,6.67,6.67
167,Astana,,Serikzhan Muzhikov,11,13,3,0,6.62,6.62
168,Malmö FF,,Oscar Lewicki,11,10,3,0,6.52,6.52
169,Maccabi Tel Aviv,,Eitan Tibi,11,16,23,0,6.50,6.50
170,Chelsea,,Willian,10,4,1,0,7.64,7.64
171,Manchester City,,Yaya Touré,10,5,8,0,7.38,7.38
172,VfL Wolfsburg,,Naldo,10,23,34,0,7.34,7.34
173,Benfica,,Jonas,10,4,1,0,7.23,7.23
174,Arsenal,,Santi Cazorla,10,9,8,0,7.14,7.14
175,Juventus,,Andrea Barzagli,10,16,23,0,7.13,7.13
176,Malmö FF,,Pa Konate,10,10,4,0,6.97,6.97
177,Olympiacos FC,,Luka Milivojević,10,11,3,0,6.95,6.95
178,Arsenal,,Joel Campbell,10,1,1,0,6.90,6.90
179,FC Bayern München,,Joshua Kimmich,10,13,12,1,6.90,6.90
180,FC Bayern München,,Franck Ribéry,10,4,2,0,6.89,6.89
181,Galatasaray,,Hakan Balta,10,12,28,0,6.88,6.88
182,Olympique Lyonnais,,Mapou Yanga-Mbiwa,10,11,14,0,6.74,6.74
183,Roma,,Mohamed Salah,10,7,2,0,6.71,6.71
184,KAA Gent,,Kenny Saief,10,9,0,0,6.65,6.65
185,Shakhtar Donetsk,,Taras Stepanenko,10,11,9,0,6.62,6.62
186,GNK Dinamo Zagreb,,Junior Fernandes,10,1,15,0,6.62,6.62
187,Maccabi Tel Aviv,,Avi Rikan,10,19,8,0,6.50,6.50
188,Malmö FF,,Erdal Rakip,10,3,0,1,6.38,6.38
189,Manchester United,,Chris Smalling,9,16,23,0,7.42,7.42
190,FC Bayern München,,Kingsley Coman,9,2,0,0,7.31,7.31
191,Galatasaray,,Semih Kaya,9,21,22,1,7.28,7.28
192,Bayer 04 Leverkusen,,Admir Mehmedi,9,5,0,0,7.18,7.18
193,Bayer 04 Leverkusen,,Karim Bellarabi,9,2,0,0,7.15,7.15
194,Manchester United,,Jesse Lingard,9,3,1,0,7.13,7.13
195,Olympique Lyonnais,,Samuel Umtiti,9,16,16,0,7.08,7.08
196,FC Bayern München,,David Alaba,9,17,19,2,7.07,7.07
197,Barcelona,,Sergi Samper,9,3,0,0,7.05,7.05
198,CSKA Moscow,,Zoran Tošić,9,9,1,0,7.02,7.02
199,Dynamo Kyiv,,Danilo Silva,9,19,10,0,7.00,7.00
200,Barcelona,,Munir El Haddadi,9,5,0,0,6.98,6.98
201,Galatasaray,,Lukas Podolski,9,3,6,1,6.97,6.97
202,Real Madrid,,Lucas Vázquez,9,1,4,0,6.94,6.94
203,Arsenal,,Nacho Monreal,9,16,23,0,6.92,6.92
204,Benfica,,Raúl Jiménez,9,1,4,0,6.91,6.91
205,Dynamo Kyiv,,Aleksandar Dragović,9,5,21,0,6.89,6.89
206,Bayer 04 Leverkusen,,Kyriakos Papadopoulos,9,17,27,0,6.88,6.88
207,Barcelona,,Sergi Roberto,9,5,2,0,6.88,6.88
208,CSKA Moscow,,Aleksei Berezutskiy,9,13,24,0,6.86,6.86
209,Zenit St. Petersburg,,Luís Neto,9,18,15,0,6.81,6.81
210,Dynamo Kyiv,,Domagoj Vida,9,6,14,0,6.70,6.70
211,GNK Dinamo Zagreb,,Paulo Machado,9,5,1,0,6.67,6.67
212,Zenit St. Petersburg,,Artur Yusupov,9,4,0,0,6.62,6.62
213,Dynamo Kyiv,,Serhiy Sydorchuk,9,3,0,0,6.60,6.60
214,Maccabi Tel Aviv,,Carlos Garcia,9,8,27,0,6.58,6.58
215,Galatasaray,,Yasin Öztekin,9,2,1,0,6.55,6.55
216,Malmö FF,,Enoch Adu,9,12,1,0,6.53,6.53
217,Juventus,,Patrice Evra,9,14,13,1,6.48,6.48
218,BATE Borisov,,Aleksandr Volodko,9,10,2,0,6.38,6.38
219,Malmö FF,,Yoshimar Yotún,9,11,5,0,6.13,6.13
220,Manchester United,,Ander Herrera,8,2,1,0,7.70,7.70
221,Paris Saint-Germain,,Zlatan Ibrahimović,8,5,10,0,7.50,7.50
222,Benfica,,Lisandro López,8,10,12,0,7.40,7.40
223,FC Bayern München,,Robert Lewandowski,8,3,6,0,7.25,7.25
224,BATE Borisov,,Maksim Zhavnerchik,8,7,2,0,7.25,7.25
225,FC Porto,,André André,8,12,2,0,7.20,7.20
226,Real Madrid,,Raphaël Varane,8,8,25,0,7.17,7.17
227,Juventus,,Álvaro Morata,8,3,6,0,7.15,7.15
228,FC Bayern München,,Thomas Müller,8,5,1,0,7.10,7.10
229,Olympique Lyonnais,,Jérémy Morel,8,13,14,0,7.03,7.03
230,Sevilla,,Michael Krohn-Dehli,8,11,0,0,6.97,6.97
231,Benfica,,Nélson Semedo,8,8,8,0,6.97,6.97
232,Manchester United,,Morgan Schneiderlin,8,7,3,0,6.97,6.97
233,BATE Borisov,,Nemanja Nikolić,8,8,3,0,6.94,6.94
234,Bayer 04 Leverkusen,,Lars Bender,8,6,3,0,6.90,6.90
235,Galatasaray,,Bilal Kisa,8,2,2,0,6.85,6.85
236,Olympique Lyonnais,,Sergi Darder,8,6,7,0,6.83,6.83
237,Zenit St. Petersburg,,Danny,8,4,5,0,6.81,6.81
238,KAA Gent,,Laurent Depoitre,8,3,0,0,6.79,6.79
239,Manchester City,,Eliaquim Mangala,8,14,25,0,6.79,6.79
240,FC Porto,,Iván Marcano,8,14,18,0,6.78,6.78
241,Manchester City,,Kevin De Bruyne,8,5,6,0,6.77,6.77
242,Juventus,,Stephan Lichtsteiner,8,7,11,0,6.77,6.77
243,Borussia M'gladbach,,Håvard Nordtveit,8,12,17,0,6.76,6.76
244,Galatasaray,,Jason Denayer,8,3,12,0,6.73,6.73
245,Zenit St. Petersburg,,Aleksandr Anyukov,8,14,12,0,6.71,6.71
246,VfL Wolfsburg,,Maximilian Arnold,8,3,7,0,6.66,6.66
247,Dynamo Kyiv,,Miguel Veloso,8,7,1,0,6.66,6.66
248,Dynamo Kyiv,,Vitaliy Buyalskyi,8,9,2,0,6.66,6.66
249,Manchester United,,Matteo Darmian,8,6,11,0,6.65,6.65
250,GNK Dinamo Zagreb,,Jeremy Taravel,8,18,32,0,6.65,6.65
251,Borussia M'gladbach,,Oscar Wendt,8,8,10,0,6.62,6.62
252,Sevilla,,Coke,8,6,4,1,6.50,6.50
253,GNK Dinamo Zagreb,,El Arbi Hillel Soudani,8,4,4,0,6.46,6.46
254,Maccabi Tel Aviv,,Dor Peretz,8,5,11,0,6.42,6.42
255,Malmö FF,,Kári Árnason,8,5,31,0,6.20,6.20
256,Real Madrid,,Gareth Bale,7,7,2,0,7.48,7.48
257,Manchester United,,Antonio Valencia,7,4,3,0,7.40,7.40
258,Valencia,,Sofiane Feghouli,7,10,2,0,7.38,7.38
259,Real Madrid,,Isco,7,7,1,0,7.23,7.23
260,Shakhtar Donetsk,,Ismaily,7,5,6,0,7.20,7.20
261,Juventus,,Mario Mandžukić,7,2,6,0,7.16,7.16
262,FC Bayern München,,Jérôme Boateng,7,10,15,0,7.13,7.13
263,VfL Wolfsburg,,Julian Draxler,7,8,6,0,7.12,7.12
264,VfL Wolfsburg,,Max Kruse,7,0,1,0,7.10,7.10
265,Paris Saint-Germain,,Gregory van der Wiel,7,9,5,0,7.04,7.04
266,Borussia M'gladbach,,Fabian Johnson,7,4,8,0,7.04,7.04
267,Manchester City,,Martín Demichelis,7,10,3,0,7.03,7.03
268,Chelsea,,Kurt Zouma,7,13,20,0,7.03,7.03
269,Maccabi Tel Aviv,,Eran Zahavi,7,5,0,0,7.00,7.00
270,CSKA Moscow,,Sergey Ignashevich,7,13,31,0,7.00,7.00
271,Manchester United,,Guillermo Varela,7,2,1,0,7.00,7.00
272,Barcelona,,Thomas Vermaelen,7,7,10,0,7.00,7.00
273,Valencia,,Pablo Piatti,7,2,1,0,6.98,6.98
274,PSV Eindhoven,,Luuk de Jong,7,6,5,0,6.93,6.93
275,Juventus,,Hernanes,7,7,7,0,6.90,6.90
276,Real Madrid,,Jesé Rodríguez,7,7,0,0,6.88,6.88
277,Manchester City,,Sergio Agüero,7,3,0,0,6.88,6.88
278,Sevilla,,Steven​ N'Zonzi,7,4,6,0,6.84,6.84
279,Olympiacos FC,,Kostas Fortounis,7,2,0,0,6.80,6.80
280,FC Bayern München,,Juan Bernat,7,6,15,0,6.80,6.80
281,Arsenal,,Mathieu Debuchy,7,10,5,0,6.77,6.77
282,Arsenal,,Aaron Ramsey,7,2,4,0,6.76,6.76
283,Atlético Madrid,,Guilherme Siqueira,7,3,7,0,6.70,6.70
284,Olympiacos FC,,Sebá,7,6,0,0,6.68,6.68
285,Valencia,,João Cancelo,7,17,12,0,6.68,6.68
286,Atlético Madrid,,Fernando Torres,7,1,10,0,6.65,6.65
287,Arsenal,,Alex Oxlade-Chamberlain,7,5,5,0,6.63,6.63
288,GNK Dinamo Zagreb,,Domagoj Antolić,7,7,2,0,6.62,6.62
289,GNK Dinamo Zagreb,,Ivo Pinto,7,7,10,0,6.60,6.60
290,CSKA Moscow,,Georgi Milanov,7,4,1,0,6.58,6.58
291,Olympiacos FC,,Leandro Salino,7,7,5,0,6.53,6.53
292,KAA Gent,,Brecht Dejaegere,7,0,2,0,6.50,6.50
293,BATE Borisov,,Mikhail Gordejchuk,7,3,2,0,6.38,6.38
294,Olympiacos FC,,Omar Elabdellaoui,7,9,20,0,6.35,6.35
295,Zenit St. Petersburg,,Hulk,6,2,0,0,7.61,7.61
296,Barcelona,,Luis Suárez,6,3,3,0,7.59,7.59
297,Barcelona,,Adriano,6,7,4,0,7.43,7.43
298,FC Bayern München,,Arjen Robben,6,2,1,0,7.40,7.40
299,Manchester United,,Daley Blind,6,10,15,0,7.22,7.22
300,KAA Gent,,Danijel Miličević,6,7,1,0,7.20,7.20
301,Real Madrid,,James Rodríguez,6,2,0,0,7.18,7.18
302,Barcelona,,Marc Bartra,6,7,15,0,7.08,7.08
303,Real Madrid,,Nacho Fernández,6,9,7,0,7.04,7.04
304,Chelsea,,Gary Cahill,6,11,21,0,7.02,7.02
305,FC Bayern München,,Javi Martínez,6,16,14,0,7.01,7.01
306,FC Porto,,Maicon,6,6,13,0,6.97,6.97
307,Chelsea,,Diego Costa,6,4,5,0,6.96,6.96
308,Malmö FF,,Markus Rosenberg,6,2,9,0,6.92,6.92
309,Astana,,Marin Aničić,6,12,27,0,6.92,6.92
310,Zenit St. Petersburg,,Ezequiel Garay,6,17,29,0,6.92,6.92
311,Arsenal,,Per Mertesacker,6,14,21,0,6.92,6.92
312,Dynamo Kyiv,,Andriy Yarmolenko,6,6,2,0,6.89,6.89
313,PSV Eindhoven,,Jürgen Locadia,6,6,13,0,6.86,6.86
314,Shakhtar Donetsk,,Darijo Srna,6,6,9,0,6.84,6.84
315,Olympiacos FC,,Dimitrios Siovas,6,15,35,0,6.78,6.78
316,Dynamo Kyiv,,Oleh Husiev,6,4,0,0,6.67,6.67
317,Roma,,Juan Iturbe,6,2,0,0,6.64,6.64
318,GNK Dinamo Zagreb,,Alexandru Mățel,6,19,21,0,6.58,6.58
319,GNK Dinamo Zagreb,,Leonardo Sigali,6,8,22,1,6.58,6.58
320,Astana,,Branko Ilić,6,20,7,0,6.53,6.53
321,Valencia,,André Gomes,6,1,1,0,6.48,6.48
322,BATE Borisov,,Maksim Volodjko,6,4,3,0,6.45,6.45
323,Astana,,Aleksey Shchetkin,6,1,2,0,6.43,6.43
324,BATE Borisov,,Dmitri Mozolevski,6,3,0,0,6.38,6.38
325,Maccabi Tel Aviv,,Nosa Igiebor,6,8,1,0,6.35,6.35
326,Malmö FF,,Anton Tinnerholm,6,13,18,0,6.33,6.33
327,Astana,,Yeldos Akhmetov,6,4,3,0,6.30,6.30
328,BATE Borisov,,Igor Stasevich,6,7,3,0,6.28,6.28
329,Arsenal,,Mathieu Flamini,6,10,3,0,6.25,6.25
330,Barcelona,,Lionel Messi,5,1,0,0,8.17,8.17
331,Paris Saint-Germain,,Layvin Kurzawa,5,2,0,0,7.60,7.60
332,FC Porto,,Vincent Aboubakar,5,3,1,0,7.58,7.58
333,Real Madrid,,Álvaro Arbeloa,5,6,5,0,7.45,7.45
334,FC Porto,,Yacine Brahimi,5,3,0,0,7.44,7.44
335,Sevilla,,Éver Banega,5,0,0,0,7.30,7.30
336,Juventus,,Leonardo Bonucci,5,20,42,0,7.20,7.20
337,Paris Saint-Germain,,Lucas Moura,5,6,1,0,7.17,7.17
338,Galatasaray,,Wesley Sneijder,5,9,4,0,7.15,7.15
339,Arsenal,,Olivier Giroud,5,2,7,0,7.04,7.04
340,Manchester City,,David Silva,5,3,2,0,7.00,7.00
341,Galatasaray,,Jem Karacan,5,3,3,0,7.00,7.00
342,VfL Wolfsburg,,Robin Knoche,5,5,6,0,7.00,7.00
343,CSKA Moscow,,Kirill Nababkin,5,12,5,0,7.00,7.00
344,Juventus,,Claudio Marchisio,5,19,6,0,6.96,6.96
345,FC Bayern München,,Rafinha,5,5,3,0,6.93,6.93
346,Shakhtar Donetsk,,Taison,5,2,3,0,6.92,6.92
347,Chelsea,,Kenedy,5,6,1,0,6.90,6.90
348,Chelsea,,John Terry,5,6,11,0,6.90,6.90
349,Manchester United,,Bastian Schweinsteiger,5,3,3,0,6.88,6.88
350,Sevilla,,Yevhen Konoplyanka,5,6,0,0,6.87,6.87
351,Manchester City,,Aleksandar Kolarov,5,13,12,0,6.86,6.86
352,FC Porto,,Jesús Corona,5,2,1,0,6.80,6.80
353,Olympique Lyonnais,,Rachid Ghezzal,5,1,2,0,6.80,6.80
354,Zenit St. Petersburg,,Aleksandr Ryazantsev,5,2,1,0,6.77,6.77
355,Olympiacos FC,,Esteban Cambiasso,5,7,6,0,6.73,6.73
356,CSKA Moscow,,Ahmed Musa,5,10,2,0,6.73,6.73
357,Olympique Lyonnais,,Jordan Ferri,5,2,0,0,6.72,6.72
358,Olympique Lyonnais,,Henri Bedimo,5,7,4,0,6.70,6.70
359,Galatasaray,,Sabri Sarioğlu,5,15,5,0,6.70,6.70
360,Arsenal,,Gabriel Paulista,5,19,10,0,6.65,6.65
361,Olympiacos FC,,Manuel Da Costa,5,13,13,0,6.60,6.60
362,Olympiacos FC,,Alberto Botía,5,5,18,0,6.57,6.57
363,Astana,,Nemanja Maksimović,5,5,6,0,6.56,6.56
364,GNK Dinamo Zagreb,,Arijan Ademi,5,3,4,0,6.55,6.55
365,Zenit St. Petersburg,,Igor Smolnikov,5,4,4,0,6.54,6.54
366,Chelsea,,John Obi Mikel,5,4,1,0,6.53,6.53
367,Maccabi Tel Aviv,,Nikola Mitrović,5,0,3,0,6.50,6.50
368,Bayer 04 Leverkusen,,Ömer Toprak,5,7,4,0,6.47,6.47
369,Maccabi Tel Aviv,,Tal Ben Haim,5,10,6,0,6.47,6.47
370,Roma,,William Vainqueur,5,4,1,0,6.45,6.45
371,Chelsea,,Pedro,5,1,2,0,6.45,6.45
372,FC Porto,,Héctor Herrera,5,1,1,0,6.45,6.45
373,Galatasaray,,Olcan Adın,5,7,7,0,6.40,6.40
374,BATE Borisov,,Alexander Hleb,5,3,3,0,6.38,6.38
375,Sevilla,,Mariano,5,1,1,0,6.38,6.38
376,Maccabi Tel Aviv,,Tal Ben Haim,5,15,34,0,6.36,6.36
377,BATE Borisov,,Aleksandr Karnitskiy,5,3,2,0,6.28,6.28
378,BATE Borisov,,Vitali Gayduchik,5,8,5,0,6.25,6.25
379,Real Madrid,,Cristiano Ronaldo,4,3,7,0,8.11,8.11
380,Paris Saint-Germain,,Ángel Di María,4,4,0,0,7.58,7.58
381,Borussia M'gladbach,,Raffael,4,4,1,0,7.28,7.28
382,Atlético Madrid,,Ángel Correa,4,1,0,0,7.23,7.23
