#,Time,Time,Nome,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Notas Sofascore,Nota Sofascore
99,Borussia Dortmund,,Julian Weigl,13,6,6,0,6.92,6.92
100,FC Porto,,Yacine Brahimi,13,5,1,0,6.90,6.90
101,FC Spartak Moscow,,Mario Pašalić,13,7,2,0,6.85,6.85
102,Feyenoord,,Jean-Paul Boëtius,13,5,1,0,6.80,6.80
103,Qarabağ,,Michel,13,9,11,0,6.75,6.75
104,Beşiktaş,,Gökhan Gönül,13,14,6,0,6.75,6.75
105,Chelsea,,Marcos Alonso,13,12,9,0,6.74,6.74
106,Celtic,,Scott Brown,13,12,9,0,6.73,6.73
107,NK Maribor,,Blaž Vrhovec,13,5,13,0,6.66,6.66
108,Qarabağ,,Mahir Emreli,13,2,3,0,6.64,6.64
109,Shakhtar Donetsk,,Bogdan Butko,13,10,35,0,6.59,6.59
110,CSKA Moscow,,Aleksandr Golovin,13,10,2,0,6.53,6.53
111,FC Bayern München,,Joshua Kimmich,12,11,10,0,7.59,7.59
112,RB Leipzig,,Stefan Ilsanker,12,6,16,0,7.20,7.20
113,Barcelona,,Samuel Umtiti,12,20,20,0,7.19,7.19
114,Real Madrid,,Raphaël Varane,12,14,66,0,7.15,7.15
115,Basel,,Michael Lang,12,14,13,0,7.10,7.10
116,FC Porto,,Alex Telles,12,19,14,0,7.07,7.07
117,Sporting,,Sebastián Coates,12,14,19,0,7.06,7.06
118,Barcelona,,Gerard Piqué,12,6,37,0,7.02,7.02
119,Manchester City,,Danilo,12,7,13,0,7.02,7.02
120,Barcelona,,Jordi Alba,12,10,13,0,6.99,6.99
121,Basel,,Dimitri Oberlin,12,4,6,0,6.98,6.98
122,Sevilla,,Simon Kjær,12,12,32,0,6.97,6.97
123,Paris Saint-Germain,,Adrien Rabiot,12,12,13,1,6.90,6.90
124,Chelsea,,Tiemoué Bakayoko,12,7,2,0,6.88,6.88
125,APOEL Nicosia,,Jesús Rueda,12,10,39,2,6.82,6.82
126,Olympiacos FC,,Leonardo Koutris,12,8,18,1,6.80,6.80
127,Roma,,Alessandro Florenzi,12,17,10,0,6.72,6.72
128,Feyenoord,,Sofyan Amrabat,12,9,3,1,6.70,6.70
129,Qarabağ,,Richard Almeida,12,4,4,0,6.62,6.62
130,FC Porto,,Jesús Corona,12,7,0,0,6.55,6.55
131,NK Maribor,,Martin Milec,12,13,19,0,6.52,6.52
132,NK Maribor,,Mitja Viler,12,4,31,1,6.48,6.48
133,Paris Saint-Germain,,Neymar,11,1,0,0,8.73,8.73
134,Tottenham Hotspur,,Dele Alli,11,1,1,0,7.46,7.46
135,Barcelona,,Andrés Iniesta,11,8,3,0,7.31,7.31
136,FC Spartak Moscow,,Ilya Kutepov,11,13,14,0,7.27,7.27
137,FC Porto,,Felipe,11,22,38,0,7.14,7.14
138,Sevilla,,Steven​ N'Zonzi,11,12,15,0,7.00,7.00
139,Celtic,,Kieran Tierney,11,16,16,0,6.93,6.93
140,Sevilla,,Pablo Sarabia,11,9,5,0,6.90,6.90
141,Liverpool,,Andrew Robertson,11,5,25,0,6.88,6.88
142,Shakhtar Donetsk,,Bernard,11,14,4,0,6.88,6.88
143,Sporting,,William Carvalho,11,5,4,0,6.86,6.86
144,Juventus,,Sami Khedira,11,4,10,0,6.84,6.84
145,Celtic,,Nir Bitton,11,5,7,0,6.83,6.83
146,Barcelona,,Paulinho,11,5,5,0,6.73,6.73
147,APOEL Nicosia,,Nuno Morais,11,5,13,0,6.68,6.68
148,APOEL Nicosia,,Roberto Lago,11,10,13,0,6.38,6.38
149,Feyenoord,,Steven Berghuis,10,4,1,0,7.35,7.35
150,Juventus,,Gonzalo Higuaín,10,4,7,0,7.34,7.34
151,Manchester City,,Bernardo Silva,10,5,1,0,7.21,7.21
152,Atlético Madrid,,Juanfran,10,5,3,0,7.17,7.17
153,Juventus,,Miralem Pjanić,10,8,8,0,7.16,7.16
154,FC Bayern München,,Thomas Müller,10,4,4,0,7.16,7.16
155,Manchester United,,Henrikh Mkhitaryan,10,3,1,0,7.10,7.10
156,Manchester United,,Chris Smalling,10,3,27,0,7.08,7.08
157,RB Leipzig,,Diego Demme,10,6,6,0,7.00,7.00
158,Liverpool,,Joe Gomez,10,12,13,0,7.00,7.00
159,Roma,,Bruno Peres,10,11,9,0,6.98,6.98
160,Napoli,,Kalidou Koulibaly,10,9,18,0,6.98,6.98
161,FC Bayern München,,Sebastian Rudy,10,6,3,0,6.96,6.96
162,Olympiacos FC,,Vadis Odjidja-Ofoe,10,4,3,0,6.95,6.95
163,Qarabağ,,Jakub Rzeźniczak,10,15,19,0,6.94,6.94
164,Feyenoord,,Ridgeciano Haps,10,13,9,0,6.93,6.93
165,NK Maribor,,Damjan Bohar,10,6,9,1,6.92,6.92
166,Sevilla,,Franco Vázquez,10,1,5,0,6.90,6.90
167,Beşiktaş,,Oğuzhan Özyakup,10,9,4,0,6.88,6.88
168,Basel,,Marek Suchý,10,26,39,1,6.81,6.81
169,Manchester City,,Fabian Delph,10,8,10,0,6.80,6.80
170,RB Leipzig,,Willi Orbán,10,7,30,0,6.77,6.77
171,Tottenham Hotspur,,Mousa Dembélé,10,6,1,0,6.73,6.73
172,AS Monaco,,Kamil Glik,10,4,31,0,6.67,6.67
173,Basel,,Serey Dié,10,7,0,0,6.58,6.58
174,Olympiacos FC,,Mehdi Carcela-González,10,3,0,0,6.48,6.48
175,Benfica,,Douglas,10,5,1,0,6.47,6.47
176,Qarabağ,,Qara Qarayev,10,8,9,0,6.47,6.47
177,Barcelona,,Lionel Messi,9,3,0,0,7.88,7.88
178,FC Bayern München,,Corentin Tolisso,9,3,4,0,7.54,7.54
179,Paris Saint-Germain,,Layvin Kurzawa,9,5,12,0,7.37,7.37
180,Tottenham Hotspur,,Danny Rose,9,3,3,0,7.17,7.17
181,Atlético Madrid,,Thomas Partey,9,6,6,0,7.13,7.13
182,Basel,,Luca Zuffi,9,10,4,0,7.11,7.11
183,FC Spartak Moscow,,Dmitry Kombarov,9,8,6,0,7.10,7.10
184,Atlético Madrid,,Diego Godín,9,8,10,0,7.08,7.08
185,Manchester City,,Gabriel Jesus,9,7,3,0,7.03,7.03
186,AS Monaco,,Youri Tielemans,9,4,3,0,7.03,7.03
187,CSKA Moscow,,Bibars Natcho,9,6,3,0,7.03,7.03
188,Paris Saint-Germain,,Marquinhos,9,10,40,0,7.01,7.01
189,Shakhtar Donetsk,,Marlos Romero,9,2,1,0,7.00,7.00
190,Basel,,Raoul Petretta,9,8,7,0,7.00,7.00
191,Atlético Madrid,,José María Giménez,9,6,18,0,6.98,6.98
192,Shakhtar Donetsk,,Yaroslav Rakitskyi,9,13,25,0,6.96,6.96
193,Feyenoord,,Bart Nieuwkoop,9,16,12,0,6.93,6.93
194,Tottenham Hotspur,,Moussa Sissoko,9,4,7,0,6.90,6.90
195,Benfica,,Pizzi,9,2,2,1,6.88,6.88
196,Benfica,,Eduardo Salvio,9,8,3,0,6.86,6.86
197,Borussia Dortmund,,Mario Götze,9,2,0,0,6.84,6.84
198,Roma,,Gerson,9,2,0,0,6.80,6.80
199,FC Porto,,Iván Marcano,9,9,41,1,6.79,6.79
200,Sporting,,Jonathan Silva,9,2,5,0,6.70,6.70
201,Chelsea,,Victor Moses,9,2,7,0,6.65,6.65
202,Beşiktaş,,Necip Uysal,9,4,7,0,6.65,6.65
203,Manchester United,,Jesse Lingard,9,0,0,0,6.58,6.58
204,Roma,,Maxime Gonalons,9,7,3,2,6.57,6.57
205,Feyenoord,,Karim El Ahmadi,9,3,3,0,6.55,6.55
206,RB Leipzig,,Lukas Klostermann,9,7,11,0,6.45,6.45
207,NK Maribor,,Gregor Bajde,9,3,4,0,6.40,6.40
208,RSC Anderlecht,,Leander Dendoncker,9,15,4,1,6.38,6.38
209,Celtic,,Patrick Roberts,9,1,2,0,6.37,6.37
210,APOEL Nicosia,,Efstathios Aloneftis,9,10,6,0,6.30,6.30
211,Barcelona,,Lucas Digne,8,6,6,0,7.40,7.40
212,Juventus,,Mario Mandžukić,8,4,7,0,7.20,7.20
213,Manchester United,,Matteo Darmian,8,5,5,0,7.07,7.07
214,Napoli,,Raúl Albiol,8,6,16,1,7.06,7.06
215,Basel,,Manuel Akanji,8,13,31,0,7.03,7.03
216,Manchester United,,Paul Pogba,8,3,2,0,7.02,7.02
217,Beşiktaş,,Ricardo Quaresma,8,3,1,0,7.00,7.00
218,CSKA Moscow,,Pontus Wernbloom,8,10,10,0,6.92,6.92
219,Qarabağ,,Elvin Yunuszade,8,2,13,0,6.90,6.90
220,FC Spartak Moscow,,Luiz Adriano,8,1,16,0,6.88,6.88
221,Manchester United,,Eric Bailly,8,2,9,0,6.87,6.87
222,Feyenoord,,Jeremiah St. Juste,8,8,14,0,6.86,6.86
223,Manchester City,,Kyle Walker,8,11,16,1,6.86,6.86
224,RB Leipzig,,Marcel Sabitzer,8,2,4,0,6.84,6.84
225,Sporting,,Cristiano Piccini,8,8,11,0,6.76,6.76
226,Tottenham Hotspur,,Ben Davies,8,6,23,0,6.74,6.74
227,RSC Anderlecht,,Pieter Gerkens,8,3,0,0,6.70,6.70
228,FC Spartak Moscow,,Georgiy Dzhikiya,8,10,30,0,6.68,6.68
229,Napoli,,Marek Hamšík,8,5,4,0,6.62,6.62
230,Tottenham Hotspur,,Serge Aurier,8,17,11,0,6.60,6.60
231,Olympiacos FC,,Guillaume Gillet,8,5,3,0,6.60,6.60
232,Qarabağ,,Wilde-Donald Guerrier,8,4,9,0,6.58,6.58
233,RSC Anderlecht,,Alexandru Chipciu,8,6,1,0,6.55,6.55
234,Napoli,,Christian Maggio,8,2,4,0,6.55,6.55
235,CSKA Moscow,,Konstantin Kuchaev,8,4,2,0,6.54,6.54
236,Barcelona,,André Gomes,8,2,0,0,6.53,6.53
237,Borussia Dortmund,,Jeremy Toljan,8,4,8,0,6.53,6.53
238,APOEL Nicosia,,Praxitelis Vouros,8,24,19,0,6.52,6.52
239,Napoli,,Allan,8,3,1,0,6.43,6.43
240,Sporting,,Gelson Martins,8,4,3,0,6.42,6.42
241,Feyenoord,,Tonny Vilhena,8,8,8,1,6.23,6.23
242,Napoli,,Jorginho,7,3,0,0,7.60,7.60
243,Manchester United,,Antonio Valencia,7,6,14,0,7.25,7.25
244,Olympiacos FC,,Panagiotis Tachtsidis,7,6,4,0,7.13,7.13
245,FC Bayern München,,Robert Lewandowski,7,2,2,0,7.11,7.11
246,Tottenham Hotspur,,Heung-min Son,7,0,2,0,7.07,7.07
247,Chelsea,,Pedro,7,9,1,0,7.03,7.03
248,Qarabağ,,Ansi Agolli,7,6,14,0,7.00,7.00
249,Atlético Madrid,,Gabi,7,2,3,0,7.00,7.00
250,FC Bayern München,,David Alaba,7,7,7,1,6.97,6.97
251,Liverpool,,Alex Oxlade-Chamberlain,7,3,2,0,6.95,6.95
252,Basel,,Renato Steffen,7,6,3,0,6.92,6.92
253,Juventus,,Mattia De Sciglio,7,1,14,0,6.92,6.92
254,Manchester United,,Juan Mata,7,6,0,0,6.90,6.90
255,FC Spartak Moscow,,Serdar Taşçı,7,8,15,0,6.90,6.90
256,Olympiacos FC,,Diogo Figueiras,7,13,11,0,6.88,6.88
257,Paris Saint-Germain,,Thiago Motta,7,2,5,0,6.88,6.88
258,FC Bayern München,,Niklas Süle,7,11,14,0,6.86,6.86
259,Manchester City,,Leroy Sané,7,3,1,0,6.86,6.86
260,APOEL Nicosia,,Carlão,7,16,16,0,6.84,6.84
261,Tottenham Hotspur,,Davinson Sánchez,7,16,27,0,6.84,6.84
262,Chelsea,,David Luiz,7,7,5,0,6.78,6.78
263,Juventus,,Stefano Sturaro,7,0,4,0,6.76,6.76
264,Sporting,,Marcos Acuña,7,8,3,0,6.74,6.74
265,FC Spartak Moscow,,Fernando,7,12,8,0,6.73,6.73
266,Juventus,,Blaise Matuidi,7,9,3,0,6.70,6.70
267,Basel,,Blás Riveros,7,5,8,0,6.68,6.68
268,AS Monaco,,Adama Diakhaby,7,2,2,0,6.68,6.68
269,Real Madrid,,Mateo Kovačić,7,5,2,0,6.67,6.67
270,Chelsea,,Antonio Rüdiger,7,6,8,1,6.67,6.67
271,NK Maribor,,Marko Šuler,7,10,26,1,6.62,6.62
272,AS Monaco,,Almamy Touré,7,3,8,0,6.60,6.60
273,Benfica,,Alejandro Grimaldo,7,5,2,0,6.58,6.58
274,Benfica,,Ljubomir Fejsa,7,6,3,0,6.58,6.58
275,APOEL Nicosia,,Agustín Farías,7,2,3,0,6.58,6.58
276,NK Maribor,,Aleks Pihler,7,3,10,0,6.53,6.53
277,Beşiktaş,,Caner Erkin,7,21,10,0,6.50,6.50
278,APOEL Nicosia,,Vinicius,7,7,9,0,6.35,6.35
279,Liverpool,,Mohamed Salah,6,5,3,0,7.86,7.86
280,FC Bayern München,,Kingsley Coman,6,1,0,0,7.56,7.56
281,Roma,,Edin Džeko,6,0,9,1,7.42,7.42
282,Manchester United,,Romelu Lukaku,6,0,4,0,7.39,7.39
283,Atlético Madrid,,Antoine Griezmann,6,2,2,0,7.38,7.38
284,Manchester United,,Ashley Young,6,9,8,0,7.25,7.25
285,Sevilla,,Nicolás Pareja,6,6,8,0,7.25,7.25
286,Borussia Dortmund,,Andriy Yarmolenko,6,2,2,0,7.24,7.24
287,Tottenham Hotspur,,Toby Alderweireld,6,2,19,0,7.10,7.10
288,Paris Saint-Germain,,Yuri Berchiche,6,2,4,0,7.10,7.10
289,Qarabağ,,Afran Ismayilov,6,1,0,0,7.10,7.10
290,Napoli,,José Callejón,6,4,4,0,7.08,7.08
291,RB Leipzig,,Kevin Kampl,6,9,8,0,7.08,7.08
292,Benfica,,Lisandro López,6,4,8,0,7.05,7.05
293,Tottenham Hotspur,,Harry Winks,6,7,5,0,7.04,7.04
294,Shakhtar Donetsk,,Taison,6,4,3,0,6.99,6.99
295,CSKA Moscow,,Aleksei Berezutskiy,6,5,22,0,6.97,6.97
296,Shakhtar Donetsk,,Facundo Ferreyra,6,1,4,0,6.95,6.95
297,Manchester City,,Yaya Touré,6,1,5,0,6.90,6.90
298,Atlético Madrid,,Koke,6,2,0,0,6.88,6.88
299,FC Porto,,Óliver Torres,6,0,4,0,6.83,6.83
300,Juventus,,Douglas Costa,6,8,1,0,6.83,6.83
301,Benfica,,Jardel,6,10,10,0,6.83,6.83
302,NK Maribor,,Jean Claude Billong,6,6,34,0,6.78,6.78
303,FC Spartak Moscow,,Salvatore Bocchetti,6,14,14,0,6.77,6.77
304,Celtic,,Dedryck Boyata,6,12,34,1,6.76,6.76
305,Feyenoord,,Renato Tapia,6,6,10,1,6.75,6.75
306,Sporting,,Jérémy Mathieu,6,6,19,0,6.74,6.74
307,Paris Saint-Germain,,Julian Draxler,6,6,1,0,6.73,6.73
308,FC Spartak Moscow,,Denis Glushakov,6,4,3,0,6.70,6.70
309,Borussia Dortmund,,Gonzalo Castro,6,2,0,0,6.70,6.70
310,Borussia Dortmund,,Christian Pulišić,6,2,0,0,6.68,6.68
311,Beşiktaş,,Gary Medel,6,6,21,0,6.68,6.68
312,Feyenoord,,Kevin Diks,6,5,4,1,6.67,6.67
313,Juventus,,Rodrigo Bentancur,6,9,5,0,6.66,6.66
314,CSKA Moscow,,Georgi Schennikov,6,12,10,0,6.64,6.64
315,CSKA Moscow,,Viktor Vasin,6,6,36,0,6.63,6.63
316,Celtic,,Callum McGregor,6,6,0,0,6.63,6.63
317,Celtic,,Stuart Armstrong,6,5,1,0,6.55,6.55
318,Benfica,,André Almeida,6,4,2,0,6.55,6.55
319,FC Porto,,André André,6,2,3,0,6.55,6.55
320,AS Monaco,,Djibril Sidibé,6,5,5,0,6.53,6.53
321,Benfica,,Luisão,6,8,17,0,6.50,6.50
322,Celtic,,Tom Rogić,6,3,0,0,6.50,6.50
323,Qarabağ,,Pedro Henrique,6,1,4,0,6.43,6.43
324,AS Monaco,,Jemerson,6,13,30,1,6.35,6.35
325,RSC Anderlecht,,Sven Kums,6,6,2,0,5.96,5.96
326,Real Madrid,,Cristiano Ronaldo,5,3,10,0,8.11,8.11
327,Tottenham Hotspur,,Christian Eriksen,5,4,1,0,7.32,7.32
328,Chelsea,,Willian,5,1,0,0,7.28,7.28
329,Manchester United,,Victor Lindelöf,5,7,15,0,7.26,7.26
330,Real Madrid,,Karim Benzema,5,1,8,0,7.24,7.24
331,AS Monaco,,Radamel Falcao,5,2,4,0,7.24,7.24
332,CSKA Moscow,,Vitinho,5,3,7,0,7.18,7.18
333,Paris Saint-Germain,,Thiago Silva,5,4,29,0,7.10,7.10
334,FC Bayern München,,Arjen Robben,5,1,1,0,7.06,7.06
335,Atlético Madrid,,Nicolás Gaitán,5,5,0,0,7.03,7.03
336,Borussia Dortmund,,Marcel Schmelzer,5,11,9,0,6.98,6.98
337,Olympiacos FC,,Saša Zdjelar,5,9,3,0,6.97,6.97
338,RB Leipzig,,Emil Forsberg,5,1,1,0,6.94,6.94
339,Olympiacos FC,,Sebá,5,1,3,0,6.90,6.90
340,Liverpool,,Virgil van Dijk,5,10,41,0,6.90,6.90
341,Napoli,,Amadou Diawara,5,7,3,0,6.88,6.88
342,CSKA Moscow,,Sergey Ignashevich,5,11,14,0,6.88,6.88
343,Beşiktaş,,Anderson Talisca,5,5,5,0,6.86,6.86
344,Qarabağ,,Bədavi Huseynov,5,8,13,0,6.83,6.83
345,FC Porto,,Diego Reyes,5,4,12,0,6.83,6.83
346,NK Maribor,,Marcos Tavares,5,1,3,0,6.82,6.82
347,Sporting,,Stefan Ristovski,5,6,5,0,6.77,6.77
348,RSC Anderlecht,,Kara Mbodj,5,5,20,0,6.76,6.76
349,Borussia Dortmund,,Mahmoud Dahoud,5,2,2,0,6.73,6.73
350,Chelsea,,Andreas Christensen,5,8,21,1,6.73,6.73
351,Chelsea,,Gary Cahill,5,6,15,0,6.73,6.73
352,Napoli,,Faouzi Ghoulam,5,5,3,0,6.70,6.70
353,Barcelona,,Aleix Vidal,5,5,1,0,6.70,6.70
354,Feyenoord,,Sven van Beek,5,4,13,0,6.68,6.68
355,Roma,,Lorenzo Pellegrini,5,4,2,0,6.66,6.66
356,Paris Saint-Germain,,Giovani Lo Celso,5,1,2,0,6.60,6.60
357,Feyenoord,,Jens Toornstra,5,7,3,0,6.58,6.58
358,FC Spartak Moscow,,Ivelin Popov,5,1,1,0,6.56,6.56
359,FC Porto,,Moussa Marega,5,5,3,0,6.48,6.48
360,AS Monaco,,Rony Lopes,5,3,1,0,6.46,6.46
361,APOEL Nicosia,,Lorenzo Ebecilio,5,2,3,0,6.28,6.28
362,Tottenham Hotspur,,Kieran Trippier,4,2,7,0,7.67,7.67
363,Napoli,,Dries Mertens,4,3,2,0,7.42,7.42
364,Manchester City,,Raheem Sterling,4,5,0,0,7.25,7.25
365,FC Porto,,Miguel Layún,4,2,6,0,7.25,7.25
366,APOEL Nicosia,,Giorgos Merkis,4,3,18,0,7.25,7.25
367,Juventus,,Paulo Dybala,4,0,1,0,7.23,7.23
368,Manchester United,,Alexis Sánchez,4,2,0,0,7.20,7.20
369,Manchester United,,Marcus Rashford,4,1,0,0,7.11,7.11
370,RB Leipzig,,Timo Werner,4,1,0,0,7.07,7.07
371,Benfica,,Andrija Živković,4,1,1,0,7.02,7.02
372,Juventus,,Federico Bernardeschi,4,0,2,0,7.00,7.00
373,Real Madrid,,Marco Asensio,4,3,5,0,6.99,6.99
374,FC Porto,,Maxi Pereira,4,5,5,0,6.93,6.93
375,Benfica,,Filipe Augusto,4,5,1,0,6.93,6.93
376,Borussia Dortmund,,Nuri Şahin,4,9,1,0,6.90,6.90
377,Liverpool,,Joël Matip,4,8,11,0,6.88,6.88
378,Olympiacos FC,,Björn Engels,4,4,29,0,6.88,6.88
379,Borussia Dortmund,,Maximilian Philipp,4,0,1,0,6.83,6.83
380,Barcelona,,Luis Suárez,4,2,5,0,6.83,6.83
381,Sevilla,,Nolito,4,3,3,0,6.80,6.80
382,Beşiktaş,,Ryan Babel,4,7,2,0,6.79,6.79
383,Benfica,,Rúben Dias,4,1,12,0,6.75,6.75
384,FC Bayern München,,Franck Ribéry,4,4,2,0,6.73,6.73
385,Sporting,,Fábio Coentrão,4,6,8,0,6.73,6.73
386,Juventus,,Medhi Benatia,4,21,34,0,6.73,6.73
387,Celtic,,James Forrest,4,2,4,0,6.72,6.72
388,AS Monaco,,Terence Kongolo,4,1,7,0,6.70,6.70
389,Qarabağ,,Dino Ndlovu,4,2,3,0,6.68,6.68
390,CSKA Moscow,,Vasily Berezutskiy,4,9,35,1,6.66,6.66
391,Roma,,Cengiz Ünder,4,2,2,0,6.62,6.62
392,Atlético Madrid,,Yannick Carrasco,4,3,0,0,6.62,6.62
393,Feyenoord,,Sam Larsson,4,5,0,0,6.60,6.60
394,Benfica,,Andreas Samaris,4,3,0,0,6.57,6.57
