#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
86,FC Bayern München,,Jérôme Boateng,1,0,1,1,100,7.30,7.30
87,Juventus,,Adrien Rabiot,1,0,3,7,14.29,7.29,7.29
88,Liverpool,,Curtis Jones,1,0,7,6,16.67,7.28,7.28
89,Borussia M'gladbach,,Oscar Wendt,1,0,0,2,50,7.27,7.27
90,Borussia M'gladbach,,Nico Elvedi,1,0,1,2,50,7.24,7.24
91,Borussia Dortmund,,Thorgan Hazard,1,0,2,12,8.33,7.23,7.23
92,Chelsea,,Emerson Palmieri,1,0,5,3,33.33,7.22,7.22
93,Borussia Dortmund,,Mahmoud Dahoud,1,1,9,12,8.33,7.22,7.22
94,Atlético Madrid,,José María Giménez,1,0,1,5,20,7.20,7.20
95,AFC Ajax,,Noussair Mazraoui,1,0,8,9,11.11,7.20,7.20
96,FC Bayern München,,Niklas Süle,1,1,9,5,20,7.17,7.17
97,Club Brugge KV,,Ruud Vormer,1,3,1,10,10,7.17,7.17
98,Real Madrid,,Casemiro,1,1,2,11,9.09,7.15,7.15
99,Manchester City,,João Cancelo,1,1,17,8,12.5,7.14,7.14
100,Real Madrid,,Luka Modrić,1,1,12,12,8.33,7.14,7.14
101,Başakşehir FK,,Edin Višća,1,1,9,18,5.56,7.14,7.14
102,Red Bull Salzburg,,Zlatko Junuzović,1,0,3,5,20,7.13,7.13
103,FK Krasnodar,,Rémy Cabella,1,1,10,5,20,7.13,7.13
104,Manchester United,,Daniel James,1,0,1,1,100,7.10,7.10
105,FC Bayern München,,Corentin Tolisso,1,1,1,6,16.67,7.10,7.10
106,FC Bayern München,,Lucas Hernández,1,0,13,9,11.11,7.09,7.09
107,Atlético Madrid,,Marcos Llorente,1,1,17,11,9.09,7.06,7.06
108,Lokomotiv Moscow,,Vitaliy Lisakovich,1,0,8,1,100,7.05,7.05
109,Paris Saint-Germain,,Ángel Di María,1,2,24,23,4.35,7.04,7.04
110,FC Porto,,Zaidu Sanusi,1,2,12,9,11.11,7.03,7.03
111,Borussia Dortmund,,Jude Bellingham,1,1,9,10,10,7.02,7.02
112,Chelsea,,Jorginho,1,1,5,3,33.33,7.02,7.02
113,RB Leipzig,,Yussuf Poulsen,1,1,10,6,16.67,7.01,7.01
114,FC Porto,,Otávio,1,0,7,4,25,7.01,7.01
115,Manchester United,,Mason Greenwood,1,1,5,10,10,7.00,7.00
116,Başakşehir FK,,Deniz Türüç,1,0,11,6,16.67,6.98,6.98
117,Atalanta,,Robin Gosens,1,1,3,7,14.29,6.97,6.97
118,RB Leipzig,,Amadou Haidara,1,1,4,7,14.29,6.97,6.97
119,Sevilla,,Munir El Haddadi,1,0,2,14,7.14,6.95,6.95
120,Zenit St. Petersburg,,Sebastián Driussi,1,1,6,10,10,6.94,6.94
121,Barcelona,,Gerard Piqué,1,0,0,1,100,6.93,6.93
122,Sevilla,,Jules Koundé,1,1,3,9,11.11,6.93,6.93
123,Ferencváros TC,,Myrto Uzuni,1,0,6,2,50,6.93,6.93
124,Atlético Madrid,,Yannick Carrasco,1,1,8,11,9.09,6.92,6.92
125,Real Madrid,,Ferland Mendy,1,0,19,6,16.67,6.92,6.92
126,Atlético Madrid,,Mario Hermoso,1,1,2,2,50,6.92,6.92
127,Borussia Dortmund,,Marco Reus,1,1,5,13,7.69,6.91,6.91
128,Chelsea,,Kai Havertz,1,5,18,13,7.69,6.91,6.91
129,Inter,,Lautaro Martínez,1,3,5,19,5.26,6.90,6.90
130,FC Porto,,Mateus Uribe,1,0,6,8,12.5,6.90,6.90
131,AFC Ajax,,Ryan Gravenberch,1,0,13,6,16.67,6.90,6.90
132,Dynamo Kyiv,,Carlos De Pena,1,0,6,6,16.67,6.90,6.90
133,Ferencváros TC,,Tokmac Nguen,1,0,6,12,8.33,6.90,6.90
134,Borussia Dortmund,,Raphaël Guerreiro,1,1,7,6,16.67,6.90,6.90
135,Real Madrid,,Eden Hazard,1,1,12,5,20,6.88,6.88
136,Atalanta,,Josip Iličić,1,1,9,8,12.5,6.87,6.87
137,Zenit St. Petersburg,,Artem Dzyuba,1,1,1,5,20,6.86,6.86
138,Lazio,,Jean-Daniel Akpa Akpro,1,0,9,3,33.33,6.85,6.85
139,Manchester City,,Bernardo Silva,1,2,13,10,10,6.85,6.85
140,Barcelona,,Pedri,1,1,9,5,20,6.84,6.84
141,RB Leipzig,,Nordi Mukiele,1,0,3,4,25,6.84,6.84
142,Ferencváros TC,,Igor Kharatin,1,0,1,3,33.33,6.82,6.82
143,FK Krasnodar,,Cristian Ramírez,1,0,10,7,14.29,6.82,6.82
144,Chelsea,,Tammy Abraham,1,2,2,7,14.29,6.80,6.80
145,AFC Ajax,,Lassina Traoré,1,2,1,6,16.67,6.80,6.80
146,Stade Rennais,,Georginio Rutter,1,2,1,4,25,6.80,6.80
147,Atalanta,,Aleksei Miranchuk,1,0,2,1,100,6.80,6.80
148,Borussia Dortmund,,Łukasz Piszczek,1,0,1,2,50,6.80,6.80
149,Inter,,Matteo Darmian,1,1,0,5,20,6.80,6.80
150,Juventus,,Weston McKennie,1,0,2,7,14.29,6.80,6.80
151,Chelsea,,Ben Chilwell,1,1,4,5,20,6.79,6.79
152,Shakhtar Donetsk,,Dentinho,1,0,2,1,100,6.78,6.78
153,Barcelona,,Sergiño Dest,1,0,10,5,20,6.77,6.77
154,Real Madrid,,Rodrygo,1,0,8,5,20,6.77,6.77
155,Shakhtar Donetsk,,Tetê,1,3,13,13,7.69,6.77,6.77
156,Inter,,Ivan Perišić,1,1,4,6,16.67,6.77,6.77
157,Lazio,,Felipe Caicedo,1,0,1,4,25,6.76,6.76
158,FC Midtjylland,,Awer Mabil,1,1,5,8,12.5,6.75,6.75
159,Dynamo Kyiv,,Denys Popov,1,0,1,1,100,6.75,6.75
160,FC Porto,,Fábio Vieira,1,0,2,2,50,6.73,6.73
161,FK Krasnodar,,Magomed Shapi Suleymanov,1,0,2,3,33.33,6.73,6.73
162,FK Krasnodar,,Wanderson,1,0,8,5,20,6.73,6.73
163,RB Leipzig,,Dani Olmo,1,1,10,11,9.09,6.73,6.73
164,Lokomotiv Moscow,,Éder,1,0,1,2,50,6.70,6.70
165,RB Leipzig,,Alexander Sørloth,1,1,0,4,25,6.70,6.70
166,Başakşehir FK,,Mehmet Topal,1,0,0,1,100,6.70,6.70
167,Juventus,,Paulo Dybala,1,1,2,8,12.5,6.70,6.70
168,FC Midtjylland,,Anders Dreyer,1,3,6,13,7.69,6.70,6.70
169,Club Brugge KV,,Emmanuel Dennis,1,0,5,5,20,6.68,6.68
170,Zenit St. Petersburg,,Aleksandr Erokhin,1,0,1,3,33.33,6.68,6.68
171,Manchester City,,Raheem Sterling,1,2,12,13,7.69,6.67,6.67
172,Red Bull Salzburg,,Karim Adeyemi,1,0,0,2,50,6.67,6.67
173,Borussia M'gladbach,,Jonas Hofmann,1,0,6,3,33.33,6.66,6.66
174,Başakşehir FK,,Demba Ba,1,2,1,9,11.11,6.65,6.65
175,Red Bull Salzburg,,Masaya Okugawa,1,0,0,2,50,6.65,6.65
176,RB Leipzig,,Emil Forsberg,1,4,1,15,6.67,6.60,6.60
177,Olympiacos FC,,Ahmed Hassan,1,1,1,2,50,6.60,6.60
178,FC Bayern München,,Jamal Musiala,1,0,5,2,50,6.60,6.60
179,Club Brugge KV,,Noa Lang,1,1,7,6,16.67,6.60,6.60
180,RB Leipzig,,Justin Kluivert,1,0,4,3,33.33,6.60,6.60
181,Borussia M'gladbach,,Breel Embolo,1,2,7,8,12.5,6.59,6.59
182,Olympiacos FC,,Mady Camara,1,0,4,4,25,6.58,6.58
183,Dynamo Kyiv,,Ruslan Neshcheret,0,0,0,0,0,9.70,9.70
184,Juventus,,Gianluigi Buffon,0,0,0,0,0,8.50,8.50
185,Juventus,,Juan Cuadrado,0,0,11,4,0,7.82,7.82
186,Liverpool,,Adrián,0,0,0,0,0,7.80,7.80
187,Liverpool,,Caoimhin Kelleher,0,0,0,0,0,7.65,7.65
188,Lazio,,Thomas Strakosha,0,0,0,0,0,7.60,7.60
189,Inter,,Aleksandar Kolarov,0,0,2,1,0,7.60,7.60
190,Real Madrid,,Toni Kroos,0,0,6,14,0,7.53,7.53
191,Sevilla,,Marcos Acuña,0,0,8,0,0,7.50,7.50
192,FC Midtjylland,,Daniel Høegh,0,0,0,1,0,7.50,7.50
193,FC Bayern München,,Manuel Neuer,0,0,0,0,0,7.44,7.44
194,Borussia M'gladbach,,Florian Neuhaus,0,0,10,10,0,7.43,7.43
195,Paris Saint-Germain,,Keylor Navas,0,0,0,0,0,7.37,7.37
196,FC Porto,,Diogo Leite,0,0,3,0,0,7.35,7.35
197,FK Krasnodar,,Matvey Safonov,0,0,2,0,0,7.35,7.35
198,Chelsea,,Edouard Mendy,0,0,0,0,0,7.35,7.35
199,Juventus,,Alex Sandro,0,0,6,2,0,7.34,7.34
200,Juventus,,Matthijs de Ligt,0,0,1,2,0,7.32,7.32
201,Lazio,,Francesco Acerbi,0,1,9,5,0,7.30,7.30
202,Manchester City,,Benjamin Mendy,0,0,1,1,0,7.30,7.30
203,Chelsea,,Faustino Anjorin,0,0,1,2,0,7.30,7.30
204,Liverpool,,Alisson,0,0,0,0,0,7.29,7.29
205,Real Madrid,,Éder Militão,0,0,4,1,0,7.28,7.28
206,Liverpool,,Joe Gomez,0,0,0,0,0,7.27,7.27
207,Liverpool,,Trent Alexander-Arnold,0,0,5,0,0,7.26,7.26
208,FC Porto,,Agustín Marchesín,0,0,0,0,0,7.26,7.26
209,Olympiacos FC,,Mathieu Valbuena,0,2,4,5,0,7.23,7.23
210,Atalanta,,Ruslan Malinovskyi,0,0,5,5,0,7.23,7.23
211,Borussia Dortmund,,Roman Bürki,0,0,0,0,0,7.23,7.23
212,Inter,,Marcelo Brozović,0,0,1,4,0,7.22,7.22
213,FC Porto,,Chancel Mbemba,0,0,8,0,0,7.21,7.21
214,Paris Saint-Germain,,Marco Verratti,0,0,17,3,0,7.20,7.20
215,Manchester United,,Luke Shaw,0,0,5,2,0,7.20,7.20
216,Manchester City,,Zack Steffen,0,0,0,0,0,7.20,7.20
217,Lazio,,Luis Alberto,0,1,10,6,0,7.20,7.20
218,Liverpool,,Fabinho,0,0,1,1,0,7.20,7.20
219,Borussia Dortmund,,Mats Hummels,0,0,1,4,0,7.20,7.20
220,Chelsea,,César Azpilicueta,0,1,3,3,0,7.20,7.20
221,Juventus,,Danilo,0,0,6,6,0,7.19,7.19
222,Manchester City,,Rúben Dias,0,0,1,3,0,7.17,7.17
223,Chelsea,,Kurt Zouma,0,0,1,2,0,7.16,7.16
224,Real Madrid,,Martin Ødegaard,0,0,1,2,0,7.15,7.15
225,Stade Rennais,,Gerzino Nyamsi,0,0,0,4,0,7.15,7.15
226,Shakhtar Donetsk,,Vitão,0,0,0,0,0,7.15,7.15
227,Shakhtar Donetsk,,Anatoliy Trubin,0,0,0,0,0,7.14,7.14
228,Lokomotiv Moscow,,Vedran Ćorluka,0,0,1,1,0,7.14,7.14
229,Liverpool,,Neco Williams,0,0,1,2,0,7.13,7.13
230,Chelsea,,Reece James,0,0,6,4,0,7.10,7.10
231,Chelsea,,Antonio Rüdiger,0,0,2,5,0,7.10,7.10
232,Dynamo Kyiv,,Artem Shabanov,0,0,2,1,0,7.10,7.10
233,Real Madrid,,Daniel Carvajal,0,0,1,0,0,7.10,7.10
234,Barcelona,,Sergi Roberto,0,1,2,1,0,7.10,7.10
235,Liverpool,,Nathaniel Phillips,0,0,0,2,0,7.10,7.10
236,Club Brugge KV,,Federico Ricca,0,0,0,0,0,7.10,7.10
237,Manchester City,,Kyle Walker,0,0,11,2,0,7.10,7.10
238,Stade Rennais,,Jérémy Doku,0,0,15,8,0,7.08,7.08
239,Manchester City,,John Stones,0,0,3,1,0,7.08,7.08
240,Liverpool,,Thiago Alcântara,0,0,4,2,0,7.08,7.08
241,Atlético Madrid,,Kieran Trippier,0,0,6,0,0,7.07,7.07
242,Sevilla,,Óscar Rodríguez,0,0,3,8,0,7.07,7.07
243,Stade Rennais,,Martin Terrier,0,0,3,2,0,7.07,7.07
244,Real Madrid,,Lucas Vázquez,0,2,9,9,0,7.06,7.06
245,Juventus,,Rodrigo Bentancur,0,0,7,5,0,7.06,7.06
246,Atalanta,,Joakim Mæhle,0,0,2,2,0,7.05,7.05
247,Club Brugge KV,,Brandon Mechele,0,0,0,0,0,7.05,7.05
248,FK Krasnodar,,Evgeniy Gorodov,0,0,0,0,0,7.05,7.05
249,Manchester City,,Rodri,0,0,8,6,0,7.05,7.05
250,Barcelona,,Frenkie de Jong,0,0,4,0,0,7.04,7.04
251,Atlético Madrid,,Héctor Herrera,0,0,6,5,0,7.04,7.04
252,Barcelona,,Carles Aleñá,0,0,2,3,0,7.03,7.03
253,Atalanta,,Pierluigi Gollini,0,0,0,0,0,7.03,7.03
254,Lokomotiv Moscow,,Guilherme Marinato,0,0,1,0,0,7.03,7.03
255,FC Bayern München,,Benjamin Pavard,0,1,2,6,0,7.03,7.03
256,Manchester City,,Aymeric Laporte,0,0,1,1,0,7.03,7.03
257,FC Midtjylland,,Evander,0,0,5,7,0,7.03,7.03
258,Manchester City,,Oleksandr Zinchenko,0,0,3,5,0,7.02,7.02
259,Lokomotiv Moscow,,Zé Luís,0,0,7,4,0,7.02,7.02
260,Lokomotiv Moscow,,Murilo,0,0,3,3,0,7.02,7.02
261,Red Bull Salzburg,,Sekou Koita,0,0,5,9,0,7.02,7.02
262,Real Madrid,,Federico Valverde,0,0,9,3,0,7.01,7.01
263,Barcelona,,Jordi Alba,0,0,4,1,0,7.00,7.00
264,Stade Rennais,,Benjamin Bourigeaud,0,0,1,7,0,7.00,7.00
265,FC Porto,,Diogo Costa,0,0,0,0,0,7.00,7.00
266,AFC Ajax,,Brian Brobbey,0,0,1,1,0,7.00,7.00
267,FC Midtjylland,,Manjrekar James,0,0,0,0,0,7.00,7.00
268,Manchester City,,Nathan Aké,0,0,0,1,0,7.00,7.00
269,Inter,,Christian Eriksen,0,0,1,6,0,7.00,7.00
270,Liverpool,,Ozan Kabak,0,0,3,1,0,7.00,7.00
271,Sevilla,,Bono,0,0,0,0,0,7.00,7.00
272,Club Brugge KV,,Krépin Diatta,0,0,11,5,0,7.00,7.00
273,FC Bayern München,,Alphonso Davies,0,0,18,2,0,7.00,7.00
274,Paris Saint-Germain,,Leandro Paredes,0,0,4,5,0,6.99,6.99
275,Sevilla,,Joan Jordán,0,1,4,7,0,6.99,6.99
276,Borussia Dortmund,,Thomas Meunier,0,1,6,2,0,6.98,6.98
277,Chelsea,,Mateo Kovačić,0,0,15,7,0,6.98,6.98
278,Stade Rennais,,Eduardo Camavinga,0,0,11,5,0,6.98,6.98
279,FC Midtjylland,,Jesper Hansen,0,0,0,0,0,6.98,6.98
280,Lokomotiv Moscow,,Slobodan Rajković,0,0,0,1,0,6.98,6.98
281,Chelsea,,Thiago Silva,0,0,1,3,0,6.98,6.98
282,Real Madrid,,Nacho Fernández,0,0,4,5,0,6.98,6.98
283,FC Bayern München,,David Alaba,0,1,0,10,0,6.97,6.97
284,Paris Saint-Germain,,Mauro Icardi,0,1,1,3,0,6.97,6.97
285,Inter,,Milan Škriniar,0,0,2,2,0,6.97,6.97
286,Zenit St. Petersburg,,Wendel,0,0,5,3,0,6.97,6.97
287,Barcelona,,Sergio Busquets,0,0,1,4,0,6.97,6.97
288,Inter,,Stefan de Vrij,0,0,2,2,0,6.97,6.97
289,Real Madrid,,Marcelo,0,0,1,1,0,6.95,6.95
290,Chelsea,,Marcos Alonso,0,0,2,2,0,6.95,6.95
291,Chelsea,,Billy Gilmour,0,0,2,2,0,6.95,6.95
292,Juventus,,Leonardo Bonucci,0,0,0,1,0,6.95,6.95
293,Olympique de Marseille,,Valentin Rongier,0,0,11,6,0,6.95,6.95
294,Atalanta,,Berat Djimsiti,0,0,1,4,0,6.95,6.95
295,Borussia Dortmund,,Manuel Akanji,0,0,1,3,0,6.94,6.94
296,RB Leipzig,,Dayot Upamecano,0,0,8,4,0,6.94,6.94
297,FK Krasnodar,,Yuriy Gazinskiy,0,0,2,2,0,6.94,6.94
298,Liverpool,,James Milner,0,0,2,5,0,6.93,6.93
299,Real Madrid,,Raphaël Varane,0,0,2,3,0,6.93,6.93
300,Chelsea,,Andreas Christensen,0,0,0,1,0,6.93,6.93
301,Atalanta,,Matteo Pessina,0,0,7,4,0,6.93,6.93
302,Barcelona,,Óscar Mingueza,0,0,0,2,0,6.92,6.92
303,AFC Ajax,,Daley Blind,0,0,4,1,0,6.92,6.92
304,FK Krasnodar,,Igor Smolnikov,0,0,2,3,0,6.92,6.92
305,Zenit St. Petersburg,,Yaroslav Rakitskyi,0,0,2,2,0,6.92,6.92
306,Liverpool,,Jordan Henderson,0,0,0,3,0,6.92,6.92
307,Sevilla,,Jesús Navas,0,0,4,2,0,6.92,6.92
308,Atlético Madrid,,Ángel Correa,0,0,13,5,0,6.91,6.91
309,FC Porto,,Wilson Manafá,0,0,13,0,0,6.91,6.91
310,Manchester City,,Ederson,0,0,0,0,0,6.91,6.91
311,Paris Saint-Germain,,Danilo Pereira,0,0,2,0,0,6.91,6.91
312,Manchester City,,Felix Nmecha,0,0,0,0,0,6.90,6.90
313,Olympiacos FC,,Marios Vrousai,0,0,6,2,0,6.90,6.90
314,Olympiacos FC,,Mohamed Dräger,0,0,0,0,0,6.90,6.90
315,Stade Rennais,,Jonas Martin,0,0,0,0,0,6.90,6.90
316,Manchester City,,Eric García,0,1,0,2,0,6.90,6.90
317,Barcelona,,Neto,0,0,0,0,0,6.90,6.90
318,Manchester United,,Scott McTominay,0,0,6,6,0,6.90,6.90
319,Olympiacos FC,,José Sá,0,0,0,0,0,6.90,6.90
320,Barcelona,,Junior Firpo,0,0,3,1,0,6.90,6.90
321,Olympiacos FC,,Yann M'Vila,0,0,2,2,0,6.90,6.90
322,Juventus,,Wojciech Szczęsny,0,0,1,0,0,6.90,6.90
323,Lazio,,Sergej Milinković-Savić,0,2,7,10,0,6.90,6.90
324,Paris Saint-Germain,,Ander Herrera,0,0,3,7,0,6.90,6.90
325,Juventus,,Aaron Ramsey,0,0,4,8,0,6.89,6.89
326,Lazio,,Wesley Hoedt,0,0,1,2,0,6.89,6.89
327,Atalanta,,Hans Hateboer,0,0,1,2,0,6.88,6.88
328,Inter,,Nicolò Barella,0,0,2,4,0,6.88,6.88
329,Manchester United,,Aaron Wan-Bissaka,0,0,3,0,0,6.88,6.88
330,Barcelona,,Marc-André ter Stegen,0,0,0,0,0,6.88,6.88
331,Club Brugge KV,,Odilon Kossounou,0,0,2,1,0,6.88,6.88
332,FC Midtjylland,,Jens Cajuste,0,0,15,0,0,6.88,6.88
333,Olympique de Marseille,,Pape Gueye,0,0,2,2,0,6.88,6.88
334,Shakhtar Donetsk,,Taison,0,1,10,5,0,6.88,6.88
335,Lazio,,Luiz Felipe,0,0,0,1,0,6.88,6.88
336,Manchester City,,Fernandinho,0,0,3,1,0,6.87,6.87
337,Liverpool,,Andrew Robertson,0,0,7,4,0,6.87,6.87
338,Dynamo Kyiv,,Tomasz Kędziora,0,0,0,2,0,6.87,6.87
339,FC Midtjylland,,Dion Cools,0,0,0,1,0,6.87,6.87
340,Zenit St. Petersburg,,Wílmar Barrios,0,0,4,1,0,6.87,6.87
341,Sevilla,,Diego Carlos,0,1,0,12,0,6.86,6.86
342,Atalanta,,Rafael Tolói,0,0,3,0,0,6.86,6.86
343,FC Bayern München,,Douglas Costa,0,0,8,3,0,6.86,6.86
344,Borussia M'gladbach,,Stefan Lainer,0,0,6,1,0,6.85,6.85
345,Borussia Dortmund,,Dan-Axel Zagadou,0,0,0,0,0,6.85,6.85
346,Stade Rennais,,Alfred Gomis,0,0,0,0,0,6.85,6.85
347,AFC Ajax,,André Onana,0,0,0,0,0,6.85,6.85
348,Shakhtar Donetsk,,Valeriy Bondar,0,0,1,0,0,6.85,6.85
349,Atlético Madrid,,Koke,0,0,9,9,0,6.85,6.85
350,Sevilla,,Óliver Torres,0,0,9,1,0,6.84,6.84
351,Juventus,,Arthur,0,0,6,3,0,6.84,6.84
352,FC Porto,,Marko Grujić,0,0,5,7,0,6.84,6.84
353,Paris Saint-Germain,,Layvin Kurzawa,0,1,5,4,0,6.84,6.84
354,Dynamo Kyiv,,Mykola Shaparenko,0,0,5,3,0,6.84,6.84
355,Barcelona,,Miralem Pjanić,0,0,4,8,0,6.84,6.84
356,Atlético Madrid,,Stefan Savić,0,0,1,2,0,6.84,6.84
357,Manchester United,,Nemanja Matić,0,0,1,1,0,6.83,6.83
358,Shakhtar Donetsk,,Taras Stepanenko,0,0,1,1,0,6.83,6.83
359,Dynamo Kyiv,,Vitaliy Buyalskyi,0,1,1,6,0,6.83,6.83
360,Liverpool,,Rhys Williams,0,0,0,0,0,6.83,6.83
361,Olympiacos FC,,Kostas Fortounis,0,0,10,3,0,6.82,6.82
