#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
362,Lokomotiv Moscow,,Dmitri Zhivoglyadov,0,0,1,1,0,6.82,6.82
363,FC Porto,,Pepe,0,1,0,3,0,6.82,6.82
364,Sevilla,,Nemanja Gudelj,0,0,1,3,0,6.82,6.82
365,Chelsea,,N'Golo Kanté,0,1,23,2,0,6.82,6.82
366,Borussia M'gladbach,,Yann Sommer,0,0,1,0,0,6.81,6.81
367,Real Madrid,,Thibaut Courtois,0,0,0,0,0,6.81,6.81
368,Manchester United,,Paul Pogba,0,0,4,4,0,6.80,6.80
369,FK Krasnodar,,Viktor Claesson,0,0,2,3,0,6.80,6.80
370,FC Bayern München,,Serge Gnabry,0,3,4,12,0,6.80,6.80
371,Inter,,Alessandro Bastoni,0,0,1,2,0,6.80,6.80
372,Shakhtar Donetsk,,Maycon,0,0,0,2,0,6.80,6.80
373,Atlético Madrid,,Thomas Lemar,0,1,5,1,0,6.80,6.80
374,Lazio,,Adam Marušić,0,0,6,2,0,6.80,6.80
375,Atalanta,,Amad Diallo,0,1,0,3,0,6.80,6.80
376,Barcelona,,Ilaix Moriba,0,0,0,0,0,6.80,6.80
377,Stade Rennais,,Daniele Rugani,0,0,0,0,0,6.80,6.80
378,Club Brugge KV,,Ethan Horvath,0,0,0,0,0,6.80,6.80
379,Lokomotiv Moscow,,Maksim Mukhin,0,0,0,1,0,6.80,6.80
380,Liverpool,,Joël Matip,0,0,0,1,0,6.80,6.80
381,Real Madrid,,Álvaro Odriozola,0,0,0,0,0,6.80,6.80
382,Manchester United,,Timothy Fosu-Mensah,0,0,0,0,0,6.80,6.80
383,RB Leipzig,,Benjamin Henrichs,0,0,2,2,0,6.80,6.80
384,Olympiacos FC,,Ousseynou Ba,0,0,0,0,0,6.80,6.80
385,Başakşehir FK,,Mahmut Tekdemir,0,0,0,2,0,6.80,6.80
386,Dynamo Kyiv,,Oleksandr Andriyevskyi,0,0,0,0,0,6.80,6.80
387,AFC Ajax,,Edson Álvarez,0,0,2,0,0,6.80,6.80
388,AFC Ajax,,Lisandro Martínez,0,0,5,2,0,6.80,6.80
389,FC Midtjylland,,Mikael Anderson,0,0,3,4,0,6.80,6.80
390,Atlético Madrid,,Renan Lodi,0,0,4,2,0,6.80,6.80
391,Sevilla,,Fernando,0,0,1,4,0,6.79,6.79
392,Atlético Madrid,,Luis Suárez,0,1,1,9,0,6.78,6.78
393,Atlético Madrid,,Saúl Ñíguez,0,0,4,6,0,6.78,6.78
394,Manchester United,,David De Gea,0,0,0,0,0,6.78,6.78
395,Manchester United,,Harry Maguire,0,0,1,3,0,6.78,6.78
396,Club Brugge KV,,Simon Mignolet,0,0,2,0,0,6.78,6.78
397,Olympiacos FC,,Pape Abou Cissé,0,0,1,5,0,6.78,6.78
398,Barcelona,,Riqui Puig,0,2,3,3,0,6.78,6.78
399,Lokomotiv Moscow,,Grzegorz Krychowiak,0,0,3,3,0,6.78,6.78
400,Borussia Dortmund,,Julian Brandt,0,0,8,3,0,6.78,6.78
401,Red Bull Salzburg,,André Ramalho,0,1,0,6,0,6.77,6.77
402,FC Porto,,Malang Sarr,0,0,0,1,0,6.77,6.77
403,Inter,,Samir Handanović,0,0,0,0,0,6.77,6.77
404,Paris Saint-Germain,,Abdou Diallo,0,0,8,0,0,6.76,6.76
405,RB Leipzig,,Péter Gulácsi,0,0,0,0,0,6.76,6.76
406,Lazio,,Andreas Pereira,0,0,1,3,0,6.76,6.76
407,Lazio,,Lucas Leiva,0,0,1,2,0,6.76,6.76
408,Ferencváros TC,,Aissa Laïdouni,0,0,1,3,0,6.76,6.76
409,Red Bull Salzburg,,Mohamed Camara,0,0,6,4,0,6.76,6.76
410,Atlético Madrid,,Felipe,0,0,0,0,0,6.76,6.76
411,Stade Rennais,,Steven​ N'Zonzi,0,0,7,1,0,6.76,6.76
412,Paris Saint-Germain,,Rafinha Alcântara,0,0,3,3,0,6.76,6.76
413,Inter,,Roberto Gagliardini,0,0,1,2,0,6.75,6.75
414,Red Bull Salzburg,,Majeed Ashimeru,0,0,1,0,0,6.75,6.75
415,Lazio,,Ştefan Radu,0,0,0,1,0,6.75,6.75
416,Manchester United,,Fred,0,0,3,3,0,6.75,6.75
417,Shakhtar Donetsk,,Mykola Matviyenko,0,1,1,1,0,6.75,6.75
418,Olympiacos FC,,Rúben Semedo,0,1,3,3,0,6.75,6.75
419,Borussia Dortmund,,Thomas Delaney,0,0,0,3,0,6.74,6.74
420,Borussia M'gladbach,,Christoph Kramer,0,0,5,3,0,6.74,6.74
421,FC Midtjylland,,Erik Sviatchenko,0,0,3,6,0,6.74,6.74
422,Manchester United,,Donny van de Beek,0,0,6,1,0,6.74,6.74
423,Lokomotiv Moscow,,Dmitry Rybchinskiy,0,0,3,2,0,6.74,6.74
424,Paris Saint-Germain,,Alessandro Florenzi,0,0,6,4,0,6.74,6.74
425,Zenit St. Petersburg,,Malcom,0,0,3,7,0,6.73,6.73
426,FC Bayern München,,Chris Richards,0,0,0,0,0,6.73,6.73
427,Lokomotiv Moscow,,Stanislav Magkeev,0,0,3,1,0,6.73,6.73
428,Liverpool,,Konstantinos Tsimikas,0,0,3,2,0,6.73,6.73
429,FC Midtjylland,,Frank Onyeka,0,1,3,5,0,6.73,6.73
430,AFC Ajax,,Perr Schuurs,0,0,4,7,0,6.73,6.73
431,Olympiacos FC,,Andreas Bouchalakis,0,0,2,4,0,6.73,6.73
432,FC Bayern München,,Javi Martínez,0,1,1,1,0,6.73,6.73
433,Olympique de Marseille,,Duje Ćaleta-Car,0,0,0,2,0,6.73,6.73
434,FC Bayern München,,Bouna Sarr,0,0,1,3,0,6.73,6.73
435,Dynamo Kyiv,,Gerson Rodrigues,0,0,3,2,0,6.73,6.73
436,Stade Rennais,,Adrien Truffert,0,0,4,3,0,6.72,6.72
437,Zenit St. Petersburg,,Magomed Ozdoev,0,0,0,4,0,6.72,6.72
438,Ferencváros TC,,Róbert Mak,0,0,4,4,0,6.72,6.72
439,Club Brugge KV,,Mats Rits,0,0,2,2,0,6.72,6.72
440,RB Leipzig,,Willi Orbán,0,0,2,1,0,6.72,6.72
441,AFC Ajax,,Nicolás Tagliafico,0,0,2,2,0,6.72,6.72
442,Başakşehir FK,,Berkay Özcan,0,0,7,1,0,6.72,6.72
443,Borussia M'gladbach,,Matthias Ginter,0,0,0,0,0,6.71,6.71
444,Red Bull Salzburg,,Rasmus Kristensen,0,0,1,4,0,6.70,6.70
445,FK Krasnodar,,Kristoffer Olsson,0,0,1,2,0,6.70,6.70
446,RB Leipzig,,Marcel Sabitzer,0,0,4,14,0,6.70,6.70
447,FC Porto,,Felipe Anderson,0,0,0,0,0,6.70,6.70
448,Manchester City,,Tommy Doyle,0,0,1,0,0,6.70,6.70
449,Liverpool,,Billy Koumetio,0,0,0,0,0,6.70,6.70
450,Lazio,,Szymon Czyż,0,0,0,0,0,6.70,6.70
451,FC Porto,,João Mário,0,0,3,1,0,6.70,6.70
452,FK Krasnodar,,Ari,0,0,1,2,0,6.70,6.70
453,Zenit St. Petersburg,,Leon Musaev,0,0,0,0,0,6.70,6.70
454,Real Madrid,,Isco,0,0,5,2,0,6.70,6.70
455,Liverpool,,Alex Oxlade-Chamberlain,0,0,1,0,0,6.70,6.70
456,Stade Rennais,,M'Baye Niang,0,0,1,6,0,6.70,6.70
457,Club Brugge KV,,Siebe Schrijvers,0,0,1,1,0,6.70,6.70
458,Zenit St. Petersburg,,Yury Zhirkov,0,0,0,2,0,6.70,6.70
459,Manchester United,,Alex Telles,0,0,2,0,0,6.70,6.70
460,Lokomotiv Moscow,,Daniil Kulikov,0,0,0,1,0,6.70,6.70
461,Juventus,,Merih Demiral,0,0,0,2,0,6.70,6.70
462,Zenit St. Petersburg,,Douglas Santos,0,0,3,0,0,6.70,6.70
463,Başakşehir FK,,Boli Bolingoli,0,0,2,1,0,6.70,6.70
464,Stade Rennais,,Damien Da Silva,0,0,2,2,0,6.70,6.70
465,Liverpool,,Roberto Firmino,0,2,9,12,0,6.70,6.70
466,Juventus,,Federico Bernardeschi,0,2,5,9,0,6.69,6.69
467,FC Midtjylland,,Sory Kaba,0,1,6,8,0,6.68,6.68
468,Lokomotiv Moscow,,Maciej Rybus,0,0,4,2,0,6.68,6.68
469,Paris Saint-Germain,,Julian Draxler,0,0,5,2,0,6.68,6.68
470,Borussia M'gladbach,,Valentino Lazaro,0,0,2,0,0,6.68,6.68
471,Zenit St. Petersburg,,Dejan Lovren,0,0,1,4,0,6.68,6.68
472,Inter,,Ashley Young,0,1,4,3,0,6.68,6.68
473,Red Bull Salzburg,,Patson Daka,0,2,2,9,0,6.68,6.68
474,Liverpool,,Divock Origi,0,0,2,2,0,6.68,6.68
475,Borussia Dortmund,,Giovanni Reyna,0,0,5,6,0,6.68,6.68
476,Dynamo Kyiv,,Serhiy Sydorchuk,0,0,2,3,0,6.68,6.68
477,Lokomotiv Moscow,,Rifat Zhemaletdinov,0,0,2,3,0,6.67,6.67
478,FC Porto,,Toni Martínez,0,0,1,3,0,6.67,6.67
479,FK Krasnodar,,Egor Sorokin,0,0,0,0,0,6.67,6.67
480,Borussia Dortmund,,Emre Can,0,0,6,4,0,6.67,6.67
481,Liverpool,,Georginio Wijnaldum,0,0,12,6,0,6.67,6.67
482,FC Porto,,Jesús Corona,0,1,21,5,0,6.66,6.66
483,Inter,,Achraf Hakimi,0,0,4,1,0,6.66,6.66
484,Manchester United,,Victor Lindelöf,0,0,0,2,0,6.66,6.66
485,Paris Saint-Germain,,Idrissa Gueye,0,0,6,2,0,6.66,6.66
486,FC Porto,,Nanú,0,0,5,0,0,6.65,6.65
487,Atlético Madrid,,Moussa Dembélé,0,0,0,1,0,6.65,6.65
488,Club Brugge KV,,Youssouph Badji,0,0,0,0,0,6.65,6.65
489,Zenit St. Petersburg,,Daniil Shamkin,0,0,0,0,0,6.65,6.65
490,FC Midtjylland,,Luca Pfeiffer,0,0,0,2,0,6.65,6.65
491,Borussia M'gladbach,,Tony Jantschke,0,0,0,0,0,6.65,6.65
492,Liverpool,,Naby Keïta,0,0,3,1,0,6.65,6.65
493,Red Bull Salzburg,,Noah Okafor,0,0,2,2,0,6.65,6.65
494,Club Brugge KV,,Simon Deli,0,0,0,0,0,6.65,6.65
495,Red Bull Salzburg,,Enock Mwepu,0,3,11,15,0,6.65,6.65
496,Sevilla,,Lucas Ocampos,0,1,21,13,0,6.64,6.64
497,FK Krasnodar,,Tonny Vilhena,0,0,3,5,0,6.64,6.64
498,Başakşehir FK,,Martin Škrtel,0,0,1,0,0,6.64,6.64
499,Dynamo Kyiv,,Benjamin Verbič,0,0,2,4,0,6.64,6.64
500,Paris Saint-Germain,,Presnel Kimpembe,0,0,3,0,0,6.64,6.64
501,Borussia Dortmund,,Ansgar Knauff,0,0,2,0,0,6.63,6.63
502,Stade Rennais,,Flavien Tait,0,1,1,2,0,6.63,6.63
503,AFC Ajax,,Jürgen Ekkelenkamp,0,0,0,2,0,6.63,6.63
504,RB Leipzig,,Ibrahima Konaté,0,0,4,3,0,6.63,6.63
505,Olympique de Marseille,,Florian Thauvin,0,1,11,5,0,6.63,6.63
506,Lazio,,Mohamed Fares,0,0,2,4,0,6.63,6.63
507,Zenit St. Petersburg,,Daler Kuzyaev,0,0,4,1,0,6.63,6.63
508,Atlético Madrid,,Lucas Torreira,0,0,0,0,0,6.63,6.63
509,Olympique de Marseille,,Valère Germain,0,0,0,5,0,6.62,6.62
510,Inter,,Danilo D'Ambrosio,0,0,1,1,0,6.62,6.62
511,Olympique de Marseille,,Jordan Amavi,0,0,2,1,0,6.62,6.62
512,RB Leipzig,,Kevin Kampl,0,0,1,3,0,6.62,6.62
513,Olympiacos FC,,Giorgos Masouras,0,1,3,2,0,6.62,6.62
514,AFC Ajax,,Davy Klaassen,0,2,5,3,0,6.62,6.62
515,Borussia Dortmund,,Marwin Hitz,0,0,0,0,0,6.62,6.62
516,Borussia Dortmund,,Mateu Morey,0,0,6,0,0,6.61,6.61
517,Atlético Madrid,,Jan Oblak,0,0,0,0,0,6.61,6.61
518,FK Krasnodar,,Aleksandr Martynovich,0,0,0,5,0,6.60,6.60
519,AFC Ajax,,Mohammed Kudus,0,0,1,0,0,6.60,6.60
520,Chelsea,,Kepa Arrizabalaga,0,0,0,0,0,6.60,6.60
521,FC Bayern München,,Joshua Zirkzee,0,0,1,0,0,6.60,6.60
522,Juventus,,Radu Drăguşin,0,0,0,0,0,6.60,6.60
523,Barcelona,,Samuel Umtiti,0,0,0,0,0,6.60,6.60
524,Club Brugge KV,,Ignace Van der Brempt,0,0,1,0,0,6.60,6.60
525,FK Krasnodar,,Sergey Petrov,0,0,0,0,0,6.60,6.60
526,FC Porto,,Francisco Conceição,0,0,0,0,0,6.60,6.60
527,FC Bayern München,,Angelo Stiller,0,0,0,0,0,6.60,6.60
528,Atalanta,,Matteo Ruggeri,0,0,0,1,0,6.60,6.60
529,Ferencváros TC,,Adnan Kovačević,0,0,0,0,0,6.60,6.60
530,Ferencváros TC,,Abraham Frimpong,0,0,2,0,0,6.60,6.60
531,FK Krasnodar,,Ruslan Kambolov,0,0,0,0,0,6.60,6.60
532,Juventus,,Giorgio Chiellini,0,1,0,1,0,6.60,6.60
533,Shakhtar Donetsk,,Viktor Kovalenko,0,1,1,2,0,6.60,6.60
534,RB Leipzig,,Marcel Halstenberg,0,0,0,1,0,6.60,6.60
535,Lokomotiv Moscow,,Fedor Smolov,0,1,3,3,0,6.60,6.60
536,Shakhtar Donetsk,,Júnior Moraes,0,0,0,2,0,6.60,6.60
537,AFC Ajax,,Sean Klaiber,0,0,0,0,0,6.60,6.60
538,Club Brugge KV,,Michael Krmenčík,0,0,0,1,0,6.60,6.60
539,Başakşehir FK,,Danijel Aleksić,0,0,1,4,0,6.60,6.60
540,Manchester United,,Edinson Cavani,0,1,2,4,0,6.60,6.60
541,Stade Rennais,,Nayef Aguerd,0,0,0,3,0,6.60,6.60
542,Inter,,Arturo Vidal,0,0,2,4,0,6.60,6.60
543,Liverpool,,Takumi Minamino,0,0,2,3,0,6.60,6.60
544,Dynamo Kyiv,,Vitaliy Mykolenko,0,0,4,1,0,6.60,6.60
545,Stade Rennais,,Romain Del Castillo,0,0,1,1,0,6.60,6.60
546,Shakhtar Donetsk,,Davit Khocholava,0,0,0,0,0,6.60,6.60
547,Borussia M'gladbach,,Denis Zakaria,0,0,3,1,0,6.60,6.60
548,Stade Rennais,,Clément Grenier,0,1,0,2,0,6.60,6.60
549,Dynamo Kyiv,,Denys Garmash,0,0,0,0,0,6.60,6.60
550,Lokomotiv Moscow,,Vladislav Ignatjev,0,0,0,2,0,6.60,6.60
551,Juventus,,Dejan Kulusevski,0,0,7,6,0,6.60,6.60
552,Club Brugge KV,,Clinton Mata,0,0,8,1,0,6.60,6.60
553,Ferencváros TC,,Somália,0,0,5,1,0,6.60,6.60
554,Barcelona,,Francisco Trincão,0,1,14,11,0,6.59,6.59
555,Atalanta,,Marten de Roon,0,0,1,1,0,6.58,6.58
556,Zenit St. Petersburg,,Mikhail Kerzhakov,0,0,0,0,0,6.58,6.58
557,Olympique de Marseille,,Boubacar Kamara,0,0,1,3,0,6.58,6.58
558,Zenit St. Petersburg,,Sardar Azmoun,0,2,3,8,0,6.58,6.58
559,Lazio,,Danilo Cataldi,0,0,0,2,0,6.58,6.58
560,FC Midtjylland,,Nicolas Madsen,0,0,1,0,0,6.58,6.58
561,Shakhtar Donetsk,,Alan Patrick,0,0,6,1,0,6.58,6.58
562,Barcelona,,Ronald Araújo,0,0,0,0,0,6.57,6.57
563,RB Leipzig,,Hee-Chan Hwang,0,1,3,2,0,6.57,6.57
564,Atlético Madrid,,Vitolo,0,0,0,0,0,6.57,6.57
565,Borussia M'gladbach,,Ibrahima Traoré,0,0,0,1,0,6.57,6.57
566,Paris Saint-Germain,,Pablo Sarabia,0,2,0,3,0,6.57,6.57
567,Lokomotiv Moscow,,François Kamano,0,0,8,2,0,6.57,6.57
568,FC Midtjylland,,Bozhidar Kraev,0,0,1,0,0,6.57,6.57
569,Dynamo Kyiv,,Illia Zabarnyi,0,0,1,2,0,6.57,6.57
570,Shakhtar Donetsk,,Dodô,0,0,8,1,0,6.57,6.57
571,RB Leipzig,,Tyler Adams,0,0,0,0,0,6.57,6.57
572,Ferencváros TC,,Gergő Lovrencsics,0,0,0,6,0,6.57,6.57
573,Red Bull Salzburg,,Andreas Ulmer,0,0,0,9,0,6.57,6.57
574,Ferencváros TC,,Isael,0,0,5,6,0,6.57,6.57
575,AFC Ajax,,Quincy Promes,0,1,5,5,0,6.56,6.56
576,Lazio,,Vedat Muriqi,0,1,0,5,0,6.56,6.56
577,Borussia Dortmund,,Reinier,0,0,0,0,0,6.55,6.55
578,FC Bayern München,,Alexander Nübel,0,0,0,0,0,6.55,6.55
579,Barcelona,,Konrad de la Fuente,0,0,0,0,0,6.55,6.55
580,Sevilla,,Franco Vázquez,0,0,0,2,0,6.55,6.55
581,Dynamo Kyiv,,Oleksandr Karavayev,0,0,4,1,0,6.55,6.55
582,Atalanta,,Mario Pašalić,0,1,2,4,0,6.54,6.54
583,Inter,,Alexis Sánchez,0,1,3,4,0,6.54,6.54
584,Manchester United,,Axel Tuanzebe,0,0,1,1,0,6.54,6.54
585,Barcelona,,Clément Lenglet,0,0,1,1,0,6.54,6.54
586,Sevilla,,Oussama Idrissi,0,0,2,2,0,6.53,6.53
587,FC Midtjylland,,Gustav Isaksen,0,0,1,2,0,6.53,6.53
588,Stade Rennais,,Adrien Hunou,0,0,0,3,0,6.53,6.53
589,Stade Rennais,,Hamari Traoré,0,0,0,5,0,6.53,6.53
590,Atalanta,,José Luis Palomino,0,0,1,0,0,6.53,6.53
591,Shakhtar Donetsk,,Marlos Romero,0,1,6,3,0,6.53,6.53
592,Ferencváros TC,,Miha Blažič,0,0,0,3,0,6.53,6.53
593,Shakhtar Donetsk,,Marcos Antônio,0,0,5,1,0,6.53,6.53
594,Club Brugge KV,,Éder Balanta,0,0,5,0,0,6.53,6.53
595,Başakşehir FK,,Fredrik Gulbrandsen,0,1,5,3,0,6.53,6.53
596,Sevilla,,Karim Rekik,0,1,2,1,0,6.53,6.53
597,Olympiacos FC,,Lazar Ranđelović,0,0,4,2,0,6.53,6.53
598,Borussia M'gladbach,,Patrick Herrmann,0,0,2,0,0,6.53,6.53
599,Olympiacos FC,,Youssef El Arabi,0,1,2,7,0,6.52,6.52
600,Ferencváros TC,,Lasha Dvali,0,0,2,0,0,6.52,6.52
601,Olympiacos FC,,José Holebas,0,0,5,1,0,6.52,6.52
602,Olympique de Marseille,,Darío Benedetto,0,2,1,5,0,6.52,6.52
603,Olympique de Marseille,,Michaël Cuisance,0,0,6,1,0,6.52,6.52
604,FK Krasnodar,,Kaio,0,1,5,3,0,6.52,6.52
605,Atalanta,,Remo Freuler,0,1,6,4,0,6.51,6.51
606,Zenit St. Petersburg,,Aleksey Sutormin,0,0,5,2,0,6.50,6.50
607,Manchester City,,Cole Palmer,0,0,0,0,0,6.50,6.50
608,Real Madrid,,Hugo Duro,0,0,0,1,0,6.50,6.50
609,Barcelona,,Matheus Fernandes,0,0,0,1,0,6.50,6.50
610,Juventus,,Gianluca Frabotta,0,0,0,0,0,6.50,6.50
611,Borussia M'gladbach,,Michael Lang,0,0,0,0,0,6.50,6.50
612,Red Bull Salzburg,,Albert Vallci,0,0,1,0,0,6.50,6.50
613,Olympiacos FC,,Bruma,0,0,2,1,0,6.50,6.50
614,FC Bayern München,,Marc Roca,0,0,1,1,0,6.50,6.50
615,Shakhtar Donetsk,,Fernando,0,0,1,2,0,6.50,6.50
616,Olympiacos FC,,Rúben Vinagre,0,0,0,0,0,6.50,6.50
617,Olympique de Marseille,,Yuto Nagatomo,0,0,0,0,0,6.50,6.50
618,Ferencváros TC,,Roko Baturina,0,1,2,1,0,6.50,6.50
619,AFC Ajax,,Klaas-Jan Huntelaar,0,1,0,1,0,6.50,6.50
620,FC Porto,,Romário Baró,0,0,1,0,0,6.50,6.50
621,Sevilla,,Sergi Gómez,0,0,0,2,0,6.50,6.50
622,FC Midtjylland,,Lasse Vibe,0,0,0,0,0,6.50,6.50
623,Real Madrid,,Mariano Díaz,0,0,0,3,0,6.50,6.50
624,Lazio,,Gonzalo Escalante,0,0,1,1,0,6.50,6.50
625,FK Krasnodar,,Daniil Utkin,0,0,3,7,0,6.50,6.50
626,Dynamo Kyiv,,Bogdan Lednev,0,0,1,1,0,6.50,6.50
627,FC Porto,,Evanilson,0,0,0,0,0,6.50,6.50
628,Liverpool,,Xherdan Shaqiri,0,0,1,1,0,6.50,6.50
629,Paris Saint-Germain,,Thilo Kehrer,0,0,1,0,0,6.50,6.50
630,AFC Ajax,,Zakaria Labyad,0,2,0,5,0,6.50,6.50
631,Olympique de Marseille,,Álvaro González,0,0,0,3,0,6.50,6.50
632,Olympique de Marseille,,Morgan Sanson,0,0,4,5,0,6.48,6.48
633,Atalanta,,Marco Sportiello,0,0,0,0,0,6.48,6.48
634,FC Midtjylland,,Pione Sisto,0,0,4,1,0,6.48,6.48
635,FK Krasnodar,,Evgeniy Chernov,0,0,3,3,0,6.48,6.48
636,Dynamo Kyiv,,Heorhiy Bushchan,0,0,0,0,0,6.48,6.48
637,Zenit St. Petersburg,,Vyacheslav Karavaev,0,1,1,3,0,6.48,6.48
638,Dynamo Kyiv,,Volodymyr Shepeliev,0,0,1,0,0,6.48,6.48
639,Borussia M'gladbach,,Hannes Wolf,0,1,3,2,0,6.46,6.46
640,RB Leipzig,,Lukas Klostermann,0,0,0,2,0,6.45,6.45
641,Lazio,,Senad Lulić,0,0,0,1,0,6.45,6.45
642,Red Bull Salzburg,,Luka Sučić,0,1,2,2,0,6.45,6.45
643,Stade Rennais,,James Léa Siliki,0,0,2,5,0,6.45,6.45
644,Olympique de Marseille,,Hiroki Sakai,0,0,5,0,0,6.45,6.45
645,Lazio,,Pepe Reina,0,0,0,0,0,6.44,6.44
646,FC Midtjylland,,Joel Andersson,0,0,1,0,0,6.44,6.44
647,Olympiacos FC,,Rafinha,0,0,1,1,0,6.43,6.43
648,Lazio,,Patric,0,0,1,2,0,6.43,6.43
649,FC Porto,,Shoya Nakajima,0,0,1,1,0,6.43,6.43
650,Başakşehir FK,,Enzo Crivelli,0,1,1,1,0,6.43,6.43
651,Ferencváros TC,,Oleksandr Zubkov,0,1,8,8,0,6.42,6.42
652,Paris Saint-Germain,,Colin Dagba,0,0,1,0,0,6.42,6.42
653,Paris Saint-Germain,,Mitchel Bakker,0,1,2,3,0,6.42,6.42
654,Red Bull Salzburg,,Maximilian Wöber,0,0,0,4,0,6.42,6.42
655,Dynamo Kyiv,,Vladyslav Supryaga,0,1,1,2,0,6.42,6.42
656,Ferencváros TC,,Endre Botka,0,0,0,0,0,6.42,6.42
657,Shakhtar Donetsk,,Viktor Korniienko,0,0,2,2,0,6.40,6.40
658,Inter,,Andrea Pinamonti,0,0,0,0,0,6.40,6.40
659,Atlético Madrid,,Sergio Camello,0,0,0,0,0,6.40,6.40
660,Borussia Dortmund,,Steffen Tigges,0,0,0,0,0,6.40,6.40
661,Sevilla,,Carlos Fernández,0,0,0,0,0,6.40,6.40
662,Atalanta,,Fabio Depaoli,0,0,0,0,0,6.40,6.40
663,Başakşehir FK,,Junior Caiçara,0,0,0,0,0,6.40,6.40
664,Dynamo Kyiv,,Denys Boyko,0,0,0,0,0,6.40,6.40
665,Başakşehir FK,,Emre Kaplan,0,0,0,0,0,6.40,6.40
666,Olympique de Marseille,,Nemanja Radonjić,0,0,3,1,0,6.40,6.40
667,Borussia M'gladbach,,László Bénes,0,0,0,0,0,6.40,6.40
668,Dynamo Kyiv,,Tudor Băluță,0,0,0,0,0,6.40,6.40
669,Zenit St. Petersburg,,Danila Prokhin,0,0,1,0,0,6.40,6.40
670,Stade Rennais,,Romain Salin,0,0,0,0,0,6.40,6.40
671,FK Krasnodar,,Leon Sabua,0,0,0,0,0,6.40,6.40
672,Olympique de Marseille,,Kevin Strootman,0,0,1,0,0,6.40,6.40
673,Sevilla,,Sergio Escudero,0,0,0,3,0,6.40,6.40
674,Olympiacos FC,,El Arbi Hillel Soudani,0,0,0,0,0,6.40,6.40
675,Stade Rennais,,Yann Gboho,0,0,2,0,0,6.40,6.40
676,Borussia Dortmund,,Felix Passlack,0,0,0,1,0,6.40,6.40
677,Başakşehir FK,,Rafael,0,0,2,2,0,6.40,6.40
678,FC Midtjylland,,Paulinho,0,0,4,1,0,6.40,6.40
679,Olympique de Marseille,,Steve Mandanda,0,0,0,0,0,6.38,6.38
680,Başakşehir FK,,Alexandru Epureanu,0,0,0,1,0,6.38,6.38
681,Olympique de Marseille,,Luís Henrique,0,0,3,0,0,6.37,6.37
682,Atalanta,,Johan Mojica,0,0,1,0,0,6.35,6.35
683,FK Krasnodar,,Eduard Spertsyan,0,0,0,1,0,6.35,6.35
684,Club Brugge KV,,David Okereke,0,0,1,1,0,6.35,6.35
685,Başakşehir FK,,Giuliano,0,0,1,1,0,6.34,6.34
686,Lazio,,Manuel Lazzari,0,1,3,1,0,6.34,6.34
687,Ferencváros TC,,Marcel Heister,0,0,3,3,0,6.33,6.33
688,Real Madrid,,Luka Jović,0,1,0,2,0,6.30,6.30
689,Borussia Dortmund,,Youssoufa Moukoko,0,0,0,0,0,6.30,6.30
690,Shakhtar Donetsk,,Georgiy Sudakov,0,0,0,0,0,6.30,6.30
691,Inter,,Stefano Sensi,0,0,0,0,0,6.30,6.30
692,Atalanta,,Sam Lammers,0,0,0,0,0,6.30,6.30
693,Atalanta,,Mattia Caldara,0,0,0,0,0,6.30,6.30
694,FC Bayern München,,Bright Arrey-Mbi,0,0,0,0,0,6.30,6.30
695,Manchester United,,Brandon Williams,0,0,1,0,0,6.30,6.30
696,Sevilla,,Tomáš Vaclík,0,0,0,0,0,6.30,6.30
697,Başakşehir FK,,Nacer Chadli,0,0,1,0,0,6.30,6.30
698,Zenit St. Petersburg,,Andrey Mostovoy,0,1,4,4,0,6.30,6.30
699,Ferencváros TC,,Dénes Dibusz,0,0,0,0,0,6.30,6.30
700,Zenit St. Petersburg,,Danil Krugovoy,0,0,1,0,0,6.28,6.28
701,Club Brugge KV,,Eduard Sobol,0,1,5,5,0,6.28,6.28
702,Olympique de Marseille,,Leonardo Balerdi,0,0,1,1,0,6.27,6.27
703,Olympique de Marseille,,Marley Aké,0,1,0,1,0,6.27,6.27
704,Ferencváros TC,,Dávid Sigér,0,0,1,4,0,6.26,6.26
705,Real Madrid,,Sergio Arribas,0,0,0,0,0,6.25,6.25
706,Stade Rennais,,Faitout Maouassa,0,0,0,1,0,6.25,6.25
707,Borussia Dortmund,,Nico Schulz,0,0,1,1,0,6.23,6.23
708,Başakşehir FK,,Hasan Ali Kaldırım,0,0,1,0,0,6.23,6.23
709,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,0,1,0,6.20,6.20
710,Paris Saint-Germain,,Timothee Pembele,0,0,0,0,0,6.20,6.20
711,Lokomotiv Moscow,,Nikita Iosifov,0,0,1,1,0,6.20,6.20
712,Lokomotiv Moscow,,Vitaliy Lystsov,0,0,0,0,0,6.20,6.20
713,Olympiacos FC,,Pêpê,0,0,0,0,0,6.20,6.20
714,Başakşehir FK,,Mert Günok,0,0,0,0,0,6.18,6.18
715,Red Bull Salzburg,,Cican Stanković,0,0,0,0,0,6.18,6.18
716,FC Midtjylland,,Mikkel Andersen,0,0,0,0,0,6.15,6.15
717,Manchester United,,Dean Henderson,0,0,0,0,0,6.10,6.10
718,Liverpool,,Leighton Clarkson,0,0,0,0,0,6.10,6.10
719,Stade Rennais,,Dalbert,0,0,1,2,0,6.08,6.08
