#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
353,KRC Genk,,Patrik Hrošovský,0,0,5,4,0,6.82,6.82
354,Manchester City,,Kyle Walker,0,0,8,4,0,6.82,6.82
355,Napoli,,Giovanni Di Lorenzo,0,0,5,4,0,6.81,6.81
356,Inter,,Valentino Lazaro,0,0,5,0,0,6.80,6.80
357,Manchester City,,Taylor Harwood-Bellis,0,0,0,0,0,6.80,6.80
358,RB Leipzig,,Yvon Mvogo,0,0,0,0,0,6.80,6.80
359,Manchester City,,Oleksandr Zinchenko,0,0,0,0,0,6.80,6.80
360,Red Bull Salzburg,,André Ramalho,0,0,0,2,0,6.80,6.80
361,AFC Ajax,,Noussair Mazraoui,0,0,4,2,0,6.80,6.80
362,SK Slavia Praha,,David Hovorka,0,0,2,1,0,6.80,6.80
363,Manchester City,,David Silva,0,1,5,4,0,6.80,6.80
364,Bayer 04 Leverkusen,,Lukáš Hrádecký,0,0,0,0,0,6.80,6.80
365,Shakhtar Donetsk,,Mykola Matviyenko,0,1,1,2,0,6.80,6.80
366,Borussia Dortmund,,Raphaël Guerreiro,0,0,8,4,0,6.80,6.80
367,Shakhtar Donetsk,,Taras Stepanenko,0,0,1,4,0,6.78,6.78
368,Bayer 04 Leverkusen,,Charles Aránguiz,0,1,3,5,0,6.78,6.78
369,Bayer 04 Leverkusen,,Karim Bellarabi,0,0,16,11,0,6.78,6.78
370,Galatasaray,,Ömer Bayram,0,0,10,4,0,6.78,6.78
371,RB Leipzig,,Lukas Klostermann,0,1,4,5,0,6.78,6.78
372,AFC Ajax,,Joël Veltman,0,0,0,1,0,6.78,6.78
373,SK Slavia Praha,,Petr Ševčík,0,0,4,6,0,6.78,6.78
374,SK Slavia Praha,,Josef Hušbauer,0,0,1,9,0,6.78,6.78
375,FC Bayern München,,Jérôme Boateng,0,0,0,0,0,6.78,6.78
376,Barcelona,,Ousmane Dembélé,0,0,6,4,0,6.78,6.78
377,Borussia Dortmund,,Julian Weigl,0,0,2,1,0,6.78,6.78
378,RB Leipzig,,Kevin Kampl,0,0,3,1,0,6.78,6.78
379,KRC Genk,,Ianis Hagi,0,0,3,5,0,6.78,6.78
380,Borussia Dortmund,,Dan-Axel Zagadou,0,0,0,2,0,6.78,6.78
381,Olympique Lyonnais,,Kenny Tete,0,0,3,1,0,6.78,6.78
382,Olympique Lyonnais,,Jeff Reine-Adélaïde,0,0,20,5,0,6.78,6.78
383,Manchester City,,Bernardo Silva,0,0,5,5,0,6.77,6.77
384,Barcelona,,Sergio Busquets,0,0,1,1,0,6.77,6.77
385,SK Slavia Praha,,Lukáš Masopust,0,2,7,10,0,6.77,6.77
386,Atalanta,,Marten de Roon,0,0,5,6,0,6.77,6.77
387,Manchester City,,Aymeric Laporte,0,0,1,0,0,6.77,6.77
388,Valencia,,Gonçalo Guedes,0,1,7,4,0,6.77,6.77
389,Olympique Lyonnais,,Maxence Caqueret,0,0,6,1,0,6.77,6.77
390,Bayer 04 Leverkusen,,Mitchell Weiser,0,0,3,3,0,6.77,6.77
391,Benfica,,Chiquinho,0,0,1,8,0,6.77,6.77
392,Bayer 04 Leverkusen,,Lars Bender,0,0,1,0,0,6.77,6.77
393,Manchester City,,Ederson,0,0,0,0,0,6.76,6.76
394,Chelsea,,Mason Mount,0,1,4,12,0,6.76,6.76
395,Lokomotiv Moscow,,Maciej Rybus,0,0,1,2,0,6.76,6.76
396,Atlético Madrid,,Thomas Lemar,0,0,6,6,0,6.76,6.76
397,Borussia Dortmund,,Giovanni Reyna,0,0,2,1,0,6.75,6.75
398,Club Brugge KV,,Odilon Kossounou,0,0,3,0,0,6.75,6.75
399,Valencia,,Manu Vallejo,0,0,2,2,0,6.75,6.75
400,Olympique Lyonnais,,Bruno Guimarães,0,0,2,2,0,6.75,6.75
401,RB Leipzig,,Willi Orbán,0,0,0,1,0,6.75,6.75
402,Paris Saint-Germain,,Layvin Kurzawa,0,0,7,1,0,6.75,6.75
403,Atlético Madrid,,Vitolo,0,0,7,4,0,6.75,6.75
404,Benfica,,Rúben Dias,0,0,2,1,0,6.75,6.75
405,Napoli,,Allan,0,0,7,2,0,6.75,6.75
406,Club Brugge KV,,Percy Tau,0,1,1,2,0,6.73,6.73
407,Real Madrid,,Gareth Bale,0,0,2,6,0,6.73,6.73
408,Chelsea,,Kepa Arrizabalaga,0,0,0,0,0,6.73,6.73
409,Lille,,Gabriel Magalhães,0,0,1,3,0,6.73,6.73
410,GNK Dinamo Zagreb,,Dominik Livaković,0,0,0,0,0,6.73,6.73
411,SK Slavia Praha,,Vladimír Coufal,0,0,3,2,0,6.73,6.73
412,KRC Genk,,Sander Berge,0,0,8,5,0,6.73,6.73
413,Inter,,Cristiano Biraghi,0,0,0,1,0,6.73,6.73
414,Galatasaray,,Christian Luyindama,0,0,0,1,0,6.73,6.73
415,Galatasaray,,Sofiane Feghouli,0,0,2,4,0,6.72,6.72
416,Olympiacos FC,,Mady Camara,0,0,12,10,0,6.72,6.72
417,KRC Genk,,Théo Bongonda,0,0,9,5,0,6.72,6.72
418,Olympiacos FC,,José Sá,0,0,1,0,0,6.72,6.72
419,Valencia,,Francis Coquelin,0,0,7,0,0,6.72,6.72
420,Olympique Lyonnais,,Léo Dubois,0,0,12,7,0,6.71,6.71
421,Inter,,Alexis Sánchez,0,1,1,1,0,6.70,6.70
422,Borussia Dortmund,,Paco Alcácer,0,2,1,4,0,6.70,6.70
423,Barcelona,,Jordi Alba,0,0,1,1,0,6.70,6.70
424,Shakhtar Donetsk,,Viktor Kovalenko,0,0,1,3,0,6.70,6.70
425,RB Leipzig,,Yussuf Poulsen,0,2,6,10,0,6.70,6.70
426,Atalanta,,Roger Ibañez,0,0,1,0,0,6.70,6.70
427,Lokomotiv Moscow,,Anton Miranchuk,0,1,4,4,0,6.70,6.70
428,Lokomotiv Moscow,,Solomon Kvirkvelia,0,0,0,0,0,6.70,6.70
429,FK Crvena zvezda,,Radovan Pankov,0,0,0,0,0,6.70,6.70
430,Club Brugge KV,,Thibault Vlietinck,0,0,0,0,0,6.70,6.70
431,Red Bull Salzburg,,Patrick Farkas,0,0,0,1,0,6.70,6.70
432,Lokomotiv Moscow,,Anton Kochenkov,0,0,0,0,0,6.70,6.70
433,Real Madrid,,Alphonse Aréola,0,0,0,0,0,6.70,6.70
434,Napoli,,Sebastiano Luperto,0,0,0,0,0,6.70,6.70
435,Zenit St. Petersburg,,Róbert Mak,0,0,0,2,0,6.70,6.70
436,Lille,,Tiago Djaló,0,0,1,0,0,6.70,6.70
437,Red Bull Salzburg,,Carlos Coronel,0,0,0,0,0,6.70,6.70
438,Atlético Madrid,,Mario Hermoso,0,0,1,0,0,6.70,6.70
439,Shakhtar Donetsk,,Ismaily,0,0,12,3,0,6.70,6.70
440,Olympiacos FC,,Miguel Ángel Guerrero,0,0,1,9,0,6.70,6.70
441,Borussia Dortmund,,Thorgan Hazard,0,1,6,7,0,6.70,6.70
442,Barcelona,,Sergi Roberto,0,1,0,1,0,6.68,6.68
443,Juventus,,Sami Khedira,0,0,0,0,0,6.68,6.68
444,Valencia,,Ezequiel Garay,0,0,0,0,0,6.68,6.68
445,Liverpool,,Divock Origi,0,1,11,5,0,6.68,6.68
446,Club Brugge KV,,Eduard Sobol,0,0,5,0,0,6.67,6.67
447,GNK Dinamo Zagreb,,Mario Gavranović,0,0,2,1,0,6.67,6.67
448,Real Madrid,,Federico Valverde,0,0,4,3,0,6.67,6.67
449,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,0,0,0,6.67,6.67
450,RB Leipzig,,Patrik Schick,0,3,4,11,0,6.66,6.66
451,Paris Saint-Germain,,Julian Draxler,0,0,5,2,0,6.66,6.66
452,Olympique Lyonnais,,Anthony Lopes,0,0,0,0,0,6.66,6.66
453,SK Slavia Praha,,Milan Škoda,0,1,2,1,0,6.65,6.65
454,Tottenham Hotspur,,Danny Rose,0,0,1,0,0,6.65,6.65
455,Tottenham Hotspur,,Moussa Sissoko,0,1,7,2,0,6.65,6.65
456,Chelsea,,Antonio Rüdiger,0,0,0,0,0,6.65,6.65
457,Bayer 04 Leverkusen,,Moussa Diaby,0,0,7,6,0,6.65,6.65
458,Tottenham Hotspur,,Oliver Skipp,0,0,1,0,0,6.65,6.65
459,Atlético Madrid,,Šime Vrsaljko,0,0,0,0,0,6.65,6.65
460,Atalanta,,Marco Sportiello,0,0,0,0,0,6.65,6.65
461,Bayer 04 Leverkusen,,Panagiotis Retsos,0,0,1,0,0,6.65,6.65
462,Napoli,,Kévin Malcuit,0,0,5,1,0,6.65,6.65
463,SK Slavia Praha,,Mick van Buren,0,0,0,1,0,6.65,6.65
464,SK Slavia Praha,,Laco Takacs,0,1,0,1,0,6.65,6.65
465,Paris Saint-Germain,,Abdou Diallo,0,0,0,0,0,6.65,6.65
466,KRC Genk,,Joseph Paintsil,0,1,3,4,0,6.65,6.65
467,Galatasaray,,Emre Mor,0,0,7,1,0,6.65,6.65
468,Galatasaray,,Marcão,0,0,1,0,0,6.65,6.65
469,Olympiacos FC,,Andreas Bouchalakis,0,1,4,2,0,6.65,6.65
470,Real Madrid,,Raphaël Varane,0,1,4,8,0,6.65,6.65
471,Atalanta,,Pierluigi Gollini,0,0,0,0,0,6.64,6.64
472,AFC Ajax,,Daley Blind,0,0,3,2,0,6.64,6.64
473,Bayer 04 Leverkusen,,Lucas Alario,0,1,2,9,0,6.64,6.64
474,Galatasaray,,Radamel Falcao,0,0,3,4,0,6.63,6.63
475,Shakhtar Donetsk,,Marcos Antônio,0,0,0,0,0,6.63,6.63
476,Lille,,Mike Maignan,0,0,0,0,0,6.63,6.63
477,Galatasaray,,Mariano,0,0,6,1,0,6.63,6.63
478,Bayer 04 Leverkusen,,Julian Baumgartlinger,0,0,1,2,0,6.63,6.63
479,Zenit St. Petersburg,,Vyacheslav Karavaev,0,0,1,2,0,6.63,6.63
480,Barcelona,,Arturo Vidal,0,0,1,2,0,6.63,6.63
481,Atlético Madrid,,Diego Costa,0,2,4,5,0,6.63,6.63
482,Real Madrid,,Lucas Vázquez,0,0,1,4,0,6.63,6.63
483,Lille,,Léo Jardim,0,0,0,0,0,6.60,6.60
484,Tottenham Hotspur,,Victor Wanyama,0,0,0,0,0,6.60,6.60
485,Valencia,,Thierry Correia,0,0,0,0,0,6.60,6.60
486,Barcelona,,Monchu,0,0,1,0,0,6.60,6.60
487,Club Brugge KV,,Dion Cools,0,0,0,0,0,6.60,6.60
488,KRC Genk,,Neto Borges,0,0,0,0,0,6.60,6.60
489,Lokomotiv Moscow,,Stanislav Magkeev,0,0,0,0,0,6.60,6.60
490,Bayer 04 Leverkusen,,Paulinho,0,1,2,2,0,6.60,6.60
491,Lille,,Reinildo Mandava,0,0,3,0,0,6.60,6.60
492,Benfica,,Florentino Luís,0,0,0,0,0,6.60,6.60
493,AFC Ajax,,Perr Schuurs,0,0,1,0,0,6.60,6.60
494,Bayer 04 Leverkusen,,Daley Sinkgraven,0,0,2,0,0,6.60,6.60
495,SK Slavia Praha,,Michal Frydrych,0,0,0,2,0,6.60,6.60
496,Chelsea,,Olivier Giroud,0,1,1,4,0,6.60,6.60
497,Chelsea,,Pedro,0,0,1,3,0,6.60,6.60
498,Inter,,Sebastiano Esposito,0,1,0,0,0,6.60,6.60
499,Inter,,Kwadwo Asamoah,0,0,1,0,0,6.60,6.60
500,Club Brugge KV,,Ruud Vormer,0,0,0,1,0,6.60,6.60
501,Lokomotiv Moscow,,Fedor Smolov,0,0,8,3,0,6.60,6.60
502,Red Bull Salzburg,,Jérôme Onguene,0,1,0,3,0,6.60,6.60
503,Club Brugge KV,,Siebe Schrijvers,0,1,0,2,0,6.60,6.60
504,Bayer 04 Leverkusen,,Kai Havertz,0,2,6,6,0,6.60,6.60
505,Real Madrid,,Luka Jović,0,1,2,2,0,6.60,6.60
506,Valencia,,Mouctar Diakhaby,0,0,2,0,0,6.60,6.60
507,Tottenham Hotspur,,Harry Winks,0,0,9,1,0,6.60,6.60
508,RB Leipzig,,Amadou Haidara,0,0,5,2,0,6.60,6.60
509,Real Madrid,,Ferland Mendy,0,0,7,1,0,6.58,6.58
510,Napoli,,Eljif Elmas,0,0,5,0,0,6.58,6.58
511,Club Brugge KV,,Éder Balanta,0,0,2,2,0,6.58,6.58
512,Club Brugge KV,,Loïs Openda,0,0,0,2,0,6.58,6.58
513,Zenit St. Petersburg,,Daler Kuzyaev,0,0,0,2,0,6.58,6.58
514,Inter,,Roberto Gagliardini,0,0,1,0,0,6.58,6.58
515,Napoli,,Piotr Zieliński,0,1,5,3,0,6.57,6.57
516,Chelsea,,Emerson Palmieri,0,0,3,3,0,6.57,6.57
517,KRC Genk,,Jere Uronen,0,0,1,4,0,6.57,6.57
518,GNK Dinamo Zagreb,,Marko Đira,0,0,1,1,0,6.57,6.57
519,Barcelona,,Junior Firpo,0,0,1,0,0,6.57,6.57
520,AFC Ajax,,Klaas-Jan Huntelaar,0,0,0,1,0,6.57,6.57
521,KRC Genk,,Joakim Mæhle,0,0,13,3,0,6.57,6.57
522,Lokomotiv Moscow,,Benedikt Höwedes,0,0,0,0,0,6.57,6.57
523,Lokomotiv Moscow,,Éder,0,0,4,3,0,6.56,6.56
524,KRC Genk,,Gaëtan Coucke,0,0,0,0,0,6.56,6.56
525,Valencia,,Maximiliano Gómez,0,4,1,6,0,6.55,6.55
526,Zenit St. Petersburg,,Douglas Santos,0,0,11,3,0,6.55,6.55
527,RB Leipzig,,Ibrahima Konaté,0,0,0,0,0,6.55,6.55
528,Valencia,,Jaume Doménech,0,0,0,0,0,6.55,6.55
529,Benfica,,Jardel,0,0,0,0,0,6.55,6.55
530,Olympiacos FC,,Yassine Benzia,0,0,1,1,0,6.55,6.55
531,Galatasaray,,Younès Belhanda,0,1,5,5,0,6.55,6.55
532,Lille,,José Fonte,0,0,0,1,0,6.55,6.55
533,Lokomotiv Moscow,,Murilo,0,0,1,0,0,6.54,6.54
534,Benfica,,Tomás Tavares,0,0,3,1,0,6.54,6.54
535,Galatasaray,,Steven​ N'Zonzi,0,0,1,3,0,6.54,6.54
536,KRC Genk,,Dieumerci Ndongala,0,0,0,2,0,6.53,6.53
537,Bayer 04 Leverkusen,,Leon Bailey,0,0,5,1,0,6.53,6.53
538,Valencia,,Jaume Costa,0,0,0,2,0,6.53,6.53
539,Borussia Dortmund,,Łukasz Piszczek,0,0,1,0,0,6.53,6.53
540,Olympiacos FC,,Omar Elabdellaoui,0,0,2,3,0,6.53,6.53
541,FK Crvena zvezda,,Aleksa Vukanović,0,0,1,2,0,6.53,6.53
542,Galatasaray,,Ryan Donk,0,0,2,1,0,6.52,6.52
543,Lille,,Luiz Araújo,0,0,8,9,0,6.52,6.52
544,Shakhtar Donetsk,,Andriy Pyatov,0,0,1,0,0,6.52,6.52
545,GNK Dinamo Zagreb,,Damian Kądzior,0,0,0,0,0,6.50,6.50
546,Shakhtar Donetsk,,Marlos Romero,0,0,11,5,0,6.50,6.50
547,Real Madrid,,Marco Asensio,0,0,0,0,0,6.50,6.50
548,Liverpool,,Xherdan Shaqiri,0,0,0,0,0,6.50,6.50
549,Borussia Dortmund,,Leonardo Balerdi,0,0,0,0,0,6.50,6.50
550,Red Bull Salzburg,,Marin Pongračić,0,0,0,0,0,6.50,6.50
551,Napoli,,Gianluca Gaetano,0,0,0,0,0,6.50,6.50
552,Olympique Lyonnais,,Rafael,0,0,1,0,0,6.50,6.50
553,GNK Dinamo Zagreb,,Izet Hajrović,0,0,0,0,0,6.50,6.50
554,Olympique Lyonnais,,Rayan Cherki,0,0,1,1,0,6.50,6.50
555,Atalanta,,Adrien Tameze,0,0,0,0,0,6.50,6.50
556,Benfica,,Ljubomir Fejsa,0,0,0,0,0,6.50,6.50
557,SK Slavia Praha,,Abdulla Yusuf Helal,0,0,0,2,0,6.50,6.50
558,Zenit St. Petersburg,,Aleksey Sutormin,0,0,0,0,0,6.50,6.50
559,Lokomotiv Moscow,,Alexander Kolomeitsev,0,0,1,0,0,6.50,6.50
560,Galatasaray,,Ryan Babel,0,1,5,4,0,6.50,6.50
561,Zenit St. Petersburg,,Oleg Shatov,0,0,2,1,0,6.50,6.50
562,Valencia,,Kang-in Lee,0,0,0,3,0,6.50,6.50
563,KRC Genk,,Paul Onuachu,0,4,6,8,0,6.50,6.50
564,Napoli,,Matteo Politano,0,0,2,5,0,6.50,6.50
565,Atalanta,,Berat Djimsiti,0,0,3,6,0,6.50,6.50
566,SK Slavia Praha,,Ondřej Kúdela,0,1,0,4,0,6.50,6.50
567,Tottenham Hotspur,,Toby Alderweireld,0,0,0,0,0,6.48,6.48
568,Club Brugge KV,,Mats Rits,0,0,0,3,0,6.48,6.48
569,Zenit St. Petersburg,,Aleksandr Erokhin,0,0,1,1,0,6.48,6.48
570,Olympiacos FC,,Maximiliano Lovera,0,0,4,2,0,6.47,6.47
571,Galatasaray,,Florin Andone,0,2,1,8,0,6.47,6.47
572,FK Crvena zvezda,,Milan Pavkov,0,1,0,4,0,6.47,6.47
573,Shakhtar Donetsk,,Serhiy Bolbat,0,0,0,1,0,6.47,6.47
574,Club Brugge KV,,Simon Mignolet,0,0,0,0,0,6.47,6.47
575,AFC Ajax,,David Neres,0,0,2,2,0,6.45,6.45
576,Galatasaray,,Selçuk İnan,0,0,1,0,0,6.45,6.45
577,Bayer 04 Leverkusen,,Aleksandar Dragović,0,0,0,0,0,6.45,6.45
578,Chelsea,,Andreas Christensen,0,0,0,1,0,6.45,6.45
579,Olympique Lyonnais,,Karl Toko Ekambi,0,2,2,8,0,6.45,6.45
580,AFC Ajax,,Siem de Jong,0,0,0,0,0,6.45,6.45
581,Atalanta,,Andrea Masiello,0,0,1,0,0,6.45,6.45
582,Atalanta,,Rafael Tolói,0,0,0,4,0,6.44,6.44
583,GNK Dinamo Zagreb,,Amer Gojak,0,0,0,0,0,6.44,6.44
584,Red Bull Salzburg,,Rasmus Kristensen,0,0,3,1,0,6.43,6.43
585,Club Brugge KV,,Clinton Mata,0,0,2,0,0,6.43,6.43
586,Club Brugge KV,,Charles De Ketelaere,0,0,1,2,0,6.43,6.43
587,Lille,,Renato Sanches,0,0,7,0,0,6.42,6.42
588,Real Madrid,,Nacho Fernández,0,0,0,0,0,6.40,6.40
589,Olympique Lyonnais,,Amine Gouiri,0,0,0,0,0,6.40,6.40
590,GNK Dinamo Zagreb,,Lovro Majer,0,0,0,0,0,6.40,6.40
591,Olympique Lyonnais,,Jean Lucas,0,1,0,1,0,6.40,6.40
592,AFC Ajax,,Zakaria Labyad,0,0,0,0,0,6.40,6.40
593,Napoli,,Amin Younes,0,0,0,0,0,6.40,6.40
594,Juventus,,Marco Olivieri,0,0,0,0,0,6.40,6.40
595,Olympiacos FC,,Vasilīs Torosidīs,0,0,1,0,0,6.40,6.40
596,Lokomotiv Moscow,,Daniil Kulikov,0,0,1,1,0,6.40,6.40
597,Borussia Dortmund,,Mahmoud Dahoud,0,0,0,0,0,6.40,6.40
598,Club Brugge KV,,Mbaye Diagne,0,1,0,2,0,6.40,6.40
599,Benfica,,Caio,0,0,1,2,0,6.40,6.40
600,SK Slavia Praha,,Stanislav Tecl,0,1,1,2,0,6.40,6.40
601,FK Crvena zvezda,,Dušan Jovančić,0,0,1,3,0,6.40,6.40
602,Zenit St. Petersburg,,Igor Smolnikov,0,0,1,0,0,6.40,6.40
603,Tottenham Hotspur,,Gedson Fernandes,0,0,1,6,0,6.40,6.40
604,Club Brugge KV,,David Okereke,0,2,0,11,0,6.40,6.40
605,Red Bull Salzburg,,Masaya Okugawa,0,0,0,1,0,6.40,6.40
606,GNK Dinamo Zagreb,,Nikola Moro,0,0,1,3,0,6.40,6.40
607,Lokomotiv Moscow,,Vladislav Ignatjev,0,0,0,0,0,6.40,6.40
608,KRC Genk,,Junya Ito,0,0,9,5,0,6.38,6.38
609,FK Crvena zvezda,,Miloš Degenek,0,0,1,1,0,6.38,6.38
610,FK Crvena zvezda,,Marko Gobeljić,0,0,2,4,0,6.38,6.38
611,Tottenham Hotspur,,Eric Dier,0,1,2,1,0,6.38,6.38
612,FK Crvena zvezda,,Njegoš Petrović,0,0,1,1,0,6.38,6.38
613,Borussia Dortmund,,Marco Reus,0,7,2,10,0,6.38,6.38
614,Red Bull Salzburg,,Cican Stanković,0,0,0,0,0,6.38,6.38
615,KRC Genk,,Sébastien Dewaest,0,1,1,3,0,6.38,6.38
616,Red Bull Salzburg,,Majeed Ashimeru,0,0,0,0,0,6.37,6.37
617,Atlético Madrid,,Ángel Correa,0,2,4,8,0,6.36,6.36
618,Olympiacos FC,,Yassine Meriah,0,1,3,3,0,6.35,6.35
619,Olympiacos FC,,Lazar Ranđelović,0,0,1,1,0,6.33,6.33
620,Lokomotiv Moscow,,Bryan Idowu,0,0,0,2,0,6.33,6.33
621,Galatasaray,,Mario Lemina,0,1,5,7,0,6.33,6.33
622,Lokomotiv Moscow,,Rifat Zhemaletdinov,0,0,6,5,0,6.32,6.32
623,Red Bull Salzburg,,Antoine Bernede,0,0,0,0,0,6.30,6.30
624,Lille,,Adama Soumaoro,0,0,0,0,0,6.30,6.30
625,Real Madrid,,James Rodríguez,0,0,1,1,0,6.30,6.30
626,Borussia Dortmund,,Emre Can,0,0,6,1,0,6.30,6.30
627,Manchester City,,Claudio Bravo,0,0,0,0,0,6.30,6.30
628,FK Crvena zvezda,,Mirko Ivanić,0,0,1,2,0,6.30,6.30
629,Borussia Dortmund,,Jacob Bruun Larsen,0,0,0,0,0,6.30,6.30
630,RB Leipzig,,Marcelo Saracchi,0,0,2,0,0,6.30,6.30
631,Chelsea,,Ross Barkley,0,1,4,3,0,6.30,6.30
632,Tottenham Hotspur,,Jan Vertonghen,0,0,0,0,0,6.30,6.30
633,Inter,,Danilo D'Ambrosio,0,3,3,6,0,6.30,6.30
634,Lille,,Xeka,0,0,0,1,0,6.30,6.30
635,SK Slavia Praha,,Ibrahim Traoré,0,0,0,1,0,6.30,6.30
636,Lille,,Zeki Çelik,0,1,4,2,0,6.28,6.28
637,Lille,,Domagoj Bradarić,0,0,5,0,0,6.27,6.27
638,FK Crvena zvezda,,Tomané,0,1,0,3,0,6.27,6.27
639,FK Crvena zvezda,,Rajiv Van La Parra,0,0,3,5,0,6.26,6.26
640,Napoli,,David Ospina,0,0,0,0,0,6.25,6.25
641,SK Slavia Praha,,Lukáš Provod,0,0,0,0,0,6.25,6.25
642,Shakhtar Donetsk,,Dentinho,0,0,0,0,0,6.25,6.25
643,Galatasaray,,Yuto Nagatomo,0,0,4,2,0,6.25,6.25
644,FK Crvena zvezda,,Mateo García,0,0,14,3,0,6.25,6.25
645,FK Crvena zvezda,,José Alberto Cañas,0,0,2,1,0,6.24,6.24
646,GNK Dinamo Zagreb,,Petar Stojanović,0,0,5,1,0,6.23,6.23
647,KRC Genk,,Casper De Norre,0,0,5,1,0,6.23,6.23
648,FK Crvena zvezda,,Milan Rodić,0,0,1,2,0,6.22,6.22
649,Real Madrid,,Brahim Díaz,0,0,1,0,0,6.20,6.20
650,RB Leipzig,,Ademola Lookman,0,0,0,0,0,6.20,6.20
651,Liverpool,,Joël Matip,0,0,0,0,0,6.20,6.20
652,Valencia,,Alessandro Florenzi,0,0,0,0,0,6.20,6.20
653,Tottenham Hotspur,,Japhet Tanganga,0,0,0,0,0,6.20,6.20
654,Benfica,,André Almeida,0,0,0,0,0,6.20,6.20
655,GNK Dinamo Zagreb,,Iyayi Believe Atiemwen,0,0,0,0,0,6.20,6.20
656,Benfica,,David Tavares,0,0,0,0,0,6.20,6.20
657,Lille,,Jérémy Pied,0,0,1,1,0,6.20,6.20
658,Galatasaray,,Şener Özbayraklı,0,0,0,0,0,6.20,6.20
659,Borussia Dortmund,,Nico Schulz,0,3,0,4,0,6.20,6.20
660,Tottenham Hotspur,,Hugo Lloris,0,0,0,0,0,6.18,6.18
661,Atalanta,,Mattia Caldara,0,0,1,1,0,6.17,6.17
662,Lille,,Thiago Maia,0,0,0,1,0,6.10,6.10
663,GNK Dinamo Zagreb,,François Moubandje,0,0,0,0,0,6.10,6.10
664,Atalanta,,Jacopo Da Riva,0,0,0,0,0,6.10,6.10
665,RB Leipzig,,Matheus Cunha,0,4,1,7,0,6.05,6.05
666,Liverpool,,Adrián,0,0,0,0,0,6.03,6.03
667,SK Slavia Praha,,Jaroslav Zelený,0,1,2,2,0,6.03,6.03
668,Atlético Madrid,,Yannick Carrasco,0,0,3,4,0,6.00,6.00
669,Benfica,,Jota,0,0,1,0,0,6.00,6.00
670,Valencia,,Eliaquim Mangala,0,0,0,0,0,5.90,5.90
671,Tottenham Hotspur,,Kyle Walker-Peters,0,0,1,0,0,5.80,5.80
672,Chelsea,,Willy Caballero,0,0,0,0,0,5.75,5.75
673,FK Crvena zvezda,,Jander,0,0,2,2,0,5.63,5.63
674,KRC Genk,,Maarten Vandevoordt,0,0,0,0,0,4.30,4.30
675,FC Bayern München,,Joshua Zirkzee,0,0,0,0,0,0,
676,Red Bull Salzburg,,Sekou Koita,0,0,0,0,0,0,
677,Atalanta,,Musa Barrow,0,0,1,0,0,0,
678,Shakhtar Donetsk,,Danylo Sikan,0,0,0,0,0,0,
679,AFC Ajax,,Jürgen Ekkelenkamp,0,0,1,0,0,0,
680,Galatasaray,,Erencan Yardımcı,0,0,0,0,0,0,
681,Borussia Dortmund,,Marcel Schmelzer,0,0,0,0,0,0,
682,GNK Dinamo Zagreb,,Mario Šitum,0,0,0,0,0,0,
683,Red Bull Salzburg,,Albert Vallci,0,0,0,0,0,0,
684,Tottenham Hotspur,,Malachi Fagan-Walcott,0,0,0,0,0,0,
685,Juventus,,Simone Muratore,0,0,0,0,0,0,
