#,Time,Time,Nome,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Notas Sofascore,Nota Sofascore
62,Benfica,,Ljubomir Fejsa,17,14,8,0,6.84,6.84
63,Paris Saint-Germain,,Thomas Meunier,17,11,17,0,6.77,6.77
64,Barcelona,,André Gomes,17,6,0,0,6.74,6.74
65,Barcelona,,Neymar,16,2,2,0,7.82,7.82
66,Bayer 04 Leverkusen,,Lars Bender,16,13,11,0,7.53,7.53
67,FC Bayern München,,Xabi Alonso,16,10,6,1,7.27,7.27
68,FC Rostov,,Miha Mevlja,16,17,48,0,7.12,7.12
69,FC Rostov,,Timofey Kalachev,16,15,10,0,6.84,6.84
70,GNK Dinamo Zagreb,,Leonardo Sigali,16,18,39,1,6.74,6.74
71,FC Rostov,,Aleksandr Gațcan,16,20,15,0,6.70,6.70
72,Napoli,,Allan,16,4,2,0,6.69,6.69
73,Borussia M'gladbach,,Julian Korb,16,12,10,0,6.60,6.60
74,Paris Saint-Germain,,Lucas Moura,15,8,3,0,7.40,7.40
75,FC København,,Thomas Delaney,15,9,16,1,7.37,7.37
76,FC Porto,,Danilo Pereira,15,11,34,0,7.33,7.33
77,Atlético Madrid,,Šime Vrsaljko,15,13,15,0,7.18,7.18
78,Borussia Dortmund,,Sokratis,15,16,39,0,7.10,7.10
79,Borussia M'gladbach,,Nico Elvedi,15,11,35,0,7.07,7.07
80,Barcelona,,Jordi Alba,15,1,6,0,6.90,6.90
81,Bayer 04 Leverkusen,,Charles Aránguiz,15,17,10,0,6.90,6.90
82,Ludogorets,,Natanael,15,17,24,0,6.82,6.82
83,Ludogorets,,Svetoslav Dyakov,15,14,11,0,6.68,6.68
84,Atlético Madrid,,Lucas Hernández,15,10,15,0,6.68,6.68
85,Manchester City,,Pablo Zabaleta,15,12,9,0,6.67,6.67
86,Benfica,,Alejandro Grimaldo,14,7,11,0,7.20,7.20
87,Paris Saint-Germain,,Marquinhos,14,20,34,0,7.04,7.04
88,AS Monaco,,Thomas Lemar,14,11,4,0,6.99,6.99
89,Atlético Madrid,,Stefan Savić,14,16,60,0,6.96,6.96
90,FC København,,Youssef Toutouh,14,7,9,0,6.78,6.78
91,Barcelona,,Andrés Iniesta,14,7,4,0,6.76,6.76
92,Barcelona,,Sergi Roberto,14,10,11,1,6.76,6.76
93,Borussia M'gladbach,,Tobias Strobl,14,13,6,0,6.70,6.70
94,Club Brugge KV,,Stefano Denswil,14,10,23,0,6.52,6.52
95,Borussia Dortmund,,Ousmane Dembélé,13,5,1,0,7.42,7.42
96,Borussia M'gladbach,,Thorgan Hazard,13,2,1,0,7.13,7.13
97,Sporting,,Adrien Silva,13,8,1,0,7.04,7.04
98,Beşiktaş,,Marcelo,13,23,44,0,6.95,6.95
99,Arsenal,,Laurent Koscielny,13,21,22,0,6.94,6.94
100,Borussia Dortmund,,Christian Pulišić,13,6,4,0,6.93,6.93
101,PSV Eindhoven,,Daniel Schwaab,13,9,26,0,6.88,6.88
102,Manchester City,,Raheem Sterling,13,9,0,0,6.87,6.87
103,Leicester City,,Riyad Mahrez,13,4,10,0,6.86,6.86
104,Borussia Dortmund,,Marcel Schmelzer,13,8,14,0,6.84,6.84
105,Leicester City,,Marc Albrighton,13,5,14,0,6.80,6.80
106,Ludogorets,,Anicet Abel,13,17,7,0,6.75,6.75
107,Napoli,,Elseid Hysaj,13,10,19,0,6.73,6.73
108,AS Monaco,,Almamy Touré,13,6,18,0,6.68,6.68
109,Sporting,,Marvin Zeegelaar,13,8,8,0,6.64,6.64
110,FC København,,Ludwig Augustinsson,12,7,17,0,7.60,7.60
111,FC Porto,,Felipe,12,16,76,0,7.26,7.26
112,FC Bayern München,,Rafinha,12,7,13,0,7.15,7.15
113,Sporting,,Sebastián Coates,12,19,27,0,7.10,7.10
114,PSV Eindhoven,,Héctor Moreno,12,16,28,0,7.10,7.10
115,FC København,,Peter Ankersen,12,6,18,0,7.02,7.02
116,Paris Saint-Germain,,Thiago Silva,12,12,34,0,7.01,7.01
117,FC Bayern München,,Philipp Lahm,12,18,10,0,6.99,6.99
118,Arsenal,,Aaron Ramsey,12,4,2,0,6.95,6.95
119,FC Rostov,,Christian Noboa,12,23,11,0,6.92,6.92
120,Paris Saint-Germain,,Thiago Motta,12,3,3,0,6.90,6.90
121,Beşiktaş,,Adriano,12,14,12,0,6.87,6.87
122,Arsenal,,Shkodran Mustafi,12,13,35,1,6.84,6.84
123,Napoli,,Amadou Diawara,12,4,3,0,6.83,6.83
124,Juventus,,Patrice Evra,12,5,16,0,6.83,6.83
125,Benfica,,Pizzi,12,13,4,0,6.75,6.75
126,FC Porto,,Maxi Pereira,12,8,9,0,6.74,6.74
127,Beşiktaş,,Duško Tošić,12,10,22,1,6.73,6.73
128,Barcelona,,Ivan Rakitić,12,3,4,0,6.58,6.58
129,Legia Warszawa,,Vadis Odjidja-Ofoe,12,3,4,0,6.57,6.57
130,Celtic,,Mikael Lustig,12,16,22,0,6.57,6.57
131,Basel,,Taulant Xhaka,12,14,3,0,6.55,6.55
132,Tottenham Hotspur,,Jan Vertonghen,11,12,22,0,7.54,7.54
133,Legia Warszawa,,Thibault Moulin,11,5,4,0,7.30,7.30
134,Borussia Dortmund,,Gonzalo Castro,11,7,3,0,7.26,7.26
135,Olympique Lyonnais,,Jérémy Morel,11,17,18,0,7.20,7.20
136,Manchester City,,İlkay Gündoğan,11,11,2,1,7.18,7.18
137,Barcelona,,Samuel Umtiti,11,11,18,0,7.04,7.04
138,FC Bayern München,,Mats Hummels,11,15,32,0,7.00,7.00
139,Olympique Lyonnais,,Rafael,11,6,6,0,6.98,6.98
140,Borussia M'gladbach,,Lars Stindl,11,3,4,0,6.96,6.96
141,Borussia Dortmund,,Raphaël Guerreiro,11,6,6,0,6.93,6.93
142,Benfica,,Eduardo Salvio,11,4,7,0,6.83,6.83
143,Atlético Madrid,,Yannick Carrasco,11,7,5,0,6.82,6.82
144,Club Brugge KV,,Claudemir,11,7,12,0,6.78,6.78
145,PSV Eindhoven,,Andrés Guardado,11,9,4,0,6.75,6.75
146,Borussia Dortmund,,Matthias Ginter,11,7,22,0,6.74,6.74
147,AS Monaco,,Bernardo Silva,11,8,5,0,6.65,6.65
148,GNK Dinamo Zagreb,,Mario Šitum,11,8,7,0,6.62,6.62
149,Basel,,Birkir Bjarnason,11,5,3,0,6.60,6.60
150,CSKA Moscow,,Georgi Schennikov,11,11,16,0,6.50,6.50
151,Barcelona,,Lionel Messi,10,0,0,0,8.23,8.23
152,Napoli,,Marek Hamšík,10,5,5,0,7.31,7.31
153,Juventus,,Paulo Dybala,10,4,0,0,7.31,7.31
154,Paris Saint-Germain,,Adrien Rabiot,10,11,5,0,7.22,7.22
155,Real Madrid,,Luka Modrić,10,28,6,1,7.17,7.17
156,Club Brugge KV,,Benoît Poulain,10,7,32,0,7.16,7.16
157,FC Bayern München,,David Alaba,10,13,16,0,7.11,7.11
158,Barcelona,,Gerard Piqué,10,10,19,0,7.09,7.09
159,Ludogorets,,José Luis Palomino,10,9,33,0,7.02,7.02
160,Borussia M'gladbach,,Mahmoud Dahoud,10,5,1,0,7.00,7.00
161,CSKA Moscow,,Bibars Natcho,10,8,8,0,6.98,6.98
162,Leicester City,,Wilfred Ndidi,10,11,16,0,6.93,6.93
163,FC Bayern München,,Javi Martínez,10,5,12,0,6.87,6.87
164,Celtic,,Emilio Izaguirre,10,7,10,0,6.87,6.87
165,Arsenal,,Granit Xhaka,10,7,11,0,6.81,6.81
166,Borussia Dortmund,,Andre Schürrle,10,2,0,0,6.78,6.78
167,Tottenham Hotspur,,Victor Wanyama,10,9,11,0,6.78,6.78
168,Real Madrid,,Lucas Vázquez,10,6,0,0,6.78,6.78
169,Sporting,,Rúben Semedo,10,12,15,0,6.73,6.73
170,Borussia M'gladbach,,Andreas Christensen,10,11,21,0,6.68,6.68
171,Napoli,,Jorginho,10,12,1,2,6.68,6.68
172,AS Monaco,,Nabil Dirar,10,1,3,0,6.68,6.68
173,Borussia Dortmund,,Łukasz Piszczek,10,9,28,2,6.67,6.67
174,Beşiktaş,,Atiba Hutchinson,10,14,4,0,6.63,6.63
175,Legia Warszawa,,Michał Kopczyński,10,8,6,0,6.58,6.58
176,Basel,,Adama Traoré,10,13,12,0,6.50,6.50
177,Legia Warszawa,,Bartosz Bereszyński,10,12,12,0,6.27,6.27
178,GNK Dinamo Zagreb,,Petar Stojanović,10,7,3,0,5.90,5.90
179,Borussia Dortmund,,Nuri Şahin,9,7,2,0,7.43,7.43
180,Arsenal,,Alexis Sánchez,9,9,2,1,7.40,7.40
181,Paris Saint-Germain,,Ángel Di María,9,5,3,0,7.39,7.39
182,Manchester City,,Kevin De Bruyne,9,7,0,0,7.28,7.28
183,Juventus,,Claudio Marchisio,9,8,7,0,7.14,7.14
184,Olympique Lyonnais,,Corentin Tolisso,9,5,6,0,7.13,7.13
185,Borussia Dortmund,,Mario Götze,9,5,0,0,7.10,7.10
186,Manchester City,,David Silva,9,5,2,0,7.10,7.10
187,Bayer 04 Leverkusen,,Admir Mehmedi,9,8,2,0,7.06,7.06
188,Olympique Lyonnais,,Sergi Darder,9,10,3,0,7.05,7.05
189,Juventus,,Andrea Barzagli,9,15,25,0,7.01,7.01
190,Club Brugge KV,,Dion Cools,9,5,15,0,6.97,6.97
191,Arsenal,,Nacho Monreal,9,6,5,0,6.93,6.93
192,Celtic,,Nir Bitton,9,11,2,0,6.93,6.93
193,Paris Saint-Germain,,Serge Aurier,9,11,10,0,6.88,6.88
194,FC Porto,,Óliver Torres,9,7,5,0,6.87,6.87
195,Basel,,Mohamed Elyounoussi,9,4,1,0,6.87,6.87
196,Leicester City,,Jamie Vardy,9,3,3,0,6.83,6.83
197,Juventus,,Juan Cuadrado,9,3,1,0,6.83,6.83
198,Beşiktaş,,Caner Erkin,9,5,7,0,6.77,6.77
199,Sevilla,,Pablo Sarabia,9,5,3,0,6.76,6.76
200,Sevilla,,Vicente Iborra,9,8,8,0,6.73,6.73
201,Basel,,Marek Suchý,9,10,28,1,6.73,6.73
202,Basel,,Renato Steffen,9,6,4,0,6.72,6.72
203,PSV Eindhoven,,Jetro Willems,9,12,10,0,6.72,6.72
204,Sporting,,Bryan Ruiz,9,6,3,0,6.70,6.70
205,FC Rostov,,Fedor Kudryashov,9,7,19,0,6.68,6.68
206,Juventus,,Mario Lemina,9,8,4,0,6.67,6.67
207,GNK Dinamo Zagreb,,El Arbi Hillel Soudani,9,4,3,0,6.64,6.64
208,Club Brugge KV,,Timmy Simons,9,6,12,0,6.53,6.53
209,Arsenal,,Héctor Bellerín,9,10,6,0,6.52,6.52
210,Celtic,,Stuart Armstrong,9,7,3,0,6.44,6.44
211,Legia Warszawa,,Guilherme Marques,9,9,8,0,6.42,6.42
212,FC Rostov,,Aleksandr Erokhin,9,6,12,0,6.40,6.40
213,Arsenal,,Santi Cazorla,8,4,3,0,7.87,7.87
214,FC Bayern München,,Arjen Robben,8,3,1,0,7.49,7.49
215,Dynamo Kyiv,,Evgeniy Khacheridi,8,16,41,0,7.42,7.42
216,Arsenal,,Mesut Özil,8,5,4,0,7.41,7.41
217,Bayer 04 Leverkusen,,Ömer Toprak,8,16,44,0,7.20,7.20
218,Bayer 04 Leverkusen,,Hakan Çalhanoğlu,8,8,3,0,7.20,7.20
219,Benfica,,Gonçalo Guedes,8,5,0,0,7.17,7.17
220,Sevilla,,Adil Rami,8,13,35,1,7.16,7.16
221,Olympique Lyonnais,,Mapou Yanga-Mbiwa,8,4,10,0,7.10,7.10
222,Benfica,,Luisão,8,15,26,0,7.05,7.05
223,Sevilla,,Nicolás Pareja,8,10,19,0,7.05,7.05
224,Bayer 04 Leverkusen,,Jonathan Tah,8,11,35,0,7.04,7.04
225,Dynamo Kyiv,,Serhiy Rybalka,8,6,2,0,7.04,7.04
226,Napoli,,Faouzi Ghoulam,8,15,13,0,7.01,7.01
227,Bayer 04 Leverkusen,,Karim Bellarabi,8,2,1,0,7.00,7.00
228,FC Rostov,,César Navas,8,18,50,1,7.00,7.00
229,Tottenham Hotspur,,Harry Winks,8,5,1,0,6.98,6.98
230,Tottenham Hotspur,,Erik Lamela,8,4,1,0,6.97,6.97
231,CSKA Moscow,,Vasily Berezutskiy,8,10,33,0,6.96,6.96
232,Atlético Madrid,,Juanfran,8,4,6,0,6.95,6.95
233,GNK Dinamo Zagreb,,Filip Benković,8,15,34,0,6.94,6.94
234,FC København,,William Kvist,8,12,11,0,6.93,6.93
235,Basel,,Matías Delgado,8,6,2,0,6.92,6.92
236,Borussia M'gladbach,,Oscar Wendt,8,7,9,0,6.90,6.90
237,Leicester City,,Danny Simpson,8,14,22,0,6.90,6.90
238,Barcelona,,Luis Suárez,8,2,5,0,6.89,6.89
239,Paris Saint-Germain,,Layvin Kurzawa,8,7,14,0,6.82,6.82
240,Leicester City,,Wes Morgan,8,7,53,0,6.81,6.81
241,FC Porto,,Alex Telles,8,15,19,0,6.79,6.79
242,Leicester City,,Luis Hernández,8,10,23,0,6.78,6.78
243,Juventus,,Sami Khedira,8,12,9,0,6.76,6.76
244,FC Rostov,,Vladimir Granat,8,15,34,0,6.75,6.75
245,FC Rostov,,Sardar Azmoun,8,5,16,0,6.70,6.70
246,Tottenham Hotspur,,Dele Alli,8,5,4,0,6.70,6.70
247,Manchester City,,Bacary Sagna,8,5,10,0,6.70,6.70
248,Napoli,,Piotr Zieliński,8,6,0,0,6.69,6.69
249,Atlético Madrid,,Nicolás Gaitán,8,2,1,0,6.68,6.68
250,Bayer 04 Leverkusen,,Tin Jedvaj,8,6,15,0,6.68,6.68
251,Beşiktaş,,Gökhan Inler,8,6,0,0,6.66,6.66
252,Real Madrid,,Danilo,8,5,8,0,6.60,6.60
253,GNK Dinamo Zagreb,,Jonas,8,6,2,0,6.60,6.60
254,Club Brugge KV,,Ricardo van Rhijn,8,7,13,0,6.58,6.58
255,GNK Dinamo Zagreb,,Domagoj Pavičić,8,1,6,0,6.54,6.54
256,Legia Warszawa,,Tomasz Jodłowiec,8,6,3,0,6.48,6.48
257,Celtic,,Tom Rogić,8,1,0,0,6.36,6.36
258,CSKA Moscow,,Georgi Milanov,8,5,4,0,6.32,6.32
259,FC København,,Erik Berg,7,8,51,0,7.50,7.50
260,Olympique Lyonnais,,Maciej Rybus,7,10,1,0,7.37,7.37
261,Tottenham Hotspur,,Kieran Trippier,7,9,16,0,7.33,7.33
262,Real Madrid,,Mateo Kovačić,7,2,0,0,7.33,7.33
263,FC Porto,,André Silva,7,3,1,0,7.15,7.15
264,Olympique Lyonnais,,Alexandre Lacazette,7,0,0,0,7.10,7.10
265,FC Bayern München,,Douglas Costa,7,7,6,1,7.06,7.06
266,Manchester City,,Fernando,7,2,2,0,7.03,7.03
267,Arsenal,,Alex Oxlade-Chamberlain,7,5,4,1,7.00,7.00
268,FC Porto,,Iván Marcano,7,13,62,0,7.00,7.00
269,Real Madrid,,Karim Benzema,7,3,5,0,6.99,6.99
270,Juventus,,Gonzalo Higuaín,7,3,10,0,6.99,6.99
271,FC Bayern München,,Jérôme Boateng,7,8,20,1,6.98,6.98
272,Tottenham Hotspur,,Danny Rose,7,3,12,0,6.93,6.93
273,Napoli,,José Callejón,7,4,9,0,6.93,6.93
274,PSV Eindhoven,,Nicolas Isimat-Mirin,7,7,28,0,6.92,6.92
275,Celtic,,Erik Sviatchenko,7,24,35,0,6.92,6.92
276,Sporting,,Bas Dost,7,1,2,0,6.88,6.88
277,Olympique Lyonnais,,Maxwel Cornet,7,3,1,0,6.85,6.85
278,Napoli,,Raúl Albiol,7,6,19,1,6.85,6.85
279,PSV Eindhoven,,Davy Pröpper,7,15,10,0,6.78,6.78
280,Club Brugge KV,,Hans Vanaken,7,4,7,0,6.78,6.78
281,CSKA Moscow,,Aleksei Berezutskiy,7,6,26,0,6.78,6.78
282,Borussia M'gladbach,,Tony Jantschke,7,13,14,0,6.77,6.77
283,Sevilla,,Franco Vázquez,7,3,4,0,6.74,6.74
284,Sporting,,Gelson Martins,7,6,1,0,6.73,6.73
285,FC Porto,,Jesús Corona,7,0,0,0,6.67,6.67
286,FC København,,Benjamin Verbič,7,7,3,0,6.66,6.66
287,FC Porto,,Miguel Layún,7,9,9,0,6.65,6.65
288,Borussia Dortmund,,Sebastian Rode,7,5,0,0,6.60,6.60
289,Bayer 04 Leverkusen,,Julian Brandt,7,5,3,0,6.58,6.58
290,Benfica,,André Almeida,7,3,8,0,6.48,6.48
291,CSKA Moscow,,Zoran Tošić,7,2,3,0,6.48,6.48
292,Celtic,,Kolo Touré,7,11,13,2,6.43,6.43
293,Ludogorets,,Yordan Minev,7,11,8,0,6.38,6.38
294,Benfica,,Rafa Silva,7,0,0,0,6.37,6.37
295,Legia Warszawa,,Jakub Czerwiński,7,6,26,1,6.35,6.35
296,Beşiktaş,,Andreas Beck,7,10,7,0,6.30,6.30
297,Real Madrid,,Gareth Bale,6,8,6,0,7.38,7.38
298,Manchester City,,Sergio Agüero,6,3,1,0,7.34,7.34
299,FC København,,Federico Santander,6,1,1,0,7.33,7.33
300,Olympique Lyonnais,,Mouctar Diakhaby,6,8,14,0,7.23,7.23
301,Manchester City,,Nolito,6,0,0,0,7.13,7.13
302,GNK Dinamo Zagreb,,Gordon Schildenfeld,6,22,29,0,7.08,7.08
303,Napoli,,Lorenzo Insigne,6,6,1,0,7.04,7.04
304,Olympique Lyonnais,,Mathieu Valbuena,6,2,0,0,7.03,7.03
305,Real Madrid,,Pepe,6,5,5,0,7.03,7.03
306,Sporting,,William Carvalho,6,10,5,0,6.97,6.97
307,AS Monaco,,Kamil Glik,6,21,84,0,6.95,6.95
308,Dynamo Kyiv,,Mykola Morozyuk,6,8,2,0,6.93,6.93
309,Leicester City,,Daniel Amartey,6,6,9,0,6.92,6.92
310,Manchester City,,Aleksandar Kolarov,6,18,36,1,6.90,6.90
311,FC Rostov,,Igor Kireev,6,1,1,0,6.90,6.90
312,Ludogorets,,Jonathan Cafú,6,5,3,0,6.90,6.90
313,Dynamo Kyiv,,Derlis González,6,2,2,0,6.86,6.86
314,Leicester City,,Islam Slimani,6,1,3,0,6.86,6.86
315,PSV Eindhoven,,Joshua Brenet,6,8,11,0,6.83,6.83
316,Bayer 04 Leverkusen,,Javier Hernández,6,4,4,0,6.80,6.80
317,Arsenal,,Olivier Giroud,6,0,3,0,6.75,6.75
318,Arsenal,,Gabriel Paulista,6,1,6,0,6.75,6.75
319,Beşiktaş,,Tolgay Arslan,6,2,1,0,6.70,6.70
320,Celtic,,James Forrest,6,0,2,0,6.62,6.62
321,Arsenal,,Alex Iwobi,6,2,1,0,6.57,6.57
322,Barcelona,,Rafinha Alcântara,6,1,1,0,6.57,6.57
323,Legia Warszawa,,Adam Hloušek,6,10,9,0,6.55,6.55
324,Ludogorets,,Virgil Misidjan,6,8,3,0,6.53,6.53
325,Manchester City,,Gaël Clichy,6,5,13,0,6.52,6.52
326,GNK Dinamo Zagreb,,Paulo Machado,6,1,1,0,6.48,6.48
327,GNK Dinamo Zagreb,,Junior Fernandes,6,1,8,0,6.43,6.43
328,Basel,,Michael Lang,6,7,8,0,6.38,6.38
329,Celtic,,Cristian Gamboa,6,5,2,0,6.25,6.25
330,Legia Warszawa,,Jakub Rzeźniczak,6,5,19,0,6.20,6.20
331,Celtic,,Kieran Tierney,6,5,17,0,6.13,6.13
332,FC København,,Zanka,5,8,62,0,7.53,7.53
333,Arsenal,,Theo Walcott,5,4,4,0,7.28,7.28
334,PSV Eindhoven,,Luuk de Jong,5,6,3,0,7.28,7.28
335,Napoli,,Dries Mertens,5,4,2,0,7.21,7.21
336,FC Porto,,Yacine Brahimi,5,2,0,0,7.20,7.20
337,Tottenham Hotspur,,Christian Eriksen,5,0,1,0,7.18,7.18
338,Sevilla,,Samir Nasri,5,3,2,0,7.08,7.08
339,Dynamo Kyiv,,Domagoj Vida,5,3,31,0,7.07,7.07
340,Real Madrid,,Marco Asensio,5,3,0,0,7.04,7.04
341,Real Madrid,,James Rodríguez,5,3,0,0,7.00,7.00
342,Tottenham Hotspur,,Kyle Walker,5,7,6,0,7.00,7.00
343,AS Monaco,,Radamel Falcao,5,6,9,0,6.98,6.98
344,FC Bayern München,,Joshua Kimmich,5,7,1,0,6.98,6.98
345,Legia Warszawa,,Michał Pazdan,5,6,25,0,6.97,6.97
346,PSV Eindhoven,,Santiago Arias,5,9,9,0,6.93,6.93
347,Tottenham Hotspur,,Mousa Dembélé,5,6,0,0,6.88,6.88
348,Celtic,,Moussa Dembélé,5,0,8,0,6.85,6.85
349,FC Bayern München,,Thomas Müller,5,2,3,0,6.84,6.84
350,Borussia M'gladbach,,Jannik Vestergaard,5,7,16,0,6.83,6.83
351,Borussia M'gladbach,,Ibrahima Traoré,5,2,0,0,6.80,6.80
352,Leicester City,,Andy King,5,5,5,0,6.80,6.80
353,Benfica,,Victor Lindelöf,5,13,39,0,6.75,6.75
354,Benfica,,Eliseu,5,7,11,0,6.73,6.73
355,Dynamo Kyiv,,Serhiy Sydorchuk,5,6,1,0,6.72,6.72
356,Atlético Madrid,,Thomas Partey,5,3,1,0,6.72,6.72
357,FC København,,Rasmus Falk Jensen,5,3,4,0,6.72,6.72
358,Ludogorets,,Wanderson,5,2,3,0,6.70,6.70
359,Sporting,,Paulo Oliveira,5,1,4,0,6.70,6.70
360,Sevilla,,Matías Kranevitter,5,3,3,0,6.63,6.63
361,Paris Saint-Germain,,Maxwell,5,5,7,0,6.63,6.63
362,Leicester City,,Shinji Okazaki,5,2,1,0,6.60,6.60
363,Leicester City,,Ben Chilwell,5,5,6,0,6.60,6.60
364,Bayer 04 Leverkusen,,Aleksandar Dragović,5,7,17,1,6.57,6.57
365,Borussia M'gladbach,,Fabian Johnson,5,4,2,0,6.54,6.54
366,Sporting,,Ezequiel Schelotto,5,5,7,0,6.53,6.53
367,Borussia Dortmund,,Felix Passlack,5,3,3,0,6.45,6.45
368,Legia Warszawa,,Michał Kucharczyk,5,2,6,0,6.45,6.45
369,CSKA Moscow,,Lacina Traoré,5,2,4,0,6.45,6.45
370,Beşiktaş,,Oğuzhan Özyakup,5,0,0,1,6.40,6.40
371,PSV Eindhoven,,Jorrit Hendrix,5,3,4,0,6.30,6.30
372,Tottenham Hotspur,,Toby Alderweireld,4,3,10,0,7.40,7.40
373,Paris Saint-Germain,,Edinson Cavani,4,3,5,0,7.25,7.25
374,Sevilla,,Clément Lenglet,4,1,0,0,7.20,7.20
375,FC Bayern München,,Robert Lewandowski,4,2,3,0,7.20,7.20
376,FC Bayern München,,Juan Bernat,4,4,7,0,7.20,7.20
377,Tottenham Hotspur,,Kevin Wimmer,4,0,6,0,7.10,7.10
378,Real Madrid,,Isco,4,1,1,0,7.02,7.02
379,CSKA Moscow,,Alan Dzagoev,4,5,3,0,7.00,7.00
380,Dynamo Kyiv,,Danilo Silva,4,3,1,0,7.00,7.00
381,Beşiktaş,,Vincent Aboubakar,4,6,2,0,6.95,6.95
382,Legia Warszawa,,Miroslav Radović,4,2,4,0,6.92,6.92
383,Real Madrid,,Nacho Fernández,4,16,13,0,6.90,6.90
384,Sporting,,Bruno César,4,5,0,0,6.85,6.85
385,Manchester City,,John Stones,4,6,24,0,6.84,6.84
386,Club Brugge KV,,Brandon Mechele,4,7,28,0,6.80,6.80
387,Dynamo Kyiv,,Vitaliy Buyalskyi,4,0,1,0,6.78,6.78
