#,Time,Time,Nome,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Notas Sofascore,Nota Sofascore
350,TSG Hoffenheim,,Nadiem Amiri,0,0,16,84.21,1,6.90,6.90
351,FC Porto,,Diogo Leite,0,0,21,70,0,6.90,6.90
352,AS Monaco,,Jordi Mboula,0,0,9,81.82,1,6.90,6.90
353,Club Brugge KV,,Jelle Vossen,0,0,14,60.87,0,6.90,6.90
354,Club Brugge KV,,Sofyan Amrabat,0,0,61,72.62,0,6.90,6.90
355,Young Boys,,Marco Wölfli,0,0,39,57.35,1,6.90,6.90
356,AFC Ajax,,Maximilian Wöber,0,0,183,91.5,0,6.90,6.90
357,Manchester United,,Marcus Rashford,0,0,170,81.73,8,6.89,6.89
358,Barcelona,,Sergi Roberto,0,0,454,89.72,4,6.89,6.89
359,Atlético Madrid,,Diego Godín,0,0,212,80.3,4,6.88,6.88
360,Galatasaray,,Ryan Donk,0,0,210,85.37,5,6.88,6.88
361,Paris Saint-Germain,,Adrien Rabiot,0,0,216,90.38,1,6.88,6.88
362,Borussia Dortmund,,Łukasz Piszczek,0,0,229,84.81,1,6.88,6.88
363,Real Madrid,,Mariano Díaz,0,0,16,80,3,6.88,6.88
364,Roma,,Stephan El Shaarawy,0,1,61,82.43,3,6.88,6.88
365,Benfica,,Jardel,0,0,140,84.34,0,6.88,6.88
366,Paris Saint-Germain,,Marquinhos,0,0,422,91.74,3,6.87,6.87
367,FC Schalke 04,,Nabil Bentaleb,0,0,174,81.69,2,6.87,6.87
368,AS Monaco,,Samuel Grandsir,0,0,47,82.46,2,6.87,6.87
369,FC Schalke 04,,Yevhen Konoplyanka,0,1,83,78.3,8,6.87,6.87
370,Benfica,,Germán Conti,0,0,98,86.73,0,6.87,6.87
371,CSKA Moscow,,Alan Dzagoev,0,0,83,90.22,7,6.87,6.87
372,Real Madrid,,Thibaut Courtois,0,0,93,65.03,1,6.86,6.86
373,FC Schalke 04,,Benjamin Stambouli,0,0,190,73.64,0,6.86,6.86
374,Manchester United,,Romelu Lukaku,0,1,91,73.39,4,6.86,6.86
375,AFC Ajax,,Noussair Mazraoui,0,0,252,84.56,3,6.85,6.85
376,Club Brugge KV,,Wesley Moraes,0,0,88,70.4,4,6.85,6.85
377,Real Madrid,,Marcos Llorente,0,0,105,92.92,0,6.85,6.85
378,Real Madrid,,Javi Sánchez,0,0,72,92.31,0,6.85,6.85
379,Valencia,,Francis Coquelin,0,0,126,86.3,1,6.85,6.85
380,FC Schalke 04,,Sebastian Rudy,0,0,104,82.54,4,6.85,6.85
381,Benfica,,Odysseas Vlachodimos,0,0,108,65.85,0,6.85,6.85
382,Manchester City,,Aymeric Laporte,0,0,758,92.44,2,6.84,6.84
383,Benfica,,Ljubomir Fejsa,0,0,168,84.42,2,6.84,6.84
384,Benfica,,Franco Cervi,0,0,74,75.51,4,6.84,6.84
385,Atlético Madrid,,Rodri,0,0,415,89.83,1,6.84,6.84
386,Manchester United,,Phil Jones,0,0,126,92.65,0,6.83,6.83
387,CSKA Moscow,,Hörður Magnússon,0,0,88,77.88,2,6.83,6.83
388,Roma,,Daniele De Rossi,0,0,159,85.95,1,6.83,6.83
389,AEK Athens,,André Simões,0,0,197,89.55,1,6.83,6.83
390,Juventus,,Alex Sandro,0,0,375,88.24,9,6.82,6.82
391,CSKA Moscow,,Nikita Chernov,0,0,143,84.62,0,6.82,6.82
392,Tottenham Hotspur,,Hugo Lloris,0,0,251,74.04,0,6.82,6.82
393,TSG Hoffenheim,,Oliver Baumann,0,0,134,69.79,1,6.82,6.82
394,Liverpool,,Divock Origi,0,0,36,73.47,0,6.80,6.80
395,Paris Saint-Germain,,Juan Bernat,0,0,312,88.64,6,6.80,6.80
396,Olympique Lyonnais,,Bertrand Traoré,0,1,124,87.94,8,6.80,6.80
397,Shakhtar Donetsk,,Marlos Romero,0,1,135,89.4,6,6.80,6.80
398,Napoli,,Faouzi Ghoulam,0,0,16,76.19,0,6.80,6.80
399,Barcelona,,Jeison Murillo,0,0,41,95.35,0,6.80,6.80
400,Liverpool,,Alberto Moreno,0,0,11,100,0,6.80,6.80
401,PSV Eindhoven,,Maximiliano Romero,0,0,1,100,1,6.80,6.80
402,FC Porto,,Riechedly Bazoer,0,0,6,100,0,6.80,6.80
403,AS Monaco,,Kévin N'Doram,0,0,37,78.72,1,6.80,6.80
404,AS Monaco,,Benoît Badiashile,0,0,120,92.31,1,6.80,6.80
405,Inter,,Šime Vrsaljko,0,0,44,81.48,0,6.80,6.80
406,Olympique Lyonnais,,Martin Terrier,0,0,34,77.27,0,6.80,6.80
407,Manchester United,,Alexis Sánchez,0,0,65,75.58,3,6.80,6.80
408,Valencia,,José Luis Gayà,0,0,179,80.63,3,6.80,6.80
409,Viktoria Plzeň,,Roman Hubník,0,0,141,78.77,1,6.80,6.80
410,Paris Saint-Germain,,Presnel Kimpembe,0,0,467,91.57,2,6.79,6.79
411,Benfica,,Rafa Silva,0,0,71,72.45,2,6.78,6.78
412,Inter,,Milan Škriniar,0,0,306,90.53,2,6.78,6.78
413,Atlético Madrid,,Lucas Hernández,0,0,237,86.81,1,6.78,6.78
414,Valencia,,Dani Parejo,0,0,349,88.35,9,6.78,6.78
415,Galatasaray,,Henry Onyekuru,0,0,35,68.63,6,6.78,6.78
416,Roma,,Davide Santon,0,1,98,88.29,1,6.78,6.78
417,Club Brugge KV,,Mats Rits,0,1,102,87.18,1,6.78,6.78
418,Real Madrid,,Federico Valverde,0,0,125,93.98,1,6.78,6.78
419,Manchester United,,Diogo Dalot,0,0,66,78.57,1,6.78,6.78
420,Manchester United,,Eric Bailly,0,0,103,87.29,0,6.78,6.78
421,Young Boys,,Jean-Pierre Nsame,0,0,41,74.55,3,6.78,6.78
422,Club Brugge KV,,Clinton Mata,0,0,76,76,3,6.78,6.78
423,Atlético Madrid,,Thomas Lemar,0,1,199,80.89,6,6.77,6.77
424,FC Schalke 04,,Omar Mascarell,0,0,114,82.01,2,6.77,6.77
425,Galatasaray,,Fernando Muslera,0,0,129,65.15,1,6.77,6.77
426,Lokomotiv Moscow,,Grzegorz Krychowiak,0,0,216,81.82,6,6.77,6.77
427,Viktoria Plzeň,,Aleš Čermák,0,1,124,80,7,6.76,6.76
428,FC Porto,,Adrián López,0,0,39,86.67,4,6.75,6.75
429,TSG Hoffenheim,,Florian Grillitsch,0,0,168,82.35,0,6.75,6.75
430,Roma,,Aleksandar Kolarov,0,1,275,77.03,11,6.75,6.75
431,AS Monaco,,Khéphren Thuram,0,0,29,87.88,1,6.75,6.75
432,Young Boys,,Ulisses Garcia,0,0,47,87.04,3,6.75,6.75
433,Liverpool,,Dejan Lovren,0,0,125,88.65,0,6.75,6.75
434,Borussia Dortmund,,Mario Götze,0,0,220,85.27,5,6.75,6.75
435,PSV Eindhoven,,Jorrit Hendrix,0,0,139,78.09,4,6.75,6.75
436,Juventus,,Blaise Matuidi,0,0,253,84.33,5,6.74,6.74
437,Olympique Lyonnais,,Lucas Tousart,0,0,162,79.41,2,6.74,6.74
438,Tottenham Hotspur,,Heung-min Son,0,1,238,84.1,6,6.74,6.74
439,Valencia,,Michy Batshuayi,0,0,79,77.45,2,6.74,6.74
440,Barcelona,,Arturo Vidal,0,0,235,86.08,2,6.74,6.74
441,Manchester United,,Juan Mata,0,0,119,90.15,2,6.73,6.73
442,Olympique Lyonnais,,Moussa Dembélé,0,0,43,74.14,5,6.73,6.73
443,Tottenham Hotspur,,Ben Davies,0,1,260,81.25,9,6.73,6.73
444,Manchester United,,Scott McTominay,0,0,88,90.72,0,6.73,6.73
445,FC Porto,,Pepe,0,0,177,84.29,1,6.73,6.73
446,Club Brugge KV,,Emmanuel Dennis,0,0,45,71.43,1,6.73,6.73
447,Shakhtar Donetsk,,Davit Khocholava,0,0,123,88.49,0,6.73,6.73
448,CSKA Moscow,,Dmitri Efremov,0,0,24,68.57,2,6.73,6.73
449,Atlético Madrid,,Saúl Ñíguez,0,0,263,81.17,5,6.73,6.73
450,Young Boys,,Mohamed Camara,0,0,113,79.02,0,6.73,6.73
451,Lokomotiv Moscow,,Solomon Kvirkvelia,0,0,105,70,0,6.72,6.72
452,PSV Eindhoven,,Daniel Schwaab,0,0,131,81.37,3,6.72,6.72
453,Tottenham Hotspur,,Eric Dier,0,0,192,86.1,3,6.72,6.72
454,Manchester City,,Kyle Walker,0,0,523,90.02,3,6.72,6.72
455,CSKA Moscow,,Rodrigo Becão,0,0,195,82.98,1,6.72,6.72
456,Napoli,,Allan,0,0,342,90,5,6.72,6.72
457,PSV Eindhoven,,Nick Viergever,0,0,152,85.88,0,6.72,6.72
458,Manchester United,,David De Gea,0,0,112,62.57,0,6.71,6.71
459,Liverpool,,Georginio Wijnaldum,0,0,411,85.45,6,6.70,6.70
460,FC Porto,,Sérgio Oliveira,0,0,31,77.5,1,6.70,6.70
461,Olympique Lyonnais,,Léo Dubois,0,0,96,88.89,1,6.70,6.70
462,Benfica,,Gedson Fernandes,0,0,128,78.53,4,6.70,6.70
463,Young Boys,,Nicolas Moumie Ngamaleu,0,1,44,78.57,1,6.70,6.70
464,Club Brugge KV,,Cyril Ngonge,0,0,17,68,1,6.70,6.70
465,Club Brugge KV,,Luan Peres,0,0,3,100,0,6.70,6.70
466,Paris Saint-Germain,,Colin Dagba,0,0,5,100,0,6.70,6.70
467,AS Monaco,,Almamy Touré,0,0,16,80,0,6.70,6.70
468,PSV Eindhoven,,Michal Sadílek,0,0,9,90,0,6.70,6.70
469,Valencia,,Toni Lato,0,0,20,83.33,0,6.70,6.70
470,Barcelona,,Munir El Haddadi,0,0,15,83.33,2,6.70,6.70
471,AFC Ajax,,Dani de Wit,0,0,9,69.23,0,6.70,6.70
472,AFC Ajax,,Daley Sinkgraven,0,0,32,78.05,2,6.70,6.70
473,Lokomotiv Moscow,,Fedor Smolov,0,0,33,67.35,1,6.70,6.70
474,Inter,,Keita Baldé,0,0,18,85.71,0,6.70,6.70
475,Manchester City,,Vincent Kompany,0,0,189,96.92,2,6.70,6.70
476,Inter,,Danilo D'Ambrosio,0,0,165,80.1,4,6.70,6.70
477,Manchester City,,Nicolás Otamendi,0,0,355,91.73,1,6.70,6.70
478,TSG Hoffenheim,,Reiss Nelson,0,0,33,86.84,4,6.70,6.70
479,Olympique Lyonnais,,Pape Cheikh,0,0,33,97.06,2,6.70,6.70
480,FK Crvena zvezda,,Miloš Degenek,0,0,136,78.16,0,6.70,6.70
481,Manchester United,,Victor Lindelöf,0,0,229,89.11,1,6.69,6.69
482,Tottenham Hotspur,,Erik Lamela,0,2,99,79.84,5,6.68,6.68
483,Young Boys,,Michel Aebischer,0,0,111,88.8,1,6.68,6.68
484,Benfica,,Gabriel Pires,0,0,100,73.53,4,6.68,6.68
485,Tottenham Hotspur,,Danny Rose,0,0,178,79.82,5,6.67,6.67
486,CSKA Moscow,,Georgi Schennikov,0,0,49,77.78,0,6.67,6.67
487,Shakhtar Donetsk,,Olarenwaju Kayode,0,0,9,69.23,0,6.67,6.67
488,CSKA Moscow,,Kirill Nababkin,0,0,193,85.4,3,6.67,6.67
489,FC Porto,,Maxi Pereira,0,0,248,79.74,3,6.66,6.66
490,Benfica,,Rúben Dias,0,0,216,86.06,0,6.66,6.66
491,AS Monaco,,Kamil Glik,0,0,166,83.42,1,6.66,6.66
492,Lokomotiv Moscow,,Vladislav Ignatjev,0,0,155,72.09,4,6.65,6.65
493,Atlético Madrid,,Álvaro Morata,0,0,21,58.33,0,6.65,6.65
494,Paris Saint-Germain,,Leandro Paredes,0,0,47,92.16,0,6.65,6.65
495,Tottenham Hotspur,,Mousa Dembélé,0,0,95,95,2,6.65,6.65
496,CSKA Moscow,,Timur Zhamaletdinov,0,0,2,40,0,6.65,6.65
497,Valencia,,Gonçalo Guedes,0,0,98,78.4,0,6.65,6.65
498,Atlético Madrid,,Vitolo,0,0,37,90.24,1,6.65,6.65
499,FC Porto,,Fernando Andrade,0,0,17,65.38,0,6.65,6.65
500,AEK Athens,,Vasilis Barkas,0,0,105,54.4,0,6.65,6.65
501,FC Schalke 04,,Breel Embolo,0,0,37,67.27,4,6.64,6.64
502,FK Crvena zvezda,,Milan Rodić,0,0,95,67.38,3,6.64,6.64
503,FK Crvena zvezda,,Dušan Jovančić,0,0,76,76.77,2,6.64,6.64
504,Barcelona,,Malcom,0,0,18,81.82,0,6.63,6.63
505,Valencia,,Ferran Torres,0,0,37,78.72,0,6.63,6.63
506,AS Monaco,,Youssef Aït Bennasser,0,0,169,84.92,1,6.63,6.63
507,Juventus,,Emre Can,0,0,183,88.41,0,6.63,6.63
508,FK Crvena zvezda,,Marko Gobeljić,0,0,58,62.37,3,6.63,6.63
509,Manchester United,,Andreas Pereira,0,0,85,82.52,2,6.63,6.63
510,Lokomotiv Moscow,,Manuel Fernandes,0,0,106,77.37,4,6.63,6.63
511,Olympique Lyonnais,,Jason Denayer,0,0,331,91.18,0,6.63,6.63
512,AS Monaco,,Nacer Chadli,0,0,123,84.25,3,6.62,6.62
513,FC Porto,,Iker Casillas,0,0,225,65.98,0,6.62,6.62
514,Viktoria Plzeň,,Lukáš Hejda,0,0,117,76.47,0,6.62,6.62
515,FC Schalke 04,,Suat Serdar,0,0,97,76.98,4,6.61,6.61
516,FC Schalke 04,,Guido Burgstaller,0,1,36,62.07,1,6.60,6.60
517,Lokomotiv Moscow,,Jefferson Farfán,0,0,92,85.98,3,6.60,6.60
518,AS Monaco,,Moussa Sylla,0,0,70,81.4,4,6.60,6.60
519,Benfica,,João Félix,0,0,21,84,1,6.60,6.60
520,FC Porto,,Vincent Aboubakar,0,0,5,45.45,1,6.60,6.60
521,Paris Saint-Germain,,Moussa Diaby,0,0,5,100,0,6.60,6.60
522,AFC Ajax,,Rasmus Kristensen,0,0,8,88.89,0,6.60,6.60
523,AS Monaco,,Adama Traoré,0,0,10,100,0,6.60,6.60
524,CSKA Moscow,,Abel Hernández,0,0,1,33.33,0,6.60,6.60
525,AS Monaco,,Gobe Gouano,0,0,3,50,0,6.60,6.60
526,Barcelona,,Thomas Vermaelen,0,0,30,78.95,0,6.60,6.60
527,FC Porto,,Bruno Costa,0,0,7,100,0,6.60,6.60
528,CSKA Moscow,,Konstantin Kuchaev,0,0,19,100,1,6.60,6.60
529,Barcelona,,Carles Aleñá,0,0,54,96.43,2,6.60,6.60
530,Inter,,Miranda,0,0,84,84,1,6.60,6.60
531,Valencia,,Rúben Vezo,0,0,60,86.96,0,6.60,6.60
532,Galatasaray,,Sinan Gümüş,0,0,42,85.71,1,6.60,6.60
533,Lokomotiv Moscow,,Bryan Idowu,0,0,92,76.67,1,6.60,6.60
534,Napoli,,Arkadiusz Milik,0,0,27,71.05,1,6.60,6.60
535,AEK Athens,,Lucas Boyé,0,0,17,58.62,0,6.60,6.60
536,AS Monaco,,Andrea Raggi,0,0,141,84.94,2,6.60,6.60
537,Club Brugge KV,,Loïs Openda,0,0,8,47.06,0,6.60,6.60
538,Young Boys,,Steve von Bergen,0,0,131,86.18,0,6.60,6.60
539,Atlético Madrid,,Jan Oblak,0,0,80,52.29,0,6.60,6.60
540,FK Crvena zvezda,,El Fardou Ben,0,0,93,79.49,3,6.58,6.58
541,Borussia Dortmund,,Mahmoud Dahoud,0,0,276,90.79,2,6.58,6.58
542,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,207,84.84,1,6.58,6.58
543,AFC Ajax,,Kasper Dolberg,0,0,36,76.6,2,6.58,6.58
544,AS Monaco,,Benjamin Henrichs,0,0,105,74.47,2,6.58,6.58
545,Liverpool,,Joe Gomez,0,0,341,82.97,2,6.58,6.58
546,Olympique Lyonnais,,Rafael,0,0,67,63.81,1,6.57,6.57
547,AS Monaco,,Han-Noah Massengo,0,0,70,90.91,0,6.57,6.57
548,CSKA Moscow,,Ivan Oblyakov,0,0,194,83.98,6,6.57,6.57
549,Benfica,,André Almeida,0,0,202,77.1,2,6.57,6.57
550,AS Monaco,,Jemerson,0,0,220,88.71,2,6.56,6.56
551,AS Monaco,,Giulian Biancone,0,0,84,77.78,2,6.55,6.55
552,FC Schalke 04,,Cedric Teuchert,0,0,11,84.62,0,6.55,6.55
553,Club Brugge KV,,Siebe Schrijvers,0,0,16,64,0,6.55,6.55
554,PSV Eindhoven,,Trent Sainsbury,0,0,25,67.57,0,6.55,6.55
555,Viktoria Plzeň,,Ubong Ekpai,0,0,9,69.23,0,6.55,6.55
556,CSKA Moscow,,Khetag Khosonov,0,0,31,86.11,1,6.55,6.55
557,Viktoria Plzeň,,Daniel Kolář,0,0,18,75,1,6.55,6.55
558,Galatasaray,,Muğdat Çelik,0,0,10,66.67,1,6.55,6.55
559,Manchester City,,Fabian Delph,0,0,204,88.7,0,6.55,6.55
560,Lokomotiv Moscow,,Igor Denisov,0,0,207,84.49,6,6.55,6.55
561,Valencia,,Kévin Gameiro,0,0,37,84.09,2,6.54,6.54
562,Inter,,Lautaro Martínez,0,0,7,63.64,0,6.53,6.53
563,Atlético Madrid,,Nikola Kalinić,0,0,12,57.14,2,6.53,6.53
564,Roma,,Patrik Schick,0,0,45,84.91,2,6.53,6.53
565,FC Schalke 04,,Hamza Mendyl,0,0,93,71.54,0,6.53,6.53
566,Juventus,,Mattia De Sciglio,0,0,143,85.12,3,6.53,6.53
567,TSG Hoffenheim,,Kevin Vogt,0,0,219,92.02,0,6.53,6.53
568,Young Boys,,Sékou Sanogo,0,0,134,84.81,3,6.53,6.53
569,Inter,,Antonio Candreva,0,0,41,85.42,3,6.53,6.53
570,Viktoria Plzeň,,Tomáš Hořava,0,0,85,82.52,4,6.52,6.52
571,Manchester United,,Fred,0,1,309,86.8,4,6.52,6.52
572,AEK Athens,,Ezequiel Ponce,0,0,86,75.44,2,6.52,6.52
573,Young Boys,,Loris Benito,0,0,203,77.78,3,6.52,6.52
574,Galatasaray,,Selçuk İnan,0,0,72,86.75,0,6.50,6.50
575,Manchester United,,Mason Greenwood,0,0,0,0,0,6.50,6.50
576,Galatasaray,,Yunus Akgün,0,0,1,100,0,6.50,6.50
577,Barcelona,,Samuel Umtiti,0,0,62,91.18,0,6.50,6.50
578,Juventus,,Leonardo Spinazzola,0,0,33,76.74,3,6.50,6.50
579,FC Schalke 04,,Ahmed Kutucu,0,0,3,75,0,6.50,6.50
580,FC Bayern München,,Woo-Yeong Jeong,0,0,3,75,0,6.50,6.50
581,AFC Ajax,,Jürgen Ekkelenkamp,0,0,3,50,0,6.50,6.50
582,Napoli,,Simone Verdi,0,0,9,75,0,6.50,6.50
583,AFC Ajax,,Zakaria Labyad,0,0,3,100,0,6.50,6.50
584,FC Schalke 04,,Franco Di Santo,0,0,10,66.67,0,6.50,6.50
585,Olympique Lyonnais,,Jérémy Morel,0,0,32,78.05,0,6.50,6.50
586,TSG Hoffenheim,,Benjamin Hübner,0,0,28,82.35,1,6.50,6.50
587,Napoli,,Adam Ounas,0,0,8,80,0,6.50,6.50
588,FK Crvena zvezda,,Dejan Joveljić,0,0,13,81.25,1,6.50,6.50
589,Roma,,Rick Karsdorp,0,0,23,71.88,1,6.50,6.50
590,AEK Athens,,Giannis Gianniotas,0,0,6,42.86,1,6.50,6.50
591,AEK Athens,,Erik Morán,0,0,25,73.53,1,6.50,6.50
592,Lokomotiv Moscow,,Vedran Ćorluka,0,0,84,76.36,0,6.50,6.50
593,Juventus,,Sami Khedira,0,0,62,87.32,0,6.50,6.50
594,AS Monaco,,Djibril Sidibé,0,0,143,84.12,0,6.50,6.50
595,FK Crvena zvezda,,Branko Jovičić,0,0,78,72.22,0,6.50,6.50
596,Viktoria Plzeň,,Aleš Hruška,0,0,81,61.36,0,6.50,6.50
597,Lokomotiv Moscow,,Benedikt Höwedes,0,0,110,71.9,1,6.50,6.50
598,AEK Athens,,Rodrigo Galo,0,0,39,78,2,6.50,6.50
599,Shakhtar Donetsk,,Taras Stepanenko,0,0,265,85.48,1,6.48,6.48
600,FK Crvena zvezda,,Goran Čaušić,0,0,78,70.91,3,6.48,6.48
601,FC Schalke 04,,Steven Skrzybski,0,0,10,71.43,0,6.48,6.48
602,TSG Hoffenheim,,Ermin Bičakčić,0,1,200,88.89,2,6.47,6.47
603,Olympique Lyonnais,,Marçal,0,0,171,87.24,1,6.47,6.47
604,Juventus,,Andrea Barzagli,0,0,67,87.01,0,6.47,6.47
605,AEK Athens,,Konstantinos Galanopoulos,0,0,152,87.86,3,6.47,6.47
606,Atlético Madrid,,Gelson Martins,0,0,22,95.65,1,6.45,6.45
607,Roma,,Iván Marcano,0,0,86,92.47,1,6.45,6.45
608,AFC Ajax,,Lisandro Magallán,0,0,1,100,0,6.45,6.45
609,Shakhtar Donetsk,,Dentinho,0,0,7,100,0,6.45,6.45
610,Shakhtar Donetsk,,Wellington Nem,0,0,26,92.86,0,6.45,6.45
611,Galatasaray,,Ömer Bayram,0,0,32,80,0,6.45,6.45
612,Young Boys,,Thorsten Schick,0,0,36,87.8,1,6.45,6.45
613,FC Bayern München,,Sandro Wagner,0,0,10,76.92,0,6.45,6.45
614,AEK Athens,,Alef,0,0,59,78.67,0,6.45,6.45
615,PSV Eindhoven,,Denzel Dumfries,0,0,106,74.13,2,6.45,6.45
616,Paris Saint-Germain,,Alphonse Aréola,0,0,71,94.67,0,6.43,6.43
617,AEK Athens,,Giorgos Giakoumakis,0,0,8,66.67,0,6.43,6.43
618,Valencia,,Denis Cheryshev,0,0,50,79.37,2,6.43,6.43
619,AS Monaco,,Jean-Eudes Aholou,0,0,60,85.71,2,6.43,6.43
620,Young Boys,,Leonardo Bertone,0,0,49,85.96,1,6.43,6.43
621,FC Bayern München,,Renato Sanches,0,0,72,90,0,6.42,6.42
622,Shakhtar Donetsk,,Mykola Matviyenko,0,0,206,85.12,4,6.42,6.42
623,FK Crvena zvezda,,Veljko Simić,0,0,41,85.42,0,6.42,6.42
624,FK Crvena zvezda,,Nenad Krstičić,0,0,112,85.5,1,6.42,6.42
625,Inter,,Borja Valero,0,0,140,90.32,5,6.42,6.42
626,Viktoria Plzeň,,Jakub Řezníček,0,0,8,57.14,0,6.42,6.42
627,AEK Athens,,Viktor Klonaridis,0,0,47,74.6,1,6.40,6.40
628,PSV Eindhoven,,Cody Gakpo,0,0,2,40,0,6.40,6.40
629,Manchester United,,Marcos Rojo,0,0,22,84.62,0,6.40,6.40
630,Manchester United,,Tahith Chong,0,0,3,75,0,6.40,6.40
631,FC Porto,,Chidozie Awaziem,0,0,0,0,0,6.40,6.40
632,TSG Hoffenheim,,Dennis Geiger,0,0,4,50,0,6.40,6.40
633,Olympique Lyonnais,,Jordan Ferri,0,0,1,50,0,6.40,6.40
634,Shakhtar Donetsk,,Oleg Danchenko,0,0,27,72.97,0,6.40,6.40
635,Viktoria Plzeň,,Martin Zeman,0,0,18,78.26,2,6.40,6.40
636,Club Brugge KV,,Kaveh Rezaei,0,0,19,82.61,0,6.40,6.40
637,CSKA Moscow,,Kristijan Bistrović,0,0,79,83.16,2,6.40,6.40
638,TSG Hoffenheim,,Kevin Akpoguma,0,0,83,85.57,0,6.40,6.40
639,Atlético Madrid,,Francisco Montero,0,0,41,74.55,0,6.40,6.40
640,TSG Hoffenheim,,Joshua Brenet,0,0,23,82.14,0,6.40,6.40
641,Juventus,,Moise Kean,0,0,6,75,0,6.40,6.40
642,Shakhtar Donetsk,,Bogdan Butko,0,0,60,95.24,0,6.40,6.40
643,Viktoria Plzeň,,Milan Havel,0,0,20,52.63,1,6.40,6.40
644,Lokomotiv Moscow,,Guilherme Marinato,0,0,73,48.67,0,6.40,6.40
645,Viktoria Plzeň,,Roman Procházka,0,0,124,78.48,1,6.38,6.38
646,PSV Eindhoven,,Érick Gutiérrez,0,0,47,85.45,0,6.38,6.38
647,AEK Athens,,Uroš Ćosić,0,0,100,78.13,1,6.38,6.38
648,FC Schalke 04,,Ralf Fährmann,0,0,77,57.89,0,6.37,6.37
649,Tottenham Hotspur,,Victor Wanyama,0,0,96,76.8,0,6.36,6.36
650,Lokomotiv Moscow,,Éder,0,0,59,71.08,2,6.36,6.36
651,Roma,,Luca Pellegrini,0,0,11,78.57,0,6.35,6.35
652,Galatasaray,,Mariano,0,0,114,84.44,1,6.35,6.35
653,FC Bayern München,,Kingsley Coman,0,0,38,80.85,1,6.33,6.33
654,Shakhtar Donetsk,,Andriy Pyatov,0,0,132,66,0,6.33,6.33
655,Juventus,,Daniele Rugani,0,0,109,82.58,0,6.33,6.33
656,FC Schalke 04,,Amine Harit,0,0,42,80.77,2,6.32,6.32
657,Manchester United,,Sergio Romero,0,0,16,57.14,0,6.30,6.30
658,TSG Hoffenheim,,Vincenzo Grifo,0,0,2,100,0,6.30,6.30
659,AS Monaco,,Stevan Jovetić,0,0,3,60,0,6.30,6.30
660,FC Porto,,Jorge,0,0,0,0,0,6.30,6.30
661,Benfica,,Nicolás Castillo,0,0,1,50,0,6.30,6.30
662,FK Crvena zvezda,,Nikola Stojiljković,0,0,7,70,0,6.30,6.30
663,AS Monaco,,Julien Serrano,0,0,10,100,0,6.30,6.30
664,Lokomotiv Moscow,,Mikhail Lysov,0,0,2,66.67,0,6.30,6.30
665,Napoli,,Marko Rog,0,0,6,100,0,6.30,6.30
666,Lokomotiv Moscow,,Rifat Zhemaletdinov,0,0,13,76.47,1,6.30,6.30
667,Tottenham Hotspur,,Michel Vorm,0,0,37,84.09,0,6.30,6.30
668,Club Brugge KV,,Karlo Letica,0,0,34,56.67,0,6.30,6.30
669,AS Monaco,,Diego Benaglio,0,0,83,81.37,0,6.30,6.30
670,Viktoria Plzeň,,David Limberský,0,1,205,78.24,3,6.27,6.27
671,Paris Saint-Germain,,Gianluigi Buffon,0,0,75,67.57,0,6.26,6.26
672,Roma,,Antonio Mirante,0,0,37,74,0,6.25,6.25
673,Club Brugge KV,,Dion Cools,0,0,19,57.58,0,6.25,6.25
674,Shakhtar Donetsk,,Viktor Kovalenko,0,0,127,80.38,6,6.25,6.25
675,FK Crvena zvezda,,Filip Stojković,0,0,72,62.07,2,6.24,6.24
676,Atlético Madrid,,Stefan Savić,0,0,54,98.18,0,6.20,6.20
677,Roma,,Ante Ćorić,0,0,11,91.67,0,6.20,6.20
678,FK Crvena zvezda,,Slavoljub Srnić,0,0,35,67.31,1,6.17,6.17
679,PSV Eindhoven,,Nicolas Isimat-Mirin,0,0,5,83.33,0,6.10,6.10
680,TSG Hoffenheim,,Stefan Posch,0,0,58,79.45,0,6.10,6.10
681,Shakhtar Donetsk,,Fernando,0,0,17,68,1,6.10,6.10
682,Young Boys,,David von Ballmoos,0,0,68,52.31,0,6.05,6.05
683,FK Crvena zvezda,,Srđan Babić,0,0,82,79.61,0,6.03,6.03
684,Liverpool,,Adam Lallana,0,0,40,75.47,1,6.00,6.00
685,TSG Hoffenheim,,Kasim Adams,0,0,41,78.85,0,5.95,5.95
686,Tottenham Hotspur,,Kyle Walker-Peters,0,0,30,90.91,1,5.90,5.90
687,FC Schalke 04,,Bastian Oczipka,0,0,34,64.15,0,5.90,5.90
688,AS Monaco,,Danijel Subašić,0,0,6,54.55,0,5.80,5.80
689,FC Schalke 04,,Benjamin Goller,0,0,5,50,0,5.80,5.80
690,Barcelona,,Denis Suárez,0,0,11,68.75,1,5.80,5.80
691,FC Schalke 04,,Jeffrey Bruma,0,0,53,84.13,0,5.80,5.80
692,Olympique Lyonnais,,Mathieu Gorgelin,0,0,15,83.33,0,5.70,5.70
693,AEK Athens,,Marko Livaja,0,0,11,68.75,0,5.60,5.60
694,AS Monaco,,Antonio Barreca,0,0,54,87.1,1,5.20,5.20
695,Borussia Dortmund,,Sergio Gómez,0,0,3,100,0,0,
696,TSG Hoffenheim,,Robin Hack,0,0,0,0,0,0,
697,Young Boys,,Gregory Wüthrich,0,0,0,0,0,0,
