#,Time,Time,Nome,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Notas Sofascore,Nota Sofascore
53,Atlético Madrid,,Arda Turan,20,7,0,0,6.97,6.97
54,Atlético Madrid,,Diego Godín,19,21,66,0,7.38,7.38
55,FC Bayern München,,Jérôme Boateng,19,26,40,2,7.34,7.34
56,Paris Saint-Germain,,David Luiz,19,29,23,0,7.20,7.20
57,Shakhtar Donetsk,,Fernando,19,15,6,1,7.12,7.12
58,Juventus,,Paul Pogba,19,7,10,0,7.00,7.00
59,Borussia Dortmund,,Sokratis,18,8,39,0,7.48,7.48
60,Arsenal,,Santi Cazorla,18,11,2,0,7.43,7.43
61,Roma,,Radja Nainggolan,18,19,5,0,7.25,7.25
62,Ludogorets,,Fábio Espinho,18,4,4,0,7.24,7.24
63,RSC Anderlecht,,Dennis Praet,18,8,2,0,7.23,7.23
64,Borussia Dortmund,,Neven Subotić,18,18,55,0,7.23,7.23
65,Juventus,,Patrice Evra,18,11,32,0,7.08,7.08
66,Bayer 04 Leverkusen,,Ömer Toprak,18,13,37,0,6.80,6.80
67,Basel,,Taulant Xhaka,18,6,17,0,6.71,6.71
68,FC Porto,,Danilo,17,21,16,0,7.45,7.45
69,FC Porto,,Iván Marcano,17,18,21,0,7.10,7.10
70,FC Bayern München,,Mario Götze,17,6,0,0,7.05,7.05
71,Barcelona,,Ivan Rakitić,17,12,5,0,7.03,7.03
72,Atlético Madrid,,Raúl García,17,7,7,0,6.81,6.81
73,Shakhtar Donetsk,,Darijo Srna,16,13,27,0,7.50,7.50
74,AFC Ajax,,Joël Veltman,16,13,23,0,7.40,7.40
75,FC Schalke 04,,Dennis Aogo,16,12,16,0,7.26,7.26
76,Bayer 04 Leverkusen,,Roberto Hilbert,16,9,15,0,6.98,6.98
77,Manchester City,,James Milner,16,2,3,0,6.76,6.76
78,Malmö FF,,Ricardinho,16,18,15,0,6.74,6.74
79,Paris Saint-Germain,,Javier Pastore,16,12,1,0,6.69,6.69
80,Athletic Club,,Óscar de Marcos,16,5,5,0,6.67,6.67
81,Shakhtar Donetsk,,Oleksandr Kucher,16,15,23,0,6.62,6.62
82,APOEL Nicosia,,Marios Antoniadis,16,10,16,0,6.46,6.46
83,NK Maribor,,Petar Stojanović,16,7,18,0,6.30,6.30
84,RSC Anderlecht,,Chancel Mbemba,15,20,49,1,7.55,7.55
85,Arsenal,,Aaron Ramsey,15,6,5,0,7.43,7.43
86,Bayer 04 Leverkusen,,Hakan Çalhanoğlu,15,5,4,0,7.39,7.39
87,Borussia Dortmund,,Kevin Großkreutz,15,4,2,0,7.33,7.33
88,RSC Anderlecht,,Anthony Vanden Borre,15,6,8,0,7.25,7.25
89,RSC Anderlecht,,Andy Najar,15,11,10,0,7.12,7.12
90,FC Porto,,Héctor Herrera,15,13,0,1,7.09,7.09
91,Paris Saint-Germain,,Marquinhos,15,21,34,0,7.01,7.01
92,AFC Ajax,,Ricardo van Rhijn,15,16,14,0,7.00,7.00
93,Basel,,Fabian Schär,15,13,38,0,6.96,6.96
94,Manchester City,,Pablo Zabaleta,15,11,6,0,6.92,6.92
95,Borussia Dortmund,,Sven Bender,15,16,20,0,6.87,6.87
96,Borussia Dortmund,,Henrikh Mkhitaryan,15,6,4,0,6.86,6.86
97,AS Monaco,,Nabil Dirar,15,11,6,0,6.80,6.80
98,Shakhtar Donetsk,,Fred,15,9,1,0,6.80,6.80
99,FC Bayern München,,Medhi Benatia,15,24,28,0,6.70,6.70
100,Olympiacos FC,,Omar Elabdellaoui,15,12,9,0,6.70,6.70
101,APOEL Nicosia,,Tiago Gomes,15,8,8,0,6.22,6.22
102,Barcelona,,Lionel Messi,14,7,0,0,8.52,8.52
103,FC Porto,,Ricardo Pereira,14,12,4,0,7.70,7.70
104,Athletic Club,,Mikel San José,14,20,10,0,7.54,7.54
105,Borussia Dortmund,,Marco Reus,14,4,1,0,7.53,7.53
106,Juventus,,Giorgio Chiellini,14,32,67,1,7.30,7.30
107,AS Monaco,,João Moutinho,14,19,8,0,7.24,7.24
108,AFC Ajax,,Davy Klaassen,14,4,9,0,7.18,7.18
109,CSKA Moscow,,Bibars Natcho,14,9,6,0,7.10,7.10
110,Bayer 04 Leverkusen,,Stefan Kießling,14,6,7,0,7.09,7.09
111,FC Schalke 04,,Benedikt Höwedes,14,28,23,0,7.08,7.08
112,Arsenal,,Per Mertesacker,14,14,44,0,7.08,7.08
113,Benfica,,Maxi Pereira,14,9,22,0,7.04,7.04
114,Benfica,,Enzo Pérez,14,5,2,0,7.04,7.04
115,Arsenal,,Héctor Bellerín,14,11,9,0,6.98,6.98
116,CSKA Moscow,,Georgi Schennikov,14,19,14,0,6.90,6.90
117,Shakhtar Donetsk,,Douglas Costa,14,9,1,0,6.86,6.86
118,RSC Anderlecht,,Frank Acheampong,14,9,8,0,6.85,6.85
119,Basel,,Mohamed Elneny,14,14,9,0,6.83,6.83
120,Paris Saint-Germain,,Maxwell,14,18,18,0,6.76,6.76
121,Galatasaray,,Hamit Altıntop,14,6,0,0,6.74,6.74
122,APOEL Nicosia,,João Guilherme,14,10,18,0,6.68,6.68
123,Bayer 04 Leverkusen,,Karim Bellarabi,14,6,4,0,6.59,6.59
124,NK Maribor,,Željko Filipović,14,3,12,0,6.58,6.58
125,BATE Borisov,,Anri Khagush,14,9,17,0,5.96,5.96
126,Borussia Dortmund,,Łukasz Piszczek,13,5,10,0,7.28,7.28
127,AS Monaco,,Aymen Abdennour,13,18,35,0,7.25,7.25
128,Chelsea,,César Azpilicueta,13,10,14,0,7.23,7.23
129,APOEL Nicosia,,Carlão,13,21,44,0,7.20,7.20
130,Chelsea,,Branislav Ivanović,13,7,16,0,7.19,7.19
131,Juventus,,Leonardo Bonucci,13,26,80,0,7.14,7.14
132,AS Monaco,,Andrea Raggi,13,9,42,0,7.11,7.11
133,Galatasaray,,Aurélien Chedjou,13,15,36,1,7.10,7.10
134,Zenit St. Petersburg,,Danny,13,3,2,0,7.07,7.07
135,Shakhtar Donetsk,,Vyacheslav Shevchuk,13,5,10,0,7.05,7.05
136,FC Schalke 04,,Roman Neustädter,13,22,26,0,7.05,7.05
137,Athletic Club,,Aymeric Laporte,13,20,19,0,7.04,7.04
138,FC Bayern München,,Dante,13,8,11,1,7.02,7.02
139,Atlético Madrid,,Antoine Griezmann,13,3,3,0,7.01,7.01
140,Ludogorets,,Svetoslav Dyakov,13,7,10,0,7.00,7.00
141,AS Monaco,,Ricardo Carvalho,13,9,25,0,7.00,7.00
142,Manchester City,,Vincent Kompany,13,26,30,0,6.99,6.99
143,Basel,,Behrang Safari,13,22,16,0,6.97,6.97
144,Sporting,,Paulo Oliveira,13,3,30,0,6.84,6.84
145,Sporting,,William Carvalho,13,11,9,0,6.82,6.82
146,Roma,,Mapou Yanga-Mbiwa,13,7,24,0,6.78,6.78
147,Athletic Club,,Mikel Rico,13,11,7,0,6.75,6.75
148,FC Porto,,Óliver Torres,13,10,2,1,6.66,6.66
149,Manchester City,,Gaël Clichy,13,18,7,1,6.48,6.48
150,BATE Borisov,,Evgeni Yablonski,13,7,8,1,6.48,6.48
151,Ludogorets,,Junior Caiçara,13,8,18,1,6.35,6.35
152,BATE Borisov,,Aleksandr Volodko,13,6,2,0,6.32,6.32
153,Zenit St. Petersburg,,Nicolas Lombaerts,12,18,45,0,7.55,7.55
154,FC Schalke 04,,Christian Fuchs,12,19,16,0,7.50,7.50
155,Real Madrid,,James Rodríguez,12,10,3,0,7.46,7.46
156,Chelsea,,Willian,12,3,4,0,7.37,7.37
157,Bayer 04 Leverkusen,,Giulio Donati,12,10,9,0,7.22,7.22
158,Atlético Madrid,,Mario Mandžukić,12,7,18,0,7.17,7.17
159,Juventus,,Andrea Pirlo,12,13,4,0,7.15,7.15
160,Borussia Dortmund,,Pierre-Emerick Aubameyang,12,0,1,0,7.10,7.10
161,CSKA Moscow,,Vasily Berezutskiy,12,17,31,0,7.10,7.10
162,Basel,,Marek Suchý,12,16,39,0,7.07,7.07
163,Borussia Dortmund,,İlkay Gündoğan,12,12,1,0,7.07,7.07
164,AFC Ajax,,Thulani Serero,12,10,2,0,7.06,7.06
165,Athletic Club,,Ander Iturraspe,12,14,13,0,7.04,7.04
166,Olympiacos FC,,Alberto Botía,12,16,30,2,7.03,7.03
167,Roma,,Konstantinos Manolas,12,17,37,0,7.00,7.00
168,Olympiacos FC,,Pajtim Kasami,12,6,2,0,6.98,6.98
169,FC Bayern München,,Philipp Lahm,12,7,4,0,6.98,6.98
170,FC Porto,,Bruno Martins Indi,12,13,33,0,6.93,6.93
171,Chelsea,,Oscar,12,3,3,0,6.92,6.92
172,Liverpool,,Lucas Leiva,12,8,8,0,6.90,6.90
173,RSC Anderlecht,,Ibrahima Conte,12,8,3,0,6.72,6.72
174,Malmö FF,,Emil Forsberg,12,6,0,0,6.67,6.67
175,FC Bayern München,,Thiago Alcântara,11,10,1,0,7.53,7.53
176,Barcelona,,Neymar,11,5,2,0,7.43,7.43
177,Liverpool,,Steven Gerrard,11,9,15,0,7.37,7.37
178,Real Madrid,,Luka Modrić,11,5,4,0,7.33,7.33
179,FC Porto,,Jackson Martínez,11,1,6,0,7.26,7.26
180,Basel,,Luca Zuffi,11,6,4,0,7.22,7.22
181,Roma,,Seydou Keita,11,6,13,0,7.18,7.18
182,Basel,,Fabian Frei,11,20,10,0,7.14,7.14
183,Roma,,Miralem Pjanić,11,14,6,0,7.12,7.12
184,Atlético Madrid,,Gabi,11,7,5,0,7.01,7.01
185,Atlético Madrid,,Tiago,11,5,13,0,7.00,7.00
186,Zenit St. Petersburg,,Aleksandr Anyukov,11,6,14,0,7.00,7.00
187,Bayer 04 Leverkusen,,Gonzalo Castro,11,9,12,0,6.96,6.96
188,Benfica,,Jardel,11,6,26,1,6.95,6.95
189,Bayer 04 Leverkusen,,Heung-min Son,11,2,9,0,6.93,6.93
190,Borussia Dortmund,,Erik Durm,11,6,10,0,6.93,6.93
191,Shakhtar Donetsk,,Taison,11,14,2,0,6.90,6.90
192,Olympiacos FC,,Giannis Maniatis,11,6,10,0,6.90,6.90
193,AS Monaco,,Yannick Carrasco,11,8,4,0,6.84,6.84
194,Liverpool,,Adam Lallana,11,2,3,0,6.83,6.83
195,Sporting,,Cédric Soares,11,4,14,0,6.78,6.78
196,Galatasaray,,Semih Kaya,11,10,33,0,6.77,6.77
197,Zenit St. Petersburg,,Viktor Fayzulin,11,7,0,0,6.63,6.63
198,BATE Borisov,,Aleksandr Karnitskiy,11,4,2,0,6.62,6.62
199,Malmö FF,,Filip Helander,11,3,39,0,6.60,6.60
200,APOEL Nicosia,,Nuno Morais,11,6,7,0,6.48,6.48
201,Ludogorets,,Mihail Aleksandrov,11,4,3,0,6.48,6.48
202,Real Madrid,,Pepe,10,12,47,0,7.60,7.60
203,Barcelona,,Luis Suárez,10,2,8,0,7.59,7.59
204,Juventus,,Carlos Tévez,10,3,1,0,7.58,7.58
205,Barcelona,,Marc Bartra,10,9,15,0,7.52,7.52
206,Paris Saint-Germain,,Lucas Moura,10,11,0,0,7.34,7.34
207,Real Madrid,,Fábio Coentrão,10,7,16,0,7.13,7.13
208,Real Madrid,,Daniel Carvajal,10,10,12,0,7.10,7.10
209,FC Porto,,Maicon,10,25,41,1,7.00,7.00
210,Zenit St. Petersburg,,Ezequiel Garay,10,6,29,0,6.95,6.95
211,Borussia Dortmund,,Matthias Ginter,10,11,18,0,6.94,6.94
212,AS Monaco,,Lucas Ocampos,10,3,5,0,6.92,6.92
213,Atlético Madrid,,Mario Suárez,10,10,15,1,6.86,6.86
214,Shakhtar Donetsk,,Yaroslav Rakitskyi,10,17,46,0,6.81,6.81
215,Zenit St. Petersburg,,Javi García,10,10,11,0,6.78,6.78
216,Shakhtar Donetsk,,Taras Stepanenko,10,14,8,0,6.77,6.77
217,Olympiacos FC,,Luka Milivojević,10,8,21,0,6.76,6.76
218,NK Maribor,,Mitja Viler,10,7,16,1,6.70,6.70
219,Liverpool,,Joe Allen,10,5,7,0,6.63,6.63
220,NK Maribor,,Aleš Mertelj,10,18,13,0,6.55,6.55
221,Sporting,,Nani,9,0,1,0,8.14,8.14
222,FC Bayern München,,Thomas Müller,9,5,7,0,7.40,7.40
223,Roma,,Maicon,9,7,8,0,7.33,7.33
224,Benfica,,Eliseu,9,14,11,0,7.27,7.27
225,Atlético Madrid,,Cristian Ansaldi,9,5,5,1,7.23,7.23
226,Atlético Madrid,,Guilherme Siqueira,9,5,19,0,7.06,7.06
227,Liverpool,,Jose Enrique,9,3,8,0,7.05,7.05
228,Juventus,,Álvaro Morata,9,3,7,0,7.04,7.04
229,Atlético Madrid,,Jesús Gámez,9,1,16,0,7.03,7.03
230,Borussia Dortmund,,Sebastian Kehl,9,7,5,0,7.03,7.03
231,Liverpool,,Jordan Henderson,9,4,6,0,7.02,7.02
232,FC Bayern München,,Sebastian Rode,9,6,1,0,7.01,7.01
233,Arsenal,,Calum Chambers,9,17,20,0,7.00,7.00
234,Ludogorets,,Cosmin Moți,9,14,39,1,6.98,6.98
235,RSC Anderlecht,,Leander Dendoncker,9,3,5,0,6.97,6.97
236,Basel,,Shkelzen Gashi,9,5,5,0,6.94,6.94
237,RSC Anderlecht,,Youri Tielemans,9,15,6,0,6.90,6.90
238,NK Maribor,,Aleksander Rajčević,9,20,34,0,6.90,6.90
239,Paris Saint-Germain,,Adrien Rabiot,9,10,2,0,6.83,6.83
240,Athletic Club,,Iker Muniain,9,4,2,0,6.80,6.80
241,Malmö FF,,Markus Halsti,9,9,39,0,6.75,6.75
242,AS Monaco,,Bernardo Silva,9,2,0,0,6.74,6.74
243,FC Schalke 04,,Atsuto Uchida,9,10,11,0,6.66,6.66
244,Malmö FF,,Enoch Adu,9,10,9,0,6.50,6.50
245,Benfica,,Andreas Samaris,9,4,7,0,6.48,6.48
246,Ludogorets,,Marcelinho,9,3,1,0,6.18,6.18
247,FC Bayern München,,Franck Ribéry,8,4,1,0,7.50,7.50
248,Manchester City,,David Silva,8,7,0,0,7.32,7.32
249,Arsenal,,Laurent Koscielny,8,16,24,0,7.30,7.30
250,Athletic Club,,Beñat Etxebarria,8,2,1,0,7.24,7.24
251,Real Madrid,,Asier Illarramendi,8,9,1,0,7.22,7.22
252,Paris Saint-Germain,,Thiago Silva,8,11,17,0,7.18,7.18
253,Arsenal,,Alex Oxlade-Chamberlain,8,3,4,0,7.16,7.16
254,AS Monaco,,Wallace,8,3,22,0,7.13,7.13
255,FC Schalke 04,,Chinedu Obasi,8,1,0,0,7.10,7.10
256,CSKA Moscow,,Pontus Wernbloom,8,5,6,0,7.05,7.05
257,Benfica,,Nicolás Gaitán,8,10,4,0,7.04,7.04
258,Manchester City,,Martín Demichelis,8,14,25,0,7.02,7.02
259,Liverpool,,Alberto Moreno,8,9,5,0,7.00,7.00
260,RSC Anderlecht,,Steven Defour,8,8,6,0,6.98,6.98
261,CSKA Moscow,,Sergey Ignashevich,8,18,33,0,6.93,6.93
262,Borussia Dortmund,,Mats Hummels,8,8,26,0,6.93,6.93
263,Arsenal,,Nacho Monreal,8,9,11,0,6.93,6.93
264,Manchester City,,Fernando,8,14,3,0,6.90,6.90
265,Sporting,,André Carrillo,8,3,5,0,6.82,6.82
266,Atlético Madrid,,Saúl Ñíguez,8,4,4,0,6.80,6.80
267,Barcelona,,Jérémy Mathieu,8,7,18,0,6.72,6.72
268,Benfica,,Eduardo Salvio,8,8,4,0,6.66,6.66
269,Ludogorets,,Yordan Minev,8,1,22,0,6.62,6.62
270,AFC Ajax,,Nick Viergever,8,7,14,0,6.62,6.62
271,Galatasaray,,Veysel Sarı,8,4,5,0,6.60,6.60
272,CSKA Moscow,,Alan Dzagoev,8,4,7,0,6.53,6.53
273,CSKA Moscow,,Kirill Nababkin,8,3,7,0,6.20,6.20
274,BATE Borisov,,Edgar Olekhnovich,8,8,4,1,6.13,6.13
275,Atlético Madrid,,José María Giménez,7,7,22,0,7.70,7.70
276,Arsenal,,Alexis Sánchez,7,1,2,0,7.27,7.27
277,Liverpool,,Dejan Lovren,7,14,23,0,7.25,7.25
278,Benfica,,Luisão,7,7,33,0,7.22,7.22
279,Arsenal,,Jack Wilshere,7,4,4,0,7.13,7.13
280,AS Monaco,,Tiemoué Bakayoko,7,9,4,0,7.10,7.10
281,Athletic Club,,Markel Susaeta,7,5,1,0,7.05,7.05
282,Arsenal,,Mikel Arteta,7,6,1,0,7.00,7.00
283,Ludogorets,,Georgi Terziev,7,2,16,0,6.95,6.95
284,Ludogorets,,Dani Abalo,7,3,3,0,6.93,6.93
285,Chelsea,,Andre Schürrle,7,2,1,0,6.93,6.93
286,Olympiacos FC,,Delvin N'Dinga,7,12,16,0,6.92,6.92
287,RSC Anderlecht,,Olivier Deschacht,7,21,20,0,6.92,6.92
288,Shakhtar Donetsk,,Alex Teixeira,7,4,0,0,6.90,6.90
289,Bayer 04 Leverkusen,,Simon Rolfes,7,2,6,0,6.88,6.88
290,AS Monaco,,Dimitar Berbatov,7,5,5,0,6.83,6.83
291,Malmö FF,,Isaac Kiese Thelin,7,0,7,0,6.75,6.75
292,Chelsea,,Ramires,7,4,6,0,6.72,6.72
293,Athletic Club,,Andoni Iraola,7,5,4,0,6.70,6.70
294,Zenit St. Petersburg,,Oleg Shatov,7,6,4,0,6.68,6.68
295,Galatasaray,,Blerim Džemaili,7,7,2,0,6.68,6.68
296,Ludogorets,,Anicet Abel,7,1,2,0,6.65,6.65
297,NK Maribor,,Marcos Tavares,7,2,5,0,6.65,6.65
298,Juventus,,Roberto Pereyra,7,4,1,0,6.59,6.59
299,Shakhtar Donetsk,,Ilsinho,7,4,8,0,6.43,6.43
300,BATE Borisov,,Maksim Volodjko,7,3,2,0,6.42,6.42
301,Galatasaray,,Tarık Çamdal,7,6,10,0,6.34,6.34
302,BATE Borisov,,Mikhail Gordejchuk,7,6,3,0,6.28,6.28
303,BATE Borisov,,Filip Mladenović,7,9,4,1,5.88,5.88
304,Sporting,,Jefferson,6,9,7,0,7.83,7.83
305,FC Porto,,Yacine Brahimi,6,5,1,0,7.57,7.57
306,AFC Ajax,,Ricardo Kishna,6,1,0,0,7.35,7.35
307,Borussia Dortmund,,Nuri Şahin,6,4,5,0,7.35,7.35
308,Real Madrid,,Nacho Fernández,6,6,5,0,7.30,7.30
309,Chelsea,,John Obi Mikel,6,0,3,0,7.20,7.20
310,Arsenal,,Francis Coquelin,6,3,3,0,7.15,7.15
311,AFC Ajax,,Lasse Schöne,6,1,2,0,7.10,7.10
312,Basel,,Philipp Degen,6,2,1,0,7.10,7.10
313,BATE Borisov,,Egor Filipenko,6,13,22,0,7.10,7.10
314,FC Porto,,Ricardo Quaresma,6,10,3,0,7.08,7.08
315,Malmö FF,,Markus Rosenberg,6,3,2,0,7.05,7.05
316,Juventus,,Kwadwo Asamoah,6,4,1,0,7.03,7.03
317,Malmö FF,,Erik Berg,6,5,38,0,6.98,6.98
318,Manchester City,,Jesús Navas,6,6,4,0,6.93,6.93
319,AFC Ajax,,Lucas Andersen,6,3,2,0,6.85,6.85
320,Paris Saint-Germain,,Ezequiel Lavezzi,6,3,0,0,6.85,6.85
321,Barcelona,,Xavi,6,6,2,0,6.85,6.85
322,NK Maribor,,Agim Ibraimi,6,0,4,0,6.82,6.82
323,Sporting,,Jonathan Silva,6,10,9,0,6.77,6.77
324,Manchester City,,Bacary Sagna,6,6,12,0,6.75,6.75
325,Juventus,,Andrea Barzagli,6,9,17,0,6.75,6.75
326,Sporting,,João Mário,6,7,6,0,6.72,6.72
327,Malmö FF,,Anton Tinnerholm,6,13,22,0,6.72,6.72
328,Barcelona,,Sergi Roberto,6,0,4,0,6.70,6.70
329,Athletic Club,,Carlos Gurpegi,6,6,7,0,6.70,6.70
330,Basel,,Breel Embolo,6,1,1,0,6.68,6.68
331,FC Porto,,Rúben Neves,6,3,0,0,6.63,6.63
332,Zenit St. Petersburg,,Axel Witsel,6,4,7,0,6.60,6.60
333,Roma,,Vasilīs Torosidīs,6,7,9,0,6.57,6.57
334,Basel,,Davide Callà,6,5,4,0,6.56,6.56
335,CSKA Moscow,,Ahmed Musa,6,6,2,0,6.53,6.53
336,AFC Ajax,,Stefano Denswil,6,1,2,0,6.50,6.50
337,NK Maribor,,Sintyahu Sallalich,6,4,0,0,6.50,6.50
338,Sporting,,Mauricio,6,8,36,1,6.44,6.44
339,CSKA Moscow,,Georgi Milanov,6,3,3,0,6.38,6.38
340,AFC Ajax,,Kolbeinn Sigthorsson,6,0,3,0,6.35,6.35
341,APOEL Nicosia,,Georgios Efrem,6,4,2,0,6.34,6.34
342,Galatasaray,,Alex Telles,6,8,7,0,6.32,6.32
343,Basel,,Serey Dié,6,2,1,0,5.25,5.25
344,Barcelona,,Sergi Samper,5,4,3,0,8.00,8.00
345,FC Bayern München,,David Alaba,5,5,6,0,7.40,7.40
346,FC Bayern München,,Bastian Schweinsteiger,5,7,3,0,7.27,7.27
347,Manchester City,,Aleksandar Kolarov,5,8,3,0,7.10,7.10
348,Manchester City,,Samir Nasri,5,3,0,0,6.90,6.90
349,Liverpool,,Philippe Coutinho,5,0,1,0,6.86,6.86
350,Manchester City,,Eliaquim Mangala,5,6,13,0,6.83,6.83
351,Galatasaray,,Bruma,5,1,0,0,6.83,6.83
352,AFC Ajax,,Niklas Moisander,5,14,20,0,6.82,6.82
353,Olympiacos FC,,Éric Abidal,5,14,33,0,6.82,6.82
354,Athletic Club,,Ibai Gómez,5,4,3,0,6.73,6.73
355,FC Porto,,Evandro,5,6,0,0,6.73,6.73
356,Liverpool,,Raheem Sterling,5,5,2,0,6.70,6.70
357,Bayer 04 Leverkusen,,Tin Jedvaj,5,5,3,0,6.70,6.70
358,Malmö FF,,Pa Konate,5,4,6,0,6.70,6.70
359,AFC Ajax,,Jaïro Riedewald,5,1,4,0,6.67,6.67
360,Galatasaray,,Yasin Öztekin,5,1,1,0,6.63,6.63
361,FC Schalke 04,,Eric Maxim Choupo-Moting,5,8,2,0,6.63,6.63
362,Galatasaray,,Yekta Kurtuluş,5,0,1,0,6.60,6.60
363,Liverpool,,Glen Johnson,5,6,6,0,6.60,6.60
364,Roma,,Ashley Cole,5,5,8,0,6.57,6.57
365,APOEL Nicosia,,Efstathios Aloneftis,5,4,5,0,6.50,6.50
366,FC Schalke 04,,Sidney Sam,5,3,1,0,6.47,6.47
367,Liverpool,,Lazar Marković,5,0,0,0,6.40,6.40
368,RSC Anderlecht,,Sacha Kljestan,5,4,5,1,6.33,6.33
369,BATE Borisov,,Vitali Rodionov,5,3,3,1,6.33,6.33
370,BATE Borisov,,Denis Polyakov,5,5,17,0,6.30,6.30
371,Shakhtar Donetsk,,Ivan Ordets,4,5,8,0,8.50,8.50
372,Shakhtar Donetsk,,Luiz Adriano,4,0,6,0,7.59,7.59
373,Real Madrid,,Karim Benzema,4,4,6,0,7.54,7.54
374,FC Bayern München,,Arjen Robben,4,3,1,0,7.54,7.54
375,FC Porto,,Cristian Tello,4,3,0,0,7.26,7.26
376,Juventus,,Martín Cáceres,4,1,5,0,7.25,7.25
377,Paris Saint-Germain,,Edinson Cavani,4,8,13,0,7.20,7.20
378,FC Schalke 04,,Julian Draxler,4,1,1,0,7.20,7.20
379,Basel,,Naser Aliji,4,1,2,0,7.20,7.20
380,RSC Anderlecht,,Fabrice N'Sakala,4,2,2,0,7.20,7.20
381,NK Maribor,,Marko Šuler,4,10,23,0,7.15,7.15
382,Galatasaray,,Wesley Sneijder,4,5,2,0,7.13,7.13
383,FC Bayern München,,Robert Lewandowski,4,3,8,0,7.12,7.12
384,NK Maribor,,Arghus,4,19,33,0,7.08,7.08
385,FC Schalke 04,,Kaan Ayhan,4,6,13,0,7.00,7.00
386,Arsenal,,Mesut Özil,4,1,2,0,6.95,6.95
387,FC Schalke 04,,Kevin-Prince Boateng,4,11,11,0,6.95,6.95
388,Basel,,Marco Streller,4,2,5,0,6.92,6.92
389,Arsenal,,Mathieu Flamini,4,13,8,0,6.86,6.86
