#,Clube,Nome,Gols,Gols esperados (xG),Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
718,Club Brugge KV,Jorne Spileers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
719,RB Leipzig,Hugo Novoa Ramos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
720,Juventus,Tommaso Barbieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
721,Benfica,Lucas Veríssimo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
722,FC Porto,Rodrigo Conceição,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
1,Sporting,Manuel Ugarte,,,,,,,6.83,6.83,Defesa,29.0,13.0,5.0,0.0,,,,,,,,,,
2,Chelsea,Enzo Fernández,,,,,,,7.19,7.19,Defesa,27.0,10.0,5.0,0.0,,,,,,,,,,
3,Manchester City,Manuel Akanji,,,,,,,7.13,7.13,Defesa,27.0,9.0,18.0,0.0,,,,,,,,,,
4,Paris Saint-Germain,Marco Verratti,,,,,,,7.04,7.04,Defesa,27.0,6.0,0.0,1.0,,,,,,,,,,
5,Milan,Theo Hernández,,,,,,,6.93,6.93,Defesa,27.0,6.0,20.0,0.0,,,,,,,,,,
6,Manchester City,Rúben Dias,,,,,,,7.41,7.41,Defesa,26.0,7.0,25.0,0.0,,,,,,,,,,
7,Real Madrid,Toni Kroos,,,,,,,7.37,7.37,Defesa,26.0,9.0,2.0,0.0,,,,,,,,,,
8,Inter,Henrikh Mkhitaryan,,,,,,,6.94,6.94,Defesa,26.0,16.0,10.0,0.0,,,,,,,,,,
9,Benfica,Florentino Luís,,,,,,,6.91,6.91,Defesa,26.0,27.0,14.0,0.0,,,,,,,,,,
10,Milan,Ismaël Bennacer,,,,,,,6.87,6.87,Defesa,26.0,7.0,2.0,0.0,,,,,,,,,,
11,Real Madrid,Eduardo Camavinga,,,,,,,6.69,6.69,Defesa,26.0,6.0,6.0,0.0,,,,,,,,,,
12,Benfica,Alejandro Grimaldo,,,,,,,7.33,7.33,Defesa,25.0,13.0,15.0,0.0,,,,,,,,,,
13,Manchester City,Rodri,,,,,,,7.4,7.4,Defesa,24.0,13.0,9.0,0.0,,,,,,,,,,
14,Inter,Nicolò Barella,,,,,,,6.98,6.98,Defesa,23.0,2.0,9.0,0.0,,,,,,,,,,
15,Maccabi Haifa,Neta Lavi,,,,,,,6.82,6.82,Defesa,23.0,9.0,6.0,0.0,,,,,,,,,,
16,FC Bayern München,Alphonso Davies,,,,,,,7.07,7.07,Defesa,22.0,8.0,6.0,0.0,,,,,,,,,,
17,Milan,Fikayo Tomori,,,,,,,6.6,6.6,Defesa,22.0,10.0,27.0,0.0,,,,,,,,,,
18,Red Bull Salzburg,Maurits Kjaergaard,,,,,,,6.98,6.98,Defesa,21.0,4.0,2.0,0.0,,,,,,,,,,
19,Napoli,Stanislav Lobotka,,,,,,,6.92,6.92,Defesa,21.0,5.0,3.0,0.0,,,,,,,,,,
20,Inter,Alessandro Bastoni,,,,,,,7.26,7.26,Defesa,20.0,9.0,30.0,0.0,,,,,,,,,,
21,Inter,Robin Gosens,,,,,,,6.85,6.85,Defesa,20.0,5.0,8.0,0.0,,,,,,,,,,
22,Inter,Matteo Darmian,,,,,,,6.78,6.78,Defesa,20.0,19.0,25.0,0.0,,,,,,,,,,
23,Eintracht Frankfurt,Kristijan Jakić,,,,,,,6.5,6.5,Defesa,20.0,3.0,18.0,0.0,,,,,,,,,,
24,FC Bayern München,Joshua Kimmich,,,,,,,7.77,7.77,Defesa,19.0,20.0,7.0,0.0,,,,,,,,,,
25,Tottenham Hotspur,Ivan Perišić,,,,,,,7.4,7.4,Defesa,19.0,4.0,14.0,0.0,,,,,,,,,,
26,Liverpool,Trent Alexander-Arnold,,,,,,,7.21,7.21,Defesa,19.0,4.0,3.0,0.0,,,,,,,,,,
27,Manchester City,Bernardo Silva,,,,,,,7.17,7.17,Defesa,19.0,9.0,4.0,0.0,,,,,,,,,,
28,Red Bull Salzburg,Nicolas Seiwald,,,,,,,7.13,7.13,Defesa,19.0,8.0,5.0,0.0,,,,,,,,,,
29,Milan,Sandro Tonali,,,,,,,7.08,7.08,Defesa,19.0,4.0,8.0,0.0,,,,,,,,,,
30,Red Bull Salzburg,Amar Dedić,,,,,,,6.8,6.8,Defesa,19.0,9.0,16.0,1.0,,,,,,,,,,
31,Bayer 04 Leverkusen,Piero Hincapié,,,,,,,6.8,6.8,Defesa,19.0,6.0,14.0,0.0,,,,,,,,,,
32,Club Brugge KV,Casper Nielsen,,,,,,,6.76,6.76,Defesa,19.0,6.0,8.0,0.0,,,,,,,,,,
33,Eintracht Frankfurt,Tuta,,,,,,,6.44,6.44,Defesa,19.0,8.0,25.0,0.0,,,,,,,,,,
34,Napoli,Giovanni Di Lorenzo,,,,,,,7.41,7.41,Defesa,18.0,12.0,19.0,0.0,,,,,,,,,,
35,Real Madrid,Federico Valverde,,,,,,,7.38,7.38,Defesa,18.0,14.0,11.0,0.0,,,,,,,,,,
36,Celtic,Matt O'Riley,,,,,,,7.05,7.05,Defesa,18.0,11.0,4.0,0.0,,,,,,,,,,
37,Real Madrid,Daniel Carvajal,,,,,,,6.95,6.95,Defesa,18.0,7.0,15.0,0.0,,,,,,,,,,
38,Tottenham Hotspur,Emerson Royal,,,,,,,6.94,6.94,Defesa,18.0,3.0,11.0,0.0,,,,,,,,,,
39,Inter,Marcelo Brozović,,,,,,,6.87,6.87,Defesa,18.0,9.0,4.0,0.0,,,,,,,,,,
40,Shakhtar Donetsk,Taras Stepanenko,,,,,,,6.7,6.7,Defesa,18.0,12.0,21.0,0.0,,,,,,,,,,
41,Benfica,Nicolás Otamendi,,,,,,,7.13,7.13,Defesa,17.0,15.0,31.0,0.0,,,,,,,,,,
42,FC Porto,Otávio,,,,,,,7.13,7.13,Defesa,17.0,1.0,1.0,0.0,,,,,,,,,,
43,Eintracht Frankfurt,Daichi Kamada,,,,,,,7.03,7.03,Defesa,17.0,9.0,7.0,0.0,,,,,,,,,,
44,Milan,Davide Calabria,,,,,,,6.97,6.97,Defesa,17.0,15.0,12.0,0.0,,,,,,,,,,
45,Red Bull Salzburg,Strahinja Pavlović,,,,,,,6.92,6.92,Defesa,17.0,3.0,29.0,0.0,,,,,,,,,,
46,Milan,Rade Krunić,,,,,,,6.69,6.69,Defesa,17.0,7.0,8.0,0.0,,,,,,,,,,
47,FC Bayern München,Daley Blind,,,,,,,6.4,6.4,Defesa,17.0,4.0,8.0,1.0,,,,,,,,,,
48,Juventus,Adrien Rabiot,,,,,,,7.28,7.28,Defesa,16.0,5.0,3.0,0.0,,,,,,,,,,
49,FC Bayern München,Leon Goretzka,,,,,,,7.18,7.18,Defesa,16.0,7.0,7.0,0.0,,,,,,,,,,
50,RB Leipzig,Mohamed Simakan,,,,,,,7.13,7.13,Defesa,16.0,12.0,7.0,0.0,,,,,,,,,,
51,Inter,Hakan Çalhanoğlu,,,,,,,7.1,7.1,Defesa,16.0,8.0,6.0,0.0,,,,,,,,,,
52,Olympique de Marseille,Jordan Veretout,,,,,,,7.1,7.1,Defesa,16.0,2.0,5.0,0.0,,,,,,,,,,
53,Inter,Lautaro Martínez,,,,,,,7.0,7.0,Defesa,16.0,9.0,7.0,0.0,,,,,,,,,,
54,Borussia Dortmund,Emre Can,,,,,,,6.9,6.9,Defesa,16.0,13.0,6.0,0.0,,,,,,,,,,
55,Napoli,Mathías Olivera,,,,,,,6.79,6.79,Defesa,16.0,5.0,14.0,0.0,,,,,,,,,,
56,GNK Dinamo Zagreb,Arijan Ademi,,,,,,,6.75,6.75,Defesa,16.0,3.0,3.0,0.0,,,,,,,,,,
57,Liverpool,Thiago Alcântara,,,,,,,7.28,7.28,Defesa,15.0,7.0,0.0,0.0,,,,,,,,,,
58,Borussia Dortmund,Jude Bellingham,,,,,,,7.23,7.23,Defesa,15.0,13.0,8.0,0.0,,,,,,,,,,
59,Olympique de Marseille,Valentin Rongier,,,,,,,7.07,7.07,Defesa,15.0,8.0,4.0,0.0,,,,,,,,,,
60,Tottenham Hotspur,Clément Lenglet,,,,,,,7.06,7.06,Defesa,15.0,7.0,14.0,0.0,,,,,,,,,,
61,Milan,Pierre Kalulu,,,,,,,6.91,6.91,Defesa,15.0,7.0,15.0,0.0,,,,,,,,,,
62,AFC Ajax,Edson Álvarez,,,,,,,6.88,6.88,Defesa,15.0,11.0,17.0,0.0,,,,,,,,,,
63,Chelsea,Wesley Fofana,,,,,,,6.84,6.84,Defesa,15.0,4.0,7.0,0.0,,,,,,,,,,
64,FC København,Victor Kristiansen,,,,,,,6.83,6.83,Defesa,15.0,6.0,12.0,0.0,,,,,,,,,,
65,Tottenham Hotspur,Pedro Porro,,,,,,,6.82,6.82,Defesa,15.0,4.0,9.0,0.0,,,,,,,,,,
66,Chelsea,Jorginho,,,,,,,7.47,7.47,Defesa,14.0,11.0,6.0,0.0,,,,,,,,,,
67,Benfica,Alexander Bah,,,,,,,7.21,7.21,Defesa,14.0,17.0,9.0,0.0,,,,,,,,,,
68,Chelsea,Reece James,,,,,,,7.18,7.18,Defesa,14.0,7.0,8.0,0.0,,,,,,,,,,
69,Napoli,Frank Anguissa,,,,,,,7.15,7.15,Defesa,14.0,14.0,4.0,0.0,,,,,,,,,,
70,FC Porto,Stephen Eustaquio,,,,,,,7.1,7.1,Defesa,14.0,11.0,8.0,0.0,,,,,,,,,,
71,FC Bayern München,João Cancelo,,,,,,,7.09,7.09,Defesa,14.0,3.0,2.0,0.0,,,,,,,,,,
72,Olympique de Marseille,Chancel Mbemba,,,,,,,7.02,7.02,Defesa,14.0,4.0,6.0,0.0,,,,,,,,,,
73,FC Bayern München,Dayot Upamecano,,,,,,,6.97,6.97,Defesa,14.0,14.0,20.0,2.0,,,,,,,,,,
74,Eintracht Frankfurt,Djibril Sow,,,,,,,6.88,6.88,Defesa,14.0,18.0,3.0,0.0,,,,,,,,,,
75,AFC Ajax,Calvin Bassey,,,,,,,6.83,6.83,Defesa,14.0,7.0,22.0,0.0,,,,,,,,,,
76,Tottenham Hotspur,Cristian Romero,,,,,,,6.83,6.83,Defesa,14.0,10.0,12.0,0.0,,,,,,,,,,
77,FC Porto,Pepê,,,,,,,6.75,6.75,Defesa,14.0,5.0,10.0,0.0,,,,,,,,,,
78,Celtic,Greg Taylor,,,,,,,6.63,6.63,Defesa,14.0,7.0,6.0,0.0,,,,,,,,,,
79,Shakhtar Donetsk,Artem Bondarenko,,,,,,,6.63,6.63,Defesa,14.0,7.0,6.0,0.0,,,,,,,,,,
80,AFC Ajax,Devyne Rensch,,,,,,,6.6,6.6,Defesa,14.0,4.0,9.0,0.0,,,,,,,,,,
81,Borussia Dortmund,Thomas Meunier,,,,,,,7.38,7.38,Defesa,13.0,6.0,8.0,0.0,,,,,,,,,,
82,AFC Ajax,Steven Berghuis,,,,,,,7.27,7.27,Defesa,13.0,4.0,0.0,0.0,,,,,,,,,,
83,Chelsea,Mason Mount,,,,,,,6.94,6.94,Defesa,13.0,4.0,2.0,0.0,,,,,,,,,,
84,FC Bayern München,Noussair Mazraoui,,,,,,,6.92,6.92,Defesa,13.0,3.0,10.0,0.0,,,,,,,,,,
85,FC Porto,Zaidu Sanusi,,,,,,,6.86,6.86,Defesa,13.0,11.0,20.0,0.0,,,,,,,,,,
86,Benfica,Fredrik Aursnes,,,,,,,6.85,6.85,Defesa,13.0,5.0,7.0,0.0,,,,,,,,,,
87,Viktoria Plzeň,Lukáš Kalvach,,,,,,,6.78,6.78,Defesa,13.0,14.0,4.0,0.0,,,,,,,,,,
88,Liverpool,Fabinho,,,,,,,6.74,6.74,Defesa,13.0,9.0,5.0,0.0,,,,,,,,,,
89,RB Leipzig,David Raum,,,,,,,6.7,6.7,Defesa,13.0,7.0,9.0,0.0,,,,,,,,,,
90,Eintracht Frankfurt,Evan Ndicka,,,,,,,6.68,6.68,Defesa,13.0,13.0,27.0,0.0,,,,,,,,,,
91,FC København,Kevin Diks,,,,,,,6.62,6.62,Defesa,13.0,4.0,9.0,0.0,,,,,,,,,,
92,GNK Dinamo Zagreb,Robert Ljubičić,,,,,,,6.5,6.5,Defesa,13.0,10.0,6.0,0.0,,,,,,,,,,
93,Manchester City,Nathan Aké,,,,,,,7.27,7.27,Defesa,12.0,7.0,12.0,0.0,,,,,,,,,,
94,Benfica,João Mário,,,,,,,7.23,7.23,Defesa,12.0,5.0,7.0,0.0,,,,,,,,,,
95,Napoli,Min-jae Kim,,,,,,,7.21,7.21,Defesa,12.0,22.0,32.0,0.0,,,,,,,,,,
96,FC Bayern München,Benjamin Pavard,,,,,,,7.13,7.13,Defesa,12.0,13.0,20.0,0.0,,,,,,,,,,
97,Tottenham Hotspur,Pierre-Emile Højbjerg,,,,,,,7.13,7.13,Defesa,12.0,11.0,4.0,0.0,,,,,,,,,,
98,Chelsea,Ben Chilwell,,,,,,,7.11,7.11,Defesa,12.0,4.0,5.0,0.0,,,,,,,,,,
99,Chelsea,Kalidou Koulibaly,,,,,,,7.09,7.09,Defesa,12.0,8.0,20.0,0.0,,,,,,,,,,
100,Manchester City,İlkay Gündoğan,,,,,,,7.08,7.08,Defesa,12.0,7.0,6.0,0.0,,,,,,,,,,
101,Tottenham Hotspur,Rodrigo Bentancur,,,,,,,7.07,7.07,Defesa,12.0,5.0,3.0,0.0,,,,,,,,,,
102,Juventus,Juan Cuadrado,,,,,,,7.05,7.05,Defesa,12.0,8.0,3.0,0.0,,,,,,,,,,
103,Napoli,Khvicha Kvaratskhelia,,,,,,,7.04,7.04,Defesa,12.0,2.0,5.0,0.0,,,,,,,,,,
104,Maccabi Haifa,Daniel Sundgren,,,,,,,7.03,7.03,Defesa,12.0,5.0,9.0,0.0,,,,,,,,,,
105,Club Brugge KV,Kamal Sowah,,,,,,,6.91,6.91,Defesa,12.0,4.0,5.0,0.0,,,,,,,,,,
106,RB Leipzig,Amadou Haidara,,,,,,,6.9,6.9,Defesa,12.0,10.0,3.0,0.0,,,,,,,,,,
107,Chelsea,Marc Cucurella,,,,,,,6.9,6.9,Defesa,12.0,8.0,6.0,0.0,,,,,,,,,,
108,GNK Dinamo Zagreb,Josip Šutalo,,,,,,,6.88,6.88,Defesa,12.0,9.0,26.0,0.0,,,,,,,,,,
109,Celtic,Josip Juranović,,,,,,,6.73,6.73,Defesa,12.0,5.0,8.0,0.0,,,,,,,,,,
110,Red Bull Salzburg,Lucas Gourna-Douath,,,,,,,6.7,6.7,Defesa,12.0,4.0,1.0,0.0,,,,,,,,,,
111,Viktoria Plzeň,Jhon Mosquera,,,,,,,6.58,6.58,Defesa,12.0,4.0,7.0,0.0,,,,,,,,,,
112,Viktoria Plzeň,Václav Jemelka,,,,,,,6.53,6.53,Defesa,12.0,5.0,11.0,0.0,,,,,,,,,,
113,Viktoria Plzeň,Milan Havel,,,,,,,6.42,6.42,Defesa,12.0,4.0,12.0,0.0,,,,,,,,,,
114,Barcelona,Ousmane Dembélé,,,,,,,7.35,7.35,Defesa,11.0,2.0,0.0,0.0,,,,,,,,,,
115,FC Bayern München,Kingsley Coman,,,,,,,7.29,7.29,Defesa,11.0,2.0,1.0,0.0,,,,,,,,,,
116,Benfica,Chiquinho,,,,,,,7.06,7.06,Defesa,11.0,7.0,4.0,0.0,,,,,,,,,,
117,Benfica,Rafa Silva,,,,,,,7.01,7.01,Defesa,11.0,1.0,0.0,0.0,,,,,,,,,,
118,Benfica,Gonçalo Ramos,,,,,,,7.01,7.01,Defesa,11.0,1.0,10.0,0.0,,,,,,,,,,
119,Benfica,António Silva,,,,,,,7.01,7.01,Defesa,11.0,14.0,33.0,0.0,,,,,,,,,,
120,GNK Dinamo Zagreb,Josip Mišić,,,,,,,7.0,7.0,Defesa,11.0,8.0,8.0,0.0,,,,,,,,,,
121,Olympique de Marseille,Leonardo Balerdi,,,,,,,6.98,6.98,Defesa,11.0,13.0,12.0,0.0,,,,,,,,,,
122,Chelsea,Mateo Kovačić,,,,,,,6.95,6.95,Defesa,11.0,6.0,1.0,0.0,,,,,,,,,,
123,Club Brugge KV,Brandon Mechele,,,,,,,6.95,6.95,Defesa,11.0,11.0,37.0,0.0,,,,,,,,,,
124,Benfica,David Neres,,,,,,,6.87,6.87,Defesa,11.0,1.0,0.0,0.0,,,,,,,,,,
125,RB Leipzig,Xaver Schlager,,,,,,,6.84,6.84,Defesa,11.0,5.0,2.0,1.0,,,,,,,,,,
126,Atlético Madrid,Reinildo Mandava,,,,,,,6.83,6.83,Defesa,11.0,5.0,7.0,0.0,,,,,,,,,,
127,Paris Saint-Germain,Nuno Mendes,,,,,,,6.82,6.82,Defesa,11.0,1.0,7.0,0.0,,,,,,,,,,
128,Club Brugge KV,Denis Odoi,,,,,,,6.76,6.76,Defesa,11.0,7.0,18.0,0.0,,,,,,,,,,
129,Maccabi Haifa,Pierre Cornud,,,,,,,6.72,6.72,Defesa,11.0,3.0,8.0,0.0,,,,,,,,,,
130,Paris Saint-Germain,Juan Bernat,,,,,,,6.72,6.72,Defesa,11.0,1.0,2.0,0.0,,,,,,,,,,
131,Eintracht Frankfurt,Sebastian Rode,,,,,,,6.68,6.68,Defesa,11.0,3.0,1.0,0.0,,,,,,,,,,
132,Liverpool,James Milner,,,,,,,6.67,6.67,Defesa,11.0,2.0,2.0,0.0,,,,,,,,,,
133,Rangers,James Tavernier,,,,,,,6.48,6.48,Defesa,11.0,6.0,11.0,0.0,,,,,,,,,,
134,Maccabi Haifa,Ali Mohamed,,,,,,,6.42,6.42,Defesa,11.0,7.0,2.0,0.0,,,,,,,,,,
135,Olympique de Marseille,Nuno Tavares,,,,,,,6.32,6.32,Defesa,11.0,4.0,5.0,0.0,,,,,,,,,,
136,FC Bayern München,Leroy Sané,,,,,,,7.45,7.45,Defesa,10.0,6.0,0.0,0.0,,,,,,,,,,
137,Milan,Malick Thiaw,,,,,,,7.33,7.33,Defesa,10.0,10.0,12.0,0.0,,,,,,,,,,
138,FC Bayern München,Sadio Mané,,,,,,,7.17,7.17,Defesa,10.0,4.0,1.0,0.0,,,,,,,,,,
139,Bayer 04 Leverkusen,Robert Andrich,,,,,,,7.14,7.14,Defesa,10.0,5.0,10.0,0.0,,,,,,,,,,
140,Tottenham Hotspur,Heung-min Son,,,,,,,7.13,7.13,Defesa,10.0,1.0,3.0,0.0,,,,,,,,,,
141,Real Madrid,Vinícius Júnior,,,,,,,7.11,7.11,Defesa,10.0,1.0,0.0,0.0,,,,,,,,,,
142,Juventus,Leandro Paredes,,,,,,,7.03,7.03,Defesa,10.0,3.0,0.0,0.0,,,,,,,,,,
143,FC Bayern München,Marcel Sabitzer,,,,,,,6.97,6.97,Defesa,10.0,5.0,3.0,0.0,,,,,,,,,,
144,Inter,Francesco Acerbi,,,,,,,6.96,6.96,Defesa,10.0,11.0,45.0,0.0,,,,,,,,,,
145,Real Madrid,Éder Militão,,,,,,,6.96,6.96,Defesa,10.0,9.0,37.0,0.0,,,,,,,,,,
146,Napoli,Hirving Lozano,,,,,,,6.94,6.94,Defesa,10.0,2.0,2.0,0.0,,,,,,,,,,
147,Borussia Dortmund,Nico Schlotterbeck,,,,,,,6.93,6.93,Defesa,10.0,3.0,14.0,0.0,,,,,,,,,,
148,Paris Saint-Germain,Danilo Pereira,,,,,,,6.92,6.92,Defesa,10.0,6.0,12.0,0.0,,,,,,,,,,
149,Shakhtar Donetsk,Mykola Matviyenko,,,,,,,6.9,6.9,Defesa,10.0,9.0,33.0,0.0,,,,,,,,,,
150,Real Madrid,Antonio Rüdiger,,,,,,,6.89,6.89,Defesa,10.0,6.0,25.0,0.0,,,,,,,,,,
151,FC Porto,Mateus Uribe,,,,,,,6.89,6.89,Defesa,10.0,11.0,11.0,0.0,,,,,,,,,,
152,Bayer 04 Leverkusen,Odilon Kossounou,,,,,,,6.88,6.88,Defesa,10.0,4.0,18.0,0.0,,,,,,,,,,
153,Real Madrid,Aurélien Tchouaméni,,,,,,,6.87,6.87,Defesa,10.0,7.0,3.0,0.0,,,,,,,,,,
154,Atlético Madrid,Saúl Ñíguez,,,,,,,6.82,6.82,Defesa,10.0,4.0,5.0,0.0,,,,,,,,,,
155,FC Bayern München,Josip Stanišić,,,,,,,6.79,6.79,Defesa,10.0,4.0,6.0,0.0,,,,,,,,,,
156,Inter,Stefan de Vrij,,,,,,,6.75,6.75,Defesa,10.0,4.0,21.0,0.0,,,,,,,,,,
157,Red Bull Salzburg,Bernardo,,,,,,,6.73,6.73,Defesa,10.0,5.0,16.0,1.0,,,,,,,,,,
158,Sporting,Matheus Reis,,,,,,,6.63,6.63,Defesa,10.0,3.0,14.0,0.0,,,,,,,,,,
159,Shakhtar Donetsk,Yukhym Konoplia,,,,,,,6.48,6.48,Defesa,10.0,2.0,11.0,0.0,,,,,,,,,,
160,AFC Ajax,Jorge Sánchez,,,,,,,6.48,6.48,Defesa,10.0,2.0,9.0,0.0,,,,,,,,,,
161,Rangers,Malik Tillman,,,,,,,6.42,6.42,Defesa,10.0,3.0,3.0,0.0,,,,,,,,,,
162,Maccabi Haifa,Sean Goldberg,,,,,,,6.37,6.37,Defesa,10.0,4.0,22.0,0.0,,,,,,,,,,
163,RB Leipzig,Konrad Laimer,,,,,,,6.33,6.33,Defesa,10.0,2.0,2.0,0.0,,,,,,,,,,
164,Rangers,Leon King,,,,,,,6.1,6.1,Defesa,10.0,5.0,12.0,0.0,,,,,,,,,,
165,Manchester City,Kevin De Bruyne,,,,,,,7.61,7.61,Defesa,9.0,2.0,4.0,0.0,,,,,,,,,,
166,Manchester City,Riyad Mahrez,,,,,,,7.2,7.2,Defesa,9.0,1.0,1.0,0.0,,,,,,,,,,
167,Napoli,Amir Rrahmani,,,,,,,7.07,7.07,Defesa,9.0,2.0,26.0,0.0,,,,,,,,,,
168,Inter,Federico Dimarco,,,,,,,7.05,7.05,Defesa,9.0,10.0,13.0,0.0,,,,,,,,,,
169,Paris Saint-Germain,Sergio Ramos,,,,,,,7.0,7.0,Defesa,9.0,11.0,23.0,0.0,,,,,,,,,,
170,FC København,Viktor Claesson,,,,,,,6.98,6.98,Defesa,9.0,9.0,8.0,0.0,,,,,,,,,,
171,Real Madrid,Nacho Fernández,,,,,,,6.97,6.97,Defesa,9.0,17.0,14.0,0.0,,,,,,,,,,
172,RB Leipzig,Joško Gvardiol,,,,,,,6.97,6.97,Defesa,9.0,4.0,23.0,0.0,,,,,,,,,,
173,Napoli,Matteo Politano,,,,,,,6.97,6.97,Defesa,9.0,1.0,6.0,0.0,,,,,,,,,,
174,Manchester City,Kyle Walker,,,,,,,6.96,6.96,Defesa,9.0,3.0,8.0,0.0,,,,,,,,,,
175,Shakhtar Donetsk,Georgiy Sudakov,,,,,,,6.95,6.95,Defesa,9.0,6.0,4.0,1.0,,,,,,,,,,
176,Sevilla,Ivan Rakitić,,,,,,,6.95,6.95,Defesa,9.0,4.0,3.0,0.0,,,,,,,,,,
177,Bayer 04 Leverkusen,Mitchel Bakker,,,,,,,6.95,6.95,Defesa,9.0,4.0,5.0,0.0,,,,,,,,,,
178,Inter,Milan Škriniar,,,,,,,6.95,6.95,Defesa,9.0,4.0,20.0,0.0,,,,,,,,,,
179,Red Bull Salzburg,Maximilian Wöber,,,,,,,6.9,6.9,Defesa,9.0,0.0,4.0,0.0,,,,,,,,,,
180,Club Brugge KV,Bjorn Meijer,,,,,,,6.89,6.89,Defesa,9.0,11.0,10.0,1.0,,,,,,,,,,
181,Juventus,Manuel Locatelli,,,,,,,6.88,6.88,Defesa,9.0,2.0,2.0,0.0,,,,,,,,,,
182,Inter,Denzel Dumfries,,,,,,,6.85,6.85,Defesa,9.0,8.0,16.0,0.0,,,,,,,,,,
183,RB Leipzig,Willi Orbán,,,,,,,6.81,6.81,Defesa,9.0,8.0,25.0,0.0,,,,,,,,,,
184,Red Bull Salzburg,Junior Adamu,,,,,,,6.8,6.8,Defesa,9.0,1.0,0.0,0.0,,,,,,,,,,
185,Tottenham Hotspur,Ryan Sessegnon,,,,,,,6.8,6.8,Defesa,9.0,2.0,7.0,0.0,,,,,,,,,,
186,Maccabi Haifa,Mohammad Abu Fani,,,,,,,6.75,6.75,Defesa,9.0,3.0,0.0,0.0,,,,,,,,,,
187,Chelsea,Conor Gallagher,,,,,,,6.71,6.71,Defesa,9.0,5.0,4.0,0.0,,,,,,,,,,
188,GNK Dinamo Zagreb,Sadegh Moharrami,,,,,,,6.67,6.67,Defesa,9.0,0.0,2.0,0.0,,,,,,,,,,
189,Club Brugge KV,Raphael Onyedika,,,,,,,6.66,6.66,Defesa,9.0,6.0,14.0,0.0,,,,,,,,,,
190,Eintracht Frankfurt,Ansgar Knauff,,,,,,,6.62,6.62,Defesa,9.0,6.0,1.0,0.0,,,,,,,,,,
191,Sevilla,Marcos Acuña,,,,,,,6.58,6.58,Defesa,9.0,2.0,3.0,0.0,,,,,,,,,,
192,Paris Saint-Germain,Achraf Hakimi,,,,,,,6.55,6.55,Defesa,9.0,8.0,6.0,0.0,,,,,,,,,,
193,Rangers,Borna Barišić,,,,,,,6.47,6.47,Defesa,9.0,3.0,5.0,0.0,,,,,,,,,,
194,Club Brugge KV,Tajon Buchanan,,,,,,,6.23,6.23,Defesa,9.0,0.0,4.0,0.0,,,,,,,,,,
195,FC Porto,Mehdi Taremi,,,,,,,7.66,7.66,Defesa,8.0,1.0,10.0,0.0,,,,,,,,,,
196,Napoli,Piotr Zieliński,,,,,,,7.4,7.4,Defesa,8.0,4.0,4.0,0.0,,,,,,,,,,
197,Atlético Madrid,Geoffrey Kondogbia,,,,,,,7.3,7.3,Defesa,8.0,7.0,2.0,0.0,,,,,,,,,,
198,Borussia Dortmund,Mats Hummels,,,,,,,7.25,7.25,Defesa,8.0,7.0,17.0,0.0,,,,,,,,,,
199,GNK Dinamo Zagreb,Dino Perić,,,,,,,7.25,7.25,Defesa,8.0,14.0,52.0,1.0,,,,,,,,,,
200,Manchester City,Jack Grealish,,,,,,,7.25,7.25,Defesa,8.0,4.0,4.0,0.0,,,,,,,,,,
201,Barcelona,Raphinha,,,,,,,7.18,7.18,Defesa,8.0,4.0,3.0,0.0,,,,,,,,,,
202,Chelsea,Thiago Silva,,,,,,,7.16,7.16,Defesa,8.0,9.0,32.0,0.0,,,,,,,,,,
203,Napoli,Tanguy Ndombélé,,,,,,,7.16,7.16,Defesa,8.0,5.0,1.0,0.0,,,,,,,,,,
204,Liverpool,Joël Matip,,,,,,,7.1,7.1,Defesa,8.0,3.0,3.0,0.0,,,,,,,,,,
205,Liverpool,Roberto Firmino,,,,,,,7.0,7.0,Defesa,8.0,6.0,2.0,0.0,,,,,,,,,,
206,Chelsea,Trevoh Chalobah,,,,,,,7.0,7.0,Defesa,8.0,5.0,17.0,0.0,,,,,,,,,,
207,FC Bayern München,Serge Gnabry,,,,,,,6.99,6.99,Defesa,8.0,0.0,2.0,0.0,,,,,,,,,,
208,Liverpool,Harvey Elliott,,,,,,,6.94,6.94,Defesa,8.0,5.0,4.0,0.0,,,,,,,,,,
209,Bayer 04 Leverkusen,Jonathan Tah,,,,,,,6.9,6.9,Defesa,8.0,2.0,25.0,0.0,,,,,,,,,,
210,Bayer 04 Leverkusen,Jeremie Frimpong,,,,,,,6.8,6.8,Defesa,8.0,5.0,7.0,0.0,,,,,,,,,,
