#,Clube,Nome,Gols,Gols esperados (xG),Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
197,Royal Antwerp FC,Michel Ange Balikwisha,1.0,0.68,1.0,6.0,3.0,33.33,6.7,6.7,Ataque,,,,,,,,,,,,,,
198,Borussia Dortmund,Jamie Gittens,1.0,0.53,0.0,5.0,8.0,12.5,6.7,6.7,Ataque,,,,,,,,,,,,,,
199,Young Boys,Lewin Blum,1.0,0.09,0.0,1.0,4.0,25.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
200,Milan,Olivier Giroud,1.0,2.58,4.0,0.0,13.0,7.69,6.68,6.68,Ataque,,,,,,,,,,,,,,
201,Paris Saint-Germain,Randal Kolo Muani,1.0,1.9,2.0,7.0,8.0,12.5,6.68,6.68,Ataque,,,,,,,,,,,,,,
202,RC Lens,Adrien Thomasson,1.0,0.37,1.0,0.0,5.0,20.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
203,Royal Antwerp FC,George Ilenikhena,1.0,0.78,0.0,1.0,2.0,50.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
204,FK Crvena zvezda,Marko Stamenić,1.0,0.53,0.0,1.0,2.0,50.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
205,1. FC Union Berlin,Kevin Volland,1.0,0.68,1.0,1.0,2.0,50.0,6.62,6.62,Ataque,,,,,,,,,,,,,,
206,Galatasaray,Tetê,1.0,0.15,1.0,4.0,3.0,33.33,6.6,6.6,Ataque,,,,,,,,,,,,,,
207,Manchester United,Alejandro Garnacho,1.0,1.0,3.0,4.0,8.0,12.5,6.53,6.53,Ataque,,,,,,,,,,,,,,
208,Shakhtar Donetsk,Kevin Kelsy,1.0,0.25,0.0,0.0,2.0,50.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
209,Newcastle United,Nick Pope,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,Ataque,,,,,,,,,,,,,,
210,Borussia Dortmund,Alexander Meyer,0.0,0.0,0.0,0.0,0.0,0.0,7.6,7.6,Ataque,,,,,,,,,,,,,,
211,Real Madrid,Andriy Lunin,0.0,0.0,0.0,0.0,0.0,0.0,7.58,7.58,Ataque,,,,,,,,,,,,,,
212,Inter,Yann Sommer,0.0,0.0,0.0,0.0,0.0,0.0,7.54,7.54,Ataque,,,,,,,,,,,,,,
213,Borussia Dortmund,Gregor Kobel,0.0,0.0,0.0,1.0,0.0,0.0,7.54,7.54,Ataque,,,,,,,,,,,,,,
214,Red Bull Salzburg,Alexander Schlager,0.0,0.0,0.0,0.0,0.0,0.0,7.53,7.53,Ataque,,,,,,,,,,,,,,
215,Borussia Dortmund,Ramy Bensebaini,0.0,0.09,0.0,2.0,3.0,0.0,7.52,7.52,Ataque,,,,,,,,,,,,,,
216,Real Madrid,Thibaut Courtois,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,Ataque,,,,,,,,,,,,,,
217,Manchester City,Matheus Nunes,0.0,1.69,2.0,9.0,12.0,0.0,7.45,7.45,Ataque,,,,,,,,,,,,,,
218,Real Madrid,Toni Kroos,0.0,0.32,0.0,2.0,7.0,0.0,7.44,7.44,Ataque,,,,,,,,,,,,,,
219,Napoli,Natan,0.0,0.25,0.0,2.0,2.0,0.0,7.44,7.44,Ataque,,,,,,,,,,,,,,
220,Manchester City,Jack Grealish,0.0,1.15,0.0,6.0,13.0,0.0,7.44,7.44,Ataque,,,,,,,,,,,,,,
221,Barcelona,İlkay Gündoğan,0.0,0.94,1.0,10.0,15.0,0.0,7.43,7.43,Ataque,,,,,,,,,,,,,,
222,Young Boys,Anthony Racioppi,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.4,Ataque,,,,,,,,,,,,,,
223,Shakhtar Donetsk,Dmytro Riznyk,0.0,0.0,0.0,1.0,0.0,0.0,7.4,7.4,Ataque,,,,,,,,,,,,,,
224,PSV Eindhoven,Noa Lang,0.0,0.46,1.0,13.0,9.0,0.0,7.4,7.4,Ataque,,,,,,,,,,,,,,
225,Sevilla,Ivan Rakitić,0.0,0.1,0.0,1.0,3.0,0.0,7.37,7.37,Ataque,,,,,,,,,,,,,,
226,Benfica,João Neves,0.0,0.39,1.0,13.0,6.0,0.0,7.37,7.37,Ataque,,,,,,,,,,,,,,
227,Sevilla,Ørjan Nyland,0.0,0.0,0.0,0.0,0.0,0.0,7.35,7.35,Ataque,,,,,,,,,,,,,,
228,Inter,Nicolò Barella,0.0,0.86,1.0,1.0,6.0,0.0,7.34,7.34,Ataque,,,,,,,,,,,,,,
229,PSV Eindhoven,Joey Veerman,0.0,0.37,0.0,6.0,8.0,0.0,7.33,7.33,Ataque,,,,,,,,,,,,,,
230,Feyenoord,Igor Paixão,0.0,1.41,1.0,10.0,11.0,0.0,7.3,7.3,Ataque,,,,,,,,,,,,,,
231,Napoli,Alex Meret,0.0,0.0,0.0,0.0,0.0,0.0,7.29,7.29,Ataque,,,,,,,,,,,,,,
232,RB Leipzig,Benjamin Henrichs,0.0,0.22,0.0,4.0,5.0,0.0,7.28,7.28,Ataque,,,,,,,,,,,,,,
233,Milan,Mike Maignan,0.0,0.0,0.0,0.0,0.0,0.0,7.27,7.27,Ataque,,,,,,,,,,,,,,
234,Real Sociedad,Takefusa Kubo,0.0,0.35,0.0,17.0,11.0,0.0,7.26,7.26,Ataque,,,,,,,,,,,,,,
235,Sporting Braga,Ricardo Horta,0.0,1.19,0.0,4.0,17.0,0.0,7.25,7.25,Ataque,,,,,,,,,,,,,,
236,Barcelona,Lamine Yamal,0.0,1.72,3.0,23.0,21.0,0.0,7.24,7.24,Ataque,,,,,,,,,,,,,,
237,Atlético Madrid,Jan Oblak,0.0,0.0,0.0,0.0,0.0,0.0,7.24,7.24,Ataque,,,,,,,,,,,,,,
238,Shakhtar Donetsk,Oleksandr Zubkov,0.0,0.4,0.0,9.0,10.0,0.0,7.23,7.23,Ataque,,,,,,,,,,,,,,
239,Milan,Alessandro Florenzi,0.0,0.04,0.0,2.0,1.0,0.0,7.23,7.23,Ataque,,,,,,,,,,,,,,
240,Napoli,Khvicha Kvaratskhelia,0.0,0.93,1.0,29.0,17.0,0.0,7.23,7.23,Ataque,,,,,,,,,,,,,,
241,Arsenal,Declan Rice,0.0,0.24,0.0,16.0,4.0,0.0,7.22,7.22,Ataque,,,,,,,,,,,,,,
242,FC Bayern München,Leon Goretzka,0.0,0.79,3.0,3.0,9.0,0.0,7.21,7.21,Ataque,,,,,,,,,,,,,,
243,RB Leipzig,Kevin Kampl,0.0,0.05,0.0,2.0,2.0,0.0,7.2,7.2,Ataque,,,,,,,,,,,,,,
244,Paris Saint-Germain,Danilo Pereira,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,Ataque,,,,,,,,,,,,,,
245,FC Bayern München,Dayot Upamecano,0.0,0.28,1.0,0.0,5.0,0.0,7.2,7.2,Ataque,,,,,,,,,,,,,,
246,Paris Saint-Germain,Fabián Ruiz,0.0,1.36,3.0,8.0,13.0,0.0,7.19,7.19,Ataque,,,,,,,,,,,,,,
247,Lazio,Luis Alberto,0.0,0.87,0.0,4.0,14.0,0.0,7.19,7.19,Ataque,,,,,,,,,,,,,,
248,Celtic,Matt O'Riley,0.0,0.14,0.0,3.0,4.0,0.0,7.18,7.18,Ataque,,,,,,,,,,,,,,
249,Atlético Madrid,Marcos Llorente,0.0,0.25,0.0,4.0,5.0,0.0,7.18,7.18,Ataque,,,,,,,,,,,,,,
250,Manchester City,Rúben Dias,0.0,0.67,1.0,1.0,5.0,0.0,7.18,7.18,Ataque,,,,,,,,,,,,,,
251,Shakhtar Donetsk,Irakli Azarovi,0.0,0.07,0.0,0.0,3.0,0.0,7.18,7.18,Ataque,,,,,,,,,,,,,,
252,Benfica,Nicolás Otamendi,0.0,0.48,0.0,1.0,7.0,0.0,7.17,7.17,Ataque,,,,,,,,,,,,,,
253,FK Crvena zvezda,Omri Glazer,0.0,0.0,0.0,0.0,0.0,0.0,7.17,7.17,Ataque,,,,,,,,,,,,,,
254,Arsenal,David Raya,0.0,0.0,0.0,0.0,0.0,0.0,7.17,7.17,Ataque,,,,,,,,,,,,,,
255,Barcelona,Jules Koundé,0.0,0.05,0.0,5.0,2.0,0.0,7.16,7.16,Ataque,,,,,,,,,,,,,,
256,Sporting Braga,Mutassim Al-Musrati,0.0,0.29,0.0,1.0,4.0,0.0,7.16,7.16,Ataque,,,,,,,,,,,,,,
257,Inter,Henrikh Mkhitaryan,0.0,0.27,0.0,9.0,5.0,0.0,7.16,7.16,Ataque,,,,,,,,,,,,,,
258,Milan,Theo Hernández,0.0,0.76,1.0,4.0,9.0,0.0,7.15,7.15,Ataque,,,,,,,,,,,,,,
259,Milan,Ruben Loftus-Cheek,0.0,0.55,0.0,13.0,8.0,0.0,7.15,7.15,Ataque,,,,,,,,,,,,,,
260,FC Porto,David Carmo,0.0,0.01,0.0,1.0,1.0,0.0,7.15,7.15,Ataque,,,,,,,,,,,,,,
261,Real Madrid,Eduardo Camavinga,0.0,0.26,0.0,13.0,10.0,0.0,7.14,7.14,Ataque,,,,,,,,,,,,,,
262,Barcelona,Pedri,0.0,0.34,0.0,3.0,3.0,0.0,7.13,7.13,Ataque,,,,,,,,,,,,,,
263,Borussia Dortmund,Nico Schlotterbeck,0.0,0.35,1.0,2.0,5.0,0.0,7.13,7.13,Ataque,,,,,,,,,,,,,,
264,Sporting Braga,Rodrigo Zalazar,0.0,0.13,0.0,6.0,6.0,0.0,7.13,7.13,Ataque,,,,,,,,,,,,,,
265,Atlético Madrid,Koke,0.0,0.06,0.0,2.0,3.0,0.0,7.13,7.13,Ataque,,,,,,,,,,,,,,
266,Paris Saint-Germain,Nuno Mendes,0.0,0.2,0.0,7.0,4.0,0.0,7.12,7.12,Ataque,,,,,,,,,,,,,,
267,Galatasaray,Dries Mertens,0.0,0.13,0.0,0.0,4.0,0.0,7.12,7.12,Ataque,,,,,,,,,,,,,,
268,Benfica,Anatoliy Trubin,0.0,0.0,0.0,0.0,0.0,0.0,7.12,7.12,Ataque,,,,,,,,,,,,,,
269,Milan,Fikayo Tomori,0.0,0.52,1.0,0.0,5.0,0.0,7.12,7.12,Ataque,,,,,,,,,,,,,,
270,Manchester City,Rico Lewis,0.0,0.72,2.0,5.0,5.0,0.0,7.11,7.11,Ataque,,,,,,,,,,,,,,
271,Galatasaray,Davinson Sánchez,0.0,0.38,1.0,2.0,2.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
272,Royal Antwerp FC,Senne Lammens,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
273,Celtic,Stephen Welsh,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
274,Newcastle United,Matt Targett,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
275,1. FC Union Berlin,Frederik Rønnow,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
276,Milan,Luka Jović,0.0,0.56,0.0,0.0,5.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
277,Real Sociedad,Igor Zubeldia,0.0,0.29,0.0,1.0,4.0,0.0,7.09,7.09,Ataque,,,,,,,,,,,,,,
278,Newcastle United,Bruno Guimarães,0.0,0.27,1.0,6.0,3.0,0.0,7.08,7.08,Ataque,,,,,,,,,,,,,,
279,Newcastle United,Kieran Trippier,0.0,0.12,0.0,3.0,3.0,0.0,7.08,7.08,Ataque,,,,,,,,,,,,,,
280,RC Lens,Brice Samba,0.0,0.0,0.0,0.0,0.0,0.0,7.08,7.08,Ataque,,,,,,,,,,,,,,
281,Sporting Braga,Matheus,0.0,0.0,0.0,0.0,0.0,0.0,7.08,7.08,Ataque,,,,,,,,,,,,,,
282,Real Madrid,Antonio Rüdiger,0.0,0.74,1.0,1.0,6.0,0.0,7.08,7.08,Ataque,,,,,,,,,,,,,,
283,Real Sociedad,Hamari Traoré,0.0,0.07,0.0,6.0,3.0,0.0,7.07,7.07,Ataque,,,,,,,,,,,,,,
284,FC Bayern München,Aleksandar Pavlović,0.0,0.0,0.0,2.0,0.0,0.0,7.07,7.07,Ataque,,,,,,,,,,,,,,
285,Benfica,Alexander Bah,0.0,0.0,0.0,2.0,0.0,0.0,7.07,7.07,Ataque,,,,,,,,,,,,,,
286,Manchester City,Sergio Gómez,0.0,0.23,0.0,1.0,4.0,0.0,7.07,7.07,Ataque,,,,,,,,,,,,,,
287,Lazio,Mattia Zaccagni,0.0,0.23,0.0,8.0,7.0,0.0,7.07,7.07,Ataque,,,,,,,,,,,,,,
288,Manchester City,Kyle Walker,0.0,0.2,0.0,1.0,2.0,0.0,7.07,7.07,Ataque,,,,,,,,,,,,,,
289,Newcastle United,Valentino Livramento,0.0,0.03,0.0,2.0,1.0,0.0,7.07,7.07,Ataque,,,,,,,,,,,,,,
290,Real Sociedad,Álex Remiro,0.0,0.0,0.0,0.0,0.0,0.0,7.06,7.06,Ataque,,,,,,,,,,,,,,
291,Sporting Braga,João Moutinho,0.0,0.11,0.0,7.0,2.0,0.0,7.06,7.06,Ataque,,,,,,,,,,,,,,
292,Inter,Benjamin Pavard,0.0,0.01,0.0,1.0,1.0,0.0,7.06,7.06,Ataque,,,,,,,,,,,,,,
293,Paris Saint-Germain,Marquinhos,0.0,0.44,1.0,1.0,3.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
294,FC Bayern München,Matthijs de Ligt,0.0,0.16,0.0,0.0,5.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
295,Real Sociedad,Aihen Muñoz,0.0,0.09,0.0,3.0,4.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
296,Newcastle United,Jacob Murphy,0.0,0.07,0.0,0.0,2.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
297,Sevilla,Fernando,0.0,0.0,0.0,3.0,0.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
298,Lazio,Mario Gila Fuentes,0.0,0.14,0.0,1.0,3.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
299,FC København,Denis Vavro,0.0,0.13,0.0,0.0,7.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
300,FC København,Kevin Diks,0.0,0.04,0.0,1.0,2.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
301,Atlético Madrid,Nahuel Molina,0.0,0.09,0.0,1.0,4.0,0.0,7.04,7.04,Ataque,,,,,,,,,,,,,,
302,Lazio,Gustav Isaksen,0.0,0.74,1.0,8.0,8.0,0.0,7.04,7.04,Ataque,,,,,,,,,,,,,,
303,FC Porto,Wendell,0.0,0.15,0.0,5.0,3.0,0.0,7.04,7.04,Ataque,,,,,,,,,,,,,,
304,Barcelona,Marc-André ter Stegen,0.0,0.0,0.0,1.0,0.0,0.0,7.04,7.04,Ataque,,,,,,,,,,,,,,
305,FC København,Kamil Grabara,0.0,0.0,0.0,0.0,0.0,0.0,7.04,7.04,Ataque,,,,,,,,,,,,,,
306,Benfica,Tomás Araújo,0.0,0.0,0.0,3.0,0.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
307,Inter,Stefan de Vrij,0.0,0.0,0.0,1.0,0.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
308,Paris Saint-Germain,Gianluigi Donnarumma,0.0,0.0,0.0,0.0,0.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
309,FC København,Rasmus Falk Jensen,0.0,0.08,0.0,3.0,2.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
310,Manchester City,Nathan Aké,0.0,0.94,1.0,1.0,4.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
311,Real Madrid,Kepa Arrizabalaga,0.0,0.0,0.0,0.0,0.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
312,Real Sociedad,Martín Zubimendi,0.0,0.63,1.0,5.0,7.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
313,Royal Antwerp FC,Chidera Ejuke,0.0,0.24,0.0,18.0,3.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
314,FC Bayern München,Manuel Neuer,0.0,0.0,0.0,1.0,0.0,0.0,7.02,7.02,Ataque,,,,,,,,,,,,,,
315,Sporting Braga,Simon Banza,0.0,1.1,1.0,5.0,14.0,0.0,7.02,7.02,Ataque,,,,,,,,,,,,,,
316,Celtic,Joe Hart,0.0,0.0,0.0,0.0,0.0,0.0,7.02,7.02,Ataque,,,,,,,,,,,,,,
317,FC Bayern München,Raphaël Guerreiro,0.0,0.41,0.0,1.0,6.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
318,PSV Eindhoven,Malik Tillman,0.0,0.42,1.0,6.0,3.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
319,Young Boys,Joël Monteiro,0.0,0.34,1.0,7.0,4.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
320,FC Bayern München,Noussair Mazraoui,0.0,0.13,0.0,6.0,5.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
321,1. FC Union Berlin,Jérôme Roussillon,0.0,0.06,0.0,3.0,2.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
322,Arsenal,Aaron Ramsdale,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
323,Newcastle United,Sven Botman,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
324,Barcelona,Iñaki Peña,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
325,RB Leipzig,Christopher Lenz,0.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
326,Paris Saint-Germain,Lucas Beraldo,0.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
327,Arsenal,Gabriel Magalhães,0.0,0.43,0.0,0.0,5.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
328,Lazio,Patric,0.0,0.04,0.0,1.0,1.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
329,PSV Eindhoven,Olivier Boscagli,0.0,0.05,0.0,3.0,2.0,0.0,6.99,6.99,Ataque,,,,,,,,,,,,,,
330,Feyenoord,Quinten Timber,0.0,0.6,2.0,7.0,8.0,0.0,6.98,6.98,Ataque,,,,,,,,,,,,,,
331,Royal Antwerp FC,Toby Alderweireld,0.0,1.55,2.0,1.0,10.0,0.0,6.98,6.98,Ataque,,,,,,,,,,,,,,
332,Real Madrid,Aurélien Tchouaméni,0.0,0.17,0.0,0.0,5.0,0.0,6.98,6.98,Ataque,,,,,,,,,,,,,,
333,RC Lens,Florian Sotoca,0.0,0.51,1.0,2.0,9.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
334,Inter,Francesco Acerbi,0.0,0.22,0.0,1.0,1.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
335,Galatasaray,Lucas Torreira,0.0,0.35,2.0,4.0,5.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
336,Milan,Yacine Adli,0.0,0.14,0.0,2.0,2.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
337,Real Madrid,Luka Modrić,0.0,1.05,1.0,1.0,7.0,0.0,6.96,6.96,Ataque,,,,,,,,,,,,,,
338,FC Bayern München,Eric Dier,0.0,0.34,1.0,0.0,4.0,0.0,6.96,6.96,Ataque,,,,,,,,,,,,,,
339,RC Lens,Deiver Machado,0.0,0.24,2.0,5.0,5.0,0.0,6.96,6.96,Ataque,,,,,,,,,,,,,,
340,RC Lens,Andy Diouf,0.0,0.0,0.0,2.0,0.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
341,Sporting Braga,Cristián Borja,0.0,0.0,0.0,2.0,0.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
342,Barcelona,Ronald Araújo,0.0,0.9,1.0,2.0,6.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
343,Manchester City,Mateo Kovačić,0.0,0.41,0.0,4.0,6.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
344,Celtic,Liam Scales,0.0,0.12,0.0,1.0,2.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
345,FK Crvena zvezda,Guélor Kanga,0.0,0.05,0.0,1.0,3.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
346,Atlético Madrid,José María Giménez,0.0,0.16,0.0,0.0,3.0,0.0,6.94,6.94,Ataque,,,,,,,,,,,,,,
347,1. FC Union Berlin,Kevin Behrens,0.0,0.93,1.0,1.0,6.0,0.0,6.94,6.94,Ataque,,,,,,,,,,,,,,
348,Milan,Malick Thiaw,0.0,0.1,0.0,0.0,2.0,0.0,6.94,6.94,Ataque,,,,,,,,,,,,,,
349,FC Porto,Diogo Costa,0.0,0.0,0.0,0.0,0.0,0.0,6.94,6.94,Ataque,,,,,,,,,,,,,,
350,Shakhtar Donetsk,Taras Stepanenko,0.0,0.46,0.0,0.0,7.0,0.0,6.93,6.93,Ataque,,,,,,,,,,,,,,
351,FC København,Birger Meling,0.0,0.05,0.0,3.0,1.0,0.0,6.93,6.93,Ataque,,,,,,,,,,,,,,
352,RC Lens,Jonathan Gradit,0.0,0.0,0.0,3.0,0.0,0.0,6.93,6.93,Ataque,,,,,,,,,,,,,,
353,Milan,Tijjani Reijnders,0.0,0.34,0.0,9.0,6.0,0.0,6.93,6.93,Ataque,,,,,,,,,,,,,,
354,Red Bull Salzburg,Andreas Ulmer,0.0,0.06,0.0,0.0,1.0,0.0,6.93,6.93,Ataque,,,,,,,,,,,,,,
355,FC Porto,João Mário,0.0,0.06,0.0,16.0,1.0,0.0,6.93,6.93,Ataque,,,,,,,,,,,,,,
356,Atlético Madrid,Axel Witsel,0.0,0.18,0.0,1.0,3.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
357,Lazio,Alessio Romagnoli,0.0,0.74,1.0,0.0,5.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
358,Young Boys,Ulisses Garcia,0.0,0.37,0.0,11.0,8.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
359,PSV Eindhoven,André Ramalho,0.0,0.21,0.0,0.0,3.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
360,PSV Eindhoven,Jerdy Schouten,0.0,0.0,0.0,6.0,0.0,0.0,6.91,6.91,Ataque,,,,,,,,,,,,,,
361,Inter,Alessandro Bastoni,0.0,0.31,1.0,3.0,3.0,0.0,6.91,6.91,Ataque,,,,,,,,,,,,,,
362,Arsenal,Takehiro Tomiyasu,0.0,0.33,1.0,2.0,2.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
363,Lazio,Felipe Anderson,0.0,0.65,2.0,13.0,9.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
364,Arsenal,Ben White,0.0,0.57,1.0,3.0,8.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
365,Lazio,Mattéo Guendouzi,0.0,0.53,0.0,5.0,6.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
366,Real Madrid,David Alaba,0.0,0.38,0.0,1.0,4.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
367,Benfica,Fredrik Aursnes,0.0,0.07,0.0,1.0,2.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
368,FC Bayern München,Bouna Sarr,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
369,Milan,Marco Sportiello,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
370,Real Sociedad,Kieran Tierney,0.0,0.0,0.0,0.0,2.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
371,Barcelona,Frenkie de Jong,0.0,0.0,0.0,4.0,0.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
372,FK Crvena zvezda,Aleksandar Dragović,0.0,0.62,1.0,0.0,2.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
373,Real Sociedad,André Silva,0.0,0.25,0.0,2.0,4.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
374,Celtic,Callum McGregor,0.0,0.24,0.0,2.0,4.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
375,FC Bayern München,Min-jae Kim,0.0,0.13,0.0,0.0,2.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
376,Celtic,Reo Hatate,0.0,0.13,0.0,0.0,3.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
377,RB Leipzig,Amadou Haidara,0.0,0.11,0.0,0.0,4.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
378,PSV Eindhoven,Armando Obispo,0.0,0.07,0.0,0.0,1.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
379,Young Boys,Fabian Lustenberger,0.0,0.06,0.0,1.0,1.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
380,Celtic,Michael Johnston,0.0,0.04,0.0,3.0,2.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
381,Inter,Yann Bisseck,0.0,0.04,0.0,1.0,2.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
382,FC Porto,Iván Jaime,0.0,0.03,0.0,0.0,1.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
383,Feyenoord,Javairô Dilrosun,0.0,0.03,0.0,0.0,1.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
384,Red Bull Salzburg,Strahinja Pavlović,0.0,0.01,0.0,4.0,1.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
385,Real Madrid,Lucas Vázquez,0.0,0.13,0.0,2.0,3.0,0.0,6.89,6.89,Ataque,,,,,,,,,,,,,,
386,Young Boys,Cheikh Niasse,0.0,0.28,1.0,2.0,4.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
387,Real Sociedad,Beñat Turrientes,0.0,0.54,1.0,5.0,7.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
388,Galatasaray,Abdülkerim Bardakcı,0.0,0.53,1.0,3.0,2.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
389,Feyenoord,Quilindschy Hartman,0.0,0.26,1.0,1.0,4.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
390,Borussia Dortmund,Marius Wolf,0.0,0.25,0.0,1.0,3.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
391,Red Bull Salzburg,Amar Dedić,0.0,0.23,0.0,12.0,6.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
392,Arsenal,Reiss Nelson,0.0,0.39,0.0,7.0,6.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
393,RB Leipzig,Janis Blaswich,0.0,0.0,0.0,0.0,0.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
394,Young Boys,Loris Benito,0.0,0.27,1.0,0.0,1.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
395,Sporting Braga,Victor Gómez,0.0,0.0,0.0,1.0,0.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
