#,Time,Time,Nome,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Notas Sofascore,Nota Sofascore
347,Leicester City,,Danny Simpson,0,0,145,65.61,1,6.90,6.90
348,FC Rostov,,Soslan Dzhanaev,0,0,64,39.51,0,6.90,6.90
349,Barcelona,,Jordi Alba,0,0,349,89.72,5,6.90,6.90
350,Bayer 04 Leverkusen,,Charles Aránguiz,0,0,204,78.46,4,6.90,6.90
351,Sporting,,Bas Dost,0,0,107,67.3,5,6.88,6.88
352,Basel,,Luca Zuffi,0,0,165,89.19,3,6.88,6.88
353,PSV Eindhoven,,Daniel Schwaab,0,0,304,86.36,1,6.88,6.88
354,Barcelona,,Marc-André ter Stegen,0,0,234,82.39,0,6.88,6.88
355,Tottenham Hotspur,,Mousa Dembélé,0,0,86,83.5,0,6.88,6.88
356,FC Bayern München,,Javi Martínez,0,0,302,91.24,0,6.87,6.87
357,Borussia M'gladbach,,André Hahn,0,1,55,57.89,3,6.87,6.87
358,Beşiktaş,,Adriano,0,0,195,84.42,1,6.87,6.87
359,Dynamo Kyiv,,Artem Besedin,0,0,32,88.89,4,6.87,6.87
360,Basel,,Mohamed Elyounoussi,0,0,34,66.67,2,6.87,6.87
361,Celtic,,Emilio Izaguirre,0,0,146,79.78,1,6.87,6.87
362,Dynamo Kyiv,,Derlis González,0,0,72,74.23,4,6.86,6.86
363,Club Brugge KV,,Tomás Pina,0,0,172,79.63,1,6.86,6.86
364,Borussia M'gladbach,,Raffael,0,0,101,82.11,5,6.86,6.86
365,Dynamo Kyiv,,Artur Rudko,0,0,106,72.11,1,6.86,6.86
366,Sporting,,Bruno César,0,0,159,83.68,4,6.85,6.85
367,Napoli,,Raúl Albiol,0,0,316,90.03,1,6.85,6.85
368,Celtic,,Scott Brown,0,0,375,94.22,0,6.85,6.85
369,Celtic,,Moussa Dembélé,0,0,101,72.66,3,6.85,6.85
370,FC Bayern München,,Thomas Müller,0,0,160,78.43,5,6.84,6.84
371,Manchester City,,John Stones,0,0,411,93.62,0,6.84,6.84
372,Benfica,,Ljubomir Fejsa,0,0,285,84.57,1,6.84,6.84
373,FC København,,Andreas Cornelius,0,0,76,60.8,1,6.84,6.84
374,FC Rostov,,Timofey Kalachev,0,0,106,67.95,5,6.84,6.84
375,Juventus,,Medhi Benatia,0,0,173,93.01,0,6.84,6.84
376,Napoli,,Amadou Diawara,0,0,329,87.73,2,6.83,6.83
377,Juventus,,Patrice Evra,0,0,271,84.95,3,6.83,6.83
378,Real Madrid,,Álvaro Morata,0,1,64,83.12,1,6.83,6.83
379,PSV Eindhoven,,Joshua Brenet,0,0,128,86.49,4,6.83,6.83
380,Juventus,,Juan Cuadrado,0,1,229,86.09,15,6.83,6.83
381,Borussia M'gladbach,,Jannik Vestergaard,0,0,129,85.43,1,6.83,6.83
382,FC Porto,,Iker Casillas,0,0,106,63.86,0,6.83,6.83
383,Paris Saint-Germain,,Layvin Kurzawa,0,3,134,74.86,3,6.82,6.82
384,Borussia M'gladbach,,Yann Sommer,0,0,110,62.15,0,6.82,6.82
385,Basel,,Éder Balanta,0,0,269,85.94,1,6.82,6.82
386,Manchester City,,Fernandinho,0,0,295,85.51,2,6.81,6.81
387,Leicester City,,Wes Morgan,0,0,179,78.17,1,6.81,6.81
388,Borussia M'gladbach,,Ibrahima Traoré,0,0,88,73.95,1,6.80,6.80
389,Bayer 04 Leverkusen,,Javier Hernández,0,0,122,72.19,1,6.80,6.80
390,Manchester City,,Tosin Adarabioyo,0,0,30,93.75,1,6.80,6.80
391,FC Porto,,Willy Boly,0,0,21,95.45,0,6.80,6.80
392,Barcelona,,Jasper Cillessen,0,0,9,100,0,6.80,6.80
393,Beşiktaş,,Necip Uysal,0,0,24,80,1,6.80,6.80
394,Club Brugge KV,,Brandon Mechele,0,0,51,77.27,0,6.80,6.80
395,GNK Dinamo Zagreb,,Ángelo Henríquez,0,0,18,81.82,1,6.80,6.80
396,Leicester City,,Andy King,0,0,85,77.27,2,6.80,6.80
397,Bayer 04 Leverkusen,,Bernd Leno,0,0,104,53.89,0,6.80,6.80
398,Napoli,,Kalidou Koulibaly,0,0,520,88.29,1,6.80,6.80
399,FC Porto,,Alex Telles,0,2,252,78.26,9,6.79,6.79
400,PSV Eindhoven,,Davy Pröpper,0,0,231,75.24,1,6.78,6.78
401,FC København,,Youssef Toutouh,0,0,114,85.07,4,6.78,6.78
402,Borussia Dortmund,,Andre Schürrle,0,0,59,81.94,2,6.78,6.78
403,Tottenham Hotspur,,Victor Wanyama,0,0,271,87.7,0,6.78,6.78
404,Club Brugge KV,,Claudemir,0,0,223,81.99,2,6.78,6.78
405,Leicester City,,Luis Hernández,0,0,89,76.07,1,6.78,6.78
406,CSKA Moscow,,Aleksei Berezutskiy,0,0,95,77.87,0,6.78,6.78
407,Beşiktaş,,Caner Erkin,0,0,95,69.34,4,6.77,6.77
408,Borussia M'gladbach,,Tony Jantschke,0,0,46,75.41,0,6.77,6.77
409,Paris Saint-Germain,,Thomas Meunier,0,2,156,80.41,4,6.77,6.77
410,Club Brugge KV,,Ludovic Butelle,0,0,95,53.67,0,6.77,6.77
411,Juventus,,Sami Khedira,0,0,421,86.27,4,6.76,6.76
412,Barcelona,,Andrés Iniesta,0,1,450,88.93,6,6.76,6.76
413,Barcelona,,Sergi Roberto,0,0,392,87.89,3,6.76,6.76
414,Arsenal,,David Ospina,0,0,136,65.07,0,6.76,6.76
415,Bayer 04 Leverkusen,,Wendell,0,1,242,83.16,3,6.76,6.76
416,Beşiktaş,,Fabri,0,0,101,61.59,1,6.76,6.76
417,Sevilla,,Pablo Sarabia,0,1,104,74.29,7,6.76,6.76
418,Benfica,,Pizzi,0,0,411,85.98,13,6.75,6.75
419,Arsenal,,Olivier Giroud,0,1,51,62.2,1,6.75,6.75
420,Club Brugge KV,,José Izquierdo,0,0,59,81.94,1,6.75,6.75
421,FC Bayern München,,Kingsley Coman,0,0,16,100,2,6.75,6.75
422,Bayer 04 Leverkusen,,Leon Bailey,0,0,5,83.33,1,6.75,6.75
423,Arsenal,,Gabriel Paulista,0,0,63,85.14,0,6.75,6.75
424,Leicester City,,Yohan Benalouane,0,0,40,85.11,0,6.75,6.75
425,Juventus,,Kwadwo Asamoah,0,0,69,87.34,3,6.75,6.75
426,Ludogorets,,Igor Plastun,0,0,27,87.1,0,6.75,6.75
427,PSV Eindhoven,,Andrés Guardado,0,0,144,77.84,3,6.75,6.75
428,Ludogorets,,Anicet Abel,0,0,257,90.49,0,6.75,6.75
429,FC Rostov,,Vladimir Granat,0,0,120,69.36,1,6.75,6.75
430,Benfica,,Victor Lindelöf,0,0,272,86.08,2,6.75,6.75
431,Legia Warszawa,,Nemanja Nikolics,0,0,52,88.14,2,6.74,6.74
432,Borussia M'gladbach,,Christoph Kramer,0,0,222,87.4,4,6.74,6.74
433,Celtic,,Craig Gordon,0,0,108,66.67,0,6.74,6.74
434,GNK Dinamo Zagreb,,Leonardo Sigali,0,0,99,71.74,1,6.74,6.74
435,FC Bayern München,,Renato Sanches,0,0,173,92.02,6,6.74,6.74
436,Barcelona,,André Gomes,0,0,377,93.78,2,6.74,6.74
437,Beşiktaş,,Duško Tošić,0,0,201,84.45,0,6.73,6.73
438,Sporting,,Joel Campbell,0,0,17,77.27,2,6.73,6.73
439,Benfica,,Eliseu,0,0,53,68.83,1,6.73,6.73
440,Sevilla,,Vicente Iborra,0,0,178,81.28,2,6.73,6.73
441,Ludogorets,,Claudiu Keșerü,0,0,21,56.76,1,6.73,6.73
442,Basel,,Davide Callà,0,0,18,78.26,0,6.73,6.73
443,Sporting,,Rúben Semedo,0,0,218,89.71,0,6.73,6.73
444,Basel,,Marek Suchý,0,0,260,85.25,2,6.73,6.73
445,Real Madrid,,Keylor Navas,0,0,179,64.62,0,6.73,6.73
446,Napoli,,Elseid Hysaj,0,0,230,79.31,3,6.73,6.73
447,FC Porto,,Diogo Jota,0,0,101,80.8,3,6.73,6.73
448,Basel,,Renato Steffen,0,0,123,79.87,1,6.72,6.72
449,Atlético Madrid,,Thomas Partey,0,0,75,82.42,1,6.72,6.72
450,Basel,,Tomáš Vaclík,0,0,94,58.02,0,6.72,6.72
451,FC København,,Rasmus Falk Jensen,0,0,122,81.33,4,6.72,6.72
452,CSKA Moscow,,Igor Akinfeev,0,0,74,37.95,0,6.72,6.72
453,FC Rostov,,Sardar Azmoun,0,1,67,54.03,3,6.70,6.70
454,Sporting,,Bryan Ruiz,0,0,177,84.69,5,6.70,6.70
455,AS Monaco,,Abdou Diallo,0,0,24,66.67,1,6.70,6.70
456,Legia Warszawa,,Mateusz Wieteska,0,0,4,66.67,0,6.70,6.70
457,Basel,,Omar Gaber,0,0,20,76.92,1,6.70,6.70
458,Celtic,,Liam Henderson,0,0,7,87.5,0,6.70,6.70
459,Bayer 04 Leverkusen,,Danny da Costa,0,0,33,71.74,1,6.70,6.70
460,GNK Dinamo Zagreb,,Armin Hodžić,0,0,1,33.33,0,6.70,6.70
461,Club Brugge KV,,Björn Engels,0,0,30,83.33,0,6.70,6.70
462,Leicester City,,Ron-Robert Zieler,0,0,16,50,0,6.70,6.70
463,Beşiktaş,,Atınç Nukan,0,0,16,88.89,0,6.70,6.70
464,Legia Warszawa,,Kasper Hämäläinen,0,0,3,75,0,6.70,6.70
465,FC Porto,,Evandro,0,0,7,77.78,1,6.70,6.70
466,FC København,,Danny Amankwaa,0,0,4,100,0,6.70,6.70
467,Ludogorets,,Vitinha,0,0,5,100,0,6.70,6.70
468,Napoli,,Nikola Maksimović,0,0,135,93.1,1,6.70,6.70
469,Sporting,,Paulo Oliveira,0,0,85,85,0,6.70,6.70
470,Leicester City,,Leonardo Ulloa,0,0,37,69.81,1,6.70,6.70
471,Beşiktaş,,Tolgay Arslan,0,0,142,87.65,5,6.70,6.70
472,Ludogorets,,Vladislav Stoyanov,0,0,65,61.9,0,6.70,6.70
473,Borussia M'gladbach,,Tobias Strobl,0,0,201,84.1,1,6.70,6.70
474,FC Rostov,,Aleksandr Gațcan,0,0,151,74.75,1,6.70,6.70
475,Borussia Dortmund,,Roman Bürki,0,0,174,71.31,0,6.70,6.70
476,Manchester City,,Bacary Sagna,0,0,191,89.67,1,6.70,6.70
477,Benfica,,Nélson Semedo,0,0,268,80.97,4,6.69,6.69
478,Napoli,,Allan,0,0,198,84.98,5,6.69,6.69
479,Ludogorets,,Svetoslav Dyakov,0,0,305,88.66,2,6.68,6.68
480,Napoli,,Manolo Gabbiadini,0,0,20,60.61,0,6.68,6.68
481,Atlético Madrid,,Nicolás Gaitán,0,0,74,81.32,1,6.68,6.68
482,AS Monaco,,Almamy Touré,0,0,76,73.08,4,6.68,6.68
483,Bayer 04 Leverkusen,,Tin Jedvaj,0,0,84,82.35,1,6.68,6.68
484,Borussia M'gladbach,,Andreas Christensen,0,0,113,88.28,0,6.68,6.68
485,Napoli,,Jorginho,0,0,306,91.07,0,6.68,6.68
486,Atlético Madrid,,Lucas Hernández,0,0,54,65.85,2,6.68,6.68
487,FC Rostov,,Fedor Kudryashov,0,0,72,61.54,2,6.68,6.68
488,FC Porto,,Jesús Corona,0,1,151,85.8,6,6.67,6.67
489,Benfica,,Konstantinos Mitroglou,0,1,55,67.9,3,6.67,6.67
490,Juventus,,Mario Lemina,0,0,153,89.47,3,6.67,6.67
491,Borussia Dortmund,,Emre Mor,0,0,25,86.21,1,6.67,6.67
492,FC Porto,,André André,0,0,75,89.29,1,6.67,6.67
493,Dynamo Kyiv,,Evgeny Makarenko,0,0,143,85.12,0,6.67,6.67
494,Manchester City,,Pablo Zabaleta,0,0,187,81.3,1,6.67,6.67
495,FC København,,Benjamin Verbič,0,1,92,79.31,5,6.66,6.66
496,Beşiktaş,,Gökhan Inler,0,0,107,79.26,1,6.66,6.66
497,PSV Eindhoven,,Gastón Pereiro,0,1,68,76.4,3,6.66,6.66
498,FC Porto,,Miguel Layún,0,0,186,77.5,7,6.65,6.65
499,Celtic,,Callum McGregor,0,0,74,89.16,3,6.65,6.65
500,Ludogorets,,Jody Lukoki,0,0,16,80,0,6.65,6.65
501,GNK Dinamo Zagreb,,El Arbi Hillel Soudani,0,0,76,80,3,6.64,6.64
502,Beşiktaş,,Cenk Tosun,0,0,59,79.73,1,6.63,6.63
503,FC Porto,,Rúben Neves,0,0,39,90.7,1,6.63,6.63
504,PSV Eindhoven,,Siem de Jong,0,0,38,86.36,0,6.63,6.63
505,Beşiktaş,,Atiba Hutchinson,0,0,291,91.8,1,6.63,6.63
506,Sevilla,,Matías Kranevitter,0,0,118,92.91,0,6.63,6.63
507,Paris Saint-Germain,,Maxwell,0,0,189,91.3,1,6.63,6.63
508,Manchester City,,Willy Caballero,0,0,85,64.39,0,6.62,6.62
509,GNK Dinamo Zagreb,,Mario Šitum,0,0,137,83.54,2,6.62,6.62
510,AS Monaco,,Danijel Subašić,0,0,141,47.8,0,6.62,6.62
511,Leicester City,,Shinji Okazaki,0,0,88,78.57,1,6.60,6.60
512,CSKA Moscow,,Roman Eremenko,0,0,43,65.15,0,6.60,6.60
513,Real Madrid,,Danilo,0,1,123,86.01,4,6.60,6.60
514,Paris Saint-Germain,,Christopher Nkunku,0,0,5,71.43,0,6.60,6.60
515,Leicester City,,Nampalys Mendy,0,0,23,88.46,1,6.60,6.60
516,Barcelona,,Denis Suárez,0,0,87,86.14,1,6.60,6.60
517,FC Porto,,Rui Pedro,0,0,5,100,0,6.60,6.60
518,FC Porto,,Laurent Depoitre,0,0,5,62.5,0,6.60,6.60
519,PSV Eindhoven,,Ramon Pascal Lundqvist,0,0,6,75,0,6.60,6.60
520,Sevilla,,Timothée Kolodziejczak,0,0,1,100,0,6.60,6.60
521,Sevilla,,Hiroshi Kiyotake,0,0,21,95.45,1,6.60,6.60
522,Dynamo Kyiv,,Mykyta Burda,0,0,33,84.62,0,6.60,6.60
523,Leicester City,,Ben Chilwell,0,0,34,79.07,1,6.60,6.60
524,Borussia Dortmund,,Roman Weidenfeller,0,0,43,78.18,0,6.60,6.60
525,Benfica,,Guillermo Celis,0,0,7,77.78,0,6.60,6.60
526,Sevilla,,Daniel Carriço,0,0,22,84.62,0,6.60,6.60
527,Beşiktaş,,Olcay Şahan,0,0,24,92.31,2,6.60,6.60
528,CSKA Moscow,,Astemir Gordyushenko,0,0,3,50,1,6.60,6.60
529,Dynamo Kyiv,,Oleksandr Hladkyi,0,0,1,50,0,6.60,6.60
530,Borussia Dortmund,,Sebastian Rode,0,0,99,90.83,0,6.60,6.60
531,PSV Eindhoven,,Bart Ramselaar,0,0,86,82.69,2,6.60,6.60
532,GNK Dinamo Zagreb,,Jonas,0,0,50,84.75,1,6.60,6.60
533,Borussia M'gladbach,,Julian Korb,0,0,138,72.25,1,6.60,6.60
534,Sporting,,Rui Patrício,0,0,121,64.71,0,6.58,6.58
535,Club Brugge KV,,Ricardo van Rhijn,0,0,160,72.73,6,6.58,6.58
536,Legia Warszawa,,Michał Kopczyński,0,0,92,82.14,0,6.58,6.58
537,Dynamo Kyiv,,Vitorino Antunes,0,0,151,75.12,2,6.58,6.58
538,Leicester City,,Demarai Gray,0,0,29,64.44,1,6.58,6.58
539,Bayer 04 Leverkusen,,Julian Brandt,0,0,206,81.1,11,6.58,6.58
540,Legia Warszawa,,Vadis Odjidja-Ofoe,0,1,197,83.12,8,6.57,6.57
541,Arsenal,,Alex Iwobi,0,0,196,86.73,1,6.57,6.57
542,Leicester City,,Jeffrey Schlupp,0,0,44,69.84,0,6.57,6.57
543,Celtic,,Mikael Lustig,0,1,257,83.71,3,6.57,6.57
544,Bayer 04 Leverkusen,,Aleksandar Dragović,0,0,138,84.15,0,6.57,6.57
545,PSV Eindhoven,,Steven Bergwijn,0,0,65,79.27,5,6.57,6.57
546,Barcelona,,Rafinha Alcântara,0,0,121,88.32,1,6.57,6.57
547,Club Brugge KV,,Wesley Moraes,0,0,51,72.86,0,6.56,6.56
548,Bayer 04 Leverkusen,,Joel Pohjanpalo,0,0,6,60,0,6.55,6.55
549,AS Monaco,,Andrea Raggi,0,0,169,71.61,0,6.55,6.55
550,Basel,,Seydou Doumbia,0,0,41,69.49,3,6.55,6.55
551,Basel,,Taulant Xhaka,0,1,283,88.44,3,6.55,6.55
552,Benfica,,André Horta,0,0,63,91.3,3,6.55,6.55
553,Olympique Lyonnais,,Aldo Kalulu,0,0,5,83.33,0,6.55,6.55
554,Legia Warszawa,,Valeri Qazaishvili,0,0,16,84.21,0,6.55,6.55
555,GNK Dinamo Zagreb,,Domagoj Antolić,0,0,23,76.67,1,6.55,6.55
556,Basel,,Alexander Fransson,0,0,44,81.48,0,6.55,6.55
557,Basel,,Andraž Šporar,0,0,17,70.83,0,6.55,6.55
558,Legia Warszawa,,Adam Hloušek,0,0,112,84.21,5,6.55,6.55
559,Atlético Madrid,,Ángel Correa,0,0,69,69,1,6.54,6.54
560,Borussia M'gladbach,,Fabian Johnson,0,0,74,78.72,3,6.54,6.54
561,Ludogorets,,Virgil Misidjan,0,0,105,82.03,3,6.53,6.53
562,Paris Saint-Germain,,Alphonse Aréola,0,0,100,81.97,0,6.53,6.53
563,Club Brugge KV,,Timmy Simons,0,0,128,79.5,0,6.53,6.53
564,Club Brugge KV,,Stefano Denswil,0,0,202,81.78,3,6.52,6.52
565,Arsenal,,Héctor Bellerín,0,0,170,83.74,1,6.52,6.52
566,Manchester City,,Gaël Clichy,0,0,157,84.86,0,6.52,6.52
567,Tottenham Hotspur,,Heung-min Son,0,0,133,79.17,5,6.52,6.52
568,GNK Dinamo Zagreb,,Borna Sosa,0,0,18,56.25,0,6.50,6.50
569,Leicester City,,Harvey Barnes,0,0,4,80,0,6.50,6.50
570,Real Madrid,,Mariano Díaz,0,0,1,100,0,6.50,6.50
571,AS Monaco,,Adama Traoré,0,0,10,90.91,0,6.50,6.50
572,GNK Dinamo Zagreb,,Dino Perić,0,0,1,25,0,6.50,6.50
573,Napoli,,Vlad Chiricheş,0,0,70,88.61,0,6.50,6.50
574,Benfica,,Jonas,0,0,11,84.62,0,6.50,6.50
575,Club Brugge KV,,Lior Refaelov,0,0,20,90.91,1,6.50,6.50
576,Barcelona,,Marc Cardona,0,0,4,100,0,6.50,6.50
577,Benfica,,José Gomes,0,0,3,100,0,6.50,6.50
578,Benfica,,Filipe Augusto,0,0,7,63.64,0,6.50,6.50
579,FC Porto,,Adrián López,0,0,11,84.62,0,6.50,6.50
580,Dynamo Kyiv,,Artem Gromov,0,0,1,50,0,6.50,6.50
581,Dynamo Kyiv,,Oleh Husiev,0,0,5,71.43,0,6.50,6.50
582,FC Rostov,,Maksim Grigoriev,0,0,0,0,0,6.50,6.50
583,Paris Saint-Germain,,Kevin Trapp,0,0,40,64.52,0,6.50,6.50
584,Napoli,,Marko Rog,0,0,31,81.58,0,6.50,6.50
585,Ludogorets,,Cicinho,0,0,51,83.61,0,6.50,6.50
586,Ludogorets,,Campanharo,0,0,3,100,0,6.50,6.50
587,FC København,,Kasper Kusk,0,0,13,86.67,1,6.50,6.50
588,Legia Warszawa,,Mihail Aleksandrov,0,0,17,70.83,1,6.50,6.50
589,Paris Saint-Germain,,Hatem Ben Arfa,0,0,60,78.95,3,6.50,6.50
590,Sporting,,André Balada,0,0,10,76.92,1,6.50,6.50
591,Club Brugge KV,,Boli Bolingoli,0,0,48,80,2,6.50,6.50
592,PSV Eindhoven,,Oleksandr Zinchenko,0,0,78,87.64,1,6.50,6.50
593,GNK Dinamo Zagreb,,Ante Ćorić,0,0,65,75.58,1,6.50,6.50
594,Basel,,Adama Traoré,0,0,186,79.49,2,6.50,6.50
595,CSKA Moscow,,Georgi Schennikov,0,0,133,72.68,1,6.50,6.50
596,Legia Warszawa,,Tomasz Jodłowiec,0,0,97,73.48,1,6.48,6.48
597,FC København,,Andrija Pavlović,0,0,25,53.19,0,6.48,6.48
598,Manchester City,,Claudio Bravo,0,0,81,81,0,6.48,6.48
599,Club Brugge KV,,Anthony Limbombe,0,0,46,82.14,1,6.48,6.48
600,GNK Dinamo Zagreb,,Ivan Fiolić,0,0,66,79.52,2,6.48,6.48
601,GNK Dinamo Zagreb,,Paulo Machado,0,0,68,87.18,0,6.48,6.48
602,GNK Dinamo Zagreb,,Bojan Knežević,0,0,63,69.23,0,6.47,6.47
603,Bayer 04 Leverkusen,,Kevin Volland,0,0,67,75.28,4,6.47,6.47
604,Borussia Dortmund,,Felix Passlack,0,0,88,85.44,0,6.45,6.45
605,Legia Warszawa,,Michał Kucharczyk,0,0,56,69.14,5,6.45,6.45
606,Borussia M'gladbach,,Patrick Herrmann,0,0,15,83.33,0,6.45,6.45
607,Leicester City,,Ahmed Musa,0,0,36,80,4,6.45,6.45
608,CSKA Moscow,,Lacina Traoré,0,1,38,57.58,3,6.45,6.45
609,FC Porto,,Tiquinho Soares,0,0,28,62.22,0,6.45,6.45
610,Borussia M'gladbach,,Jonas Hofmann,0,0,43,79.63,2,6.45,6.45
611,Napoli,,Emanuele Giaccherini,0,0,7,100,0,6.45,6.45
612,Legia Warszawa,,Steeven Langil,0,0,21,67.74,1,6.45,6.45
613,Celtic,,Stuart Armstrong,0,0,136,81.44,2,6.44,6.44
614,Paris Saint-Germain,,Grzegorz Krychowiak,0,0,164,92.13,0,6.44,6.44
615,Juventus,,Tomás Rincón,0,0,21,91.3,0,6.43,6.43
616,Celtic,,Kolo Touré,0,0,120,81.63,0,6.43,6.43
617,Paris Saint-Germain,,Jesé Rodríguez,0,0,15,88.24,0,6.43,6.43
618,GNK Dinamo Zagreb,,Junior Fernandes,0,0,125,67.2,5,6.43,6.43
619,Benfica,,André Carrillo,0,0,41,82,0,6.43,6.43
620,Sporting,,João Pereira,0,0,106,79.7,1,6.43,6.43
621,FC København,,Ján Greguš,0,0,63,87.5,0,6.43,6.43
622,Juventus,,Stefano Sturaro,0,0,45,77.59,2,6.43,6.43
623,CSKA Moscow,,Carlos Strandberg,0,0,17,53.13,0,6.43,6.43
624,Sporting,,Lazar Marković,0,0,71,79.78,1,6.42,6.42
625,Legia Warszawa,,Guilherme Marques,0,1,155,80.31,4,6.42,6.42
626,Sporting,,Ricardo Esgaio,0,0,32,88.89,0,6.40,6.40
627,Barcelona,,Marlon,0,0,9,90,0,6.40,6.40
628,Juventus,,Stephan Lichtsteiner,0,0,46,90.2,0,6.40,6.40
629,Atlético Madrid,,Miguel Ángel Moyà,0,0,11,57.89,0,6.40,6.40
630,Celtic,,Eoghan O'Connell,0,0,9,100,0,6.40,6.40
631,AS Monaco,,Morgan De Sanctis,0,0,17,65.38,0,6.40,6.40
632,AS Monaco,,Gabriel Boschilia,0,0,34,80.95,1,6.40,6.40
633,Beşiktaş,,Gökhan Gönül,0,0,31,72.09,0,6.40,6.40
634,Sporting,,Elias,0,0,27,77.14,0,6.40,6.40
635,Beşiktaş,,Kerim Frei,0,0,6,85.71,0,6.40,6.40
636,Tottenham Hotspur,,Moussa Sissoko,0,0,48,69.57,1,6.40,6.40
637,Benfica,,Andreas Samaris,0,0,63,86.3,1,6.40,6.40
638,GNK Dinamo Zagreb,,Amer Gojak,0,0,53,84.13,2,6.40,6.40
639,FC Rostov,,Andrei Prepeliță,0,0,22,73.33,0,6.40,6.40
640,Basel,,Michael Lang,0,0,127,73.84,3,6.38,6.38
641,Club Brugge KV,,Felipe Gedoz,0,0,40,74.07,2,6.38,6.38
642,Ludogorets,,Yordan Minev,0,0,148,80.87,1,6.38,6.38
643,Benfica,,Rafa Silva,0,0,22,70.97,0,6.37,6.37
644,Celtic,,Tom Rogić,0,0,103,79.84,5,6.36,6.36
645,GNK Dinamo Zagreb,,Adrian Šemper,0,0,23,44.23,0,6.35,6.35
646,Club Brugge KV,,Abdoulay Diaby,0,0,16,76.19,0,6.35,6.35
647,Barcelona,,Jérémy Mathieu,0,0,53,88.33,1,6.35,6.35
648,Legia Warszawa,,Jakub Czerwiński,0,0,95,80.51,1,6.35,6.35
649,Celtic,,Scott Sinclair,0,0,66,83.54,3,6.34,6.34
650,Basel,,Serey Dié,0,0,73,81.11,1,6.33,6.33
651,CSKA Moscow,,Georgi Milanov,0,0,82,71.93,4,6.32,6.32
652,Napoli,,Pepe Reina,0,0,185,79.06,0,6.31,6.31
653,PSV Eindhoven,,Jorrit Hendrix,0,0,27,77.14,0,6.30,6.30
654,GNK Dinamo Zagreb,,Alexandru Mățel,0,0,7,63.64,0,6.30,6.30
655,Beşiktaş,,Andreas Beck,0,1,168,78.87,4,6.30,6.30
656,Juventus,,Moise Kean,0,0,0,0,0,6.30,6.30
657,Benfica,,Andrija Živković,0,0,4,57.14,0,6.30,6.30
658,Borussia Dortmund,,Sven Bender,0,0,42,93.33,0,6.30,6.30
659,Leicester City,,Marcin Wasilewski,0,0,10,50,0,6.30,6.30
660,Napoli,,Christian Maggio,0,0,28,82.35,0,6.30,6.30
661,Dynamo Kyiv,,Oleksandr Shovkovskyi,0,0,35,79.55,0,6.30,6.30
662,Borussia M'gladbach,,Nico Schulz,0,0,10,66.67,0,6.30,6.30
663,Tottenham Hotspur,,Joshua Onomah,0,0,4,66.67,0,6.30,6.30
664,CSKA Moscow,,Kirill Nababkin,0,0,15,65.22,0,6.30,6.30
665,FC Rostov,,Denis Terentjev,0,0,45,69.23,1,6.28,6.28
666,Legia Warszawa,,Bartosz Bereszyński,0,1,174,83.25,2,6.27,6.27
667,Celtic,,Cristian Gamboa,0,0,55,74.32,0,6.25,6.25
668,Arsenal,,Carl Jenkinson,0,0,71,91.03,0,6.25,6.25
669,Dynamo Kyiv,,Pavlo Orikhovskyi,0,0,11,78.57,0,6.25,6.25
670,Manchester City,,Pablo Maffeo,0,0,24,96,0,6.20,6.20
671,PSV Eindhoven,,Jordy de Wijs,0,0,20,90.91,0,6.20,6.20
672,Bayer 04 Leverkusen,,Kai Havertz,0,0,23,62.16,0,6.20,6.20
673,GNK Dinamo Zagreb,,Josip Pivarić,0,0,112,74.17,3,6.14,6.14
674,Celtic,,Kieran Tierney,0,0,81,68.64,0,6.13,6.13
675,FC Rostov,,Moussa Doumbia,0,0,18,62.07,0,6.13,6.13
676,FC Bayern München,,Sven Ulreich,0,0,20,83.33,0,6.10,6.10
677,GNK Dinamo Zagreb,,Nikola Moro,0,0,31,88.57,0,6.00,6.00
678,Dynamo Kyiv,,Valeriy Fedorchuk,0,0,10,71.43,0,6.00,6.00
679,GNK Dinamo Zagreb,,Petar Stojanović,0,0,63,67.74,0,5.90,5.90
680,Ludogorets,,Milan Borjan,0,0,16,59.26,0,5.80,5.80
681,Olympique Lyonnais,,Jordy Gaspar,0,0,15,71.43,1,5.70,5.70
682,Legia Warszawa,,Maciej Dąbrowski,0,0,9,60,0,5.70,5.70
683,Leicester City,,Ben Hamer,0,0,10,31.25,0,5.60,5.60
684,Real Madrid,,Fábio Coentrão,0,0,50,87.72,0,5.50,5.50
685,Benfica,,Júlio César,0,0,17,54.84,0,5.20,5.20
686,Celtic,,Dorus De Vries,0,0,12,57.14,0,5.20,5.20
687,Legia Warszawa,,Radosław Cierzniak,0,0,17,62.96,0,4.50,4.50
688,Paris Saint-Germain,,Jonathan Ikoné,0,0,5,83.33,1,0,
689,Paris Saint-Germain,,Jean-Kévin Augustin,0,0,0,0,0,0,
690,Borussia Dortmund,,Dženis Burnić,0,0,0,0,0,0,
691,Ludogorets,,Lucas Sasha,0,0,2,66.67,0,0,
692,Sporting,,Radosav Petrović,0,0,5,100,0,0,
693,FC København,,Aboubakar Keita,0,0,0,0,0,0,
694,FC Porto,,Silvestre Varela,0,0,2,100,0,0,
695,FC København,,Mikael Antonsson,0,0,1,100,0,0,
696,FC København,,Tom Høgli,0,0,0,0,0,0,
697,FC Rostov,,Aleksandr Bukharov,0,0,3,75,0,0,
