#,Time,Time,Nome,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Notas Sofascore,Nota Sofascore
53,Olympique Lyonnais,,Rafael,2,2,195,81.93,6,6.98,6.98
54,Real Madrid,,Daniel Carvajal,2,5,544,86.76,12,6.97,6.97
55,FC Rostov,,Dmitriy Poloz,2,2,69,70.41,4,6.95,6.95
56,Napoli,,José Callejón,2,1,187,83.48,16,6.93,6.93
57,Legia Warszawa,,Miroslav Radović,2,2,112,74.17,5,6.92,6.92
58,Manchester City,,Aleksandar Kolarov,2,2,271,83.38,3,6.90,6.90
59,AS Monaco,,João Moutinho,2,1,313,83.69,11,6.89,6.89
60,Leicester City,,Riyad Mahrez,2,2,203,73.29,14,6.86,6.86
61,Borussia Dortmund,,Marcel Schmelzer,2,2,289,88.65,5,6.84,6.84
62,Arsenal,,Shkodran Mustafi,2,0,360,85.31,4,6.84,6.84
63,Real Madrid,,Lucas Vázquez,2,1,158,84.04,11,6.78,6.78
64,Atlético Madrid,,Fernando Torres,2,1,67,65.69,7,6.77,6.77
65,PSV Eindhoven,,Luciano Narsingh,2,0,45,76.27,7,6.76,6.76
66,Sevilla,,Franco Vázquez,2,1,102,71.83,6,6.74,6.74
67,CSKA Moscow,,Aleksey Ionov,2,1,52,86.67,4,6.70,6.70
68,Atlético Madrid,,Kévin Gameiro,2,1,89,83.18,7,6.69,6.69
69,Ludogorets,,Marcelinho,2,1,233,85.98,9,6.68,6.68
70,AS Monaco,,Nabil Dirar,2,0,99,76.74,4,6.68,6.68
71,Celtic,,James Forrest,2,0,63,86.3,7,6.62,6.62
72,Barcelona,,Ivan Rakitić,2,0,273,86.12,6,6.58,6.58
73,Beşiktaş,,Ricardo Quaresma,2,2,109,76.76,9,6.50,6.50
74,Sevilla,,Ganso,1,0,72,91.14,4,8.00,8.00
75,FC Bayern München,,Arturo Vidal,1,0,592,91.08,5,7.63,7.63
76,Borussia Dortmund,,Adrián Ramos,1,0,13,61.9,2,7.60,7.60
77,Bayer 04 Leverkusen,,Lars Bender,1,0,90,76.27,3,7.53,7.53
78,Arsenal,,Lucas Pérez,1,2,46,75.41,3,7.47,7.47
79,Borussia Dortmund,,Nuri Şahin,1,1,147,85.96,2,7.43,7.43
80,Arsenal,,Mesut Özil,1,3,336,84.63,14,7.41,7.41
81,Arsenal,,Alexis Sánchez,1,3,236,78.67,18,7.40,7.40
82,Real Madrid,,Gareth Bale,1,1,183,78.88,9,7.38,7.38
83,Real Madrid,,Mateo Kovačić,1,0,190,95.48,7,7.33,7.33
84,Napoli,,Marek Hamšík,1,2,468,85.09,11,7.31,7.31
85,Legia Warszawa,,Thibault Moulin,1,1,181,80.09,9,7.30,7.30
86,Arsenal,,Theo Walcott,1,0,74,76.29,2,7.28,7.28
87,FC Bayern München,,Xabi Alonso,1,1,507,89.73,13,7.27,7.27
88,Barcelona,,Arda Turan,1,1,113,81.88,3,7.26,7.26
89,Borussia Dortmund,,Gonzalo Castro,1,1,349,89.49,8,7.26,7.26
90,Paris Saint-Germain,,Julian Draxler,1,0,34,70.83,2,7.25,7.25
91,Dynamo Kyiv,,Denys Garmash,1,0,115,82.73,2,7.20,7.20
92,Atlético Madrid,,Šime Vrsaljko,1,1,145,80.56,5,7.18,7.18
93,FC Porto,,André Silva,1,2,127,70.17,11,7.15,7.15
94,Atlético Madrid,,Filipe Luís,1,1,452,82.33,6,7.15,7.15
95,Borussia Dortmund,,Marc Bartra,1,0,415,86.28,2,7.14,7.14
96,Borussia Dortmund,,Pierre-Emerick Aubameyang,1,1,106,80.92,11,7.13,7.13
97,Olympique Lyonnais,,Corentin Tolisso,1,1,258,87.16,11,7.13,7.13
98,Legia Warszawa,,Aleksandar Prijović,1,2,45,67.16,3,7.10,7.10
99,Manchester City,,Yaya Touré,1,1,54,90,1,7.10,7.10
100,Sevilla,,Stevan Jovetić,1,1,43,71.67,4,7.10,7.10
101,Barcelona,,Gerard Piqué,1,0,554,90.82,1,7.09,7.09
102,GNK Dinamo Zagreb,,Gordon Schildenfeld,1,0,104,80.62,2,7.08,7.08
103,AS Monaco,,Kylian Mbappé,1,0,75,83.33,6,7.07,7.07
104,Bayer 04 Leverkusen,,Admir Mehmedi,1,1,97,78.23,4,7.06,7.06
105,Benfica,,Luisão,1,1,209,86.01,1,7.05,7.05
106,Olympique Lyonnais,,Sergi Darder,1,0,211,86.12,7,7.05,7.05
107,Dynamo Kyiv,,Serhiy Rybalka,1,1,287,88.04,6,7.04,7.04
108,Real Madrid,,Marco Asensio,1,1,153,87.43,7,7.04,7.04
109,Napoli,,Arkadiusz Milik,1,1,27,77.14,2,7.03,7.03
110,Arsenal,,Kieran Gibbs,1,1,209,87.45,3,7.02,7.02
111,FC København,,Peter Ankersen,1,0,238,73.23,5,7.02,7.02
112,Napoli,,Faouzi Ghoulam,1,3,328,84.54,16,7.01,7.01
113,Juventus,,Marko Pjaca,1,0,31,83.78,2,7.00,7.00
114,Borussia M'gladbach,,Mahmoud Dahoud,1,1,137,82.53,3,7.00,7.00
115,FC Rostov,,César Navas,1,0,132,74.16,1,7.00,7.00
116,Juventus,,Gonzalo Higuaín,1,1,196,79.35,8,6.99,6.99
117,Sporting,,William Carvalho,1,1,389,88.81,4,6.97,6.97
118,Tottenham Hotspur,,Erik Lamela,1,2,95,80.51,7,6.97,6.97
119,Sevilla,,Wissam Ben Yedder,1,0,58,76.32,3,6.96,6.96
120,Beşiktaş,,Vincent Aboubakar,1,0,84,70.59,5,6.95,6.95
121,AS Monaco,,Kamil Glik,1,0,250,78.13,3,6.95,6.95
122,Arsenal,,Aaron Ramsey,1,1,193,85.78,3,6.95,6.95
123,Borussia Dortmund,,Raphaël Guerreiro,1,1,278,82.49,9,6.93,6.93
124,Tottenham Hotspur,,Danny Rose,1,1,136,84.47,3,6.93,6.93
125,Borussia M'gladbach,,Oscar Wendt,1,0,157,84.86,4,6.90,6.90
126,Ludogorets,,Jonathan Cafú,1,2,150,78.95,2,6.90,6.90
127,Leicester City,,Danny Drinkwater,1,1,454,78.68,3,6.89,6.89
128,Sevilla,,Vitolo,1,1,330,82.5,12,6.89,6.89
129,Arsenal,,Francis Coquelin,1,0,191,90.09,3,6.88,6.88
130,AS Monaco,,Jemerson,1,0,273,81.74,1,6.88,6.88
131,Olympique Lyonnais,,Nabil Fekir,1,0,85,80.95,10,6.88,6.88
132,Paris Saint-Germain,,Serge Aurier,1,1,113,84.96,2,6.88,6.88
133,Manchester City,,Jesús Navas,1,0,105,89.74,5,6.88,6.88
134,FC Porto,,Óliver Torres,1,0,368,86.38,7,6.87,6.87
135,Leicester City,,Islam Slimani,1,1,55,67.9,3,6.86,6.86
136,Olympique Lyonnais,,Maxwel Cornet,1,1,62,79.49,4,6.85,6.85
137,AS Monaco,,Djibril Sidibé,1,1,316,75.24,14,6.83,6.83
138,Leicester City,,Jamie Vardy,1,0,83,61.03,7,6.83,6.83
139,Atlético Madrid,,Yannick Carrasco,1,0,260,80.25,13,6.82,6.82
140,Ludogorets,,Natanael,1,1,218,81.95,2,6.82,6.82
141,Arsenal,,Granit Xhaka,1,0,327,88.62,2,6.81,6.81
142,Paris Saint-Germain,,Blaise Matuidi,1,1,355,92.45,5,6.81,6.81
143,Leicester City,,Marc Albrighton,1,0,173,67.58,12,6.80,6.80
144,Bayer 04 Leverkusen,,Stefan Kießling,1,0,47,75.81,5,6.80,6.80
145,Club Brugge KV,,Hans Vanaken,1,0,195,81.25,7,6.78,6.78
146,Club Brugge KV,,Ruud Vormer,1,1,172,89.12,5,6.78,6.78
147,Tottenham Hotspur,,Vincent Janssen,1,0,47,77.05,4,6.78,6.78
148,Dynamo Kyiv,,Vitaliy Buyalskyi,1,0,66,85.71,1,6.78,6.78
149,Benfica,,Raúl Jiménez,1,0,25,62.5,3,6.75,6.75
150,CSKA Moscow,,Fedor Chalov,1,0,22,66.67,1,6.75,6.75
151,Borussia Dortmund,,Matthias Ginter,1,1,398,87.09,4,6.74,6.74
152,Olympique Lyonnais,,Rachid Ghezzal,1,1,80,73.39,4,6.74,6.74
153,FC Porto,,Maxi Pereira,1,1,134,77.46,5,6.74,6.74
154,Sporting,,Gelson Martins,1,0,190,82.61,10,6.73,6.73
155,Barcelona,,Lucas Digne,1,0,183,90.15,1,6.73,6.73
156,PSV Eindhoven,,Jetro Willems,1,0,108,81.2,6,6.72,6.72
157,Dynamo Kyiv,,Serhiy Sydorchuk,1,0,148,84.09,2,6.72,6.72
158,Ludogorets,,Cosmin Moți,1,0,217,88.21,1,6.72,6.72
159,AS Monaco,,Valère Germain,1,1,92,76.67,4,6.72,6.72
160,Ludogorets,,Wanderson,1,1,223,83.52,8,6.70,6.70
161,Sporting,,Luc Castaignos,1,0,10,76.92,1,6.70,6.70
162,Club Brugge KV,,Laurens De Bock,1,0,124,86.71,3,6.70,6.70
163,FC Porto,,Héctor Herrera,1,0,180,85.71,4,6.70,6.70
164,Tottenham Hotspur,,Dele Alli,1,0,184,78.63,9,6.70,6.70
165,Napoli,,Piotr Zieliński,1,0,160,89.39,6,6.69,6.69
166,Dynamo Kyiv,,Andriy Yarmolenko,1,2,158,82.72,12,6.68,6.68
167,CSKA Moscow,,Aleksandr Golovin,1,0,161,77.4,5,6.67,6.67
168,Borussia Dortmund,,Łukasz Piszczek,1,1,479,90.72,5,6.67,6.67
169,Dynamo Kyiv,,Nikita Korzun,1,0,82,88.17,1,6.65,6.65
170,Sporting,,Marvin Zeegelaar,1,0,120,76.92,5,6.64,6.64
171,Barcelona,,Paco Alcácer,1,1,26,76.47,1,6.63,6.63
172,Dynamo Kyiv,,Viktor Tsygankov,1,1,60,77.92,5,6.62,6.62
173,Dynamo Kyiv,,Júnior Moraes,1,0,33,84.62,4,6.62,6.62
174,Celtic,,Patrick Roberts,1,0,50,84.75,6,6.62,6.62
175,Sevilla,,Luciano Vietto,1,1,69,83.13,4,6.60,6.60
176,Basel,,Birkir Bjarnason,1,0,94,78.99,7,6.60,6.60
177,Celtic,,Leigh Griffiths,1,0,8,72.73,1,6.57,6.57
178,Basel,,Marc Janko,1,1,15,55.56,3,6.56,6.56
179,Arsenal,,Mohamed Elneny,1,1,71,97.26,1,6.55,6.55
180,GNK Dinamo Zagreb,,Domagoj Pavičić,1,0,88,78.57,3,6.54,6.54
181,Sporting,,Ezequiel Schelotto,1,0,75,80.65,1,6.53,6.53
182,Borussia Dortmund,,Erik Durm,1,1,103,79.84,3,6.53,6.53
183,Benfica,,André Almeida,1,1,117,86.03,2,6.48,6.48
184,CSKA Moscow,,Zoran Tošić,1,1,76,82.61,4,6.48,6.48
185,Tottenham Hotspur,,Georges-Kévin N'Koudou,1,0,33,91.67,3,6.43,6.43
186,Beşiktaş,,Oğuzhan Özyakup,1,0,181,89.6,3,6.40,6.40
187,FC Rostov,,Aleksandr Erokhin,1,1,88,64.23,4,6.40,6.40
188,Paris Saint-Germain,,Javier Pastore,1,0,11,78.57,1,6.30,6.30
189,Legia Warszawa,,Jakub Rzeźniczak,1,0,155,87.57,3,6.20,6.20
190,Olympique Lyonnais,,Lucas Tousart,0,0,42,93.33,0,7.60,7.60
191,Beşiktaş,,Anderson Talisca,0,0,33,75,2,7.55,7.55
192,Tottenham Hotspur,,Jan Vertonghen,0,0,284,87.93,2,7.54,7.54
193,FC København,,Zanka,0,0,298,87.39,2,7.53,7.53
194,Arsenal,,Rob Holding,0,0,64,91.43,1,7.50,7.50
195,FC København,,Erik Berg,0,0,337,91.58,1,7.50,7.50
196,Olympique Lyonnais,,Maxime Gonalons,0,0,279,92.08,6,7.45,7.45
197,Sevilla,,Steven​ N'Zonzi,0,0,634,90.83,9,7.44,7.44
198,Atlético Madrid,,José María Giménez,0,0,152,76.77,1,7.42,7.42
199,Dynamo Kyiv,,Evgeniy Khacheridi,0,0,350,91.86,0,7.42,7.42
200,Atlético Madrid,,Antoine Griezmann,0,2,422,79.62,23,7.41,7.41
201,Tottenham Hotspur,,Toby Alderweireld,0,0,162,89.01,1,7.40,7.40
202,Real Madrid,,Toni Kroos,0,1,801,93.36,33,7.38,7.38
203,Bayer 04 Leverkusen,,Julian Baumgartlinger,0,0,140,78.21,1,7.38,7.38
204,Juventus,,Giorgio Chiellini,0,0,385,87.1,3,7.38,7.38
205,FC København,,Thomas Delaney,0,0,293,81.84,1,7.37,7.37
206,Olympique Lyonnais,,Maciej Rybus,0,0,123,89.13,9,7.37,7.37
207,FC København,,Federico Santander,0,0,64,68.09,4,7.33,7.33
208,FC Porto,,Danilo Pereira,0,0,392,90.53,4,7.33,7.33
209,Barcelona,,Javier Mascherano,0,0,506,92.17,2,7.31,7.31
210,Real Madrid,,Raphaël Varane,0,0,444,90.24,2,7.31,7.31
211,Juventus,,Daniele Rugani,0,0,149,89.76,1,7.30,7.30
212,PSV Eindhoven,,Remko Pasveer,0,0,15,41.67,0,7.30,7.30
213,Beşiktaş,,Tolga Zengin,0,0,12,60,0,7.30,7.30
214,Bayer 04 Leverkusen,,Benjamin Henrichs,0,1,192,71.38,7,7.30,7.30
215,PSV Eindhoven,,Luuk de Jong,0,1,106,60.92,6,7.28,7.28
216,CSKA Moscow,,Pontus Wernbloom,0,0,166,75.45,3,7.28,7.28
217,Atlético Madrid,,Diego Godín,0,0,373,81.44,5,7.26,7.26
218,FC Porto,,Felipe,0,0,332,82.38,0,7.26,7.26
219,Juventus,,Leonardo Bonucci,0,0,583,85.36,4,7.25,7.25
220,Olympique Lyonnais,,Mouctar Diakhaby,0,0,114,89.76,1,7.23,7.23
221,Leicester City,,Kasper Schmeichel,0,0,96,40.34,0,7.23,7.23
222,GNK Dinamo Zagreb,,Dominik Livaković,0,0,47,42.34,0,7.23,7.23
223,Paris Saint-Germain,,Adrien Rabiot,0,1,196,89.5,4,7.22,7.22
224,Tottenham Hotspur,,Hugo Lloris,0,0,146,74.49,0,7.22,7.22
225,Leicester City,,Christian Fuchs,0,1,257,68.17,11,7.21,7.21
226,FC Porto,,Yacine Brahimi,0,0,114,84.44,5,7.20,7.20
227,Sevilla,,Clément Lenglet,0,0,45,84.91,0,7.20,7.20
228,Paris Saint-Germain,,Presnel Kimpembe,0,0,39,88.64,0,7.20,7.20
229,Benfica,,Alejandro Grimaldo,0,0,154,84.62,4,7.20,7.20
230,Bayer 04 Leverkusen,,Ömer Toprak,0,0,201,80.08,0,7.20,7.20
231,Olympique Lyonnais,,Jérémy Morel,0,0,232,85.29,1,7.20,7.20
232,FC Bayern München,,Juan Bernat,0,1,163,89.07,3,7.20,7.20
233,Manchester City,,İlkay Gündoğan,0,0,293,90.71,12,7.18,7.18
234,Atlético Madrid,,Gabi,0,1,714,85.61,15,7.18,7.18
235,Benfica,,Gonçalo Guedes,0,0,97,79.51,6,7.17,7.17
236,Olympique Lyonnais,,Anthony Lopes,0,0,84,54.19,1,7.17,7.17
237,Club Brugge KV,,Benoît Poulain,0,0,159,79.1,2,7.16,7.16
238,Atlético Madrid,,Koke,0,1,777,85.86,25,7.16,7.16
239,Sevilla,,Adil Rami,0,0,300,84.99,1,7.16,7.16
240,Borussia Dortmund,,Julian Weigl,0,0,724,91.99,5,7.16,7.16
241,FC Bayern München,,Rafinha,0,1,319,91.14,7,7.15,7.15
242,Juventus,,Claudio Marchisio,0,1,379,86.93,2,7.14,7.14
243,Manchester City,,Kelechi Iheanacho,0,0,25,80.65,0,7.13,7.13
244,Manchester City,,Nolito,0,1,62,74.7,3,7.13,7.13
245,Sevilla,,Gabriel Mercado,0,0,221,83.08,3,7.13,7.13
246,FC Porto,,Otávio,0,1,201,77.61,9,7.12,7.12
247,FC Rostov,,Miha Mevlja,0,0,124,74.7,1,7.12,7.12
248,Sporting,,Sebastián Coates,0,0,184,84.02,2,7.10,7.10
249,Benfica,,Franco Cervi,0,0,101,72.14,4,7.10,7.10
250,Bayer 04 Leverkusen,,Vladlen Yurchenko,0,0,30,75,0,7.10,7.10
251,Olympique Lyonnais,,Alexandre Lacazette,0,0,79,74.53,2,7.10,7.10
252,Borussia Dortmund,,Sokratis,0,0,609,92.27,1,7.10,7.10
253,Tottenham Hotspur,,Kevin Wimmer,0,0,56,90.32,0,7.10,7.10
254,Celtic,,Gary Mackay-Steven,0,0,15,100,1,7.10,7.10
255,Olympique Lyonnais,,Nicolas N'Koulou,0,0,169,90.86,0,7.10,7.10
256,Legia Warszawa,,Arkadiusz Malarz,0,0,76,58.46,1,7.10,7.10
257,Olympique Lyonnais,,Mapou Yanga-Mbiwa,0,0,256,90.78,2,7.10,7.10
258,PSV Eindhoven,,Héctor Moreno,0,0,353,86.31,2,7.10,7.10
259,Atlético Madrid,,Jan Oblak,0,0,123,52.12,0,7.08,7.08
260,Sevilla,,Samir Nasri,0,0,420,89.74,6,7.08,7.08
261,Benfica,,Ederson,0,0,116,48.13,1,7.07,7.07
262,Dynamo Kyiv,,Domagoj Vida,0,0,297,91.1,1,7.07,7.07
263,Borussia M'gladbach,,Nico Elvedi,0,0,209,83.6,0,7.07,7.07
264,Leicester City,,Robert Huth,0,0,137,77.4,0,7.06,7.06
265,Celtic,,Jozo Šimunović,0,0,75,94.94,0,7.05,7.05
266,Sevilla,,Nicolás Pareja,0,0,244,82.99,0,7.05,7.05
267,FC København,,Robin Olsen,0,0,94,49.47,0,7.05,7.05
268,Bayer 04 Leverkusen,,Jonathan Tah,0,0,132,77.19,3,7.04,7.04
269,Sporting,,Adrien Silva,0,1,271,90.03,4,7.04,7.04
270,Paris Saint-Germain,,Marquinhos,0,0,453,93.79,2,7.04,7.04
271,Barcelona,,Sergio Busquets,0,0,487,90.86,2,7.04,7.04
272,Barcelona,,Samuel Umtiti,0,0,587,92.73,3,7.04,7.04
273,Olympique Lyonnais,,Jordan Ferri,0,0,161,95.27,4,7.03,7.03
274,Olympique Lyonnais,,Mathieu Valbuena,0,0,116,84.06,8,7.03,7.03
275,Manchester City,,Fernando,0,0,115,95.04,1,7.03,7.03
276,Real Madrid,,Pepe,0,0,110,85.27,0,7.03,7.03
277,Ludogorets,,José Luis Palomino,0,0,199,88.84,1,7.02,7.02
278,Real Madrid,,Isco,0,0,244,91.04,6,7.02,7.02
279,Paris Saint-Germain,,Thiago Silva,0,0,410,96.02,1,7.01,7.01
280,Juventus,,Andrea Barzagli,0,0,500,92.08,0,7.01,7.01
281,Juventus,,Alex Sandro,0,1,343,83.05,14,7.01,7.01
282,CSKA Moscow,,Alan Dzagoev,0,0,77,77,3,7.00,7.00
283,Arsenal,,Alex Oxlade-Chamberlain,0,1,111,77.62,9,7.00,7.00
284,Bayer 04 Leverkusen,,Karim Bellarabi,0,0,47,79.66,3,7.00,7.00
285,Juventus,,Neto,0,0,20,95.24,0,7.00,7.00
286,AS Monaco,,Corentin Jean,0,0,11,64.71,1,7.00,7.00
287,AS Monaco,,Kévin N'Doram,0,0,44,80,1,7.00,7.00
288,Dynamo Kyiv,,Danilo Silva,0,0,44,73.33,0,7.00,7.00
289,Juventus,,Hernanes,0,0,84,94.38,0,7.00,7.00
290,Tottenham Hotspur,,Kyle Walker,0,0,137,79.19,4,7.00,7.00
291,Tottenham Hotspur,,Ben Davies,0,0,164,80,1,7.00,7.00
292,Manchester City,,Nicolás Otamendi,0,0,336,87.27,0,7.00,7.00
293,FC Porto,,Iván Marcano,0,0,269,85.94,0,7.00,7.00
294,FC Bayern München,,Mats Hummels,0,0,524,89.88,4,7.00,7.00
295,FC Bayern München,,Philipp Lahm,0,1,483,91.48,15,6.99,6.99
296,FC Bayern München,,Jérôme Boateng,0,0,363,88.75,4,6.98,6.98
297,CSKA Moscow,,Bibars Natcho,0,0,178,78.76,5,6.98,6.98
298,FC Bayern München,,Manuel Neuer,0,0,196,79.03,0,6.98,6.98
299,AS Monaco,,Radamel Falcao,0,0,158,89.77,4,6.98,6.98
300,FC Bayern München,,Joshua Kimmich,0,0,282,91.56,4,6.98,6.98
301,Tottenham Hotspur,,Harry Winks,0,0,186,93.94,1,6.98,6.98
302,Sevilla,,Joaquín Correa,0,0,23,85.19,0,6.97,6.97
303,Legia Warszawa,,Michał Pazdan,0,0,72,84.71,0,6.97,6.97
304,Club Brugge KV,,Dion Cools,0,0,92,79.31,1,6.97,6.97
305,Atlético Madrid,,Saúl Ñíguez,0,0,321,76.98,1,6.96,6.96
306,Atlético Madrid,,Stefan Savić,0,0,226,77.66,1,6.96,6.96
307,Borussia M'gladbach,,Lars Stindl,0,1,158,76.33,17,6.96,6.96
308,CSKA Moscow,,Vasily Berezutskiy,0,0,131,84.52,0,6.96,6.96
309,Atlético Madrid,,Juanfran,0,0,198,84.98,6,6.95,6.95
310,Beşiktaş,,Marcelo,0,0,305,86.89,0,6.95,6.95
311,Sevilla,,Sergio Rico,0,0,125,60.98,0,6.95,6.95
312,Juventus,,Gianluigi Buffon,0,0,235,79.66,0,6.95,6.95
313,Atlético Madrid,,Tiago,0,1,97,88.18,1,6.95,6.95
314,GNK Dinamo Zagreb,,Filip Benković,0,0,102,84.3,0,6.94,6.94
315,Arsenal,,Laurent Koscielny,0,0,362,91.65,0,6.94,6.94
316,Arsenal,,Nacho Monreal,0,0,124,92.54,2,6.93,6.93
317,Dynamo Kyiv,,Mykola Morozyuk,0,0,109,69.87,2,6.93,6.93
318,FC København,,William Kvist,0,0,348,84.06,0,6.93,6.93
319,Leicester City,,Wilfred Ndidi,0,0,109,77.86,1,6.93,6.93
320,PSV Eindhoven,,Santiago Arias,0,0,135,85.99,3,6.93,6.93
321,Celtic,,Nir Bitton,0,1,114,83.82,1,6.93,6.93
322,CSKA Moscow,,Sergey Ignashevich,0,0,100,81.3,0,6.93,6.93
323,Tottenham Hotspur,,Eric Dier,0,0,292,85.88,1,6.92,6.92
324,Leicester City,,Daniel Amartey,0,0,108,86.4,2,6.92,6.92
325,PSV Eindhoven,,Nicolas Isimat-Mirin,0,0,225,87.89,2,6.92,6.92
326,Basel,,Matías Delgado,0,0,182,81.25,12,6.92,6.92
327,FC Rostov,,Christian Noboa,0,0,148,64.91,2,6.92,6.92
328,Celtic,,Erik Sviatchenko,0,0,275,86.21,0,6.92,6.92
329,Club Brugge KV,,Jelle Vossen,0,1,60,78.95,3,6.90,6.90
330,Barcelona,,Aleix Vidal,0,1,68,90.67,1,6.90,6.90
331,AS Monaco,,Guido Carrillo,0,1,46,64.79,2,6.90,6.90
332,Real Madrid,,Kiko Casilla,0,0,22,100,0,6.90,6.90
333,Olympique Lyonnais,,Emanuel Mammana,0,0,26,83.87,0,6.90,6.90
334,Olympique Lyonnais,,Clément Grenier,0,0,14,82.35,0,6.90,6.90
335,FC Bayern München,,Holger Badstuber,0,0,73,89.02,0,6.90,6.90
336,Beşiktaş,,Rhodolfo,0,0,47,85.45,0,6.90,6.90
337,Bayer 04 Leverkusen,,Ramazan Özcan,0,0,17,44.74,0,6.90,6.90
338,Bayer 04 Leverkusen,,Robbie Kruse,0,0,9,81.82,0,6.90,6.90
339,Sporting,,Jefferson,0,0,47,75.81,2,6.90,6.90
340,Bayer 04 Leverkusen,,Roberto Hilbert,0,0,47,79.66,0,6.90,6.90
341,FC Rostov,,Igor Kireev,0,0,10,45.45,0,6.90,6.90
342,Benfica,,Lisandro López,0,0,88,84.62,0,6.90,6.90
343,Real Madrid,,Nacho Fernández,0,0,133,92.36,0,6.90,6.90
344,Paris Saint-Germain,,Thiago Motta,0,0,442,93.25,2,6.90,6.90
345,CSKA Moscow,,Mário Fernandes,0,0,151,74.38,2,6.90,6.90
346,PSV Eindhoven,,Jeroen Zoet,0,0,88,61.97,0,6.90,6.90
