#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
366,FC Spartak Moscow,,Mario Pašalić,0,0,4,8,0,6.85,6.85
367,Beşiktaş,,Tolgay Arslan,0,0,6,2,0,6.85,6.85
368,RB Leipzig,,Marcel Sabitzer,0,0,4,12,0,6.84,6.84
369,Borussia Dortmund,,Mario Götze,0,0,3,7,0,6.84,6.84
370,APOEL Nicosia,,Carlão,0,1,0,1,0,6.84,6.84
371,Juventus,,Sami Khedira,0,1,4,5,0,6.84,6.84
372,Tottenham Hotspur,,Davinson Sánchez,0,1,1,3,0,6.84,6.84
373,Shakhtar Donetsk,,Ivan Ordets,0,2,0,5,0,6.84,6.84
374,Qarabağ,,Bədavi Huseynov,0,0,0,0,0,6.83,6.83
375,Barcelona,,Gerard Deulofeu,0,0,5,4,0,6.83,6.83
376,FC Porto,,Óliver Torres,0,0,4,5,0,6.83,6.83
377,Borussia Dortmund,,Maximilian Philipp,0,0,2,3,0,6.83,6.83
378,Celtic,,Nir Bitton,0,0,1,3,0,6.83,6.83
379,Manchester United,,Scott McTominay,0,0,3,3,0,6.83,6.83
380,Beşiktaş,,Fabri,0,0,0,0,0,6.83,6.83
381,Juventus,,Douglas Costa,0,0,40,6,0,6.83,6.83
382,Benfica,,Jardel,0,0,1,4,0,6.83,6.83
383,FC Porto,,Diego Reyes,0,0,1,0,0,6.83,6.83
384,APOEL Nicosia,,Jesús Rueda,0,0,2,2,0,6.82,6.82
385,Manchester City,,Fernandinho,0,1,7,8,0,6.81,6.81
386,Basel,,Tomáš Vaclík,0,0,0,0,0,6.81,6.81
387,Basel,,Marek Suchý,0,0,1,0,0,6.81,6.81
388,Real Madrid,,Theo Hernández,0,0,4,1,0,6.80,6.80
389,Manchester United,,Zlatan Ibrahimović,0,0,0,2,0,6.80,6.80
390,Feyenoord,,Tyrell Malacia,0,0,1,0,0,6.80,6.80
391,Manchester City,,Benjamin Mendy,0,0,1,1,0,6.80,6.80
392,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,0,0,0,6.80,6.80
393,Celtic,,Cristian Gamboa,0,0,0,0,0,6.80,6.80
394,Napoli,,Nikola Maksimović,0,0,0,0,0,6.80,6.80
395,APOEL Nicosia,,Georgios Efrem,0,0,0,1,0,6.80,6.80
396,APOEL Nicosia,,Minas Antoniou,0,0,0,0,0,6.80,6.80
397,Benfica,,Gabriel Barbosa,0,0,0,1,0,6.80,6.80
398,Juventus,,Daniele Rugani,0,0,0,1,0,6.80,6.80
399,Borussia Dortmund,,Dan-Axel Zagadou,0,0,0,1,0,6.80,6.80
400,Benfica,,Bruno Varela,0,0,0,0,0,6.80,6.80
401,Beşiktaş,,Jeremain Lens,0,0,10,5,0,6.80,6.80
402,NK Maribor,,Dare Vršič,0,0,1,1,0,6.80,6.80
403,CSKA Moscow,,Georgi Milanov,0,0,3,1,0,6.80,6.80
404,Manchester City,,Fabian Delph,0,0,5,1,0,6.80,6.80
405,Sevilla,,Nolito,0,1,5,9,0,6.80,6.80
406,Olympiacos FC,,Leonardo Koutris,0,0,2,2,0,6.80,6.80
407,Roma,,Gerson,0,0,0,8,0,6.80,6.80
408,Feyenoord,,Jean-Paul Boëtius,0,1,8,9,0,6.80,6.80
409,Atlético Madrid,,Ángel Correa,0,1,8,10,0,6.78,6.78
410,NK Maribor,,Jasmin Handanović,0,0,0,0,0,6.78,6.78
411,Celtic,,Olivier Ntcham,0,0,4,8,0,6.78,6.78
412,RB Leipzig,,Yussuf Poulsen,0,0,0,2,0,6.78,6.78
413,NK Maribor,,Jean Claude Billong,0,0,0,2,0,6.78,6.78
414,Beşiktaş,,Atiba Hutchinson,0,0,2,1,0,6.77,6.77
415,Atlético Madrid,,Stefan Savić,0,0,0,1,0,6.77,6.77
416,Benfica,,Franco Cervi,0,0,1,0,0,6.77,6.77
417,FC Spartak Moscow,,Salvatore Bocchetti,0,0,2,0,0,6.77,6.77
418,Sporting,,Stefan Ristovski,0,0,0,0,0,6.77,6.77
419,Benfica,,Raúl Jiménez,0,2,3,9,0,6.76,6.76
420,Celtic,,Dedryck Boyata,0,0,2,0,0,6.76,6.76
421,Juventus,,Stefano Sturaro,0,0,1,2,0,6.76,6.76
422,Sporting,,Cristiano Piccini,0,0,7,1,0,6.76,6.76
423,RSC Anderlecht,,Kara Mbodj,0,0,7,2,0,6.76,6.76
424,Juventus,,Stephan Lichtsteiner,0,0,2,0,0,6.75,6.75
425,Beşiktaş,,Gökhan Gönül,0,0,2,2,0,6.75,6.75
426,Benfica,,Rúben Dias,0,0,0,1,0,6.75,6.75
427,FC Spartak Moscow,,Roman Zobnin,0,0,2,1,0,6.75,6.75
428,FC Spartak Moscow,,Marko Petković,0,0,0,1,0,6.75,6.75
429,Feyenoord,,Renato Tapia,0,0,6,0,0,6.75,6.75
430,AS Monaco,,Guido Carrillo,0,0,0,6,0,6.75,6.75
431,NK Maribor,,Marwan Kabha,0,0,11,7,0,6.75,6.75
432,Chelsea,,Marcos Alonso,0,0,7,11,0,6.74,6.74
433,Sporting,,Marcos Acuña,0,0,9,0,0,6.74,6.74
434,Tottenham Hotspur,,Ben Davies,0,0,1,1,0,6.74,6.74
435,Sporting,,Jérémy Mathieu,0,0,2,1,0,6.74,6.74
436,Atlético Madrid,,Lucas Hernández,0,0,0,0,0,6.73,6.73
437,Borussia Dortmund,,Mahmoud Dahoud,0,0,6,4,0,6.73,6.73
438,Real Madrid,,Dani Ceballos,0,0,3,3,0,6.73,6.73
439,Chelsea,,Andreas Christensen,0,1,0,2,0,6.73,6.73
440,Borussia Dortmund,,Roman Bürki,0,0,0,0,0,6.73,6.73
441,Tottenham Hotspur,,Mousa Dembélé,0,0,13,0,0,6.73,6.73
442,Chelsea,,Gary Cahill,0,0,0,4,0,6.73,6.73
443,Celtic,,Scott Brown,0,0,3,0,0,6.73,6.73
444,Barcelona,,Paulinho,0,5,4,12,0,6.73,6.73
445,Paris Saint-Germain,,Julian Draxler,0,0,7,4,0,6.73,6.73
446,FC Bayern München,,Franck Ribéry,0,1,21,8,0,6.73,6.73
447,Sporting,,Fábio Coentrão,0,0,2,1,0,6.73,6.73
448,Juventus,,Medhi Benatia,0,1,0,5,0,6.73,6.73
449,Roma,,Alessandro Florenzi,0,0,5,5,0,6.72,6.72
450,Roma,,Kevin Strootman,0,0,2,6,0,6.72,6.72
451,RB Leipzig,,Marcel Halstenberg,0,0,2,2,0,6.72,6.72
452,Celtic,,James Forrest,0,0,13,6,0,6.72,6.72
453,Sporting,,Rui Patrício,0,0,0,0,0,6.72,6.72
454,Benfica,,Jonas,0,2,1,14,0,6.72,6.72
455,Borussia Dortmund,,Ömer Toprak,0,1,0,3,0,6.72,6.72
456,Barcelona,,Sergi Roberto,0,1,6,1,0,6.71,6.71
457,Borussia Dortmund,,Gonzalo Castro,0,1,1,0,0,6.70,6.70
458,Atlético Madrid,,Fernando Torres,0,1,1,8,0,6.70,6.70
459,Real Madrid,,Marcos Llorente,0,0,0,1,0,6.70,6.70
460,AS Monaco,,Terence Kongolo,0,0,1,0,0,6.70,6.70
461,Borussia Dortmund,,Neven Subotić,0,0,0,0,0,6.70,6.70
462,Liverpool,,Nathaniel Clyne,0,0,0,0,0,6.70,6.70
463,RSC Anderlecht,,Ivan Obradović,0,0,3,3,0,6.70,6.70
464,Napoli,,Faouzi Ghoulam,0,0,4,0,0,6.70,6.70
465,Barcelona,,Aleix Vidal,0,0,0,2,0,6.70,6.70
466,Sporting,,Jonathan Silva,0,0,2,1,0,6.70,6.70
467,RSC Anderlecht,,Pieter Gerkens,0,0,2,3,0,6.70,6.70
468,Napoli,,Elseid Hysaj,0,0,6,0,0,6.68,6.68
469,APOEL Nicosia,,Nuno Morais,0,0,1,2,0,6.68,6.68
470,Qarabağ,,Dino Ndlovu,0,0,8,9,0,6.68,6.68
471,Borussia Dortmund,,Christian Pulišić,0,1,21,8,0,6.68,6.68
472,AS Monaco,,Adama Diakhaby,0,0,2,6,0,6.68,6.68
473,FC Spartak Moscow,,Georgiy Dzhikiya,0,0,5,1,0,6.68,6.68
474,APOEL Nicosia,,Igor De Camargo,0,0,0,5,0,6.68,6.68
475,Chelsea,,Thibaut Courtois,0,0,0,0,0,6.68,6.68
476,Feyenoord,,Sven van Beek,0,0,0,0,0,6.68,6.68
477,Beşiktaş,,Gary Medel,0,0,0,2,0,6.68,6.68
478,Real Madrid,,Mateo Kovačić,0,0,6,1,0,6.67,6.67
479,Liverpool,,Danny Ings,0,1,1,2,0,6.67,6.67
480,Olympiacos FC,,Kostas Fortounis,0,0,5,4,0,6.67,6.67
481,Feyenoord,,Kevin Diks,0,0,2,0,0,6.67,6.67
482,AS Monaco,,Thomas Lemar,0,0,6,2,0,6.67,6.67
483,RSC Anderlecht,,Matz Sels,0,0,0,0,0,6.67,6.67
484,Qarabağ,,Tarik Elyounoussi,0,0,0,2,0,6.67,6.67
485,RSC Anderlecht,,Frank Boeckx,0,0,1,0,0,6.67,6.67
486,RSC Anderlecht,,Massimo Bruno,0,0,4,3,0,6.67,6.67
487,Chelsea,,Antonio Rüdiger,0,1,1,4,0,6.67,6.67
488,Napoli,,Pepe Reina,0,0,1,0,0,6.67,6.67
489,Beşiktaş,,Adriano,0,0,4,1,0,6.67,6.67
490,Juventus,,Rodrigo Bentancur,0,0,3,4,0,6.66,6.66
491,NK Maribor,,Blaž Vrhovec,0,0,1,5,0,6.66,6.66
492,CSKA Moscow,,Vasily Berezutskiy,0,0,1,6,0,6.66,6.66
493,Roma,,Lorenzo Pellegrini,0,0,1,5,0,6.66,6.66
494,Juventus,,Kwadwo Asamoah,0,0,1,0,0,6.65,6.65
495,Chelsea,,Victor Moses,0,0,7,3,0,6.65,6.65
496,Beşiktaş,,Necip Uysal,0,0,0,0,0,6.65,6.65
497,Juventus,,Gianluigi Buffon,0,0,0,0,0,6.64,6.64
498,Qarabağ,,Mahir Emreli,0,0,9,3,0,6.64,6.64
499,Barcelona,,Denis Suárez,0,0,6,3,0,6.63,6.63
500,Sporting,,Rodrigo Battaglia,0,0,4,3,0,6.63,6.63
501,CSKA Moscow,,Viktor Vasin,0,0,1,1,0,6.63,6.63
502,Benfica,,Diogo Gonçalves,0,0,3,7,0,6.63,6.63
503,Olympiacos FC,,Omar Elabdellaoui,0,0,1,1,0,6.63,6.63
504,FC Spartak Moscow,,Andrey Eshchenko,0,0,1,3,0,6.62,6.62
505,Atlético Madrid,,Yannick Carrasco,0,1,9,9,0,6.62,6.62
506,NK Maribor,,Marko Šuler,0,2,0,4,0,6.62,6.62
507,Napoli,,Marek Hamšík,0,1,0,9,0,6.62,6.62
508,RSC Anderlecht,,Łukasz Teodorczyk,0,3,0,12,0,6.62,6.62
509,Qarabağ,,Richard Almeida,0,0,6,5,0,6.62,6.62
510,Liverpool,,Loris Karius,0,0,0,0,0,6.62,6.62
511,Tottenham Hotspur,,Serge Aurier,0,0,5,3,0,6.60,6.60
512,Paris Saint-Germain,,Giovani Lo Celso,0,1,2,5,0,6.60,6.60
513,AS Monaco,,Soualiho Meïté,0,0,1,2,0,6.60,6.60
514,Juventus,,Claudio Marchisio,0,0,0,0,0,6.60,6.60
515,RSC Anderlecht,,Andy Najar,0,0,1,0,0,6.60,6.60
516,AS Monaco,,Gabriel Boschilia,0,0,0,0,0,6.60,6.60
517,APOEL Nicosia,,Andreas Makris,0,0,0,0,0,6.60,6.60
518,RB Leipzig,,Dominik Kaiser,0,0,0,0,0,6.60,6.60
519,Manchester City,,Tosin Adarabioyo,0,0,0,0,0,6.60,6.60
520,Tottenham Hotspur,,Erik Lamela,0,0,5,0,0,6.60,6.60
521,Napoli,,Mário Rui,0,0,1,0,0,6.60,6.60
522,Atlético Madrid,,Luciano Vietto,0,1,0,2,0,6.60,6.60
523,FC Porto,,Majeed Waris,0,0,5,2,0,6.60,6.60
524,Basel,,Valentin Stocker,0,0,1,2,0,6.60,6.60
525,Paris Saint-Germain,,Presnel Kimpembe,0,0,2,1,0,6.60,6.60
526,Benfica,,Mile Svilar,0,0,0,0,0,6.60,6.60
527,AS Monaco,,Almamy Touré,0,0,2,1,0,6.60,6.60
528,Sevilla,,Michael Krohn-Dehli,0,1,2,4,0,6.60,6.60
529,Shakhtar Donetsk,,Davit Khocholava,0,0,0,1,0,6.60,6.60
530,Olympiacos FC,,Guillaume Gillet,0,0,2,1,0,6.60,6.60
531,Feyenoord,,Sam Larsson,0,0,2,3,0,6.60,6.60
532,Olympiacos FC,,Jacques-Alaixys Romao,0,0,3,0,0,6.60,6.60
533,Sevilla,,Luis Muriel,0,1,1,10,0,6.59,6.59
534,Sevilla,,Sergio Rico,0,0,0,0,0,6.59,6.59
535,Shakhtar Donetsk,,Bogdan Butko,0,0,2,0,0,6.59,6.59
536,Qarabağ,,Wilde-Donald Guerrier,0,0,5,3,0,6.58,6.58
537,Manchester United,,Jesse Lingard,0,1,1,4,0,6.58,6.58
538,Feyenoord,,Jens Toornstra,0,1,0,7,0,6.58,6.58
539,Basel,,Serey Dié,0,0,8,3,0,6.58,6.58
540,Benfica,,Alejandro Grimaldo,0,0,9,6,0,6.58,6.58
541,Benfica,,Ljubomir Fejsa,0,0,3,0,0,6.58,6.58
542,APOEL Nicosia,,Agustín Farías,0,0,0,0,0,6.58,6.58
543,Roma,,Maxime Gonalons,0,0,3,2,0,6.57,6.57
544,Napoli,,Adam Ounas,0,0,3,1,0,6.57,6.57
545,RSC Anderlecht,,Nicolae Stanciu,0,0,0,2,0,6.57,6.57
546,Chelsea,,Danny Drinkwater,0,0,0,1,0,6.57,6.57
547,Benfica,,Andreas Samaris,0,0,3,2,0,6.57,6.57
548,FC Spartak Moscow,,Ivelin Popov,0,0,5,3,0,6.56,6.56
549,Liverpool,,Adam Lallana,0,0,2,1,0,6.55,6.55
550,Qarabağ,,Ramil Sheydaev,0,0,2,0,0,6.55,6.55
551,Olympiacos FC,,El Fardou Ben,0,0,0,2,0,6.55,6.55
552,RSC Anderlecht,,Alexandru Chipciu,0,1,2,3,0,6.55,6.55
553,Basel,,Fabian Frei,0,0,0,0,0,6.55,6.55
554,APOEL Nicosia,,Nektarios Alexandrou,0,0,0,0,0,6.55,6.55
555,Celtic,,Stuart Armstrong,0,1,6,3,0,6.55,6.55
556,Feyenoord,,Karim El Ahmadi,0,0,0,4,0,6.55,6.55
557,Benfica,,André Almeida,0,0,6,1,0,6.55,6.55
558,FC Porto,,André André,0,1,2,4,0,6.55,6.55
559,Napoli,,Christian Maggio,0,0,2,1,0,6.55,6.55
560,Qarabağ,,Maksim Medvedev,0,0,1,0,0,6.55,6.55
561,FC Porto,,Jesús Corona,0,0,11,4,0,6.55,6.55
562,CSKA Moscow,,Aleksandr Golovin,0,0,11,8,0,6.53,6.53
563,Manchester City,,Phil Foden,0,0,6,1,0,6.53,6.53
564,Roma,,Patrik Schick,0,1,3,6,0,6.53,6.53
565,Sevilla,,Sandro Ramírez,0,0,0,2,0,6.53,6.53
566,AS Monaco,,Djibril Sidibé,0,0,1,0,0,6.53,6.53
567,RB Leipzig,,Péter Gulácsi,0,0,0,0,0,6.53,6.53
568,NK Maribor,,Aleks Pihler,0,0,5,5,0,6.53,6.53
569,Liverpool,,Ragnar Klavan,0,0,1,1,0,6.53,6.53
570,Barcelona,,André Gomes,0,0,1,2,0,6.53,6.53
571,AS Monaco,,Rachid Ghezzal,0,0,8,1,0,6.53,6.53
572,Borussia Dortmund,,Jeremy Toljan,0,0,1,2,0,6.53,6.53
573,NK Maribor,,Valon Ahmedi,0,0,2,6,0,6.53,6.53
574,Roma,,Grégoire Defrel,0,1,1,3,0,6.52,6.52
575,AS Monaco,,Keita Baldé,0,1,5,8,0,6.52,6.52
576,NK Maribor,,Martin Milec,0,0,5,5,0,6.52,6.52
577,RSC Anderlecht,,Dennis Appiah,0,0,7,1,0,6.52,6.52
578,APOEL Nicosia,,Praxitelis Vouros,0,0,1,2,0,6.52,6.52
579,Beşiktaş,,Caner Erkin,0,0,6,2,0,6.50,6.50
580,Manchester City,,Claudio Bravo,0,0,1,0,0,6.50,6.50
581,Liverpool,,Marko Grujić,0,0,0,0,0,6.50,6.50
582,Tottenham Hotspur,,Kyle Walker-Peters,0,0,0,0,0,6.50,6.50
583,Basel,,Cédric Itten,0,0,0,0,0,6.50,6.50
584,Borussia Dortmund,,Andre Schürrle,0,0,0,1,0,6.50,6.50
585,Feyenoord,,Dylan Vente,0,0,0,0,0,6.50,6.50
586,Roma,,Mirko Antonucci,0,0,0,0,0,6.50,6.50
587,Paris Saint-Germain,,Lassana Diarra,0,0,0,0,0,6.50,6.50
588,APOEL Nicosia,,Raúl Gudiño,0,0,0,0,0,6.50,6.50
589,Feyenoord,,Eric Botteghin,0,0,0,0,0,6.50,6.50
590,Tottenham Hotspur,,Anthony Georgiou,0,0,0,0,0,6.50,6.50
591,Borussia Dortmund,,Łukasz Piszczek,0,0,2,1,0,6.50,6.50
592,FC Porto,,Gonçalo Paciência,0,0,0,0,0,6.50,6.50
593,Feyenoord,,Michiel Kramer,0,0,0,2,0,6.50,6.50
594,RSC Anderlecht,,Hamdi Harbaoui,0,0,0,0,0,6.50,6.50
595,Beşiktaş,,Mustafa Pektemek,0,1,2,2,0,6.50,6.50
596,CSKA Moscow,,Astemir Gordyushenko,0,0,0,0,0,6.50,6.50
597,Liverpool,,Dominic Solanke,0,0,0,1,0,6.50,6.50
598,CSKA Moscow,,Fedor Chalov,0,0,2,1,0,6.50,6.50
599,Basel,,Alexander Fransson,0,0,0,0,0,6.50,6.50
600,Benfica,,Luisão,0,0,0,0,0,6.50,6.50
601,FC Spartak Moscow,,Aleksandr Selikhov,0,0,0,0,0,6.50,6.50
602,Celtic,,Tom Rogić,0,0,6,3,0,6.50,6.50
603,Celtic,,Craig Gordon,0,0,0,0,0,6.50,6.50
604,Sevilla,,Gabriel Mercado,0,0,2,2,0,6.50,6.50
605,FC Porto,,Moussa Marega,0,1,7,10,0,6.48,6.48
606,NK Maribor,,Mitja Viler,0,0,4,3,0,6.48,6.48
607,Olympiacos FC,,Mehdi Carcela-González,0,0,7,3,0,6.48,6.48
608,Shakhtar Donetsk,,Dentinho,0,0,1,0,0,6.48,6.48
609,Benfica,,Douglas,0,0,8,3,0,6.47,6.47
610,Benfica,,Eliseu,0,1,2,3,0,6.47,6.47
611,Basel,,Kevin Bua,0,0,5,0,0,6.47,6.47
612,Qarabağ,,Qara Qarayev,0,0,4,2,0,6.47,6.47
613,Celtic,,Odsonne Édouard,0,0,1,0,0,6.45,6.45
614,Olympiacos FC,,Emmanuel Emenike,0,0,1,3,0,6.45,6.45
615,Feyenoord,,Bilal Başaçıkoğlu,0,0,1,0,0,6.45,6.45
616,RB Leipzig,,Lukas Klostermann,0,0,2,3,0,6.45,6.45
617,Napoli,,Allan,0,0,6,2,0,6.43,6.43
618,RSC Anderlecht,,Henry Onyekuru,0,2,10,5,0,6.43,6.43
619,APOEL Nicosia,,Ghayas Zahid,0,0,1,6,0,6.42,6.42
620,RB Leipzig,,Konrad Laimer,0,0,0,0,0,6.40,6.40
621,FC Bayern München,,Juan Bernat,0,0,0,0,0,6.40,6.40
622,Sporting,,Tobias Figueiredo,0,0,0,0,0,6.40,6.40
623,FC Porto,,Bruno Costa,0,0,0,0,0,6.40,6.40
624,Celtic,,Kouassi Eboue,0,0,1,0,0,6.40,6.40
625,AS Monaco,,Kévin N'Doram,0,0,1,1,0,6.40,6.40
626,Atlético Madrid,,Augusto Fernández,0,0,0,1,0,6.40,6.40
627,Real Madrid,,Achraf Hakimi,0,0,0,0,0,6.40,6.40
628,FC Porto,,Hernâni,0,0,0,1,0,6.40,6.40
629,Sevilla,,Johannes Geis,0,0,0,1,0,6.40,6.40
630,Feyenoord,,Jan-Arie van der Heijden,0,0,2,0,0,6.40,6.40
631,Olympiacos FC,,Marko Marin,0,1,2,1,0,6.40,6.40
632,APOEL Nicosia,,Boy Waterman,0,0,1,0,0,6.40,6.40
633,RSC Anderlecht,,Josué Sá,0,0,0,0,0,6.40,6.40
634,Napoli,,Marko Rog,0,0,2,1,0,6.40,6.40
635,Celtic,,Jozo Šimunović,0,0,0,3,0,6.40,6.40
636,NK Maribor,,Gregor Bajde,0,0,1,0,0,6.40,6.40
637,APOEL Nicosia,,Roland Sallai,0,0,3,9,0,6.40,6.40
638,RSC Anderlecht,,Leander Dendoncker,0,0,4,3,0,6.38,6.38
639,Olympiacos FC,,Uroš Đurđević,0,1,0,3,0,6.38,6.38
640,APOEL Nicosia,,Roberto Lago,0,0,1,3,0,6.38,6.38
641,Basel,,Albian Ajeti,0,0,0,1,0,6.37,6.37
642,CSKA Moscow,,Kirill Nababkin,0,0,0,0,0,6.35,6.35
643,AS Monaco,,Jemerson,0,0,1,2,0,6.35,6.35
644,APOEL Nicosia,,Vinicius,0,0,1,2,0,6.35,6.35
645,NK Maribor,,Martin Kramarič,0,0,3,0,0,6.33,6.33
646,AS Monaco,,Diego Benaglio,0,0,0,0,0,6.33,6.33
647,Borussia Dortmund,,Alexander Isak,0,0,0,0,0,6.30,6.30
648,Chelsea,,Olivier Giroud,0,0,0,1,0,6.30,6.30
649,Manchester City,,Oleksandr Zinchenko,0,0,0,0,0,6.30,6.30
650,Real Madrid,,Jesús Vallejo,0,0,0,0,0,6.30,6.30
651,Sporting,,Alan Ruiz,0,0,0,0,0,6.30,6.30
652,CSKA Moscow,,Aaron Olanare,0,0,0,0,0,6.30,6.30
653,Qarabağ,,Agabala Ramazanov,0,0,0,0,0,6.30,6.30
654,Sporting,,João Palhinha,0,0,0,0,0,6.30,6.30
655,FC Porto,,Otávio,0,0,2,1,0,6.30,6.30
656,AS Monaco,,Andrea Raggi,0,0,0,2,0,6.30,6.30
657,AS Monaco,,Jorge,0,0,3,1,0,6.30,6.30
658,RSC Anderlecht,,Olivier Deschacht,0,0,2,0,0,6.30,6.30
659,NK Maribor,,Aleksander Rajčević,0,0,0,1,0,6.30,6.30
660,APOEL Nicosia,,Efstathios Aloneftis,0,0,10,6,0,6.30,6.30
661,APOEL Nicosia,,Lorenzo Ebecilio,0,0,3,4,0,6.28,6.28
662,Qarabağ,,Coşqun Diniyev,0,0,3,0,0,6.25,6.25
663,RB Leipzig,,Bernardo,0,0,1,1,0,6.25,6.25
664,Feyenoord,,Brad Jones,0,0,1,0,0,6.24,6.24
665,Feyenoord,,Tonny Vilhena,0,0,0,5,0,6.23,6.23
666,AS Monaco,,Danijel Subašić,0,0,0,0,0,6.23,6.23
667,Paris Saint-Germain,,Thomas Meunier,0,0,0,0,0,6.20,6.20
668,Benfica,,Júlio César,0,0,0,0,0,6.20,6.20
669,Shakhtar Donetsk,,Márcio Azevedo,0,0,0,0,0,6.20,6.20
670,RB Leipzig,,Marvin Compper,0,0,0,0,0,6.20,6.20
671,Qarabağ,,Dani Quintana,0,0,0,0,0,6.20,6.20
672,FC Porto,,José Sá,0,0,0,0,0,6.20,6.20
673,Qarabağ,,Rəşhad Sadiqov,0,0,0,1,0,6.18,6.18
674,Shakhtar Donetsk,,Viktor Kovalenko,0,1,0,1,0,6.13,6.13
675,NK Maribor,,Dino Hotić,0,0,3,0,0,6.08,6.08
676,Celtic,,Anthony Ralston,0,0,1,0,0,6.00,6.00
677,Olympiacos FC,,Athanasios Androutsos,0,0,1,0,0,6.00,6.00
678,RSC Anderlecht,,Sven Kums,0,1,3,2,0,5.96,5.96
679,Olympiacos FC,,Stefanos Kapino,0,0,0,0,0,5.90,5.90
680,Feyenoord,,Miquel Nelom,0,0,0,0,0,5.90,5.90
681,Beşiktaş,,Domagoj Vida,0,0,0,0,0,3.40,3.40
682,Benfica,,Rafa Silva,0,0,0,0,0,0,
683,Tottenham Hotspur,,Lucas Moura,0,0,0,0,0,0,
684,Tottenham Hotspur,,Victor Wanyama,0,0,0,0,0,0,
685,Shakhtar Donetsk,,Oleksandr Zubkov,0,0,0,0,0,0,
686,FC Spartak Moscow,,Pedro Rocha,0,0,0,0,0,0,
687,Sporting,,Mattheus,0,0,0,0,0,0,
688,Sporting,,Radosav Petrović,0,0,0,0,0,0,
689,Borussia Dortmund,,Roman Weidenfeller,0,0,0,0,0,0,
690,Juventus,,Fabrizio Caligara,0,0,0,0,0,0,
691,Shakhtar Donetsk,,Ivan Petriak,0,0,0,0,0,0,
692,Tottenham Hotspur,,Kazaiah Sterling,0,0,0,0,0,0,
693,CSKA Moscow,,Khetag Khosonov,0,0,0,1,0,0,
