#,Time,Time,Nome,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Notas Sofascore,Nota Sofascore
353,Barcelona,,Javier Mascherano,0,0,110,94.83,1,6.90,6.90
354,Beşiktaş,,Matej Mitrović,0,0,21,72.41,0,6.90,6.90
355,Manchester City,,Yaya Touré,0,0,272,94.77,0,6.90,6.90
356,Olympiacos FC,,Sebá,0,0,20,71.43,3,6.90,6.90
357,Qarabağ,,Elvin Yunuszade,0,0,30,93.75,0,6.90,6.90
358,FC Spartak Moscow,,Serdar Taşçı,0,0,237,92.22,1,6.90,6.90
359,Liverpool,,Virgil van Dijk,0,0,206,79.84,0,6.90,6.90
360,Atlético Madrid,,Jan Oblak,0,0,56,51.38,0,6.90,6.90
361,CSKA Moscow,,Igor Akinfeev,0,0,65,43.05,0,6.90,6.90
362,Barcelona,,Nélson Semedo,0,0,280,84.85,4,6.90,6.90
363,Liverpool,,Joël Matip,0,0,433,91.16,0,6.88,6.88
364,Benfica,,Pizzi,0,0,363,84.22,14,6.88,6.88
365,Chelsea,,Tiemoué Bakayoko,0,1,144,86.75,5,6.88,6.88
366,Napoli,,Amadou Diawara,0,0,257,92.45,3,6.88,6.88
367,Olympiacos FC,,Björn Engels,0,0,164,92.13,0,6.88,6.88
368,Paris Saint-Germain,,Thiago Motta,0,0,303,93.52,1,6.88,6.88
369,CSKA Moscow,,Sergey Ignashevich,0,0,111,75.51,2,6.88,6.88
370,Real Madrid,,Keylor Navas,0,0,129,65.15,1,6.87,6.87
371,CSKA Moscow,,Mário Fernandes,0,1,183,77.54,5,6.87,6.87
372,Manchester United,,Eric Bailly,0,0,136,82.93,0,6.87,6.87
373,Paris Saint-Germain,,Javier Pastore,0,0,66,88,2,6.87,6.87
374,APOEL Nicosia,,Nauzet Pérez,0,0,39,50,0,6.87,6.87
375,Beşiktaş,,Anderson Talisca,0,0,162,77.51,5,6.86,6.86
376,FC Bayern München,,Niklas Süle,0,0,351,94.1,1,6.86,6.86
377,Feyenoord,,Jeremiah St. Juste,0,0,206,90.35,0,6.86,6.86
378,Sporting,,William Carvalho,0,0,259,87.8,1,6.86,6.86
379,RSC Anderlecht,,Uroš Spajić,0,0,114,84.44,0,6.86,6.86
380,Benfica,,Eduardo Salvio,0,0,128,81.53,2,6.86,6.86
381,Manchester City,,Kyle Walker,0,1,455,87.67,3,6.86,6.86
382,Manchester City,,Ederson,0,0,228,86.04,0,6.86,6.86
383,Manchester United,,Sergio Romero,0,0,26,53.06,0,6.85,6.85
384,Real Madrid,,Kiko Casilla,0,0,31,73.81,0,6.85,6.85
385,FC Spartak Moscow,,Mario Pašalić,0,0,189,83.63,2,6.85,6.85
386,Beşiktaş,,Tolgay Arslan,0,0,203,87.88,1,6.85,6.85
387,Tottenham Hotspur,,Davinson Sánchez,0,0,393,89.73,0,6.84,6.84
388,Qarabağ,,Bədavi Huseynov,0,0,115,89.84,0,6.83,6.83
389,Barcelona,,Gerard Deulofeu,0,0,78,82.11,4,6.83,6.83
390,FC Porto,,Óliver Torres,0,0,74,71.15,2,6.83,6.83
391,Borussia Dortmund,,Maximilian Philipp,0,0,56,75.68,3,6.83,6.83
392,Celtic,,Nir Bitton,0,0,126,89.36,0,6.83,6.83
393,Manchester United,,Scott McTominay,0,0,104,88.89,1,6.83,6.83
394,Beşiktaş,,Fabri,0,0,100,49.02,0,6.83,6.83
395,Juventus,,Douglas Costa,0,1,236,80,7,6.83,6.83
396,Liverpool,,Georginio Wijnaldum,0,2,314,84.41,9,6.83,6.83
397,Benfica,,Jardel,0,0,233,93.57,0,6.83,6.83
398,FC Porto,,Diego Reyes,0,0,122,89.05,1,6.83,6.83
399,APOEL Nicosia,,Jesús Rueda,0,0,140,85.37,0,6.82,6.82
400,Manchester City,,Fernandinho,0,0,613,89.88,4,6.81,6.81
401,Basel,,Tomáš Vaclík,0,0,114,52.53,1,6.81,6.81
402,Basel,,Marek Suchý,0,0,228,83.21,2,6.81,6.81
403,Manchester United,,Zlatan Ibrahimović,0,0,7,58.33,0,6.80,6.80
404,Feyenoord,,Tyrell Malacia,0,0,22,64.71,1,6.80,6.80
405,Manchester City,,Benjamin Mendy,0,0,45,76.27,1,6.80,6.80
406,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,23,92,0,6.80,6.80
407,Celtic,,Cristian Gamboa,0,0,40,86.96,1,6.80,6.80
408,Napoli,,Nikola Maksimović,0,0,76,83.52,1,6.80,6.80
409,APOEL Nicosia,,Georgios Efrem,0,0,9,90,2,6.80,6.80
410,APOEL Nicosia,,Minas Antoniou,0,0,3,100,0,6.80,6.80
411,Benfica,,Gabriel Barbosa,0,0,22,88,1,6.80,6.80
412,Juventus,,Daniele Rugani,0,0,40,75.47,0,6.80,6.80
413,Borussia Dortmund,,Dan-Axel Zagadou,0,0,57,96.61,0,6.80,6.80
414,Benfica,,Bruno Varela,0,0,38,70.37,0,6.80,6.80
415,Beşiktaş,,Jeremain Lens,0,0,41,75.93,1,6.80,6.80
416,CSKA Moscow,,Georgi Milanov,0,0,19,65.52,2,6.80,6.80
417,Manchester City,,Fabian Delph,0,0,330,92.7,3,6.80,6.80
418,Olympiacos FC,,Leonardo Koutris,0,0,113,73.38,0,6.80,6.80
419,Roma,,Gerson,0,0,52,83.87,4,6.80,6.80
420,Feyenoord,,Jean-Paul Boëtius,0,0,117,75.48,3,6.80,6.80
421,FC Porto,,Iván Marcano,0,0,266,80.85,2,6.79,6.79
422,NK Maribor,,Jasmin Handanović,0,0,102,55.74,0,6.78,6.78
423,APOEL Nicosia,,Mickaël Poté,0,0,55,70.51,1,6.78,6.78
424,Chelsea,,David Luiz,0,0,173,91.05,1,6.78,6.78
425,NK Maribor,,Jasmin Mešanović,0,0,12,75,0,6.78,6.78
426,NK Maribor,,Jean Claude Billong,0,0,78,83.87,0,6.78,6.78
427,Beşiktaş,,Atiba Hutchinson,0,0,253,91.34,0,6.77,6.77
428,Basel,,Ricky van Wolfswinkel,0,0,30,81.08,2,6.77,6.77
429,RB Leipzig,,Willi Orbán,0,0,234,78.79,0,6.77,6.77
430,Atlético Madrid,,Stefan Savić,0,0,108,85.04,0,6.77,6.77
431,Benfica,,Franco Cervi,0,0,30,75,3,6.77,6.77
432,FC Spartak Moscow,,Salvatore Bocchetti,0,0,143,84.12,1,6.77,6.77
433,Sporting,,Stefan Ristovski,0,0,46,80.7,2,6.77,6.77
434,Benfica,,Raúl Jiménez,0,0,72,67.29,2,6.76,6.76
435,Celtic,,Dedryck Boyata,0,0,255,91.4,1,6.76,6.76
436,Juventus,,Stefano Sturaro,0,0,117,76.97,2,6.76,6.76
437,Sporting,,Cristiano Piccini,0,0,135,80.84,1,6.76,6.76
438,RSC Anderlecht,,Kara Mbodj,0,0,195,91.12,0,6.76,6.76
439,Qarabağ,,Michel,0,0,200,79.37,2,6.75,6.75
440,Shakhtar Donetsk,,Ismaily,0,0,233,80.34,5,6.75,6.75
441,Juventus,,Stephan Lichtsteiner,0,1,24,72.73,2,6.75,6.75
442,Beşiktaş,,Gökhan Gönül,0,1,80,74.07,4,6.75,6.75
443,Benfica,,Rúben Dias,0,0,59,84.29,1,6.75,6.75
444,FC Spartak Moscow,,Marko Petković,0,0,36,83.72,0,6.75,6.75
445,Feyenoord,,Renato Tapia,0,0,146,85.88,2,6.75,6.75
446,AS Monaco,,Guido Carrillo,0,0,22,53.66,1,6.75,6.75
447,NK Maribor,,Marwan Kabha,0,0,193,78.14,2,6.75,6.75
448,Tottenham Hotspur,,Ben Davies,0,0,168,76.71,4,6.74,6.74
449,Sporting,,Jérémy Mathieu,0,0,199,88.84,0,6.74,6.74
450,Barcelona,,Ousmane Dembélé,0,0,42,75,0,6.73,6.73
451,FC Spartak Moscow,,Fernando,0,0,357,85.2,5,6.73,6.73
452,Atlético Madrid,,Lucas Hernández,0,0,104,81.25,0,6.73,6.73
453,Borussia Dortmund,,Mahmoud Dahoud,0,0,112,84.21,1,6.73,6.73
454,Real Madrid,,Dani Ceballos,0,0,113,94.17,1,6.73,6.73
455,Chelsea,,Andreas Christensen,0,0,250,94.7,2,6.73,6.73
456,Borussia Dortmund,,Roman Bürki,0,0,155,73.11,1,6.73,6.73
457,Tottenham Hotspur,,Mousa Dembélé,0,0,230,92.74,3,6.73,6.73
458,Chelsea,,Gary Cahill,0,0,260,92.2,1,6.73,6.73
459,Celtic,,Scott Brown,0,0,332,94.86,2,6.73,6.73
460,Barcelona,,Paulinho,0,0,343,92.2,4,6.73,6.73
461,Paris Saint-Germain,,Julian Draxler,0,1,209,91.67,9,6.73,6.73
462,Juventus,,Medhi Benatia,0,0,309,90.88,0,6.73,6.73
463,RB Leipzig,,Marcel Halstenberg,0,1,188,76.42,3,6.72,6.72
464,Sporting,,Rui Patrício,0,0,105,57.69,0,6.72,6.72
465,Benfica,,Jonas,0,0,121,81.76,3,6.72,6.72
466,Borussia Dortmund,,Ömer Toprak,0,0,333,95.69,1,6.72,6.72
467,Barcelona,,Sergi Roberto,0,0,371,91.15,4,6.71,6.71
468,FC Porto,,Tiquinho Soares,0,0,47,78.33,3,6.70,6.70
469,Celtic,,Leigh Griffiths,0,0,43,79.63,3,6.70,6.70
470,FC Spartak Moscow,,Denis Glushakov,0,0,129,82.17,1,6.70,6.70
471,Feyenoord,,Sofyan Amrabat,0,0,206,84.43,1,6.70,6.70
472,Juventus,,Blaise Matuidi,0,0,254,87.89,6,6.70,6.70
473,Real Madrid,,Marcos Llorente,0,0,29,100,1,6.70,6.70
474,AS Monaco,,Terence Kongolo,0,0,25,83.33,1,6.70,6.70
475,Borussia Dortmund,,Neven Subotić,0,0,27,84.38,0,6.70,6.70
476,Liverpool,,Nathaniel Clyne,0,0,1,33.33,0,6.70,6.70
477,RSC Anderlecht,,Ivan Obradović,0,0,121,87.05,2,6.70,6.70
478,Napoli,,Faouzi Ghoulam,0,0,178,87.68,4,6.70,6.70
479,Barcelona,,Aleix Vidal,0,0,47,73.44,1,6.70,6.70
480,Sporting,,Jonathan Silva,0,0,52,69.33,1,6.70,6.70
481,RSC Anderlecht,,Pieter Gerkens,0,0,123,79.87,2,6.70,6.70
482,Napoli,,Elseid Hysaj,0,0,275,86.75,4,6.68,6.68
483,APOEL Nicosia,,Nuno Morais,0,0,153,78.06,2,6.68,6.68
484,FC Spartak Moscow,,Georgiy Dzhikiya,0,0,127,76.51,0,6.68,6.68
485,APOEL Nicosia,,Igor De Camargo,0,0,41,58.57,3,6.68,6.68
486,Chelsea,,Thibaut Courtois,0,1,116,62.7,1,6.68,6.68
487,Feyenoord,,Sven van Beek,0,0,100,82.64,0,6.68,6.68
488,Beşiktaş,,Gary Medel,0,0,213,88.75,1,6.68,6.68
489,AS Monaco,,Kamil Glik,0,0,206,73.31,1,6.67,6.67
490,Liverpool,,Danny Ings,0,1,7,43.75,1,6.67,6.67
491,Olympiacos FC,,Kostas Fortounis,0,1,113,79.58,2,6.67,6.67
492,Feyenoord,,Kevin Diks,0,0,62,83.78,0,6.67,6.67
493,AS Monaco,,Thomas Lemar,0,0,58,73.42,3,6.67,6.67
494,RSC Anderlecht,,Matz Sels,0,0,47,51.09,0,6.67,6.67
495,Qarabağ,,Tarik Elyounoussi,0,0,17,89.47,0,6.67,6.67
496,RSC Anderlecht,,Frank Boeckx,0,0,50,63.29,0,6.67,6.67
497,RSC Anderlecht,,Massimo Bruno,0,0,31,81.58,0,6.67,6.67
498,Napoli,,Pepe Reina,0,0,125,83.33,0,6.67,6.67
499,Beşiktaş,,Adriano,0,0,166,75.8,3,6.67,6.67
500,Juventus,,Rodrigo Bentancur,0,0,183,91.04,0,6.66,6.66
501,NK Maribor,,Blaž Vrhovec,0,0,174,88.78,5,6.66,6.66
502,CSKA Moscow,,Vasily Berezutskiy,0,0,198,84.62,1,6.66,6.66
503,Juventus,,Kwadwo Asamoah,0,0,50,87.72,0,6.65,6.65
504,Chelsea,,Victor Moses,0,0,81,75.7,3,6.65,6.65
505,Beşiktaş,,Necip Uysal,0,0,60,80,0,6.65,6.65
506,Juventus,,Gianluigi Buffon,0,0,149,69.63,0,6.64,6.64
507,CSKA Moscow,,Georgi Schennikov,0,0,82,69.49,2,6.64,6.64
508,Qarabağ,,Mahir Emreli,0,0,59,77.63,3,6.64,6.64
509,Barcelona,,Denis Suárez,0,1,106,84.8,4,6.63,6.63
510,Sporting,,Rodrigo Battaglia,0,0,200,84.39,1,6.63,6.63
511,CSKA Moscow,,Viktor Vasin,0,0,273,83.23,1,6.63,6.63
512,Celtic,,Callum McGregor,0,0,118,88.06,4,6.63,6.63
513,Olympiacos FC,,Omar Elabdellaoui,0,0,132,81.48,0,6.63,6.63
514,Roma,,Cengiz Ünder,0,1,27,61.36,1,6.62,6.62
515,Atlético Madrid,,Yannick Carrasco,0,0,70,80.46,3,6.62,6.62
516,NK Maribor,,Marko Šuler,0,0,123,87.86,0,6.62,6.62
517,Napoli,,Marek Hamšík,0,1,339,84.75,10,6.62,6.62
518,Qarabağ,,Richard Almeida,0,0,359,88.64,1,6.62,6.62
519,Liverpool,,Loris Karius,0,0,203,53.7,1,6.62,6.62
520,Sevilla,,Guido Pizarro,0,0,448,89.24,5,6.61,6.61
521,Paris Saint-Germain,,Giovani Lo Celso,0,1,125,92.59,2,6.60,6.60
522,AS Monaco,,Soualiho Meïté,0,0,18,85.71,1,6.60,6.60
523,Juventus,,Claudio Marchisio,0,0,7,70,0,6.60,6.60
524,RSC Anderlecht,,Andy Najar,0,0,4,57.14,0,6.60,6.60
525,AS Monaco,,Gabriel Boschilia,0,0,6,85.71,0,6.60,6.60
526,APOEL Nicosia,,Andreas Makris,0,0,9,90,1,6.60,6.60
527,RB Leipzig,,Dominik Kaiser,0,0,10,100,0,6.60,6.60
528,Manchester City,,Tosin Adarabioyo,0,0,90,94.74,0,6.60,6.60
529,Tottenham Hotspur,,Erik Lamela,0,0,42,87.5,0,6.60,6.60
530,Napoli,,Mário Rui,0,0,22,91.67,0,6.60,6.60
531,Atlético Madrid,,Luciano Vietto,0,0,12,63.16,1,6.60,6.60
532,FC Porto,,Majeed Waris,0,0,21,84,0,6.60,6.60
533,Paris Saint-Germain,,Presnel Kimpembe,0,0,87,91.58,1,6.60,6.60
534,Benfica,,Mile Svilar,0,0,43,55.84,0,6.60,6.60
535,AS Monaco,,Almamy Touré,0,0,69,69.7,4,6.60,6.60
536,Sevilla,,Michael Krohn-Dehli,0,0,94,81.74,3,6.60,6.60
537,Shakhtar Donetsk,,Davit Khocholava,0,0,51,87.93,0,6.60,6.60
538,Olympiacos FC,,Guillaume Gillet,0,0,104,82.54,0,6.60,6.60
539,Feyenoord,,Sam Larsson,0,0,39,65,3,6.60,6.60
540,Olympiacos FC,,Jacques-Alaixys Romao,0,0,197,86.78,5,6.60,6.60
541,Sevilla,,Sergio Rico,0,0,90,64.75,0,6.59,6.59
542,Manchester United,,Jesse Lingard,0,0,120,91.6,3,6.58,6.58
543,Feyenoord,,Jens Toornstra,0,0,73,68.87,6,6.58,6.58
544,Basel,,Serey Dié,0,0,132,86.84,2,6.58,6.58
545,CSKA Moscow,,Timur Zhamaletdinov,0,0,18,66.67,1,6.58,6.58
546,Benfica,,Alejandro Grimaldo,0,0,179,90.4,4,6.58,6.58
547,Benfica,,Ljubomir Fejsa,0,0,187,89.47,1,6.58,6.58
548,APOEL Nicosia,,Agustín Farías,0,0,33,84.62,1,6.58,6.58
549,Roma,,Maxime Gonalons,0,1,197,88.34,3,6.57,6.57
550,Napoli,,Adam Ounas,0,0,7,63.64,0,6.57,6.57
551,RSC Anderlecht,,Nicolae Stanciu,0,0,22,66.67,1,6.57,6.57
552,Chelsea,,Danny Drinkwater,0,0,40,95.24,0,6.57,6.57
553,Benfica,,Andreas Samaris,0,0,94,79.66,4,6.57,6.57
554,Liverpool,,Adam Lallana,0,0,44,80,0,6.55,6.55
555,Qarabağ,,Ramil Sheydaev,0,0,15,83.33,1,6.55,6.55
556,Olympiacos FC,,El Fardou Ben,0,0,3,75,0,6.55,6.55
557,RSC Anderlecht,,Alexandru Chipciu,0,0,39,67.24,1,6.55,6.55
558,Basel,,Fabian Frei,0,0,62,86.11,0,6.55,6.55
559,APOEL Nicosia,,Nektarios Alexandrou,0,0,7,46.67,0,6.55,6.55
560,Celtic,,Stuart Armstrong,0,0,88,82.24,2,6.55,6.55
561,Benfica,,André Almeida,0,0,213,85.2,2,6.55,6.55
562,FC Porto,,André André,0,0,84,84.85,0,6.55,6.55
563,Napoli,,Christian Maggio,0,0,103,83.06,0,6.55,6.55
564,Qarabağ,,Maksim Medvedev,0,0,195,80.58,1,6.55,6.55
565,FC Porto,,Jesús Corona,0,0,99,78.57,5,6.55,6.55
566,RB Leipzig,,Jean-Kévin Augustin,0,0,44,74.58,2,6.54,6.54
567,CSKA Moscow,,Konstantin Kuchaev,0,0,70,80.46,1,6.54,6.54
568,CSKA Moscow,,Aleksandr Golovin,0,1,250,84.75,9,6.53,6.53
569,Manchester City,,Phil Foden,0,0,148,89.16,0,6.53,6.53
570,Roma,,Patrik Schick,0,0,32,76.19,1,6.53,6.53
571,Sevilla,,Sandro Ramírez,0,0,12,92.31,0,6.53,6.53
572,AS Monaco,,Djibril Sidibé,0,0,88,77.19,2,6.53,6.53
573,RB Leipzig,,Péter Gulácsi,0,0,124,67.76,0,6.53,6.53
574,NK Maribor,,Aleks Pihler,0,0,125,87.41,4,6.53,6.53
575,Liverpool,,Ragnar Klavan,0,0,196,91.16,0,6.53,6.53
576,Barcelona,,André Gomes,0,0,116,91.34,4,6.53,6.53
577,AS Monaco,,Rachid Ghezzal,0,0,41,73.21,4,6.53,6.53
578,Borussia Dortmund,,Jeremy Toljan,0,0,153,81.82,1,6.53,6.53
579,Roma,,Grégoire Defrel,0,0,33,82.5,1,6.52,6.52
580,RSC Anderlecht,,Dennis Appiah,0,0,199,78.04,7,6.52,6.52
581,APOEL Nicosia,,Praxitelis Vouros,0,0,113,76.87,2,6.52,6.52
582,FC Spartak Moscow,,Aleksandr Samedov,0,0,58,85.29,1,6.50,6.50
583,Beşiktaş,,Caner Erkin,0,1,177,74.68,6,6.50,6.50
584,Manchester City,,Claudio Bravo,0,0,34,87.18,0,6.50,6.50
585,Liverpool,,Marko Grujić,0,0,5,62.5,0,6.50,6.50
586,Tottenham Hotspur,,Kyle Walker-Peters,0,0,15,93.75,0,6.50,6.50
587,Basel,,Cédric Itten,0,0,1,50,0,6.50,6.50
588,Borussia Dortmund,,Andre Schürrle,0,0,1,100,0,6.50,6.50
589,Feyenoord,,Dylan Vente,0,0,3,60,1,6.50,6.50
590,Roma,,Mirko Antonucci,0,0,3,60,0,6.50,6.50
591,Paris Saint-Germain,,Lassana Diarra,0,0,7,87.5,0,6.50,6.50
592,APOEL Nicosia,,Raúl Gudiño,0,0,7,41.18,0,6.50,6.50
593,Feyenoord,,Eric Botteghin,0,0,31,93.94,0,6.50,6.50
594,Tottenham Hotspur,,Anthony Georgiou,0,0,2,100,0,6.50,6.50
595,Borussia Dortmund,,Łukasz Piszczek,0,0,124,82.12,2,6.50,6.50
596,FC Porto,,Gonçalo Paciência,0,0,2,40,0,6.50,6.50
597,Feyenoord,,Michiel Kramer,0,0,17,77.27,2,6.50,6.50
598,RSC Anderlecht,,Hamdi Harbaoui,0,0,5,71.43,0,6.50,6.50
599,Beşiktaş,,Mustafa Pektemek,0,0,34,72.34,2,6.50,6.50
600,CSKA Moscow,,Astemir Gordyushenko,0,0,9,75,0,6.50,6.50
601,Liverpool,,Dominic Solanke,0,0,5,55.56,1,6.50,6.50
602,CSKA Moscow,,Fedor Chalov,0,0,32,76.19,2,6.50,6.50
603,Basel,,Alexander Fransson,0,0,3,75,0,6.50,6.50
604,Benfica,,Luisão,0,0,183,89.27,0,6.50,6.50
605,FC Spartak Moscow,,Aleksandr Selikhov,0,0,62,63.27,0,6.50,6.50
606,Celtic,,Tom Rogić,0,0,90,84.11,2,6.50,6.50
607,Celtic,,Craig Gordon,0,0,134,61.19,0,6.50,6.50
608,Sevilla,,Gabriel Mercado,0,0,278,78.98,2,6.50,6.50
609,NK Maribor,,Mitja Viler,0,0,196,72.32,8,6.48,6.48
610,Olympiacos FC,,Mehdi Carcela-González,0,0,70,85.37,0,6.48,6.48
611,Shakhtar Donetsk,,Dentinho,0,0,15,78.95,0,6.48,6.48
612,Benfica,,Douglas,0,0,128,87.07,7,6.47,6.47
613,Benfica,,Eliseu,0,0,104,81.25,0,6.47,6.47
614,Qarabağ,,Qara Qarayev,0,0,296,87.32,2,6.47,6.47
615,Celtic,,Odsonne Édouard,0,0,4,50,0,6.45,6.45
616,Olympiacos FC,,Emmanuel Emenike,0,0,14,63.64,1,6.45,6.45
617,Feyenoord,,Bilal Başaçıkoğlu,0,0,9,75,0,6.45,6.45
618,Chelsea,,Álvaro Morata,0,0,62,75.61,3,6.44,6.44
619,Napoli,,Allan,0,0,126,84,3,6.43,6.43
620,Qarabağ,,Pedro Henrique,0,0,48,70.59,0,6.43,6.43
621,RB Leipzig,,Konrad Laimer,0,0,4,80,0,6.40,6.40
622,FC Bayern München,,Juan Bernat,0,0,22,81.48,0,6.40,6.40
623,Sporting,,Tobias Figueiredo,0,0,11,100,0,6.40,6.40
624,FC Porto,,Bruno Costa,0,0,31,79.49,2,6.40,6.40
625,Celtic,,Kouassi Eboue,0,0,11,84.62,0,6.40,6.40
626,AS Monaco,,Kévin N'Doram,0,0,34,75.56,0,6.40,6.40
627,Atlético Madrid,,Augusto Fernández,0,0,33,86.84,0,6.40,6.40
628,Real Madrid,,Achraf Hakimi,0,0,99,89.19,5,6.40,6.40
629,FC Porto,,Hernâni,0,0,3,100,0,6.40,6.40
630,Sevilla,,Johannes Geis,0,0,60,84.51,0,6.40,6.40
631,Feyenoord,,Jan-Arie van der Heijden,0,0,42,91.3,0,6.40,6.40
632,Olympiacos FC,,Marko Marin,0,0,62,81.58,3,6.40,6.40
633,APOEL Nicosia,,Boy Waterman,0,0,42,54.55,0,6.40,6.40
634,RSC Anderlecht,,Josué Sá,0,0,70,95.89,0,6.40,6.40
635,Napoli,,Marko Rog,0,0,23,82.14,0,6.40,6.40
636,Celtic,,Jozo Šimunović,0,0,206,94.06,0,6.40,6.40
637,NK Maribor,,Gregor Bajde,0,0,51,75,3,6.40,6.40
638,APOEL Nicosia,,Roland Sallai,0,0,54,80.6,1,6.40,6.40
639,RSC Anderlecht,,Leander Dendoncker,0,0,258,89.58,3,6.38,6.38
640,Olympiacos FC,,Uroš Đurđević,0,0,20,83.33,0,6.38,6.38
641,APOEL Nicosia,,Roberto Lago,0,0,118,75.64,5,6.38,6.38
642,Celtic,,Patrick Roberts,0,0,39,72.22,0,6.37,6.37
643,Basel,,Albian Ajeti,0,0,9,90,0,6.37,6.37
644,CSKA Moscow,,Kirill Nababkin,0,0,43,78.18,1,6.35,6.35
645,AS Monaco,,Jemerson,0,0,240,85.41,2,6.35,6.35
646,APOEL Nicosia,,Vinicius,0,0,180,79.65,3,6.35,6.35
647,Celtic,,Scott Sinclair,0,0,61,84.72,5,6.34,6.34
648,NK Maribor,,Martin Kramarič,0,1,21,75,1,6.33,6.33
649,AS Monaco,,Diego Benaglio,0,0,37,63.79,0,6.33,6.33
650,Borussia Dortmund,,Alexander Isak,0,0,0,0,0,6.30,6.30
651,Chelsea,,Olivier Giroud,0,0,14,70,0,6.30,6.30
652,Manchester City,,Oleksandr Zinchenko,0,0,115,85.82,1,6.30,6.30
653,Real Madrid,,Jesús Vallejo,0,0,39,97.5,0,6.30,6.30
654,Sporting,,Alan Ruiz,0,0,11,73.33,0,6.30,6.30
655,CSKA Moscow,,Aaron Olanare,0,0,5,100,0,6.30,6.30
656,Qarabağ,,Agabala Ramazanov,0,0,1,100,0,6.30,6.30
657,Sporting,,João Palhinha,0,0,6,75,0,6.30,6.30
658,FC Porto,,Otávio,0,0,33,71.74,0,6.30,6.30
659,AS Monaco,,Andrea Raggi,0,0,35,55.56,0,6.30,6.30
660,AS Monaco,,Jorge,0,0,95,70.37,0,6.30,6.30
661,RSC Anderlecht,,Olivier Deschacht,0,0,104,81.25,1,6.30,6.30
662,NK Maribor,,Aleksander Rajčević,0,0,88,88,0,6.30,6.30
663,APOEL Nicosia,,Lorenzo Ebecilio,0,0,60,75.95,2,6.28,6.28
664,Qarabağ,,Coşqun Diniyev,0,0,67,90.54,0,6.25,6.25
665,RB Leipzig,,Bernardo,0,0,43,67.19,1,6.25,6.25
666,Feyenoord,,Brad Jones,0,0,89,50.86,0,6.24,6.24
667,AS Monaco,,Danijel Subašić,0,0,45,57.69,0,6.23,6.23
668,Paris Saint-Germain,,Thomas Meunier,0,0,7,87.5,0,6.20,6.20
669,Benfica,,Júlio César,0,0,15,57.69,0,6.20,6.20
670,Shakhtar Donetsk,,Márcio Azevedo,0,0,6,100,0,6.20,6.20
671,RB Leipzig,,Marvin Compper,0,0,7,100,0,6.20,6.20
672,Qarabağ,,Dani Quintana,0,0,9,60,0,6.20,6.20
673,FC Porto,,José Sá,0,0,94,67.14,0,6.20,6.20
674,Qarabağ,,Rəşhad Sadiqov,0,0,168,89.84,1,6.18,6.18
675,NK Maribor,,Dino Hotić,0,0,40,81.63,2,6.08,6.08
676,Celtic,,Anthony Ralston,0,0,26,81.25,0,6.00,6.00
677,Olympiacos FC,,Athanasios Androutsos,0,0,21,87.5,0,6.00,6.00
678,RSC Anderlecht,,Sven Kums,0,0,274,92.26,1,5.96,5.96
679,Olympiacos FC,,Stefanos Kapino,0,0,19,76,0,5.90,5.90
680,Feyenoord,,Miquel Nelom,0,0,16,72.73,0,5.90,5.90
681,Beşiktaş,,Domagoj Vida,0,0,2,50,0,3.40,3.40
682,Benfica,,Rafa Silva,0,0,1,50,0,0,
683,Tottenham Hotspur,,Lucas Moura,0,0,4,80,0,0,
684,Tottenham Hotspur,,Victor Wanyama,0,0,0,0,0,0,
685,Shakhtar Donetsk,,Oleksandr Zubkov,0,0,0,0,0,0,
686,FC Spartak Moscow,,Pedro Rocha,0,0,0,0,0,0,
687,Sporting,,Mattheus,0,0,1,33.33,0,0,
688,Sporting,,Radosav Petrović,0,0,0,0,0,0,
689,Borussia Dortmund,,Roman Weidenfeller,0,0,2,66.67,0,0,
690,Juventus,,Fabrizio Caligara,0,0,0,0,0,0,
691,Shakhtar Donetsk,,Ivan Petriak,0,0,1,100,0,0,
692,Tottenham Hotspur,,Kazaiah Sterling,0,0,0,0,0,0,
693,CSKA Moscow,,Khetag Khosonov,0,0,1,100,0,0,
