#,Time,Time,Nome,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Notas Sofascore,Nota Sofascore
42,Club Brugge KV,,Casper Nielsen,3,1,119,72.12,3,6.76,6.76
43,Paris Saint-Germain,,Kylian Mbappé,2,3,206,80.47,8,7.53,7.53
44,FC Bayern München,,Leroy Sané,2,1,213,85.54,18,7.45,7.45
45,Manchester City,,Erling Haaland,2,1,91,74.59,7,7.41,7.41
46,Napoli,,Giacomo Raspadori,2,3,80,80.81,6,7.40,7.40
47,Borussia Dortmund,,Thomas Meunier,2,1,169,80.48,6,7.38,7.38
48,Napoli,,Victor Osimhen,2,0,33,68.75,3,7.35,7.35
49,Barcelona,,Jordi Alba,2,1,146,91.25,6,7.25,7.25
50,Barcelona,,Raphinha,2,2,119,80.95,11,7.18,7.18
51,Chelsea,,Reece James,2,1,377,86.87,9,7.18,7.18
52,FC Bayern München,,Sadio Mané,2,1,157,80.1,8,7.17,7.17
53,Napoli,,Frank Anguissa,2,3,343,85.75,10,7.15,7.15
54,Olympique de Marseille,,Alexis Sánchez,2,0,107,83.59,6,7.14,7.14
55,Manchester City,,Phil Foden,2,1,179,85.65,10,7.14,7.14
56,Benfica,,Nicolás Otamendi,2,1,480,89.55,5,7.13,7.13
57,RB Leipzig,,Mohamed Simakan,2,3,216,75.26,7,7.13,7.13
58,Tottenham Hotspur,,Heung-min Son,2,0,127,78.4,11,7.13,7.13
59,Inter,,Hakan Çalhanoğlu,2,2,359,89.97,17,7.10,7.10
60,Manchester City,,İlkay Gündoğan,2,2,669,89.92,14,7.08,7.08
61,Liverpool,,Jordan Henderson,2,1,184,88.46,6,7.08,7.08
62,Manchester City,,Julián Álvarez,2,2,94,83.93,9,7.07,7.07
63,Borussia Dortmund,,Julian Brandt,2,1,191,85.27,8,7.07,7.07
64,Inter,,Edin Džeko,2,1,148,65.2,9,7.05,7.05
65,Juventus,,Juan Cuadrado,2,1,203,89.43,10,7.05,7.05
66,Paris Saint-Germain,,Marco Verratti,2,1,636,92.98,4,7.04,7.04
67,Borussia Dortmund,,Marco Reus,2,1,79,83.16,4,7.03,7.03
68,Sporting,,Marcus Edwards,2,2,83,77.57,6,7.02,7.02
69,Maccabi Haifa,,Tjaronn Chery,2,1,200,84.03,10,7.02,7.02
70,Inter,,Lautaro Martínez,2,3,160,71.11,18,7.00,7.00
71,Liverpool,,Roberto Firmino,2,1,162,81,10,7.00,7.00
72,Milan,,Olivier Giroud,2,2,141,64.98,9,6.99,6.99
73,Club Brugge KV,,Ferran Jutglà,2,2,94,72.31,4,6.99,6.99
74,Red Bull Salzburg,,Maurits Kjaergaard,2,0,89,68.46,11,6.98,6.98
75,Napoli,,Matteo Politano,2,1,117,75.48,6,6.97,6.97
76,Inter,,Romelu Lukaku,2,1,39,75,6,6.96,6.96
77,Shakhtar Donetsk,,Georgiy Sudakov,2,2,276,88.46,6,6.95,6.95
78,Real Madrid,,Marco Asensio,2,1,171,90.96,9,6.95,6.95
79,Club Brugge KV,,Bjorn Meijer,2,1,177,71.95,6,6.89,6.89
80,Bayer 04 Leverkusen,,Callum Hudson-Odoi,2,0,168,84.85,10,6.88,6.88
81,Inter,,Robin Gosens,2,0,159,82.81,5,6.85,6.85
82,Borussia Dortmund,,Giovanni Reyna,2,2,123,80.92,10,6.83,6.83
83,Tottenham Hotspur,,Pedro Porro,2,1,136,70.1,6,6.82,6.82
84,Bayer 04 Leverkusen,,Jeremie Frimpong,2,2,95,76,5,6.80,6.80
85,RB Leipzig,,Timo Werner,2,1,175,78.48,8,6.79,6.79
86,Borussia Dortmund,,Salih Özcan,2,1,249,85.86,6,6.79,6.79
87,GNK Dinamo Zagreb,,Bruno Petković,2,2,131,66.84,9,6.78,6.78
88,Olympique de Marseille,,Cengiz Ünder,2,0,72,86.75,6,6.78,6.78
89,Shakhtar Donetsk,,Lassina Traoré,2,0,35,72.92,2,6.78,6.78
90,Eintracht Frankfurt,,Jesper Lindstrøm,2,0,84,70,8,6.77,6.77
91,FC Bayern München,,Jamal Musiala,2,2,191,88.43,14,6.77,6.77
92,Inter,,Kristjan Asllani,2,0,57,89.06,2,6.76,6.76
93,FC Porto,,Pepê,2,0,208,77.04,9,6.75,6.75
94,Celtic,,Josip Juranović,2,0,234,85.09,6,6.73,6.73
95,Borussia Dortmund,,Karim Adeyemi,2,0,75,79.79,7,6.70,6.70
96,AFC Ajax,,Brian Brobbey,2,0,18,75,2,6.70,6.70
97,RB Leipzig,,David Raum,2,0,240,88.89,9,6.70,6.70
98,Inter,,Joaquín Correa,2,2,75,81.52,5,6.69,6.69
99,AFC Ajax,,Kenneth Taylor,2,1,201,88.94,3,6.67,6.67
100,Milan,,Brahim Díaz,2,1,150,85.71,5,6.58,6.58
101,FC København,,Mohamed Daramy,2,0,104,80,7,6.57,6.57
102,Viktoria Plzeň,,Pavel Bucha,2,0,112,87.5,7,6.36,6.36
103,Red Bull Salzburg,,Fernando,1,1,9,90,2,7.60,7.60
104,FC Porto,,Diogo Costa,1,1,235,70.36,1,7.53,7.53
105,Liverpool,,Konstantinos Tsimikas,1,2,115,78.23,11,7.45,7.45
106,Manchester City,,Rodri,1,0,910,92.2,5,7.40,7.40
107,Juventus,,Samuel Iling Junior,1,1,2,50,2,7.40,7.40
108,Real Madrid,,Toni Kroos,1,2,820,93.82,17,7.37,7.37
109,Sporting,,Arthur Gomes,1,0,31,81.58,2,7.37,7.37
110,Liverpool,,Thiago Alcântara,1,0,203,89.04,3,7.28,7.28
111,Manchester City,,Nathan Aké,1,0,532,93.66,2,7.27,7.27
112,AFC Ajax,,Steven Berghuis,1,2,192,79.67,6,7.27,7.27
113,GNK Dinamo Zagreb,,Dino Perić,1,0,259,85.48,2,7.25,7.25
114,Atlético Madrid,,Antoine Griezmann,1,1,184,82.88,9,7.23,7.23
115,Manchester City,,Riyad Mahrez,1,2,256,88.89,19,7.20,7.20
116,Barcelona,,Ferran Torres,1,1,65,85.53,3,7.18,7.18
117,Manchester City,,Bernardo Silva,1,1,535,90.07,20,7.17,7.17
118,Borussia Dortmund,,Raphaël Guerreiro,1,1,206,81.42,8,7.17,7.17
119,FC Porto,,Iván Marcano,1,0,160,88.89,2,7.17,7.17
120,Real Madrid,,Karim Benzema,1,1,268,85.62,18,7.16,7.16
121,Barcelona,,Marcos Alonso,1,0,353,91.21,8,7.16,7.16
122,FC Bayern München,,Benjamin Pavard,1,0,491,91.09,2,7.13,7.13
123,Red Bull Salzburg,,Nicolas Seiwald,1,0,185,77.41,6,7.13,7.13
124,Barcelona,,Sergi Roberto,1,2,160,92.49,3,7.13,7.13
125,Manchester City,,Manuel Akanji,1,0,739,92.14,4,7.13,7.13
126,FC Porto,,Stephen Eustaquio,1,0,204,75.56,5,7.10,7.10
127,Chelsea,,Kalidou Koulibaly,1,0,318,88.83,3,7.09,7.09
128,Napoli,,Giovanni Simeone,1,0,47,74.6,4,7.07,7.07
129,FC Bayern München,,Alphonso Davies,1,2,317,89.55,10,7.07,7.07
130,RB Leipzig,,André Silva,1,1,130,79.75,6,7.06,7.06
131,Tottenham Hotspur,,Clément Lenglet,1,0,287,85.42,2,7.06,7.06
132,Maccabi Haifa,,Omer Atzili,1,1,71,71,10,7.05,7.05
133,Manchester City,,John Stones,1,1,368,90.64,6,7.05,7.05
134,Celtic,,Matt O'Riley,1,0,219,83.91,2,7.05,7.05
135,Atlético Madrid,,Axel Witsel,1,1,321,93.59,3,7.03,7.03
136,Eintracht Frankfurt,,Daichi Kamada,1,0,248,82.67,3,7.03,7.03
137,Olympique de Marseille,,Chancel Mbemba,1,1,223,84.47,3,7.02,7.02
138,Benfica,,Gonçalo Ramos,1,1,95,69.34,5,7.01,7.01
139,Benfica,,António Silva,1,0,525,91.94,1,7.01,7.01
140,Tottenham Hotspur,,Richarlison,1,0,77,71.3,8,7.00,7.00
141,Sevilla,,Tanguy Nianzou,1,0,86,90.53,1,7.00,7.00
142,Chelsea,,Trevoh Chalobah,1,0,267,90.51,3,7.00,7.00
143,Inter,,Nicolò Barella,1,0,313,81.94,13,6.98,6.98
144,FC København,,Viktor Claesson,1,1,139,79.89,7,6.98,6.98
145,RB Leipzig,,Joško Gvardiol,1,0,421,89.01,2,6.97,6.97
146,Napoli,,Mário Rui,1,1,213,82.24,6,6.97,6.97
147,Benfica,,Petar Musa,1,0,30,66.67,1,6.96,6.96
148,Sporting,,Paulinho,1,2,61,75.31,2,6.96,6.96
149,Chelsea,,Mateo Kovačić,1,0,434,87.85,8,6.95,6.95
150,Liverpool,,Diogo Jota,1,4,73,79.35,12,6.95,6.95
151,Sevilla,,Kike Salas,1,0,124,81.58,1,6.95,6.95
152,Chelsea,,Mason Mount,1,1,206,84.77,12,6.94,6.94
153,Celtic,,Sead Hakšabanović,1,0,70,79.55,8,6.92,6.92
154,Red Bull Salzburg,,Maximilian Wöber,1,1,17,45.95,3,6.90,6.90
155,Atlético Madrid,,José María Giménez,1,0,252,88.11,1,6.90,6.90
156,RB Leipzig,,Amadou Haidara,1,0,173,91.05,2,6.90,6.90
157,Barcelona,,Gavi,1,0,139,86.34,6,6.90,6.90
158,Real Madrid,,Antonio Rüdiger,1,0,367,91.52,2,6.89,6.89
159,Manchester City,,Sergio Gómez,1,0,233,91.73,3,6.88,6.88
160,Eintracht Frankfurt,,Djibril Sow,1,0,371,84.51,9,6.88,6.88
161,Milan,,Ismaël Bennacer,1,0,287,85.67,4,6.87,6.87
162,Inter,,Marcelo Brozović,1,0,367,90.84,4,6.87,6.87
163,Sporting,,Francisco Trincão,1,0,91,79.82,2,6.85,6.85
164,Inter,,Denzel Dumfries,1,0,189,72.14,3,6.85,6.85
165,Juventus,,Arkadiusz Milik,1,0,64,77.11,6,6.84,6.84
166,AFC Ajax,,Steven Bergwijn,1,0,180,90.45,10,6.83,6.83
167,AFC Ajax,,Calvin Bassey,1,2,380,88.99,2,6.83,6.83
168,FC København,,Victor Kristiansen,1,0,161,78.54,7,6.83,6.83
169,AFC Ajax,,Dušan Tadić,1,1,153,79.27,10,6.82,6.82
170,Bayer 04 Leverkusen,,Kerem Demirbay,1,0,163,83.16,4,6.82,6.82
171,Olympique de Marseille,,Jonathan Clauss,1,1,123,75,4,6.82,6.82
172,Atlético Madrid,,Nahuel Molina,1,0,226,81,7,6.82,6.82
173,Chelsea,,Ruben Loftus-Cheek,1,1,166,89.25,1,6.81,6.81
174,FC Porto,,Evanilson,1,1,108,81.82,6,6.81,6.81
175,Real Madrid,,Eden Hazard,1,0,56,87.5,5,6.80,6.80
176,Barcelona,,Jules Koundé,1,1,188,90.82,1,6.80,6.80
177,Real Madrid,,David Alaba,1,0,390,88.84,8,6.80,6.80
178,Red Bull Salzburg,,Amar Dedić,1,0,126,64.62,7,6.80,6.80
179,Atlético Madrid,,Koke,1,0,228,89.76,3,6.80,6.80
180,Real Madrid,,Ferland Mendy,1,0,270,95.41,3,6.80,6.80
181,Napoli,,Mathías Olivera,1,2,276,83.13,11,6.79,6.79
182,Real Madrid,,Dani Ceballos,1,0,79,91.86,1,6.79,6.79
183,Viktoria Plzeň,,Lukáš Kalvach,1,0,162,75.35,8,6.78,6.78
184,Sevilla,,Papu Gómez,1,1,98,85.22,5,6.78,6.78
185,Shakhtar Donetsk,,Bogdan Mykhaylichenko,1,2,149,82.32,2,6.78,6.78
186,Club Brugge KV,,Hans Vanaken,1,0,375,83.89,5,6.78,6.78
187,FC Bayern München,,Ryan Gravenberch,1,0,116,84.06,5,6.77,6.77
188,Bayer 04 Leverkusen,,Adam Hložek,1,1,64,74.42,6,6.76,6.76
189,RB Leipzig,,Marcel Halstenberg,1,1,79,86.81,3,6.75,6.75
190,Maccabi Haifa,,Mohammad Abu Fani,1,0,196,87.5,9,6.75,6.75
191,FC København,,Andreas Cornelius,1,0,18,60,1,6.75,6.75
192,Red Bull Salzburg,,Luka Sučić,1,0,150,77.32,7,6.74,6.74
193,Atlético Madrid,,Matheus Cunha,1,0,24,82.76,4,6.74,6.74
194,Maccabi Haifa,,Pierre Cornud,1,1,136,85,8,6.72,6.72
195,Sevilla,,Joan Jordán,1,0,157,92.35,1,6.72,6.72
196,FC Porto,,Wendell,1,0,76,87.36,4,6.72,6.72
197,Chelsea,,Conor Gallagher,1,0,136,88.31,6,6.71,6.71
198,Chelsea,,Raheem Sterling,1,1,203,82.19,7,6.71,6.71
199,Bayer 04 Leverkusen,,Nadiem Amiri,1,1,51,83.61,3,6.70,6.70
200,GNK Dinamo Zagreb,,Dario Špikić,1,0,40,81.63,1,6.70,6.70
201,Real Madrid,,Eduardo Camavinga,1,1,386,87.73,6,6.69,6.69
202,Paris Saint-Germain,,Fabián Ruiz,1,0,178,89.45,2,6.69,6.69
203,Maccabi Haifa,,Frantzdy Pierrot,1,2,55,73.33,8,6.68,6.68
204,Eintracht Frankfurt,,Sebastian Rode,1,1,157,80.93,4,6.68,6.68
205,Real Madrid,,Lucas Vázquez,1,1,125,93.98,4,6.68,6.68
206,Juventus,,Danilo,1,0,215,87.04,3,6.68,6.68
207,Chelsea,,Mykhaylo Mudryk,1,2,121,79.08,7,6.68,6.68
208,Rangers,,Fashion Sakala,1,0,32,76.19,3,6.68,6.68
209,Eintracht Frankfurt,,Mario Götze,1,2,184,78.3,6,6.67,6.67
210,Celtic,,Giorgos Giakoumakis,1,0,21,61.76,4,6.67,6.67
211,Juventus,,Dušan Vlahović,1,1,64,73.56,1,6.66,6.66
212,Inter,,Roberto Gagliardini,1,0,42,85.71,1,6.65,6.65
213,Borussia Dortmund,,Youssoufa Moukoko,1,1,34,82.93,4,6.64,6.64
214,Maccabi Haifa,,Dolev Haziza,1,1,80,76.92,3,6.63,6.63
215,Milan,,Divock Origi,1,0,33,73.33,1,6.63,6.63
216,Viktoria Plzeň,,Adam Vlkanova,1,1,93,78.15,7,6.62,6.62
217,Viktoria Plzeň,,Jhon Mosquera,1,1,67,62.62,3,6.58,6.58
218,Liverpool,,Joe Gomez,1,1,166,81.37,2,6.58,6.58
219,Sevilla,,Erik Lamela,1,0,96,82.76,5,6.56,6.56
220,Paris Saint-Germain,,Achraf Hakimi,1,2,315,90,3,6.55,6.55
221,Chelsea,,Christian Pulišić,1,1,47,83.93,5,6.54,6.54
222,Celtic,,Kyogo Furuhashi,1,1,37,72.55,2,6.53,6.53
223,Viktoria Plzeň,,Václav Jemelka,1,1,77,78.57,3,6.53,6.53
224,Celtic,,James Forrest,1,0,37,82.22,2,6.53,6.53
225,Eintracht Frankfurt,,Rafael Borré,1,0,53,80.3,3,6.53,6.53
226,Celtic,,Daizen Maeda,1,0,50,76.92,4,6.52,6.52
227,Rangers,,James Tavernier,1,0,139,67.8,6,6.48,6.48
228,Celtic,,Liel Abada,1,0,37,77.08,4,6.48,6.48
229,Milan,,Ante Rebić,1,0,55,63.95,4,6.44,6.44
230,Viktoria Plzeň,,Milan Havel,1,0,69,74.19,3,6.42,6.42
231,Chelsea,,Armando Broja,1,0,24,77.42,1,6.40,6.40
232,Rangers,,Rıdvan Yılmaz,1,0,27,75,2,6.40,6.40
233,Club Brugge KV,,Tajon Buchanan,1,1,94,81.74,2,6.23,6.23
234,Rangers,,Glen Kamara,1,0,39,97.5,2,5.90,5.90
235,Borussia Dortmund,,Gregor Kobel,0,0,96,74.42,0,7.83,7.83
236,Benfica,,Henrique Araújo,0,0,5,83.33,2,7.80,7.80
237,FC Bayern München,,Lucas Hernández,0,0,118,88.06,0,7.75,7.75
238,Atlético Madrid,,Felipe,0,0,46,85.19,2,7.70,7.70
239,FC Bayern München,,Manuel Neuer,0,0,85,80.19,0,7.57,7.57
240,Milan,,Ciprian Tătărușanu,0,0,121,76.58,0,7.48,7.48
241,Chelsea,,Jorginho,0,0,334,93.3,7,7.47,7.47
242,FC København,,Kamil Grabara,0,0,62,57.94,0,7.43,7.43
243,Club Brugge KV,,Simon Mignolet,0,0,209,71.33,0,7.41,7.41
244,Manchester City,,Rúben Dias,0,0,907,95.07,2,7.41,7.41
245,Inter,,André Onana,0,0,346,74.89,0,7.41,7.41
246,Celtic,,Jota,0,0,70,78.65,9,7.40,7.40
247,Tottenham Hotspur,,Pape Matar Sarr,0,0,49,83.05,1,7.40,7.40
248,Barcelona,,Iñaki Peña,0,0,32,94.12,0,7.40,7.40
249,Sevilla,,Marko Dmitrović,0,0,43,64.18,0,7.40,7.40
250,Real Madrid,,Thibaut Courtois,0,0,224,74.92,0,7.34,7.34
251,Napoli,,Leo Østigård,0,0,174,88.78,1,7.33,7.33
252,FC Bayern München,,Sven Ulreich,0,0,88,86.27,0,7.33,7.33
253,Milan,,Malick Thiaw,0,0,145,85.29,1,7.33,7.33
254,Atlético Madrid,,Geoffrey Kondogbia,0,0,181,88.29,1,7.30,7.30
255,Manchester City,,Ederson,0,0,249,82.72,0,7.29,7.29
256,Juventus,,Adrien Rabiot,0,0,199,86.9,4,7.28,7.28
257,FC Bayern München,,Yann Sommer,0,0,113,83.7,0,7.28,7.28
258,Shakhtar Donetsk,,Anatoliy Trubin,0,0,175,74.79,0,7.27,7.27
259,Borussia Dortmund,,Mats Hummels,0,0,190,85.2,0,7.25,7.25
260,Borussia Dortmund,,Jude Bellingham,0,1,273,83.23,7,7.23,7.23
261,FC Bayern München,,Eric Maxim Choupo-Moting,0,0,75,77.32,5,7.23,7.23
262,AFC Ajax,,Mohammed Kudus,0,2,102,85.71,5,7.22,7.22
263,Liverpool,,Trent Alexander-Arnold,0,0,329,80.64,14,7.21,7.21
264,Milan,,Mike Maignan,0,0,184,81.06,0,7.21,7.21
265,Napoli,,Min-jae Kim,0,0,537,87.89,1,7.21,7.21
266,Shakhtar Donetsk,,Marian Shved,0,0,34,72.34,0,7.20,7.20
267,Sevilla,,Fernando,0,0,69,95.83,1,7.20,7.20
268,Borussia Dortmund,,Felix Passlack,0,0,48,82.76,0,7.20,7.20
269,Chelsea,,Enzo Fernández,0,1,521,88.61,6,7.19,7.19
270,FC Bayern München,,Matthijs de Ligt,0,0,439,93.01,0,7.17,7.17
271,Liverpool,,Luis Díaz,0,0,77,81.05,3,7.17,7.17
272,Chelsea,,Thiago Silva,0,0,387,89.58,0,7.16,7.16
273,Bayer 04 Leverkusen,,Robert Andrich,0,0,175,85.37,2,7.14,7.14
274,Tottenham Hotspur,,Pierre-Emile Højbjerg,0,2,390,89.45,5,7.13,7.13
275,Eintracht Frankfurt,,Kevin Trapp,0,0,113,58.55,0,7.13,7.13
276,Napoli,,Alex Meret,0,0,231,86.52,0,7.12,7.12
277,Liverpool,,Joël Matip,0,0,155,88.57,1,7.10,7.10
278,Viktoria Plzeň,,Jan Kliment,0,0,7,87.5,0,7.10,7.10
279,Olympique de Marseille,,Jordan Veretout,0,1,355,90.79,8,7.10,7.10
280,FC Porto,,Fábio Cardoso,0,0,188,88.68,1,7.10,7.10
281,Juventus,,Daniele Rugani,0,0,48,88.89,0,7.10,7.10
282,Liverpool,,Cody Gakpo,0,0,34,85,2,7.10,7.10
283,Tottenham Hotspur,,Fraser Forster,0,0,31,79.49,0,7.10,7.10
284,Sevilla,,Marcão,0,0,141,85.98,0,7.10,7.10
285,Tottenham Hotspur,,Hugo Lloris,0,0,122,83.56,0,7.10,7.10
286,Chelsea,,Kepa Arrizabalaga,0,0,150,67.57,0,7.10,7.10
287,FC Porto,,Wenderson Galeno,0,1,111,72.08,10,7.09,7.09
288,Napoli,,Amir Rrahmani,0,0,437,89.37,1,7.07,7.07
289,Tottenham Hotspur,,Rodrigo Bentancur,0,0,316,87.29,3,7.07,7.07
290,Olympique de Marseille,,Valentin Rongier,0,0,369,90.22,3,7.07,7.07
291,Benfica,,Chiquinho,0,1,249,90.88,5,7.06,7.06
292,Manchester City,,Rico Lewis,0,0,84,91.3,1,7.05,7.05
293,Milan,,Simon Kjær,0,0,237,86.18,3,7.05,7.05
294,Juventus,,Mattia Perin,0,0,35,79.55,0,7.05,7.05
295,Club Brugge KV,,Andreas Skov Olsen,0,1,58,75.32,8,7.04,7.04
296,Atlético Madrid,,Rodrigo de Paul,0,0,179,84.04,5,7.04,7.04
297,Bayer 04 Leverkusen,,Moussa Diaby,0,0,147,79.89,6,7.03,7.03
298,Milan,,Matteo Gabbia,0,0,94,89.52,0,7.03,7.03
299,Barcelona,,Andreas Christensen,0,0,216,94.74,1,7.03,7.03
300,Juventus,,Leandro Paredes,0,1,209,92.07,6,7.03,7.03
301,FC Porto,,Marko Grujić,0,0,124,87.32,4,7.03,7.03
302,Maccabi Haifa,,Daniel Sundgren,0,0,153,84.07,1,7.03,7.03
303,Bayer 04 Leverkusen,,Edmond Tapsoba,0,0,253,91.34,2,7.02,7.02
304,Olympique de Marseille,,Mattéo Guendouzi,0,0,217,88.57,5,7.02,7.02
305,Borussia Dortmund,,Niklas Süle,0,0,458,89.98,1,7.01,7.01
306,Benfica,,Rafa Silva,0,1,256,83.93,14,7.01,7.01
307,Paris Saint-Germain,,Sergio Ramos,0,0,503,93.67,0,7.00,7.00
308,FC København,,William Clem,0,0,66,89.19,0,7.00,7.00
309,GNK Dinamo Zagreb,,Josip Mišić,0,0,254,90.71,1,7.00,7.00
310,Sporting,,Luís Neto,0,0,34,94.44,0,7.00,7.00
311,FC København,,Zeca,0,0,65,92.86,0,7.00,7.00
312,Manchester City,,Stefan Ortega,0,0,44,95.65,0,7.00,7.00
313,Atlético Madrid,,Jan Oblak,0,0,57,63.33,0,7.00,7.00
314,RB Leipzig,,Janis Blaswich,0,0,195,82.28,0,7.00,7.00
315,Olympique de Marseille,,Leonardo Balerdi,0,0,322,88.22,0,6.98,6.98
316,GNK Dinamo Zagreb,,Dominik Livaković,0,0,146,64.6,0,6.98,6.98
317,Club Brugge KV,,Noa Lang,0,0,93,77.5,3,6.98,6.98
318,Red Bull Salzburg,,Oumar Solet,0,0,114,86.36,1,6.98,6.98
319,Real Madrid,,Nacho Fernández,0,0,255,90.43,5,6.97,6.97
320,FC Bayern München,,Dayot Upamecano,0,0,547,91.01,2,6.97,6.97
321,Sporting,,Nuno Santos,0,0,98,85.96,5,6.97,6.97
322,FC Bayern München,,Marcel Sabitzer,0,0,128,86.49,3,6.97,6.97
323,Milan,,Davide Calabria,0,0,213,81.92,2,6.97,6.97
324,RB Leipzig,,Dani Olmo,0,0,16,55.17,2,6.97,6.97
325,Bayer 04 Leverkusen,,Charles Aránguiz,0,0,144,94.74,3,6.97,6.97
326,Liverpool,,Ibrahima Konaté,0,0,105,76.64,1,6.97,6.97
327,Manchester City,,Kyle Walker,0,0,135,83.33,1,6.96,6.96
328,Inter,,Francesco Acerbi,0,0,489,87.79,1,6.96,6.96
329,Real Madrid,,Éder Militão,0,0,420,86.96,0,6.96,6.96
330,Chelsea,,Pierre-Emerick Aubameyang,0,2,78,80.41,6,6.95,6.95
331,Sevilla,,Isco,0,1,167,86.53,5,6.95,6.95
332,Eintracht Frankfurt,,Faride Alidou,0,0,27,87.1,3,6.95,6.95
333,Chelsea,,Denis Zakaria,0,0,42,95.45,1,6.95,6.95
334,Sevilla,,Ivan Rakitić,0,1,205,85.77,3,6.95,6.95
335,Bayer 04 Leverkusen,,Mitchel Bakker,0,0,155,82.01,4,6.95,6.95
336,Inter,,Milan Škriniar,0,0,304,92.12,4,6.95,6.95
337,Red Bull Salzburg,,Philipp Köhn,0,0,84,63.64,0,6.95,6.95
338,Club Brugge KV,,Brandon Mechele,0,0,402,87.01,0,6.95,6.95
339,Inter,,Henrikh Mkhitaryan,0,0,304,81.72,6,6.94,6.94
340,Liverpool,,Harvey Elliott,0,0,187,80.95,5,6.94,6.94
341,Tottenham Hotspur,,Emerson Royal,0,0,203,78.08,4,6.94,6.94
342,GNK Dinamo Zagreb,,Mislav Oršić,0,0,116,75.82,4,6.93,6.93
343,Shakhtar Donetsk,,Valeriy Bondar,0,0,317,92.15,0,6.93,6.93
344,Liverpool,,Darwin Núñez,0,0,60,69.77,1,6.93,6.93
345,Paris Saint-Germain,,Carlos Soler,0,0,61,89.71,3,6.93,6.93
346,Borussia Dortmund,,Nico Schlotterbeck,0,0,338,86.89,3,6.93,6.93
347,Barcelona,,Pedri,0,0,251,89.01,8,6.92,6.92
348,FC Bayern München,,Noussair Mazraoui,0,0,225,84.27,1,6.92,6.92
349,Napoli,,Stanislav Lobotka,0,0,580,92.21,6,6.92,6.92
350,Olympique de Marseille,,Eric Bailly,0,0,173,86.93,0,6.92,6.92
351,Borussia Dortmund,,Alexander Meyer,0,0,148,82.22,0,6.92,6.92
