#,Time,Time,Nome,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Notas Sofascore,Nota Sofascore
352,Red Bull Salzburg,,Strahinja Pavlović,0,0,153,70.18,2,6.92,6.92
353,Paris Saint-Germain,,Danilo Pereira,0,0,305,94.14,0,6.92,6.92
354,Club Brugge KV,,Kamal Sowah,0,0,166,78.3,6,6.91,6.91
355,Benfica,,Florentino Luís,0,0,490,88.93,1,6.91,6.91
356,Milan,,Pierre Kalulu,0,0,402,88.16,3,6.91,6.91
357,AFC Ajax,,Owen Wijndal,0,1,40,88.89,2,6.90,6.90
358,Chelsea,,Marc Cucurella,0,0,266,86.64,4,6.90,6.90
359,FC København,,Denis Vavro,0,0,132,84.08,0,6.90,6.90
360,Borussia Dortmund,,Emre Can,0,0,250,85.03,0,6.90,6.90
361,Bayer 04 Leverkusen,,Jonathan Tah,0,0,317,91.09,3,6.90,6.90
362,GNK Dinamo Zagreb,,Kévin Théophile-Catherine,0,0,31,77.5,0,6.90,6.90
363,Real Madrid,,Jesús Vallejo,0,0,16,94.12,0,6.90,6.90
364,Shakhtar Donetsk,,Mykola Matviyenko,0,0,393,88.71,0,6.90,6.90
365,FC Porto,,Mateus Uribe,0,0,260,82.8,8,6.89,6.89
366,AFC Ajax,,Edson Álvarez,0,0,312,85.71,2,6.88,6.88
367,GNK Dinamo Zagreb,,Josip Šutalo,0,0,256,86.78,0,6.88,6.88
368,Juventus,,Manuel Locatelli,0,0,169,89.89,1,6.88,6.88
369,Bayer 04 Leverkusen,,Odilon Kossounou,0,0,243,82.65,2,6.88,6.88
370,FC Bayern München,,Thomas Müller,0,0,130,81.25,6,6.88,6.88
371,Barcelona,,Frenkie de Jong,0,0,150,88.76,2,6.88,6.88
372,Paris Saint-Germain,,Gianluigi Donnarumma,0,0,157,79.7,0,6.88,6.88
373,Real Madrid,,Aurélien Tchouaméni,0,0,349,93.07,0,6.87,6.87
374,Barcelona,,Franck Kessié,0,0,158,88.76,2,6.87,6.87
375,Sevilla,,Gonzalo Montiel,0,0,101,82.79,4,6.87,6.87
376,FC Porto,,Zaidu Sanusi,0,0,180,76.6,2,6.86,6.86
377,FC København,,Hakon Arnar Haraldsson,0,0,79,82.29,1,6.85,6.85
378,Benfica,,Fredrik Aursnes,0,0,289,82.34,11,6.85,6.85
379,Liverpool,,Virgil van Dijk,0,0,438,86.9,2,6.85,6.85
380,Tottenham Hotspur,,Matt Doherty,0,0,28,84.85,0,6.85,6.85
381,Atlético Madrid,,Thomas Lemar,0,0,49,85.96,3,6.85,6.85
382,FC Porto,,Pepe,0,0,165,82.09,0,6.85,6.85
383,Juventus,,Nicolò Fagioli,0,0,66,95.65,3,6.85,6.85
384,Napoli,,Alessandro Zanoli,0,0,5,100,1,6.85,6.85
385,Eintracht Frankfurt,,Makoto Hasebe,0,0,125,81.7,0,6.85,6.85
386,RB Leipzig,,Xaver Schlager,0,0,316,88.76,2,6.84,6.84
387,Chelsea,,Wesley Fofana,0,0,187,89.47,2,6.84,6.84
388,AFC Ajax,,Francisco Conceição,0,0,11,91.67,0,6.83,6.83
389,Atlético Madrid,,Reinildo Mandava,0,0,314,89.71,2,6.83,6.83
390,Tottenham Hotspur,,Bryan Gil,0,0,13,76.47,2,6.83,6.83
391,Club Brugge KV,,Dedryck Boyata,0,0,66,83.54,0,6.83,6.83
392,Sporting,,Manuel Ugarte,0,0,199,85.04,1,6.83,6.83
393,Bayer 04 Leverkusen,,Lukáš Hrádecký,0,0,134,77.01,0,6.83,6.83
394,Tottenham Hotspur,,Eric Dier,0,0,416,90.43,1,6.83,6.83
395,Tottenham Hotspur,,Cristian Romero,0,0,382,89.67,1,6.83,6.83
396,Club Brugge KV,,Antonio Nusa,0,0,15,83.33,1,6.83,6.83
397,Juventus,,Alex Sandro,0,0,162,91.01,0,6.83,6.83
398,Atlético Madrid,,Saúl Ñíguez,0,0,98,81.67,2,6.82,6.82
399,Chelsea,,César Azpilicueta,0,0,237,89.1,4,6.82,6.82
400,Paris Saint-Germain,,Nuno Mendes,0,0,133,76.44,5,6.82,6.82
401,Maccabi Haifa,,Neta Lavi,0,0,229,84.5,7,6.82,6.82
402,RB Leipzig,,Willi Orbán,0,0,466,89.62,2,6.81,6.81
403,Sevilla,,Youssef En-Nesyri,0,0,19,73.08,1,6.80,6.80
404,Red Bull Salzburg,,Junior Adamu,0,1,22,51.16,2,6.80,6.80
405,Borussia Dortmund,,Thorgan Hazard,0,0,64,78.05,5,6.80,6.80
406,FC København,,Valdemar Lund,0,0,144,87.27,0,6.80,6.80
407,FC København,,Paul Mukairu,0,0,4,66.67,0,6.80,6.80
408,Manchester City,,Cole Palmer,0,0,53,89.83,0,6.80,6.80
409,Barcelona,,Sergio Busquets,0,0,138,83.13,0,6.80,6.80
410,Tottenham Hotspur,,Ryan Sessegnon,0,0,27,77.14,3,6.80,6.80
411,Sporting,,Sebastián Coates,0,0,178,88.12,0,6.80,6.80
412,Juventus,,Federico Chiesa,0,0,8,88.89,1,6.80,6.80
413,Tottenham Hotspur,,Japhet Tanganga,0,0,15,88.24,0,6.80,6.80
414,Bayer 04 Leverkusen,,Piero Hincapié,0,0,240,83.04,3,6.80,6.80
415,Liverpool,,Alex Oxlade-Chamberlain,0,0,8,80,0,6.80,6.80
416,Sporting,,Dário Essugo,0,0,7,77.78,0,6.80,6.80
417,Celtic,,Carl Starfelt,0,0,52,96.3,0,6.80,6.80
418,FC Porto,,André Franco,0,0,12,92.31,1,6.80,6.80
419,Viktoria Plzeň,,Marián Tvrdoň,0,0,24,55.81,0,6.80,6.80
420,Sevilla,,Adnan Januzaj,0,0,15,83.33,1,6.80,6.80
421,Tottenham Hotspur,,Oliver Skipp,0,0,106,88.33,2,6.80,6.80
422,Chelsea,,João Félix,0,0,141,81.98,6,6.79,6.79
423,Milan,,Alexis Saelemaekers,0,0,88,75.21,7,6.79,6.79
424,FC Bayern München,,Josip Stanišić,0,0,253,91.01,5,6.79,6.79
425,Red Bull Salzburg,,Noah Okafor,0,0,49,72.06,6,6.78,6.78
426,Inter,,Matteo Darmian,0,0,269,82.26,2,6.78,6.78
427,FC København,,Ísak Bergmann Jóhannesson,0,0,52,75.36,4,6.78,6.78
428,Paris Saint-Germain,,Vitinha,0,0,397,91.69,3,6.78,6.78
429,Paris Saint-Germain,,Marquinhos,0,0,377,92.63,2,6.78,6.78
430,Manchester City,,Aymeric Laporte,0,0,249,93.26,1,6.78,6.78
431,Viktoria Plzeň,,Tomáš Chorý,0,0,35,58.33,2,6.77,6.77
432,Sevilla,,Rafa Mir,0,0,21,61.76,0,6.77,6.77
433,Juventus,,Filip Kostić,0,1,152,77.95,12,6.77,6.77
434,Sporting,,Gonçalo Inácio,0,0,329,87.5,0,6.77,6.77
435,Paris Saint-Germain,,Pablo Sarabia,0,0,16,76.19,1,6.77,6.77
436,Celtic,,Callum McGregor,0,0,139,89.68,3,6.77,6.77
437,Atlético Madrid,,Stefan Savić,0,0,179,89.05,3,6.77,6.77
438,Shakhtar Donetsk,,Oleksandr Zubkov,0,0,79,77.45,2,6.76,6.76
439,Club Brugge KV,,Denis Odoi,0,0,225,79.51,1,6.76,6.76
440,RB Leipzig,,Emil Forsberg,0,0,131,89.12,4,6.75,6.75
441,GNK Dinamo Zagreb,,Arijan Ademi,0,0,122,82.99,3,6.75,6.75
442,Celtic,,Reo Hatate,0,0,186,77.5,7,6.75,6.75
443,Olympique de Marseille,,Dimitri Payet,0,0,45,86.54,1,6.75,6.75
444,Celtic,,Cameron Carter-Vickers,0,0,285,95.32,0,6.75,6.75
445,Barcelona,,Gerard Piqué,0,0,224,92.56,0,6.75,6.75
446,Olympique de Marseille,,Pape Gueye,0,0,47,92.16,0,6.75,6.75
447,Inter,,Stefan de Vrij,0,0,64,84.21,0,6.75,6.75
448,Juventus,,Weston McKennie,0,0,111,78.17,0,6.74,6.74
449,GNK Dinamo Zagreb,,Stefan Ristovski,0,0,140,86.96,3,6.74,6.74
450,Rangers,,Allan McGregor,0,0,101,58.05,0,6.74,6.74
451,Liverpool,,Fabinho,0,0,405,88.62,5,6.74,6.74
452,Maccabi Haifa,,Abdoulaye Seck,0,0,155,85.16,0,6.73,6.73
453,Atlético Madrid,,Yannick Carrasco,0,1,116,84.67,5,6.73,6.73
454,Juventus,,Leonardo Bonucci,0,0,260,87.54,0,6.73,6.73
455,FC København,,Rasmus Falk Jensen,0,0,89,88.12,1,6.73,6.73
456,Barcelona,,Eric García,0,1,181,96.28,1,6.73,6.73
457,Red Bull Salzburg,,Bernardo,0,0,49,68.06,0,6.73,6.73
458,Liverpool,,Andrew Robertson,0,2,197,85.65,8,6.72,6.72
459,Paris Saint-Germain,,Juan Bernat,0,0,170,91.89,1,6.72,6.72
460,Milan,,Tommaso Pobega,0,0,51,66.23,2,6.70,6.70
461,Juventus,,Bremer,0,0,122,85.31,0,6.70,6.70
462,Celtic,,Moritz Jenz,0,0,426,93.42,0,6.70,6.70
463,Red Bull Salzburg,,Nicolás Capaldo,0,0,41,59.42,2,6.70,6.70
464,Club Brugge KV,,Eduard Sobol,0,0,31,77.5,1,6.70,6.70
465,Sporting,,Abdul Fatawu Issahaku,0,0,16,80,0,6.70,6.70
466,Barcelona,,Héctor Bellerín,0,0,60,80,1,6.70,6.70
467,Benfica,,Diogo Gonçalves,0,0,14,87.5,0,6.70,6.70
468,Eintracht Frankfurt,,Timothy Chandler,0,0,3,75,0,6.70,6.70
469,Viktoria Plzeň,,Aleš Čermák,0,0,23,85.19,1,6.70,6.70
470,RB Leipzig,,Abdou Diallo,0,0,172,91.98,1,6.70,6.70
471,Red Bull Salzburg,,Lucas Gourna-Douath,0,0,118,77.63,1,6.70,6.70
472,Barcelona,,Marc Casadó,0,0,26,89.66,0,6.70,6.70
473,Sporting,,Mateus Fernandes,0,0,4,44.44,0,6.70,6.70
474,Barcelona,,Álvaro Sanz Catalán,0,0,10,83.33,0,6.70,6.70
475,GNK Dinamo Zagreb,,Rasmus Lauritsen,0,0,0,0,0,6.70,6.70
476,Celtic,,James McCarthy,0,0,8,80,0,6.70,6.70
477,Sporting,,Rochinha,0,0,3,60,1,6.70,6.70
478,Bayer 04 Leverkusen,,Exequiel Palacios,0,0,60,81.08,1,6.70,6.70
479,Manchester City,,Josh Wilson-Esbrand,0,0,25,83.33,0,6.70,6.70
480,Benfica,,Morato,0,0,99,92.52,1,6.70,6.70
481,Juventus,,Mattia De Sciglio,0,0,37,78.72,1,6.70,6.70
482,Olympique de Marseille,,Pau López,0,0,115,73.72,0,6.70,6.70
483,Shakhtar Donetsk,,Taras Stepanenko,0,0,237,86.5,2,6.70,6.70
484,Milan,,Rade Krunić,0,0,280,83.33,0,6.69,6.69
485,Club Brugge KV,,Abakar Sylla,0,0,271,88.27,1,6.68,6.68
486,Olympique de Marseille,,Samuel Gigot,0,0,154,92.77,0,6.68,6.68
487,Juventus,,Moise Kean,0,0,12,75,0,6.68,6.68
488,Eintracht Frankfurt,,Evan Ndicka,0,1,343,84.07,1,6.68,6.68
489,Red Bull Salzburg,,Dijon Kameri,0,0,30,76.92,2,6.68,6.68
490,Sporting,,Jeremiah St. Juste,0,0,103,88.03,1,6.68,6.68
491,Liverpool,,James Milner,0,0,123,85.42,1,6.67,6.67
492,Benfica,,Odysseas Vlachodimos,0,0,154,69.68,0,6.67,6.67
493,Sevilla,,Alex Telles,0,1,139,78.53,5,6.67,6.67
494,FC København,,Lukas Lerager,0,0,125,79.11,4,6.67,6.67
495,GNK Dinamo Zagreb,,Petar Bočkaj,0,0,10,71.43,0,6.67,6.67
496,GNK Dinamo Zagreb,,Sadegh Moharrami,0,0,132,84.08,7,6.67,6.67
497,Liverpool,,Alisson,0,0,206,87.29,0,6.66,6.66
498,Club Brugge KV,,Raphael Onyedika,0,0,232,84.98,2,6.66,6.66
499,Tottenham Hotspur,,Ben Davies,0,0,183,83.56,0,6.66,6.66
500,Benfica,,João Neves,0,1,37,90.24,1,6.65,6.65
501,Chelsea,,N'Golo Kanté,0,0,63,85.14,3,6.65,6.65
502,FC Porto,,Danny Namaso,0,0,19,86.36,0,6.65,6.65
503,Borussia Dortmund,,Sébastien Haller,0,0,34,68,1,6.65,6.65
504,Sevilla,,Thomas Delaney,0,0,81,77.14,2,6.65,6.65
505,Benfica,,Gonçalo Guedes,0,0,13,72.22,1,6.65,6.65
506,Real Madrid,,Andriy Lunin,0,0,32,94.12,0,6.65,6.65
507,Paris Saint-Germain,,Renato Sanches,0,0,102,96.23,0,6.65,6.65
508,Manchester City,,Kalvin Phillips,0,0,44,95.65,0,6.65,6.65
509,Maccabi Haifa,,Nikita Rukavytsya,0,0,11,78.57,1,6.64,6.64
510,RB Leipzig,,Kevin Kampl,0,0,173,94.54,2,6.64,6.64
511,Olympique de Marseille,,Luis Javier Suárez,0,0,21,67.74,3,6.63,6.63
512,Sevilla,,Suso,0,0,78,85.71,3,6.63,6.63
513,Celtic,,Greg Taylor,0,0,288,85.21,9,6.63,6.63
514,Napoli,,Alessio Zerbin,0,0,25,75.76,1,6.63,6.63
515,Sporting,,Matheus Reis,0,0,278,87.97,1,6.63,6.63
516,Liverpool,,Stefan Bajčetić,0,0,60,78.95,0,6.63,6.63
517,FC Porto,,Bruno Costa,0,0,17,89.47,1,6.63,6.63
518,GNK Dinamo Zagreb,,Marko Bulat,0,0,19,82.61,0,6.63,6.63
519,Shakhtar Donetsk,,Artem Bondarenko,0,0,241,87.96,5,6.63,6.63
520,Chelsea,,Hakim Ziyech,0,0,57,83.82,2,6.63,6.63
521,Paris Saint-Germain,,Nordi Mukiele,0,0,36,78.26,1,6.63,6.63
522,Napoli,,Eljif Elmas,0,0,156,90.17,4,6.62,6.62
523,FC Bayern München,,Mathys Tel,0,0,32,80,2,6.62,6.62
524,Maccabi Haifa,,Dean David,0,0,25,56.82,1,6.62,6.62
525,Eintracht Frankfurt,,Ansgar Knauff,0,1,64,62.75,3,6.62,6.62
526,FC København,,Kevin Diks,0,0,104,74.29,2,6.62,6.62
527,Bayer 04 Leverkusen,,Patrik Schick,0,0,74,78.72,2,6.60,6.60
528,Red Bull Salzburg,,Benjamin Šeško,0,0,53,60.92,3,6.60,6.60
529,AFC Ajax,,Devyne Rensch,0,0,90,83.33,2,6.60,6.60
530,Sevilla,,José Ángel Carmona,0,0,241,87.96,3,6.60,6.60
531,Juventus,,Matías Soulé,0,0,16,94.12,1,6.60,6.60
532,Liverpool,,Fabio Carvalho,0,0,46,85.19,3,6.60,6.60
533,FC København,,Davit Khocholava,0,0,191,86.04,0,6.60,6.60
534,Sevilla,,Nemanja Gudelj,0,0,294,90.18,2,6.60,6.60
535,Shakhtar Donetsk,,Oleg Ocheretko,0,0,4,66.67,0,6.60,6.60
536,Milan,,Fikayo Tomori,0,0,441,86.3,3,6.60,6.60
537,Barcelona,,Ronald Araújo,0,0,46,85.19,0,6.60,6.60
538,GNK Dinamo Zagreb,,Mahir Emreli,0,0,6,85.71,1,6.60,6.60
539,Liverpool,,Calvin Ramsay,0,0,3,100,0,6.60,6.60
540,Sporting,,Jovane Cabral,0,0,5,83.33,0,6.60,6.60
541,Borussia Dortmund,,Soumaila Coulibaly,0,0,14,93.33,0,6.60,6.60
542,Club Brugge KV,,Mats Rits,0,0,5,100,0,6.60,6.60
543,Celtic,,Stephen Welsh,0,0,55,94.83,0,6.60,6.60
544,Club Brugge KV,,Lynnt Audoor,0,0,3,50,0,6.60,6.60
545,Bayer 04 Leverkusen,,Sardar Azmoun,0,0,2,66.67,1,6.60,6.60
546,FC København,,Nicolai Boilesen,0,0,81,96.43,1,6.60,6.60
547,Paris Saint-Germain,,Warren Zaïre-Emery,0,0,29,82.86,2,6.60,6.60
548,Tottenham Hotspur,,Yves Bissouma,0,0,65,90.28,0,6.60,6.60
549,Paris Saint-Germain,,Presnel Kimpembe,0,0,93,94.9,0,6.60,6.60
550,Eintracht Frankfurt,,Hrvoje Smolčić,0,0,38,74.51,0,6.60,6.60
551,Milan,,Junior Messias,0,0,67,77.01,5,6.59,6.59
552,Eintracht Frankfurt,,Randal Kolo Muani,0,0,60,68.18,3,6.59,6.59
553,FC Porto,,Toni Martínez,0,0,21,55.26,2,6.58,6.58
554,Rangers,,Steven Davis,0,0,91,80.53,1,6.58,6.58
555,GNK Dinamo Zagreb,,Martin Baturina,0,0,29,82.86,2,6.58,6.58
556,Benfica,,Gilberto,0,0,125,83.33,0,6.58,6.58
557,Sevilla,,Marcos Acuña,0,1,50,71.43,4,6.58,6.58
558,Borussia Dortmund,,Marius Wolf,0,0,56,76.71,1,6.58,6.58
559,Sevilla,,Kasper Dolberg,0,0,15,78.95,2,6.58,6.58
560,Rangers,,Connor Goldson,0,0,115,76.16,1,6.58,6.58
561,Viktoria Plzeň,,Erik Jirka,0,0,47,69.12,5,6.57,6.57
562,Sporting,,Sotiris Alexandropoulos,0,0,33,78.57,0,6.57,6.57
563,Napoli,,Juan Jesus,0,0,137,91.33,0,6.57,6.57
564,Borussia Dortmund,,Anthony Modeste,0,0,26,63.41,1,6.56,6.56
565,Rangers,,Ryan Jack,0,1,61,82.43,3,6.55,6.55
566,Tottenham Hotspur,,Dejan Kulusevski,0,0,66,82.5,4,6.55,6.55
567,Liverpool,,Curtis Jones,0,0,36,83.72,1,6.55,6.55
568,Viktoria Plzeň,,Modou N'Diaye,0,0,46,75.41,0,6.55,6.55
569,FC København,,Mathew Ryan,0,0,31,52.54,0,6.55,6.55
570,RB Leipzig,,Lukas Klostermann,0,0,16,88.89,0,6.55,6.55
571,Sporting,,José Marsà,0,0,24,88.89,0,6.55,6.55
572,Celtic,,Oliver Abildgaard,0,0,24,72.73,0,6.55,6.55
573,Napoli,,Gianluca Gaetano,0,0,32,88.89,0,6.55,6.55
574,Club Brugge KV,,Éder Balanta,0,0,13,76.47,1,6.55,6.55
575,Atlético Madrid,,Álvaro Morata,0,0,37,64.91,3,6.54,6.54
576,Maccabi Haifa,,Dylan Batubinsika,0,0,174,87.88,0,6.54,6.54
577,Barcelona,,Marc-André ter Stegen,0,0,127,90.71,0,6.54,6.54
578,Atlético Madrid,,Mario Hermoso,0,0,107,93.86,1,6.53,6.53
579,Barcelona,,Pablo Torre,0,0,70,89.74,1,6.53,6.53
580,Atlético Madrid,,Ángel Correa,0,1,90,84.91,6,6.53,6.53
581,AFC Ajax,,Youri Baas,0,0,22,88,0,6.53,6.53
582,Atlético Madrid,,Marcos Llorente,0,0,92,87.62,2,6.53,6.53
583,Olympique de Marseille,,Gerson,0,0,51,86.44,0,6.53,6.53
584,Tottenham Hotspur,,Lucas Moura,0,0,34,62.96,3,6.53,6.53
585,Bayer 04 Leverkusen,,Amine Adli,0,0,42,71.19,2,6.53,6.53
586,Eintracht Frankfurt,,Christopher Lenz,0,0,64,76.19,3,6.53,6.53
587,Milan,,Fodé Ballo-Touré,0,0,51,86.44,0,6.53,6.53
588,Sporting,,Hidemasa Morita,0,1,115,77.7,1,6.52,6.52
589,FC Porto,,David Carmo,0,0,166,78.67,1,6.52,6.52
590,RB Leipzig,,Yussuf Poulsen,0,0,6,46.15,0,6.52,6.52
591,Sporting,,Antonio Adán,0,0,126,66.32,0,6.52,6.52
592,Rangers,,Scott Arfield,0,0,59,70.24,1,6.50,6.50
593,GNK Dinamo Zagreb,,Robert Ljubičić,0,0,229,75.33,2,6.50,6.50
594,GNK Dinamo Zagreb,,Luka Ivanušec,0,0,171,82.21,4,6.50,6.50
595,Red Bull Salzburg,,Andreas Ulmer,0,0,86,64.18,3,6.50,6.50
596,Viktoria Plzeň,,Fortune Akpan Bassey,0,0,22,81.48,2,6.50,6.50
597,Celtic,,Aaron Mooy,0,0,108,87.1,2,6.50,6.50
598,Shakhtar Donetsk,,Ivan Petriak,0,0,30,76.92,2,6.50,6.50
599,Eintracht Frankfurt,,Kristijan Jakić,0,0,259,79.94,1,6.50,6.50
600,Benfica,,Julian Draxler,0,0,13,86.67,0,6.50,6.50
601,FC Bayern München,,Paul Wanner,0,0,15,88.24,1,6.50,6.50
602,AFC Ajax,,Lucas Ocampos,0,0,11,91.67,0,6.50,6.50
603,Red Bull Salzburg,,Sekou Koita,0,0,6,85.71,0,6.50,6.50
604,Chelsea,,Edouard Mendy,0,0,20,90.91,0,6.50,6.50
605,Real Madrid,,Mariano Díaz,0,0,2,50,0,6.50,6.50
606,Tottenham Hotspur,,Arnaut Danjuma,0,0,2,100,0,6.50,6.50
607,Borussia Dortmund,,Julian Ryerson,0,0,1,50,0,6.50,6.50
608,Paris Saint-Germain,,El Chadaille Bitshiabu,0,0,26,96.3,0,6.50,6.50
609,Maccabi Haifa,,Suf Podgoreanu,0,0,0,0,0,6.50,6.50
610,Rangers,,Jon McLaughlin,0,0,16,61.54,0,6.50,6.50
611,Red Bull Salzburg,,Roko Šimić,0,0,3,60,0,6.50,6.50
612,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,0,0,0,6.50,6.50
613,Eintracht Frankfurt,,Philipp Max,0,0,29,80.56,1,6.50,6.50
614,Borussia Dortmund,,Antonios Papadopoulos,0,0,2,33.33,0,6.50,6.50
615,FC Porto,,Bernardo Folha,0,0,8,80,0,6.50,6.50
616,Bayer 04 Leverkusen,,Timothy Fosu-Mensah,0,0,4,80,0,6.50,6.50
617,Borussia Dortmund,,Tom Rothe,0,0,29,69.05,0,6.50,6.50
618,Shakhtar Donetsk,,Neven Đurasek,0,0,33,91.67,0,6.50,6.50
619,AFC Ajax,,Jurriën Timber,0,0,392,94,2,6.48,6.48
620,Shakhtar Donetsk,,Yukhym Konoplia,0,0,147,84,5,6.48,6.48
621,FC København,,Christian Sørensen,0,0,40,80,4,6.48,6.48
622,AFC Ajax,,Jorge Sánchez,0,0,93,83.04,2,6.48,6.48
623,Olympique de Marseille,,Issa Kaboré,0,0,38,95,0,6.48,6.48
624,Sevilla,,Jesús Navas,0,0,66,80.49,1,6.47,6.47
625,Inter,,Raoul Bellanova,0,0,26,76.47,1,6.47,6.47
626,Rangers,,Borna Barišić,0,0,187,89.05,5,6.47,6.47
627,AFC Ajax,,Remko Pasveer,0,0,158,62.7,0,6.47,6.47
628,Inter,,Danilo D'Ambrosio,0,0,78,85.71,0,6.46,6.46
629,Celtic,,David Turnbull,0,0,65,86.67,0,6.46,6.46
630,Borussia Dortmund,,Donyell Malen,0,0,40,76.92,2,6.45,6.45
631,Bayer 04 Leverkusen,,Paulinho,0,0,13,81.25,1,6.45,6.45
632,Milan,,Sergiño Dest,0,0,53,71.62,2,6.45,6.45
633,FC Porto,,Gonçalo Borges,0,0,9,64.29,0,6.45,6.45
634,Tottenham Hotspur,,Davinson Sánchez,0,0,11,64.71,0,6.45,6.45
635,Maccabi Haifa,,Raz Meir,0,0,26,86.67,0,6.45,6.45
636,FC København,,Elias Jelert,0,0,59,83.1,1,6.45,6.45
637,Eintracht Frankfurt,,Tuta,0,0,264,80,1,6.44,6.44
638,AFC Ajax,,Davy Klaassen,0,0,59,90.77,2,6.44,6.44
639,FC Porto,,João Mário,0,0,59,76.62,1,6.44,6.44
640,GNK Dinamo Zagreb,,Josip Drmić,0,0,15,71.43,2,6.44,6.44
641,Viktoria Plzeň,,Jindřich Staněk,0,0,76,61.29,0,6.44,6.44
642,FC Porto,,Gabriel Veron,0,0,10,71.43,0,6.43,6.43
643,Viktoria Plzeň,,Mohamed Tijani,0,0,55,77.46,2,6.43,6.43
644,Shakhtar Donetsk,,Danylo Sikan,0,1,24,92.31,2,6.43,6.43
645,Paris Saint-Germain,,Hugo Ekitiké,0,0,11,78.57,0,6.43,6.43
646,Eintracht Frankfurt,,Luca Pellegrini,0,0,62,75.61,2,6.43,6.43
647,Rangers,,Malik Tillman,0,0,39,70.91,1,6.42,6.42
648,Maccabi Haifa,,Ali Mohamed,0,0,190,85.59,1,6.42,6.42
649,Sporting,,Pedro Gonçalves,0,1,90,73.17,5,6.40,6.40
650,Rangers,,Alfredo Morelos,0,0,40,65.57,1,6.40,6.40
651,Olympique de Marseille,,Sead Kolašinac,0,0,99,86.84,0,6.40,6.40
652,Viktoria Plzeň,,Václav Pilař,0,0,30,73.17,0,6.40,6.40
653,FC Bayern München,,Daley Blind,0,0,246,83.96,2,6.40,6.40
654,Shakhtar Donetsk,,Andrii Totovytskyi,0,0,4,80,0,6.40,6.40
655,Liverpool,,Arthur,0,0,11,84.62,0,6.40,6.40
656,Rangers,,Rabbi Matondo,0,0,9,52.94,0,6.40,6.40
657,Barcelona,,Memphis Depay,0,0,14,87.5,0,6.40,6.40
658,Club Brugge KV,,Cyle Larin,0,0,1,100,0,6.40,6.40
659,GNK Dinamo Zagreb,,Antonio Marin,0,0,3,75,0,6.40,6.40
660,Shakhtar Donetsk,,Dmytro Kryskiv,0,0,4,100,0,6.40,6.40
661,FC København,,Orri Steinn Óskarsson,0,0,3,50,0,6.40,6.40
662,Eintracht Frankfurt,,Lucas Alario,0,0,1,33.33,0,6.40,6.40
663,Benfica,,Rodrigo Pinho,0,0,1,100,0,6.40,6.40
664,Maccabi Haifa,,Josh Cohen,0,0,77,68.14,0,6.40,6.40
665,Barcelona,,Ansu Fati,0,0,89,89,1,6.38,6.38
666,Viktoria Plzeň,,Lukáš Hejda,0,0,73,89.02,0,6.38,6.38
667,AFC Ajax,,Florian Grillitsch,0,0,33,86.84,1,6.38,6.38
668,Sevilla,,Bono,0,0,149,78.01,0,6.38,6.38
669,Sporting,,Flávio Nazinho,0,0,12,66.67,1,6.37,6.37
670,Maccabi Haifa,,Sean Goldberg,0,0,224,85.5,4,6.37,6.37
671,FC København,,Marko Stamenić,0,0,76,76,0,6.37,6.37
672,Eintracht Frankfurt,,Junior Dina Ebimbe,0,0,69,78.41,0,6.36,6.36
673,Eintracht Frankfurt,,Aurélio Buta,0,0,22,62.86,0,6.35,6.35
674,Juventus,,Wojciech Szczęsny,0,0,73,83.91,0,6.35,6.35
675,Viktoria Plzeň,,Libor Holík,0,1,29,63.04,2,6.33,6.33
676,Club Brugge KV,,Roman Yaremchuk,0,0,29,76.32,1,6.33,6.33
677,Rangers,,Antonio Čolak,0,0,27,65.85,0,6.33,6.33
678,RB Leipzig,,Konrad Laimer,0,0,71,81.61,2,6.33,6.33
679,Rangers,,Scott Wright,0,0,25,71.43,1,6.33,6.33
680,Olympique de Marseille,,Nuno Tavares,0,0,213,83.86,3,6.32,6.32
681,Viktoria Plzeň,,Jan Sýkora,0,0,14,77.78,1,6.30,6.30
682,Barcelona,,Alejandro Balde,0,0,100,91.74,1,6.30,6.30
683,Celtic,,Alexandro Bernabei,0,0,4,100,1,6.30,6.30
684,Atlético Madrid,,Ivo Grbić,0,0,15,60,0,6.30,6.30
685,Rangers,,Alex Lowry,0,0,2,66.67,0,6.30,6.30
686,Borussia Dortmund,,Jamie Gittens,0,0,7,70,0,6.30,6.30
687,Juventus,,Federico Gatti,0,0,61,92.42,0,6.30,6.30
688,Maccabi Haifa,,Arad Ofri,0,0,10,90.91,0,6.30,6.30
689,Milan,,Charles De Ketelaere,0,0,51,73.91,0,6.28,6.28
690,Rangers,,Ryan Kent,0,0,93,85.32,3,6.28,6.28
691,RB Leipzig,,Benjamin Henrichs,0,0,62,80.52,1,6.28,6.28
692,Juventus,,Fabio Miretti,0,0,67,74.44,0,6.26,6.26
693,Shakhtar Donetsk,,Lucas Taylor,0,0,68,76.4,0,6.26,6.26
694,FC København,,Roony Bardghji,0,0,15,65.22,0,6.25,6.25
695,Maccabi Haifa,,Mavis Tchibota,0,0,15,62.5,1,6.23,6.23
696,Rangers,,Ben Davies,0,0,121,79.61,0,6.23,6.23
697,Celtic,,Joe Hart,0,0,130,91.55,0,6.23,6.23
698,Maccabi Haifa,,Sun Menahem,0,0,19,73.08,0,6.23,6.23
