#,Time,Time,Nome,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Notas Sofascore,Nota Sofascore
345,Lille,,Yusuf Yazıcı,0,0,110,77.46,8,6.88,6.88
346,Zenit St. Petersburg,,Wílmar Barrios,0,0,206,85.83,1,6.88,6.88
347,Inter,,Samir Handanović,0,0,153,81.38,0,6.88,6.88
348,Zenit St. Petersburg,,Yordan Osorio,0,0,109,76.22,2,6.88,6.88
349,Benfica,,Ferro,0,0,173,89.18,3,6.88,6.88
350,Atlético Madrid,,Álvaro Morata,0,1,72,66.06,3,6.88,6.88
351,Manchester City,,João Cancelo,0,0,398,88.05,4,6.88,6.88
352,RB Leipzig,,Christopher Nkunku,0,0,150,83.33,15,6.88,6.88
353,Olympique Lyonnais,,Thiago Mendes,0,0,234,84.17,5,6.87,6.87
354,RB Leipzig,,Konrad Laimer,0,0,400,81.3,10,6.87,6.87
355,FK Crvena zvezda,,Nemanja Milunović,0,0,226,83.09,0,6.87,6.87
356,Paris Saint-Germain,,Sergio Rico,0,0,40,85.11,0,6.87,6.87
357,AFC Ajax,,Lisandro Martínez,0,0,281,83.14,2,6.87,6.87
358,Valencia,,Jasper Cillessen,0,0,102,58.62,0,6.87,6.87
359,Zenit St. Petersburg,,Branislav Ivanović,0,0,156,83.87,0,6.87,6.87
360,Club Brugge KV,,Simon Deli,0,0,225,78.67,1,6.87,6.87
361,Olympique Lyonnais,,Lucas Tousart,0,1,224,82.96,2,6.86,6.86
362,Olympiacos FC,,Rúben Semedo,0,0,209,83.94,0,6.85,6.85
363,Barcelona,,Clément Lenglet,0,0,518,87.8,0,6.85,6.85
364,Zenit St. Petersburg,,Yury Zhirkov,0,1,12,75,2,6.85,6.85
365,Manchester City,,Eric García,0,0,199,98.51,1,6.85,6.85
366,Borussia Dortmund,,Manuel Akanji,0,0,346,89.18,0,6.85,6.85
367,Lokomotiv Moscow,,Vedran Ćorluka,0,0,142,78.02,0,6.85,6.85
368,Olympique Lyonnais,,Jason Denayer,0,0,347,89.43,4,6.84,6.84
369,GNK Dinamo Zagreb,,Dino Perić,0,0,131,85.62,0,6.84,6.84
370,Lokomotiv Moscow,,Grzegorz Krychowiak,0,0,132,77.65,2,6.83,6.83
371,GNK Dinamo Zagreb,,Emir Dilaver,0,0,169,83.66,0,6.83,6.83
372,Barcelona,,Ivan Rakitić,0,1,303,89.64,1,6.83,6.83
373,Chelsea,,Marcos Alonso,0,0,189,79.41,3,6.82,6.82
374,KRC Genk,,Patrik Hrošovský,0,0,162,84.82,4,6.82,6.82
375,Zenit St. Petersburg,,Sardar Azmoun,0,0,73,68.87,2,6.82,6.82
376,Valencia,,Denis Cheryshev,0,0,49,68.06,1,6.82,6.82
377,Manchester City,,Kyle Walker,0,0,270,85.99,0,6.82,6.82
378,Shakhtar Donetsk,,Tetê,0,0,39,84.78,6,6.80,6.80
379,Chelsea,,Michy Batshuayi,0,0,15,62.5,2,6.80,6.80
380,Shakhtar Donetsk,,Yevhen Konoplyanka,0,0,74,90.24,0,6.80,6.80
381,Napoli,,Diego Demme,0,0,379,88.14,3,6.80,6.80
382,Manchester City,,Taylor Harwood-Bellis,0,0,10,90.91,0,6.80,6.80
383,RB Leipzig,,Yvon Mvogo,0,0,6,75,0,6.80,6.80
384,Manchester City,,Oleksandr Zinchenko,0,0,99,94.29,1,6.80,6.80
385,Red Bull Salzburg,,André Ramalho,0,0,72,83.72,0,6.80,6.80
386,AFC Ajax,,Noussair Mazraoui,0,0,113,84.96,1,6.80,6.80
387,SK Slavia Praha,,David Hovorka,0,0,140,84.85,3,6.80,6.80
388,Bayer 04 Leverkusen,,Lukáš Hrádecký,0,0,160,66.95,0,6.80,6.80
389,Borussia Dortmund,,Raphaël Guerreiro,0,0,307,89.5,4,6.80,6.80
390,GNK Dinamo Zagreb,,Bruno Petković,0,1,87,60.84,5,6.78,6.78
391,Bayer 04 Leverkusen,,Kevin Volland,0,0,101,75.94,6,6.78,6.78
392,Shakhtar Donetsk,,Taras Stepanenko,0,0,255,86.73,0,6.78,6.78
393,Bayer 04 Leverkusen,,Charles Aránguiz,0,1,325,88.8,5,6.78,6.78
394,AFC Ajax,,Joël Veltman,0,0,213,88.02,0,6.78,6.78
395,SK Slavia Praha,,Josef Hušbauer,0,0,110,89.43,5,6.78,6.78
396,FC Bayern München,,Jérôme Boateng,0,0,419,87.84,0,6.78,6.78
397,Borussia Dortmund,,Julian Weigl,0,0,275,92.59,0,6.78,6.78
398,RB Leipzig,,Kevin Kampl,0,0,237,93.31,2,6.78,6.78
399,KRC Genk,,Ianis Hagi,0,0,41,73.21,7,6.78,6.78
400,Borussia Dortmund,,Dan-Axel Zagadou,0,0,183,89.71,1,6.78,6.78
401,Olympique Lyonnais,,Jeff Reine-Adélaïde,0,0,144,88.89,9,6.78,6.78
402,Barcelona,,Sergio Busquets,0,0,385,89.53,3,6.77,6.77
403,SK Slavia Praha,,Lukáš Masopust,0,1,139,80.81,7,6.77,6.77
404,Manchester City,,Aymeric Laporte,0,0,154,88.51,0,6.77,6.77
405,Valencia,,Gonçalo Guedes,0,0,59,74.68,2,6.77,6.77
406,Bayer 04 Leverkusen,,Lars Bender,0,0,216,88.89,4,6.77,6.77
407,Manchester City,,Ederson,0,0,176,78.57,0,6.76,6.76
408,FK Crvena zvezda,,Richmond Boakye,0,0,48,84.21,3,6.76,6.76
409,Real Madrid,,Luka Modrić,0,0,275,89.29,6,6.75,6.75
410,Borussia Dortmund,,Giovanni Reyna,0,1,20,86.96,1,6.75,6.75
411,Club Brugge KV,,Odilon Kossounou,0,0,63,78.75,2,6.75,6.75
412,Valencia,,Manu Vallejo,0,0,8,61.54,1,6.75,6.75
413,Olympique Lyonnais,,Bruno Guimarães,0,0,97,80.83,1,6.75,6.75
414,RB Leipzig,,Willi Orbán,0,0,185,88.1,0,6.75,6.75
415,Paris Saint-Germain,,Layvin Kurzawa,0,0,98,86.73,0,6.75,6.75
416,Atlético Madrid,,Vitolo,0,0,35,79.55,0,6.75,6.75
417,Benfica,,Rúben Dias,0,0,252,86.6,1,6.75,6.75
418,Napoli,,Allan,0,0,227,85.02,0,6.75,6.75
419,Barcelona,,Antoine Griezmann,0,0,243,84.38,4,6.74,6.74
420,Juventus,,Blaise Matuidi,0,0,137,87.82,2,6.74,6.74
421,GNK Dinamo Zagreb,,Luka Ivanušec,0,0,31,91.18,0,6.73,6.73
422,KRC Genk,,Jhon Lucumí,0,0,185,78.06,1,6.73,6.73
423,Real Madrid,,Gareth Bale,0,0,27,69.23,0,6.73,6.73
424,Chelsea,,Kepa Arrizabalaga,0,0,116,76.82,0,6.73,6.73
425,Lille,,Gabriel Magalhães,0,0,201,75.85,0,6.73,6.73
426,GNK Dinamo Zagreb,,Dominik Livaković,0,0,69,42.86,0,6.73,6.73
427,SK Slavia Praha,,Vladimír Coufal,0,0,206,74.64,3,6.73,6.73
428,KRC Genk,,Sander Berge,0,0,227,84.39,5,6.73,6.73
429,Inter,,Cristiano Biraghi,0,0,42,79.25,1,6.73,6.73
430,Shakhtar Donetsk,,Manor Solomon,0,0,30,93.75,1,6.72,6.72
431,GNK Dinamo Zagreb,,Marin Leovac,0,1,112,70.44,5,6.72,6.72
432,Galatasaray,,Sofiane Feghouli,0,0,112,84.85,3,6.72,6.72
433,Club Brugge KV,,Emmanuel Dennis,0,1,78,68.42,3,6.72,6.72
434,Olympiacos FC,,José Sá,0,0,82,47.67,0,6.72,6.72
435,Valencia,,Francis Coquelin,0,0,178,87.25,1,6.72,6.72
436,Olympiacos FC,,Youssef El Arabi,0,0,43,67.19,1,6.70,6.70
437,Napoli,,Hirving Lozano,0,0,79,84.95,4,6.70,6.70
438,Inter,,Alexis Sánchez,0,1,18,85.71,2,6.70,6.70
439,RB Leipzig,,Yussuf Poulsen,0,1,123,75,5,6.70,6.70
440,Atalanta,,Roger Ibañez,0,0,7,77.78,0,6.70,6.70
441,Lokomotiv Moscow,,Anton Miranchuk,0,0,18,66.67,1,6.70,6.70
442,Lokomotiv Moscow,,Solomon Kvirkvelia,0,0,34,85,0,6.70,6.70
443,FK Crvena zvezda,,Radovan Pankov,0,0,8,88.89,0,6.70,6.70
444,Club Brugge KV,,Thibault Vlietinck,0,0,21,75,1,6.70,6.70
445,Red Bull Salzburg,,Patrick Farkas,0,0,2,100,1,6.70,6.70
446,Lokomotiv Moscow,,Anton Kochenkov,0,0,12,40,0,6.70,6.70
447,Real Madrid,,Alphonse Aréola,0,0,40,78.43,0,6.70,6.70
448,Napoli,,Sebastiano Luperto,0,0,61,77.22,2,6.70,6.70
449,Zenit St. Petersburg,,Róbert Mak,0,0,2,50,0,6.70,6.70
450,Lille,,Tiago Djaló,0,0,116,83.45,1,6.70,6.70
451,Red Bull Salzburg,,Carlos Coronel,0,0,36,56.25,0,6.70,6.70
452,Atlético Madrid,,Mario Hermoso,0,0,179,84.04,1,6.70,6.70
453,Shakhtar Donetsk,,Ismaily,0,0,313,85.99,7,6.70,6.70
454,Olympiacos FC,,Miguel Ángel Guerrero,0,0,52,75.36,4,6.70,6.70
455,SK Slavia Praha,,Peter Olayinka,0,0,92,73.6,5,6.68,6.68
456,Napoli,,Fernando Llorente,0,0,28,70,2,6.68,6.68
457,Juventus,,Sami Khedira,0,0,121,86.43,5,6.68,6.68
458,Valencia,,Ezequiel Garay,0,0,189,85.91,1,6.68,6.68
459,Liverpool,,Divock Origi,0,0,73,83.91,2,6.68,6.68
460,Red Bull Salzburg,,Patson Daka,0,0,40,70.18,5,6.67,6.67
461,GNK Dinamo Zagreb,,Mario Gavranović,0,0,9,64.29,2,6.67,6.67
462,Real Madrid,,Federico Valverde,0,0,193,88.94,6,6.67,6.67
463,Valencia,,Daniel Wass,0,0,304,77.75,7,6.66,6.66
464,RB Leipzig,,Patrik Schick,0,0,46,74.19,4,6.66,6.66
465,Paris Saint-Germain,,Julian Draxler,0,0,47,88.68,1,6.66,6.66
466,Olympique Lyonnais,,Anthony Lopes,0,0,182,66.18,0,6.66,6.66
467,Tottenham Hotspur,,Moussa Sissoko,0,1,222,90.24,2,6.65,6.65
468,Chelsea,,Antonio Rüdiger,0,0,99,83.9,1,6.65,6.65
469,Bayer 04 Leverkusen,,Moussa Diaby,0,0,62,84.93,3,6.65,6.65
470,Tottenham Hotspur,,Oliver Skipp,0,0,16,100,0,6.65,6.65
471,Atlético Madrid,,Šime Vrsaljko,0,0,13,54.17,0,6.65,6.65
472,Atalanta,,Marco Sportiello,0,0,23,48.94,0,6.65,6.65
473,Bayer 04 Leverkusen,,Panagiotis Retsos,0,0,35,72.92,1,6.65,6.65
474,SK Slavia Praha,,Mick van Buren,0,0,15,78.95,3,6.65,6.65
475,SK Slavia Praha,,Laco Takacs,0,0,37,86.05,0,6.65,6.65
476,Paris Saint-Germain,,Abdou Diallo,0,0,72,90,0,6.65,6.65
477,Galatasaray,,Emre Mor,0,0,29,78.38,2,6.65,6.65
478,Galatasaray,,Marcão,0,0,230,78.5,1,6.65,6.65
479,Olympiacos FC,,Andreas Bouchalakis,0,0,177,85.51,9,6.65,6.65
480,Real Madrid,,Raphaël Varane,0,0,464,88.72,1,6.65,6.65
481,Atalanta,,Pierluigi Gollini,0,0,96,65.75,0,6.64,6.64
482,AFC Ajax,,Daley Blind,0,0,268,80.97,1,6.64,6.64
483,Bayer 04 Leverkusen,,Lucas Alario,0,0,37,82.22,2,6.64,6.64
484,Galatasaray,,Radamel Falcao,0,0,39,73.58,1,6.63,6.63
485,Shakhtar Donetsk,,Marcos Antônio,0,0,25,89.29,0,6.63,6.63
486,Lille,,Mike Maignan,0,0,72,50,1,6.63,6.63
487,Galatasaray,,Mariano,0,0,260,78.08,6,6.63,6.63
488,Bayer 04 Leverkusen,,Julian Baumgartlinger,0,0,235,90.73,1,6.63,6.63
489,Zenit St. Petersburg,,Vyacheslav Karavaev,0,0,65,60.75,1,6.63,6.63
490,FK Crvena zvezda,,Miloš Vulić,0,0,74,87.06,1,6.63,6.63
491,Club Brugge KV,,Krépin Diatta,0,0,90,65.22,7,6.62,6.62
492,Olympique Lyonnais,,Maxwel Cornet,0,1,147,76.17,4,6.61,6.61
493,Lille,,Loïc Rémy,0,0,22,62.86,0,6.60,6.60
494,Juventus,,Aaron Ramsey,0,0,93,89.42,4,6.60,6.60
495,Lille,,Léo Jardim,0,0,2,40,0,6.60,6.60
496,Tottenham Hotspur,,Victor Wanyama,0,0,5,71.43,0,6.60,6.60
497,Valencia,,Thierry Correia,0,0,5,62.5,0,6.60,6.60
498,Barcelona,,Monchu,0,0,3,75,0,6.60,6.60
499,Club Brugge KV,,Dion Cools,0,0,0,0,0,6.60,6.60
500,KRC Genk,,Neto Borges,0,0,2,66.67,0,6.60,6.60
501,Lokomotiv Moscow,,Stanislav Magkeev,0,0,18,85.71,0,6.60,6.60
502,Bayer 04 Leverkusen,,Paulinho,0,0,10,76.92,2,6.60,6.60
503,Lille,,Reinildo Mandava,0,0,50,72.46,0,6.60,6.60
504,Benfica,,Florentino Luís,0,0,93,86.11,0,6.60,6.60
505,AFC Ajax,,Perr Schuurs,0,0,60,85.71,0,6.60,6.60
506,Bayer 04 Leverkusen,,Daley Sinkgraven,0,0,71,91.03,0,6.60,6.60
507,SK Slavia Praha,,Michal Frydrych,0,0,68,76.4,0,6.60,6.60
508,Chelsea,,Olivier Giroud,0,0,15,65.22,1,6.60,6.60
509,Chelsea,,Pedro,0,0,45,90,0,6.60,6.60
510,Inter,,Sebastiano Esposito,0,0,7,70,2,6.60,6.60
511,Inter,,Kwadwo Asamoah,0,0,64,79.01,1,6.60,6.60
512,Lokomotiv Moscow,,Fedor Smolov,0,0,40,78.43,1,6.60,6.60
513,Red Bull Salzburg,,Jérôme Onguene,0,0,157,86.74,0,6.60,6.60
514,Club Brugge KV,,Siebe Schrijvers,0,0,24,66.67,1,6.60,6.60
515,Real Madrid,,Luka Jović,0,0,30,71.43,1,6.60,6.60
516,Valencia,,Mouctar Diakhaby,0,0,118,85.51,1,6.60,6.60
517,Tottenham Hotspur,,Harry Winks,0,0,274,85.89,5,6.60,6.60
518,RB Leipzig,,Amadou Haidara,0,0,165,80.1,6,6.60,6.60
519,Lokomotiv Moscow,,Dmitriy Barinov,0,0,112,72.73,2,6.58,6.58
520,Napoli,,Eljif Elmas,0,0,70,85.37,1,6.58,6.58
521,Club Brugge KV,,Éder Balanta,0,0,125,83.33,4,6.58,6.58
522,Club Brugge KV,,Loïs Openda,0,0,21,87.5,0,6.58,6.58
523,Inter,,Roberto Gagliardini,0,0,55,73.33,0,6.58,6.58
524,Napoli,,Piotr Zieliński,0,1,194,84.35,7,6.57,6.57
525,Paris Saint-Germain,,Edinson Cavani,0,0,20,86.96,0,6.57,6.57
526,Atalanta,,Timothy Castagne,0,0,143,85.12,8,6.57,6.57
527,KRC Genk,,Jere Uronen,0,0,84,77.06,1,6.57,6.57
528,GNK Dinamo Zagreb,,Marko Đira,0,0,23,85.19,1,6.57,6.57
529,Barcelona,,Junior Firpo,0,0,119,86.86,0,6.57,6.57
530,AFC Ajax,,Klaas-Jan Huntelaar,0,0,11,73.33,0,6.57,6.57
531,KRC Genk,,Joakim Mæhle,0,0,153,76.12,5,6.57,6.57
532,Lokomotiv Moscow,,Benedikt Höwedes,0,0,123,80.92,1,6.57,6.57
533,Lokomotiv Moscow,,Éder,0,0,54,78.26,2,6.56,6.56
534,KRC Genk,,Gaëtan Coucke,0,0,132,64.39,0,6.56,6.56
535,Zenit St. Petersburg,,Douglas Santos,0,1,154,71.96,4,6.55,6.55
536,RB Leipzig,,Ibrahima Konaté,0,0,65,92.86,0,6.55,6.55
537,Valencia,,Jaume Doménech,0,0,30,44.12,0,6.55,6.55
538,Benfica,,Jardel,0,0,87,86.14,0,6.55,6.55
539,Olympiacos FC,,Yassine Benzia,0,0,29,80.56,1,6.55,6.55
540,Lille,,José Fonte,0,0,161,89.44,1,6.55,6.55
541,Atalanta,,Duván Zapata,0,1,61,70.11,7,6.54,6.54
542,Benfica,,Carlos Vinícius,0,0,33,76.74,3,6.54,6.54
543,Lokomotiv Moscow,,Murilo,0,0,62,69.66,0,6.54,6.54
544,Benfica,,Tomás Tavares,0,0,208,85.25,4,6.54,6.54
545,Galatasaray,,Steven​ N'Zonzi,0,0,258,85.71,1,6.54,6.54
546,Bayer 04 Leverkusen,,Leon Bailey,0,0,35,76.09,4,6.53,6.53
547,Valencia,,Jaume Costa,0,0,76,74.51,2,6.53,6.53
548,Borussia Dortmund,,Łukasz Piszczek,0,0,192,85.33,3,6.53,6.53
549,FK Crvena zvezda,,Aleksa Vukanović,0,0,16,61.54,1,6.53,6.53
550,Valencia,,Carlos Soler,0,0,115,80.99,2,6.52,6.52
551,Galatasaray,,Ryan Donk,0,0,111,81.02,1,6.52,6.52
552,Lille,,Luiz Araújo,0,0,54,69.23,1,6.52,6.52
553,Shakhtar Donetsk,,Andriy Pyatov,0,0,145,75.13,0,6.52,6.52
554,GNK Dinamo Zagreb,,Damian Kądzior,0,1,7,77.78,1,6.50,6.50
555,Real Madrid,,Marco Asensio,0,0,10,71.43,1,6.50,6.50
556,Liverpool,,Xherdan Shaqiri,0,0,4,100,0,6.50,6.50
557,Borussia Dortmund,,Leonardo Balerdi,0,0,0,0,0,6.50,6.50
558,Red Bull Salzburg,,Marin Pongračić,0,0,12,80,0,6.50,6.50
559,Napoli,,Gianluca Gaetano,0,0,4,100,0,6.50,6.50
560,Olympique Lyonnais,,Rafael,0,0,28,75.68,0,6.50,6.50
561,GNK Dinamo Zagreb,,Izet Hajrović,0,0,5,100,0,6.50,6.50
562,Olympique Lyonnais,,Rayan Cherki,0,0,8,100,1,6.50,6.50
563,Atalanta,,Adrien Tameze,0,0,2,100,0,6.50,6.50
564,Benfica,,Ljubomir Fejsa,0,0,62,81.58,0,6.50,6.50
565,SK Slavia Praha,,Abdulla Yusuf Helal,0,0,7,77.78,0,6.50,6.50
566,Zenit St. Petersburg,,Aleksey Sutormin,0,0,6,75,0,6.50,6.50
567,Lokomotiv Moscow,,Alexander Kolomeitsev,0,0,7,100,1,6.50,6.50
568,Zenit St. Petersburg,,Oleg Shatov,0,0,89,82.41,2,6.50,6.50
569,Valencia,,Kang-in Lee,0,0,63,81.82,0,6.50,6.50
570,KRC Genk,,Paul Onuachu,0,0,40,78.43,3,6.50,6.50
571,Napoli,,Matteo Politano,0,0,34,77.27,3,6.50,6.50
572,Atalanta,,Berat Djimsiti,0,0,190,82.25,0,6.50,6.50
573,Tottenham Hotspur,,Toby Alderweireld,0,0,294,85.96,1,6.48,6.48
574,Club Brugge KV,,Mats Rits,0,0,107,81.68,3,6.48,6.48
575,Zenit St. Petersburg,,Aleksandr Erokhin,0,0,36,67.92,1,6.48,6.48
576,Olympiacos FC,,Maximiliano Lovera,0,1,21,80.77,2,6.47,6.47
577,Galatasaray,,Florin Andone,0,0,23,65.71,0,6.47,6.47
578,FK Crvena zvezda,,Milan Pavkov,0,0,13,43.33,0,6.47,6.47
579,Shakhtar Donetsk,,Serhiy Bolbat,0,0,94,84.68,0,6.47,6.47
580,Club Brugge KV,,Simon Mignolet,0,0,120,67.8,0,6.47,6.47
581,AFC Ajax,,David Neres,0,1,68,80.95,2,6.45,6.45
582,Galatasaray,,Selçuk İnan,0,0,24,80,0,6.45,6.45
583,Bayer 04 Leverkusen,,Aleksandar Dragović,0,0,45,88.24,0,6.45,6.45
584,Chelsea,,Andreas Christensen,0,0,156,92.86,0,6.45,6.45
585,Olympique Lyonnais,,Karl Toko Ekambi,0,0,46,75.41,2,6.45,6.45
586,AFC Ajax,,Siem de Jong,0,0,10,83.33,0,6.45,6.45
587,Atalanta,,Andrea Masiello,0,0,127,92.03,0,6.45,6.45
588,Atalanta,,Rafael Tolói,0,0,264,79.76,2,6.44,6.44
589,GNK Dinamo Zagreb,,Amer Gojak,0,0,40,74.07,0,6.44,6.44
590,Tottenham Hotspur,,Ryan Sessegnon,0,1,42,71.19,3,6.43,6.43
591,Red Bull Salzburg,,Rasmus Kristensen,0,0,137,68.84,3,6.43,6.43
592,Club Brugge KV,,Clinton Mata,0,1,116,72.05,1,6.43,6.43
593,Club Brugge KV,,Charles De Ketelaere,0,0,39,73.58,2,6.43,6.43
594,Lille,,Renato Sanches,0,0,45,72.58,2,6.42,6.42
595,Red Bull Salzburg,,Dominik Szoboszlai,0,0,154,82.8,5,6.40,6.40
596,Real Madrid,,Nacho Fernández,0,0,24,92.31,0,6.40,6.40
597,Olympique Lyonnais,,Amine Gouiri,0,0,1,100,0,6.40,6.40
598,GNK Dinamo Zagreb,,Lovro Majer,0,0,5,83.33,1,6.40,6.40
599,Olympique Lyonnais,,Jean Lucas,0,0,1,50,0,6.40,6.40
600,AFC Ajax,,Zakaria Labyad,0,0,8,88.89,0,6.40,6.40
601,Napoli,,Amin Younes,0,0,2,100,0,6.40,6.40
602,Juventus,,Marco Olivieri,0,0,2,66.67,0,6.40,6.40
603,Olympiacos FC,,Vasilīs Torosidīs,0,0,18,72,1,6.40,6.40
604,Lokomotiv Moscow,,Daniil Kulikov,0,0,6,54.55,0,6.40,6.40
605,Borussia Dortmund,,Mahmoud Dahoud,0,0,21,95.45,0,6.40,6.40
606,Club Brugge KV,,Mbaye Diagne,0,0,7,70,0,6.40,6.40
607,Benfica,,Caio,0,0,14,63.64,0,6.40,6.40
608,SK Slavia Praha,,Stanislav Tecl,0,0,14,60.87,0,6.40,6.40
609,FK Crvena zvezda,,Dušan Jovančić,0,0,45,70.31,3,6.40,6.40
610,Zenit St. Petersburg,,Igor Smolnikov,0,0,49,80.33,0,6.40,6.40
611,Tottenham Hotspur,,Gedson Fernandes,0,0,40,70.18,0,6.40,6.40
612,Club Brugge KV,,David Okereke,0,0,32,80,1,6.40,6.40
613,Red Bull Salzburg,,Masaya Okugawa,0,0,10,66.67,0,6.40,6.40
614,GNK Dinamo Zagreb,,Nikola Moro,0,0,137,80.59,0,6.40,6.40
615,Lokomotiv Moscow,,Vladislav Ignatjev,0,0,107,68.15,3,6.40,6.40
616,FK Crvena zvezda,,Miloš Degenek,0,0,180,84.51,0,6.38,6.38
617,FK Crvena zvezda,,Marko Gobeljić,0,0,129,71.67,5,6.38,6.38
618,Tottenham Hotspur,,Eric Dier,0,0,187,85.39,0,6.38,6.38
619,FK Crvena zvezda,,Njegoš Petrović,0,0,78,76.47,0,6.38,6.38
620,Red Bull Salzburg,,Cican Stanković,0,0,47,63.51,0,6.38,6.38
621,KRC Genk,,Sébastien Dewaest,0,0,144,79.12,0,6.38,6.38
622,Red Bull Salzburg,,Majeed Ashimeru,0,0,34,85,1,6.37,6.37
623,Olympiacos FC,,Yassine Meriah,0,0,243,85.87,0,6.35,6.35
624,Olympiacos FC,,Lazar Ranđelović,0,0,10,62.5,0,6.33,6.33
625,Lokomotiv Moscow,,Bryan Idowu,0,0,62,72.09,0,6.33,6.33
626,Galatasaray,,Mario Lemina,0,0,118,86.76,2,6.33,6.33
627,Red Bull Salzburg,,Antoine Bernede,0,0,57,90.48,1,6.30,6.30
628,Lille,,Adama Soumaoro,0,0,23,85.19,0,6.30,6.30
629,Real Madrid,,James Rodríguez,0,0,47,85.45,0,6.30,6.30
630,Borussia Dortmund,,Emre Can,0,0,102,88.7,1,6.30,6.30
631,Manchester City,,Claudio Bravo,0,0,39,92.86,0,6.30,6.30
632,FK Crvena zvezda,,Mirko Ivanić,0,0,10,45.45,0,6.30,6.30
633,Borussia Dortmund,,Jacob Bruun Larsen,0,0,3,100,0,6.30,6.30
634,Chelsea,,Ross Barkley,0,0,29,76.32,2,6.30,6.30
635,Tottenham Hotspur,,Jan Vertonghen,0,0,173,90.1,0,6.30,6.30
636,Inter,,Danilo D'Ambrosio,0,0,78,78.79,0,6.30,6.30
637,Lille,,Xeka,0,0,53,84.13,1,6.30,6.30
638,SK Slavia Praha,,Ibrahim Traoré,0,0,63,85.14,0,6.30,6.30
639,Lille,,Domagoj Bradarić,0,0,86,79.63,3,6.27,6.27
640,FK Crvena zvezda,,Tomané,0,0,17,56.67,1,6.27,6.27
641,FK Crvena zvezda,,Rajiv Van La Parra,0,0,72,94.74,2,6.26,6.26
642,Napoli,,David Ospina,0,0,48,85.71,0,6.25,6.25
643,SK Slavia Praha,,Lukáš Provod,0,0,7,70,0,6.25,6.25
644,Shakhtar Donetsk,,Dentinho,0,0,7,87.5,0,6.25,6.25
645,Galatasaray,,Yuto Nagatomo,0,0,127,76.97,2,6.25,6.25
646,FK Crvena zvezda,,Mateo García,0,0,101,80.8,5,6.25,6.25
647,FK Crvena zvezda,,José Alberto Cañas,0,0,124,90.51,0,6.24,6.24
648,FK Crvena zvezda,,Milan Rodić,0,0,109,70.78,3,6.22,6.22
649,Real Madrid,,Brahim Díaz,0,0,11,100,0,6.20,6.20
650,RB Leipzig,,Ademola Lookman,0,0,17,77.27,0,6.20,6.20
651,Liverpool,,Joël Matip,0,0,56,88.89,0,6.20,6.20
652,Valencia,,Alessandro Florenzi,0,0,10,100,0,6.20,6.20
653,Tottenham Hotspur,,Japhet Tanganga,0,0,29,93.55,0,6.20,6.20
654,Benfica,,André Almeida,0,0,28,73.68,1,6.20,6.20
655,GNK Dinamo Zagreb,,Iyayi Believe Atiemwen,0,0,1,50,0,6.20,6.20
656,Benfica,,David Tavares,0,0,9,100,0,6.20,6.20
657,Lille,,Jérémy Pied,0,0,19,63.33,0,6.20,6.20
658,Galatasaray,,Şener Özbayraklı,0,0,12,92.31,0,6.20,6.20
659,Borussia Dortmund,,Nico Schulz,0,0,107,89.17,1,6.20,6.20
660,Tottenham Hotspur,,Hugo Lloris,0,0,60,76.92,0,6.18,6.18
661,Atalanta,,Mattia Caldara,0,0,61,85.92,0,6.17,6.17
662,Lille,,Thiago Maia,0,0,7,53.85,0,6.10,6.10
663,GNK Dinamo Zagreb,,François Moubandje,0,0,17,70.83,1,6.10,6.10
664,Atalanta,,Jacopo Da Riva,0,0,2,100,0,6.10,6.10
665,RB Leipzig,,Matheus Cunha,0,0,19,82.61,0,6.05,6.05
666,Liverpool,,Adrián,0,0,66,78.57,0,6.03,6.03
667,SK Slavia Praha,,Jaroslav Zelený,0,0,32,80,3,6.03,6.03
668,Atlético Madrid,,Yannick Carrasco,0,0,22,84.62,0,6.00,6.00
669,Benfica,,Jota,0,0,16,80,0,6.00,6.00
670,Valencia,,Eliaquim Mangala,0,0,17,80.95,0,5.90,5.90
671,Tottenham Hotspur,,Kyle Walker-Peters,0,0,21,75,1,5.80,5.80
672,Chelsea,,Willy Caballero,0,0,45,67.16,0,5.75,5.75
673,FK Crvena zvezda,,Jander,0,0,23,76.67,0,5.63,5.63
674,KRC Genk,,Maarten Vandevoordt,0,0,18,66.67,0,4.30,4.30
675,FC Bayern München,,Joshua Zirkzee,0,0,0,0,0,0,
676,Red Bull Salzburg,,Sekou Koita,0,0,1,33.33,0,0,
677,Atalanta,,Musa Barrow,0,0,1,50,0,0,
678,Shakhtar Donetsk,,Danylo Sikan,0,0,2,100,0,0,
679,AFC Ajax,,Jürgen Ekkelenkamp,0,0,3,75,0,0,
680,Galatasaray,,Erencan Yardımcı,0,0,0,0,0,0,
681,Borussia Dortmund,,Marcel Schmelzer,0,0,0,0,0,0,
682,GNK Dinamo Zagreb,,Mario Šitum,0,0,0,0,0,0,
683,Red Bull Salzburg,,Albert Vallci,0,0,0,0,0,0,
684,Tottenham Hotspur,,Malachi Fagan-Walcott,0,0,3,100,0,0,
685,Juventus,,Simone Muratore,0,0,0,0,0,0,
