#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
143,Sporting,,Bas Dost,2,1,3,0,64.8,
144,Napoli,,José Callejón,1,0,6,1,79.78,
145,RSC Anderlecht,,Sofiane Hanni,1,6,3,0,79.88,
146,RB Leipzig,,Kevin Kampl,0,7,6,1,84.42,
147,Basel,,Mohamed Elyounoussi,2,17,3,1,71.58,
148,Real Madrid,,Nacho Fernández,1,4,22,0,91.14,
149,Atlético Madrid,,Diego Godín,0,1,9,0,87.44,
150,Manchester United,,Chris Smalling,0,1,10,0,93.21,
151,FC Porto,,Alex Telles,1,7,12,1,77.41,
152,Tottenham Hotspur,,Heung-min Son,4,6,7,0,85.95,
153,RB Leipzig,,Timo Werner,3,6,4,0,65.82,
154,Manchester United,,Matteo Darmian,0,1,8,0,83.09,
155,Liverpool,,Trent Alexander-Arnold,1,5,25,1,76.83,
156,Sporting,,Sebastián Coates,0,6,12,1,80.33,
157,FC Porto,,Sérgio Oliveira,0,1,22,0,83.23,
158,Napoli,,Raúl Albiol,0,0,8,0,88.3,
159,Roma,,Stephan El Shaarawy,2,5,2,1,85.71,
160,FC Bayern München,,Arjen Robben,0,19,5,1,85.97,
161,Borussia Dortmund,,Pierre-Emerick Aubameyang,4,3,1,0,76.29,
162,Roma,,Daniele De Rossi,1,1,14,1,84.9,
163,Manchester City,,Vincent Kompany,0,2,2,0,93.69,
164,Manchester City,,Eliaquim Mangala,0,0,2,0,95.88,
165,Benfica,,Lisandro López,0,0,6,0,92.26,
166,Liverpool,,Emre Can,1,8,13,0,85.75,
167,RB Leipzig,,Dayot Upamecano,0,0,15,0,83.75,
168,Tottenham Hotspur,,Harry Winks,0,5,6,0,92.11,
169,Roma,,Konstantinos Manolas,2,1,14,0,86.45,
170,Borussia Dortmund,,Raphaël Guerreiro,1,2,1,0,91.33,
171,FC Bayern München,,Sandro Wagner,1,2,2,0,75,
172,Basel,,Manuel Akanji,0,1,8,1,81.08,
173,FC Porto,,Iker Casillas,0,0,0,0,56.12,
174,Roma,,Alisson,0,1,1,0,80.42,
175,Chelsea,,Pedro,1,7,7,2,85.89,
176,Manchester City,,Gabriel Jesus,4,2,9,0,77.98,
177,Feyenoord,,Nicolai Jørgensen,2,6,2,0,75,
178,AS Monaco,,Youri Tielemans,1,2,9,0,76.09,
179,CSKA Moscow,,Bibars Natcho,0,2,9,1,76.8,
180,Atlético Madrid,,Nicolás Gaitán,0,3,5,0,81.01,
181,Barcelona,,Gerard Piqué,1,0,12,0,90.18,
182,Manchester United,,Paul Pogba,0,7,8,1,86.03,
183,Benfica,,Andrija Živković,0,8,4,1,82.89,
184,Tottenham Hotspur,,Jan Vertonghen,0,1,14,1,86.51,
185,Manchester City,,Danilo,0,7,12,0,91.08,
186,Chelsea,,César Azpilicueta,1,1,13,0,88.24,
187,Paris Saint-Germain,,Marquinhos,0,0,9,1,94.15,
188,FC Bayern München,,Rafinha,0,1,17,0,89.15,
189,Real Madrid,,Luka Modrić,1,16,15,1,89.88,
190,Real Madrid,,Isco,0,19,14,2,91.55,
191,Shakhtar Donetsk,,Marlos Romero,2,21,9,2,84.67,
192,Napoli,,Arkadiusz Milik,1,0,0,0,76.92,
193,Celtic,,Moussa Dembélé,1,4,3,0,61.43,
194,Juventus,,Federico Bernardeschi,1,1,4,0,70,
195,Beşiktaş,,Ricardo Quaresma,0,10,8,3,74.65,
196,Basel,,Raoul Petretta,0,3,9,1,75.2,
197,FC Bayern München,,Manuel Neuer,0,0,0,0,91.3,
198,Manchester United,,Axel Tuanzebe,0,2,1,0,81.82,
199,Napoli,,Vlad Chiricheş,0,0,1,0,95.4,
200,Feyenoord,,Kenneth Vermeer,0,0,0,0,54.29,
201,Basel,,Léo Lacroix,0,0,3,0,88.89,
202,FC Spartak Moscow,,Artem Rebrov,0,0,0,0,60,
203,RB Leipzig,,Diego Demme,0,1,10,0,85.63,
204,Qarabağ,,Ansi Agolli,0,2,7,0,85.86,
205,Liverpool,,Joe Gomez,0,4,10,0,89.05,
206,Atlético Madrid,,Gabi,0,0,7,0,88.58,
207,Basel,,Éder Balanta,0,12,14,0,69.34,
208,Beşiktaş,,Duško Tošić,0,2,18,0,71.43,
209,Sevilla,,Steven N'Zonzi,0,5,11,0,92.39,
210,Real Madrid,,Marco Asensio,1,9,4,1,91.47,
211,Juventus,,Alex Sandro,0,13,30,1,83.3,
212,Shakhtar Donetsk,,Taison,1,21,6,0,84.82,
213,Barcelona,,Jordi Alba,0,2,12,0,87.94,
214,Basel,,Taulant Xhaka,1,9,13,1,87.34,
215,Liverpool,,Dejan Lovren,0,2,16,1,84.14,
216,Roma,,Bruno Peres,0,11,10,0,85.66,
217,Napoli,,Kalidou Koulibaly,0,1,10,0,88.84,
218,Liverpool,,Jordan Henderson,0,1,24,0,82.71,
219,Basel,,Dimitri Oberlin,4,9,12,0,69.23,
220,Borussia Dortmund,,Marcel Schmelzer,0,1,5,1,86.84,
221,Atlético Madrid,,José María Giménez,0,0,9,0,81.62,
222,FC Bayern München,,David Alaba,0,0,7,2,85.48,
223,Tottenham Hotspur,,Eric Dier,0,3,14,1,80.89,
224,FC Spartak Moscow,,Zé Luís,2,2,0,0,55,
225,Manchester United,,Marouane Fellaini,1,1,3,0,82.4,
226,Sevilla,,Simon Kjær,1,1,12,0,83.78,
227,Manchester City,,Aymeric Laporte,0,1,13,0,92.19,
228,Olympiacos FC,,Saša Zdjelar,0,1,5,0,83.81,
229,CSKA Moscow,,Aleksei Berezutskiy,0,1,6,0,80,
230,Celtic,,Mikael Lustig,0,0,14,0,85.55,
231,RB Leipzig,,Bruma,0,22,3,0,81.29,
232,FC Bayern München,,Sebastian Rudy,0,1,10,0,92.37,
233,Shakhtar Donetsk,,Yaroslav Rakitskyi,0,0,9,1,88.01,
234,Shakhtar Donetsk,,Facundo Ferreyra,3,2,6,1,78.91,
235,Olympiacos FC,,Felipe Pardo,2,3,1,0,80.3,
236,Liverpool,,Alex Oxlade-Chamberlain,2,10,7,0,82.57,
237,Olympiacos FC,,Vadis Odjidja-Ofoe,1,14,10,0,80.35,
238,FC Bayern München,,Javi Martínez,1,2,19,0,85.05,
239,FC Bayern München,,Sven Ulreich,0,0,0,1,68.32,
240,FC Bayern München,,Jérôme Boateng,0,2,3,1,84.55,
241,Napoli,,Piotr Zieliński,2,5,2,0,83.89,
242,RB Leipzig,,Emil Forsberg,2,14,5,0,79.86,
243,AS Monaco,,Fabinho,0,5,18,0,77.57,
244,Qarabağ,,Jakub Rzeźniczak,0,1,10,0,88.64,
245,Juventus,,Andrea Barzagli,0,0,13,0,92.96,
246,Shakhtar Donetsk,,Andriy Pyatov,0,0,1,0,69.13,
247,Sporting,,Seydou Doumbia,1,1,0,1,64.71,
248,FC Porto,,Maxi Pereira,1,5,4,0,75.38,
249,Celtic,,Kieran Tierney,0,6,11,1,79.6,
250,Shakhtar Donetsk,,Alan Patrick,0,2,3,0,90,
251,Benfica,,Filipe Augusto,0,4,4,0,85.29,
252,Sevilla,,Sébastien Corchia,0,1,2,0,90.91,
253,Olympiacos FC,,Alberto Botía,0,0,3,0,93.33,
254,Benfica,,Haris Seferović,1,1,0,0,73.97,
255,Feyenoord,,Ridgeciano Haps,0,10,10,0,80.23,
256,Feyenoord,,Bart Nieuwkoop,0,0,9,0,68.12,
257,FC Bayern München,,Arturo Vidal,0,1,20,0,86.49,
258,Barcelona,,Marc-André ter Stegen,0,0,0,0,74.54,
259,Paris Saint-Germain,,Ángel Di María,1,6,1,1,76.19,
260,CSKA Moscow,,Pontus Wernbloom,1,1,8,0,68.9,
261,Borussia Dortmund,,Julian Weigl,0,4,13,0,88.04,
262,NK Maribor,,Damjan Bohar,1,7,10,0,81.38,
263,AS Monaco,,João Moutinho,0,3,15,1,80.7,
264,Basel,,Renato Steffen,0,6,7,1,74.21,
265,Juventus,,Mattia De Sciglio,0,2,7,0,86.9,
266,Chelsea,,Michy Batshuayi,2,0,0,0,82.86,
267,Paris Saint-Germain,,Adrien Rabiot,1,10,12,2,92.9,
268,Sevilla,,Pablo Sarabia,1,13,11,2,81.87,
269,Real Madrid,,Borja Mayoral,1,1,1,1,87.18,
270,FC Porto,,Yacine Brahimi,1,36,13,1,77.63,
271,Tottenham Hotspur,,Georges-Kévin N'Koudou,1,7,0,0,86.96,
272,Barcelona,,Paco Alcácer,1,0,1,0,77.36,
273,Olympiacos FC,,Dimitris Nikolaou,1,0,3,0,80,
274,Manchester United,,Juan Mata,0,5,7,1,88.33,
275,Tottenham Hotspur,,Moussa Sissoko,0,5,9,1,88.37,
276,Sevilla,,Franco Vázquez,0,14,10,1,81.58,
277,Atlético Madrid,,Šime Vrsaljko,0,0,1,0,74.42,
278,Tottenham Hotspur,,Michel Vorm,0,0,0,0,100,
279,Barcelona,,Javier Mascherano,0,0,2,0,94.83,
280,Beşiktaş,,Matej Mitrović,0,0,2,0,72.41,
281,Manchester City,,Yaya Touré,0,4,6,0,94.77,
282,Borussia Dortmund,,Nuri Şahin,0,2,4,0,87.56,
283,Olympiacos FC,,Sebá,0,4,5,0,71.43,
284,Qarabağ,,Elvin Yunuszade,0,1,8,0,93.75,
285,FC Spartak Moscow,,Serdar Taşçı,0,2,7,0,92.22,
286,Liverpool,,Virgil van Dijk,0,2,5,0,79.84,
287,Atlético Madrid,,Jan Oblak,0,0,0,0,51.38,
288,CSKA Moscow,,Igor Akinfeev,0,0,0,0,43.05,
289,Barcelona,,Nélson Semedo,0,11,15,0,84.85,
290,Sevilla,,Jesús Navas,0,9,3,0,78.39,
291,FC Spartak Moscow,,Luiz Adriano,1,6,8,0,73.1,
292,Liverpool,,Andrew Robertson,0,5,11,0,82.04,
293,Liverpool,,Joël Matip,0,0,4,0,91.16,
294,Benfica,,Pizzi,0,5,9,0,84.22,
295,Beşiktaş,,Oğuzhan Özyakup,0,5,10,0,79.42,
296,Chelsea,,Tiemoué Bakayoko,1,4,12,1,86.75,
297,Napoli,,Amadou Diawara,1,3,5,0,92.45,
298,Olympiacos FC,,Björn Engels,0,0,4,0,92.13,
299,Shakhtar Donetsk,,Bernard,3,17,11,0,82.26,
300,Olympiacos FC,,Diogo Figueiras,0,2,7,2,76.64,
301,Shakhtar Donetsk,,Taras Stepanenko,0,2,18,1,87.95,
302,Atlético Madrid,,Koke,0,1,6,0,84.73,
303,Paris Saint-Germain,,Thiago Motta,0,1,7,0,93.52,
304,CSKA Moscow,,Sergey Ignashevich,0,0,5,0,75.51,
305,Real Madrid,,Keylor Navas,0,1,0,0,65.15,
306,FC Porto,,Ricardo Pereira,0,6,18,2,76.92,
307,CSKA Moscow,,Mário Fernandes,0,5,14,1,77.54,
308,Manchester United,,Eric Bailly,0,1,8,0,82.93,
309,Paris Saint-Germain,,Javier Pastore,0,6,1,0,88,
310,APOEL Nicosia,,Nauzet Pérez,0,0,1,0,50,
311,Beşiktaş,,Anderson Talisca,4,7,5,0,77.51,
312,FC Bayern München,,Niklas Süle,0,1,7,0,94.1,
313,Feyenoord,,Jeremiah St. Juste,1,3,8,0,90.35,
314,Sporting,,William Carvalho,0,5,11,0,87.8,
315,RSC Anderlecht,,Uroš Spajić,0,0,2,0,84.44,
316,Benfica,,Eduardo Salvio,0,17,9,0,81.53,
317,Manchester City,,Kyle Walker,0,16,8,1,87.67,
318,Manchester City,,Leroy Sané,0,30,7,2,85.37,
319,Manchester City,,Ederson,0,0,0,0,86.04,
320,FC Porto,,Héctor Herrera,1,4,19,1,82.91,
321,Manchester United,,Sergio Romero,0,0,0,0,53.06,
322,Real Madrid,,Kiko Casilla,0,0,0,0,73.81,
323,FC Spartak Moscow,,Mario Pašalić,0,4,13,0,83.63,
324,Beşiktaş,,Tolgay Arslan,0,6,15,0,87.88,
325,Chelsea,,Davide Zappacosta,1,5,2,0,78.07,
326,RB Leipzig,,Marcel Sabitzer,0,4,8,2,71.59,
327,Borussia Dortmund,,Mario Götze,0,3,9,1,87.29,
328,APOEL Nicosia,,Carlão,0,0,7,1,92.22,
329,Juventus,,Sami Khedira,0,4,11,3,86.71,
330,Tottenham Hotspur,,Davinson Sánchez,0,1,7,0,89.73,
331,Shakhtar Donetsk,,Ivan Ordets,0,0,14,0,89.89,
332,Qarabağ,,Bədavi Huseynov,0,0,5,0,89.84,
333,Barcelona,,Gerard Deulofeu,0,5,0,0,82.11,
334,FC Porto,,Óliver Torres,0,4,6,0,71.15,
335,Borussia Dortmund,,Maximilian Philipp,0,2,4,0,75.68,
336,Celtic,,Nir Bitton,0,1,11,0,89.36,
337,Manchester United,,Scott McTominay,0,3,3,0,88.89,
338,Beşiktaş,,Fabri,0,0,0,0,49.02,
339,Barcelona,,Luis Suárez,1,9,4,3,72.64,
340,Juventus,,Douglas Costa,0,40,6,1,80,
341,Liverpool,,Georginio Wijnaldum,1,14,14,2,84.41,
342,Benfica,,Jardel,0,1,6,0,93.57,
343,FC Porto,,Diego Reyes,0,1,5,0,89.05,
344,NK Maribor,,Marcos Tavares,1,5,5,1,79.78,
345,APOEL Nicosia,,Jesús Rueda,0,2,12,0,85.37,
346,Manchester City,,Fernandinho,0,7,17,0,89.88,
347,Basel,,Tomáš Vaclík,0,0,0,0,52.53,
348,Basel,,Marek Suchý,0,1,10,0,83.21,
349,Sporting,,Bruno César,2,2,2,0,84.78,
350,Liverpool,,Daniel Sturridge,1,2,0,2,83.33,
351,Real Madrid,,Theo Hernández,0,4,3,1,93.39,
352,Manchester United,,Zlatan Ibrahimović,0,0,0,0,58.33,
353,Feyenoord,,Tyrell Malacia,0,1,2,0,64.71,
354,Manchester City,,Benjamin Mendy,0,1,0,0,76.27,
355,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,0,0,92,
356,Celtic,,Cristian Gamboa,0,0,3,0,86.96,
357,Napoli,,Nikola Maksimović,0,0,0,0,83.52,
358,APOEL Nicosia,,Georgios Efrem,0,0,0,0,90,
359,APOEL Nicosia,,Minas Antoniou,0,0,2,0,100,
360,Benfica,,Gabriel Barbosa,0,0,2,0,88,
361,Juventus,,Daniele Rugani,0,0,1,0,75.47,
362,Borussia Dortmund,,Dan-Axel Zagadou,0,0,1,0,96.61,
363,Benfica,,Bruno Varela,0,0,0,0,70.37,
364,Beşiktaş,,Jeremain Lens,0,10,1,0,75.93,
365,NK Maribor,,Dare Vršič,0,1,1,0,81.48,
366,CSKA Moscow,,Georgi Milanov,0,3,2,0,65.52,
367,Manchester City,,Fabian Delph,0,5,10,0,92.7,
368,Sevilla,,Nolito,0,5,4,0,69.78,
369,Olympiacos FC,,Leonardo Koutris,0,2,12,0,73.38,
370,Roma,,Gerson,0,0,9,0,83.87,
371,Feyenoord,,Jean-Paul Boëtius,0,8,13,0,75.48,
372,Beşiktaş,,Ryan Babel,2,9,4,1,82.74,
373,FC Porto,,Iván Marcano,1,1,9,0,80.85,
374,Atlético Madrid,,Ángel Correa,0,8,2,1,76.29,
375,NK Maribor,,Jasmin Handanović,0,0,0,0,55.74,
376,APOEL Nicosia,,Mickaël Poté,2,4,3,0,70.51,
377,CSKA Moscow,,Alan Dzagoev,1,4,3,0,71.74,
378,Celtic,,Olivier Ntcham,0,4,15,2,88.66,
379,Chelsea,,David Luiz,1,2,7,0,91.05,
380,NK Maribor,,Jasmin Mešanović,1,1,0,0,75,
381,RB Leipzig,,Yussuf Poulsen,0,0,2,1,68.83,
382,NK Maribor,,Jean Claude Billong,0,0,6,0,83.87,
383,Beşiktaş,,Atiba Hutchinson,0,2,19,0,91.34,
384,Atlético Madrid,,Kévin Gameiro,1,1,0,0,78.79,
385,Basel,,Ricky van Wolfswinkel,1,0,2,0,81.08,
386,RB Leipzig,,Willi Orbán,1,0,10,0,78.79,
387,Atlético Madrid,,Stefan Savić,0,0,3,0,85.04,
388,Benfica,,Franco Cervi,0,1,2,0,75,
389,FC Spartak Moscow,,Salvatore Bocchetti,0,2,6,0,84.12,
390,Sporting,,Stefan Ristovski,0,0,5,0,80.7,
391,FC Spartak Moscow,,Lorenzo Melgarejo,1,1,3,1,71.88,
392,Benfica,,Raúl Jiménez,0,3,2,0,67.29,
393,Celtic,,Dedryck Boyata,0,2,6,0,91.4,
394,Juventus,,Stefano Sturaro,0,1,7,0,76.97,
395,Sporting,,Cristiano Piccini,0,7,8,0,80.84,
396,RSC Anderlecht,,Kara Mbodj,0,7,5,0,91.12,
397,Tottenham Hotspur,,Fernando Llorente,1,1,1,1,68.18,
398,Qarabağ,,Michel,1,9,13,0,79.37,
399,Shakhtar Donetsk,,Ismaily,1,15,14,0,80.34,
400,Juventus,,Stephan Lichtsteiner,0,2,0,1,72.73,
401,Beşiktaş,,Gökhan Gönül,0,2,13,1,74.07,
402,Benfica,,Rúben Dias,0,0,4,0,84.29,
403,FC Spartak Moscow,,Roman Zobnin,0,2,1,0,82.14,
404,FC Spartak Moscow,,Marko Petković,0,0,2,0,83.72,
405,Feyenoord,,Renato Tapia,0,6,6,0,85.88,
406,AS Monaco,,Guido Carrillo,0,0,3,0,53.66,
407,NK Maribor,,Marwan Kabha,0,11,20,0,78.14,
408,Chelsea,,Marcos Alonso,0,7,13,1,80,
409,Sporting,,Marcos Acuña,0,9,7,1,71.32,
410,Tottenham Hotspur,,Ben Davies,0,1,8,0,76.71,
411,Sporting,,Jérémy Mathieu,0,2,6,0,88.84,
412,Beşiktaş,,Álvaro Negredo,1,0,0,1,66.67,
413,Barcelona,,Ousmane Dembélé,1,3,1,0,75,
414,FC Spartak Moscow,,Fernando,1,2,7,0,85.2,
415,Atlético Madrid,,Lucas Hernández,0,0,1,0,81.25,
416,Borussia Dortmund,,Mahmoud Dahoud,0,6,5,0,84.21,
417,Real Madrid,,Dani Ceballos,0,3,2,0,94.17,
418,Chelsea,,Andreas Christensen,0,0,5,0,94.7,
419,Borussia Dortmund,,Roman Bürki,0,0,0,0,73.11,
420,Tottenham Hotspur,,Mousa Dembélé,0,13,10,0,92.74,
421,Chelsea,,Gary Cahill,0,0,5,0,92.2,
422,Celtic,,Scott Brown,0,3,13,0,94.86,
423,Barcelona,,Paulinho,0,4,11,0,92.2,
424,Paris Saint-Germain,,Julian Draxler,0,7,6,1,91.67,
425,FC Bayern München,,Franck Ribéry,0,21,4,1,83.66,
426,Sporting,,Fábio Coentrão,0,2,4,0,79,
427,Juventus,,Medhi Benatia,0,0,4,0,90.88,
428,Roma,,Alessandro Florenzi,0,5,12,0,74.32,
429,Roma,,Kevin Strootman,0,2,21,1,80.9,
430,RB Leipzig,,Marcel Halstenberg,0,2,16,1,76.42,
431,Celtic,,James Forrest,0,13,4,1,80.36,
432,Sporting,,Rui Patrício,0,0,0,0,57.69,
