#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
429,Malmö FF,,Sebastian Nanasi,0,2,1,0,80,
430,Beşiktaş,,Domagoj Vida,0,1,3,0,90.1,
431,Inter,,Stefano Sensi,0,0,0,0,94.12,
432,Beşiktaş,,Oğuzhan Özyakup,0,1,2,0,80,
433,Sevilla,,Ludwig Augustinsson,0,0,1,0,73.58,
434,Lille,,Isaac Lihadji,0,1,1,0,81.25,
435,Sevilla,,Jesús Navas,0,1,1,0,84.36,
436,Sevilla,,Thomas Delaney,0,0,6,0,77.38,
437,FC Bayern München,,Marc Roca,0,1,3,0,94.03,
438,Barcelona,,Ronald Araújo,0,6,9,0,83.87,
439,Juventus,,Weston McKennie,0,2,8,0,85.88,
440,Borussia Dortmund,,Gregor Kobel,0,0,1,0,87.04,
441,Shakhtar Donetsk,,Dodô,0,6,13,0,87.41,
442,Club Brugge KV,,Simon Mignolet,0,1,0,0,74.02,
443,Lille,,Amadou Onana,0,3,9,0,79,
444,Atlético Madrid,,Koke,0,3,14,1,80.72,
445,Juventus,,Wojciech Szczęsny,0,0,0,0,76.97,
446,Liverpool,,Joe Gomez,0,2,4,0,85.78,
447,Milan,,Alexis Saelemaekers,0,11,13,0,77.58,
448,Dynamo Kyiv,,Carlos De Pena,0,2,6,0,67.77,
449,VfL Wolfsburg,,Wout Weghorst,0,1,2,0,67.35,
450,Dynamo Kyiv,,Vitaliy Buyalskyi,0,5,3,0,78.43,
451,Beşiktaş,,Francisco Montero,1,0,7,0,85.71,
452,Club Brugge KV,,Ruud Vormer,0,1,3,1,83.95,
453,Liverpool,,Takumi Minamino,0,1,5,0,88.75,
454,RB Leipzig,,Willi Orbán,0,1,11,0,85.64,
455,FC Bayern München,,Tanguy Nianzou,0,1,5,0,94.29,
456,Barcelona,,Óscar Mingueza,0,0,7,0,88.28,
457,Benfica,,Paulo Bernardo,0,2,1,0,80,
458,Sporting,,Pedro Porro,1,6,12,0,67.71,
459,Villarreal,,Alfonso Pedraza,0,6,9,1,77.01,
460,Young Boys,,Silvan Hefti,1,1,9,1,71.63,
461,Barcelona,,Ansu Fati,1,2,1,0,84.72,
462,Sevilla,,Joan Jordán,1,5,5,0,89.96,
463,Paris Saint-Germain,,Julian Draxler,0,1,2,1,89.33,
464,Club Brugge KV,,Noah Mbamba,0,1,4,0,63.64,
465,Young Boys,,David von Ballmoos,0,0,0,0,66.25,
466,Malmö FF,,Niklas Moisander,0,1,2,0,88.89,
467,Atlético Madrid,,Šime Vrsaljko,0,0,11,0,62.96,
468,Shakhtar Donetsk,,Marlon,0,1,2,0,94.84,
469,Lille,,Xeka,0,3,5,0,79.05,
470,Juventus,,Dejan Kulusevski,1,0,2,0,81.82,
471,Red Bull Salzburg,,Luka Sučić,1,6,13,0,76.92,
472,Inter,,Matteo Darmian,0,0,7,1,69.64,
473,Zenit St. Petersburg,,Artem Dzyuba,0,1,0,1,62.5,
474,Villarreal,,Moi Gómez,0,2,6,1,76.25,
475,Juventus,,Aaron Ramsey,0,1,0,0,100,
476,Shakhtar Donetsk,,Viktor Korniienko,0,0,0,0,91.3,
477,Young Boys,,Nicolas Bürgy,0,0,3,0,89.63,
478,Barcelona,,Sergiño Dest,0,8,11,0,87.04,
479,Inter,,Roberto Gagliardini,0,0,4,0,85.71,
480,Malmö FF,,Adi Nalić,0,2,5,0,84.62,
481,Atalanta,,Juan Musso,0,0,1,0,70.5,
482,Chelsea,,Edouard Mendy,0,0,0,0,78.02,
483,Benfica,,Gonçalo Ramos,1,2,7,0,70.71,
484,Manchester United,,Marcus Rashford,1,1,6,0,80.34,
485,Atalanta,,Joakim Mæhle,0,4,11,1,87.62,
486,FC Porto,,Chancel Mbemba,0,2,4,0,87.39,
487,AFC Ajax,,Brian Brobbey,0,0,1,0,50,
488,Shakhtar Donetsk,,Marcos Antônio,0,3,5,0,94.98,
489,Liverpool,,Alisson,0,2,1,0,86.96,
490,Club Brugge KV,,Bas Dost,0,0,0,0,62.96,
491,Beşiktaş,,Mehmet Topal,0,1,5,0,83.33,
492,Red Bull Salzburg,,Benjamin Šeško,0,2,1,0,70,
493,Paris Saint-Germain,,Danilo Pereira,0,2,3,0,90.55,
494,Manchester United,,Nemanja Matić,0,2,3,0,85.35,
495,Lille,,Yusuf Yazıcı,0,3,1,0,87.88,
496,RB Leipzig,,Benjamin Henrichs,0,0,2,0,63.64,
497,Malmö FF,,Anders Christiansen,0,7,2,0,82.9,
498,Benfica,,Rafa Silva,1,18,11,1,79.76,
499,Lille,,Timothy Weah,0,3,5,0,73.13,
500,Atalanta,,Berat Djimsiti,0,0,4,0,80.1,
501,Dynamo Kyiv,,Viktor Tsygankov,0,2,8,1,83.7,
502,FC Porto,,Diogo Costa,0,0,1,0,59.06,
503,Atlético Madrid,,Mario Hermoso,0,5,11,0,74.57,
504,Red Bull Salzburg,,Junior Adamu,1,4,4,0,50,
505,Red Bull Salzburg,,Brenden Aaronson,0,10,14,2,80.29,
506,Atlético Madrid,,Ángel Correa,1,5,7,0,77.97,
507,FC Porto,,Fábio Vieira,0,3,0,1,82.05,
508,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,2,1,90.7,
509,Atalanta,,Davide Zappacosta,0,4,5,1,87.43,
510,Inter,,Denzel Dumfries,0,3,3,1,77.97,
511,Manchester City,,Ferran Torres,0,1,0,0,88.89,
512,Manchester United,,Amad Diallo,0,1,1,0,77.27,
513,Barcelona,,Riqui Puig,0,0,1,0,86.67,
514,Manchester United,,Zidane Iqbal,0,1,0,0,75,
515,Juventus,,Giorgio Chiellini,0,0,0,0,0,
516,Beşiktaş,,Georges-Kévin N'Koudou,0,2,1,0,83.33,
517,Sevilla,,Óscar Rodríguez,0,0,0,0,81.82,
518,Atalanta,,Hans Hateboer,0,0,2,0,87.88,
519,Red Bull Salzburg,,Daouda Guindo,0,0,0,0,100,
520,Club Brugge KV,,José Izquierdo,0,1,0,0,66.67,
521,Young Boys,,Miralem Sulejmani,0,0,0,0,100,
522,Manchester United,,Anthony Martial,0,2,0,0,87.1,
523,Shakhtar Donetsk,,Lassina Traoré,0,0,0,0,80,
524,Barcelona,,Sergi Roberto,0,2,0,0,82.19,
525,RB Leipzig,,Ilaix Moriba,0,2,1,0,92.86,
526,Sporting,,Jovane Cabral,0,0,2,0,78.26,
527,VfL Wolfsburg,,Aster Vranckx,0,8,11,0,77.55,
528,Sevilla,,Óliver Torres,0,1,3,0,82.76,
529,Sevilla,,Karim Rekik,0,0,0,0,89.53,
530,Beşiktaş,,Michy Batshuayi,0,9,3,0,75.31,
531,Young Boys,,Wilfried Kanga,0,0,0,0,50,
532,Zenit St. Petersburg,,Andrey Mostovoy,0,2,1,0,77.78,
533,RB Leipzig,,Joško Gvardiol,0,4,5,0,79,
534,Malmö FF,,Antonio Čolak,0,3,1,0,77.38,
535,Villarreal,,Samuel Chukwueze,2,3,4,0,74,
536,Paris Saint-Germain,,Achraf Hakimi,0,11,16,0,90.71,
537,Sporting,,Gonçalo Inácio,0,1,5,1,87.92,
538,Sporting,,Antonio Adán,0,0,0,0,64.42,
539,Dynamo Kyiv,,Oleksandr Karavayev,0,1,2,0,74.14,
540,FC Bayern München,,Bouna Sarr,0,4,1,0,87.14,
541,Beşiktaş,,Valentin Rosier,0,7,12,0,82.58,
542,Manchester United,,Edinson Cavani,0,1,1,1,74.29,
543,Barcelona,,Eric García,0,0,4,0,94.79,
544,Zenit St. Petersburg,,Vyacheslav Karavaev,0,0,6,0,82.35,
545,Benfica,,Valentino Lazaro,0,1,5,0,75,
546,Zenit St. Petersburg,,Danil Krugovoy,0,3,1,0,86.79,
547,Atlético Madrid,,Luis Suárez,1,1,1,0,64.2,
548,Manchester United,,Jadon Sancho,1,6,8,0,88.21,
549,Real Madrid,,Luka Jović,0,0,0,0,89.74,
550,Barcelona,,Yusuf Demir,0,4,2,0,82.22,
551,VfL Wolfsburg,,Sebastiaan Bornauw,0,0,3,0,75.56,
552,Dynamo Kyiv,,Vitinho,0,1,0,0,74.07,
553,VfL Wolfsburg,,Dodi Lukebakio,0,14,5,0,75.38,
554,Shakhtar Donetsk,,Marlos Romero,0,3,2,0,88.62,
555,Milan,,Olivier Giroud,0,0,2,0,61.4,
556,RB Leipzig,,Lukas Klostermann,0,0,7,0,85.88,
557,Young Boys,,Ulisses Garcia,0,5,12,0,80.58,
558,Young Boys,,Fabian Rieder,1,2,7,1,68.18,
559,Milan,,Ante Rebić,1,0,1,0,63.16,
560,Sporting,,Nuno Santos,1,1,0,0,70.31,
561,Sporting,,Ricardo Esgaio,0,1,11,2,82.86,
562,Juventus,,Koni De Winter,0,2,1,0,90.28,
563,Dynamo Kyiv,,Oleksandr Andriyevskyi,0,0,3,0,83.67,
564,Malmö FF,,Oscar Lewicki,0,0,0,0,85.25,
565,Inter,,Andrea Ranocchia,0,0,1,0,82.05,
566,Milan,,Zlatan Ibrahimović,0,0,2,0,77.55,
567,Sevilla,,Munir El Haddadi,0,1,0,0,80.39,
568,Milan,,Davide Calabria,0,0,14,0,70.34,
569,FC Porto,,Mateus Uribe,0,2,11,0,82.18,
570,Shakhtar Donetsk,,Taras Stepanenko,0,0,4,0,93.06,
571,Beşiktaş,,Can Bozdoğan,0,4,4,0,70.69,
572,Manchester United,,Paul Pogba,0,3,7,0,81.96,
573,Villarreal,,Juan Foyth,0,10,37,0,76.9,
574,Liverpool,,James Milner,0,0,6,1,75.84,
575,Beşiktaş,,Rachid Ghezzal,1,5,5,0,71.52,
576,Manchester City,,Ederson,0,0,0,0,84.27,
577,Malmö FF,,Søren Rieks,1,2,1,0,72.46,
578,Red Bull Salzburg,,Maurits Kjaergaard,1,0,1,0,50,
579,Juventus,,Moise Kean,1,0,3,0,66.67,
580,VfL Wolfsburg,,Luca Waldschmidt,0,0,1,0,82.14,
581,Inter,,Danilo D'Ambrosio,0,0,2,0,87.3,
582,Young Boys,,Christian Fassnacht,0,0,5,0,85.88,
583,Real Madrid,,Dani Ceballos,0,1,5,0,73.33,
584,FC Porto,,Toni Martínez,0,0,2,0,71.43,
585,Benfica,,Everton,0,8,9,0,76.7,
586,FC Porto,,Jesús Corona,0,3,6,0,77.14,
587,FC Porto,,João Mário,0,5,6,0,75,
588,Dynamo Kyiv,,Oleksandr Tymchyk,0,3,2,0,81,
589,Beşiktaş,,Gökhan Töre,0,1,4,0,70,
590,AFC Ajax,,Devyne Rensch,0,0,2,0,93.33,
591,Beşiktaş,,Cyle Larin,1,7,6,0,75,
592,Sporting,,Tiago Tomás,0,2,3,0,72.41,
593,FC Porto,,Vitinha,0,4,4,0,90.48,
594,VfL Wolfsburg,,Kevin Mbabu,0,10,7,0,67.38,
595,Malmö FF,,Bonke Innocent,0,1,10,0,87.27,
596,Liverpool,,Diogo Jota,1,11,8,1,78.51,
597,Chelsea,,Kepa Arrizabalaga,0,0,0,0,75,
598,Manchester United,,Tom Heaton,0,0,0,0,62.5,
599,Juventus,,Denis Zakaria,0,0,0,0,75,
600,Red Bull Salzburg,,Roko Šimić,0,0,1,0,100,
601,Paris Saint-Germain,,Junior Dina Ebimbe,0,0,0,0,100,
602,Villarreal,,Dani Raba,0,0,0,0,75,
603,Manchester United,,Charlie Savage,0,0,0,0,66.67,
604,Manchester City,,Luke Mbete,0,0,0,0,100,
605,RB Leipzig,,Solomon Bonnah,0,0,0,0,50,
606,Dynamo Kyiv,,Bogdan Lednev,0,0,0,0,100,
607,FC Porto,,Iván Marcano,0,0,1,0,68.52,
608,Dynamo Kyiv,,Ilia Shkurin,0,2,0,0,66.67,
609,Dynamo Kyiv,,Vladyslav Supryaga,0,0,1,0,93.75,
610,Borussia Dortmund,,Felix Passlack,0,0,1,0,81.82,
611,Villarreal,,Rubén Peña,0,0,2,0,66.67,
612,Zenit St. Petersburg,,Kirill Kravtsov,0,0,0,0,92.86,
613,FC Porto,,Pepê,0,0,0,0,57.14,
614,AFC Ajax,,Kenneth Taylor,0,2,2,0,72.73,
615,Beşiktaş,,Umut Meraş,0,3,3,0,78.41,
616,Milan,,Alessandro Florenzi,0,0,3,0,70.59,
617,Lille,,Gabriel Gudmundsson,0,2,7,0,69.01,
618,Malmö FF,,Malik Abubakari,0,0,0,0,79.31,
619,Inter,,Joaquín Correa,0,0,1,0,84,
620,Red Bull Salzburg,,Ignace Van der Brempt,0,9,11,0,61.4,
621,Benfica,,Pizzi,0,3,1,0,67.24,
622,Club Brugge KV,,Clinton Mata,0,4,14,0,68.18,
623,Red Bull Salzburg,,Philipp Köhn,0,0,0,0,64.47,
624,Villarreal,,Alberto Moreno,1,2,2,0,79.14,
625,Malmö FF,,Veljko Birmančević,0,8,7,1,63.64,
626,Zenit St. Petersburg,,Aleksandr Erokhin,0,0,1,0,85.71,
627,FC Bayern München,,Marcel Sabitzer,0,0,1,0,86.9,
628,Barcelona,,Philippe Coutinho,0,4,2,0,79.1,
629,Zenit St. Petersburg,,Dejan Lovren,0,0,2,0,83.75,
630,Inter,,Matías Vecino,0,1,2,0,69.05,
631,Beşiktaş,,Atiba Hutchinson,0,1,3,0,82.95,
632,Young Boys,,Jordan Lefort,0,0,5,0,68.69,
633,Sheriff Tiraspol,,Keston Julien,0,0,0,0,76.47,
634,Club Brugge KV,,Stanley N'Soki,0,1,5,0,81.82,
635,Malmö FF,,Martin Olsson,0,1,1,0,75.93,
636,Malmö FF,,Sergio Peña,0,3,11,0,78.48,
637,Club Brugge KV,,Eduard Sobol,0,7,8,1,72.16,
638,Real Madrid,,Gareth Bale,0,0,0,0,66.67,
639,Sporting,,Islam Slimani,0,0,0,0,73.91,
640,Dynamo Kyiv,,Eric Ramírez,0,0,0,0,66.67,
641,Sporting,,Flávio Nazinho,0,0,0,0,75,
642,Shakhtar Donetsk,,Tetê,0,7,2,0,86.36,
643,FC Porto,,Zaidu Sanusi,0,0,14,0,74.51,
644,Red Bull Salzburg,,Nicolás Capaldo,0,1,13,0,67.27,
645,Lille,,Renato Sanches,0,12,5,0,76.08,
646,Milan,,Pierre Kalulu,0,2,7,0,69.23,
647,Sheriff Tiraspol,,Frank Castañeda,0,4,3,0,78.82,
648,Malmö FF,,Jo Inge Berget,0,5,7,0,64.29,
649,Milan,,Daniel Maldini,0,0,1,0,83.33,
650,Barcelona,,Gavi,0,10,10,0,90.24,
651,Shakhtar Donetsk,,Mykhaylo Mudryk,0,5,2,0,81.54,
652,Club Brugge KV,,Jack Hendry,0,1,8,0,84.95,
653,Benfica,,Adel Taarabt,0,7,3,0,83.01,
654,Manchester United,,Jesse Lingard,0,2,2,1,86.36,
655,Dynamo Kyiv,,Vitaliy Mykolenko,0,2,2,0,84.38,
656,Borussia Dortmund,,Marin Pongračić,0,1,0,0,85.71,
657,Malmö FF,,Lasse Nielsen,0,1,4,0,82.32,
658,Atlético Madrid,,Yannick Carrasco,0,16,7,0,78.91,
659,Milan,,Franck Kessié,0,0,4,1,84.83,
660,Lille,,Edon Zhegrova,0,1,0,0,100,
661,Manchester City,,Liam Delap,0,0,0,0,0,
662,Lille,,Domagoj Bradarić,0,0,1,0,72.73,
663,Villarreal,,Vicente Iborra,0,0,0,0,60,
664,Atlético Madrid,,Javier Serrano,0,0,0,0,0,
665,Shakhtar Donetsk,,Dentinho,0,0,0,0,100,
666,Sevilla,,Iván Romero,0,0,0,0,0,
667,VfL Wolfsburg,,Daniel Ginczek,0,0,0,0,0,
668,Barcelona,,Alejandro Balde,0,1,0,0,85.71,
669,FC Porto,,Francisco Conceição,0,0,0,0,75,
670,Villarreal,,Aïssa Mandi,0,0,0,0,88.24,
671,Borussia Dortmund,,Emre Can,0,3,1,0,90.24,
672,VfL Wolfsburg,,Felix Nmecha,0,0,0,0,92.86,
673,Borussia Dortmund,,Dan-Axel Zagadou,0,1,2,0,89.29,
674,Club Brugge KV,,Wesley Moraes,0,0,0,0,66.67,
675,FC Porto,,Fábio Cardoso,0,0,0,0,88.37,
676,Zenit St. Petersburg,,Mikhail Kerzhakov,0,0,0,0,78.57,
677,Sheriff Tiraspol,,Maxim Cojocaru,0,0,0,0,100,
678,Barcelona,,Luuk de Jong,0,0,0,0,80,
679,Borussia Dortmund,,Ansgar Knauff,0,1,3,0,41.67,
680,Atalanta,,Giuseppe Pezzella,0,0,1,0,68.42,
681,VfL Wolfsburg,,John Brooks,0,0,4,0,82.87,
682,Atlético Madrid,,Matheus Cunha,0,3,2,0,88.24,
683,Dynamo Kyiv,,Heorhiy Bushchan,0,0,0,0,64.5,
684,Sheriff Tiraspol,,Bruno,0,5,6,0,75.34,
685,Malmö FF,,Erdal Rakip,0,1,6,0,63.89,
686,RB Leipzig,,Tyler Adams,0,1,9,0,86.47,
687,Malmö FF,,Franz Brorsson,0,0,5,0,84.02,
688,Sporting,,Manuel Ugarte,0,0,7,0,87.01,
689,Villarreal,,Boulaye Dia,1,0,1,0,72.73,
690,Beşiktaş,,Fabrice N'Sakala,0,4,6,0,80.86,
691,Young Boys,,Quentin Maceiras,0,0,2,0,86.54,
692,Atlético Madrid,,Felipe,0,2,2,0,84.19,
693,Beşiktaş,,Ersin Destanoğlu,0,0,0,0,65.08,
694,Sporting,,Rúben Vinagre,0,1,0,0,76,
695,Paris Saint-Germain,,Mauro Icardi,0,0,0,0,55.56,
696,RB Leipzig,,Mohamed Simakan,0,1,2,0,88.2,
697,Barcelona,,Sergio Agüero,0,1,0,0,80,
698,Borussia Dortmund,,Youssoufa Moukoko,0,0,0,0,100,
699,Benfica,,Nemanja Radonjić,0,2,0,0,72.73,
700,Sporting,,Gonçalo Esteves,0,1,2,0,79.31,
701,RB Leipzig,,Hugo Novoa Ramos,0,0,0,0,80,
702,Red Bull Salzburg,,Samson Tijani,0,0,0,0,87.5,
703,Malmö FF,,Noah Eile,0,0,0,0,0,
704,Shakhtar Donetsk,,Oleksiy Shevchenko,0,0,0,0,50,
705,Lille,,Léo Jardim,0,0,0,0,58.62,
706,Beşiktaş,,Rıdvan Yılmaz,0,1,4,0,82.14,
707,Benfica,,Soualiho Meïté,0,1,3,0,82.93,
708,Young Boys,,Felix Mambimbi,0,1,1,0,78.57,
709,VfL Wolfsburg,,Paulo Otávio,0,3,5,0,66.67,
710,Club Brugge KV,,Kamal Sowah,0,7,9,0,65.71,
711,VfL Wolfsburg,,Jérôme Roussillon,0,6,8,0,77.78,
712,Beşiktaş,,Kenan Karaman,0,10,3,0,72.73,
713,Club Brugge KV,,Federico Ricca,0,1,3,0,70.49,
714,Beşiktaş,,Welinton,0,1,14,0,83.24,
715,Benfica,,Diogo Gonçalves,0,0,0,0,82.93,
716,Dynamo Kyiv,,Benjamin Verbič,0,0,1,0,73.91,
717,Paris Saint-Germain,,Thilo Kehrer,0,0,0,0,89.29,
718,Red Bull Salzburg,,Andreas Ulmer,0,2,19,0,65.85,
719,Sheriff Tiraspol,,Dimitrios Kolovos,0,11,4,0,76.14,
720,Young Boys,,Marvin Spielmann,0,0,0,0,50,
721,Red Bull Salzburg,,Kamil Piątkowski,0,2,1,0,89.47,
722,Dynamo Kyiv,,Volodymyr Shepeliev,0,1,0,0,82.76,
723,Sheriff Tiraspol,,Stjepan Radeljić,0,0,0,0,75,
724,FC Porto,,Wendell,0,1,7,0,73.68,
725,RB Leipzig,,Péter Gulácsi,0,0,0,0,75.16,
726,AFC Ajax,,André Onana,0,1,0,0,82.35,
727,Sevilla,,Youssef En-Nesyri,0,0,0,0,75,
728,Beşiktaş,,Necip Uysal,0,1,3,0,62.07,
729,Sporting,,João Virgínia,0,0,0,0,74.19,
730,Borussia Dortmund,,Steffen Tigges,0,0,1,0,50,
731,Real Madrid,,Mariano Díaz,0,0,0,0,50,
732,Malmö FF,,Eric Larsson,0,1,0,0,75.58,
733,Atalanta,,Matteo Lovato,0,0,0,0,77.78,
734,Benfica,,Haris Seferović,0,0,0,0,50,
735,Club Brugge KV,,Cisse Sandra,0,0,0,0,64.29,
736,Liverpool,,Conor Bradley,0,0,0,0,0,0
737,Juventus,,Fabio Miretti,0,0,0,0,100,0
738,Sporting,,Rodrigo Ribeiro,0,0,0,0,100,0
739,Juventus,,Luca Pellegrini,0,0,0,0,0,0
740,Young Boys,,Cedric Zesiger,0,0,0,0,100,0
741,Benfica,,Gil Dias,0,0,0,0,0,0
742,Club Brugge KV,,Faitout Maouassa,0,0,0,0,0,0
743,Juventus,,Cosimo Marco Da Graca,0,0,2,0,0,0
744,Liverpool,,Max Woltman,0,0,0,0,0,0
745,Sheriff Tiraspol,,Serafim Cojocari,0,0,0,0,0,0
746,Zenit St. Petersburg,,Daniil Kuznetsov,0,0,0,0,100,0
747,Real Madrid,,Jesús Vallejo,0,0,0,0,75,0
