#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
428,FC Porto,,Sérgio Oliveira,1,1,2,0,77.5,
429,Olympique Lyonnais,,Léo Dubois,1,1,2,0,88.89,
430,Benfica,,Gedson Fernandes,1,4,10,0,78.53,
431,AFC Ajax,,Klaas-Jan Huntelaar,0,0,0,2,75,
432,Young Boys,,Nicolas Moumie Ngamaleu,0,5,7,1,78.57,
433,Club Brugge KV,,Cyril Ngonge,0,0,2,0,68,
434,Club Brugge KV,,Luan Peres,0,0,1,0,100,
435,Paris Saint-Germain,,Colin Dagba,0,0,1,0,100,
436,AS Monaco,,Almamy Touré,0,1,0,0,80,
437,PSV Eindhoven,,Michal Sadílek,0,0,0,0,90,
438,Valencia,,Toni Lato,0,0,0,0,83.33,
439,Viktoria Plzeň,,Luděk Pernica,0,0,0,0,82.76,
440,Barcelona,,Munir El Haddadi,0,0,0,0,83.33,
441,AFC Ajax,,Dani de Wit,0,1,3,0,69.23,
442,AFC Ajax,,Daley Sinkgraven,0,1,4,0,78.05,
443,FK Crvena zvezda,,Richmond Boakye,0,0,0,0,76.6,
444,Lokomotiv Moscow,,Fedor Smolov,0,1,1,0,67.35,
445,Inter,,Keita Baldé,0,2,1,0,85.71,
446,Manchester City,,Vincent Kompany,0,0,3,0,96.92,
447,Inter,,Danilo D'Ambrosio,0,2,11,0,80.1,
448,Club Brugge KV,,Thibault Vlietinck,0,1,4,0,79.17,
449,Manchester City,,Nicolás Otamendi,0,0,9,0,91.73,
450,TSG Hoffenheim,,Reiss Nelson,0,8,4,0,86.84,
451,Olympique Lyonnais,,Pape Cheikh,0,1,5,0,97.06,
452,FK Crvena zvezda,,Miloš Degenek,0,0,8,0,78.16,
453,FC Porto,,Yacine Brahimi,0,28,8,2,81.3,
454,Manchester United,,Anthony Martial,1,12,4,0,83.94,
455,Manchester United,,Victor Lindelöf,0,1,4,0,89.11,
456,Shakhtar Donetsk,,Maycon,1,1,7,0,87.84,
457,Galatasaray,,Yuto Nagatomo,0,5,7,0,80,
458,Tottenham Hotspur,,Erik Lamela,1,0,10,2,79.84,
459,Young Boys,,Michel Aebischer,0,2,9,0,88.8,
460,Benfica,,Gabriel Pires,0,4,6,0,73.53,
461,Tottenham Hotspur,,Danny Rose,0,14,11,0,79.82,
462,CSKA Moscow,,Georgi Schennikov,1,0,3,0,77.78,
463,Young Boys,,Christian Fassnacht,0,1,8,1,78.81,
464,Shakhtar Donetsk,,Olarenwaju Kayode,0,0,1,0,69.23,
465,CSKA Moscow,,Kirill Nababkin,0,1,13,0,85.4,
466,FC Porto,,Maxi Pereira,0,2,14,0,79.74,
467,FC Schalke 04,,Mark Uth,1,3,10,0,77.36,
468,Benfica,,Rúben Dias,0,2,7,0,86.06,
469,AS Monaco,,Radamel Falcao,0,5,2,0,79.76,
470,AS Monaco,,Kamil Glik,0,1,11,0,83.42,
471,Lokomotiv Moscow,,Vladislav Ignatjev,1,2,15,0,72.09,
472,Valencia,,Rodrigo,0,3,1,1,83.67,
473,Atlético Madrid,,Álvaro Morata,0,2,1,0,58.33,
474,Paris Saint-Germain,,Leandro Paredes,0,0,1,0,92.16,
475,Tottenham Hotspur,,Mousa Dembélé,0,2,4,0,95,
476,CSKA Moscow,,Timur Zhamaletdinov,0,1,0,0,40,
477,Valencia,,Gonçalo Guedes,0,6,5,0,78.4,
478,Atlético Madrid,,Vitolo,0,3,1,0,90.24,
479,FC Porto,,Fernando Andrade,0,1,7,0,65.38,
480,AEK Athens,,Vasilis Barkas,0,0,0,0,54.4,
481,FC Schalke 04,,Breel Embolo,1,5,4,0,67.27,
482,PSV Eindhoven,,Steven Bergwijn,0,6,4,1,82.29,
483,Young Boys,,Kevin Mbabu,0,6,20,0,71.64,
484,FK Crvena zvezda,,Milan Rodić,0,1,5,0,67.38,
485,FK Crvena zvezda,,Dušan Jovančić,0,8,7,0,76.77,
486,Barcelona,,Malcom,1,0,0,0,81.82,
487,Valencia,,Ferran Torres,0,3,2,0,78.72,
488,AS Monaco,,Youssef Aït Bennasser,0,1,5,0,84.92,
489,Paris Saint-Germain,,Eric Maxim Choupo-Moting,0,0,1,0,76.19,
490,Juventus,,Emre Can,0,4,4,0,88.41,
491,FK Crvena zvezda,,Marko Gobeljić,1,2,7,0,62.37,
492,Manchester United,,Andreas Pereira,0,2,2,0,82.52,
493,Lokomotiv Moscow,,Manuel Fernandes,0,10,8,0,77.37,
494,Olympique Lyonnais,,Jason Denayer,0,2,9,0,91.18,
495,Young Boys,,Roger Assalé,1,5,2,0,83.51,
496,AS Monaco,,Nacer Chadli,0,1,2,0,84.25,
497,FC Porto,,Iker Casillas,0,0,0,0,65.98,
498,Viktoria Plzeň,,Lukáš Hejda,1,0,11,0,76.47,
499,FC Schalke 04,,Suat Serdar,0,10,15,0,76.98,
500,FC Schalke 04,,Guido Burgstaller,1,1,0,1,62.07,
501,Lokomotiv Moscow,,Jefferson Farfán,1,0,1,0,85.98,
502,AS Monaco,,Moussa Sylla,1,1,1,0,81.4,
503,Benfica,,Eduardo Salvio,0,10,5,1,75.82,
504,Benfica,,João Félix,0,0,2,0,84,
505,FC Porto,,Vincent Aboubakar,0,0,0,0,45.45,
506,Paris Saint-Germain,,Moussa Diaby,0,0,1,0,100,
507,AFC Ajax,,Rasmus Kristensen,0,0,0,0,88.89,
508,AS Monaco,,Adama Traoré,0,0,0,0,100,
509,CSKA Moscow,,Abel Hernández,0,1,0,0,33.33,
510,AS Monaco,,Gobe Gouano,0,1,0,0,50,
511,Barcelona,,Thomas Vermaelen,0,0,0,0,78.95,
512,FC Porto,,Bruno Costa,0,1,2,0,100,
513,CSKA Moscow,,Konstantin Kuchaev,0,0,0,0,100,
514,Barcelona,,Carles Aleñá,0,2,2,0,96.43,
515,Inter,,Miranda,0,0,3,0,84,
516,Valencia,,Rúben Vezo,0,2,2,0,86.96,
517,Galatasaray,,Sinan Gümüş,0,4,1,0,85.71,
518,Lokomotiv Moscow,,Bryan Idowu,0,0,6,0,76.67,
519,Napoli,,Arkadiusz Milik,0,0,1,0,71.05,
520,AEK Athens,,Lucas Boyé,0,4,2,0,58.62,
521,AS Monaco,,Andrea Raggi,0,1,3,0,84.94,
522,Club Brugge KV,,Loïs Openda,0,0,1,0,47.06,
523,Young Boys,,Steve von Bergen,0,0,7,0,86.18,
524,Manchester United,,Jesse Lingard,0,2,4,0,88.89,
525,Paris Saint-Germain,,Thilo Kehrer,0,4,10,0,92.41,
526,Atlético Madrid,,Jan Oblak,0,0,0,0,52.29,
527,FK Crvena zvezda,,El Fardou Ben,1,7,4,0,79.49,
528,PSV Eindhoven,,Donyell Malen,0,2,5,0,81.25,
529,Borussia Dortmund,,Mahmoud Dahoud,0,1,4,0,90.79,
530,Shakhtar Donetsk,,Serhiy Kryvtsov,0,1,5,0,84.84,
531,AFC Ajax,,Kasper Dolberg,0,2,4,0,76.6,
532,AS Monaco,,Benjamin Henrichs,0,1,4,0,74.47,
533,Liverpool,,Joe Gomez,0,3,8,0,82.97,
534,Olympique Lyonnais,,Rafael,0,2,9,0,63.81,
535,AS Monaco,,Han-Noah Massengo,0,3,4,0,90.91,
536,AEK Athens,,Petros Mantalos,0,8,8,0,77.55,
537,CSKA Moscow,,Ivan Oblyakov,0,5,9,0,83.98,
538,FC Schalke 04,,Daniel Caligiuri,0,7,20,0,72.15,
539,Benfica,,André Almeida,0,3,16,0,77.1,
540,Shakhtar Donetsk,,Alan Patrick,0,2,4,1,90.98,
541,AS Monaco,,Jemerson,0,0,5,0,88.71,
542,AS Monaco,,Giulian Biancone,0,0,3,0,77.78,
543,FC Schalke 04,,Cedric Teuchert,0,1,1,0,84.62,
544,Club Brugge KV,,Siebe Schrijvers,0,0,1,0,64,
545,PSV Eindhoven,,Trent Sainsbury,0,0,1,0,67.57,
546,Viktoria Plzeň,,Ubong Ekpai,0,1,1,0,69.23,
547,CSKA Moscow,,Khetag Khosonov,0,1,0,0,86.11,
548,Viktoria Plzeň,,Daniel Kolář,0,0,1,0,75,
549,Galatasaray,,Muğdat Çelik,0,0,1,0,66.67,
550,Manchester City,,Fabian Delph,0,2,2,0,88.7,
551,Lokomotiv Moscow,,Igor Denisov,0,2,10,0,84.49,
552,Valencia,,Kévin Gameiro,0,2,0,0,84.09,
553,Inter,,Lautaro Martínez,0,2,1,0,63.64,
554,Atlético Madrid,,Nikola Kalinić,0,0,0,0,57.14,
555,Roma,,Patrik Schick,0,3,2,0,84.91,
556,FC Schalke 04,,Hamza Mendyl,0,2,8,0,71.54,
557,Juventus,,Mattia De Sciglio,0,2,4,0,85.12,
558,TSG Hoffenheim,,Kevin Vogt,0,0,4,0,92.02,
559,Young Boys,,Sékou Sanogo,0,1,7,0,84.81,
560,Inter,,Antonio Candreva,0,2,0,0,85.42,
561,Young Boys,,Miralem Sulejmani,0,5,3,0,81,
562,Viktoria Plzeň,,Tomáš Hořava,0,2,4,0,82.52,
563,Manchester United,,Fred,0,3,11,1,86.8,
564,AEK Athens,,Ezequiel Ponce,0,3,6,0,75.44,
565,Young Boys,,Loris Benito,0,1,11,0,77.78,
566,Galatasaray,,Selçuk İnan,1,0,2,0,86.75,
567,Atlético Madrid,,Ángel Correa,0,10,10,1,71.01,
568,Manchester United,,Mason Greenwood,0,0,0,0,0,
569,Galatasaray,,Yunus Akgün,0,0,0,0,100,
570,Barcelona,,Samuel Umtiti,0,0,1,0,91.18,
571,Juventus,,Leonardo Spinazzola,0,2,1,0,76.74,
572,FC Schalke 04,,Ahmed Kutucu,0,0,0,0,75,
573,FC Bayern München,,Woo-Yeong Jeong,0,1,0,0,75,
574,AFC Ajax,,Jürgen Ekkelenkamp,0,0,0,0,50,
575,Napoli,,Simone Verdi,0,0,0,0,75,
576,AFC Ajax,,Zakaria Labyad,0,0,0,0,100,
577,FC Schalke 04,,Franco Di Santo,0,0,1,0,66.67,
578,Olympique Lyonnais,,Jérémy Morel,0,0,1,0,78.05,
579,TSG Hoffenheim,,Benjamin Hübner,0,0,1,0,82.35,
580,Napoli,,Adam Ounas,0,2,0,0,80,
581,FK Crvena zvezda,,Dejan Joveljić,0,1,1,0,81.25,
582,Roma,,Rick Karsdorp,0,1,3,0,71.88,
583,AEK Athens,,Giannis Gianniotas,0,2,0,0,42.86,
584,AEK Athens,,Erik Morán,0,0,2,0,73.53,
585,Lokomotiv Moscow,,Vedran Ćorluka,0,0,5,0,76.36,
586,Juventus,,Sami Khedira,0,0,0,0,87.32,
587,AS Monaco,,Djibril Sidibé,0,3,13,0,84.12,
588,FK Crvena zvezda,,Branko Jovičić,0,1,7,0,72.22,
589,Viktoria Plzeň,,Aleš Hruška,0,0,0,0,61.36,
590,Lokomotiv Moscow,,Benedikt Höwedes,0,0,10,0,71.9,
591,AEK Athens,,Rodrigo Galo,0,1,2,0,78,
592,Shakhtar Donetsk,,Taras Stepanenko,0,1,14,0,85.48,
593,FK Crvena zvezda,,Goran Čaušić,0,0,8,0,70.91,
594,FC Schalke 04,,Steven Skrzybski,0,0,2,0,71.43,
595,TSG Hoffenheim,,Ermin Bičakčić,0,0,6,1,88.89,
596,Olympique Lyonnais,,Marçal,0,1,1,0,87.24,
597,Juventus,,Andrea Barzagli,0,0,2,0,87.01,
598,AEK Athens,,Konstantinos Galanopoulos,0,4,7,0,87.86,
599,AEK Athens,,Michalis Bakakis,0,3,10,0,71.43,
600,FK Crvena zvezda,,Lorenzo Ebecilio,0,5,3,1,76.09,
601,Atlético Madrid,,Gelson Martins,0,0,0,0,95.65,
602,Roma,,Iván Marcano,0,0,2,0,92.47,
603,AFC Ajax,,Lisandro Magallán,0,0,1,0,100,
604,Shakhtar Donetsk,,Dentinho,0,0,1,0,100,
605,Shakhtar Donetsk,,Wellington Nem,0,0,2,0,92.86,
606,Galatasaray,,Ömer Bayram,0,1,3,0,80,
607,Young Boys,,Thorsten Schick,0,0,3,0,87.8,
608,FC Bayern München,,Sandro Wagner,0,0,1,0,76.92,
609,AEK Athens,,Alef,0,2,5,0,78.67,
610,Shakhtar Donetsk,,Serhiy Bolbat,0,0,1,0,78.72,
611,PSV Eindhoven,,Denzel Dumfries,0,3,9,0,74.13,
612,Paris Saint-Germain,,Alphonse Aréola,0,0,0,0,94.67,
613,AEK Athens,,Giorgos Giakoumakis,0,1,1,0,66.67,
614,Valencia,,Denis Cheryshev,0,2,3,0,79.37,
615,AS Monaco,,Jean-Eudes Aholou,0,1,2,0,85.71,
616,Young Boys,,Leonardo Bertone,0,0,1,0,85.96,
617,FC Bayern München,,Renato Sanches,1,5,1,0,90,
618,Shakhtar Donetsk,,Mykola Matviyenko,0,3,10,0,85.12,
619,FK Crvena zvezda,,Veljko Simić,0,1,3,0,85.42,
620,FK Crvena zvezda,,Nenad Krstičić,0,1,8,0,85.5,
621,Inter,,Borja Valero,0,1,2,0,90.32,
622,Viktoria Plzeň,,Jakub Řezníček,0,0,1,0,57.14,
623,AEK Athens,,Viktor Klonaridis,2,6,1,0,74.6,
624,PSV Eindhoven,,Cody Gakpo,0,0,0,0,40,
625,Manchester United,,Marcos Rojo,0,1,1,0,84.62,
626,Manchester United,,Tahith Chong,0,0,1,0,75,
627,FC Porto,,Chidozie Awaziem,0,0,0,0,0,
628,TSG Hoffenheim,,Dennis Geiger,0,0,1,0,50,
629,Olympique Lyonnais,,Jordan Ferri,0,1,0,0,50,
630,Shakhtar Donetsk,,Oleg Danchenko,0,1,2,0,72.97,
631,Viktoria Plzeň,,Martin Zeman,0,0,0,0,78.26,
632,Club Brugge KV,,Kaveh Rezaei,0,0,0,0,82.61,
633,CSKA Moscow,,Kristijan Bistrović,0,0,1,0,83.16,
634,TSG Hoffenheim,,Kevin Akpoguma,0,0,7,0,85.57,
635,Atlético Madrid,,Francisco Montero,0,0,0,0,74.55,
636,TSG Hoffenheim,,Joshua Brenet,0,1,4,0,82.14,
637,Juventus,,Moise Kean,0,2,0,0,75,
638,Shakhtar Donetsk,,Bogdan Butko,0,0,1,0,95.24,
639,Viktoria Plzeň,,Milan Havel,0,0,2,0,52.63,
640,Lokomotiv Moscow,,Guilherme Marinato,0,0,0,0,48.67,
641,Viktoria Plzeň,,Roman Procházka,1,0,8,0,78.48,
642,PSV Eindhoven,,Érick Gutiérrez,0,2,2,0,85.45,
643,AEK Athens,,Uroš Ćosić,0,1,2,0,78.13,
644,FC Schalke 04,,Ralf Fährmann,0,0,0,0,57.89,
645,TSG Hoffenheim,,Ádám Szalai,0,1,3,0,80.95,
646,Tottenham Hotspur,,Victor Wanyama,0,3,7,0,76.8,
647,Lokomotiv Moscow,,Éder,0,0,3,0,71.08,
648,Roma,,Luca Pellegrini,0,0,3,0,78.57,
649,Galatasaray,,Mariano,0,2,4,0,84.44,
650,FC Bayern München,,Kingsley Coman,1,2,1,0,80.85,
651,Shakhtar Donetsk,,Andriy Pyatov,0,0,0,0,66,
652,Juventus,,Daniele Rugani,0,2,2,0,82.58,
653,FC Schalke 04,,Amine Harit,0,4,1,0,80.77,
654,Manchester United,,Sergio Romero,0,0,0,0,57.14,
655,TSG Hoffenheim,,Vincenzo Grifo,0,0,1,0,100,
656,AS Monaco,,Stevan Jovetić,0,0,0,0,60,
657,FC Porto,,Jorge,0,0,0,0,0,
658,Benfica,,Nicolás Castillo,0,0,0,0,50,
659,FK Crvena zvezda,,Nikola Stojiljković,0,0,0,0,70,
660,AS Monaco,,Julien Serrano,0,0,0,0,100,
661,Lokomotiv Moscow,,Mikhail Lysov,0,0,0,0,66.67,
662,Napoli,,Marko Rog,0,0,1,0,100,
663,Lokomotiv Moscow,,Rifat Zhemaletdinov,0,0,0,0,76.47,
664,Tottenham Hotspur,,Michel Vorm,0,0,0,0,84.09,
665,Club Brugge KV,,Karlo Letica,0,0,0,0,56.67,
666,AS Monaco,,Diego Benaglio,0,0,0,0,81.37,
667,Viktoria Plzeň,,David Limberský,0,5,4,1,78.24,
668,Paris Saint-Germain,,Gianluigi Buffon,0,0,0,0,67.57,
669,Roma,,Antonio Mirante,0,0,0,0,74,
670,Club Brugge KV,,Dion Cools,0,0,0,0,57.58,
671,Viktoria Plzeň,,Milan Petržela,0,2,7,0,75.76,
672,Shakhtar Donetsk,,Viktor Kovalenko,0,0,4,0,80.38,
673,FK Crvena zvezda,,Filip Stojković,0,2,7,0,62.07,
674,Atlético Madrid,,Stefan Savić,0,0,1,0,98.18,
675,Roma,,Ante Ćorić,0,0,0,0,91.67,
676,Viktoria Plzeň,,Radim Řezník,0,2,7,0,69.33,
677,FK Crvena zvezda,,Slavoljub Srnić,0,0,4,0,67.31,
678,PSV Eindhoven,,Nicolas Isimat-Mirin,0,0,1,0,83.33,
679,TSG Hoffenheim,,Stefan Posch,0,0,5,0,79.45,
680,Shakhtar Donetsk,,Fernando,0,0,1,0,68,
681,Young Boys,,David von Ballmoos,0,0,0,0,52.31,
682,FK Crvena zvezda,,Srđan Babić,0,1,1,0,79.61,
683,Liverpool,,Adam Lallana,0,2,0,0,75.47,
684,TSG Hoffenheim,,Kasim Adams,0,3,3,0,78.85,
685,AS Monaco,,Sofiane Diop,0,2,2,0,81.25,
686,Tottenham Hotspur,,Kyle Walker-Peters,0,2,0,0,90.91,
687,FC Schalke 04,,Bastian Oczipka,0,3,2,0,64.15,
688,AS Monaco,,Danijel Subašić,0,0,0,0,54.55,
689,FC Schalke 04,,Benjamin Goller,0,1,1,0,50,
690,Barcelona,,Denis Suárez,0,0,0,0,68.75,
691,FC Schalke 04,,Jeffrey Bruma,0,0,2,0,84.13,
692,Olympique Lyonnais,,Mathieu Gorgelin,0,0,0,0,83.33,
693,AEK Athens,,Marko Livaja,0,0,3,0,68.75,
694,AS Monaco,,Antonio Barreca,0,0,0,0,87.1,
695,Borussia Dortmund,,Sergio Gómez,0,0,0,0,100,0
696,TSG Hoffenheim,,Robin Hack,0,0,0,0,0,0
697,Young Boys,,Gregory Wüthrich,0,0,0,0,0,0
698,Club Brugge KV,,Saulo Decarli,0,0,0,0,0,0
699,Lokomotiv Moscow,,Boris Rotenberg,0,0,0,0,100,0
700,CSKA Moscow,,Georgiy Kyrnats,0,0,0,0,0,0
701,Club Brugge KV,,Krépin Diatta,0,0,0,0,100,0
702,CSKA Moscow,,Takuma Nishimura,0,0,0,0,0,0
