#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
186,Real Madrid,,Daniel Carvajal,0,5,9,1,85.71,
187,Real Madrid,,Jesús Vallejo,0,0,1,0,96.08,
188,Borussia Dortmund,,Shinji Kagawa,0,1,0,0,75,
189,Roma,,Javier Pastore,0,2,1,0,84.31,
190,Benfica,,Cristian Lema,0,0,0,0,71.43,
191,Valencia,,Jaume Doménech,0,0,0,0,76.19,
192,AS Monaco,,Loïc Badiashile,0,0,0,0,62.07,
193,Manchester City,,Danilo,0,0,0,0,95.3,
194,AEK Athens,,Anastasios Bakasetas,0,1,9,0,81.19,
195,Viktoria Plzeň,,Matúš Kozáčik,0,0,0,0,41.82,
196,Real Madrid,,Keylor Navas,0,0,0,0,89.47,
197,Valencia,,Mouctar Diakhaby,0,0,8,0,84.89,
198,CSKA Moscow,,Jaka Bijol,0,1,9,0,78.63,
199,Galatasaray,,Serdar Aziz,0,1,7,0,92.24,
200,Atlético Madrid,,Juanfran,0,3,12,0,78.77,
201,Manchester City,,John Stones,0,2,5,0,95.71,
202,Manchester United,,Luke Shaw,0,10,16,0,84.79,
203,Barcelona,,Marc-André ter Stegen,0,0,0,0,78.93,
204,Juventus,,Mario Mandžukić,1,0,8,0,63.36,
205,Shakhtar Donetsk,,Ismaily,2,5,17,3,83.39,
206,PSV Eindhoven,,Angeliño,0,3,7,1,69.64,
207,TSG Hoffenheim,,Ishak Belfodil,1,2,5,1,77.17,
208,Valencia,,Geoffrey Kondogbia,0,3,16,0,85.23,
209,AEK Athens,,Dmytro Chygrynskiy,0,0,10,0,89.91,
210,Galatasaray,,Martin Linnes,0,5,16,0,80.11,
211,FC Porto,,Otávio,2,11,20,1,69.2,
212,Galatasaray,,Fernando,0,3,8,0,86.54,
213,Juventus,,Wojciech Szczęsny,0,1,0,0,74.19,
214,FC Porto,,Éder Militão,2,4,23,0,80.82,
215,Atlético Madrid,,Thomas Partey,0,6,8,1,81.82,
216,Paris Saint-Germain,,Dani Alves,0,2,4,0,85.26,
217,Napoli,,Elseid Hysaj,0,4,4,0,90.98,
218,Manchester United,,Antonio Valencia,0,2,3,0,86.5,
219,FK Crvena zvezda,,Vujadin Savić,0,0,3,0,61.54,
220,AFC Ajax,,Nicolás Tagliafico,3,3,36,0,80.51,
221,Liverpool,,Daniel Sturridge,1,4,0,1,77.78,
222,Tottenham Hotspur,,Jan Vertonghen,1,4,12,1,83.95,
223,Napoli,,Nikola Maksimović,0,3,2,1,87.33,
224,Borussia Dortmund,,Roman Bürki,0,0,0,0,71.57,
225,Viktoria Plzeň,,Patrik Hrošovský,1,1,11,1,91.76,
226,Inter,,Radja Nainggolan,1,1,3,0,79.44,
227,Benfica,,Haris Seferović,1,2,0,0,58.25,
228,Manchester United,,Ander Herrera,0,0,7,0,95.15,
229,Manchester City,,Benjamin Mendy,0,0,6,0,90.72,
230,Inter,,Marcelo Brozović,0,2,17,0,88.41,
231,Napoli,,David Ospina,0,0,2,0,69.35,
232,CSKA Moscow,,Mário Fernandes,0,7,13,0,79.07,
233,Manchester United,,Chris Smalling,0,1,12,0,84.7,
234,FC Porto,,Héctor Herrera,2,10,14,1,82.79,
235,AFC Ajax,,André Onana,0,1,0,0,56.93,
236,Juventus,,Juan Cuadrado,0,2,10,2,90.4,
237,AFC Ajax,,Joël Veltman,0,2,14,0,77.84,
238,Manchester City,,Fernandinho,0,4,13,0,87.35,
239,PSV Eindhoven,,Hirving Lozano,2,8,8,1,71.3,
240,Viktoria Plzeň,,Tomáš Chorý,1,1,3,0,68.83,
241,Real Madrid,,Álvaro Odriozola,0,2,5,0,95.45,
242,FC Schalke 04,,Matija Nastasić,0,0,20,0,89.17,
243,FC Schalke 04,,Salif Sané,0,0,7,0,82.95,
244,Liverpool,,Xherdan Shaqiri,0,0,1,2,72.41,
245,Juventus,,Douglas Costa,0,11,1,0,91.3,
246,CSKA Moscow,,Igor Akinfeev,0,0,0,0,41.03,
247,Young Boys,,Sandro Lauper,0,3,14,0,86.52,
248,AFC Ajax,,Lasse Schöne,1,4,22,2,87.32,
249,AFC Ajax,,Frenkie de Jong,0,15,27,0,89.3,
250,FC Bayern München,,Leon Goretzka,0,2,11,0,88.33,
251,Juventus,,Rodrigo Bentancur,0,8,15,0,84.71,
252,Roma,,Alessandro Florenzi,0,4,15,1,75.47,
253,Olympique Lyonnais,,Marcelo,0,0,10,0,87.98,
254,FC Porto,,Danilo Pereira,0,7,14,0,87.27,
255,PSV Eindhoven,,Pablo Rosario,1,3,16,1,82.38,
256,Club Brugge KV,,Arnaut Danjuma,1,1,0,0,75.47,
257,TSG Hoffenheim,,Håvard Nordtveit,1,0,1,0,86.3,
258,FC Schalke 04,,Alessandro Schöpf,1,5,4,0,83.59,
259,Liverpool,,Naby Keïta,1,8,13,0,81.25,
260,Roma,,Konstantinos Manolas,1,3,9,0,86.91,
261,Lokomotiv Moscow,,Aleksei Miranchuk,0,11,7,2,76.03,
262,FC Bayern München,,David Alaba,0,3,9,2,82.78,
263,Liverpool,,Andrew Robertson,0,7,30,2,79.1,
264,AEK Athens,,Marios Oikonomou,0,2,3,1,89.12,
265,TSG Hoffenheim,,Nico Schulz,0,4,11,1,82.38,
266,Inter,,Kwadwo Asamoah,0,7,8,1,85.33,
267,TSG Hoffenheim,,Nadiem Amiri,0,1,3,0,84.21,
268,FC Porto,,Diogo Leite,0,0,0,0,70,
269,AS Monaco,,Jordi Mboula,0,2,0,0,81.82,
270,Club Brugge KV,,Jelle Vossen,0,1,1,0,60.87,
271,Club Brugge KV,,Sofyan Amrabat,0,4,4,0,72.62,
272,Young Boys,,Marco Wölfli,0,0,1,0,57.35,
273,AFC Ajax,,Maximilian Wöber,0,0,3,0,91.5,
274,Manchester United,,Marcus Rashford,2,7,8,0,81.73,
275,Barcelona,,Sergi Roberto,0,6,14,0,89.72,
276,CSKA Moscow,,Fedor Chalov,2,3,4,0,70.68,
277,Atlético Madrid,,Diego Godín,1,3,3,0,80.3,
278,Galatasaray,,Ryan Donk,0,3,8,0,85.37,
279,Paris Saint-Germain,,Adrien Rabiot,0,2,8,0,90.38,
280,Borussia Dortmund,,Łukasz Piszczek,0,2,13,0,84.81,
281,Barcelona,,Arthur,0,4,12,0,94.22,
282,Viktoria Plzeň,,Jan Kovařík,1,1,1,0,73.68,
283,Real Madrid,,Mariano Díaz,1,2,0,0,80,
284,Viktoria Plzeň,,Jan Kopic,0,5,2,2,79.25,
285,Roma,,Stephan El Shaarawy,0,4,4,1,82.43,
286,Galatasaray,,Younès Belhanda,0,5,6,0,80.14,
287,Benfica,,Jardel,0,1,6,0,84.34,
288,Paris Saint-Germain,,Marquinhos,1,2,11,0,91.74,
289,FC Schalke 04,,Nabil Bentaleb,3,7,18,0,81.69,
290,AS Monaco,,Samuel Grandsir,1,4,4,0,82.46,
291,TSG Hoffenheim,,Pavel Kadeřábek,1,2,10,0,80.19,
292,FC Schalke 04,,Yevhen Konoplyanka,0,12,2,1,78.3,
293,Benfica,,Germán Conti,0,0,6,0,86.73,
294,CSKA Moscow,,Alan Dzagoev,0,1,0,0,90.22,
295,AFC Ajax,,Daley Blind,0,2,23,0,81.51,
296,Paris Saint-Germain,,Thomas Meunier,1,1,4,1,81.41,
297,Borussia Dortmund,,Paco Alcácer,1,1,2,1,71.58,
298,Borussia Dortmund,,Achraf Hakimi,0,5,9,3,84.9,
299,Real Madrid,,Thibaut Courtois,0,0,0,0,65.03,
300,FC Schalke 04,,Benjamin Stambouli,0,2,22,0,73.64,
301,Tottenham Hotspur,,Harry Winks,0,6,16,0,90.38,
302,Manchester United,,Romelu Lukaku,2,8,3,1,73.39,
303,AFC Ajax,,Noussair Mazraoui,2,13,37,0,84.56,
304,Club Brugge KV,,Wesley Moraes,2,4,2,0,70.4,
305,Real Madrid,,Marcos Llorente,0,2,4,0,92.92,
306,Real Madrid,,Javi Sánchez,0,0,2,0,92.31,
307,Valencia,,Francis Coquelin,0,4,7,0,86.3,
308,FC Schalke 04,,Sebastian Rudy,0,2,8,0,82.54,
309,Benfica,,Odysseas Vlachodimos,0,0,0,0,65.85,
310,Roma,,Steven N'Zonzi,0,2,15,0,88.81,
311,Tottenham Hotspur,,Fernando Llorente,2,5,2,1,55.29,
312,Borussia Dortmund,,Jadon Sancho,1,11,4,1,87.98,
313,Roma,,Bryan Cristante,0,6,16,0,85.12,
314,Manchester City,,Aymeric Laporte,2,2,12,0,92.44,
315,Tottenham Hotspur,,Serge Aurier,0,7,8,1,77.83,
316,Benfica,,Ljubomir Fejsa,0,1,20,0,84.42,
317,Benfica,,Franco Cervi,0,1,15,0,75.51,
318,Tottenham Hotspur,,Dele Alli,0,10,9,3,81.05,
319,Olympique Lyonnais,,Ferland Mendy,0,7,7,1,83.57,
320,Atlético Madrid,,Rodri,0,4,9,0,89.83,
321,FC Schalke 04,,Weston McKennie,1,1,7,1,61.7,
322,TSG Hoffenheim,,Leonardo Bittencourt,0,2,7,1,75.61,
323,Inter,,Matteo Politano,0,6,5,1,70.97,
324,Manchester United,,Phil Jones,0,1,4,0,92.65,
325,CSKA Moscow,,Hörður Magnússon,0,0,1,0,77.88,
326,FC Porto,,Tiquinho Soares,1,3,3,1,73.77,
327,Roma,,Daniele De Rossi,1,0,3,0,85.95,
328,AEK Athens,,André Simões,0,4,8,0,89.55,
329,Tottenham Hotspur,,Toby Alderweireld,0,0,11,0,86.14,
330,Juventus,,Alex Sandro,0,10,16,0,88.24,
331,AFC Ajax,,David Neres,2,19,10,2,86.41,
332,TSG Hoffenheim,,Kerem Demirbay,0,7,7,2,79.38,
333,FC Bayern München,,Rafinha,0,4,15,1,88.13,
334,CSKA Moscow,,Nikita Chernov,0,0,8,0,84.62,
335,Tottenham Hotspur,,Hugo Lloris,0,1,0,0,74.04,
336,CSKA Moscow,,Arnór Sigurðsson,2,3,3,1,82.83,
337,TSG Hoffenheim,,Oliver Baumann,0,0,0,0,69.79,
338,Roma,,Nicolò Zaniolo,2,7,5,0,76.36,
339,Manchester United,,Ashley Young,0,2,11,1,80.63,
340,Liverpool,,Divock Origi,3,4,0,0,73.47,
341,Paris Saint-Germain,,Juan Bernat,3,5,12,0,88.64,
342,FC Bayern München,,Arjen Robben,2,2,2,1,77.52,
343,Olympique Lyonnais,,Bertrand Traoré,1,6,6,1,87.94,
344,Lokomotiv Moscow,,Anton Miranchuk,1,9,7,0,75.26,
345,FC Bayern München,,Franck Ribéry,1,16,7,0,80.58,
346,Shakhtar Donetsk,,Marlos Romero,0,4,1,1,89.4,
347,FC Bayern München,,Thomas Müller,0,2,9,1,68.39,
348,FC Porto,,Hernâni,0,1,3,1,66.67,
349,FC Bayern München,,Serge Gnabry,0,8,14,1,76.51,
350,Napoli,,Faouzi Ghoulam,0,0,1,0,76.19,
351,Barcelona,,Jeison Murillo,0,0,1,0,95.35,
352,Liverpool,,Alberto Moreno,0,0,1,0,100,
353,PSV Eindhoven,,Maximiliano Romero,0,0,0,0,100,
354,FC Porto,,Riechedly Bazoer,0,0,0,0,100,
355,AS Monaco,,Kévin N'Doram,0,1,1,0,78.72,
356,AS Monaco,,Benoît Badiashile,0,1,2,0,92.31,
357,Inter,,Šime Vrsaljko,0,0,1,0,81.48,
358,Olympique Lyonnais,,Martin Terrier,0,1,1,0,77.27,
359,Manchester United,,Alexis Sánchez,0,3,3,0,75.58,
360,Valencia,,José Luis Gayà,0,3,9,0,80.63,
361,Napoli,,Mário Rui,0,6,8,0,81.03,
362,Viktoria Plzeň,,Roman Hubník,0,0,13,0,78.77,
363,Paris Saint-Germain,,Presnel Kimpembe,1,3,15,0,91.57,
364,Paris Saint-Germain,,Julian Draxler,0,4,4,1,92.31,
365,Benfica,,Rafa Silva,0,5,14,0,72.45,
366,Inter,,Milan Škriniar,0,1,24,0,90.53,
367,Atlético Madrid,,Lucas Hernández,0,1,7,0,86.81,
368,Valencia,,Dani Parejo,0,6,7,0,88.35,
369,Galatasaray,,Henry Onyekuru,0,3,6,0,68.63,
370,Borussia Dortmund,,Thomas Delaney,0,0,6,0,86.7,
371,Liverpool,,Fabinho,0,2,27,0,81.07,
372,Atlético Madrid,,Diego Costa,1,0,0,1,77.45,
373,Roma,,Davide Santon,0,2,6,1,88.29,
374,Club Brugge KV,,Mats Rits,0,1,5,1,87.18,
375,Real Madrid,,Federico Valverde,0,3,5,0,93.98,
376,Manchester United,,Diogo Dalot,0,5,4,0,78.57,
377,Manchester United,,Eric Bailly,0,1,5,0,87.29,
378,Young Boys,,Jean-Pierre Nsame,0,3,6,0,74.55,
379,Club Brugge KV,,Clinton Mata,0,3,15,0,76,
380,FC Porto,,André Pereira,0,3,2,0,81.48,
381,Atlético Madrid,,Thomas Lemar,0,11,8,1,80.89,
382,FC Schalke 04,,Omar Mascarell,0,0,4,0,82.01,
383,Galatasaray,,Fernando Muslera,0,0,0,0,65.15,
384,Lokomotiv Moscow,,Grzegorz Krychowiak,0,2,12,0,81.82,
385,Viktoria Plzeň,,Aleš Čermák,0,7,5,1,80,
386,Manchester City,,Ederson,0,0,0,1,88.26,
387,Barcelona,,Nélson Semedo,0,11,16,0,90.99,
388,FC Porto,,Adrián López,1,1,1,0,86.67,
389,TSG Hoffenheim,,Florian Grillitsch,1,9,14,0,82.35,
390,Roma,,Aleksandar Kolarov,0,7,4,1,77.03,
391,AS Monaco,,Khéphren Thuram,0,0,3,0,87.88,
392,Young Boys,,Ulisses Garcia,0,2,6,0,87.04,
393,Liverpool,,Dejan Lovren,0,0,3,0,88.65,
394,Lokomotiv Moscow,,Dmitriy Barinov,0,1,9,0,71.68,
395,Borussia Dortmund,,Mario Götze,0,6,15,0,85.27,
396,PSV Eindhoven,,Jorrit Hendrix,0,5,11,0,78.09,
397,Juventus,,Blaise Matuidi,0,8,15,0,84.33,
398,Borussia Dortmund,,Christian Pulišić,1,19,6,0,83.54,
399,Olympique Lyonnais,,Lucas Tousart,1,2,21,0,79.41,
400,Tottenham Hotspur,,Heung-min Son,4,20,14,1,84.1,
401,Valencia,,Michy Batshuayi,1,7,3,0,77.45,
402,PSV Eindhoven,,Gastón Pereiro,0,4,5,1,74.53,
403,Barcelona,,Arturo Vidal,0,0,25,0,86.08,
404,Manchester United,,Juan Mata,1,3,4,0,90.15,
405,Olympique Lyonnais,,Moussa Dembélé,1,6,2,0,74.14,
406,Tottenham Hotspur,,Ben Davies,0,3,8,1,81.25,
407,Manchester United,,Scott McTominay,0,6,9,0,90.72,
408,FC Porto,,Pepe,0,0,7,0,84.29,
409,Club Brugge KV,,Emmanuel Dennis,0,8,3,0,71.43,
410,Valencia,,Daniel Wass,0,3,4,0,80.71,
411,Shakhtar Donetsk,,Davit Khocholava,0,0,1,0,88.49,
412,CSKA Moscow,,Dmitri Efremov,0,4,3,0,68.57,
413,Napoli,,Piotr Zieliński,0,4,0,0,84.62,
414,Atlético Madrid,,Saúl Ñíguez,1,6,13,0,81.17,
415,Young Boys,,Mohamed Camara,0,0,7,0,79.02,
416,FC Porto,,Óliver Torres,0,4,12,1,79.82,
417,Lokomotiv Moscow,,Solomon Kvirkvelia,0,0,11,0,70,
418,PSV Eindhoven,,Daniel Schwaab,0,0,8,0,81.37,
419,Tottenham Hotspur,,Eric Dier,0,1,3,0,86.1,
420,Manchester City,,Kyle Walker,0,5,4,0,90.02,
421,AEK Athens,,Niklas Hult,0,5,11,1,74.58,
422,CSKA Moscow,,Rodrigo Becão,0,1,11,0,82.98,
423,Napoli,,Allan,0,7,39,0,90,
424,PSV Eindhoven,,Nick Viergever,0,0,4,0,85.88,
425,Manchester United,,David De Gea,0,0,1,0,62.57,
426,Tottenham Hotspur,,Moussa Sissoko,0,9,20,1,87.21,
427,Liverpool,,Georginio Wijnaldum,2,9,12,0,85.45,
