#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
430,Chelsea,,Ramires,1,6,7,0,84.94,
431,Sporting,,João Mário,0,2,6,1,92.42,
432,Malmö FF,,Anton Tinnerholm,0,9,6,1,76.37,
433,RSC Anderlecht,,Ibrahima Conte,0,11,12,0,86.88,
434,APOEL Nicosia,,Mario Sergio,0,5,24,0,75.71,
435,Barcelona,,Jérémy Mathieu,0,0,8,0,88,
436,Basel,,Taulant Xhaka,0,3,18,0,83.51,
437,Barcelona,,Pedro,0,4,3,3,89.29,
438,Chelsea,,Loïc Rémy,1,0,1,0,85,
439,Athletic Club,,Guillermo,1,4,3,0,65.22,
440,Manchester City,,Yaya Touré,1,8,2,0,88.47,
441,Athletic Club,,Aritz Aduriz,1,2,0,0,70.77,
442,FC Porto,,Adrián López,1,1,2,0,83.33,
443,FC Bayern München,,Medhi Benatia,1,3,15,0,90.79,
444,NK Maribor,,Mitja Viler,0,2,10,1,77.78,
445,Liverpool,,Raheem Sterling,0,22,5,1,78.45,
446,Real Madrid,,Lucas Silva,0,0,2,0,85.94,
447,Borussia Dortmund,,Kevin Kampl,0,1,3,0,88.64,
448,RSC Anderlecht,,Davy Roef,0,0,0,0,59.09,
449,Ludogorets,,Brayan Angulo,0,2,1,0,82,
450,Olympiacos FC,,Jimmy Durmaz,0,0,1,0,90,
451,Arsenal,,Stefan O'Connor,0,0,0,0,85.71,
452,Barcelona,,Sergi Roberto,0,1,6,0,91.74,
453,AS Monaco,,Lacina Traoré,0,3,1,0,90.91,
454,Benfica,,Ola John,0,7,2,0,69.77,
455,Ludogorets,,Juninho Quixadá,0,2,1,0,66.67,
456,NK Maribor,,Welle N'Diaye,0,0,2,0,100,
457,Barcelona,,Munir El Haddadi,0,0,2,0,85.71,
458,Borussia Dortmund,,Jakub Błaszczykowski,0,0,3,0,83.72,
459,Bayer 04 Leverkusen,,Tin Jedvaj,0,0,5,0,73.47,
460,Malmö FF,,Pa Konate,0,1,5,0,65.52,
461,Malmö FF,,Simon Thern,0,3,1,0,87.5,
462,Athletic Club,,Andoni Iraola,0,0,7,0,79.63,
463,Paris Saint-Germain,,Clément Chantôme,0,1,1,0,100,
464,Roma,,Adem Ljajić,0,5,0,0,86.14,
465,Athletic Club,,Carlos Gurpegi,0,0,6,0,75,
466,Olympiacos FC,,Omar Elabdellaoui,0,7,15,0,82.48,
467,Paris Saint-Germain,,Javier Pastore,0,24,16,1,82.14,
468,FC Porto,,Fabiano,0,0,0,0,59.29,
469,BATE Borisov,,Nikolay Signevich,0,1,0,1,60.61,
470,Zenit St. Petersburg,,Oleg Shatov,0,1,7,1,72.26,
471,Liverpool,,Simon Mignolet,0,1,0,0,73.45,
472,APOEL Nicosia,,João Guilherme,0,0,14,0,84.89,
473,Basel,,Breel Embolo,1,10,6,1,71.94,
474,Galatasaray,,Blerim Džemaili,0,5,7,0,85.92,
475,Malmö FF,,Emil Forsberg,0,9,12,1,85.25,
476,AFC Ajax,,Jaïro Riedewald,0,0,5,0,94.92,
477,Bayer 04 Leverkusen,,Sebastian Boenisch,0,1,3,0,47.56,
478,BATE Borisov,,Ilya Aleksievich,0,1,2,0,91.23,
479,Athletic Club,,Óscar de Marcos,0,3,16,0,69.47,
480,FC Porto,,Óliver Torres,0,7,13,0,88.07,
481,Benfica,,Eduardo Salvio,1,16,8,0,74.48,
482,Benfica,,Derley,0,2,4,1,69.35,
483,NK Maribor,,Dare Vršič,0,2,3,0,71.31,
484,FC Schalke 04,,Atsuto Uchida,0,2,9,0,82.88,
485,NK Maribor,,Luka Zahović,1,0,2,0,81.82,
486,FC Schalke 04,,Max Meyer,1,1,4,0,85.13,
487,Roma,,Łukasz Skorupski,0,0,0,0,35.44,
488,FC Schalke 04,,Timon Wellenreuther,0,0,0,0,52.94,
489,Ludogorets,,Anicet Abel,0,5,7,0,87.18,
490,NK Maribor,,Marcos Tavares,0,7,7,0,83.85,
491,Galatasaray,,Goran Pandev,0,3,2,0,63.27,
492,Galatasaray,,Yasin Öztekin,0,0,5,0,87.88,
493,APOEL Nicosia,,Urko Pardo,0,0,0,0,48.3,
494,Chelsea,,Diego Costa,0,10,3,1,75,
495,FC Porto,,Rúben Neves,0,3,6,0,85.27,
496,FC Schalke 04,,Eric Maxim Choupo-Moting,1,18,5,0,77.78,
497,Liverpool,,Joe Allen,0,1,10,0,86.7,
498,Zenit St. Petersburg,,Viktor Fayzulin,0,3,11,0,85.19,
499,Ludogorets,,Yordan Minev,1,2,8,0,82.11,
500,NK Maribor,,Damjan Bohar,1,4,0,0,83.65,
501,AFC Ajax,,Nick Viergever,0,4,8,0,92.13,
502,BATE Borisov,,Aleksandr Karnitskiy,1,2,11,0,61.14,
503,Shakhtar Donetsk,,Oleksandr Kucher,0,1,16,1,85.37,
504,AFC Ajax,,Jasper Cillessen,0,0,0,0,73.08,
505,Malmö FF,,Simon Kroon,1,5,0,0,69.23,
506,Zenit St. Petersburg,,Axel Witsel,1,1,6,0,84.21,
507,Zenit St. Petersburg,,Salomón Rondón,1,0,3,0,67.89,
508,Paris Saint-Germain,,Jean-Christophe Bahebeck,0,0,1,1,87.5,
509,APOEL Nicosia,,Nicholas Ioannou,0,0,2,0,77.27,
510,Borussia Dortmund,,Mitchell Langerak,0,0,0,0,68.75,
511,Galatasaray,,Yekta Kurtuluş,0,0,5,0,62.5,
512,Zenit St. Petersburg,,Pavel Mogilevets,0,0,1,0,92.86,
513,Benfica,,Paulo Lopes,0,0,0,0,54.55,
514,RSC Anderlecht,,Nathan Kabasele,0,0,0,0,100,
515,Liverpool,,Emre Can,0,1,4,0,87.65,
516,FC Bayern München,,Mitchell Weiser,0,1,0,0,100,
517,Liverpool,,Fabio Borini,0,0,0,0,80,
518,Manchester City,,Wilfried Bony,0,0,0,0,50,
519,Borussia Dortmund,,Miloš Jojić,0,0,1,0,90.91,
520,Galatasaray,,Veysel Sarı,0,0,8,0,85.45,
521,CSKA Moscow,,Aleksandrs Cauna,0,0,1,0,92.86,
522,AS Monaco,,Valère Germain,0,0,0,0,75,
523,Liverpool,,Glen Johnson,0,5,5,0,86.15,
524,Arsenal,,Wojciech Szczęsny,0,0,0,0,69.61,
525,Sporting,,Diego Capel,0,0,3,0,61.54,
526,FC Schalke 04,,Jan Kirchhoff,0,0,3,0,86.51,
527,Paris Saint-Germain,,Yohan Cabaye,0,3,4,0,89.09,
528,Malmö FF,,Filip Helander,0,0,11,0,82.26,
529,Bayer 04 Leverkusen,,Karim Bellarabi,0,16,14,3,71.6,
530,Juventus,,Roberto Pereyra,0,11,7,1,86.42,
531,Bayer 04 Leverkusen,,Josip Drmić,0,4,0,0,72.64,
532,NK Maribor,,Željko Filipović,0,0,14,0,84.01,
533,Paris Saint-Germain,,Salvatore Sirigu,0,0,0,0,61.78,
534,Olympiacos FC,,David Fuster,1,0,0,0,74.14,
535,Roma,,José Holebas,0,3,1,0,84.85,
536,Ludogorets,,Hamza Younés,0,0,1,1,79.17,
537,Roma,,Ashley Cole,0,1,5,0,83.87,
538,Roma,,Vasilīs Torosidīs,0,3,6,0,81.03,
539,Sporting,,Rui Patrício,0,0,1,0,58.87,
540,Basel,,Davide Callà,0,3,6,0,65.52,
541,NK Maribor,,Jean Philippe Mendy,0,2,2,0,69.23,
542,Athletic Club,,Borja Viguera,0,2,0,1,58.54,
543,FC Schalke 04,,Matija Nastasić,0,1,1,0,81.08,
544,Atlético Madrid,,Cristian Rodríguez,0,1,1,0,66.67,
545,Benfica,,Bryan Cristante,0,5,1,0,70,
546,NK Maribor,,Aleš Mertelj,0,0,10,0,84.71,
547,Ludogorets,,Virgil Misidjan,0,5,1,0,86.08,
548,CSKA Moscow,,Ahmed Musa,1,7,6,1,68.03,
549,Zenit St. Petersburg,,Aleksandr Ryazantsev,0,0,3,1,75,
550,CSKA Moscow,,Alan Dzagoev,0,1,8,0,82.73,
551,Zenit St. Petersburg,,Aleksandr Kerzhakov,0,0,1,0,85.71,
552,FC Schalke 04,,Ralf Fährmann,0,0,1,0,60.11,
553,Borussia Dortmund,,Roman Weidenfeller,0,0,0,0,57.14,
554,RSC Anderlecht,,Cyriac,0,2,2,0,72.22,
555,APOEL Nicosia,,Tomás De Vincenti,0,5,2,0,71.83,
556,Galatasaray,,Umut Bulut,0,1,2,0,89.86,
557,APOEL Nicosia,,Cillian Sheridan,0,3,4,0,60.75,
558,Benfica,,Lima,0,3,1,0,70.43,
559,Zenit St. Petersburg,,Hulk,1,34,4,1,62.83,
560,AFC Ajax,,Anwar El Ghazi,1,6,2,0,57.5,
561,Malmö FF,,Paweł Cibicki,0,0,0,1,83.33,
562,Atlético Madrid,,Raúl Jiménez,0,0,1,0,66.67,
563,FC Schalke 04,,Leon Goretzka,0,1,1,0,95.65,
564,APOEL Nicosia,,Pieros Sotiriou,0,0,1,0,66.67,
565,Athletic Club,,Ager Aketxe,0,1,0,0,83.33,
566,FC Porto,,Kelvin,0,0,0,0,94.12,
567,FC Porto,,Hernâni,0,0,0,0,100,
568,FC Bayern München,,Gianluca Gaudino,0,0,2,0,91.67,
569,APOEL Nicosia,,John Arne Riise,0,0,1,0,72.73,
570,Juventus,,Simone Pepe,0,0,0,0,87.5,
571,APOEL Nicosia,,Constantinos Charalambidis,0,0,0,0,80,
572,Chelsea,,Mohamed Salah,0,4,3,0,72.73,
573,AFC Ajax,,Stefano Denswil,0,0,6,0,88.31,
574,Juventus,,Alessandro Matri,0,0,0,0,80,
575,Shakhtar Donetsk,,Márcio Azevedo,0,3,2,0,78.46,
576,AFC Ajax,,Niki Zimling,0,2,4,0,91.96,
577,Basel,,Ahmed Hamoudi,0,1,2,0,86.67,
578,CSKA Moscow,,Zoran Tošić,0,4,3,0,83.17,
579,APOEL Nicosia,,Efstathios Aloneftis,0,5,5,0,65.08,
580,NK Maribor,,Sintyahu Sallalich,0,7,6,0,77.61,
581,Shakhtar Donetsk,,Marlos Romero,0,4,2,0,89.02,
582,Malmö FF,,Enoch Adu,0,0,9,0,90.37,
583,Manchester City,,Gaël Clichy,0,4,13,1,83.62,
584,APOEL Nicosia,,Nuno Morais,0,2,11,0,81.82,
585,Ludogorets,,Mihail Aleksandrov,0,1,11,0,72.99,
586,BATE Borisov,,Evgeni Yablonski,0,4,13,0,77.33,
587,Benfica,,Andreas Samaris,0,2,9,0,80.13,
588,FC Schalke 04,,Sidney Sam,0,3,5,0,83.87,
589,Zenit St. Petersburg,,Igor Smolnikov,0,0,2,0,79.25,
590,Bayer 04 Leverkusen,,Stefan Reinartz,0,0,4,0,65.52,
591,APOEL Nicosia,,Marios Antoniadis,0,0,16,0,72.48,
592,Galatasaray,,Hakan Balta,1,0,1,0,78.95,
593,Arsenal,,Theo Walcott,0,0,0,0,66.67,
594,Athletic Club,,Xabier Etxeita,0,0,3,0,78.57,
595,RSC Anderlecht,,Matías Suárez,0,7,1,0,65.12,
596,Basel,,Yoichiro Kakitani,0,0,1,0,72.22,
597,Galatasaray,,Selçuk İnan,0,1,4,0,83.56,
598,AS Monaco,,Anthony Martial,0,9,4,1,76.72,
599,Sporting,,Mauricio,0,1,6,0,77.44,
600,Shakhtar Donetsk,,Ilsinho,0,1,7,0,85,
601,BATE Borisov,,Maksim Volodjko,0,5,7,0,61.54,
602,Chelsea,,Dominic Solanke,0,0,0,0,100,
603,Bayer 04 Leverkusen,,Levin Öztunalı,0,0,1,0,50,
604,Malmö FF,,Agon Mehmeti,0,0,0,0,66.67,
605,Galatasaray,,Olcan Adın,0,0,0,0,100,
606,Olympiacos FC,,Dimitris Diamantakos,0,0,0,0,50,
607,Shakhtar Donetsk,,Wellington Nem,0,1,0,0,75,
608,Benfica,,Bebé,0,4,2,0,38.46,
609,Liverpool,,Lazar Marković,0,7,5,0,85.26,
610,Ludogorets,,Roman Bezjak,0,1,3,0,70.97,
611,Bayer 04 Leverkusen,,Julian Brandt,0,0,3,0,78.95,
612,CSKA Moscow,,Georgi Milanov,0,3,6,0,87.14,
613,BATE Borisov,,Dmitri Baga,0,0,1,0,81.82,
614,BATE Borisov,,Andriy Yakovlev,0,0,4,0,87.5,
615,AFC Ajax,,Kolbeinn Sigthorsson,0,1,6,0,76.92,
616,Ludogorets,,Junior Caiçara,0,4,13,0,82.39,
617,APOEL Nicosia,,Georgios Efrem,0,6,6,0,82.19,
618,Galatasaray,,Tarık Çamdal,0,7,7,0,83.33,
619,Arsenal,,Tomáš Rosický,0,1,0,0,76.19,
620,BATE Borisov,,Vitali Gayduchik,0,0,1,0,77.27,
621,RSC Anderlecht,,Sacha Kljestan,0,1,5,0,87.1,
622,BATE Borisov,,Vitali Rodionov,0,0,5,0,62.96,
623,Galatasaray,,Alex Telles,0,4,6,0,86.73,
624,BATE Borisov,,Aleksandr Volodko,0,2,13,0,66.86,
625,BATE Borisov,,Denis Polyakov,1,0,5,0,80.16,
626,Basel,,Arlind Ajeti,0,0,0,0,0,
627,Roma,,Mattia Destro,0,0,0,0,81.82,
628,Bayer 04 Leverkusen,,Robbie Kruse,0,0,1,0,75,
629,Shakhtar Donetsk,,Oleksandr Hladkyi,0,0,1,0,70,
630,Galatasaray,,Fernando Muslera,0,1,0,0,67.01,
631,NK Maribor,,Petar Stojanović,0,8,16,0,75.89,
632,APOEL Nicosia,,Rafik Djebbour,0,2,1,0,77.78,
633,BATE Borisov,,Mikhail Gordejchuk,0,2,7,0,74.55,
634,Roma,,Morgan De Sanctis,0,0,1,0,60.61,
635,NK Maribor,,Ales Mejac,0,0,2,0,74.56,
636,APOEL Nicosia,,Tiago Gomes,0,4,15,0,77.19,
637,Arsenal,,Olivier Giroud,1,0,1,0,55.81,
638,APOEL Nicosia,,Kostakis Artymatas,0,0,1,0,84.62,
639,FC Schalke 04,,Felix Platte,0,0,0,0,77.78,
640,APOEL Nicosia,,Nektarios Alexandrou,0,1,1,0,81.82,
641,APOEL Nicosia,,Tasos Papazoglou,0,1,2,0,73.08,
642,RSC Anderlecht,,Bram Nuytinck,0,0,1,0,82.76,
643,CSKA Moscow,,Kirill Nababkin,0,0,8,0,55.56,
644,Malmö FF,,Erdal Rakip,0,0,0,0,72.73,
645,Ludogorets,,Marcelinho,1,8,9,0,84.43,
646,BATE Borisov,,Nemanja Tubić,0,0,0,0,69.23,
647,BATE Borisov,,Edgar Olekhnovich,0,1,8,0,61.62,
648,Chelsea,,Juan Cuadrado,0,0,0,0,100,
649,Olympiacos FC,,Andreas Bouchalakis,0,0,0,0,100,
650,FC Porto,,Diego Reyes,0,0,2,0,75,
651,Arsenal,,Gedion Zelalem,0,0,1,0,90.91,
652,FC Schalke 04,,Felipe Santana,0,1,1,0,87.8,
653,Athletic Club,,Unai López,0,1,0,0,72.22,
654,Basel,,Walter Samuel,0,0,2,0,78.63,
655,Galatasaray,,Sinan Bolat,0,0,0,0,61.11,
656,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,2,0,75.86,
657,Benfica,,Artur Moraes,0,0,0,0,34.33,
658,BATE Borisov,,Anri Khagush,0,5,14,0,58.18,
659,BATE Borisov,,Dmitry Likhtarovich,0,0,2,0,75.44,
660,BATE Borisov,,Filip Mladenović,0,5,7,0,76.64,
661,BATE Borisov,,Sergey Chernik,0,0,0,0,48.78,
662,Sporting,,Ricardo Esgaio,0,1,2,0,82.35,
663,Basel,,Serey Dié,0,4,6,0,90,
664,HB Tórshavn,,Levi Hanssen,3,,,,,
665,Celtic,,Callum McGregor,3,,,,,
666,Red Bull Salzburg,,Martin Hinteregger,2,,,,,
667,Qarabağ,,Reynaldo Silva,2,,,,,
668,Celtic,,Teemu Pukki,2,,,,,
669,GNK Dinamo Zagreb,,El Arbi Hillel Soudani,2,,,,,
670,Red Bull Salzburg,,Jonathan Soriano,2,,,,,
671,Sheriff Tiraspol,,Ismail Isa,2,,,,,
672,Maccabi Tel Aviv,,Tal Ben Haim,2,,,,,
673,HJK,,Demba Savage,2,,,,,
674,Qarabağ,,Chumbinho,2,,,,,
675,Qarabağ,,Danilo Dias,2,,,,,
676,BATE Borisov,,Sergey Krivets,2,,,,,
677,ŠK Slovan Bratislava,,Marko Milinković,2,,,,,
678,Celtic,,Virgil van Dijk,2,,,,,
679,Red Bull Salzburg,,Franz Schiemer,1,,,,,
680,Napoli,,Gonzalo Higuaín,1,,,,,
681,Lincoln Red Imps,,Joseph Chipolina,1,,,,,
682,FC Santa Coloma,,Ildefons Lima,1,,,,,
683,F91 Dudelange,,David Turpel,1,,,,,
684,HB Tórshavn,,Bartal Wardum,1,,,,,
685,ŠK Slovan Bratislava,,Karol Mészáros,1,,,,,
686,Lincoln Red Imps,,John Paul Duarte,1,,,,,
687,Maccabi Tel Aviv,,Eden Ben Basat,1,,,,,
688,Lincoln Red Imps,,George Cabrera,1,,,,,
689,FC København,,Daniel Amartey,1,,,,,
690,ŠK Slovan Bratislava,,Róbert Vittek,1,,,,,
691,Maccabi Tel Aviv,,Rade Prica,1,,,,,
692,GNK Dinamo Zagreb,,Marcelo Brozović,1,,,,,
693,Maccabi Tel Aviv,,Eran Zahavi,1,,,,,
694,FC København,,Andreas Cornelius,1,,,,,
695,FC København,,Zanka,1,,,,,
696,HJK,,Robin Lod,1,,,,,
697,Sheriff Tiraspol,,Luvannor Henrique,1,,,,,
698,FC København,,Bashkim Kadrii,1,,,,,
699,HB Tórshavn,,Jóan Edmundsson,1,,,,,
700,Sheriff Tiraspol,,Ricardinho,1,,,,,
701,GNK Dinamo Zagreb,,Josip Šimunić,1,,,,,
702,FC Santa Coloma,,Marc Pujol,1,,,,,
703,Lille,,Florent Balmont,1,,,,,
704,Qarabağ,,Leroy George,1,,,,,
705,HJK,,Valtteri Moren,1,,,,,
706,HB Tórshavn,,Tróndur Jensen,1,,,,,
707,Sheriff Tiraspol,,Andrei Mureşan,1,,,,,
708,Sheriff Tiraspol,,Fred Benson,1,,,,,
709,HB Tórshavn,,Frodi Benjaminsen,1,,,,,
710,FC Santa Coloma,,Eloy Casals,1,,,,,
711,ŠK Slovan Bratislava,,Igor Žofčák,1,,,,,
712,ŠK Slovan Bratislava,,Erik Cikos,1,,,,,
713,Napoli,,Marek Hamšík,1,,,1,,
714,Lille,,Ryan Mendes,1,,,1,,
715,GNK Dinamo Zagreb,,Domagoj Antolić,1,,,1,,
716,Lille,,Sébastien Corchia,1,,,1,,
717,Napoli,,Duván Zapata,0,,,,,
718,Napoli,,Faouzi Ghoulam,0,,,,,
719,Red Bull Salzburg,,Valentino Lazaro,0,,,,,
720,Celtic,,Jason Denayer,0,,,,,
721,GNK Dinamo Zagreb,,Ante Ćorić,0,,,,,
722,Lille,,Djibril Sidibé,0,,,,,
723,Celtic,,James Forrest,0,,,,,
724,Celtic,,Liam Henderson,0,,,,,
725,GNK Dinamo Zagreb,,Wilson Eduardo,0,,,,,
726,FC København,,Rúrik Gíslason,0,,,,,
727,Valletta FC,,Luke Montebello,0,,,,,
728,Napoli,,Michu,0,,,,,
729,FC København,,Marvin Pourié,0,,,,,
730,The New Saints,,Scott Quigley,0,,,,,
731,FC København,,Christoffer Remmer,0,,,,,
732,Qarabağ,,Muarem Muarem,0,,,,,
733,The New Saints,,Connell Rawlinson,0,,,,,
734,Valletta FC,,Siraj Arab,0,,,,,
735,HJK,,Mikael Forssell,0,,,,,
736,FK Sutjeska Nikšić,,Jovan Vujović,0,,,,,
737,Ludogorets,,Jeroen Lumu,0,,,,,
738,Maccabi Tel Aviv,,Moshe Lugassi,0,,,,,
739,Ludogorets,,Choco,0,,,,,
740,Ludogorets,,Vitinha,0,,,,,
741,Red Bull Salzburg,,Nils Quaschner,0,,,,,
742,APOEL Nicosia,,Aldo Adorno,0,,,,,
743,Lille,,Steeve Elana,0,,,,,
744,Ludogorets,,Tero Mäntylä,0,,,,,
745,Lincoln Red Imps,,Alain Pons,0,,,,,
746,Lille,,David Rozehnal,0,,,,,
747,The New Saints,,Steve Evans,0,,,,,
748,Valletta FC,,Ryan Camilleri,0,,,,,
749,The New Saints,,Scott Ruscoe,0,,,,,
750,FC Santa Coloma,,Txema García,0,,,,,
751,The New Saints,,Phil Baker,0,,,,,
752,FK Sutjeska Nikšić,,Andrija Pejović,0,,,,,
753,The New Saints,,Ryan Fraughan,0,,,,,
754,FK Sutjeska Nikšić,,Milorad Krivokapic,0,,,,,
755,FK Sutjeska Nikšić,,Stefan Dajić,0,,,,,
756,Lincoln Red Imps,,Daniel Duarte,0,,,,,
757,Napoli,,Jorginho,0,,,,,
758,Napoli,,Kalidou Koulibaly,0,,,,,
759,Napoli,,Dries Mertens,0,,,,,
760,Napoli,,Lorenzo Insigne,0,,,,,
761,Napoli,,Raúl Albiol,0,,,,,
762,Lille,,Soualiho Meïté,0,,,,,
763,Napoli,,José Callejón,0,,,,,
764,Lille,,Rony Lopes,0,,,,,
765,Qarabağ,,Maksim Medvedev,0,,,,,
766,Napoli,,Rafael Cabral,0,,,,,
767,Lille,,Salomon Kalou,0,,,,,
768,GNK Dinamo Zagreb,,Franko Andrijašević,0,,,,,
769,FC København,,Nicolai Jørgensen,0,,,,,
770,GNK Dinamo Zagreb,,Josip Pivarić,0,,,,,
771,Celtic,,Craig Gordon,0,,,,,
772,GNK Dinamo Zagreb,,Luis Ibáñez,0,,,,,
773,FK Sutjeska Nikšić,,Vladimir Jovović,0,,,,,
774,GNK Dinamo Zagreb,,Leonardo Sigali,0,,,,,
775,Sheriff Tiraspol,,Ligger,0,,,,,
776,Celtic,,Nir Bitton,0,,,,,
777,GNK Dinamo Zagreb,,Jozo Šimunović,0,,,,,
778,Napoli,,Walter Gargano,0,,,,,
779,F91 Dudelange,,Alexander Karapetyan,0,,,,,
780,Napoli,,Christian Maggio,0,,,,,
781,Lille,,Ronny Rodelin,0,,,,,
782,Lincoln Red Imps,,Lee Casciaro,0,,,,,
783,Lille,,Rio Mavuba,0,,,,,
784,Napoli,,Miguel Britos,0,,,,,
785,FC København,,Claudemir,0,,,,,
786,Lincoln Red Imps,,Roy Alan Chipolina,0,,,,,
787,Sheriff Tiraspol,,Joãozinho,0,,,,,
788,Qarabağ,,Rəşhad Sadiqov,0,,,,,
789,The New Saints,,Greg Draper,0,,,,,
790,Sheriff Tiraspol,,Ernandes,0,,,,,
791,ŠK Slovan Bratislava,,Nicolás Gorosito,0,,,,,
792,The New Saints,,Chris Marriott,0,,,,,
793,F91 Dudelange,,Stelvio Cruz,0,,,,,
794,Qarabağ,,Tarlan Guliyev,0,,,,,
795,ŠK Slovan Bratislava,,Samuel Štefánik,0,,,,,
796,FC København,,Mikael Antonsson,0,,,,,
797,Valletta FC,,Lateef Elford-Alliyu,0,,,,,
798,NK Maribor,,Nusmir Fajić,0,,,,,
799,The New Saints,,Sam Finley,0,,,,,
800,Zenit St. Petersburg,,Ivan Solovyev,0,,,,,
801,F91 Dudelange,,Kevin Malget,0,,,,,
802,The New Saints,,Michael Wilde,0,,,,,
803,FK Sutjeska Nikšić,,Goran Vujović,0,,,,,
804,Maccabi Tel Aviv,,Nosa Igiebor,0,,,,,
805,ŠK Slovan Bratislava,,Matej Jakubek,0,,,,,
806,F91 Dudelange,,Jonathan Joubert,0,,,,,
807,FK Sutjeska Nikšić,,Slavko Lukić,0,,,,,
808,Valletta FC,,Shaun Pierre Bajada,0,,,,,
809,FK Sutjeska Nikšić,,Stevan Kovačević,0,,,,,
810,The New Saints,,Kai Edwards,0,,,,,
811,F91 Dudelange,,Jerry Prempeh,0,,,,,
812,The New Saints,,Aeron Edwards,0,,,,,
813,Sheriff Tiraspol,,Leonel Olimpio,0,,,,,
814,FK Sutjeska Nikšić,,Igor Ćuković,0,,,,,
815,F91 Dudelange,,Tom Schnell,0,,,,,
816,The New Saints,,Alex Darlington,0,,,,,
817,HJK,,Sebastian Mannström,0,,,,,
818,Sheriff Tiraspol,,Wilfried Balima,0,,,,,
819,FK Sutjeska Nikšić,,Blažo Igumanović,0,,,,,
820,FK Sutjeska Nikšić,,Jovan Nikolić,0,,,,,
821,FC Santa Coloma,,Alejandro Romero,0,,,,,
822,F91 Dudelange,,Oumar Sylla,0,,,,,
823,Lincoln Red Imps,,Aaron Payas,0,,,,,
824,The New Saints,,Paul Harrison,0,,,,,
825,F91 Dudelange,,Yassine Benajiba,0,,,,,
826,Valletta FC,,Roderick Briffa,0,,,,,
827,Valletta FC,,Luke Anthony Dimech,0,,,,,
828,Celtic,,Derk Boerrigter,0,,,,,
829,Valletta FC,,Ian Azzopardi,0,,,,,
830,The New Saints,,Simon Spender,0,,,,,
831,Maccabi Tel Aviv,,Yuval Shpungin,0,,,,,
832,Valletta FC,,Hugo Faria,0,,,,,
833,Valletta FC,,Jonathan Caruana,0,,,,,
834,Valletta FC,,Ryan Fenech,0,,,,,
835,FK Sutjeska Nikšić,,Dejan Ognjanović,0,,,,,
836,Valletta FC,,Ian Zammit,0,,,,,
837,The New Saints,,Christian Seargeant,0,,,,,
838,Valletta FC,,Nicholas Vella,0,,,,,
839,F91 Dudelange,,Sofian Benzouien,0,,,,,
840,The New Saints,,Matthew Williams,0,,,,,
841,FC Santa Coloma,,Walter Wagner,0,,,,,
842,Maccabi Tel Aviv,,Barak Badash,0,,,,,
843,F91 Dudelange,,Joel Pedro,0,,,,,
844,FK Sutjeska Nikšić,,Masato Fukui,0,,,,,
845,Maccabi Tel Aviv,,Gael Margulies,0,,,,,
846,FK Sutjeska Nikšić,,Nikola Stijepović,0,,,,,
847,Lincoln Red Imps,,Jordan Perez,0,,,,,
848,Valletta FC,,Abdelkarim Nafti,0,,,,,
849,Lincoln Red Imps,,Ryan Casciaro,0,,,,,
850,Lincoln Red Imps,,Robert Guilling,0,,,,,
851,F91 Dudelange,,Clayton De Sousa,0,,,,,
852,Lincoln Red Imps,,Brian Perez,0,,,,,
853,Lincoln Red Imps,,Kyle Casciaro,0,,,,,
854,Lincoln Red Imps,,Jean-Carlos Garcia,0,,,,,
855,ŠK Slovan Bratislava,,Kristian Kolcak,0,,,,,
856,F91 Dudelange,,Gustav Schulz,0,,,,,
857,HB Tórshavn,,Pal Mohr Joensen,0,,,,,
858,F91 Dudelange,,Romain Ney,0,,,,,
859,Lincoln Red Imps,,Liam Clarke,0,,,,,
860,Red Bull Salzburg,,Sadio Mané,0,,,,,
861,Lille,,Divock Origi,0,,,,,
862,Red Bull Salzburg,,Alan,0,,,,,
863,Red Bull Salzburg,,Peter Ankersen,0,,,,,
864,Red Bull Salzburg,,Stefan Ilsanker,0,,,,,
865,Red Bull Salzburg,,Andreas Ulmer,0,,,,,
866,Celtic,,Jo Inge Berget,0,,,,,
867,Lille,,Vincent Enyeama,0,,,,,
868,Lille,,Nolan Roux,0,,,,,
869,Maccabi Tel Aviv,,Dor Micha,0,,,,,
870,FC København,,Youssef Toutouh,0,,,,,
871,HJK,,Gideon Baah,0,,,,,
872,HB Tórshavn,,René Shaki Joensen,0,,,,,
873,FC København,,Steve De Ridder,0,,,,,
874,Lille,,Marko Baša,0,,,,,
875,HJK,,Macoumba Kandji,0,,,,,
876,Lille,,Jonathan Delaplace,0,,,,,
877,Sheriff Tiraspol,,Thiago Galvão,0,,,,,
878,Red Bull Salzburg,,Christian Schwegler,0,,,,,
879,GNK Dinamo Zagreb,,Gonçalo Santos,0,,,,,
880,FC Santa Coloma,,Lluis Blanco,0,,,,,
881,FC København,,Per Nilsson,0,,,,,
882,Qarabağ,,Vugar Nadyrov,0,,,,,
883,ŠK Slovan Bratislava,,Lester Peltier,0,,,,,
884,Sheriff Tiraspol,,Juninho Potiguar,0,,,,,
885,Maccabi Tel Aviv,,Gal Alberman,0,,,,,
886,Qarabağ,,Admir Teli,0,,,,,
887,HB Tórshavn,,Alex Jose Dos Santos,0,,,,,
888,HB Tórshavn,,Jógvan Davidsen,0,,,,,
