#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
203,Paris Saint-Germain,,Pablo Sarabia,2,2,8,2,81.51,
204,Chelsea,,Kurt Zouma,0,5,6,1,91.17,
205,FC Bayern München,,Kingsley Coman,3,23,7,1,87.12,
206,RB Leipzig,,Nordi Mukiele,0,9,26,0,82.1,
207,Shakhtar Donetsk,,Júnior Moraes,2,7,4,1,76.03,
208,AFC Ajax,,Edson Álvarez,1,0,14,0,90.6,
209,Atalanta,,Robin Gosens,1,4,23,0,75,
210,FC Bayern München,,Álvaro Odriozola,0,2,0,1,96.15,
211,Manchester City,,Benjamin Mendy,0,3,6,1,89.64,
212,Chelsea,,N'Golo Kanté,0,9,10,0,89.74,
213,Benfica,,Odysseas Vlachodimos,0,0,0,0,78.29,
214,Napoli,,Konstantinos Manolas,0,0,3,0,90.41,
215,FK Crvena zvezda,,Milan Borjan,0,0,0,0,53.33,
216,Atlético Madrid,,Jan Oblak,0,0,0,0,51.96,
217,Olympique Lyonnais,,Marcelo,0,1,8,0,82.18,
218,FC Bayern München,,Javi Martínez,0,0,7,0,93.33,
219,AFC Ajax,,Sergiño Dest,0,4,9,0,86.26,
220,RB Leipzig,,Tyler Adams,1,2,1,0,80.26,
221,AFC Ajax,,Noa Lang,0,2,8,0,79.03,
222,Tottenham Hotspur,,Juan Foyth,0,5,4,0,92,
223,Real Madrid,,Thibaut Courtois,0,0,0,0,80.53,
224,RB Leipzig,,Marcel Halstenberg,0,1,12,0,88.64,
225,Barcelona,,Frenkie de Jong,0,20,16,0,91.11,
226,Atalanta,,Luis Muriel,1,6,2,0,78.46,
227,Red Bull Salzburg,,Andreas Ulmer,1,5,19,0,62.6,
228,Paris Saint-Germain,,Ander Herrera,0,6,4,0,87.89,
229,Lille,,Boubakary Soumaré,0,18,6,0,86.12,
230,Chelsea,,Jorginho,2,2,21,0,90.91,
231,Liverpool,,James Milner,0,6,12,1,86.23,
232,Manchester City,,Fernandinho,0,1,11,0,90.11,
233,KRC Genk,,Mbwana Ally Samatta,3,4,2,0,69.7,
234,Liverpool,,Takumi Minamino,2,9,7,3,77.34,
235,Benfica,,Haris Seferović,2,1,1,0,74.47,
236,Olympiacos FC,,Mathieu Valbuena,1,0,2,1,93.65,
237,Galatasaray,,Adem Büyük,1,1,0,0,64,
238,Liverpool,,Andrew Robertson,1,3,14,0,87.08,
239,Lille,,Jonathan Bamba,0,7,4,2,80.91,
240,Manchester City,,John Stones,0,0,0,0,95,
241,Napoli,,Stanislav Lobotka,0,0,0,0,86.84,
242,Paris Saint-Germain,,Colin Dagba,0,0,0,0,86.05,
243,Benfica,,Andreas Samaris,0,0,2,0,92.86,
244,Juventus,,Mattia De Sciglio,0,4,3,0,80.41,
245,Club Brugge KV,,Brandon Mechele,0,4,11,0,89.39,
246,Juventus,,Wojciech Szczęsny,0,0,0,0,89.24,
247,Borussia Dortmund,,Axel Witsel,0,10,13,0,94.5,
248,Chelsea,,Tammy Abraham,3,3,5,1,68.18,
249,Real Madrid,,Daniel Carvajal,0,6,15,1,84.62,
250,Juventus,,Rodrigo Bentancur,0,9,17,0,88.26,
251,FK Crvena zvezda,,Marko Marin,0,11,6,2,77.88,
252,Lille,,Yusuf Yazıcı,0,7,11,0,77.46,
253,Zenit St. Petersburg,,Wílmar Barrios,0,6,20,0,85.83,
254,Inter,,Samir Handanović,0,2,0,0,81.38,
255,Napoli,,Arkadiusz Milik,3,2,3,0,90.32,
256,Olympique Lyonnais,,Moussa Dembélé,2,11,3,0,67.72,
257,Chelsea,,Reece James,1,7,7,0,85.42,
258,Paris Saint-Germain,,Eric Maxim Choupo-Moting,1,2,2,0,77.08,
259,Bayer 04 Leverkusen,,Kerem Demirbay,0,8,11,0,81.15,
260,Zenit St. Petersburg,,Yordan Osorio,0,3,4,0,76.22,
261,Benfica,,Ferro,0,2,14,0,89.18,
262,Atlético Madrid,,Álvaro Morata,3,5,5,1,66.06,
263,Manchester City,,João Cancelo,0,14,17,0,88.05,
264,RB Leipzig,,Christopher Nkunku,0,6,11,0,83.33,
265,Olympique Lyonnais,,Thiago Mendes,0,7,9,0,84.17,
266,RB Leipzig,,Konrad Laimer,1,11,38,0,81.3,
267,Manchester City,,Sergio Agüero,2,4,0,0,70.59,
268,FK Crvena zvezda,,Nemanja Milunović,1,1,13,0,83.09,
269,Paris Saint-Germain,,Sergio Rico,0,0,0,0,85.11,
270,AFC Ajax,,Lisandro Martínez,0,9,13,0,83.14,
271,Galatasaray,,Jean Michaël Seri,0,6,10,0,88.54,
272,Valencia,,Jasper Cillessen,0,0,0,0,58.62,
273,Zenit St. Petersburg,,Branislav Ivanović,0,1,3,0,83.87,
274,Club Brugge KV,,Simon Deli,0,2,7,0,78.67,
275,Napoli,,Fabián Ruiz,0,10,10,0,85.74,
276,Red Bull Salzburg,,Enock Mwepu,0,6,20,3,82.45,
277,Olympique Lyonnais,,Lucas Tousart,1,5,21,1,82.96,
278,Liverpool,,Joe Gomez,0,4,9,0,86.52,
279,Olympiacos FC,,Rúben Semedo,2,1,9,0,83.94,
280,Barcelona,,Clément Lenglet,1,1,6,0,87.8,
281,Zenit St. Petersburg,,Yury Zhirkov,0,0,3,1,75,
282,Lokomotiv Moscow,,João Mário,0,7,3,1,73.04,
283,Manchester City,,Eric García,0,0,4,0,98.51,
284,Borussia Dortmund,,Manuel Akanji,0,1,11,0,89.18,
285,Lokomotiv Moscow,,Vedran Ćorluka,0,0,7,0,78.02,
286,Olympique Lyonnais,,Jason Denayer,0,3,9,0,89.43,
287,Lille,,Victor Osimhen,2,5,2,0,75.95,
288,GNK Dinamo Zagreb,,Dino Perić,0,3,17,0,85.62,
289,Lokomotiv Moscow,,Grzegorz Krychowiak,1,6,12,0,77.65,
290,Olympiacos FC,,Daniel Podence,1,18,5,0,75.84,
291,Tottenham Hotspur,,Ben Davies,0,0,3,1,85.63,
292,Club Brugge KV,,Federico Ricca,0,1,9,0,69.61,
293,GNK Dinamo Zagreb,,Emir Dilaver,0,0,5,0,83.66,
294,Barcelona,,Ivan Rakitić,0,3,6,1,89.64,
295,Napoli,,Mário Rui,0,3,17,0,84.01,
296,Olympique Lyonnais,,Martin Terrier,1,5,8,0,72.73,
297,GNK Dinamo Zagreb,,Kévin Théophile-Catherine,0,5,7,2,62.59,
298,Chelsea,,Callum Hudson-Odoi,0,10,1,1,81.82,
299,Chelsea,,Marcos Alonso,0,3,5,0,79.41,
300,KRC Genk,,Patrik Hrošovský,0,5,8,0,84.82,
301,Zenit St. Petersburg,,Sardar Azmoun,2,5,3,0,68.87,
302,Valencia,,Denis Cheryshev,2,2,3,0,68.06,
303,Club Brugge KV,,Hans Vanaken,1,8,5,0,85.14,
304,Manchester City,,Kyle Walker,0,8,8,0,85.99,
305,Napoli,,Giovanni Di Lorenzo,0,5,14,2,83.54,
306,Shakhtar Donetsk,,Alan Patrick,1,10,6,2,86.06,
307,Benfica,,Franco Cervi,1,1,17,1,75.94,
308,Atalanta,,Ruslan Malinovskyi,1,8,4,1,82.58,
309,Shakhtar Donetsk,,Tetê,1,2,2,0,84.78,
310,Chelsea,,Michy Batshuayi,1,1,0,0,62.5,
311,Shakhtar Donetsk,,Yevhen Konoplyanka,1,3,1,0,90.24,
312,Napoli,,Diego Demme,1,3,11,0,88.14,
313,Inter,,Valentino Lazaro,0,5,2,1,79.59,
314,Manchester City,,Taylor Harwood-Bellis,0,0,1,0,90.91,
315,RB Leipzig,,Yvon Mvogo,0,0,0,0,75,
316,Manchester City,,Oleksandr Zinchenko,0,0,2,0,94.29,
317,Red Bull Salzburg,,André Ramalho,0,0,3,0,83.72,
318,AFC Ajax,,Noussair Mazraoui,0,4,8,0,84.96,
319,SK Slavia Praha,,David Hovorka,0,2,3,0,84.85,
320,Manchester City,,David Silva,0,5,0,0,87.62,
321,Bayer 04 Leverkusen,,Lukáš Hrádecký,0,0,0,0,66.95,
322,Shakhtar Donetsk,,Mykola Matviyenko,0,1,7,0,88.72,
323,Borussia Dortmund,,Raphaël Guerreiro,0,8,6,0,89.5,
324,GNK Dinamo Zagreb,,Bruno Petković,1,15,6,1,60.84,
325,Bayer 04 Leverkusen,,Kevin Volland,1,5,3,0,75.94,
326,Shakhtar Donetsk,,Taras Stepanenko,0,1,22,0,86.73,
327,Bayer 04 Leverkusen,,Charles Aránguiz,0,3,5,1,88.8,
328,Bayer 04 Leverkusen,,Karim Bellarabi,0,16,3,1,75.9,
329,Galatasaray,,Ömer Bayram,0,10,5,1,80.72,
330,RB Leipzig,,Lukas Klostermann,0,4,11,1,88.64,
331,AFC Ajax,,Joël Veltman,0,0,15,0,88.02,
332,SK Slavia Praha,,Petr Ševčík,0,4,4,0,81.5,
333,SK Slavia Praha,,Josef Hušbauer,0,1,2,0,89.43,
334,FC Bayern München,,Jérôme Boateng,0,0,6,0,87.84,
335,Atalanta,,Hans Hateboer,2,3,8,1,81.16,
336,Barcelona,,Ousmane Dembélé,0,6,0,0,74.19,
337,Borussia Dortmund,,Julian Weigl,0,2,11,0,92.59,
338,RB Leipzig,,Kevin Kampl,0,3,4,0,93.31,
339,KRC Genk,,Ianis Hagi,0,3,2,0,73.21,
340,Borussia Dortmund,,Dan-Axel Zagadou,0,0,4,0,89.71,
341,Olympique Lyonnais,,Kenny Tete,0,3,3,0,64.06,
342,Olympique Lyonnais,,Jeff Reine-Adélaïde,0,20,5,0,88.89,
343,Manchester City,,Bernardo Silva,0,5,7,1,92.72,
344,Barcelona,,Sergio Busquets,0,1,8,0,89.53,
345,Tottenham Hotspur,,Lucas Moura,1,11,6,1,81.05,
346,SK Slavia Praha,,Lukáš Masopust,0,7,5,1,80.81,
347,Atalanta,,Marten de Roon,0,5,24,1,81.8,
348,Manchester City,,Aymeric Laporte,0,1,2,0,88.51,
349,Valencia,,Gonçalo Guedes,0,7,4,0,74.68,
350,Olympique Lyonnais,,Maxence Caqueret,0,6,7,0,85.33,
351,Bayer 04 Leverkusen,,Mitchell Weiser,0,3,7,0,79.69,
352,Benfica,,Chiquinho,0,1,3,0,81.82,
353,Bayer 04 Leverkusen,,Lars Bender,0,1,7,0,88.89,
354,Manchester City,,Ederson,0,0,0,0,78.57,
355,Chelsea,,Mason Mount,0,4,8,0,73.83,
356,Tottenham Hotspur,,Erik Lamela,1,7,4,2,89.01,
357,FK Crvena zvezda,,Richmond Boakye,1,4,1,0,84.21,
358,Lokomotiv Moscow,,Maciej Rybus,0,1,9,0,76.25,
359,Atlético Madrid,,Thomas Lemar,0,6,2,0,90.57,
360,Real Madrid,,Luka Modrić,1,1,4,0,89.29,
361,Borussia Dortmund,,Giovanni Reyna,0,2,2,1,86.96,
362,Club Brugge KV,,Odilon Kossounou,0,3,3,0,78.75,
363,Valencia,,Manu Vallejo,0,2,2,0,61.54,
364,Olympique Lyonnais,,Bruno Guimarães,0,2,8,0,80.83,
365,RB Leipzig,,Willi Orbán,0,0,8,0,88.1,
366,Paris Saint-Germain,,Layvin Kurzawa,0,7,5,0,86.73,
367,Atlético Madrid,,Vitolo,0,7,1,0,79.55,
368,Benfica,,Rúben Dias,0,2,5,0,86.6,
369,Napoli,,Allan,0,7,23,0,85.02,
370,Barcelona,,Antoine Griezmann,2,7,7,0,84.38,
371,Juventus,,Blaise Matuidi,1,2,7,0,87.82,
372,GNK Dinamo Zagreb,,Luka Ivanušec,1,4,2,0,91.18,
373,KRC Genk,,Jhon Lucumí,1,2,9,0,78.06,
374,Club Brugge KV,,Percy Tau,0,1,2,1,70,
375,Real Madrid,,Gareth Bale,0,2,0,0,69.23,
376,Chelsea,,Kepa Arrizabalaga,0,0,1,0,76.82,
377,Lille,,Gabriel Magalhães,0,1,12,0,75.85,
378,GNK Dinamo Zagreb,,Dominik Livaković,0,0,0,0,42.86,
379,SK Slavia Praha,,Vladimír Coufal,0,3,11,0,74.64,
380,KRC Genk,,Sander Berge,0,8,9,0,84.39,
381,Inter,,Cristiano Biraghi,0,0,4,0,79.25,
382,Galatasaray,,Christian Luyindama,0,0,11,0,84.21,
383,Shakhtar Donetsk,,Manor Solomon,2,3,2,0,93.75,
384,GNK Dinamo Zagreb,,Marin Leovac,1,0,8,1,70.44,
385,Galatasaray,,Sofiane Feghouli,0,2,3,0,84.85,
386,Olympiacos FC,,Mady Camara,0,12,8,0,73.37,
387,Club Brugge KV,,Emmanuel Dennis,2,16,13,1,68.42,
388,KRC Genk,,Théo Bongonda,0,9,5,1,71.93,
389,Olympiacos FC,,José Sá,0,1,0,0,47.67,
390,Valencia,,Francis Coquelin,0,7,9,0,87.25,
391,Olympique Lyonnais,,Léo Dubois,0,12,6,2,75.73,
392,Olympiacos FC,,Youssef El Arabi,3,2,1,0,67.19,
393,Napoli,,Hirving Lozano,1,6,4,0,84.95,
394,Inter,,Alexis Sánchez,0,1,2,1,85.71,
395,Borussia Dortmund,,Paco Alcácer,0,1,1,1,70.59,
396,Barcelona,,Jordi Alba,0,1,1,1,85.1,
397,Shakhtar Donetsk,,Viktor Kovalenko,0,1,6,1,82.81,
398,RB Leipzig,,Yussuf Poulsen,0,6,7,1,75,
399,Atalanta,,Roger Ibañez,0,1,0,0,77.78,
400,Lokomotiv Moscow,,Anton Miranchuk,0,4,3,0,66.67,
401,Lokomotiv Moscow,,Solomon Kvirkvelia,0,0,0,0,85,
402,FK Crvena zvezda,,Radovan Pankov,0,0,1,0,88.89,
403,Club Brugge KV,,Thibault Vlietinck,0,0,1,0,75,
404,Red Bull Salzburg,,Patrick Farkas,0,0,1,0,100,
405,Lokomotiv Moscow,,Anton Kochenkov,0,0,0,0,40,
406,Real Madrid,,Alphonse Aréola,0,0,0,0,78.43,
407,Napoli,,Sebastiano Luperto,0,0,0,0,77.22,
408,Zenit St. Petersburg,,Róbert Mak,0,0,0,0,50,
409,Lille,,Tiago Djaló,0,1,4,0,83.45,
410,Red Bull Salzburg,,Carlos Coronel,0,0,0,0,56.25,
411,Atlético Madrid,,Mario Hermoso,0,1,4,0,84.04,
412,Shakhtar Donetsk,,Ismaily,0,12,16,0,85.99,
413,Olympiacos FC,,Miguel Ángel Guerrero,0,1,3,0,75.36,
414,Borussia Dortmund,,Thorgan Hazard,0,6,10,0,79.91,
415,Tottenham Hotspur,,Dele Alli,1,6,6,1,81.47,
416,Juventus,,Federico Bernardeschi,1,6,1,1,77.38,
417,SK Slavia Praha,,Peter Olayinka,1,11,17,0,73.6,
418,Napoli,,Fernando Llorente,1,0,1,0,70,
419,Barcelona,,Sergi Roberto,0,0,7,0,91.59,
