#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
420,Barcelona,,Ansu Fati,1,1,2,0,80.77,
421,Juventus,,Sami Khedira,0,0,7,0,86.43,
422,Valencia,,Ezequiel Garay,0,0,5,0,85.91,
423,Liverpool,,Divock Origi,0,11,3,0,83.91,
424,Red Bull Salzburg,,Patson Daka,1,3,4,0,70.18,
425,Atlético Madrid,,Héctor Herrera,1,1,1,0,86.67,
426,Club Brugge KV,,Eduard Sobol,0,5,10,0,73.68,
427,GNK Dinamo Zagreb,,Mario Gavranović,0,2,1,0,64.29,
428,Real Madrid,,Federico Valverde,0,4,8,0,88.94,
429,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,5,0,83.49,
430,Valencia,,Daniel Wass,1,2,11,0,77.75,
431,Tottenham Hotspur,,Serge Aurier,1,5,8,2,79.05,
432,RB Leipzig,,Patrik Schick,0,4,3,0,74.19,
433,Paris Saint-Germain,,Julian Draxler,0,5,0,0,88.68,
434,Olympique Lyonnais,,Anthony Lopes,0,0,0,0,66.18,
435,SK Slavia Praha,,Milan Škoda,0,2,0,1,70,
436,Tottenham Hotspur,,Danny Rose,0,1,8,1,79.89,
437,Tottenham Hotspur,,Moussa Sissoko,0,7,9,1,90.24,
438,Chelsea,,Antonio Rüdiger,0,0,2,0,83.9,
439,Bayer 04 Leverkusen,,Moussa Diaby,0,7,1,0,84.93,
440,Tottenham Hotspur,,Oliver Skipp,0,1,1,0,100,
441,Atlético Madrid,,Šime Vrsaljko,0,0,1,0,54.17,
442,Atalanta,,Marco Sportiello,0,0,0,0,48.94,
443,Bayer 04 Leverkusen,,Panagiotis Retsos,0,1,7,0,72.92,
444,Napoli,,Kévin Malcuit,0,5,6,0,80.88,
445,SK Slavia Praha,,Mick van Buren,0,0,1,0,78.95,
446,SK Slavia Praha,,Laco Takacs,0,0,4,0,86.05,
447,Paris Saint-Germain,,Abdou Diallo,0,0,2,0,90,
448,KRC Genk,,Joseph Paintsil,0,3,1,0,84.91,
449,Galatasaray,,Emre Mor,0,7,1,0,78.38,
450,Galatasaray,,Marcão,0,1,14,0,78.5,
451,Olympiacos FC,,Andreas Bouchalakis,0,4,5,0,85.51,
452,Real Madrid,,Raphaël Varane,0,4,9,0,88.72,
453,Atalanta,,Pierluigi Gollini,0,0,0,0,65.75,
454,AFC Ajax,,Daley Blind,0,3,9,0,80.97,
455,Bayer 04 Leverkusen,,Lucas Alario,0,2,2,0,82.22,
456,GNK Dinamo Zagreb,,Arijan Ademi,1,7,8,1,85.88,
457,Galatasaray,,Radamel Falcao,0,3,3,0,73.58,
458,Shakhtar Donetsk,,Marcos Antônio,0,0,1,0,89.29,
459,Lille,,Mike Maignan,0,0,0,0,50,
460,Galatasaray,,Mariano,0,6,10,0,78.08,
461,Bayer 04 Leverkusen,,Julian Baumgartlinger,0,1,11,0,90.73,
462,Zenit St. Petersburg,,Vyacheslav Karavaev,0,1,13,0,60.75,
463,Barcelona,,Arturo Vidal,0,1,11,1,88.04,
464,Atlético Madrid,,Diego Costa,0,4,0,1,72.55,
465,Atalanta,,Remo Freuler,1,5,15,1,83.91,
466,FK Crvena zvezda,,Miloš Vulić,1,1,3,0,87.06,
467,Real Madrid,,Lucas Vázquez,0,1,0,0,82.35,
468,Club Brugge KV,,Krépin Diatta,1,11,9,0,65.22,
469,Olympique Lyonnais,,Maxwel Cornet,1,7,8,1,76.17,
470,Lille,,Jonathan Ikoné,1,9,1,0,80.82,
471,Lille,,Loïc Rémy,1,2,0,0,62.86,
472,Juventus,,Aaron Ramsey,1,0,2,0,89.42,
473,Lille,,Léo Jardim,0,0,0,0,40,
474,Tottenham Hotspur,,Victor Wanyama,0,0,0,0,71.43,
475,Valencia,,Thierry Correia,0,0,0,0,62.5,
476,Barcelona,,Monchu,0,1,0,0,75,
477,Club Brugge KV,,Dion Cools,0,0,0,0,0,
478,KRC Genk,,Neto Borges,0,0,0,0,66.67,
479,Lokomotiv Moscow,,Stanislav Magkeev,0,0,0,0,85.71,
480,Bayer 04 Leverkusen,,Paulinho,0,2,0,0,76.92,
481,Lille,,Reinildo Mandava,0,3,10,0,72.46,
482,Benfica,,Florentino Luís,0,0,12,0,86.11,
483,AFC Ajax,,Perr Schuurs,0,1,0,0,85.71,
484,Bayer 04 Leverkusen,,Daley Sinkgraven,0,2,2,0,91.03,
485,SK Slavia Praha,,Michal Frydrych,0,0,1,0,76.4,
486,Chelsea,,Olivier Giroud,0,1,1,0,65.22,
487,Chelsea,,Pedro,0,1,1,0,90,
488,Inter,,Sebastiano Esposito,0,0,0,0,70,
489,Inter,,Kwadwo Asamoah,0,1,3,0,79.01,
490,Club Brugge KV,,Ruud Vormer,0,0,5,0,84.69,
491,Lokomotiv Moscow,,Fedor Smolov,0,8,3,0,78.43,
492,Red Bull Salzburg,,Jérôme Onguene,0,0,10,0,86.74,
493,Club Brugge KV,,Siebe Schrijvers,0,0,1,0,66.67,
494,Bayer 04 Leverkusen,,Kai Havertz,0,6,2,0,84.31,
495,Real Madrid,,Luka Jović,0,2,1,0,71.43,
496,Valencia,,Mouctar Diakhaby,0,2,7,0,85.51,
497,Tottenham Hotspur,,Harry Winks,0,9,12,0,85.89,
498,RB Leipzig,,Amadou Haidara,0,5,7,0,80.1,
499,SK Slavia Praha,,Jan Bořil,1,3,5,0,78.52,
500,Lokomotiv Moscow,,Dmitriy Barinov,1,2,8,0,72.73,
501,Real Madrid,,Ferland Mendy,0,7,8,0,89.2,
502,Napoli,,Eljif Elmas,0,5,0,0,85.37,
503,Club Brugge KV,,Éder Balanta,0,2,9,0,83.33,
504,Club Brugge KV,,Loïs Openda,0,0,1,0,87.5,
505,Zenit St. Petersburg,,Daler Kuzyaev,0,0,2,0,79.31,
506,Inter,,Roberto Gagliardini,0,1,6,0,73.33,
507,Napoli,,Piotr Zieliński,0,5,5,1,84.35,
508,Paris Saint-Germain,,Edinson Cavani,1,0,2,0,86.96,
509,Atalanta,,Timothy Castagne,1,2,3,0,85.12,
510,Chelsea,,Emerson Palmieri,0,3,2,1,81.2,
511,KRC Genk,,Jere Uronen,0,1,5,0,77.06,
512,GNK Dinamo Zagreb,,Marko Đira,0,1,0,0,85.19,
513,Barcelona,,Junior Firpo,0,1,5,0,86.86,
514,AFC Ajax,,Klaas-Jan Huntelaar,0,0,0,0,73.33,
515,KRC Genk,,Joakim Mæhle,0,13,20,0,76.12,
516,Lokomotiv Moscow,,Benedikt Höwedes,0,0,5,0,80.92,
517,Lokomotiv Moscow,,Éder,0,4,1,0,78.26,
518,KRC Genk,,Gaëtan Coucke,0,0,0,0,64.39,
519,Valencia,,Maximiliano Gómez,0,1,1,1,76.25,
520,Zenit St. Petersburg,,Douglas Santos,0,11,15,1,71.96,
521,RB Leipzig,,Ibrahima Konaté,0,0,1,0,92.86,
522,Valencia,,Jaume Doménech,0,0,0,0,44.12,
523,Benfica,,Jardel,0,0,3,0,86.14,
524,Olympiacos FC,,Yassine Benzia,0,1,9,0,80.56,
525,Galatasaray,,Younès Belhanda,0,5,6,0,83.22,
526,Lille,,José Fonte,0,0,7,0,89.44,
527,Atalanta,,Duván Zapata,1,3,0,1,70.11,
528,Benfica,,Carlos Vinícius,1,1,1,0,76.74,
529,Lokomotiv Moscow,,Murilo,0,1,7,0,69.66,
530,Benfica,,Tomás Tavares,0,3,11,0,85.25,
531,Galatasaray,,Steven N'Zonzi,0,1,8,0,85.71,
532,KRC Genk,,Dieumerci Ndongala,0,0,2,2,62.5,
533,Bayer 04 Leverkusen,,Leon Bailey,0,5,1,0,76.09,
534,Valencia,,Jaume Costa,0,0,6,0,74.51,
535,Borussia Dortmund,,Łukasz Piszczek,0,1,9,0,85.33,
536,Olympiacos FC,,Omar Elabdellaoui,0,2,5,0,84.75,
537,Shakhtar Donetsk,,Dodô,1,7,3,1,83.33,
538,FK Crvena zvezda,,Aleksa Vukanović,0,1,5,0,61.54,
539,Valencia,,Carlos Soler,1,2,5,0,80.99,
540,Galatasaray,,Ryan Donk,0,2,5,0,81.02,
541,Lille,,Luiz Araújo,0,8,4,0,69.23,
542,Shakhtar Donetsk,,Andriy Pyatov,0,1,0,0,75.13,
543,GNK Dinamo Zagreb,,Damian Kądzior,0,0,0,1,77.78,
544,Shakhtar Donetsk,,Marlos Romero,0,11,4,1,92.16,
545,Real Madrid,,Marco Asensio,0,0,0,0,71.43,
546,Liverpool,,Xherdan Shaqiri,0,0,0,0,100,
547,Borussia Dortmund,,Leonardo Balerdi,0,0,0,0,0,
548,Red Bull Salzburg,,Marin Pongračić,0,0,1,0,80,
549,Napoli,,Gianluca Gaetano,0,0,0,0,100,
550,Olympique Lyonnais,,Rafael,0,1,2,0,75.68,
551,GNK Dinamo Zagreb,,Izet Hajrović,0,0,0,0,100,
552,Olympique Lyonnais,,Rayan Cherki,0,1,2,0,100,
553,Atalanta,,Adrien Tameze,0,0,0,0,100,
554,Benfica,,Ljubomir Fejsa,0,0,5,0,81.58,
555,SK Slavia Praha,,Abdulla Yusuf Helal,0,0,1,0,77.78,
556,Zenit St. Petersburg,,Aleksey Sutormin,0,0,1,0,75,
557,Lokomotiv Moscow,,Alexander Kolomeitsev,0,1,0,0,100,
558,Galatasaray,,Ryan Babel,0,5,2,0,78.07,
559,Zenit St. Petersburg,,Oleg Shatov,0,2,3,0,82.41,
560,Valencia,,Kang-in Lee,0,0,3,0,81.82,
561,KRC Genk,,Paul Onuachu,0,6,3,0,78.43,
562,Napoli,,Matteo Politano,0,2,0,0,77.27,
563,Atalanta,,Berat Djimsiti,0,3,10,0,82.25,
564,SK Slavia Praha,,Ondřej Kúdela,0,0,5,0,87.09,
565,Tottenham Hotspur,,Toby Alderweireld,0,0,7,0,85.96,
566,Club Brugge KV,,Mats Rits,0,0,6,0,81.68,
567,Zenit St. Petersburg,,Aleksandr Erokhin,0,1,0,0,67.92,
568,Olympiacos FC,,Maximiliano Lovera,0,4,0,1,80.77,
569,Galatasaray,,Florin Andone,0,1,1,0,65.71,
570,FK Crvena zvezda,,Milan Pavkov,0,0,1,0,43.33,
571,Shakhtar Donetsk,,Serhiy Bolbat,0,0,7,0,84.68,
572,Club Brugge KV,,Simon Mignolet,0,0,0,0,67.8,
573,AFC Ajax,,David Neres,0,2,3,1,80.95,
574,Galatasaray,,Selçuk İnan,0,1,0,0,80,
575,Bayer 04 Leverkusen,,Aleksandar Dragović,0,0,2,0,88.24,
576,Chelsea,,Andreas Christensen,0,0,3,0,92.86,
577,Olympique Lyonnais,,Karl Toko Ekambi,0,2,1,0,75.41,
578,AFC Ajax,,Siem de Jong,0,0,1,0,83.33,
579,Atalanta,,Andrea Masiello,0,1,4,0,92.03,
580,Atalanta,,Rafael Tolói,0,0,19,0,79.76,
581,GNK Dinamo Zagreb,,Amer Gojak,0,0,9,0,74.07,
582,Tottenham Hotspur,,Ryan Sessegnon,1,1,1,1,71.19,
583,Red Bull Salzburg,,Rasmus Kristensen,0,3,20,0,68.84,
584,Club Brugge KV,,Clinton Mata,0,2,15,1,72.05,
585,Club Brugge KV,,Charles De Ketelaere,0,1,4,0,73.58,
586,Lille,,Renato Sanches,0,7,2,0,72.58,
587,Red Bull Salzburg,,Dominik Szoboszlai,1,2,7,0,82.8,
588,Real Madrid,,Nacho Fernández,0,0,2,0,92.31,
589,Olympique Lyonnais,,Amine Gouiri,0,0,0,0,100,
590,GNK Dinamo Zagreb,,Lovro Majer,0,0,0,0,83.33,
591,Olympique Lyonnais,,Jean Lucas,0,0,1,0,50,
592,AFC Ajax,,Zakaria Labyad,0,0,1,0,88.89,
593,Napoli,,Amin Younes,0,0,0,0,100,
594,Juventus,,Marco Olivieri,0,0,0,0,66.67,
595,Olympiacos FC,,Vasilīs Torosidīs,0,1,2,0,72,
596,Lokomotiv Moscow,,Daniil Kulikov,0,1,0,0,54.55,
597,Borussia Dortmund,,Mahmoud Dahoud,0,0,0,0,95.45,
598,Club Brugge KV,,Mbaye Diagne,0,0,1,0,70,
599,Benfica,,Caio,0,1,0,0,63.64,
600,SK Slavia Praha,,Stanislav Tecl,0,1,1,0,60.87,
601,FK Crvena zvezda,,Dušan Jovančić,0,1,5,0,70.31,
602,Zenit St. Petersburg,,Igor Smolnikov,0,1,1,0,80.33,
603,Tottenham Hotspur,,Gedson Fernandes,0,1,7,0,70.18,
604,Club Brugge KV,,David Okereke,0,0,2,0,80,
605,Red Bull Salzburg,,Masaya Okugawa,0,0,4,0,66.67,
606,GNK Dinamo Zagreb,,Nikola Moro,0,1,11,0,80.59,
607,Lokomotiv Moscow,,Vladislav Ignatjev,0,0,16,0,68.15,
608,KRC Genk,,Junya Ito,0,9,11,0,69.23,
609,FK Crvena zvezda,,Miloš Degenek,0,1,11,0,84.51,
610,FK Crvena zvezda,,Marko Gobeljić,0,2,19,0,71.67,
611,Tottenham Hotspur,,Eric Dier,0,2,2,0,85.39,
612,FK Crvena zvezda,,Njegoš Petrović,0,1,8,0,76.47,
613,Borussia Dortmund,,Marco Reus,0,2,9,1,84.55,
614,Red Bull Salzburg,,Cican Stanković,0,0,1,0,63.51,
615,KRC Genk,,Sébastien Dewaest,0,1,6,0,79.12,
616,Red Bull Salzburg,,Majeed Ashimeru,0,0,3,0,85,
617,Atlético Madrid,,Ángel Correa,0,4,11,0,68.42,
618,Olympiacos FC,,Yassine Meriah,0,3,6,0,85.87,
619,Olympiacos FC,,Lazar Ranđelović,0,1,2,0,62.5,
620,Lokomotiv Moscow,,Bryan Idowu,0,0,4,0,72.09,
621,Galatasaray,,Mario Lemina,0,5,8,0,86.76,
622,Lokomotiv Moscow,,Rifat Zhemaletdinov,0,6,6,0,69,
623,Red Bull Salzburg,,Antoine Bernede,0,0,3,0,90.48,
624,Lille,,Adama Soumaoro,0,0,0,0,85.19,
625,Real Madrid,,James Rodríguez,0,1,1,0,85.45,
626,Borussia Dortmund,,Emre Can,0,6,1,0,88.7,
627,Manchester City,,Claudio Bravo,0,0,0,0,92.86,
628,FK Crvena zvezda,,Mirko Ivanić,0,1,3,0,45.45,
629,Borussia Dortmund,,Jacob Bruun Larsen,0,0,0,0,100,
630,RB Leipzig,,Marcelo Saracchi,0,2,4,0,78.08,
631,Chelsea,,Ross Barkley,0,4,0,0,76.32,
632,Tottenham Hotspur,,Jan Vertonghen,0,0,3,0,90.1,
633,Inter,,Danilo D'Ambrosio,0,3,6,0,78.79,
634,Lille,,Xeka,0,0,5,0,84.13,
635,SK Slavia Praha,,Ibrahim Traoré,0,0,2,0,85.14,
636,Lille,,Zeki Çelik,0,4,11,0,75.83,
637,Lille,,Domagoj Bradarić,0,5,4,0,79.63,
638,FK Crvena zvezda,,Tomané,0,0,0,0,56.67,
639,FK Crvena zvezda,,Rajiv Van La Parra,0,3,11,0,94.74,
640,Napoli,,David Ospina,0,0,0,0,85.71,
641,SK Slavia Praha,,Lukáš Provod,0,0,0,0,70,
642,Shakhtar Donetsk,,Dentinho,0,0,0,0,87.5,
643,Galatasaray,,Yuto Nagatomo,0,4,4,0,76.97,
644,FK Crvena zvezda,,Mateo García,0,14,19,0,80.8,
645,FK Crvena zvezda,,José Alberto Cañas,0,2,4,0,90.51,
646,GNK Dinamo Zagreb,,Petar Stojanović,0,5,13,1,69.74,
647,KRC Genk,,Casper De Norre,0,5,3,0,76.24,
648,FK Crvena zvezda,,Milan Rodić,0,1,7,0,70.78,
649,Real Madrid,,Brahim Díaz,0,1,0,0,100,
650,RB Leipzig,,Ademola Lookman,0,0,0,0,77.27,
651,Liverpool,,Joël Matip,0,0,2,0,88.89,
652,Valencia,,Alessandro Florenzi,0,0,0,0,100,
653,Tottenham Hotspur,,Japhet Tanganga,0,0,0,0,93.55,
654,Benfica,,André Almeida,0,0,2,0,73.68,
655,GNK Dinamo Zagreb,,Iyayi Believe Atiemwen,0,0,0,0,50,
656,Benfica,,David Tavares,0,0,0,0,100,
657,Lille,,Jérémy Pied,0,1,5,0,63.33,
658,Galatasaray,,Şener Özbayraklı,0,0,0,0,92.31,
659,Borussia Dortmund,,Nico Schulz,0,0,0,0,89.17,
660,Tottenham Hotspur,,Hugo Lloris,0,0,0,0,76.92,
661,Atalanta,,Mattia Caldara,0,1,2,0,85.92,
662,Lille,,Thiago Maia,0,0,0,0,53.85,
663,GNK Dinamo Zagreb,,François Moubandje,0,0,3,0,70.83,
664,Atalanta,,Jacopo Da Riva,0,0,0,0,100,
665,RB Leipzig,,Matheus Cunha,0,1,2,0,82.61,
666,Liverpool,,Adrián,0,0,0,0,78.57,
667,SK Slavia Praha,,Jaroslav Zelený,0,2,0,0,80,
668,Atlético Madrid,,Yannick Carrasco,0,3,1,0,84.62,
669,Benfica,,Jota,0,1,0,0,80,
670,Valencia,,Eliaquim Mangala,0,0,2,0,80.95,
671,Tottenham Hotspur,,Kyle Walker-Peters,0,1,1,0,75,
672,Chelsea,,Willy Caballero,0,0,0,0,67.16,
673,FK Crvena zvezda,,Jander,0,2,2,0,76.67,
674,KRC Genk,,Maarten Vandevoordt,0,0,0,0,66.67,
675,FC Bayern München,,Joshua Zirkzee,0,0,0,0,0,0
676,Red Bull Salzburg,,Sekou Koita,0,0,0,0,33.33,0
677,Atalanta,,Musa Barrow,0,1,0,0,50,0
678,Shakhtar Donetsk,,Danylo Sikan,0,0,0,0,100,0
679,AFC Ajax,,Jürgen Ekkelenkamp,0,1,1,0,75,0
680,Galatasaray,,Erencan Yardımcı,0,0,0,0,0,0
681,Borussia Dortmund,,Marcel Schmelzer,0,0,0,0,0,0
682,GNK Dinamo Zagreb,,Mario Šitum,0,0,0,0,0,0
683,Red Bull Salzburg,,Albert Vallci,0,0,0,0,0,0
684,Tottenham Hotspur,,Malachi Fagan-Walcott,0,0,1,0,100,0
685,Juventus,,Simone Muratore,0,0,0,0,0,0
