#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
425,Club Brugge KV,,Björn Engels,0,0,1,0,83.33,
426,Leicester City,,Ron-Robert Zieler,0,0,0,0,50,
427,Sporting,,Luc Castaignos,0,1,0,0,76.92,
428,Beşiktaş,,Atınç Nukan,0,0,0,0,88.89,
429,Legia Warszawa,,Kasper Hämäläinen,0,0,1,0,75,
430,FC Porto,,Evandro,0,0,0,0,77.78,
431,FC København,,Danny Amankwaa,0,0,1,0,100,
432,Ludogorets,,Vitinha,0,0,0,0,100,
433,Napoli,,Nikola Maksimović,0,1,2,0,93.1,
434,Sporting,,Paulo Oliveira,0,0,5,0,85,
435,Club Brugge KV,,Laurens De Bock,0,2,4,0,86.71,
436,Leicester City,,Leonardo Ulloa,0,3,2,0,69.81,
437,Beşiktaş,,Tolgay Arslan,0,9,6,0,87.65,
438,Ludogorets,,Vladislav Stoyanov,0,0,0,0,61.9,
439,Borussia M'gladbach,,Tobias Strobl,0,3,14,0,84.1,
440,FC Porto,,Héctor Herrera,0,4,1,0,85.71,
441,FC Rostov,,Aleksandr Gațcan,0,4,16,0,74.75,
442,Borussia Dortmund,,Roman Bürki,0,0,0,0,71.31,
443,Tottenham Hotspur,,Dele Alli,1,6,8,0,78.63,
444,Manchester City,,Bacary Sagna,0,0,8,0,89.67,
445,Atlético Madrid,,Kévin Gameiro,2,3,2,1,83.18,
446,Benfica,,Nélson Semedo,1,15,21,0,80.97,
447,Napoli,,Allan,0,6,16,0,84.98,
448,Napoli,,Piotr Zieliński,0,2,8,0,89.39,
449,Ludogorets,,Svetoslav Dyakov,0,5,15,0,88.66,
450,Dynamo Kyiv,,Andriy Yarmolenko,1,9,0,2,82.72,
451,Napoli,,Manolo Gabbiadini,1,1,0,0,60.61,
452,Ludogorets,,Marcelinho,0,3,4,1,85.98,
453,Atlético Madrid,,Nicolás Gaitán,0,4,8,0,81.32,
454,AS Monaco,,Almamy Touré,0,0,13,0,73.08,
455,Bayer 04 Leverkusen,,Tin Jedvaj,0,1,8,0,82.35,
456,Borussia M'gladbach,,Andreas Christensen,0,1,10,0,88.28,
457,Napoli,,Jorginho,0,0,10,0,91.07,
458,Atlético Madrid,,Lucas Hernández,0,2,15,0,65.85,
459,FC Rostov,,Fedor Kudryashov,0,0,9,0,61.54,
460,AS Monaco,,Nabil Dirar,0,13,10,0,76.74,
461,FC Porto,,Jesús Corona,1,11,7,1,85.8,
462,Benfica,,Konstantinos Mitroglou,1,1,2,1,67.9,
463,Juventus,,Mario Lemina,0,6,9,0,89.47,
464,Borussia Dortmund,,Emre Mor,0,4,1,0,86.21,
465,FC Porto,,André André,0,2,2,0,89.29,
466,Dynamo Kyiv,,Evgeny Makarenko,0,4,2,0,85.12,
467,CSKA Moscow,,Aleksandr Golovin,0,8,24,0,77.4,
468,Manchester City,,Pablo Zabaleta,0,0,15,0,81.3,
469,Borussia Dortmund,,Łukasz Piszczek,0,3,10,1,90.72,
470,FC København,,Benjamin Verbič,0,5,7,1,79.31,
471,Beşiktaş,,Gökhan Inler,0,1,8,0,79.26,
472,PSV Eindhoven,,Gastón Pereiro,0,3,2,1,76.4,
473,FC Porto,,Miguel Layún,1,5,7,0,77.5,
474,Celtic,,Callum McGregor,0,5,0,0,89.16,
475,Ludogorets,,Jody Lukoki,0,3,2,0,80,
476,Dynamo Kyiv,,Nikita Korzun,0,0,2,0,88.17,
477,AS Monaco,,Bernardo Silva,2,26,11,1,85.36,
478,GNK Dinamo Zagreb,,El Arbi Hillel Soudani,0,4,9,0,80,
479,Sporting,,Marvin Zeegelaar,0,4,13,0,76.92,
480,Beşiktaş,,Cenk Tosun,1,2,3,0,79.73,
481,Barcelona,,Paco Alcácer,0,0,0,1,76.47,
482,FC Porto,,Rúben Neves,0,2,1,0,90.7,
483,PSV Eindhoven,,Siem de Jong,0,2,3,0,86.36,
484,Beşiktaş,,Atiba Hutchinson,0,6,10,0,91.8,
485,Sevilla,,Matías Kranevitter,0,0,5,0,92.91,
486,Paris Saint-Germain,,Maxwell,0,0,5,0,91.3,
487,Manchester City,,Willy Caballero,0,0,0,0,64.39,
488,Celtic,,James Forrest,0,5,6,0,86.3,
489,GNK Dinamo Zagreb,,Mario Šitum,0,3,11,0,83.54,
490,AS Monaco,,Danijel Subašić,0,1,0,0,47.8,
491,Dynamo Kyiv,,Viktor Tsygankov,1,2,3,1,77.92,
492,Dynamo Kyiv,,Júnior Moraes,1,1,4,0,84.62,
493,Celtic,,Patrick Roberts,1,8,4,0,84.75,
494,Leicester City,,Shinji Okazaki,1,5,5,0,78.57,
495,Sevilla,,Luciano Vietto,1,0,1,1,83.13,
496,CSKA Moscow,,Roman Eremenko,1,0,1,0,65.15,
497,Real Madrid,,Danilo,0,3,8,1,86.01,
498,Paris Saint-Germain,,Christopher Nkunku,0,0,1,0,71.43,
499,Leicester City,,Nampalys Mendy,0,0,1,0,88.46,
500,Barcelona,,Denis Suárez,0,2,1,0,86.14,
501,FC Porto,,Rui Pedro,0,0,0,0,100,
502,FC Porto,,Laurent Depoitre,0,0,0,0,62.5,
503,PSV Eindhoven,,Ramon Pascal Lundqvist,0,0,1,0,75,
504,Sevilla,,Timothée Kolodziejczak,0,0,0,0,100,
505,Sevilla,,Hiroshi Kiyotake,0,0,0,0,95.45,
506,Dynamo Kyiv,,Mykyta Burda,0,0,2,0,84.62,
507,Leicester City,,Ben Chilwell,0,1,5,0,79.07,
508,Borussia Dortmund,,Roman Weidenfeller,0,0,0,0,78.18,
509,Benfica,,Guillermo Celis,0,0,0,0,77.78,
510,Sevilla,,Daniel Carriço,0,0,2,0,84.62,
511,Beşiktaş,,Olcay Şahan,0,0,0,0,92.31,
512,CSKA Moscow,,Astemir Gordyushenko,0,1,3,0,50,
513,Dynamo Kyiv,,Oleksandr Hladkyi,0,0,0,0,50,
514,Borussia Dortmund,,Sebastian Rode,0,0,7,0,90.83,
515,PSV Eindhoven,,Bart Ramselaar,0,4,4,0,82.69,
516,GNK Dinamo Zagreb,,Jonas,0,2,8,0,84.75,
517,Basel,,Birkir Bjarnason,0,2,11,0,78.99,
518,Borussia M'gladbach,,Julian Korb,0,0,16,0,72.25,
519,Sporting,,Rui Patrício,0,0,0,0,64.71,
520,Club Brugge KV,,Ricardo van Rhijn,0,2,8,0,72.73,
521,Legia Warszawa,,Michał Kopczyński,0,2,10,0,82.14,
522,Barcelona,,Ivan Rakitić,0,4,12,0,86.12,
523,Dynamo Kyiv,,Vitorino Antunes,0,1,2,0,75.12,
524,Leicester City,,Demarai Gray,0,4,4,0,64.44,
525,Bayer 04 Leverkusen,,Julian Brandt,1,20,7,0,81.1,
526,Legia Warszawa,,Vadis Odjidja-Ofoe,1,9,12,1,83.12,
527,Arsenal,,Alex Iwobi,1,3,6,0,86.73,
528,Leicester City,,Jeffrey Schlupp,0,6,3,0,69.84,
529,Celtic,,Leigh Griffiths,0,1,0,0,72.73,
530,Celtic,,Mikael Lustig,0,2,12,1,83.71,
531,Bayer 04 Leverkusen,,Aleksandar Dragović,0,0,5,0,84.15,
532,PSV Eindhoven,,Steven Bergwijn,0,7,3,0,79.27,
533,Barcelona,,Rafinha Alcântara,0,3,6,0,88.32,
534,Basel,,Marc Janko,0,0,1,1,55.56,
535,Club Brugge KV,,Wesley Moraes,0,1,1,0,72.86,
536,Arsenal,,Mohamed Elneny,0,0,1,1,97.26,
537,Bayer 04 Leverkusen,,Joel Pohjanpalo,0,0,0,0,60,
538,AS Monaco,,Andrea Raggi,0,0,18,0,71.61,
539,Basel,,Seydou Doumbia,1,5,4,0,69.49,
540,Basel,,Taulant Xhaka,0,4,12,1,88.44,
541,Benfica,,André Horta,0,1,1,0,91.3,
542,Olympique Lyonnais,,Aldo Kalulu,0,0,1,0,83.33,
543,Legia Warszawa,,Valeri Qazaishvili,0,2,2,0,84.21,
544,GNK Dinamo Zagreb,,Domagoj Antolić,0,0,2,0,76.67,
545,Basel,,Alexander Fransson,0,0,1,0,81.48,
546,Basel,,Andraž Šporar,0,1,2,0,70.83,
547,Legia Warszawa,,Adam Hloušek,0,2,6,0,84.21,
548,Atlético Madrid,,Ángel Correa,0,12,3,0,69,
549,GNK Dinamo Zagreb,,Domagoj Pavičić,0,5,8,0,78.57,
550,Borussia M'gladbach,,Fabian Johnson,0,2,5,0,78.72,
551,Ludogorets,,Virgil Misidjan,1,7,6,0,82.03,
552,Sporting,,Ezequiel Schelotto,0,4,5,0,80.65,
553,Paris Saint-Germain,,Alphonse Aréola,0,0,0,0,81.97,
554,Borussia Dortmund,,Erik Durm,0,1,4,1,79.84,
555,Club Brugge KV,,Timmy Simons,0,0,9,0,79.5,
556,Club Brugge KV,,Stefano Denswil,0,0,14,0,81.78,
557,Arsenal,,Héctor Bellerín,0,6,9,0,83.74,
558,Manchester City,,Gaël Clichy,0,4,6,0,84.86,
559,Tottenham Hotspur,,Heung-min Son,1,5,4,0,79.17,
560,Beşiktaş,,Ricardo Quaresma,3,7,4,2,76.76,
561,GNK Dinamo Zagreb,,Borna Sosa,0,0,2,0,56.25,
562,Leicester City,,Harvey Barnes,0,0,2,0,80,
563,Real Madrid,,Mariano Díaz,0,1,0,0,100,
564,AS Monaco,,Adama Traoré,0,0,0,0,90.91,
565,GNK Dinamo Zagreb,,Dino Perić,0,0,2,0,25,
566,Napoli,,Vlad Chiricheş,0,0,1,0,88.61,
567,Benfica,,Jonas,0,1,1,0,84.62,
568,Club Brugge KV,,Lior Refaelov,0,0,1,0,90.91,
569,Barcelona,,Marc Cardona,0,0,2,0,100,
570,Benfica,,José Gomes,0,0,0,0,100,
571,Benfica,,Filipe Augusto,0,1,1,0,63.64,
572,FC Porto,,Adrián López,0,0,0,0,84.62,
573,Dynamo Kyiv,,Artem Gromov,0,1,0,0,50,
574,Dynamo Kyiv,,Oleh Husiev,0,0,0,0,71.43,
575,FC Rostov,,Maksim Grigoriev,0,0,0,0,0,
576,Paris Saint-Germain,,Kevin Trapp,0,0,0,0,64.52,
577,Napoli,,Marko Rog,0,0,3,0,81.58,
578,Ludogorets,,Cicinho,0,2,3,0,83.61,
579,Ludogorets,,Campanharo,0,0,1,0,100,
580,FC København,,Kasper Kusk,0,0,0,0,86.67,
581,Legia Warszawa,,Mihail Aleksandrov,0,0,2,0,70.83,
582,Paris Saint-Germain,,Hatem Ben Arfa,0,11,0,0,78.95,
583,Sporting,,André Balada,0,0,1,0,76.92,
584,Club Brugge KV,,Boli Bolingoli,0,2,3,0,80,
585,PSV Eindhoven,,Oleksandr Zinchenko,0,3,0,0,87.64,
586,GNK Dinamo Zagreb,,Ante Ćorić,0,1,0,0,75.58,
587,Basel,,Adama Traoré,0,2,10,0,79.49,
588,CSKA Moscow,,Georgi Schennikov,0,4,11,0,72.68,
589,Legia Warszawa,,Tomasz Jodłowiec,0,2,8,0,73.48,
590,Benfica,,André Almeida,0,1,7,1,86.03,
591,FC København,,Andrija Pavlović,0,2,2,0,53.19,
592,CSKA Moscow,,Zoran Tošić,0,4,7,1,82.61,
593,Manchester City,,Claudio Bravo,0,0,0,0,81,
594,Club Brugge KV,,Anthony Limbombe,0,3,3,0,82.14,
595,GNK Dinamo Zagreb,,Ivan Fiolić,0,1,1,0,79.52,
596,GNK Dinamo Zagreb,,Paulo Machado,0,1,6,0,87.18,
597,GNK Dinamo Zagreb,,Bojan Knežević,0,0,1,0,69.23,
598,Bayer 04 Leverkusen,,Kevin Volland,1,9,2,0,75.28,
599,Borussia Dortmund,,Felix Passlack,1,5,5,0,85.44,
600,Legia Warszawa,,Michał Kucharczyk,1,3,5,0,69.14,
601,Borussia M'gladbach,,Patrick Herrmann,0,0,1,0,83.33,
602,Leicester City,,Ahmed Musa,0,3,2,0,80,
603,CSKA Moscow,,Lacina Traoré,1,3,5,1,57.58,
604,FC Porto,,Tiquinho Soares,0,2,1,0,62.22,
605,Borussia M'gladbach,,Jonas Hofmann,0,1,1,0,79.63,
606,Napoli,,Emanuele Giaccherini,0,0,0,0,100,
607,Legia Warszawa,,Steeven Langil,0,0,4,0,67.74,
608,Celtic,,Stuart Armstrong,0,5,9,0,81.44,
609,Paris Saint-Germain,,Grzegorz Krychowiak,0,0,2,0,92.13,
610,Juventus,,Tomás Rincón,0,0,0,0,91.3,
611,Tottenham Hotspur,,Georges-Kévin N'Koudou,0,5,2,0,91.67,
612,Celtic,,Kolo Touré,0,2,7,0,81.63,
613,Paris Saint-Germain,,Jesé Rodríguez,0,0,0,0,88.24,
614,GNK Dinamo Zagreb,,Junior Fernandes,0,4,6,0,67.2,
615,Benfica,,André Carrillo,0,4,1,0,82,
616,Sporting,,João Pereira,0,3,3,0,79.7,
617,FC København,,Ján Greguš,0,0,2,0,87.5,
618,Juventus,,Stefano Sturaro,0,0,2,0,77.59,
619,CSKA Moscow,,Carlos Strandberg,0,0,0,0,53.13,
620,Sporting,,Lazar Marković,0,5,3,0,79.78,
621,Legia Warszawa,,Guilherme Marques,1,2,9,1,80.31,
622,Sporting,,Ricardo Esgaio,0,0,2,0,88.89,
623,Barcelona,,Marlon,0,0,1,0,90,
624,Juventus,,Stephan Lichtsteiner,0,1,1,0,90.2,
625,Atlético Madrid,,Miguel Ángel Moyà,0,0,0,0,57.89,
626,Celtic,,Eoghan O'Connell,0,0,2,0,100,
627,AS Monaco,,Morgan De Sanctis,0,0,0,0,65.38,
628,AS Monaco,,Gabriel Boschilia,0,5,2,0,80.95,
629,Beşiktaş,,Gökhan Gönül,0,1,1,0,72.09,
630,Sporting,,Elias,0,0,1,0,77.14,
631,Beşiktaş,,Kerim Frei,0,0,0,0,85.71,
632,Tottenham Hotspur,,Moussa Sissoko,0,7,4,0,69.57,
633,Benfica,,Andreas Samaris,0,1,4,0,86.3,
634,Beşiktaş,,Oğuzhan Özyakup,0,2,5,0,89.6,
635,FC Rostov,,Aleksandr Erokhin,0,0,9,1,64.23,
636,GNK Dinamo Zagreb,,Amer Gojak,0,4,2,0,84.13,
637,FC Rostov,,Andrei Prepeliță,0,0,1,0,73.33,
638,Basel,,Michael Lang,0,3,6,0,73.84,
639,Club Brugge KV,,Felipe Gedoz,0,0,1,0,74.07,
640,Ludogorets,,Yordan Minev,0,1,7,0,80.87,
641,Benfica,,Rafa Silva,0,0,7,0,70.97,
642,Celtic,,Tom Rogić,0,13,8,0,79.84,
643,GNK Dinamo Zagreb,,Adrian Šemper,0,0,0,0,44.23,
644,Club Brugge KV,,Abdoulay Diaby,0,0,2,0,76.19,
645,Barcelona,,Jérémy Mathieu,0,0,1,0,88.33,
646,Legia Warszawa,,Jakub Czerwiński,0,0,7,0,80.51,
647,Celtic,,Scott Sinclair,0,10,3,0,83.54,
648,Basel,,Serey Dié,0,5,4,0,81.11,
649,CSKA Moscow,,Georgi Milanov,0,2,8,0,71.93,
650,Napoli,,Pepe Reina,0,1,1,0,79.06,
651,PSV Eindhoven,,Jorrit Hendrix,0,1,5,0,77.14,
652,GNK Dinamo Zagreb,,Alexandru Mățel,0,0,1,0,63.64,
653,Beşiktaş,,Andreas Beck,0,1,7,1,78.87,
654,Juventus,,Moise Kean,0,0,0,0,0,
655,Benfica,,Andrija Živković,0,0,0,0,57.14,
656,Borussia Dortmund,,Sven Bender,0,0,0,0,93.33,
657,Leicester City,,Marcin Wasilewski,0,0,2,0,50,
658,Napoli,,Christian Maggio,0,0,0,0,82.35,
659,Dynamo Kyiv,,Oleksandr Shovkovskyi,0,0,0,0,79.55,
660,Paris Saint-Germain,,Javier Pastore,0,0,0,0,78.57,
661,Borussia M'gladbach,,Nico Schulz,0,1,1,0,66.67,
662,Tottenham Hotspur,,Joshua Onomah,0,0,0,0,66.67,
663,CSKA Moscow,,Kirill Nababkin,0,0,3,0,65.22,
664,FC Rostov,,Denis Terentjev,0,2,2,0,69.23,
665,Legia Warszawa,,Bartosz Bereszyński,0,8,10,1,83.25,
666,Celtic,,Cristian Gamboa,0,0,6,0,74.32,
667,Arsenal,,Carl Jenkinson,0,1,3,0,91.03,
668,Dynamo Kyiv,,Pavlo Orikhovskyi,0,0,0,0,78.57,
669,Manchester City,,Pablo Maffeo,0,0,1,0,96,
670,PSV Eindhoven,,Jordy de Wijs,0,0,1,0,90.91,
671,Bayer 04 Leverkusen,,Kai Havertz,0,0,0,0,62.16,
672,Legia Warszawa,,Jakub Rzeźniczak,0,0,6,0,87.57,
673,GNK Dinamo Zagreb,,Josip Pivarić,0,1,4,0,74.17,
674,Celtic,,Kieran Tierney,0,1,6,0,68.64,
675,FC Rostov,,Moussa Doumbia,0,1,1,0,62.07,
676,FC Bayern München,,Sven Ulreich,0,0,1,0,83.33,
677,GNK Dinamo Zagreb,,Nikola Moro,0,0,2,0,88.57,
678,Dynamo Kyiv,,Valeriy Fedorchuk,0,0,0,0,71.43,
679,GNK Dinamo Zagreb,,Petar Stojanović,0,2,10,0,67.74,
680,Ludogorets,,Milan Borjan,0,0,0,0,59.26,
681,Olympique Lyonnais,,Jordy Gaspar,0,0,0,0,71.43,
682,Legia Warszawa,,Maciej Dąbrowski,0,0,2,0,60,
683,Leicester City,,Ben Hamer,0,0,0,0,31.25,
684,Real Madrid,,Fábio Coentrão,0,0,0,0,87.72,
685,Benfica,,Júlio César,0,1,0,0,54.84,
686,Celtic,,Dorus De Vries,0,0,0,0,57.14,
687,Legia Warszawa,,Radosław Cierzniak,0,0,0,0,62.96,
688,Paris Saint-Germain,,Jonathan Ikoné,0,0,0,0,83.33,0
689,Paris Saint-Germain,,Jean-Kévin Augustin,0,0,0,0,0,0
690,Borussia Dortmund,,Dženis Burnić,0,0,0,0,0,0
691,Ludogorets,,Lucas Sasha,0,0,0,0,66.67,0
692,Sporting,,Radosav Petrović,0,0,0,0,100,0
693,FC København,,Aboubakar Keita,0,0,1,0,0,0
694,FC Porto,,Silvestre Varela,0,0,0,0,100,0
695,FC København,,Mikael Antonsson,0,0,0,0,100,0
696,FC København,,Tom Høgli,0,0,0,0,0,0
697,FC Rostov,,Aleksandr Bukharov,0,1,0,0,75,0
698,FC Rostov,,Saeid Ezatolahi,0,2,0,0,100,0
