#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
30,Real Madrid,,Toni Kroos,0,8,27,1,94.57,
31,PSV Eindhoven,,Maxime Lestienne,2,3,2,2,67.8,
32,Real Madrid,,Gareth Bale,0,22,7,2,83.98,
33,Real Madrid,,Sergio Ramos,1,1,24,0,88.84,
34,Atlético Madrid,,Diego Godín,0,1,34,1,83.21,
35,Paris Saint-Germain,,Thiago Silva,0,1,20,0,93.37,
36,Real Madrid,,Álvaro Arbeloa,0,0,5,0,95.24,
37,FC Porto,,Yacine Brahimi,1,35,5,0,87.02,
38,Juventus,,Paul Pogba,1,25,16,2,77.75,
39,Barcelona,,Adriano,1,2,6,0,83.89,
40,KAA Gent,,Sven Kums,2,12,23,2,85.42,
41,Atlético Madrid,,Stefan Savić,0,0,14,0,78.24,
42,Manchester United,,Chris Smalling,1,4,9,0,88.01,
43,FC Bayern München,,Arjen Robben,2,5,6,1,89.52,
44,Galatasaray,,Selçuk İnan,2,0,14,0,89.63,
45,Paris Saint-Germain,,David Luiz,1,6,12,0,92.53,
46,Manchester United,,Antonio Valencia,0,1,7,1,88.28,
47,Olympique Lyonnais,,Clément Grenier,0,1,0,0,90.63,
48,Benfica,,Lisandro López,0,0,8,0,84.87,
49,Chelsea,,Nemanja Matić,0,9,19,0,84.45,
50,Borussia M'gladbach,,Lars Stindl,3,5,15,2,81.5,
51,Atlético Madrid,,Antoine Griezmann,7,10,20,1,81.61,
52,Valencia,,Sofiane Feghouli,2,7,7,0,77.54,
53,Manchester City,,Yaya Touré,1,30,10,2,88.28,
54,Benfica,,Nicolás Gaitán,4,22,22,3,65.77,
55,Roma,,Miralem Pjanić,2,2,13,1,85.16,
56,VfL Wolfsburg,,Naldo,2,2,10,0,83.29,
57,Barcelona,,Andrés Iniesta,0,19,12,0,87.73,
58,Chelsea,,Abdul Rahman Baba,0,4,15,1,88.72,
59,Barcelona,,Javier Mascherano,0,7,18,0,90.13,
60,CSKA Moscow,,Mário Fernandes,0,1,31,1,76.14,
61,Arsenal,,Petr Čech,0,0,0,0,51.15,
62,Atlético Madrid,,Tiago,0,4,15,0,83.33,
63,Sevilla,,Sergio Rico,0,0,0,0,71.88,
64,FC Bayern München,,Kingsley Coman,2,14,9,5,86.9,
65,Barcelona,,Sergio Busquets,0,3,22,0,92.32,
66,Astana,,Patrick Twumasi,2,6,1,0,75,
67,Sevilla,,Éver Banega,2,18,5,0,84.62,
68,Borussia M'gladbach,,Granit Xhaka,0,7,15,1,84.66,
69,FC Bayern München,,Sven Ulreich,0,0,0,0,75.86,
70,Atlético Madrid,,Jesús Gámez,0,0,1,0,80.7,
71,Paris Saint-Germain,,Marquinhos,0,3,20,0,88.5,
72,Atlético Madrid,,José María Giménez,0,2,19,0,78.42,
73,Barcelona,,Dani Alves,0,6,19,3,88.23,
74,Paris Saint-Germain,,Adrien Rabiot,3,13,17,0,90.27,
75,Borussia M'gladbach,,Raffael,2,14,4,1,86.55,
76,FC Porto,,Miguel Layún,1,14,14,2,82.3,
77,Valencia,,Enzo Pérez,0,2,25,0,90.99,
78,Galatasaray,,Semih Kaya,0,1,9,0,86.81,
79,FC Bayern München,,Robert Lewandowski,9,9,8,1,83,
80,Sevilla,,José Antonio Reyes,0,1,1,0,69.05,
81,BATE Borisov,,Maksim Zhavnerchik,0,1,8,0,69.86,
82,Valencia,,Dani Parejo,0,7,18,0,85.79,
83,Astana,,Nenad Erić,0,0,1,0,42.44,
84,KAA Gent,,Kalifa Coulibaly,2,0,0,0,58.82,
85,Atlético Madrid,,Ángel Correa,1,9,4,0,78.69,
86,Benfica,,Jonas,2,17,10,2,80.56,
87,Bayer 04 Leverkusen,,Kevin Kampl,1,12,18,2,82.67,
88,Real Madrid,,Luka Modrić,1,9,12,1,90.83,
89,Real Madrid,,Isco,0,21,7,3,90.34,
90,Atlético Madrid,,Filipe Luís,0,22,38,0,79.79,
91,VfL Wolfsburg,,Luiz Gustavo,0,5,16,0,91.91,
92,PSV Eindhoven,,Héctor Moreno,1,1,18,0,84.01,
93,Manchester City,,Vincent Kompany,0,1,13,0,85.65,
94,Manchester United,,Daley Blind,0,0,6,1,84.02,
95,Chelsea,,Cesc Fàbregas,1,5,20,1,86.65,
96,Dynamo Kyiv,,Serhiy Rybalka,0,4,13,1,84.34,
97,Zenit St. Petersburg,,Oleg Shatov,2,5,16,3,82.11,
98,Chelsea,,Oscar,2,5,11,1,77.36,
99,PSV Eindhoven,,Jeroen Zoet,0,0,0,0,58.56,
100,Dynamo Kyiv,,Evgeniy Khacheridi,0,2,12,0,84.15,
101,KAA Gent,,Danijel Miličević,3,2,6,1,73.33,
102,FC Porto,,André André,2,14,8,1,85.03,
103,KAA Gent,,Rami Gershon,0,0,1,0,90,
104,Borussia M'gladbach,,Nico Elvedi,0,0,4,0,77.14,
105,Galatasaray,,Fernando Muslera,0,0,0,0,53.85,
106,Juventus,,Leonardo Bonucci,0,4,5,0,86.35,
107,Shakhtar Donetsk,,Ismaily,0,2,7,0,80.82,
108,FC Bayern München,,Douglas Costa,2,43,18,3,86.47,
109,Chelsea,,César Azpilicueta,0,3,31,0,77.94,
110,Barcelona,,Gerard Piqué,1,1,13,0,91.53,
111,Real Madrid,,Keylor Navas,0,0,1,0,61.39,
112,Real Madrid,,James Rodríguez,1,2,6,0,86.47,
113,Bayer 04 Leverkusen,,Admir Mehmedi,4,5,9,0,84.57,
114,BATE Borisov,,Evgeni Yablonski,0,2,21,0,74.05,
115,Benfica,,Ljubomir Fejsa,0,1,23,0,86.77,
116,Chelsea,,Eden Hazard,0,27,2,1,84.62,
117,Olympique Lyonnais,,Christophe Jallet,1,1,12,1,80.56,
118,Paris Saint-Germain,,Lucas Moura,2,27,5,1,85.79,
119,Olympique Lyonnais,,Corentin Tolisso,0,0,12,1,84.59,
120,Juventus,,Giorgio Chiellini,0,3,12,0,87.28,
121,Real Madrid,,Raphaël Varane,0,1,8,0,91.73,
122,Paris Saint-Germain,,Thiago Motta,0,4,14,0,92.45,
123,Atlético Madrid,,Jan Oblak,0,0,0,0,49.2,
124,Juventus,,Mario Mandžukić,2,0,7,1,69.23,
125,Paris Saint-Germain,,Serge Aurier,1,3,18,1,86.16,
126,Borussia M'gladbach,,Julian Korb,1,1,15,2,78.36,
127,Juventus,,Álvaro Morata,2,12,8,2,76.22,
128,Olympique Lyonnais,,Alexandre Lacazette,2,8,3,0,82.72,
129,BATE Borisov,,Nemanja Milunović,1,9,15,0,75.65,
130,Bayer 04 Leverkusen,,Karim Bellarabi,0,19,9,2,75.69,
131,VfL Wolfsburg,,Bruno Henrique,0,3,3,1,60,
132,Galatasaray,,Aurélien Chedjou,0,3,4,1,82.51,
133,PSV Eindhoven,,Jetro Willems,0,1,3,0,72.41,
134,Galatasaray,,Wesley Sneijder,0,3,5,1,83.63,
135,Benfica,,Jardel,0,2,15,0,87.5,
136,Juventus,,Alex Sandro,0,8,14,1,83.14,
137,Arsenal,,Santi Cazorla,0,15,10,1,88.52,
138,Atlético Madrid,,Koke,0,5,24,1,82.07,
139,BATE Borisov,,Sergey Chernik,0,0,1,0,40.61,
140,Real Madrid,,Karim Benzema,4,17,3,0,82.17,
141,Shakhtar Donetsk,,Alex Teixeira,3,13,0,0,90.75,
142,Zenit St. Petersburg,,Yury Lodygin,0,0,0,0,52.5,
143,Zenit St. Petersburg,,Axel Witsel,1,4,20,1,86.02,
144,Juventus,,Andrea Barzagli,0,3,10,1,87.62,
145,FC Bayern München,,Jérôme Boateng,0,0,7,0,86.86,
146,Real Madrid,,Daniel Carvajal,1,7,12,0,90.14,
147,Manchester United,,Jesse Lingard,0,10,9,1,85.96,
148,VfL Wolfsburg,,Julian Draxler,3,20,7,2,88.5,
149,VfL Wolfsburg,,Ricardo Rodríguez,1,4,20,1,85.9,
150,Sevilla,,Vitolo,1,11,11,1,79.89,
151,FC Porto,,Rúben Neves,0,7,15,1,85.76,
152,FC Porto,,Danilo Pereira,0,3,14,0,86.69,
153,KAA Gent,,Renato Neto,0,9,29,1,82.46,
154,Real Madrid,,Pepe,0,7,13,0,89.57,
155,Barcelona,,Ivan Rakitić,2,4,18,2,86.25,
156,FC Bayern München,,Thomas Müller,8,2,8,2,81.82,
157,Zenit St. Petersburg,,Artem Dzyuba,6,3,0,2,70.17,
158,Benfica,,Luisão,1,0,3,1,89.24,
159,PSV Eindhoven,,Santiago Arias,0,9,17,0,77.97,
160,Benfica,,Andreas Samaris,0,7,14,0,86.65,
161,VfL Wolfsburg,,Max Kruse,2,6,7,1,84.5,
162,FC Bayern München,,Philipp Lahm,0,9,18,0,91.09,
163,Manchester City,,Fernandinho,2,12,35,3,86.27,
164,Juventus,,Juan Cuadrado,1,10,12,0,84.62,
165,Bayer 04 Leverkusen,,Javier Hernández,5,2,4,0,65.35,
166,Shakhtar Donetsk,,Fred,0,5,15,0,88.59,
167,Manchester United,,Juan Mata,1,4,1,2,89.95,
168,VfL Wolfsburg,,Dante,0,0,20,0,82,
169,Olympique Lyonnais,,Samuel Umtiti,0,2,9,0,84.66,
170,Manchester United,,Marcos Rojo,0,1,4,0,81.85,
171,Barcelona,,Marc Bartra,0,2,6,0,87.43,
172,VfL Wolfsburg,,Vieirinha,1,5,17,1,79.91,
173,Dynamo Kyiv,,Oleksandr Shovkovskyi,0,0,0,0,76.56,
174,FC Bayern München,,David Alaba,1,4,9,1,92.6,
175,Barcelona,,Marc-André ter Stegen,0,0,0,0,88.67,
176,Sevilla,,Fernando Llorente,1,1,1,1,76.32,
177,Paris Saint-Germain,,Maxwell,0,4,12,2,92.71,
178,Real Madrid,,Mateo Kovačić,1,6,11,0,92.47,
179,VfL Wolfsburg,,Christian Träsch,0,7,33,1,80.06,
180,Shakhtar Donetsk,,Anton Kanibolotskiy,0,0,0,0,56,
181,Manchester City,,Fernando,0,5,27,2,90.08,
182,Roma,,Konstantinos Manolas,0,3,19,1,82.12,
183,Barcelona,,Sergi Samper,0,2,9,0,93.02,
184,Real Madrid,,Denis Cheryshev,0,0,4,0,87.5,
185,CSKA Moscow,,Pontus Wernbloom,0,2,24,0,73.22,
186,VfL Wolfsburg,,Diego Benaglio,0,0,0,0,62.64,
187,Arsenal,,Olivier Giroud,5,1,5,0,67.74,
188,Real Madrid,,Nacho Fernández,1,0,6,0,90.95,
189,Olympique Lyonnais,,Mathieu Valbuena,0,6,0,1,89.75,
190,Paris Saint-Germain,,Gregory van der Wiel,0,3,7,1,89.58,
191,Manchester City,,Raheem Sterling,3,13,11,2,82.14,
192,Borussia M'gladbach,,Fabian Johnson,2,4,7,1,78.95,
193,Benfica,,Eliseu,0,7,21,2,79.76,
194,KAA Gent,,Nana Asare,0,4,14,0,88.94,
195,Real Madrid,,Marcelo,0,20,11,1,85.43,
196,Manchester City,,Martín Demichelis,1,0,7,0,90.71,
197,Benfica,,Ederson,0,0,0,0,47.66,
198,Barcelona,,Jérémy Mathieu,0,0,4,0,89.42,
199,Arsenal,,Theo Walcott,2,3,4,1,73.58,
200,Chelsea,,Kurt Zouma,1,1,7,0,78.79,
201,Astana,,Foxi Kéthévoama,0,5,13,1,72,
202,Paris Saint-Germain,,Kevin Trapp,0,0,0,0,78.76,
203,Roma,,Radja Nainggolan,0,5,16,1,80.92,
204,PSV Eindhoven,,Andrés Guardado,0,11,12,1,82.22,
205,Benfica,,Anderson Talisca,2,4,4,0,82.54,
206,Olympique Lyonnais,,Jérémy Morel,0,2,8,0,78.98,
207,Manchester City,,Gaël Clichy,0,12,18,0,79.95,
208,Chelsea,,Gary Cahill,1,2,6,0,88.32,
209,CSKA Moscow,,Zoran Tošić,0,8,9,1,81.56,
210,Bayer 04 Leverkusen,,Jonathan Tah,0,4,14,0,82.71,
211,Benfica,,Júlio César,0,1,0,0,72.97,
212,Real Madrid,,Danilo,0,5,22,1,88.34,
213,FC Bayern München,,Javi Martínez,0,0,6,1,90.73,
214,FC Bayern München,,Mario Götze,2,1,3,0,93.42,
215,Manchester City,,David Silva,2,10,5,0,83.61,
216,Atlético Madrid,,Yannick Carrasco,1,22,14,2,82.01,
217,FC Porto,,Cristian Tello,1,9,2,1,86.96,
218,Maccabi Tel Aviv,,Eran Zahavi,1,3,7,0,75.54,
219,CSKA Moscow,,Sergey Ignashevich,1,0,7,0,78.17,
220,PSV Eindhoven,,Adam Maher,0,0,4,2,84.87,
221,PSV Eindhoven,,Jorrit Hendrix,0,5,11,1,83.25,
222,Manchester United,,Guillermo Varela,0,3,7,0,77.42,
223,Valencia,,Lucas Orbán,0,0,2,0,70,
224,Galatasaray,,Jem Karacan,0,0,5,0,82.35,
225,Manchester United,,Michael Carrick,0,0,3,0,88,
226,VfL Wolfsburg,,Robin Knoche,0,0,5,0,77.89,
227,CSKA Moscow,,Kirill Nababkin,0,0,5,0,84.75,
228,Barcelona,,Thomas Vermaelen,0,0,7,0,93.31,
229,Borussia M'gladbach,,Mahmoud Dahoud,0,4,13,0,85.14,
230,Shakhtar Donetsk,,Yaroslav Rakitskyi,0,5,11,0,84.62,
231,Dynamo Kyiv,,Danilo Silva,0,8,9,0,71.19,
232,FC Bayern München,,Manuel Neuer,0,1,0,0,81.5,
233,Manchester City,,Joe Hart,0,0,0,0,44.14,
234,PSV Eindhoven,,Davy Pröpper,1,9,22,0,77.55,
235,KAA Gent,,Matz Sels,0,0,0,0,63.02,
236,KAA Gent,,Lasse Nielsen,0,0,16,0,81.43,
237,Olympique Lyonnais,,Rafael,0,4,19,0,78.05,
238,Valencia,,Pablo Piatti,0,1,7,1,72.45,
239,Valencia,,Shkodran Mustafi,0,0,11,0,82.28,
240,Barcelona,,Munir El Haddadi,0,2,9,1,78.35,
241,VfL Wolfsburg,,Josuha Guilavogui,0,5,19,0,86.3,
242,Arsenal,,Laurent Koscielny,0,5,12,0,88.6,
243,Galatasaray,,Lukas Podolski,2,3,9,0,79.65,
244,FC Porto,,Maicon,1,1,6,0,68.6,
245,Paris Saint-Germain,,Blaise Matuidi,0,10,18,2,90.65,
246,Sevilla,,Michael Krohn-Dehli,0,4,8,1,88.52,
247,Shakhtar Donetsk,,Bernard,0,6,3,1,90.67,
248,Benfica,,Nélson Semedo,0,10,8,0,76.42,
249,Malmö FF,,Pa Konate,0,5,10,1,59.38,
250,Chelsea,,Thibaut Courtois,0,0,0,0,44.78,
251,Manchester United,,Morgan Schneiderlin,0,1,8,0,87.13,
252,Galatasaray,,Lionel Carole,0,5,3,0,80.54,
253,Chelsea,,Diego Costa,2,21,6,1,80.5,
254,Juventus,,Claudio Marchisio,0,2,5,0,81.57,
255,Olympiacos FC,,Arthur Masuaku,0,12,19,0,80.83,
256,PSV Eindhoven,,Joshua Brenet,0,11,19,0,84.32,
257,Barcelona,,Jordi Alba,0,5,13,1,87.13,
258,Olympiacos FC,,Felipe Pardo,3,6,4,1,77.27,
259,CSKA Moscow,,Vasily Berezutskiy,0,0,3,0,89.66,
260,Sevilla,,Marco Andreolli,0,0,3,0,90.35,
261,Atlético Madrid,,Lucas Hernández,0,0,4,0,80,
262,Olympiacos FC,,Luka Milivojević,0,5,10,0,82.35,
263,Zenit St. Petersburg,,Nicolas Lombaerts,0,0,11,0,82.82,
264,Roma,,Daniele De Rossi,2,0,3,0,80.24,
265,Real Madrid,,Lucas Vázquez,0,11,9,2,82.31,
266,BATE Borisov,,Nemanja Nikolić,0,3,8,1,77.69,
267,Chelsea,,Asmir Begović,0,0,0,0,49.55,
268,PSV Eindhoven,,Luuk de Jong,2,5,7,1,60.92,
269,FC Porto,,Bruno Martins Indi,0,0,12,0,91.32,
270,Maccabi Tel Aviv,,Gal Alberman,0,4,15,0,89.53,
271,Atlético Madrid,,Augusto Fernández,0,1,17,1,83.23,
272,Juventus,,Paulo Dybala,1,7,4,0,87.31,
273,FC Bayern München,,Rafinha,0,0,5,0,94.26,
274,CSKA Moscow,,Georgi Schennikov,0,1,16,0,78.26,
275,Malmö FF,,Markus Rosenberg,1,4,6,0,56.86,
276,Astana,,Marin Aničić,1,1,6,0,80.1,
277,Shakhtar Donetsk,,Taison,0,8,5,1,90.27,
278,Manchester City,,Nicolás Otamendi,0,2,33,0,85.37,
279,BATE Borisov,,Filip Mladenović,2,10,22,0,73.01,
280,Zenit St. Petersburg,,Ezequiel Garay,0,1,6,0,80.95,
281,Arsenal,,Per Mertesacker,0,0,6,0,87.76,
282,Arsenal,,Nacho Monreal,0,1,9,1,85.07,
283,Juventus,,Gianluigi Buffon,0,0,0,0,73.21,
284,Benfica,,Raúl Jiménez,3,3,9,2,77.03,
285,Juventus,,Simone Zaza,1,0,0,0,90.91,
286,Arsenal,,Joel Campbell,0,4,10,2,77.89,
287,GNK Dinamo Zagreb,,Domagoj Pavičić,0,0,1,0,85.71,
288,Olympique Lyonnais,,Bakary Koné,0,0,1,0,100,
289,Astana,,Igor Pikalkin,0,0,3,0,73.33,
290,Arsenal,,Danny Welbeck,0,2,0,0,82.35,
291,Manchester United,,Phil Jones,0,0,2,0,86.11,
292,Chelsea,,Kenedy,0,2,5,0,90.48,
293,Roma,,Diego Perotti,0,4,4,0,79.73,
294,Paris Saint-Germain,,Benjamin Stambouli,0,2,0,0,92.86,
295,Bayer 04 Leverkusen,,Lars Bender,0,0,8,0,68.97,
296,Zenit St. Petersburg,,Maurício,0,2,2,0,85.07,
297,Manchester City,,Pablo Zabaleta,0,0,4,0,77.27,
298,Valencia,,Danilo Barbosa,0,2,4,0,62.86,
299,Chelsea,,John Terry,0,1,5,0,85.23,
300,Bayer 04 Leverkusen,,Giulio Donati,0,2,11,0,72.78,
301,Juventus,,Hernanes,0,6,7,0,83.33,
302,Valencia,,Javi Fuego,0,0,11,0,80.87,
303,Zenit St. Petersburg,,Javi García,0,0,20,0,80.23,
304,FC Bayern München,,Joshua Kimmich,0,4,10,0,91.19,
305,Roma,,Gervinho,1,4,1,1,74.55,
306,FC Porto,,Maxi Pereira,0,11,13,1,81.59,
307,Manchester United,,David De Gea,0,0,0,0,73.86,
308,Dynamo Kyiv,,Aleksandar Dragović,1,0,9,0,87,
309,Dynamo Kyiv,,Andriy Yarmolenko,2,11,6,0,78.71,
310,FC Bayern München,,Franck Ribéry,0,19,10,0,85.4,
311,Galatasaray,,Hakan Balta,0,2,10,0,81.69,
312,Arsenal,,Héctor Bellerín,0,17,14,1,81.2,
313,Astana,,Evgeny Postnikov,0,3,12,0,85.71,
314,Bayer 04 Leverkusen,,Wendell,0,5,24,1,74.28,
315,Manchester United,,Bastian Schweinsteiger,0,6,5,0,86.82,
316,GNK Dinamo Zagreb,,Gonçalo Santos,0,1,16,0,85,
317,Real Madrid,,Jesé Rodríguez,1,10,7,0,78.57,
318,Manchester City,,Sergio Agüero,2,19,7,0,80.42,
319,Dynamo Kyiv,,Derlis González,1,15,11,2,80,
320,Olympique Lyonnais,,Maxwel Cornet,1,6,2,0,69.77,
321,Bayer 04 Leverkusen,,Kyriakos Papadopoulos,1,0,9,0,78.74,
322,Barcelona,,Sergi Roberto,1,4,9,0,90.73,
323,Benfica,,Victor Lindelöf,0,2,2,0,87.77,
324,KAA Gent,,Stefan Mitrović,0,4,11,0,86.65,
325,Sevilla,,Yevhen Konoplyanka,2,8,5,1,84.92,
326,Malmö FF,,Johan Sellberg-Wiland,0,0,0,0,46.25,
327,Atlético Madrid,,Saúl Ñíguez,3,15,26,2,77.35,
328,Manchester City,,Aleksandar Kolarov,0,4,5,0,82.43,
329,Arsenal,,Kieran Gibbs,0,1,14,0,88.7,
330,CSKA Moscow,,Aleksei Berezutskiy,0,0,9,0,81.58,
331,Atlético Madrid,,Luciano Vietto,1,3,4,1,79.61,
332,Borussia M'gladbach,,Andreas Christensen,0,0,1,0,87.16,
333,Benfica,,Konstantinos Mitroglou,2,5,0,1,68,
334,Atlético Madrid,,Óliver Torres,1,3,11,0,84.68,
335,PSV Eindhoven,,Jürgen Locadia,1,6,6,0,82.67,
336,VfL Wolfsburg,,Bas Dost,1,0,2,0,68.04,
337,Valencia,,Jaume Doménech,0,0,0,0,57.36,
338,Galatasaray,,Bilal Kisa,1,2,8,1,82.55,
339,Zenit St. Petersburg,,Yury Zhirkov,0,1,3,1,70.59,
340,VfL Wolfsburg,,Sebastian Jung,0,2,1,1,84.88,
341,Valencia,,Rodrigo de Paul,0,4,3,0,78.26,
342,Paris Saint-Germain,,Ezequiel Lavezzi,0,3,0,0,84.78,
343,Zenit St. Petersburg,,Domenico Criscito,0,2,19,0,71.28,
344,Atlético Madrid,,Juanfran,0,15,22,2,82.48,
345,Shakhtar Donetsk,,Darijo Srna,1,1,6,0,89.76,
346,Astana,,Dmitriy Shomko,0,4,11,1,73.33,
347,Sevilla,,Steven N'Zonzi,0,3,7,0,87.01,
348,Borussia M'gladbach,,Ibrahima Traoré,0,4,3,0,82.86,
349,Roma,,Iago Falque,1,0,3,1,77.21,
350,Borussia M'gladbach,,Álvaro Domínguez,0,0,2,0,83.33,
351,Olympiacos FC,,Pajtim Kasami,0,4,20,0,78.31,
352,Roma,,Edin Džeko,2,3,1,1,62.25,
353,Olympique Lyonnais,,Sergi Darder,0,1,8,0,79.03,
354,Manchester City,,Jesús Navas,0,13,13,1,84.49,
355,Paris Saint-Germain,,Edinson Cavani,2,1,3,0,84.89,
356,Manchester City,,Bacary Sagna,0,2,24,0,84.59,
357,Benfica,,Renato Sanches,0,15,13,0,79.14,
358,Olympique Lyonnais,,Anthony Lopes,0,2,1,0,56.92,
359,BATE Borisov,,Denis Polyakov,0,1,21,0,76.36,
360,Benfica,,Gonçalo Guedes,1,9,11,0,78.85,
361,Zenit St. Petersburg,,Luís Neto,0,5,9,0,76.73,
362,Zenit St. Petersburg,,Danny,1,11,8,2,78.85,
363,FC Porto,,Evandro,0,3,2,0,75.68,
364,FC Porto,,Jesús Corona,0,13,5,0,76.81,
365,Arsenal,,Mesut Özil,2,13,4,0,82.78,
366,Olympiacos FC,,Brown Ideye,1,10,3,1,77.31,
367,Shakhtar Donetsk,,Oleksandr Hladkyi,1,0,3,0,73.08,
368,Olympiacos FC,,Kostas Fortounis,0,13,7,2,77.14,
369,PSV Eindhoven,,Steven Bergwijn,0,0,0,1,100,
370,Olympique Lyonnais,,Rachid Ghezzal,0,3,5,1,82.46,
371,FC Bayern München,,Juan Bernat,0,6,7,1,90.89,
372,Manchester United,,Nick Powell,0,0,0,0,33.33,
373,Roma,,Morgan De Sanctis,0,0,0,0,66.67,
374,Arsenal,,Alex Iwobi,0,1,0,0,79.41,
375,Roma,,Francesco Totti,0,0,0,0,78.26,
376,VfL Wolfsburg,,Koen Casteels,0,0,0,0,59.42,
377,Arsenal,,Calum Chambers,0,0,0,0,86.67,
378,Valencia,,Aderllan Santos,0,0,3,0,73.61,
379,Chelsea,,Branislav Ivanović,0,0,12,0,77.5,
380,PSV Eindhoven,,Nicolas Isimat-Mirin,0,4,2,0,90.82,
381,CSKA Moscow,,Igor Akinfeev,0,0,0,0,37.28,
382,Sevilla,,Timothée Kolodziejczak,0,3,12,0,92.35,
383,KAA Gent,,Laurent Depoitre,1,12,8,0,69.64,
384,Manchester City,,Eliaquim Mangala,0,2,8,0,86.45,
385,Olympiacos FC,,Dimitrios Siovas,0,2,6,1,75.37,
386,Sevilla,,Kévin Gameiro,1,3,4,0,75,
387,FC Porto,,Iván Marcano,0,0,8,0,80.54,
388,Dynamo Kyiv,,Denys Garmash,1,15,14,1,80.57,
389,Manchester City,,Kevin De Bruyne,3,10,8,0,78.31,
390,VfL Wolfsburg,,Andre Schürrle,2,15,16,0,73.94,
391,Arsenal,,Mathieu Debuchy,0,3,7,0,75.58,
392,Olympiacos FC,,Alfreð Finnbogason,1,0,3,0,83.33,
393,Juventus,,Stephan Lichtsteiner,1,2,8,0,79.33,
394,Olympiacos FC,,Alejandro Domínguez,0,4,0,0,70.73,
395,Zenit St. Petersburg,,Aleksandr Ryazantsev,0,0,5,0,88.46,
396,GNK Dinamo Zagreb,,Eduardo,0,0,0,0,45.32,
397,Roma,,Alessandro Florenzi,1,4,17,0,69.72,
398,Arsenal,,Aaron Ramsey,0,3,7,1,85.71,
399,Borussia M'gladbach,,Håvard Nordtveit,0,1,8,0,82.59,
400,GNK Dinamo Zagreb,,Armin Hodžić,1,0,0,0,64.71,
401,Manchester United,,Wayne Rooney,1,2,0,0,84.06,
402,Juventus,,Sami Khedira,0,2,1,0,75.7,
403,Bayer 04 Leverkusen,,Stefan Kießling,0,1,3,0,56.9,
404,Olympique Lyonnais,,Mapou Yanga-Mbiwa,0,2,10,0,86,
405,Roma,,Wojciech Szczęsny,0,0,1,0,69.33,
406,Shakhtar Donetsk,,Dentinho,1,0,1,0,92.31,
407,Olympiacos FC,,Esteban Cambiasso,0,0,5,0,75,
408,CSKA Moscow,,Ahmed Musa,1,12,5,0,67.86,
409,Dynamo Kyiv,,Júnior Moraes,1,5,2,0,78.31,
410,Galatasaray,,Jason Denayer,0,4,8,0,81.37,
411,Maccabi Tel Aviv,,Dor Micha,0,3,1,0,79.31,
412,Olympique Lyonnais,,Jordan Ferri,1,0,5,0,90.76,
413,Roma,,Mohamed Salah,1,17,10,0,78.97,
414,Zenit St. Petersburg,,Aleksandr Anyukov,0,0,8,0,67.9,
415,Shakhtar Donetsk,,Eduardo da Silva,1,0,2,0,83.33,
416,Valencia,,Paco Alcácer,0,3,0,1,77.63,
417,VfL Wolfsburg,,Marcel Schäfer,0,1,4,1,69.35,
418,Atlético Madrid,,Matías Kranevitter,0,0,0,0,78.57,
419,Valencia,,Rúben Vezo,0,0,2,0,83.33,
420,Dynamo Kyiv,,Evgeny Makarenko,0,1,1,0,83.33,
421,FC Porto,,Silvestre Varela,0,1,0,0,100,
422,Barcelona,,Arda Turan,0,0,2,0,92.5,
