#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
423,Valencia,,Álvaro Negredo,0,0,0,0,73.47,
424,Atlético Madrid,,Guilherme Siqueira,0,1,7,0,83.58,
425,Olympique Lyonnais,,Henri Bedimo,0,3,5,0,84.38,
426,Dynamo Kyiv,,Domagoj Vida,0,2,9,0,82.04,
427,Chelsea,,Ramires,0,3,16,0,76.36,
428,FC Porto,,Giannelli Imbula,0,13,2,0,92.05,
429,Shakhtar Donetsk,,Oleksandr Kucher,0,1,2,0,88.86,
430,Roma,,Antonio Rüdiger,0,1,13,0,79.58,
431,FC Porto,,Iker Casillas,0,1,0,0,62.34,
432,Galatasaray,,Sabri Sarioğlu,0,2,5,0,72.41,
433,VfL Wolfsburg,,Timm Klose,0,2,1,0,83.61,
434,VfL Wolfsburg,,Nicklas Bendtner,0,1,1,0,87.5,
435,Valencia,,Aymen Abdennour,0,1,4,0,93.65,
436,Dynamo Kyiv,,Vitorino Antunes,0,3,13,0,73.62,
437,VfL Wolfsburg,,Daniel Caligiuri,1,9,13,1,79.29,
438,KAA Gent,,Thomas Foket,1,5,15,0,74.5,
439,Bayer 04 Leverkusen,,Christoph Kramer,0,9,15,0,86.13,
440,Olympiacos FC,,Sebá,0,4,7,0,73.79,
441,Valencia,,João Cancelo,1,11,7,0,82.32,
442,FC Bayern München,,Medhi Benatia,0,3,2,0,93.45,
443,Malmö FF,,Nikola Đurđić,0,2,11,0,75.8,
444,GNK Dinamo Zagreb,,Josip Pivarić,1,3,11,1,75,
445,Benfica,,Pizzi,0,7,11,0,84.51,
446,Galatasaray,,Burak Yılmaz,0,0,4,0,78.18,
447,GNK Dinamo Zagreb,,Marko Rog,0,7,12,0,78.23,
448,PSV Eindhoven,,Gastón Pereiro,0,11,2,0,76.92,
449,Dynamo Kyiv,,Oleh Husiev,1,1,6,0,80,
450,GNK Dinamo Zagreb,,Paulo Machado,0,2,9,1,83.26,
451,Galatasaray,,Sinan Gümüş,0,4,1,0,64.71,
452,BATE Borisov,,Nikolay Signevich,0,3,4,0,64.56,
453,Paris Saint-Germain,,Javier Pastore,0,4,4,0,81.42,
454,Arsenal,,Francis Coquelin,0,5,11,0,84.97,
455,Valencia,,José Luis Gayà,0,1,17,1,82.57,
456,VfL Wolfsburg,,Maximilian Arnold,1,4,8,0,83.89,
457,Dynamo Kyiv,,Miguel Veloso,0,1,8,0,83.71,
458,Dynamo Kyiv,,Vitaliy Buyalskyi,2,2,8,0,85.21,
459,Atlético Madrid,,Fernando Torres,1,9,7,1,65.09,
460,Manchester United,,Memphis Depay,1,7,4,0,75.18,
461,Real Madrid,,Kiko Casilla,0,0,0,0,70.83,
462,Olympique Lyonnais,,Aldo Kalulu,0,1,1,0,81.82,
463,Olympique Lyonnais,,Milan Biševac,0,0,1,0,87.23,
464,Olympique Lyonnais,,Steed Malbranque,0,0,2,0,78,
465,Shakhtar Donetsk,,Maksym Malyshev,0,0,4,0,92.45,
466,Manchester United,,Matteo Darmian,0,0,8,0,81.29,
467,Arsenal,,Gabriel Paulista,0,0,5,0,89.42,
468,Manchester City,,Fabian Delph,0,2,2,0,87.69,
469,GNK Dinamo Zagreb,,Jeremy Taravel,0,3,8,0,78.51,
470,KAA Gent,,Kenny Saief,0,6,10,1,78.35,
471,Atlético Madrid,,Thomas Partey,0,2,4,0,86.67,
472,Bayer 04 Leverkusen,,Julian Brandt,0,3,3,0,82.46,
473,KAA Gent,,Rafinha,0,4,1,0,83.24,
474,KAA Gent,,Moses Simon,0,11,4,1,72.31,
475,Malmö FF,,Rasmus Bengtsson,0,0,4,0,83.33,
476,Roma,,Juan Iturbe,0,6,6,0,82.86,
477,Maccabi Tel Aviv,,Eli Dasa,0,4,3,0,76.86,
478,Roma,,Vasilīs Torosidīs,1,3,1,0,79.01,
479,Atlético Madrid,,Jackson Martínez,1,1,4,0,65.08,
480,Manchester United,,Ashley Young,0,5,4,0,76.32,
481,Arsenal,,Alex Oxlade-Chamberlain,0,9,7,0,84.69,
482,Shakhtar Donetsk,,Taras Stepanenko,0,0,10,1,84.46,
483,Astana,,Serikzhan Muzhikov,0,3,11,0,74.49,
484,Galatasaray,,Umut Bulut,0,0,4,0,77.63,
485,Borussia M'gladbach,,Oscar Wendt,0,5,8,0,85.29,
486,Zenit St. Petersburg,,Artur Yusupov,0,0,9,0,89.25,
487,Juventus,,Stefano Sturaro,1,1,15,0,72.6,
488,GNK Dinamo Zagreb,,Junior Fernandes,1,2,10,0,70.7,
489,GNK Dinamo Zagreb,,Domagoj Antolić,0,5,7,0,87.3,
490,Benfica,,André Almeida,0,5,18,1,81.25,
491,Benfica,,Eduardo Salvio,0,5,1,0,60,
492,Sevilla,,Vicente Iborra,0,1,4,0,76.47,
493,GNK Dinamo Zagreb,,Ivo Pinto,0,3,7,0,78,
494,Borussia M'gladbach,,Yann Sommer,0,0,0,0,52.97,
495,Dynamo Kyiv,,Serhiy Sydorchuk,0,4,9,0,79.89,
496,CSKA Moscow,,Aleksandr Golovin,0,0,1,0,60,
497,Valencia,,Rafa Mir,0,0,0,0,77.78,
498,Paris Saint-Germain,,Jean-Kévin Augustin,0,0,0,0,100,
499,PSV Eindhoven,,Jordy de Wijs,0,0,0,0,60,
500,Maccabi Tel Aviv,,Dejan Radonjić,0,0,0,0,100,
501,Valencia,,Antonio Barragán,0,3,1,0,79.49,
502,Maccabi Tel Aviv,,Yosef Azulay Shlomy,0,0,0,0,100,
503,Zenit St. Petersburg,,Aleksey Evseev,0,0,0,0,50,
504,Barcelona,,Rafinha Alcântara,0,1,3,0,100,
505,Chelsea,,Loïc Rémy,0,3,1,0,86.67,
506,Olympiacos FC,,Manuel Da Costa,0,1,5,0,71.43,
507,Borussia M'gladbach,,Thorgan Hazard,0,2,4,0,78.95,
508,GNK Dinamo Zagreb,,Ante Ćorić,0,2,2,0,81.82,
509,KAA Gent,,Benito Raman,0,1,2,0,53.85,
510,GNK Dinamo Zagreb,,Ángelo Henríquez,0,2,0,0,80.95,
511,CSKA Moscow,,Georgi Milanov,0,6,7,0,69.62,
512,GNK Dinamo Zagreb,,Alexandru Mățel,0,0,6,0,90.3,
513,Maccabi Tel Aviv,,Carlos Garcia,0,2,9,0,92.9,
514,GNK Dinamo Zagreb,,Leonardo Sigali,0,0,6,0,82.14,
515,CSKA Moscow,,Seydou Doumbia,3,6,1,0,72,
516,PSV Eindhoven,,Luciano Narsingh,1,2,3,0,74.59,
517,Olympiacos FC,,Alberto Botía,0,0,5,0,75,
518,Maccabi Tel Aviv,,Barak Itzhaki,0,1,1,0,71.43,
519,Astana,,Junior Kabananga,0,3,0,1,65.77,
520,Olympique Lyonnais,,Claudio Beauvue,0,2,0,0,73.08,
521,Roma,,Lucas Digne,0,5,18,2,76.52,
522,Astana,,Nemanja Maksimović,0,0,5,0,82.05,
523,Olympiacos FC,,Hernâni,0,1,0,0,71.11,
524,Dynamo Kyiv,,Younès Belhanda,0,0,0,0,89.47,
525,Galatasaray,,Yasin Öztekin,0,11,9,0,81.82,
526,Sevilla,,Benoît Trémoulinas,1,2,3,0,80.75,
527,Chelsea,,Bertrand Traoré,0,0,1,0,90.91,
528,Juventus,,Roberto Pereyra,0,4,1,0,86.96,
529,GNK Dinamo Zagreb,,Arijan Ademi,0,1,5,0,88.68,
530,Zenit St. Petersburg,,Aleksandr Kokorin,0,0,2,0,70.37,
531,PSV Eindhoven,,Simon Poulsen,0,1,0,0,84.62,
532,Galatasaray,,José Rodríguez,0,1,1,0,81.82,
533,Shakhtar Donetsk,,Andriy Pyatov,0,0,0,0,75.89,
534,Astana,,Georgy Zhukov,0,1,17,0,75.61,
535,Zenit St. Petersburg,,Igor Smolnikov,0,1,5,0,88.66,
536,Chelsea,,John Obi Mikel,1,0,5,0,86.99,
537,Valencia,,Rodrigo,0,0,2,0,80,
538,Benfica,,Sílvio,0,2,4,0,74.56,
539,Bayer 04 Leverkusen,,Roberto Hilbert,0,3,3,0,76.92,
540,Dynamo Kyiv,,Łukasz Teodorczyk,0,1,2,0,66.67,
541,Astana,,Branko Ilić,0,6,6,0,82.05,
542,CSKA Moscow,,Roman Eremenko,0,1,2,0,75.27,
543,CSKA Moscow,,Alan Dzagoev,0,5,15,0,79.86,
544,Malmö FF,,Enoch Adu,0,1,9,0,87.3,
545,Olympiacos FC,,Leandro Salino,0,0,7,0,70.91,
546,Maccabi Tel Aviv,,Omri Ben Harush,0,6,17,0,73.03,
547,GNK Dinamo Zagreb,,Marko Pjaca,0,6,1,0,75.41,
548,Malmö FF,,Oscar Lewicki,0,1,11,0,80,
549,KAA Gent,,Brecht Dejaegere,0,13,7,1,76.74,
550,Sevilla,,Coke,0,3,8,1,78.18,
551,Manchester United,,Luke Shaw,0,1,1,0,100,
552,Manchester City,,Willy Caballero,0,0,0,0,66.67,
553,FC Bayern München,,Julian Green,0,0,0,0,84.21,
554,Shakhtar Donetsk,,Facundo Ferreyra,0,0,0,0,75,
555,Manchester United,,Cameron Borthwick-Jackson,0,0,1,0,85.71,
556,FC Bayern München,,Holger Badstuber,0,0,1,0,96.72,
557,Olympiacos FC,,Praxitelis Vouros,0,0,0,0,0,
558,Barcelona,,Juan Camara,0,2,1,0,68.75,
559,KAA Gent,,Nicklas Pedersen,0,0,0,0,25,
560,Dynamo Kyiv,,Oleksandr Yakovenko,0,0,0,0,82.35,
561,Maccabi Tel Aviv,,Yuval Shpungin,0,0,4,0,65.22,
562,Zenit St. Petersburg,,Konstantin Troyanov,0,0,0,0,100,
563,Zenit St. Petersburg,,Dmitri Bogaev,0,0,0,0,100,
564,Benfica,,Bryan Cristante,0,0,0,0,91.67,
565,Barcelona,,Sandro Ramírez,0,2,4,0,76.27,
566,Malmö FF,,Magnus Wolff Eikrem,0,0,4,0,72.73,
567,FC Porto,,Pablo Daniel Osvaldo,0,0,2,0,100,
568,Borussia M'gladbach,,André Hahn,0,5,0,0,75,
569,BATE Borisov,,Kaspars Dubra,0,0,1,0,72.53,
570,Sevilla,,Adil Rami,0,1,4,0,92.44,
571,Maccabi Tel Aviv,,Nikola Mitrović,0,1,5,0,86.21,
572,CSKA Moscow,,Kirill Panchenko,0,1,1,0,66.67,
573,CSKA Moscow,,Bibars Natcho,0,2,3,0,85.96,
574,Maccabi Tel Aviv,,Eitan Tibi,0,2,11,0,88.21,
575,Olympiacos FC,,Roberto Jiménez,0,0,0,0,58.9,
576,Maccabi Tel Aviv,,Avi Rikan,0,4,10,0,80.45,
577,Juventus,,Patrice Evra,0,4,9,0,82.94,
578,Valencia,,André Gomes,1,2,6,0,83.73,
579,Bayer 04 Leverkusen,,Ömer Toprak,0,1,5,0,77.5,
580,Maccabi Tel Aviv,,Tal Ben Haim,0,13,5,0,76.64,
581,BATE Borisov,,Aleksey Rios,0,0,1,0,52,
582,Maccabi Tel Aviv,,Eden Ben Basat,0,0,1,0,76.19,
583,GNK Dinamo Zagreb,,El Arbi Hillel Soudani,0,7,8,0,72.29,
584,KAA Gent,,Thomas Matton,1,1,2,0,83.33,
585,BATE Borisov,,Maksim Volodjko,0,6,6,1,67.19,
586,Zenit St. Petersburg,,Mikhail Kerzhakov,0,0,0,0,46,
587,Galatasaray,,Emre Çolak,0,1,1,0,91.43,
588,Astana,,Tanat Nusserbayev,0,0,1,0,37.5,
589,Valencia,,Santi Mina,0,2,4,0,83.33,
590,Roma,,William Vainqueur,0,0,5,0,93,
591,Chelsea,,Pedro,0,4,5,0,79.49,
592,FC Porto,,Héctor Herrera,0,2,5,0,90.29,
593,Sevilla,,Ciro Immobile,0,0,0,0,50,
594,Roma,,Maicon,0,0,1,0,75,
595,Bayer 04 Leverkusen,,Bernd Leno,0,0,0,0,51.97,
596,Roma,,Seydou Keita,0,0,4,0,86.67,
597,Benfica,,Mehdi Carcela-González,0,4,2,0,63.33,
598,Astana,,Aleksey Shchetkin,0,1,6,0,45.71,
599,Malmö FF,,Jo Inge Berget,0,5,4,0,70.83,
600,Maccabi Tel Aviv,,Dor Peretz,0,4,8,0,81.29,
601,Manchester United,,Andreas Pereira,0,0,0,0,55.56,
602,Arsenal,,Mikel Arteta,0,0,1,0,89.58,
603,CSKA Moscow,,Viktor Vasin,0,0,1,0,82.86,
604,Astana,,Zhakyp Kozhamberdy,0,1,0,0,100,
605,Bayer 04 Leverkusen,,Vladlen Yurchenko,0,0,0,0,100,
606,Malmö FF,,Agon Mehmeti,0,0,0,0,100,
607,Borussia M'gladbach,,Josip Drmić,0,1,1,0,76.92,
608,Galatasaray,,Olcan Adın,0,0,5,0,87.5,
609,Manchester United,,Marouane Fellaini,0,0,2,0,78.68,
610,Shakhtar Donetsk,,Márcio Azevedo,0,3,4,0,93.48,
611,BATE Borisov,,Mikhail Gordejchuk,1,1,7,0,56.36,
612,Shakhtar Donetsk,,Marlos Romero,0,6,4,0,92.88,
613,BATE Borisov,,Aleksandr Volodko,0,0,9,1,59.09,
614,BATE Borisov,,Alexander Hleb,0,4,5,0,80.46,
615,Sevilla,,Mariano,0,1,5,0,80.56,
616,Maccabi Tel Aviv,,Gil Vermouth,0,3,1,0,77.78,
617,BATE Borisov,,Dmitri Mozolevski,0,0,6,0,70.27,
618,Malmö FF,,Erdal Rakip,0,0,10,0,89.47,
619,Arsenal,,David Ospina,0,0,1,0,58.33,
620,Shakhtar Donetsk,,Viktor Kovalenko,0,1,2,0,75.68,
621,Maccabi Tel Aviv,,Tal Ben Haim,0,2,5,0,87.85,
622,Olympiacos FC,,Omar Elabdellaoui,0,1,7,0,82.42,
623,Manchester City,,Kelechi Iheanacho,0,1,0,0,73.33,
624,Maccabi Tel Aviv,,Nosa Igiebor,0,3,6,0,82.35,
625,Astana,,Baurzhan Dzholchiev,0,3,1,0,61.76,
626,Maccabi Tel Aviv,,Predrag Rajković,0,0,1,0,44.06,
627,Barcelona,,Gerard Gumbau,0,0,1,0,89.47,
628,Malmö FF,,Anton Tinnerholm,0,0,6,0,68.56,
629,Astana,,Abzal Beysebekov,0,1,2,0,75.76,
630,Borussia M'gladbach,,Nico Schulz,0,0,0,0,60,
631,Shakhtar Donetsk,,Ivan Ordets,0,0,1,0,90.32,
632,BATE Borisov,,Dmitri Baga,0,1,3,0,64.29,
633,Zenit St. Petersburg,,Pavel Dolgov,0,0,0,0,33.33,
634,BATE Borisov,,Ilya Aleksievich,0,0,4,0,61.54,
635,Astana,,Yeldos Akhmetov,0,0,6,0,55.88,
636,Roma,,Stephan El Shaarawy,0,0,2,0,78.13,
637,Astana,,Denis Dedechko,0,0,4,0,79.07,
638,Dynamo Kyiv,,Artem Kravets,0,1,1,0,71.88,
639,BATE Borisov,,Igor Stasevich,1,8,6,1,60.47,
640,BATE Borisov,,Aleksandr Karnitskiy,0,0,5,0,46.67,
641,Manchester United,,Anthony Martial,2,8,1,0,74.68,
642,PSV Eindhoven,,Marco van Ginkel,0,0,4,0,68.75,
643,Malmö FF,,Simon Kroon,0,0,0,0,64.29,
644,BATE Borisov,,Vitali Gayduchik,0,0,5,0,68.75,
645,Arsenal,,Mathieu Flamini,0,0,6,0,90.08,
646,Sevilla,,Juan Muñoz,0,0,0,0,50,
647,Borussia M'gladbach,,Tony Jantschke,0,0,2,0,89.13,
648,PSV Eindhoven,,Stijn Schaars,0,0,0,0,100,
649,Zenit St. Petersburg,,Viktor Fayzulin,0,0,1,0,80,
650,Shakhtar Donetsk,,Vyacheslav Shevchuk,0,0,2,0,79.07,
651,Astana,,Birzhan Kulbekov,0,0,0,0,57.14,
652,Malmö FF,,Kári Árnason,0,0,8,0,58.11,
653,Malmö FF,,Vladimir Rodić,0,6,2,0,75.63,
654,Malmö FF,,Yoshimar Yotún,0,1,9,0,79.41,
655,Barcelona,,Wilfrid Kaptoum,0,1,0,0,80.95,
656,Benfica,,Victor Andrade,0,0,0,0,33.33,
657,Malmö FF,,Felipe Carvalho,0,2,1,0,85.71,
658,Borussia M'gladbach,,Roel Brouwers,0,0,1,0,100,
659,CSKA Moscow,,Aleksandrs Cauna,0,1,2,0,81.58,
660,Manchester City,,Samir Nasri,0,1,0,0,90.48,
661,Malmö FF,,Franz Brorsson,0,0,1,0,75,
662,Shakhtar Donetsk,,Vasyl Kobin,0,1,1,0,79.49,
663,Borussia M'gladbach,,Patrick Herrmann,0,0,1,0,85,
664,Roma,,Salih Uçan,0,0,0,0,75,
665,Borussia M'gladbach,,Marvin Schulz,0,1,1,0,100,
666,Dynamo Kyiv,,Oleksandr Rybka,0,0,0,0,66.67,
667,GNK Dinamo Zagreb,,Filip Benković,0,0,1,0,90,
668,Malmö FF,,Tobias Sana,0,0,0,0,88.89,
669,Paris Saint-Germain,,Christopher Nkunku,0,0,0,0,100,0
670,Benfica,,Luka Jović,0,0,0,0,0,0
671,Juventus,,Mario Lemina,0,1,0,0,0,0
672,Juventus,,Daniele Rugani,0,1,0,0,83.33,0
673,Roma,,Edoardo Soleri,0,1,0,0,0,0
674,PSV Eindhoven,,Rai Vloet,0,0,1,0,100,0
675,GNK Dinamo Zagreb,,Mario Musa,0,0,0,0,0,0
676,VfL Wolfsburg,,Leandro Putaro,0,0,0,0,100,0
