#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
70,Atalanta,,Ruslan Malinovskyi,0,5,3,0,79.75,
71,Borussia Dortmund,,Roman Bürki,0,0,0,0,75.42,
72,Chelsea,,Emerson Palmieri,1,5,7,0,87.27,
73,Inter,,Marcelo Brozović,0,1,6,1,87.2,
74,Manchester City,,İlkay Gündoğan,3,17,15,1,92.05,
75,Borussia Dortmund,,Mahmoud Dahoud,1,9,13,0,88.08,
76,FC Porto,,Chancel Mbemba,0,8,13,0,85.12,
77,FC Bayern München,,Kingsley Coman,3,18,7,2,82.57,
78,Manchester United,,Anthony Martial,2,9,0,1,78.98,
79,Atlético Madrid,,José María Giménez,1,1,5,0,90.5,
80,AFC Ajax,,Noussair Mazraoui,1,8,19,0,78.93,
81,Paris Saint-Germain,,Marco Verratti,0,17,21,2,92.34,
82,Manchester United,,Luke Shaw,0,5,7,1,81.82,
83,Manchester City,,Zack Steffen,0,0,0,0,90,
84,Lazio,,Luis Alberto,0,10,17,0,83.69,
85,Liverpool,,Fabinho,0,1,19,0,87.84,
86,Borussia Dortmund,,Mats Hummels,0,1,12,0,87.5,
87,Chelsea,,César Azpilicueta,0,3,26,0,82.69,
88,Juventus,,Danilo,0,6,18,0,88.64,
89,Chelsea,,Olivier Giroud,6,0,2,0,76.06,
90,Red Bull Salzburg,,Mergim Berisha,4,9,1,1,72.88,
91,Manchester City,,Rúben Dias,0,1,14,0,94.35,
92,Barcelona,,Antoine Griezmann,2,2,8,0,84.73,
93,FC Bayern München,,Niklas Süle,1,9,7,0,92.09,
94,Chelsea,,Callum Hudson-Odoi,2,6,5,0,84.56,
95,Club Brugge KV,,Ruud Vormer,1,1,11,2,87.08,
96,Sevilla,,Ivan Rakitić,2,3,8,1,90.08,
97,Chelsea,,Kurt Zouma,0,1,3,0,87.27,
98,FC Bayern München,,Eric Maxim Choupo-Moting,4,4,7,0,74.63,
99,Real Madrid,,Casemiro,1,2,23,1,84.8,
100,Real Madrid,,Martin Ødegaard,0,1,2,0,89.74,
101,Stade Rennais,,Gerzino Nyamsi,0,0,4,0,88.72,
102,Shakhtar Donetsk,,Vitão,0,0,3,0,77.14,
103,Manchester City,,João Cancelo,1,17,24,1,88.16,
104,Real Madrid,,Luka Modrić,1,12,13,3,89.65,
105,Başakşehir FK,,Edin Višća,1,9,4,2,66.67,
106,Shakhtar Donetsk,,Anatoliy Trubin,0,0,0,0,55.38,
107,Lokomotiv Moscow,,Vedran Ćorluka,0,1,10,0,76.63,
108,FC Midtjylland,,Alexander Scholz,2,4,9,0,85.25,
109,Red Bull Salzburg,,Zlatko Junuzović,1,3,15,1,71.88,
110,FK Krasnodar,,Rémy Cabella,1,10,6,0,85.27,
111,Liverpool,,Neco Williams,0,1,7,1,77.88,
112,FC Bayern München,,Leroy Sané,3,28,7,0,81.25,
113,FC Bayern München,,Thomas Müller,2,3,7,1,75.25,
114,Barcelona,,Martin Braithwaite,3,2,1,1,76.6,
115,Olympique de Marseille,,Dimitri Payet,2,1,3,0,76.67,
116,Lazio,,Joaquín Correa,3,18,4,2,82.95,
117,Manchester United,,Daniel James,1,1,0,0,80,
118,FC Bayern München,,Corentin Tolisso,1,1,1,0,85.88,
119,Chelsea,,Reece James,0,6,22,1,85.52,
120,Chelsea,,Antonio Rüdiger,0,2,6,1,87.04,
121,Dynamo Kyiv,,Artem Shabanov,0,2,2,0,90.48,
122,Real Madrid,,Daniel Carvajal,0,1,3,0,87.97,
123,Barcelona,,Sergi Roberto,0,2,6,0,93.94,
124,Liverpool,,Nathaniel Phillips,0,0,5,0,82.97,
125,Club Brugge KV,,Federico Ricca,0,0,5,0,81.75,
126,Manchester City,,Kyle Walker,0,11,23,0,88.46,
127,FC Bayern München,,Lucas Hernández,1,13,24,0,86.16,
128,Stade Rennais,,Jérémy Doku,0,15,4,0,82.09,
129,Manchester City,,John Stones,0,3,8,0,94.21,
130,Liverpool,,Thiago Alcântara,0,4,10,0,89.2,
131,FC Bayern München,,Leon Goretzka,2,1,6,2,90.91,
132,Borussia M'gladbach,,Lars Stindl,2,0,13,2,80,
133,Atlético Madrid,,Kieran Trippier,0,6,11,0,79.67,
134,Sevilla,,Óscar Rodríguez,0,3,7,2,87.05,
135,Stade Rennais,,Martin Terrier,0,3,4,0,71.19,
136,Atlético Madrid,,Marcos Llorente,1,17,16,1,81.09,
137,Real Madrid,,Lucas Vázquez,0,9,16,2,88.61,
138,Juventus,,Federico Chiesa,4,8,9,1,76.54,
139,Juventus,,Rodrigo Bentancur,0,7,13,0,88.73,
140,AFC Ajax,,Dušan Tadić,2,6,3,3,76.65,
141,Lokomotiv Moscow,,Vitaliy Lisakovich,1,8,0,0,52.94,
142,Atalanta,,Joakim Mæhle,0,2,6,0,77.19,
143,Club Brugge KV,,Brandon Mechele,0,0,3,0,78.95,
144,FK Krasnodar,,Evgeniy Gorodov,0,0,0,0,57.81,
145,Manchester City,,Rodri,0,8,11,0,91.64,
146,Barcelona,,Frenkie de Jong,0,4,8,1,94.86,
147,Paris Saint-Germain,,Ángel Di María,1,24,15,4,77.08,
148,Atlético Madrid,,Héctor Herrera,0,6,5,1,84.19,
149,Borussia M'gladbach,,Marcus Thuram,2,14,5,2,80.35,
150,Chelsea,,Hakim Ziyech,2,5,9,0,78.06,
151,Barcelona,,Carles Aleñá,0,2,1,0,96.86,
152,Atalanta,,Pierluigi Gollini,0,0,0,0,64.94,
153,Lokomotiv Moscow,,Guilherme Marinato,0,1,1,0,71.56,
154,FC Porto,,Zaidu Sanusi,1,12,19,0,75.2,
155,FC Bayern München,,Benjamin Pavard,0,2,12,2,84.78,
156,Manchester City,,Aymeric Laporte,0,1,2,0,94.14,
157,FC Midtjylland,,Evander,0,5,1,0,75.68,
158,Manchester City,,Oleksandr Zinchenko,0,3,12,1,89.68,
159,Borussia Dortmund,,Jude Bellingham,1,9,24,1,84.24,
160,Lokomotiv Moscow,,Zé Luís,0,7,3,1,62.37,
161,Lokomotiv Moscow,,Murilo,0,3,6,0,82.23,
162,Sevilla,,Luuk de Jong,2,1,3,0,71.79,
163,Chelsea,,Jorginho,1,5,26,1,88.5,
164,Red Bull Salzburg,,Sekou Koita,0,5,1,1,65.74,
165,Real Madrid,,Federico Valverde,0,9,13,0,85.76,
166,RB Leipzig,,Yussuf Poulsen,1,10,5,1,66.87,
167,FC Porto,,Otávio,1,7,24,0,74.76,
168,Chelsea,,Mason Mount,2,11,16,2,88.07,
169,Liverpool,,Mohamed Salah,6,15,6,1,75.71,
170,Club Brugge KV,,Charles De Ketelaere,2,6,11,0,74.29,
171,Manchester United,,Mason Greenwood,1,5,0,1,85.14,
172,Barcelona,,Jordi Alba,0,4,5,2,89.45,
173,Stade Rennais,,Benjamin Bourigeaud,0,1,4,1,87.04,
174,FC Porto,,Diogo Costa,0,0,0,0,40,
175,AFC Ajax,,Brian Brobbey,0,1,1,0,92.31,
176,FC Midtjylland,,Manjrekar James,0,0,5,0,42.86,
177,Manchester City,,Nathan Aké,0,0,3,0,92.48,
178,Inter,,Christian Eriksen,0,1,0,0,86.89,
179,Liverpool,,Ozan Kabak,0,3,6,0,84,
180,Sevilla,,Bono,0,0,0,0,82.54,
181,Club Brugge KV,,Krépin Diatta,0,11,10,0,75.92,
182,FC Bayern München,,Alphonso Davies,0,18,8,0,89.1,
183,Paris Saint-Germain,,Leandro Paredes,0,4,18,1,92.22,
184,Sevilla,,Joan Jordán,0,4,11,1,93.22,
185,Chelsea,,Timo Werner,4,7,6,2,78.02,
186,Başakşehir FK,,İrfan Can Kahveci,3,6,8,1,74.46,
187,Başakşehir FK,,Deniz Türüç,1,11,1,1,79.51,
188,Chelsea,,Christian Pulišić,2,16,6,2,79.38,
189,Borussia Dortmund,,Thomas Meunier,0,6,6,1,84.94,
190,Chelsea,,Mateo Kovačić,0,15,13,1,89.15,
191,Stade Rennais,,Eduardo Camavinga,0,11,6,0,91.02,
192,FC Midtjylland,,Jesper Hansen,0,0,0,0,56.15,
193,Lokomotiv Moscow,,Slobodan Rajković,0,0,0,0,73.79,
194,Chelsea,,Thiago Silva,0,1,6,0,91.48,
195,Real Madrid,,Nacho Fernández,0,4,18,0,87.76,
196,Atalanta,,Robin Gosens,1,3,11,0,78.81,
197,Liverpool,,Sadio Mané,3,12,5,1,74.65,
198,RB Leipzig,,Amadou Haidara,1,4,16,0,81.07,
199,FC Bayern München,,David Alaba,0,0,14,1,89.36,
200,Paris Saint-Germain,,Mauro Icardi,0,1,3,0,80.36,
201,Inter,,Milan Škriniar,0,2,6,0,91.82,
202,Zenit St. Petersburg,,Wendel,0,5,4,0,93.98,
203,Barcelona,,Sergio Busquets,0,1,8,0,93.85,
204,Inter,,Stefan de Vrij,0,2,6,0,95.4,
205,Lokomotiv Moscow,,Anton Miranchuk,3,5,3,0,70.19,
206,Sevilla,,Munir El Haddadi,1,2,4,0,86.36,
207,Real Madrid,,Marcelo,0,1,5,1,85.71,
208,Chelsea,,Marcos Alonso,0,2,1,0,84.15,
209,Chelsea,,Billy Gilmour,0,2,0,0,89.77,
210,Juventus,,Leonardo Bonucci,0,0,5,0,90.61,
211,Olympique de Marseille,,Valentin Rongier,0,11,11,0,88.21,
212,Atalanta,,Berat Djimsiti,0,1,11,0,77.97,
213,Liverpool,,Diogo Jota,4,12,6,1,75.38,
214,Borussia Dortmund,,Manuel Akanji,0,1,12,0,92.02,
215,RB Leipzig,,Dayot Upamecano,0,8,22,0,84.2,
216,Zenit St. Petersburg,,Sebastián Driussi,1,6,7,0,80.16,
217,FK Krasnodar,,Yuriy Gazinskiy,0,2,7,0,82.23,
218,Barcelona,,Gerard Piqué,1,0,3,0,98.01,
219,Liverpool,,James Milner,0,2,14,0,79.31,
220,Real Madrid,,Raphaël Varane,0,2,11,0,90.32,
221,Sevilla,,Jules Koundé,1,3,3,0,87.31,
222,Chelsea,,Andreas Christensen,0,0,3,0,88.56,
223,Atalanta,,Matteo Pessina,0,7,9,0,84.75,
224,Atalanta,,Duván Zapata,3,10,4,1,65.52,
225,Ferencváros TC,,Myrto Uzuni,1,6,1,0,82.09,
226,Atlético Madrid,,Yannick Carrasco,1,8,4,1,80.26,
227,Barcelona,,Óscar Mingueza,0,0,6,1,92.86,
228,AFC Ajax,,Daley Blind,0,4,9,0,83.38,
229,FK Krasnodar,,Igor Smolnikov,0,2,6,0,80.52,
230,Real Madrid,,Marco Asensio,2,13,6,0,86.64,
231,Real Madrid,,Ferland Mendy,1,19,13,0,87.11,
232,Red Bull Salzburg,,Dominik Szoboszlai,2,2,4,0,73.68,
233,Atlético Madrid,,Mario Hermoso,1,2,11,0,79.83,
234,Zenit St. Petersburg,,Yaroslav Rakitskyi,0,2,3,1,81.91,
235,Liverpool,,Jordan Henderson,0,0,1,0,87.03,
236,Sevilla,,Jesús Navas,0,4,4,0,82.79,
237,Atlético Madrid,,Ángel Correa,0,13,3,2,75.38,
238,FC Porto,,Wilson Manafá,0,13,15,1,78.74,
239,Borussia Dortmund,,Marco Reus,1,5,12,2,83.59,
240,Chelsea,,Kai Havertz,1,18,17,2,83.83,
241,Manchester City,,Ederson,0,0,0,0,83.51,
242,Paris Saint-Germain,,Danilo Pereira,0,2,10,0,90.33,
243,Atalanta,,Luis Muriel,3,6,6,0,67.2,
244,Borussia M'gladbach,,Ramy Bensebaini,2,4,15,0,73.27,
245,Lazio,,Marco Parolo,2,0,5,0,79.81,
246,FK Krasnodar,,Marcus Berg,2,4,3,0,66.41,
247,Inter,,Lautaro Martínez,1,5,1,1,63.38,
248,FC Porto,,Mateus Uribe,1,6,20,1,83.33,
249,AFC Ajax,,Ryan Gravenberch,1,13,15,0,82.78,
250,Dynamo Kyiv,,Carlos De Pena,1,6,7,0,64.91,
251,Ferencváros TC,,Tokmac Nguen,1,6,1,0,80.46,
252,Borussia Dortmund,,Raphaël Guerreiro,1,7,7,0,89.64,
253,Manchester City,,Felix Nmecha,0,0,0,1,100,
254,Olympiacos FC,,Marios Vrousai,0,6,6,1,75.71,
255,Olympiacos FC,,Mohamed Dräger,0,0,3,0,65,
256,Stade Rennais,,Jonas Martin,0,0,2,0,89.47,
257,Manchester City,,Eric García,0,0,2,0,94.14,
258,Barcelona,,Neto,0,0,0,0,83.33,
259,Manchester United,,Scott McTominay,0,6,11,0,83.91,
260,Olympiacos FC,,José Sá,0,0,0,0,66.08,
261,Barcelona,,Junior Firpo,0,3,7,0,92.86,
262,Olympiacos FC,,Yann M'Vila,0,2,7,0,88.28,
263,Juventus,,Wojciech Szczęsny,0,1,1,0,91.16,
264,Lazio,,Sergej Milinković-Savić,0,7,9,0,80.39,
265,Paris Saint-Germain,,Ander Herrera,0,3,20,0,83.95,
266,Juventus,,Aaron Ramsey,0,4,4,0,83.89,
267,Lazio,,Wesley Hoedt,0,1,14,0,91.21,
268,Real Madrid,,Vinícius Júnior,3,25,11,1,84.65,
269,Atalanta,,Hans Hateboer,0,1,9,2,87.44,
270,Inter,,Nicolò Barella,0,2,14,1,81.21,
271,Manchester United,,Aaron Wan-Bissaka,0,3,14,1,79,
272,Real Madrid,,Eden Hazard,1,12,0,0,87.26,
273,Barcelona,,Marc-André ter Stegen,0,0,0,0,90.18,
274,Club Brugge KV,,Odilon Kossounou,0,2,9,0,87.68,
275,FC Midtjylland,,Jens Cajuste,0,15,7,1,72.32,
276,Olympique de Marseille,,Pape Gueye,0,2,4,0,85.19,
277,Shakhtar Donetsk,,Taison,0,10,4,0,87.02,
278,Lazio,,Luiz Felipe,0,0,4,0,90.63,
279,Manchester City,,Fernandinho,0,3,9,0,89.06,
280,Liverpool,,Andrew Robertson,0,7,6,0,80.29,
281,FC Porto,,Moussa Marega,2,3,9,1,66.04,
282,Atalanta,,Josip Iličić,1,9,5,1,71.27,
283,Dynamo Kyiv,,Tomasz Kędziora,0,0,8,1,77.57,
284,FC Midtjylland,,Dion Cools,0,0,4,0,69.62,
285,Zenit St. Petersburg,,Wílmar Barrios,0,4,12,0,86.24,
286,Sevilla,,Diego Carlos,0,0,9,0,88.39,
287,Atalanta,,Rafael Tolói,0,3,19,0,79.08,
288,Zenit St. Petersburg,,Artem Dzyuba,1,1,0,1,59.86,
289,FC Bayern München,,Douglas Costa,0,8,1,1,82.61,
290,Lazio,,Jean-Daniel Akpa Akpro,1,9,8,0,77.78,
291,Borussia M'gladbach,,Stefan Lainer,0,6,21,1,76.21,
292,Borussia Dortmund,,Dan-Axel Zagadou,0,0,1,0,88.89,
293,Stade Rennais,,Alfred Gomis,0,0,0,0,61.83,
294,AFC Ajax,,André Onana,0,0,0,0,76.16,
295,Shakhtar Donetsk,,Valeriy Bondar,0,1,6,0,88.37,
296,Atlético Madrid,,Koke,0,9,16,0,88.1,
297,Manchester City,,Bernardo Silva,1,13,12,2,87.48,
298,Barcelona,,Pedri,1,9,12,1,87.73,
299,RB Leipzig,,Nordi Mukiele,1,3,14,0,73.58,
300,Sevilla,,Óliver Torres,0,9,7,1,88.78,
301,Juventus,,Arthur,0,6,7,0,93.37,
302,FC Porto,,Marko Grujić,0,5,11,0,80.9,
303,Paris Saint-Germain,,Layvin Kurzawa,0,5,14,0,83.61,
304,Dynamo Kyiv,,Mykola Shaparenko,0,5,14,0,92.34,
305,Paris Saint-Germain,,Moise Kean,3,9,2,1,78.67,
306,Barcelona,,Miralem Pjanić,0,4,4,0,91.93,
307,Atlético Madrid,,Stefan Savić,0,1,6,0,83.08,
308,Manchester United,,Nemanja Matić,0,1,5,0,88.73,
309,Shakhtar Donetsk,,Taras Stepanenko,0,1,2,0,88.27,
310,Dynamo Kyiv,,Vitaliy Buyalskyi,0,1,9,0,85.56,
311,Liverpool,,Rhys Williams,0,0,4,0,86.96,
312,Ferencváros TC,,Igor Kharatin,1,1,7,0,93.86,
313,Olympiacos FC,,Kostas Fortounis,0,10,3,0,79.5,
314,FK Krasnodar,,Cristian Ramírez,1,10,9,0,75.63,
315,Lokomotiv Moscow,,Dmitri Zhivoglyadov,0,1,9,1,73.83,
316,FC Porto,,Pepe,0,0,6,0,79.62,
317,Sevilla,,Nemanja Gudelj,0,1,7,0,91.57,
318,Chelsea,,N'Golo Kanté,0,23,10,1,86.3,
319,Borussia M'gladbach,,Yann Sommer,0,1,0,0,79.55,
320,Real Madrid,,Thibaut Courtois,0,0,0,0,77,
321,Shakhtar Donetsk,,Manor Solomon,2,16,3,0,94.35,
322,Chelsea,,Tammy Abraham,1,2,0,1,79.17,
323,AFC Ajax,,Lassina Traoré,1,1,0,1,63.24,
324,Stade Rennais,,Georginio Rutter,1,1,2,0,100,
325,Atalanta,,Aleksei Miranchuk,1,2,0,0,73.33,
326,Borussia Dortmund,,Łukasz Piszczek,1,1,0,0,86.5,
327,Inter,,Matteo Darmian,1,0,2,0,72.06,
328,Juventus,,Weston McKennie,1,2,13,0,81.4,
329,Manchester United,,Paul Pogba,0,4,3,2,82.24,
330,FK Krasnodar,,Viktor Claesson,0,2,2,1,74,
331,FC Bayern München,,Serge Gnabry,0,4,4,1,82.14,
332,Inter,,Alessandro Bastoni,0,1,5,1,85.29,
333,Shakhtar Donetsk,,Maycon,0,0,2,1,92.34,
334,Atlético Madrid,,Thomas Lemar,0,5,5,1,83.87,
335,Lazio,,Adam Marušić,0,6,10,1,84.45,
336,Atalanta,,Amad Diallo,0,0,0,0,80,
337,Barcelona,,Ilaix Moriba,0,0,1,0,90,
338,Stade Rennais,,Daniele Rugani,0,0,0,0,100,
339,Club Brugge KV,,Ethan Horvath,0,0,0,0,51.52,
340,Lokomotiv Moscow,,Maksim Mukhin,0,0,4,0,87.5,
341,Liverpool,,Joël Matip,0,0,4,0,84.38,
342,Real Madrid,,Álvaro Odriozola,0,0,4,0,87.5,
343,Manchester United,,Timothy Fosu-Mensah,0,0,2,0,88.24,
344,RB Leipzig,,Benjamin Henrichs,0,2,9,0,69.86,
345,Olympiacos FC,,Ousseynou Ba,0,0,5,0,86.79,
346,Başakşehir FK,,Mahmut Tekdemir,0,0,4,0,89.47,
347,Dynamo Kyiv,,Oleksandr Andriyevskyi,0,0,3,0,82.05,
348,AFC Ajax,,Edson Álvarez,0,2,3,0,80.95,
349,AFC Ajax,,Lisandro Martínez,0,5,7,0,81.42,
350,FC Midtjylland,,Mikael Anderson,0,3,6,0,69.81,
351,Atlético Madrid,,Renan Lodi,0,4,11,0,84.62,
352,Chelsea,,Ben Chilwell,1,4,11,0,74.27,
353,Sevilla,,Fernando,0,1,8,1,90.06,
354,Atlético Madrid,,Luis Suárez,0,1,1,0,69.67,
355,Atlético Madrid,,Saúl Ñíguez,0,4,8,0,86.69,
356,Manchester United,,David De Gea,0,0,0,0,72.64,
357,Manchester United,,Harry Maguire,0,1,4,0,87.54,
358,Club Brugge KV,,Simon Mignolet,0,2,1,0,73.17,
359,Olympiacos FC,,Pape Abou Cissé,0,1,8,0,73.26,
360,Shakhtar Donetsk,,Dentinho,1,2,1,0,89.19,
361,Barcelona,,Riqui Puig,0,3,1,0,90.76,
362,Lokomotiv Moscow,,Grzegorz Krychowiak,0,3,1,0,80.75,
363,Borussia Dortmund,,Julian Brandt,0,8,4,0,85.88,
364,Barcelona,,Sergiño Dest,1,10,9,0,91.19,
365,Real Madrid,,Rodrygo,1,8,7,1,83.72,
366,Shakhtar Donetsk,,Tetê,1,13,5,1,81.68,
367,Inter,,Ivan Perišić,1,4,2,0,68.97,
368,Red Bull Salzburg,,André Ramalho,0,0,8,1,84.51,
369,FC Porto,,Malang Sarr,0,0,2,0,85.71,
370,Inter,,Samir Handanović,0,0,0,0,89.61,
371,Paris Saint-Germain,,Abdou Diallo,0,8,12,1,84.62,
372,RB Leipzig,,Péter Gulácsi,0,0,0,0,74.9,
373,Lazio,,Felipe Caicedo,1,1,0,0,83.67,
374,Lazio,,Andreas Pereira,0,1,6,1,79.03,
375,Lazio,,Lucas Leiva,0,1,6,1,90.6,
376,Ferencváros TC,,Aissa Laïdouni,0,1,6,0,81.63,
377,Red Bull Salzburg,,Mohamed Camara,0,6,15,0,80.92,
378,Atlético Madrid,,Felipe,0,0,10,0,64.71,
379,Stade Rennais,,Steven N'Zonzi,0,7,3,0,91.18,
380,Paris Saint-Germain,,Rafinha Alcântara,0,3,2,1,87.5,
381,FC Midtjylland,,Awer Mabil,1,5,5,0,71.24,
382,Dynamo Kyiv,,Denys Popov,1,1,5,0,86.16,
383,Inter,,Roberto Gagliardini,0,1,6,1,83.05,
384,Red Bull Salzburg,,Majeed Ashimeru,0,1,2,0,97.62,
385,Lazio,,Ştefan Radu,0,0,2,0,89.55,
386,Manchester United,,Fred,0,3,12,0,87.8,
387,Shakhtar Donetsk,,Mykola Matviyenko,0,1,10,0,80.75,
388,Olympiacos FC,,Rúben Semedo,0,3,4,0,86.62,
389,Manchester City,,Gabriel Jesus,2,9,3,0,81.44,
390,Borussia Dortmund,,Thomas Delaney,0,0,11,0,87.82,
391,Borussia M'gladbach,,Christoph Kramer,0,5,9,0,90.7,
392,FC Midtjylland,,Erik Sviatchenko,0,3,6,0,74.09,
393,Manchester United,,Donny van de Beek,0,6,5,0,86.77,
394,Lokomotiv Moscow,,Dmitry Rybchinskiy,0,3,5,0,86.27,
395,Paris Saint-Germain,,Alessandro Florenzi,0,6,11,0,80.28,
396,FC Porto,,Fábio Vieira,1,2,5,0,90,
397,FK Krasnodar,,Magomed Shapi Suleymanov,1,2,6,0,81.18,
398,Zenit St. Petersburg,,Malcom,0,3,1,0,89.42,
399,FC Bayern München,,Chris Richards,0,0,8,0,87.36,
400,Lokomotiv Moscow,,Stanislav Magkeev,0,3,4,0,70.89,
401,Liverpool,,Konstantinos Tsimikas,0,3,2,0,78.21,
402,FC Midtjylland,,Frank Onyeka,0,3,18,0,84.88,
403,AFC Ajax,,Perr Schuurs,0,4,8,0,81.64,
404,Olympiacos FC,,Andreas Bouchalakis,0,2,7,0,83,
405,Stade Rennais,,Serhou Guirassy,2,3,1,0,66.25,
406,FK Krasnodar,,Wanderson,1,8,3,0,73.26,
407,RB Leipzig,,Dani Olmo,1,10,10,0,76.12,
408,FC Bayern München,,Javi Martínez,0,1,2,2,90.68,
409,Olympique de Marseille,,Duje Ćaleta-Car,0,0,3,0,87.21,
410,FC Bayern München,,Bouna Sarr,0,1,1,0,87.32,
411,Dynamo Kyiv,,Gerson Rodrigues,0,3,5,0,83.61,
412,Stade Rennais,,Adrien Truffert,0,4,9,0,82.8,
413,Zenit St. Petersburg,,Magomed Ozdoev,0,0,10,0,78,
414,Ferencváros TC,,Róbert Mak,0,4,1,0,84,
415,Club Brugge KV,,Mats Rits,0,2,1,0,81.29,
416,RB Leipzig,,Willi Orbán,0,2,9,0,84.62,
417,AFC Ajax,,Nicolás Tagliafico,0,2,13,0,74.8,
418,Başakşehir FK,,Berkay Özcan,0,7,11,0,92.45,
419,Borussia M'gladbach,,Matthias Ginter,0,0,3,0,82.02,
420,Dynamo Kyiv,,Viktor Tsygankov,2,3,8,0,74.1,
421,FC Porto,,Luis Díaz,2,13,8,0,80,
422,Lokomotiv Moscow,,Éder,1,1,0,0,68.97,
423,RB Leipzig,,Alexander Sørloth,1,0,1,0,88.89,
424,Başakşehir FK,,Mehmet Topal,1,0,4,0,87.64,
