#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
425,Juventus,,Paulo Dybala,1,2,1,0,86.99,
426,FC Midtjylland,,Anders Dreyer,1,6,1,0,75.2,
427,Red Bull Salzburg,,Rasmus Kristensen,0,1,13,1,69.47,
428,FK Krasnodar,,Kristoffer Olsson,0,1,4,1,82.81,
429,RB Leipzig,,Marcel Sabitzer,0,4,14,1,80.15,
430,FC Porto,,Felipe Anderson,0,0,1,0,88.89,
431,Manchester City,,Tommy Doyle,0,1,0,0,100,
432,Liverpool,,Billy Koumetio,0,0,0,0,61.11,
433,Lazio,,Szymon Czyż,0,0,3,0,60,
434,FC Porto,,João Mário,0,3,0,0,57.69,
435,FK Krasnodar,,Ari,0,1,0,0,50,
436,Zenit St. Petersburg,,Leon Musaev,0,0,6,0,80,
437,Real Madrid,,Isco,0,5,2,0,79.75,
438,Liverpool,,Alex Oxlade-Chamberlain,0,1,1,0,75,
439,Stade Rennais,,M'Baye Niang,0,1,1,0,71.43,
440,Club Brugge KV,,Siebe Schrijvers,0,1,0,0,80.95,
441,Zenit St. Petersburg,,Yury Zhirkov,0,0,2,0,82.72,
442,Manchester United,,Alex Telles,0,2,7,0,74.07,
443,Lokomotiv Moscow,,Daniil Kulikov,0,0,13,0,76.26,
444,Juventus,,Merih Demiral,0,0,5,0,92,
445,Zenit St. Petersburg,,Douglas Santos,0,3,13,0,78.89,
446,Başakşehir FK,,Boli Bolingoli,0,2,4,0,81.1,
447,Stade Rennais,,Damien Da Silva,0,2,3,0,85.24,
448,Liverpool,,Roberto Firmino,0,9,3,0,76.28,
449,Juventus,,Federico Bernardeschi,0,5,2,1,83.08,
450,FC Midtjylland,,Sory Kaba,0,6,6,1,62.73,
451,Lokomotiv Moscow,,Maciej Rybus,0,4,5,0,72.59,
452,Paris Saint-Germain,,Julian Draxler,0,5,0,1,82.69,
453,Borussia M'gladbach,,Valentino Lazaro,0,2,7,1,83.33,
454,Zenit St. Petersburg,,Dejan Lovren,0,1,1,0,86.43,
455,Inter,,Ashley Young,0,4,4,0,76.79,
456,Club Brugge KV,,Emmanuel Dennis,1,5,3,1,73.83,
457,Zenit St. Petersburg,,Aleksandr Erokhin,1,1,6,0,82.26,
458,Red Bull Salzburg,,Patson Daka,0,2,5,1,60,
459,Liverpool,,Divock Origi,0,2,2,1,78.26,
460,Borussia Dortmund,,Giovanni Reyna,0,5,4,1,86.43,
461,Dynamo Kyiv,,Serhiy Sydorchuk,0,2,4,0,89.12,
462,Manchester City,,Raheem Sterling,1,12,6,2,84.39,
463,Red Bull Salzburg,,Karim Adeyemi,1,0,0,0,57.14,
464,Lokomotiv Moscow,,Rifat Zhemaletdinov,0,2,2,1,65.38,
465,FC Porto,,Toni Martínez,0,1,0,0,63.64,
466,FK Krasnodar,,Egor Sorokin,0,0,1,0,76.62,
467,Borussia Dortmund,,Emre Can,0,6,7,0,83.41,
468,Liverpool,,Georginio Wijnaldum,0,12,7,0,90.59,
469,Borussia M'gladbach,,Jonas Hofmann,1,6,6,0,82.19,
470,FC Porto,,Jesús Corona,0,21,10,2,77.68,
471,Inter,,Achraf Hakimi,0,4,8,1,82.35,
472,Manchester United,,Victor Lindelöf,0,0,4,0,87.38,
473,Paris Saint-Germain,,Idrissa Gueye,0,6,18,0,86.38,
474,Başakşehir FK,,Demba Ba,1,1,1,1,75.56,
475,Red Bull Salzburg,,Masaya Okugawa,1,0,1,0,80,
476,FC Porto,,Nanú,0,5,2,1,78.57,
477,Atlético Madrid,,Moussa Dembélé,0,0,0,0,70,
478,Club Brugge KV,,Youssouph Badji,0,0,0,0,42.86,
479,Zenit St. Petersburg,,Daniil Shamkin,0,0,3,0,82.35,
480,FC Midtjylland,,Luca Pfeiffer,0,0,0,0,45.45,
481,Borussia M'gladbach,,Tony Jantschke,0,0,0,0,93.65,
482,Liverpool,,Naby Keïta,0,3,2,0,86.59,
483,Red Bull Salzburg,,Noah Okafor,0,2,3,0,85.19,
484,Club Brugge KV,,Simon Deli,0,0,1,0,88.03,
485,Red Bull Salzburg,,Enock Mwepu,0,11,17,0,74.17,
486,Sevilla,,Lucas Ocampos,0,21,4,0,75.58,
487,Ferencváros TC,,Franck Boli,2,2,1,0,94.74,
488,FK Krasnodar,,Tonny Vilhena,0,3,9,1,80.88,
489,Başakşehir FK,,Martin Škrtel,0,1,7,0,85.25,
490,Dynamo Kyiv,,Benjamin Verbič,0,2,4,0,76.19,
491,Paris Saint-Germain,,Presnel Kimpembe,0,3,13,0,93.17,
492,Borussia Dortmund,,Ansgar Knauff,0,2,5,0,59.09,
493,Stade Rennais,,Flavien Tait,0,1,0,0,90.32,
494,AFC Ajax,,Jürgen Ekkelenkamp,0,0,1,0,73.33,
495,RB Leipzig,,Ibrahima Konaté,0,4,10,0,81,
496,Olympique de Marseille,,Florian Thauvin,0,11,8,0,77.11,
497,Lazio,,Mohamed Fares,0,2,9,0,67.8,
498,Zenit St. Petersburg,,Daler Kuzyaev,0,4,14,0,86.78,
499,Atlético Madrid,,Lucas Torreira,0,0,3,0,86.96,
500,FC Porto,,Mehdi Taremi,2,0,0,0,74.19,
501,Olympique de Marseille,,Valère Germain,0,0,2,0,73.47,
502,Inter,,Danilo D'Ambrosio,0,1,8,0,88.07,
503,Olympique de Marseille,,Jordan Amavi,0,2,8,0,81.94,
504,RB Leipzig,,Kevin Kampl,0,1,7,1,90.27,
505,Olympiacos FC,,Giorgos Masouras,0,3,10,0,71.76,
506,AFC Ajax,,Davy Klaassen,0,5,9,0,80.49,
507,Borussia Dortmund,,Marwin Hitz,0,0,1,0,68.15,
508,Borussia Dortmund,,Mateu Morey,0,6,12,0,78.76,
509,Atlético Madrid,,Jan Oblak,0,0,0,0,53.37,
510,RB Leipzig,,Emil Forsberg,1,1,2,1,85.91,
511,Olympiacos FC,,Ahmed Hassan,1,1,0,0,50,
512,FC Bayern München,,Jamal Musiala,1,5,9,0,87.5,
513,Club Brugge KV,,Noa Lang,1,7,4,0,82.48,
514,RB Leipzig,,Justin Kluivert,1,4,2,0,75,
515,FK Krasnodar,,Aleksandr Martynovich,0,0,3,1,75,
516,AFC Ajax,,Mohammed Kudus,0,1,0,0,100,
517,Chelsea,,Kepa Arrizabalaga,0,0,0,0,87.5,
518,FC Bayern München,,Joshua Zirkzee,0,1,0,0,100,
519,Juventus,,Radu Drăguşin,0,0,0,0,96.15,
520,Barcelona,,Samuel Umtiti,0,0,1,0,100,
521,Club Brugge KV,,Ignace Van der Brempt,0,1,0,0,100,
522,FK Krasnodar,,Sergey Petrov,0,0,1,0,76.19,
523,FC Porto,,Francisco Conceição,0,0,1,0,100,
524,FC Bayern München,,Angelo Stiller,0,0,1,0,92.31,
525,Atalanta,,Matteo Ruggeri,0,0,0,0,92.86,
526,Ferencváros TC,,Adnan Kovačević,0,0,8,0,85.71,
527,Ferencváros TC,,Abraham Frimpong,0,2,4,0,91.4,
528,FK Krasnodar,,Ruslan Kambolov,0,0,0,0,40,
529,Juventus,,Giorgio Chiellini,0,0,1,0,91.62,
530,Shakhtar Donetsk,,Viktor Kovalenko,0,1,2,0,86.67,
531,RB Leipzig,,Marcel Halstenberg,0,0,2,0,86.24,
532,Lokomotiv Moscow,,Fedor Smolov,0,3,1,0,71.21,
533,Shakhtar Donetsk,,Júnior Moraes,0,0,3,0,81.08,
534,AFC Ajax,,Sean Klaiber,0,0,2,0,81.82,
535,Club Brugge KV,,Michael Krmenčík,0,0,1,0,57.14,
536,Başakşehir FK,,Danijel Aleksić,0,1,0,0,82.35,
537,Manchester United,,Edinson Cavani,0,2,1,0,82.14,
538,Stade Rennais,,Nayef Aguerd,0,0,1,0,88.06,
539,Inter,,Arturo Vidal,0,2,12,0,87.1,
540,Liverpool,,Takumi Minamino,0,2,3,0,83.08,
541,Dynamo Kyiv,,Vitaliy Mykolenko,0,4,5,0,81.86,
542,Stade Rennais,,Romain Del Castillo,0,1,5,0,78.95,
543,Shakhtar Donetsk,,Davit Khocholava,0,0,1,0,88.89,
544,Borussia M'gladbach,,Denis Zakaria,0,3,10,0,92.11,
545,Stade Rennais,,Clément Grenier,0,0,8,0,81.42,
546,Dynamo Kyiv,,Denys Garmash,0,0,9,0,76.47,
547,Lokomotiv Moscow,,Vladislav Ignatjev,0,0,12,0,71.03,
548,Juventus,,Dejan Kulusevski,0,7,3,0,73.08,
549,Club Brugge KV,,Clinton Mata,0,8,9,0,82.07,
550,Ferencváros TC,,Somália,0,5,7,0,85.95,
551,Borussia M'gladbach,,Breel Embolo,1,7,3,0,79.76,
552,Barcelona,,Francisco Trincão,0,14,5,0,82.72,
553,Atalanta,,Marten de Roon,0,1,10,0,77.09,
554,Zenit St. Petersburg,,Mikhail Kerzhakov,0,0,0,0,72.79,
555,Olympique de Marseille,,Boubacar Kamara,0,1,9,0,82.85,
556,Olympiacos FC,,Mady Camara,1,4,9,0,75.18,
557,Zenit St. Petersburg,,Sardar Azmoun,0,3,0,0,68.06,
558,Lazio,,Danilo Cataldi,0,0,1,0,89.23,
559,FC Midtjylland,,Nicolas Madsen,0,1,1,0,72.5,
560,Shakhtar Donetsk,,Alan Patrick,0,6,5,0,84.07,
561,Manchester City,,Sergio Agüero,2,0,1,0,77.27,
562,Barcelona,,Ronald Araújo,0,0,6,0,93.33,
563,RB Leipzig,,Hee-Chan Hwang,0,3,0,0,63.16,
564,Atlético Madrid,,Vitolo,0,0,2,0,63.16,
565,Borussia M'gladbach,,Ibrahima Traoré,0,0,1,0,77.78,
566,Paris Saint-Germain,,Pablo Sarabia,0,0,3,0,81.82,
567,Lokomotiv Moscow,,François Kamano,0,8,6,0,81.82,
568,FC Midtjylland,,Bozhidar Kraev,0,1,1,0,61.11,
569,Dynamo Kyiv,,Illia Zabarnyi,0,1,2,0,89.52,
570,Shakhtar Donetsk,,Dodô,0,8,6,0,86.3,
571,RB Leipzig,,Tyler Adams,0,0,7,0,78.63,
572,Ferencváros TC,,Gergő Lovrencsics,0,0,11,0,76.44,
573,Red Bull Salzburg,,Andreas Ulmer,0,0,18,0,70.85,
574,Ferencváros TC,,Isael,0,5,5,0,78.72,
575,AFC Ajax,,Quincy Promes,0,5,4,1,80.18,
576,Lazio,,Vedat Muriqi,0,0,2,0,65,
577,Borussia Dortmund,,Reinier,0,0,0,0,84.21,
578,FC Bayern München,,Alexander Nübel,0,0,0,0,82.86,
579,Barcelona,,Konrad de la Fuente,0,0,0,0,100,
580,Sevilla,,Franco Vázquez,0,0,3,0,71.11,
581,Dynamo Kyiv,,Oleksandr Karavayev,0,4,0,0,73.85,
582,Atalanta,,Mario Pašalić,0,2,3,1,75,
583,Inter,,Alexis Sánchez,0,3,2,0,78.26,
584,Manchester United,,Axel Tuanzebe,0,1,5,0,88.61,
585,Barcelona,,Clément Lenglet,0,1,7,0,93.8,
586,Sevilla,,Oussama Idrissi,0,2,6,1,84.31,
587,FC Midtjylland,,Gustav Isaksen,0,1,0,0,80,
588,Stade Rennais,,Adrien Hunou,0,0,0,0,77.78,
589,Stade Rennais,,Hamari Traoré,0,0,6,0,80.95,
590,Atalanta,,José Luis Palomino,0,1,4,0,83.58,
591,Shakhtar Donetsk,,Marlos Romero,0,6,6,0,93.52,
592,Ferencváros TC,,Miha Blažič,0,0,5,0,84.97,
593,Shakhtar Donetsk,,Marcos Antônio,0,5,2,0,89.61,
594,Club Brugge KV,,Éder Balanta,0,5,2,0,81.15,
595,Başakşehir FK,,Fredrik Gulbrandsen,0,5,1,0,70.59,
596,Sevilla,,Karim Rekik,0,2,3,0,81.03,
597,Olympiacos FC,,Lazar Ranđelović,0,4,7,0,75,
598,Borussia M'gladbach,,Patrick Herrmann,0,2,0,0,82.35,
599,Olympiacos FC,,Youssef El Arabi,0,2,1,0,72.29,
600,Ferencváros TC,,Lasha Dvali,0,2,3,0,85.67,
601,Olympiacos FC,,José Holebas,0,5,8,0,79.66,
602,Olympique de Marseille,,Darío Benedetto,0,1,1,0,75,
603,Olympique de Marseille,,Michaël Cuisance,0,6,8,0,80.13,
604,FK Krasnodar,,Kaio,0,5,8,0,77.23,
605,Atalanta,,Remo Freuler,0,6,19,1,85.51,
606,Zenit St. Petersburg,,Aleksey Sutormin,0,5,6,1,89.73,
607,Manchester City,,Cole Palmer,0,0,0,0,100,
608,Real Madrid,,Hugo Duro,0,0,1,0,85.71,
609,Barcelona,,Matheus Fernandes,0,0,0,0,100,
610,Juventus,,Gianluca Frabotta,0,0,0,0,83.33,
611,Borussia M'gladbach,,Michael Lang,0,0,0,0,85.71,
612,Red Bull Salzburg,,Albert Vallci,0,1,2,0,68.97,
613,Olympiacos FC,,Bruma,0,2,0,0,79.49,
614,FC Bayern München,,Marc Roca,0,1,1,0,93.87,
615,Shakhtar Donetsk,,Fernando,0,1,0,0,86.67,
616,Olympiacos FC,,Rúben Vinagre,0,0,1,0,63.64,
617,Olympique de Marseille,,Yuto Nagatomo,0,0,0,0,91.67,
618,Ferencváros TC,,Roko Baturina,0,2,0,0,78.57,
619,AFC Ajax,,Klaas-Jan Huntelaar,0,0,0,0,92.31,
620,FC Porto,,Romário Baró,0,1,1,0,75,
621,Sevilla,,Sergi Gómez,0,0,1,0,86.75,
622,FC Midtjylland,,Lasse Vibe,0,0,1,0,50,
623,Real Madrid,,Mariano Díaz,0,0,0,0,72.73,
624,Lazio,,Gonzalo Escalante,0,1,2,0,87.37,
625,FK Krasnodar,,Daniil Utkin,0,3,2,0,75.41,
626,Dynamo Kyiv,,Bogdan Lednev,0,1,0,0,100,
627,FC Porto,,Evanilson,0,0,0,0,77.78,
628,Liverpool,,Xherdan Shaqiri,0,1,1,0,76.67,
629,Paris Saint-Germain,,Thilo Kehrer,0,1,1,0,86.05,
630,AFC Ajax,,Zakaria Labyad,0,0,0,0,84.13,
631,Olympique de Marseille,,Álvaro González,0,0,8,0,87.21,
632,Olympique de Marseille,,Morgan Sanson,0,4,9,0,78.46,
633,Atalanta,,Marco Sportiello,0,0,0,0,74.44,
634,FC Midtjylland,,Pione Sisto,0,4,3,0,80.77,
635,FK Krasnodar,,Evgeniy Chernov,0,3,1,0,65.38,
636,Dynamo Kyiv,,Heorhiy Bushchan,0,0,0,0,72.38,
637,Zenit St. Petersburg,,Vyacheslav Karavaev,0,1,5,0,78.13,
638,Dynamo Kyiv,,Volodymyr Shepeliev,0,1,2,0,91.13,
639,Borussia M'gladbach,,Hannes Wolf,0,3,1,0,75.86,
640,RB Leipzig,,Lukas Klostermann,0,0,2,0,82.2,
641,Lazio,,Senad Lulić,0,0,3,0,88.24,
642,Red Bull Salzburg,,Luka Sučić,0,2,2,0,85.71,
643,Stade Rennais,,James Léa Siliki,0,2,4,0,71.79,
644,Olympique de Marseille,,Hiroki Sakai,0,5,9,0,85.6,
645,Lazio,,Pepe Reina,0,0,0,0,81.67,
646,FC Midtjylland,,Joel Andersson,0,1,7,0,65.41,
647,Olympiacos FC,,Rafinha,0,1,5,0,89.9,
648,Lazio,,Patric,0,1,5,0,86.05,
649,FC Porto,,Shoya Nakajima,0,1,1,0,85.71,
650,Başakşehir FK,,Enzo Crivelli,0,1,0,0,81.67,
651,Ferencváros TC,,Oleksandr Zubkov,0,8,5,1,76.85,
652,Paris Saint-Germain,,Colin Dagba,0,1,7,0,83.58,
653,Paris Saint-Germain,,Mitchel Bakker,0,2,7,0,80.72,
654,Red Bull Salzburg,,Maximilian Wöber,0,0,10,0,73.72,
655,Dynamo Kyiv,,Vladyslav Supryaga,0,1,0,0,81.82,
656,Ferencváros TC,,Endre Botka,0,0,1,0,76.56,
657,Shakhtar Donetsk,,Viktor Korniienko,0,2,0,1,74.85,
658,Inter,,Andrea Pinamonti,0,0,0,0,100,
659,Atlético Madrid,,Sergio Camello,0,0,0,0,0,
660,Borussia Dortmund,,Steffen Tigges,0,0,0,0,100,
661,Sevilla,,Carlos Fernández,0,0,0,0,100,
662,Atalanta,,Fabio Depaoli,0,0,0,0,100,
663,Başakşehir FK,,Junior Caiçara,0,0,0,0,85.71,
664,Dynamo Kyiv,,Denys Boyko,0,0,0,0,83.87,
665,Başakşehir FK,,Emre Kaplan,0,0,1,0,100,
666,Olympique de Marseille,,Nemanja Radonjić,0,3,0,0,71.43,
667,Borussia M'gladbach,,László Bénes,0,0,0,0,66.67,
668,Dynamo Kyiv,,Tudor Băluță,0,0,0,0,100,
669,Zenit St. Petersburg,,Danila Prokhin,0,1,2,0,77.14,
670,Stade Rennais,,Romain Salin,0,0,0,0,72.09,
671,FK Krasnodar,,Leon Sabua,0,0,0,0,100,
672,Olympique de Marseille,,Kevin Strootman,0,1,0,0,92,
673,Sevilla,,Sergio Escudero,0,0,1,0,83.06,
674,Olympiacos FC,,El Arbi Hillel Soudani,0,0,0,0,81.82,
675,Stade Rennais,,Yann Gboho,0,2,2,0,75,
676,Borussia Dortmund,,Felix Passlack,0,0,1,0,78.46,
677,Başakşehir FK,,Rafael,0,2,21,0,80.39,
678,FC Midtjylland,,Paulinho,0,4,11,0,68.88,
679,Olympique de Marseille,,Steve Mandanda,0,0,0,0,67.25,
680,Başakşehir FK,,Alexandru Epureanu,0,0,2,0,82.04,
681,Olympique de Marseille,,Luís Henrique,0,3,1,0,84.62,
682,Atalanta,,Johan Mojica,0,1,0,0,84.44,
683,FK Krasnodar,,Eduard Spertsyan,0,0,1,0,53.33,
684,Club Brugge KV,,David Okereke,0,1,0,0,87.5,
685,Başakşehir FK,,Giuliano,0,1,1,0,81.25,
686,Lazio,,Manuel Lazzari,0,3,4,0,76.34,
687,Ferencváros TC,,Marcel Heister,0,3,9,0,82.87,
688,Real Madrid,,Luka Jović,0,0,1,0,84.62,
689,Borussia Dortmund,,Youssoufa Moukoko,0,0,0,0,80,
690,Shakhtar Donetsk,,Georgiy Sudakov,0,0,0,0,100,
691,Inter,,Stefano Sensi,0,0,0,0,100,
692,Atalanta,,Sam Lammers,0,0,0,0,80,
693,Atalanta,,Mattia Caldara,0,0,0,0,83.33,
694,FC Bayern München,,Bright Arrey-Mbi,0,0,0,0,88.89,
695,Manchester United,,Brandon Williams,0,1,1,0,85.19,
696,Sevilla,,Tomáš Vaclík,0,0,0,0,73.17,
697,Başakşehir FK,,Nacer Chadli,0,1,0,0,76.6,
698,Zenit St. Petersburg,,Andrey Mostovoy,0,4,0,0,79.22,
699,Ferencváros TC,,Dénes Dibusz,0,0,1,0,77.99,
700,Zenit St. Petersburg,,Danil Krugovoy,0,1,0,0,71.15,
701,Club Brugge KV,,Eduard Sobol,0,5,5,0,84.8,
702,Olympique de Marseille,,Leonardo Balerdi,0,1,2,0,90.61,
703,Olympique de Marseille,,Marley Aké,0,0,0,0,91.67,
704,Ferencváros TC,,Dávid Sigér,0,1,3,0,84.31,
705,Real Madrid,,Sergio Arribas,0,0,0,0,95.83,
706,Stade Rennais,,Faitout Maouassa,0,0,3,0,90.91,
707,Borussia Dortmund,,Nico Schulz,0,1,3,0,82.47,
708,Başakşehir FK,,Hasan Ali Kaldırım,0,1,1,0,72.92,
709,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,2,0,82.89,
710,Paris Saint-Germain,,Timothee Pembele,0,0,0,0,100,
711,Lokomotiv Moscow,,Nikita Iosifov,0,1,0,0,0,
712,Lokomotiv Moscow,,Vitaliy Lystsov,0,0,3,0,65.22,
713,Olympiacos FC,,Pêpê,0,0,0,0,84.06,
714,Başakşehir FK,,Mert Günok,0,0,0,0,61.29,
715,Red Bull Salzburg,,Cican Stanković,0,0,0,0,72.64,
716,FC Midtjylland,,Mikkel Andersen,0,0,0,0,67.47,
717,Manchester United,,Dean Henderson,0,0,0,0,84.62,
718,Liverpool,,Leighton Clarkson,0,0,0,0,73.21,
719,Stade Rennais,,Dalbert,0,1,2,0,84.54,
720,Red Bull Salzburg,,Jérôme Onguene,0,0,0,0,75,
721,Ferencváros TC,,Eldar Ćivić,0,0,4,0,90.48,
722,Stade Rennais,,Brandon Soppy,0,2,0,0,74.55,
723,Başakşehir FK,,Carlos Ponck,0,1,1,0,81.94,
724,Lazio,,Mateo Musacchio,0,0,1,0,90.91,
725,Sevilla,,Alfonso Pastor,0,0,0,0,74.07,
726,Manchester United,,Juan Mata,0,0,0,0,92.86,
727,Shakhtar Donetsk,,Andriy Pyatov,0,0,0,0,84.62,
728,AFC Ajax,,Jurriën Timber,0,0,0,0,50,0
729,Inter,,Radja Nainggolan,0,0,0,0,83.33,0
730,Manchester United,,Odion Ighalo,0,0,0,0,100,0
731,Shakhtar Donetsk,,Bogdan Viunnyk,0,0,0,0,100,0
732,Club Brugge KV,,Thomas Van den Keybus,0,1,0,0,75,0
733,Lokomotiv Moscow,,Aleksandr Silyanov,0,0,1,0,100,0
734,FK Krasnodar,,Evgeniy Markov,0,0,0,0,50,0
735,FC Porto,,Mamadou Loum,0,0,1,0,100,0
