#,Time,Time,Nome,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Notas Sofascore,Nota Sofascore
34,Lazio,,Luis Alberto,17,4,0,0,7.20,7.20
35,Chelsea,,Kai Havertz,17,9,12,0,6.91,6.91
36,Red Bull Salzburg,,Enock Mwepu,17,8,4,0,6.65,6.65
37,Manchester City,,Phil Foden,16,9,3,0,7.44,7.44
38,Atlético Madrid,,Marcos Llorente,16,11,10,0,7.06,7.06
39,Real Madrid,,Lucas Vázquez,16,6,9,0,7.06,7.06
40,Chelsea,,Mason Mount,16,10,1,0,7.01,7.01
41,RB Leipzig,,Amadou Haidara,16,9,3,0,6.97,6.97
42,Atlético Madrid,,Koke,16,11,2,0,6.85,6.85
43,RB Leipzig,,Angeliño,15,2,5,0,7.37,7.37
44,FC Bayern München,,Jérôme Boateng,15,14,16,0,7.30,7.30
45,Lazio,,Francesco Acerbi,15,11,24,0,7.30,7.30
46,Borussia M'gladbach,,Nico Elvedi,15,11,31,0,7.24,7.24
47,FC Porto,,Sérgio Oliveira,15,4,8,0,7.23,7.23
48,Manchester City,,İlkay Gündoğan,15,11,4,0,7.22,7.22
49,Red Bull Salzburg,,Zlatko Junuzović,15,13,3,0,7.13,7.13
50,Paris Saint-Germain,,Ángel Di María,15,8,2,0,7.04,7.04
51,FC Porto,,Wilson Manafá,15,7,16,0,6.91,6.91
52,Borussia M'gladbach,,Ramy Bensebaini,15,11,16,0,6.90,6.90
53,AFC Ajax,,Ryan Gravenberch,15,11,3,0,6.90,6.90
54,Red Bull Salzburg,,Mohamed Camara,15,11,2,0,6.76,6.76
55,Manchester City,,Rúben Dias,14,16,22,0,7.17,7.17
56,FC Bayern München,,David Alaba,14,14,19,0,6.97,6.97
57,Liverpool,,James Milner,14,8,4,0,6.93,6.93
58,Lazio,,Wesley Hoedt,14,7,29,0,6.89,6.89
59,Inter,,Nicolò Barella,14,6,0,0,6.88,6.88
60,Manchester United,,Aaron Wan-Bissaka,14,9,10,0,6.88,6.88
61,RB Leipzig,,Nordi Mukiele,14,19,11,1,6.84,6.84
62,Paris Saint-Germain,,Layvin Kurzawa,14,8,11,0,6.84,6.84
63,Dynamo Kyiv,,Mykola Shaparenko,14,6,4,0,6.84,6.84
64,RB Leipzig,,Marcel Sabitzer,14,12,8,1,6.70,6.70
65,Zenit St. Petersburg,,Daler Kuzyaev,14,9,3,0,6.63,6.63
66,FC Bayern München,,Joshua Kimmich,13,12,8,0,8.01,8.01
67,Manchester City,,Riyad Mahrez,13,6,3,0,7.25,7.25
68,Borussia Dortmund,,Mahmoud Dahoud,13,5,5,0,7.22,7.22
69,FC Porto,,Chancel Mbemba,13,8,49,0,7.21,7.21
70,Real Madrid,,Luka Modrić,13,18,1,0,7.14,7.14
71,Borussia M'gladbach,,Lars Stindl,13,5,1,0,7.07,7.07
72,Juventus,,Rodrigo Bentancur,13,10,8,1,7.06,7.06
73,Real Madrid,,Federico Valverde,13,17,4,0,7.01,7.01
74,Chelsea,,Mateo Kovačić,13,7,5,0,6.98,6.98
75,Real Madrid,,Ferland Mendy,13,13,12,0,6.92,6.92
76,Juventus,,Weston McKennie,13,3,2,0,6.80,6.80
77,AFC Ajax,,Nicolás Tagliafico,13,7,15,0,6.72,6.72
78,Red Bull Salzburg,,Rasmus Kristensen,13,13,16,0,6.70,6.70
79,Lokomotiv Moscow,,Daniil Kulikov,13,8,8,0,6.70,6.70
80,Zenit St. Petersburg,,Douglas Santos,13,9,7,0,6.70,6.70
81,Paris Saint-Germain,,Presnel Kimpembe,13,5,40,0,6.64,6.64
82,Juventus,,Juan Cuadrado,12,5,3,0,7.82,7.82
83,Borussia Dortmund,,Mats Hummels,12,19,46,0,7.20,7.20
84,FC Bayern München,,Benjamin Pavard,12,10,12,0,7.03,7.03
85,Manchester City,,Oleksandr Zinchenko,12,4,12,0,7.02,7.02
86,Borussia Dortmund,,Manuel Akanji,12,8,16,0,6.94,6.94
87,Borussia Dortmund,,Marco Reus,12,7,6,0,6.91,6.91
88,Zenit St. Petersburg,,Wílmar Barrios,12,15,10,0,6.87,6.87
89,Manchester City,,Bernardo Silva,12,4,4,0,6.85,6.85
90,Barcelona,,Pedri,12,5,0,0,6.84,6.84
91,Paris Saint-Germain,,Abdou Diallo,12,5,13,0,6.76,6.76
92,Manchester United,,Fred,12,7,4,0,6.75,6.75
93,Borussia Dortmund,,Mateu Morey,12,18,8,0,6.61,6.61
94,Inter,,Arturo Vidal,12,6,3,0,6.60,6.60
95,Lokomotiv Moscow,,Vladislav Ignatjev,12,7,12,0,6.60,6.60
96,Club Brugge KV,,Ruud Vormer,11,8,0,1,7.17,7.17
97,Atlético Madrid,,Kieran Trippier,11,10,13,0,7.07,7.07
98,Manchester City,,Rodri,11,9,9,0,7.05,7.05
99,Club Brugge KV,,Charles De Ketelaere,11,3,3,0,7.00,7.00
100,Sevilla,,Joan Jordán,11,6,3,0,6.99,6.99
101,Atalanta,,Robin Gosens,11,6,7,0,6.97,6.97
102,Olympique de Marseille,,Valentin Rongier,11,20,3,1,6.95,6.95
103,Atalanta,,Berat Djimsiti,11,24,33,0,6.95,6.95
104,Real Madrid,,Raphaël Varane,11,14,31,1,6.93,6.93
105,Atlético Madrid,,Mario Hermoso,11,7,11,1,6.92,6.92
106,Manchester United,,Scott McTominay,11,5,8,0,6.90,6.90
107,Real Madrid,,Vinícius Júnior,11,1,0,0,6.88,6.88
108,FC Porto,,Marko Grujić,11,5,8,0,6.84,6.84
109,Atlético Madrid,,Renan Lodi,11,8,9,0,6.80,6.80
110,Chelsea,,Ben Chilwell,11,15,22,0,6.79,6.79
111,Borussia Dortmund,,Thomas Delaney,11,4,8,0,6.74,6.74
112,Paris Saint-Germain,,Alessandro Florenzi,11,10,13,0,6.74,6.74
113,Başakşehir FK,,Berkay Özcan,11,5,3,0,6.72,6.72
114,Ferencváros TC,,Gergő Lovrencsics,11,7,7,1,6.57,6.57
115,FC Midtjylland,,Paulinho,11,11,8,0,6.40,6.40
116,Juventus,,Alex Sandro,10,15,6,0,7.34,7.34
117,Liverpool,,Trent Alexander-Arnold,10,12,8,1,7.26,7.26
118,Lokomotiv Moscow,,Vedran Ćorluka,10,11,25,0,7.14,7.14
119,Liverpool,,Thiago Alcântara,10,3,4,0,7.08,7.08
120,Club Brugge KV,,Krépin Diatta,10,5,1,0,7.00,7.00
121,Paris Saint-Germain,,Danilo Pereira,10,20,44,0,6.91,6.91
122,Chelsea,,N'Golo Kanté,10,14,11,0,6.82,6.82
123,Lazio,,Adam Marušić,10,12,16,0,6.80,6.80
124,Atlético Madrid,,Felipe,10,7,27,0,6.76,6.76
125,Shakhtar Donetsk,,Mykola Matviyenko,10,11,13,0,6.75,6.75
126,RB Leipzig,,Dani Olmo,10,6,3,0,6.73,6.73
127,Zenit St. Petersburg,,Magomed Ozdoev,10,9,1,0,6.72,6.72
128,FC Porto,,Jesús Corona,10,13,8,1,6.66,6.66
129,RB Leipzig,,Ibrahima Konaté,10,7,12,0,6.63,6.63
130,Olympiacos FC,,Giorgos Masouras,10,3,4,0,6.62,6.62
131,Borussia M'gladbach,,Denis Zakaria,10,3,4,0,6.60,6.60
132,Atalanta,,Marten de Roon,10,12,5,0,6.58,6.58
133,Red Bull Salzburg,,Maximilian Wöber,10,11,30,0,6.42,6.42
134,Manchester United,,Bruno Fernandes,9,4,2,0,7.80,7.80
135,Manchester City,,Kevin De Bruyne,9,2,2,0,7.64,7.64
136,Sevilla,,Marcos Acuña,9,3,4,0,7.50,7.50
137,Juventus,,Matthijs de Ligt,9,7,9,0,7.32,7.32
138,FC Midtjylland,,Alexander Scholz,9,12,21,0,7.13,7.13
139,Juventus,,Federico Chiesa,9,1,2,0,7.06,7.06
140,Chelsea,,Hakim Ziyech,9,4,2,0,7.03,7.03
141,Atalanta,,Matteo Pessina,9,11,2,0,6.93,6.93
142,AFC Ajax,,Daley Blind,9,5,12,0,6.92,6.92
143,Lazio,,Sergej Milinković-Savić,9,15,7,0,6.90,6.90
144,Atalanta,,Hans Hateboer,9,7,9,0,6.88,6.88
145,Club Brugge KV,,Odilon Kossounou,9,9,5,0,6.88,6.88
146,Manchester City,,Fernandinho,9,7,4,0,6.87,6.87
147,FC Porto,,Moussa Marega,9,5,11,0,6.87,6.87
148,Sevilla,,Diego Carlos,9,12,25,0,6.86,6.86
149,Dynamo Kyiv,,Vitaliy Buyalskyi,9,4,0,0,6.83,6.83
150,FK Krasnodar,,Cristian Ramírez,9,5,11,0,6.82,6.82
151,Lokomotiv Moscow,,Dmitri Zhivoglyadov,9,8,18,0,6.82,6.82
152,RB Leipzig,,Benjamin Henrichs,9,2,2,0,6.80,6.80
153,Barcelona,,Sergiño Dest,9,2,5,0,6.77,6.77
154,Borussia M'gladbach,,Christoph Kramer,9,11,5,0,6.74,6.74
155,Stade Rennais,,Adrien Truffert,9,5,5,0,6.72,6.72
156,RB Leipzig,,Willi Orbán,9,3,10,0,6.72,6.72
157,FK Krasnodar,,Tonny Vilhena,9,6,7,0,6.64,6.64
158,Lazio,,Mohamed Fares,9,8,7,0,6.63,6.63
159,AFC Ajax,,Davy Klaassen,9,6,10,0,6.62,6.62
160,FC Bayern München,,Jamal Musiala,9,1,0,0,6.60,6.60
161,Dynamo Kyiv,,Denys Garmash,9,2,6,0,6.60,6.60
162,Club Brugge KV,,Clinton Mata,9,9,6,0,6.60,6.60
163,Olympique de Marseille,,Boubacar Kamara,9,8,6,0,6.58,6.58
164,Olympiacos FC,,Mady Camara,9,0,0,0,6.58,6.58
165,Olympique de Marseille,,Morgan Sanson,9,5,0,0,6.48,6.48
166,Olympique de Marseille,,Hiroki Sakai,9,12,9,0,6.45,6.45
167,Ferencváros TC,,Marcel Heister,9,6,3,0,6.33,6.33
168,Borussia Dortmund,,Axel Witsel,8,7,5,0,7.35,7.35
169,Real Madrid,,Karim Benzema,8,2,2,0,7.27,7.27
170,Borussia Dortmund,,Thorgan Hazard,8,3,0,0,7.23,7.23
171,Barcelona,,Antoine Griezmann,8,5,2,0,7.17,7.17
172,Sevilla,,Ivan Rakitić,8,6,5,0,7.16,7.16
173,Manchester City,,John Stones,8,9,23,0,7.08,7.08
174,Barcelona,,Frenkie de Jong,8,15,6,0,7.04,7.04
175,FC Bayern München,,Alphonso Davies,8,6,2,0,7.00,7.00
176,Başakşehir FK,,İrfan Can Kahveci,8,3,0,0,6.98,6.98
177,Barcelona,,Sergio Busquets,8,1,1,0,6.97,6.97
178,Dynamo Kyiv,,Tomasz Kędziora,8,14,18,0,6.87,6.87
179,Lazio,,Jean-Daniel Akpa Akpro,8,7,4,0,6.85,6.85
180,Sevilla,,Fernando,8,10,7,0,6.79,6.79
181,Atlético Madrid,,Saúl Ñíguez,8,12,8,0,6.78,6.78
182,Olympiacos FC,,Pape Abou Cissé,8,17,20,0,6.78,6.78
183,Red Bull Salzburg,,André Ramalho,8,12,29,0,6.77,6.77
184,FC Bayern München,,Chris Richards,8,2,3,0,6.73,6.73
185,AFC Ajax,,Perr Schuurs,8,10,15,0,6.73,6.73
186,Dynamo Kyiv,,Viktor Tsygankov,8,5,3,0,6.70,6.70
187,FC Porto,,Luis Díaz,8,2,1,0,6.70,6.70
188,Inter,,Achraf Hakimi,8,7,1,1,6.66,6.66
189,Olympique de Marseille,,Florian Thauvin,8,2,2,0,6.63,6.63
190,Inter,,Danilo D'Ambrosio,8,7,3,0,6.62,6.62
191,Olympique de Marseille,,Jordan Amavi,8,10,6,0,6.62,6.62
192,Ferencváros TC,,Adnan Kovačević,8,5,4,0,6.60,6.60
193,Stade Rennais,,Clément Grenier,8,2,0,0,6.60,6.60
194,Olympiacos FC,,José Holebas,8,11,11,0,6.52,6.52
195,Olympique de Marseille,,Michaël Cuisance,8,2,0,0,6.52,6.52
196,FK Krasnodar,,Kaio,8,13,19,1,6.52,6.52
197,Olympique de Marseille,,Álvaro González,8,7,13,0,6.50,6.50
198,AFC Ajax,,Antony,7,3,2,0,7.33,7.33
199,Borussia M'gladbach,,Oscar Wendt,7,6,3,0,7.27,7.27
200,Chelsea,,Emerson Palmieri,7,3,4,0,7.22,7.22
201,FC Bayern München,,Kingsley Coman,7,2,3,0,7.20,7.20
202,Manchester United,,Luke Shaw,7,8,5,0,7.20,7.20
203,FC Bayern München,,Niklas Süle,7,13,19,0,7.17,7.17
204,FC Bayern München,,Eric Maxim Choupo-Moting,7,0,2,0,7.15,7.15
205,Liverpool,,Neco Williams,7,6,2,0,7.13,7.13
206,FC Bayern München,,Leroy Sané,7,5,1,0,7.13,7.13
207,FC Bayern München,,Thomas Müller,7,3,3,0,7.12,7.12
208,Sevilla,,Óscar Rodríguez,7,2,0,0,7.07,7.07
209,Zenit St. Petersburg,,Sebastián Driussi,7,3,1,0,6.94,6.94
210,FK Krasnodar,,Yuriy Gazinskiy,7,13,4,0,6.94,6.94
211,Dynamo Kyiv,,Carlos De Pena,7,7,6,0,6.90,6.90
212,Borussia Dortmund,,Raphaël Guerreiro,7,5,4,0,6.90,6.90
213,Barcelona,,Junior Firpo,7,2,3,0,6.90,6.90
214,Olympiacos FC,,Yann M'Vila,7,12,8,0,6.90,6.90
215,FC Midtjylland,,Jens Cajuste,7,5,3,0,6.88,6.88
216,Sevilla,,Óliver Torres,7,2,0,0,6.84,6.84
217,Juventus,,Arthur,7,2,1,0,6.84,6.84
218,Ferencváros TC,,Igor Kharatin,7,5,2,0,6.82,6.82
219,Sevilla,,Nemanja Gudelj,7,4,5,0,6.82,6.82
220,AFC Ajax,,Lisandro Martínez,7,8,20,0,6.80,6.80
221,Real Madrid,,Rodrygo,7,2,2,0,6.77,6.77
222,Olympiacos FC,,Andreas Bouchalakis,7,9,3,1,6.73,6.73
223,Manchester United,,Alex Telles,7,1,3,0,6.70,6.70
224,Borussia M'gladbach,,Valentino Lazaro,7,2,1,0,6.68,6.68
225,Borussia Dortmund,,Emre Can,7,5,13,0,6.67,6.67
226,Liverpool,,Georginio Wijnaldum,7,9,2,0,6.67,6.67
227,Başakşehir FK,,Martin Škrtel,7,8,19,0,6.64,6.64
228,RB Leipzig,,Kevin Kampl,7,6,6,0,6.62,6.62
229,Ferencváros TC,,Somália,7,11,2,0,6.60,6.60
230,RB Leipzig,,Tyler Adams,7,5,3,0,6.57,6.57
231,Barcelona,,Clément Lenglet,7,11,13,0,6.54,6.54
232,Olympiacos FC,,Lazar Ranđelović,7,3,1,0,6.53,6.53
233,FC Midtjylland,,Joel Andersson,7,9,5,0,6.44,6.44
234,Paris Saint-Germain,,Colin Dagba,7,3,7,0,6.42,6.42
235,Paris Saint-Germain,,Mitchel Bakker,7,4,12,0,6.42,6.42
236,AFC Ajax,,David Neres,6,0,0,0,7.45,7.45
237,Atlético Madrid,,João Félix,6,4,3,0,7.35,7.35
238,Sevilla,,Suso,6,2,0,0,7.35,7.35
239,Liverpool,,Curtis Jones,6,7,4,0,7.28,7.28
240,Inter,,Marcelo Brozović,6,4,0,0,7.22,7.22
241,FK Krasnodar,,Rémy Cabella,6,0,0,0,7.13,7.13
242,Chelsea,,Antonio Rüdiger,6,5,39,0,7.10,7.10
243,Barcelona,,Sergi Roberto,6,4,2,0,7.10,7.10
244,FC Bayern München,,Leon Goretzka,6,13,5,0,7.07,7.07
245,Atalanta,,Joakim Mæhle,6,3,0,0,7.05,7.05
246,Lokomotiv Moscow,,Murilo,6,11,43,1,7.02,7.02
247,Liverpool,,Mohamed Salah,6,5,2,0,7.00,7.00
248,Liverpool,,Ozan Kabak,6,6,6,0,7.00,7.00
249,Chelsea,,Timo Werner,6,6,2,0,6.98,6.98
250,Chelsea,,Christian Pulišić,6,3,0,0,6.98,6.98
251,Borussia Dortmund,,Thomas Meunier,6,1,4,0,6.98,6.98
252,Stade Rennais,,Eduardo Camavinga,6,6,1,0,6.98,6.98
253,Chelsea,,Thiago Silva,6,8,22,0,6.98,6.98
254,Inter,,Milan Škriniar,6,2,4,0,6.97,6.97
255,Inter,,Stefan de Vrij,6,17,15,0,6.97,6.97
256,Liverpool,,Diogo Jota,6,2,0,0,6.94,6.94
257,Barcelona,,Óscar Mingueza,6,10,0,0,6.92,6.92
258,FK Krasnodar,,Igor Smolnikov,6,8,15,0,6.92,6.92
259,Real Madrid,,Marco Asensio,6,4,0,0,6.92,6.92
260,Atalanta,,Luis Muriel,6,0,1,0,6.90,6.90
261,Olympiacos FC,,Marios Vrousai,6,5,2,0,6.90,6.90
262,Liverpool,,Andrew Robertson,6,6,12,0,6.87,6.87
263,Shakhtar Donetsk,,Valeriy Bondar,6,10,33,0,6.85,6.85
264,Atlético Madrid,,Stefan Savić,6,8,39,0,6.84,6.84
265,FC Porto,,Pepe,6,4,30,0,6.82,6.82
266,FC Midtjylland,,Mikael Anderson,6,2,3,0,6.80,6.80
267,Lazio,,Andreas Pereira,6,1,0,0,6.76,6.76
268,Lazio,,Lucas Leiva,6,10,7,0,6.76,6.76
269,Ferencváros TC,,Aissa Laïdouni,6,5,1,0,6.76,6.76
270,Inter,,Roberto Gagliardini,6,5,3,0,6.75,6.75
271,FC Midtjylland,,Erik Sviatchenko,6,20,19,1,6.74,6.74
272,FK Krasnodar,,Magomed Shapi Suleymanov,6,1,4,0,6.73,6.73
273,Zenit St. Petersburg,,Leon Musaev,6,1,1,0,6.70,6.70
274,FC Midtjylland,,Sory Kaba,6,3,5,0,6.68,6.68
275,Zenit St. Petersburg,,Aleksandr Erokhin,6,4,1,0,6.68,6.68
276,Manchester City,,Raheem Sterling,6,3,0,0,6.67,6.67
277,Borussia M'gladbach,,Jonas Hofmann,6,2,2,0,6.66,6.66
278,Barcelona,,Ronald Araújo,6,2,2,0,6.57,6.57
279,Lokomotiv Moscow,,François Kamano,6,0,2,0,6.57,6.57
280,Shakhtar Donetsk,,Dodô,6,12,9,0,6.57,6.57
281,Sevilla,,Oussama Idrissi,6,0,3,0,6.53,6.53
282,Stade Rennais,,Hamari Traoré,6,11,11,0,6.53,6.53
283,Shakhtar Donetsk,,Marlos Romero,6,2,3,1,6.53,6.53
284,Zenit St. Petersburg,,Aleksey Sutormin,6,2,3,0,6.50,6.50
285,Barcelona,,Lionel Messi,5,2,0,0,8.23,8.23
286,Paris Saint-Germain,,Neymar,5,3,0,0,7.46,7.46
287,Club Brugge KV,,Hans Vanaken,5,8,5,0,7.25,7.25
288,Atlético Madrid,,José María Giménez,5,6,14,0,7.20,7.20
289,Chelsea,,Callum Hudson-Odoi,5,4,1,0,7.17,7.17
290,Liverpool,,Nathaniel Phillips,5,6,11,0,7.10,7.10
291,Club Brugge KV,,Federico Ricca,5,5,9,0,7.10,7.10
292,Atlético Madrid,,Héctor Herrera,5,6,3,0,7.04,7.04
293,Borussia M'gladbach,,Marcus Thuram,5,6,5,0,7.04,7.04
294,RB Leipzig,,Yussuf Poulsen,5,3,7,0,7.01,7.01
295,Barcelona,,Jordi Alba,5,6,6,0,7.00,7.00
296,FC Midtjylland,,Manjrekar James,5,3,3,0,7.00,7.00
297,Liverpool,,Sadio Mané,5,3,1,0,6.97,6.97
298,Real Madrid,,Marcelo,5,0,0,0,6.95,6.95
299,Juventus,,Leonardo Bonucci,5,8,9,0,6.95,6.95
300,Lazio,,Marco Parolo,5,5,9,0,6.90,6.90
301,Atalanta,,Josip Iličić,5,1,1,0,6.87,6.87
302,Manchester United,,Nemanja Matić,5,4,4,0,6.83,6.83
303,Inter,,Alessandro Bastoni,5,4,7,0,6.80,6.80
304,Atlético Madrid,,Thomas Lemar,5,0,2,0,6.80,6.80
305,Olympiacos FC,,Ousseynou Ba,5,1,12,0,6.80,6.80
306,Shakhtar Donetsk,,Tetê,5,3,5,0,6.77,6.77
307,FC Midtjylland,,Awer Mabil,5,4,2,0,6.75,6.75
308,Dynamo Kyiv,,Denys Popov,5,12,19,0,6.75,6.75
309,Manchester United,,Donny van de Beek,5,2,1,0,6.74,6.74
310,Lokomotiv Moscow,,Dmitry Rybchinskiy,5,8,2,0,6.74,6.74
311,FC Porto,,Fábio Vieira,5,1,1,0,6.73,6.73
312,Dynamo Kyiv,,Gerson Rodrigues,5,3,4,0,6.73,6.73
313,Juventus,,Merih Demiral,5,9,11,0,6.70,6.70
314,Lokomotiv Moscow,,Maciej Rybus,5,16,25,0,6.68,6.68
315,Red Bull Salzburg,,Patson Daka,5,0,1,0,6.68,6.68
316,Borussia Dortmund,,Ansgar Knauff,5,1,2,0,6.63,6.63
317,Dynamo Kyiv,,Vitaliy Mykolenko,5,12,11,0,6.60,6.60
318,Stade Rennais,,Romain Del Castillo,5,3,0,0,6.60,6.60
319,Barcelona,,Francisco Trincão,5,2,0,0,6.59,6.59
320,Shakhtar Donetsk,,Alan Patrick,5,2,3,0,6.58,6.58
321,Ferencváros TC,,Isael,5,5,2,0,6.57,6.57
322,Manchester United,,Axel Tuanzebe,5,2,11,0,6.54,6.54
323,Ferencváros TC,,Miha Blažič,5,16,21,0,6.53,6.53
324,Zenit St. Petersburg,,Vyacheslav Karavaev,5,3,6,0,6.48,6.48
325,Olympiacos FC,,Rafinha,5,3,5,0,6.43,6.43
326,Lazio,,Patric,5,6,18,0,6.43,6.43
327,Ferencváros TC,,Oleksandr Zubkov,5,4,4,0,6.42,6.42
328,Club Brugge KV,,Eduard Sobol,5,2,4,0,6.28,6.28
329,Juventus,,Álvaro Morata,4,4,2,0,7.55,7.55
330,Chelsea,,Faustino Anjorin,4,0,0,0,7.30,7.30
331,Barcelona,,Ousmane Dembélé,4,2,1,0,7.28,7.28
332,Liverpool,,Joe Gomez,4,5,18,0,7.27,7.27
333,Manchester City,,Ferran Torres,4,3,1,0,7.25,7.25
334,Olympiacos FC,,Mathieu Valbuena,4,1,0,0,7.23,7.23
335,Stade Rennais,,Gerzino Nyamsi,4,6,3,0,7.15,7.15
336,Başakşehir FK,,Edin Višća,4,3,1,0,7.14,7.14
337,Lazio,,Joaquín Correa,4,1,4,0,7.11,7.11
338,Stade Rennais,,Jérémy Doku,4,2,1,0,7.08,7.08
339,Stade Rennais,,Martin Terrier,4,4,1,0,7.07,7.07
340,Stade Rennais,,Benjamin Bourigeaud,4,5,5,0,7.00,7.00
341,Zenit St. Petersburg,,Wendel,4,2,0,0,6.97,6.97
342,Sevilla,,Munir El Haddadi,4,1,0,0,6.95,6.95
343,Atalanta,,Duván Zapata,4,1,10,0,6.93,6.93
344,Atlético Madrid,,Yannick Carrasco,4,1,3,0,6.92,6.92
345,Red Bull Salzburg,,Dominik Szoboszlai,4,3,7,0,6.92,6.92
346,Sevilla,,Jesús Navas,4,7,2,0,6.92,6.92
347,Juventus,,Aaron Ramsey,4,9,4,0,6.89,6.89
348,Olympique de Marseille,,Pape Gueye,4,7,1,0,6.88,6.88
349,Shakhtar Donetsk,,Taison,4,0,2,0,6.88,6.88
350,Lazio,,Luiz Felipe,4,4,7,0,6.88,6.88
351,FC Midtjylland,,Dion Cools,4,6,6,0,6.87,6.87
352,Barcelona,,Miralem Pjanić,4,12,2,0,6.84,6.84
353,Liverpool,,Rhys Williams,4,5,13,0,6.83,6.83
354,FC Bayern München,,Serge Gnabry,4,6,2,0,6.80,6.80
355,Lokomotiv Moscow,,Maksim Mukhin,4,3,0,0,6.80,6.80
356,Liverpool,,Joël Matip,4,0,7,0,6.80,6.80
357,Real Madrid,,Álvaro Odriozola,4,1,1,0,6.80,6.80
358,Başakşehir FK,,Mahmut Tekdemir,4,6,2,0,6.80,6.80
359,Manchester United,,Harry Maguire,4,5,15,0,6.78,6.78
360,Borussia Dortmund,,Julian Brandt,4,0,4,0,6.78,6.78
361,Olympiacos FC,,Rúben Semedo,4,12,21,0,6.75,6.75
362,Lokomotiv Moscow,,Stanislav Magkeev,4,7,4,0,6.73,6.73
363,Başakşehir FK,,Mehmet Topal,4,7,7,0,6.70,6.70
364,FK Krasnodar,,Kristoffer Olsson,4,7,4,0,6.70,6.70
365,Başakşehir FK,,Boli Bolingoli,4,9,9,0,6.70,6.70
366,Inter,,Ashley Young,4,3,4,0,6.68,6.68
367,Borussia Dortmund,,Giovanni Reyna,4,4,4,0,6.68,6.68
368,Dynamo Kyiv,,Serhiy Sydorchuk,4,12,5,0,6.68,6.68
369,Manchester United,,Victor Lindelöf,4,3,10,0,6.66,6.66
370,Sevilla,,Lucas Ocampos,4,6,4,0,6.64,6.64
371,Dynamo Kyiv,,Benjamin Verbič,4,2,1,0,6.64,6.64
372,Club Brugge KV,,Noa Lang,4,1,2,0,6.60,6.60
373,Ferencváros TC,,Abraham Frimpong,4,4,4,0,6.60,6.60
374,AFC Ajax,,Quincy Promes,4,2,1,0,6.56,6.56
375,Atalanta,,José Luis Palomino,4,6,4,0,6.53,6.53
376,Stade Rennais,,James Léa Siliki,4,1,3,0,6.45,6.45
377,Lazio,,Manuel Lazzari,4,2,2,0,6.34,6.34
378,Ferencváros TC,,Eldar Ćivić,4,2,1,0,6.00,6.00
379,Borussia Dortmund,,Jadon Sancho,3,4,1,0,7.38,7.38
380,Sevilla,,Papu Gómez,3,3,0,0,7.31,7.31
381,Atalanta,,Ruslan Malinovskyi,3,3,0,0,7.23,7.23
382,Chelsea,,Kurt Zouma,3,2,23,0,7.16,7.16
383,Shakhtar Donetsk,,Vitão,3,5,10,0,7.15,7.15
384,Olympique de Marseille,,Dimitri Payet,3,1,1,0,7.12,7.12
385,Real Madrid,,Daniel Carvajal,3,2,1,0,7.10,7.10
