#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
62,Roma,,Francesco Totti,2,0,6,7,28.57,7.42,7.42
63,Bayer 04 Leverkusen,,Hakan Çalhanoğlu,2,1,9,29,6.9,7.39,7.39
64,Liverpool,,Steven Gerrard,2,0,4,10,20,7.37,7.37
65,Chelsea,,John Terry,2,0,0,5,40,7.34,7.34
66,FC Bayern München,,Xabi Alonso,2,0,2,7,28.57,7.30,7.30
67,RSC Anderlecht,,Anthony Vanden Borre,2,1,6,3,66.67,7.25,7.25
68,Paris Saint-Germain,,David Luiz,2,0,10,8,25,7.20,7.20
69,AFC Ajax,,Davy Klaassen,2,0,4,6,33.33,7.18,7.18
70,Arsenal,,Alex Oxlade-Chamberlain,2,0,25,7,28.57,7.16,7.16
71,Chelsea,,Didier Drogba,2,2,3,11,18.18,7.14,7.14
72,Real Madrid,,Gareth Bale,2,6,24,34,5.88,7.13,7.13
73,Paris Saint-Germain,,Zlatan Ibrahimović,2,1,4,17,11.76,7.07,7.07
74,Barcelona,,Ivan Rakitić,2,0,8,16,12.5,7.03,7.03
75,Sporting,,Islam Slimani,2,1,2,11,18.18,7.02,7.02
76,Atlético Madrid,,Antoine Griezmann,2,2,12,17,11.76,7.01,7.01
77,Olympiacos FC,,Ibrahim Afellay,2,0,5,6,33.33,6.93,6.93
78,Sporting,,Adrien Silva,2,0,8,14,14.29,6.93,6.93
79,Ludogorets,,Dani Abalo,2,0,7,12,16.67,6.93,6.93
80,Olympiacos FC,,Konstantinos Mitroglou,2,2,3,16,12.5,6.92,6.92
81,Atlético Madrid,,Raúl García,2,3,2,24,8.33,6.81,6.81
82,Galatasaray,,Burak Yılmaz,2,2,0,10,20,6.78,6.78
83,RSC Anderlecht,,Aleksandar Mitrović,2,6,3,13,15.38,6.74,6.74
84,Red Bull Salzburg,,Franz Schiemer,1,,,,,,
85,Napoli,,Gonzalo Higuaín,1,,,,,,
86,Lincoln Red Imps,,Joseph Chipolina,1,,,,,,
87,FC Santa Coloma,,Ildefons Lima,1,,,,,,
88,F91 Dudelange,,David Turpel,1,,,,,,
89,HB Tórshavn,,Bartal Wardum,1,,,,,,
90,ŠK Slovan Bratislava,,Karol Mészáros,1,,,,,,
91,Lincoln Red Imps,,John Paul Duarte,1,,,,,,
92,Maccabi Tel Aviv,,Eden Ben Basat,1,,,,,,
93,Lincoln Red Imps,,George Cabrera,1,,,,,,
94,FC København,,Daniel Amartey,1,,,,,,
95,ŠK Slovan Bratislava,,Róbert Vittek,1,,,,,,
96,Maccabi Tel Aviv,,Rade Prica,1,,,,,,
97,GNK Dinamo Zagreb,,Marcelo Brozović,1,,,,,,
98,Maccabi Tel Aviv,,Eran Zahavi,1,,,,,,
99,FC København,,Andreas Cornelius,1,,,,,,
100,FC København,,Zanka,1,,,,,,
101,HJK,,Robin Lod,1,,,,,,
102,Sheriff Tiraspol,,Luvannor Henrique,1,,,,,,
103,FC København,,Bashkim Kadrii,1,,,,,,
104,HB Tórshavn,,Jóan Edmundsson,1,,,,,,
105,Sheriff Tiraspol,,Ricardinho,1,,,,,,
106,GNK Dinamo Zagreb,,Josip Šimunić,1,,,,,,
107,FC Santa Coloma,,Marc Pujol,1,,,,,,
108,Lille,,Florent Balmont,1,,,,,,
109,Qarabağ,,Leroy George,1,,,,,,
110,HJK,,Valtteri Moren,1,,,,,,
111,HB Tórshavn,,Tróndur Jensen,1,,,,,,
112,Sheriff Tiraspol,,Andrei Mureşan,1,,,,,,
113,Sheriff Tiraspol,,Fred Benson,1,,,,,,
114,HB Tórshavn,,Frodi Benjaminsen,1,,,,,,
115,FC Santa Coloma,,Eloy Casals,1,,,,,,
116,ŠK Slovan Bratislava,,Igor Žofčák,1,,,,,,
117,ŠK Slovan Bratislava,,Erik Cikos,1,,,,,,
118,Napoli,,Marek Hamšík,1,,,,,,
119,Lille,,Ryan Mendes,1,,,,,,
120,GNK Dinamo Zagreb,,Domagoj Antolić,1,,,,,,
121,Lille,,Sébastien Corchia,1,,,,,,
122,Sporting,,Jefferson,1,0,1,2,50,7.83,7.83
123,FC Porto,,Casemiro,1,0,1,10,10,7.81,7.81
124,Real Madrid,,Álvaro Medrán,1,0,1,2,50,7.70,7.70
125,Real Madrid,,Marcelo,1,0,29,8,12.5,7.54,7.54
126,FC Schalke 04,,Christian Fuchs,1,0,2,2,50,7.50,7.50
127,Shakhtar Donetsk,,Darijo Srna,1,0,3,6,16.67,7.50,7.50
128,Borussia Dortmund,,Sokratis,1,0,2,6,16.67,7.48,7.48
129,Real Madrid,,James Rodríguez,1,1,5,11,9.09,7.46,7.46
130,FC Porto,,Danilo,1,0,5,13,7.69,7.45,7.45
131,Atlético Madrid,,Diego Godín,1,0,2,8,12.5,7.38,7.38
132,Chelsea,,Willian,1,0,11,5,20,7.37,7.37
133,Paris Saint-Germain,,Marco Verratti,1,0,17,2,50,7.37,7.37
134,Roma,,Maicon,1,0,6,3,33.33,7.33,7.33
135,Juventus,,Arturo Vidal,1,2,4,18,5.56,7.29,7.29
136,FC Porto,,Cristian Tello,1,0,15,9,11.11,7.26,7.26
137,FC Schalke 04,,Dennis Aogo,1,0,1,8,12.5,7.26,7.26
138,AS Monaco,,Aymen Abdennour,1,0,1,1,100,7.25,7.25
139,AS Monaco,,Geoffrey Kondogbia,1,0,11,12,8.33,7.25,7.25
140,AS Monaco,,João Moutinho,1,0,9,11,9.09,7.24,7.24
141,Barcelona,,Gerard Piqué,1,1,3,3,33.33,7.24,7.24
142,RSC Anderlecht,,Dennis Praet,1,1,10,15,6.67,7.23,7.23
143,Chelsea,,Gary Cahill,1,0,0,7,14.29,7.23,7.23
144,Bayer 04 Leverkusen,,Giulio Donati,1,0,1,4,25,7.22,7.22
145,Chelsea,,John Obi Mikel,1,0,2,2,50,7.20,7.20
146,Chelsea,,Branislav Ivanović,1,1,3,6,16.67,7.19,7.19
147,Paris Saint-Germain,,Thiago Silva,1,0,2,2,50,7.18,7.18
148,AS Monaco,,Fabinho,1,0,10,4,25,7.18,7.18
149,Atlético Madrid,,Alessio Cerci,1,0,2,3,33.33,7.15,7.15
150,Barcelona,,Sandro Ramírez,1,0,1,5,20,7.15,7.15
151,Juventus,,Andrea Pirlo,1,0,6,8,12.5,7.15,7.15
152,Basel,,Fabian Frei,1,0,3,2,50,7.14,7.14
153,Galatasaray,,Wesley Sneijder,1,0,3,23,4.35,7.13,7.13
154,Real Madrid,,Álvaro Arbeloa,1,2,2,5,20,7.13,7.13
155,RSC Anderlecht,,Andy Najar,1,0,16,5,20,7.12,7.12
156,CSKA Moscow,,Bibars Natcho,1,0,1,7,14.29,7.10,7.10
157,FC Schalke 04,,Chinedu Obasi,1,1,1,5,20,7.10,7.10
158,FC Schalke 04,,Leroy Sané,1,0,2,3,33.33,7.10,7.10
159,CSKA Moscow,,Vasily Berezutskiy,1,0,2,2,50,7.10,7.10
160,Bayer 04 Leverkusen,,Stefan Kießling,1,1,3,8,12.5,7.09,7.09
161,Olympiacos FC,,Arthur Masuaku,1,0,26,4,25,7.08,7.08
162,FC Schalke 04,,Benedikt Höwedes,1,0,0,4,25,7.08,7.08
163,Basel,,Marek Suchý,1,0,1,1,100,7.07,7.07
164,Zenit St. Petersburg,,Danny,1,0,5,4,25,7.07,7.07
165,Liverpool,,Mario Balotelli,1,0,5,11,9.09,7.07,7.07
166,Athletic Club,,Markel Susaeta,1,0,13,9,11.11,7.05,7.05
167,Arsenal,,Kieran Gibbs,1,0,7,1,100,7.05,7.05
168,Paris Saint-Germain,,Blaise Matuidi,1,0,14,10,10,7.04,7.04
169,Olympiacos FC,,Alberto Botía,1,0,1,4,25,7.03,7.03
170,Bayer 04 Leverkusen,,Kyriakos Papadopoulos,1,0,0,1,100,7.03,7.03
171,Liverpool,,Jordan Henderson,1,0,4,9,11.11,7.02,7.02
172,FC Bayern München,,Sebastian Rode,1,1,3,5,20,7.01,7.01
173,Juventus,,Paul Pogba,1,1,17,14,7.14,7.00,7.00
174,FC Bayern München,,Holger Badstuber,1,0,0,2,50,7.00,7.00
175,Arsenal,,Mikel Arteta,1,0,1,1,100,7.00,7.00
176,Olympiacos FC,,Pajtim Kasami,1,2,1,9,11.11,6.98,6.98
177,Atlético Madrid,,Arda Turan,1,0,24,15,6.67,6.97,6.97
178,Olympiacos FC,,Alejandro Domínguez,1,0,9,7,14.29,6.95,6.95
179,Ludogorets,,Georgi Terziev,1,0,0,1,100,6.95,6.95
180,Basel,,Shkelzen Gashi,1,0,2,14,7.14,6.94,6.94
181,Chelsea,,Andre Schürrle,1,2,2,9,11.11,6.93,6.93
182,Basel,,Marco Streller,1,0,3,10,10,6.92,6.92
183,AS Monaco,,Lucas Ocampos,1,1,9,10,10,6.92,6.92
184,Manchester City,,Pablo Zabaleta,1,0,1,4,25,6.92,6.92
185,Olympiacos FC,,Delvin N'Dinga,1,0,0,3,33.33,6.92,6.92
186,Arsenal,,Yaya Sanogo,1,0,0,3,33.33,6.90,6.90
187,Manchester City,,Samir Nasri,1,0,3,4,25,6.90,6.90
188,Juventus,,Fernando Llorente,1,3,3,13,7.69,6.89,6.89
189,Benfica,,Anderson Talisca,1,0,3,8,12.5,6.88,6.88
190,Shakhtar Donetsk,,Douglas Costa,1,0,20,12,8.33,6.86,6.86
191,Atlético Madrid,,Mario Suárez,1,1,4,10,10,6.86,6.86
192,AFC Ajax,,Lucas Andersen,1,0,11,4,25,6.85,6.85
193,AFC Ajax,,Arkadiusz Milik,1,2,1,8,12.5,6.84,6.84
194,AS Monaco,,Yannick Carrasco,1,3,29,23,4.35,6.84,6.84
195,Roma,,Juan Iturbe,1,0,5,6,16.67,6.83,6.83
196,AS Monaco,,Dimitar Berbatov,1,1,4,6,16.67,6.83,6.83
197,Liverpool,,Rickie Lambert,1,0,0,1,100,6.83,6.83
198,FC Bayern München,,Xherdan Shaqiri,1,2,3,6,16.67,6.83,6.83
199,NK Maribor,,Agim Ibraimi,1,1,2,17,5.88,6.82,6.82
200,Sporting,,Naby Sarr,1,0,0,1,100,6.80,6.80
201,Shakhtar Donetsk,,Taras Stepanenko,1,0,3,3,33.33,6.77,6.77
202,Sporting,,Jonathan Silva,1,0,1,4,25,6.77,6.77
203,Manchester City,,James Milner,1,2,5,12,8.33,6.76,6.76
204,Real Madrid,,Javier Hernández,1,3,3,17,5.88,6.76,6.76
205,Sporting,,Carlos Mané,1,2,4,6,16.67,6.73,6.73
206,APOEL Nicosia,,Gustavo Manduca,1,0,1,5,20,6.72,6.72
207,Chelsea,,Ramires,1,0,6,5,20,6.72,6.72
208,Chelsea,,Loïc Rémy,1,1,0,6,16.67,6.70,6.70
209,Athletic Club,,Guillermo,1,2,4,10,10,6.70,6.70
210,Manchester City,,Yaya Touré,1,0,8,10,10,6.70,6.70
211,Athletic Club,,Aritz Aduriz,1,0,2,6,16.67,6.70,6.70
212,FC Porto,,Adrián López,1,0,1,3,33.33,6.70,6.70
213,FC Bayern München,,Medhi Benatia,1,0,3,6,16.67,6.70,6.70
214,Basel,,Breel Embolo,1,2,10,12,8.33,6.68,6.68
215,Benfica,,Eduardo Salvio,1,1,16,13,7.69,6.66,6.66
216,NK Maribor,,Luka Zahović,1,1,0,4,25,6.65,6.65
217,FC Schalke 04,,Max Meyer,1,0,1,7,14.29,6.65,6.65
218,FC Schalke 04,,Eric Maxim Choupo-Moting,1,0,18,9,11.11,6.63,6.63
219,Ludogorets,,Yordan Minev,1,0,2,4,25,6.62,6.62
220,NK Maribor,,Damjan Bohar,1,0,4,3,33.33,6.62,6.62
221,BATE Borisov,,Aleksandr Karnitskiy,1,0,2,16,6.25,6.62,6.62
222,Malmö FF,,Simon Kroon,1,0,5,3,33.33,6.60,6.60
223,Zenit St. Petersburg,,Axel Witsel,1,0,1,4,25,6.60,6.60
224,Zenit St. Petersburg,,Salomón Rondón,1,2,0,9,11.11,6.60,6.60
225,Olympiacos FC,,David Fuster,1,0,0,2,50,6.58,6.58
226,CSKA Moscow,,Ahmed Musa,1,1,7,13,7.69,6.53,6.53
227,Zenit St. Petersburg,,Hulk,1,0,34,20,5,6.50,6.50
228,AFC Ajax,,Anwar El Ghazi,1,0,6,5,20,6.50,6.50
229,Galatasaray,,Hakan Balta,1,1,0,2,50,6.45,6.45
230,BATE Borisov,,Denis Polyakov,1,0,0,1,100,6.30,6.30
231,Arsenal,,Olivier Giroud,1,6,0,13,7.69,6.20,6.20
232,Ludogorets,,Marcelinho,1,2,8,15,6.67,6.18,6.18
233,Napoli,,Duván Zapata,0,,,,,,
234,Napoli,,Faouzi Ghoulam,0,,,,,,
235,Red Bull Salzburg,,Valentino Lazaro,0,,,,,,
236,Celtic,,Jason Denayer,0,,,,,,
237,GNK Dinamo Zagreb,,Ante Ćorić,0,,,,,,
238,Lille,,Djibril Sidibé,0,,,,,,
239,Celtic,,James Forrest,0,,,,,,
240,Celtic,,Liam Henderson,0,,,,,,
241,GNK Dinamo Zagreb,,Wilson Eduardo,0,,,,,,
242,FC København,,Rúrik Gíslason,0,,,,,,
243,Valletta FC,,Luke Montebello,0,,,,,,
244,Napoli,,Michu,0,,,,,,
245,FC København,,Marvin Pourié,0,,,,,,
246,The New Saints,,Scott Quigley,0,,,,,,
247,FC København,,Christoffer Remmer,0,,,,,,
248,Qarabağ,,Muarem Muarem,0,,,,,,
249,The New Saints,,Connell Rawlinson,0,,,,,,
250,Valletta FC,,Siraj Arab,0,,,,,,
251,HJK,,Mikael Forssell,0,,,,,,
252,FK Sutjeska Nikšić,,Jovan Vujović,0,,,,,,
253,Ludogorets,,Jeroen Lumu,0,,,,,,
254,Maccabi Tel Aviv,,Moshe Lugassi,0,,,,,,
255,Ludogorets,,Choco,0,,,,,,
256,Ludogorets,,Vitinha,0,,,,,,
257,Red Bull Salzburg,,Nils Quaschner,0,,,,,,
258,APOEL Nicosia,,Aldo Adorno,0,,,,,,
259,Lille,,Steeve Elana,0,,,,,,
260,Ludogorets,,Tero Mäntylä,0,,,,,,
261,Lincoln Red Imps,,Alain Pons,0,,,,,,
262,Lille,,David Rozehnal,0,,,,,,
263,The New Saints,,Steve Evans,0,,,,,,
264,Valletta FC,,Ryan Camilleri,0,,,,,,
265,The New Saints,,Scott Ruscoe,0,,,,,,
266,FC Santa Coloma,,Txema García,0,,,,,,
267,The New Saints,,Phil Baker,0,,,,,,
268,FK Sutjeska Nikšić,,Andrija Pejović,0,,,,,,
269,The New Saints,,Ryan Fraughan,0,,,,,,
270,FK Sutjeska Nikšić,,Milorad Krivokapic,0,,,,,,
271,FK Sutjeska Nikšić,,Stefan Dajić,0,,,,,,
272,Lincoln Red Imps,,Daniel Duarte,0,,,,,,
273,Napoli,,Jorginho,0,,,,,,
274,Napoli,,Kalidou Koulibaly,0,,,,,,
275,Napoli,,Dries Mertens,0,,,,,,
276,Napoli,,Lorenzo Insigne,0,,,,,,
277,Napoli,,Raúl Albiol,0,,,,,,
278,Lille,,Soualiho Meïté,0,,,,,,
279,Napoli,,José Callejón,0,,,,,,
280,Lille,,Rony Lopes,0,,,,,,
281,Qarabağ,,Maksim Medvedev,0,,,,,,
282,Napoli,,Rafael Cabral,0,,,,,,
283,Lille,,Salomon Kalou,0,,,,,,
284,GNK Dinamo Zagreb,,Franko Andrijašević,0,,,,,,
285,FC København,,Nicolai Jørgensen,0,,,,,,
286,GNK Dinamo Zagreb,,Josip Pivarić,0,,,,,,
287,Celtic,,Craig Gordon,0,,,,,,
288,GNK Dinamo Zagreb,,Luis Ibáñez,0,,,,,,
289,FK Sutjeska Nikšić,,Vladimir Jovović,0,,,,,,
290,GNK Dinamo Zagreb,,Leonardo Sigali,0,,,,,,
291,Sheriff Tiraspol,,Ligger,0,,,,,,
292,Celtic,,Nir Bitton,0,,,,,,
293,GNK Dinamo Zagreb,,Jozo Šimunović,0,,,,,,
294,Napoli,,Walter Gargano,0,,,,,,
295,F91 Dudelange,,Alexander Karapetyan,0,,,,,,
296,Napoli,,Christian Maggio,0,,,,,,
297,Lille,,Ronny Rodelin,0,,,,,,
298,Lincoln Red Imps,,Lee Casciaro,0,,,,,,
299,Lille,,Rio Mavuba,0,,,,,,
300,Napoli,,Miguel Britos,0,,,,,,
301,FC København,,Claudemir,0,,,,,,
302,Lincoln Red Imps,,Roy Alan Chipolina,0,,,,,,
303,Sheriff Tiraspol,,Joãozinho,0,,,,,,
304,Qarabağ,,Rəşhad Sadiqov,0,,,,,,
305,The New Saints,,Greg Draper,0,,,,,,
306,Sheriff Tiraspol,,Ernandes,0,,,,,,
307,ŠK Slovan Bratislava,,Nicolás Gorosito,0,,,,,,
308,The New Saints,,Chris Marriott,0,,,,,,
309,F91 Dudelange,,Stelvio Cruz,0,,,,,,
310,Qarabağ,,Tarlan Guliyev,0,,,,,,
311,ŠK Slovan Bratislava,,Samuel Štefánik,0,,,,,,
312,FC København,,Mikael Antonsson,0,,,,,,
313,Valletta FC,,Lateef Elford-Alliyu,0,,,,,,
314,NK Maribor,,Nusmir Fajić,0,,,,,,
315,The New Saints,,Sam Finley,0,,,,,,
316,Zenit St. Petersburg,,Ivan Solovyev,0,,,,,,
317,F91 Dudelange,,Kevin Malget,0,,,,,,
318,The New Saints,,Michael Wilde,0,,,,,,
319,FK Sutjeska Nikšić,,Goran Vujović,0,,,,,,
320,Maccabi Tel Aviv,,Nosa Igiebor,0,,,,,,
321,ŠK Slovan Bratislava,,Matej Jakubek,0,,,,,,
322,F91 Dudelange,,Jonathan Joubert,0,,,,,,
323,FK Sutjeska Nikšić,,Slavko Lukić,0,,,,,,
324,Valletta FC,,Shaun Pierre Bajada,0,,,,,,
325,FK Sutjeska Nikšić,,Stevan Kovačević,0,,,,,,
326,The New Saints,,Kai Edwards,0,,,,,,
327,F91 Dudelange,,Jerry Prempeh,0,,,,,,
328,The New Saints,,Aeron Edwards,0,,,,,,
329,Sheriff Tiraspol,,Leonel Olimpio,0,,,,,,
330,FK Sutjeska Nikšić,,Igor Ćuković,0,,,,,,
331,F91 Dudelange,,Tom Schnell,0,,,,,,
332,The New Saints,,Alex Darlington,0,,,,,,
333,HJK,,Sebastian Mannström,0,,,,,,
334,Sheriff Tiraspol,,Wilfried Balima,0,,,,,,
335,FK Sutjeska Nikšić,,Blažo Igumanović,0,,,,,,
336,FK Sutjeska Nikšić,,Jovan Nikolić,0,,,,,,
337,FC Santa Coloma,,Alejandro Romero,0,,,,,,
338,F91 Dudelange,,Oumar Sylla,0,,,,,,
339,Lincoln Red Imps,,Aaron Payas,0,,,,,,
340,The New Saints,,Paul Harrison,0,,,,,,
341,F91 Dudelange,,Yassine Benajiba,0,,,,,,
342,Valletta FC,,Roderick Briffa,0,,,,,,
343,Valletta FC,,Luke Anthony Dimech,0,,,,,,
344,Celtic,,Derk Boerrigter,0,,,,,,
345,Valletta FC,,Ian Azzopardi,0,,,,,,
346,The New Saints,,Simon Spender,0,,,,,,
347,Maccabi Tel Aviv,,Yuval Shpungin,0,,,,,,
348,Valletta FC,,Hugo Faria,0,,,,,,
349,Valletta FC,,Jonathan Caruana,0,,,,,,
350,Valletta FC,,Ryan Fenech,0,,,,,,
351,FK Sutjeska Nikšić,,Dejan Ognjanović,0,,,,,,
352,Valletta FC,,Ian Zammit,0,,,,,,
353,The New Saints,,Christian Seargeant,0,,,,,,
354,Valletta FC,,Nicholas Vella,0,,,,,,
355,F91 Dudelange,,Sofian Benzouien,0,,,,,,
356,The New Saints,,Matthew Williams,0,,,,,,
357,FC Santa Coloma,,Walter Wagner,0,,,,,,
358,Maccabi Tel Aviv,,Barak Badash,0,,,,,,
359,F91 Dudelange,,Joel Pedro,0,,,,,,
360,FK Sutjeska Nikšić,,Masato Fukui,0,,,,,,
361,Maccabi Tel Aviv,,Gael Margulies,0,,,,,,
362,FK Sutjeska Nikšić,,Nikola Stijepović,0,,,,,,
363,Lincoln Red Imps,,Jordan Perez,0,,,,,,
364,Valletta FC,,Abdelkarim Nafti,0,,,,,,
365,Lincoln Red Imps,,Ryan Casciaro,0,,,,,,
366,Lincoln Red Imps,,Robert Guilling,0,,,,,,
367,F91 Dudelange,,Clayton De Sousa,0,,,,,,
368,Lincoln Red Imps,,Brian Perez,0,,,,,,
369,Lincoln Red Imps,,Kyle Casciaro,0,,,,,,
370,Lincoln Red Imps,,Jean-Carlos Garcia,0,,,,,,
371,ŠK Slovan Bratislava,,Kristian Kolcak,0,,,,,,
372,F91 Dudelange,,Gustav Schulz,0,,,,,,
373,HB Tórshavn,,Pal Mohr Joensen,0,,,,,,
374,F91 Dudelange,,Romain Ney,0,,,,,,
375,Lincoln Red Imps,,Liam Clarke,0,,,,,,
376,Red Bull Salzburg,,Sadio Mané,0,,,,,,
377,Lille,,Divock Origi,0,,,,,,
378,Red Bull Salzburg,,Alan,0,,,,,,
379,Red Bull Salzburg,,Peter Ankersen,0,,,,,,
380,Red Bull Salzburg,,Stefan Ilsanker,0,,,,,,
381,Red Bull Salzburg,,Andreas Ulmer,0,,,,,,
382,Celtic,,Jo Inge Berget,0,,,,,,
383,Lille,,Vincent Enyeama,0,,,,,,
384,Lille,,Nolan Roux,0,,,,,,
385,Maccabi Tel Aviv,,Dor Micha,0,,,,,,
386,FC København,,Youssef Toutouh,0,,,,,,
387,HJK,,Gideon Baah,0,,,,,,
388,HB Tórshavn,,René Shaki Joensen,0,,,,,,
389,FC København,,Steve De Ridder,0,,,,,,
390,Lille,,Marko Baša,0,,,,,,
391,HJK,,Macoumba Kandji,0,,,,,,
392,Lille,,Jonathan Delaplace,0,,,,,,
393,Sheriff Tiraspol,,Thiago Galvão,0,,,,,,
394,Red Bull Salzburg,,Christian Schwegler,0,,,,,,
395,GNK Dinamo Zagreb,,Gonçalo Santos,0,,,,,,
396,FC Santa Coloma,,Lluis Blanco,0,,,,,,
397,FC København,,Per Nilsson,0,,,,,,
398,Qarabağ,,Vugar Nadyrov,0,,,,,,
399,ŠK Slovan Bratislava,,Lester Peltier,0,,,,,,
400,Sheriff Tiraspol,,Juninho Potiguar,0,,,,,,
401,Maccabi Tel Aviv,,Gal Alberman,0,,,,,,
402,Qarabağ,,Admir Teli,0,,,,,,
403,HB Tórshavn,,Alex Jose Dos Santos,0,,,,,,
404,HB Tórshavn,,Jógvan Davidsen,0,,,,,,
405,FC Santa Coloma,,Juan Toscano,0,,,,,,
406,FC Santa Coloma,,Albert Mercade Mellinas,0,,,,,,
407,HB Tórshavn,,Andrew Flotum,0,,,,,,
408,HB Tórshavn,,Poul Ingason,0,,,,,,
409,Lille,,Idrissa Gueye,0,,,,,,
410,Red Bull Salzburg,,Naby Keïta,0,,,,,,
411,Red Bull Salzburg,,Marcel Sabitzer,0,,,,,,
412,Red Bull Salzburg,,André Ramalho,0,,,,,,
413,Qarabağ,,Bədavi Huseynov,0,,,,,,
414,Red Bull Salzburg,,Péter Gulácsi,0,,,,,,
415,Lille,,Simon Kjær,0,,,,,,
416,Qarabağ,,Richard Almeida,0,,,,,,
417,FC København,,Thomas Delaney,0,,,,,,
418,Celtic,,Fraser Forster,0,,,,,,
419,GNK Dinamo Zagreb,,Arijan Ademi,0,,,,,,
420,Qarabağ,,Ibrahim Šehić,0,,,,,,
