#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
421,Qarabağ,,Qara Qarayev,0,,,,,,
422,HJK,,Rasmus Schüller,0,,,,,,
423,GNK Dinamo Zagreb,,Eduardo,0,,,,,,
424,Lille,,Pape Souaré,0,,,,,,
425,HJK,,Nikolai Alho,0,,,,,,
426,GNK Dinamo Zagreb,,Ivo Pinto,0,,,,,,
427,Red Bull Salzburg,,Massimo Bruno,0,,,,,,
428,ŠK Slovan Bratislava,,Branislav Niňaj,0,,,,,,
429,Celtic,,Adam Matthews,0,,,,,,
430,Qarabağ,,Ansi Agolli,0,,,,,,
431,Celtic,,Beram Kayal,0,,,,,,
432,HB Tórshavn,,Teitur Gestsson,0,,,,,,
433,Celtic,,Anthony Stokes,0,,,,,,
434,Sheriff Tiraspol,,Radu Gînsari,0,,,,,,
435,Maccabi Tel Aviv,,Sheran Yeini,0,,,,,,
436,FC København,,Danny Amankwaa,0,,,,,,
437,Maccabi Tel Aviv,,Eitan Tibi,0,,,,,,
438,Sheriff Tiraspol,,Elkin Blanco,0,,,,,,
439,Maccabi Tel Aviv,,Dan Einbinder,0,,,,,,
440,FC København,,Stephan Andersen,0,,,,,,
441,Maccabi Tel Aviv,,Omri Ben Harush,0,,,,,,
442,ŠK Slovan Bratislava,,Richard Lásik,0,,,,,,
443,FC Santa Coloma,,Marc Rebés,0,,,,,,
444,Lille,,Franck Béria,0,,,,,,
445,FC Santa Coloma,,Juanfer,0,,,,,,
446,HJK,,Teemu Tainio,0,,,,,,
447,FC København,,Tom Høgli,0,,,,,,
448,FC Santa Coloma,,Cristian Martínez,0,,,,,,
449,Ludogorets,,Hristo Zlatinski,0,,,,,,
450,HJK,,Mika Vayrynen,0,,,,,,
451,HJK,,Veli Lampi,0,,,,,,
452,HJK,,Sebastian Sorsa,0,,,,,,
453,FC Santa Coloma,,Joel Martinez,0,,,,,,
454,HB Tórshavn,,Johann Troest Davidsen,0,,,,,,
455,Sheriff Tiraspol,,Matias Degra,0,,,,,,
456,Maccabi Tel Aviv,,Juan Pablo,0,,,,,,
457,Sheriff Tiraspol,,Cadú,0,,,,,,
458,HB Tórshavn,,Heini Vatnsdal,0,,,,,,
459,HJK,,Markus Heikkinen,0,,,,,,
460,HJK,,Michael Tørnes,0,,,,,,
461,FC Santa Coloma,,Juvenal Edjogo,0,,,,,,
462,Qarabağ,,Ilgar Gurbanov,0,,,,,,
463,Maccabi Tel Aviv,,Carlos Garcia,0,,,,,,
464,Sheriff Tiraspol,,Marcel Metoua,0,,,,,,
465,Qarabağ,,Namiq Yusifov,0,,,,,,
466,Maccabi Tel Aviv,,Maharan Radi,0,,,,,,
467,FC Santa Coloma,,Andreu Ramos,0,,,,,,
468,FC Santa Coloma,,Iban Parra,0,,,,,,
469,FC Santa Coloma,,Robert Ramos Isus,0,,,,,,
470,BATE Borisov,,Aleksandr Pavlov,0,,,,,,
471,HB Tórshavn,,Rogvi Holm,0,,,,,,
472,HB Tórshavn,,Kristin Restorff Mouritsen,0,,,,,,
473,Celtic,,Leigh Griffiths,0,,,,,,
474,Celtic,,Efe Eric Ambrose,0,,,,,,
475,Celtic,,Kris Commons,0,,,,,,
476,ŠK Slovan Bratislava,,Seydouba Soumah,0,,,,,,
477,Celtic,,Stefan Johansen,0,,,,,,
478,Celtic,,Mikael Lustig,0,,,,,,
479,Celtic,,Emilio Izaguirre,0,,,,,,
480,Celtic,,Charlie Mulgrew,0,,,,,,
481,ŠK Slovan Bratislava,,Erik Grendel,0,,,,,,
482,ŠK Slovan Bratislava,,Dušan Perniš,0,,,,,,
483,ŠK Slovan Bratislava,,Dávid Hudák,0,,,,,,
484,ŠK Slovan Bratislava,,Pavel Fořt,0,,,,,,
485,ŠK Slovan Bratislava,,Tomas Jablonsky,0,,,,,,
486,GNK Dinamo Zagreb,,Duje Čop,0,,,,,,
487,GNK Dinamo Zagreb,,Marko Pjaca,0,,,,,,
488,FC København,,Pierre Bengtsson,0,,,,,,
489,GNK Dinamo Zagreb,,Paulo Machado,0,,,,,,
490,Red Bull Salzburg,,Christoph Leitgeb,0,,,,,,
491,ŠK Slovan Bratislava,,Juraj Halenar,0,,,,,,
492,Shakhtar Donetsk,,Ivan Ordets,0,1,0,1,0,8.50,8.50
493,Barcelona,,Sergi Samper,0,0,1,0,0,8.00,8.00
494,Real Madrid,,Keylor Navas,0,0,1,0,0,7.85,7.85
495,FC Porto,,Ricardo Pereira,0,0,1,0,0,7.70,7.70
496,Atlético Madrid,,José María Giménez,0,0,4,2,0,7.70,7.70
497,Real Madrid,,Pepe,0,0,1,3,0,7.60,7.60
498,Atlético Madrid,,Jan Oblak,0,0,0,0,0,7.60,7.60
499,Paris Saint-Germain,,Thiago Motta,0,0,5,2,0,7.58,7.58
500,Benfica,,Lisandro López,0,0,0,1,0,7.55,7.55
501,Zenit St. Petersburg,,Nicolas Lombaerts,0,1,2,5,0,7.55,7.55
502,Barcelona,,Marc Bartra,0,0,4,0,0,7.52,7.52
503,Chelsea,,Filipe Luís,0,0,5,1,0,7.52,7.52
504,Real Madrid,,Toni Kroos,0,0,5,14,0,7.49,7.49
505,FC Porto,,Alex Sandro,0,0,13,1,0,7.48,7.48
506,Real Madrid,,Isco,0,1,38,14,0,7.47,7.47
507,Arsenal,,Santi Cazorla,0,1,24,11,0,7.43,7.43
508,Barcelona,,Dani Alves,0,1,12,9,0,7.42,7.42
509,FC Bayern München,,David Alaba,0,0,3,10,0,7.40,7.40
510,Chelsea,,Nathan Aké,0,0,0,1,0,7.40,7.40
511,AFC Ajax,,Joël Veltman,0,2,4,2,0,7.40,7.40
512,Real Madrid,,Raphaël Varane,0,1,4,6,0,7.39,7.39
513,Bayer 04 Leverkusen,,Lars Bender,0,0,4,8,0,7.37,7.37
514,AFC Ajax,,Ricardo Kishna,0,0,15,1,0,7.35,7.35
515,Borussia Dortmund,,Nuri Şahin,0,0,0,1,0,7.35,7.35
516,Zenit St. Petersburg,,Domenico Criscito,0,0,2,1,0,7.35,7.35
517,Paris Saint-Germain,,Lucas Moura,0,2,31,12,0,7.34,7.34
518,Real Madrid,,Luka Modrić,0,0,10,7,0,7.33,7.33
519,Galatasaray,,Felipe Melo,0,0,9,9,0,7.33,7.33
520,Borussia Dortmund,,Kevin Großkreutz,0,0,1,3,0,7.33,7.33
521,Real Madrid,,Sergio Ramos,0,0,2,7,0,7.33,7.33
522,Manchester City,,David Silva,0,1,12,4,0,7.32,7.32
523,Bayer 04 Leverkusen,,Emir Spahić,0,0,3,5,0,7.31,7.31
524,Roma,,Davide Astori,0,0,0,0,0,7.30,7.30
525,Juventus,,Stefano Sturaro,0,0,0,2,0,7.30,7.30
526,Liverpool,,Kolo Touré,0,0,2,0,0,7.30,7.30
527,Arsenal,,Laurent Koscielny,0,0,2,0,0,7.30,7.30
528,RSC Anderlecht,,Silvio Proto,0,0,0,0,0,7.30,7.30
529,Real Madrid,,Nacho Fernández,0,0,0,1,0,7.30,7.30
530,Juventus,,Giorgio Chiellini,0,1,5,7,0,7.30,7.30
531,Barcelona,,Andrés Iniesta,0,1,27,6,0,7.29,7.29
532,Borussia Dortmund,,Łukasz Piszczek,0,0,2,3,0,7.28,7.28
533,FC Bayern München,,Bastian Schweinsteiger,0,0,6,9,0,7.27,7.27
534,Benfica,,Eliseu,0,0,5,1,0,7.27,7.27
535,NK Maribor,,Jasmin Handanović,0,0,0,0,0,7.27,7.27
536,Manchester City,,Joe Hart,0,0,1,0,0,7.26,7.26
537,Atlético Madrid,,Juanfran,0,0,14,2,0,7.26,7.26
538,Chelsea,,Thibaut Courtois,0,0,0,0,0,7.26,7.26
539,Roma,,Radja Nainggolan,0,1,7,7,0,7.25,7.25
540,Arsenal,,Emiliano Martínez,0,0,0,0,0,7.25,7.25
541,Juventus,,Martín Cáceres,0,0,1,0,0,7.25,7.25
542,Liverpool,,Dejan Lovren,0,0,0,4,0,7.25,7.25
543,Barcelona,,Javier Mascherano,0,0,4,1,0,7.24,7.24
544,Athletic Club,,Beñat Etxebarria,0,0,1,7,0,7.24,7.24
545,Ludogorets,,Fábio Espinho,0,0,4,9,0,7.24,7.24
546,Atlético Madrid,,Cristian Ansaldi,0,0,4,1,0,7.23,7.23
547,AS Monaco,,Danijel Subašić,0,0,1,0,0,7.23,7.23
548,Borussia Dortmund,,Neven Subotić,0,0,0,5,0,7.23,7.23
549,Chelsea,,César Azpilicueta,0,0,4,0,0,7.23,7.23
550,Shakhtar Donetsk,,Andriy Pyatov,0,0,0,0,0,7.23,7.23
551,Benfica,,Luisão,0,1,0,7,0,7.22,7.22
552,Real Madrid,,Asier Illarramendi,0,0,2,1,0,7.22,7.22
553,Basel,,Luca Zuffi,0,0,5,7,0,7.22,7.22
554,Benfica,,André Almeida,0,0,2,4,0,7.22,7.22
555,Athletic Club,,Mikel Balenziaga,0,0,2,1,0,7.22,7.22
556,Atlético Madrid,,Miguel Ángel Moyà,0,0,0,0,0,7.21,7.21
557,Sporting,,Oriol Rosell,0,0,0,0,0,7.20,7.20
558,FC Schalke 04,,Julian Draxler,0,0,9,16,0,7.20,7.20
559,Benfica,,Nélson Oliveira,0,0,3,0,0,7.20,7.20
560,Benfica,,Loris Benito,0,0,0,0,0,7.20,7.20
561,Basel,,Naser Aliji,0,0,0,0,0,7.20,7.20
562,RSC Anderlecht,,Fabrice N'Sakala,0,0,2,0,0,7.20,7.20
563,Arsenal,,Mathieu Debuchy,0,0,2,0,0,7.20,7.20
564,Benfica,,César Martins,0,0,0,1,0,7.20,7.20
565,APOEL Nicosia,,Carlão,0,0,1,2,0,7.20,7.20
566,Roma,,Seydou Keita,0,0,7,2,0,7.18,7.18
567,AS Monaco,,Layvin Kurzawa,0,0,14,6,0,7.18,7.18
568,Atlético Madrid,,Miranda,0,0,2,1,0,7.18,7.18
569,Juventus,,Claudio Marchisio,0,3,4,15,0,7.17,7.17
570,Malmö FF,,Robin Olsen,0,0,0,0,0,7.17,7.17
571,Barcelona,,Jordi Alba,0,3,9,5,0,7.16,7.16
572,Juventus,,Gianluigi Buffon,0,0,0,0,0,7.15,7.15
573,Arsenal,,Francis Coquelin,0,0,6,0,0,7.15,7.15
574,NK Maribor,,Marko Šuler,0,0,0,0,0,7.15,7.15
575,Juventus,,Leonardo Bonucci,0,0,4,6,0,7.14,7.14
576,Arsenal,,Jack Wilshere,0,0,7,0,0,7.13,7.13
577,AS Monaco,,Wallace,0,0,0,0,0,7.13,7.13
578,Real Madrid,,Fábio Coentrão,0,0,6,1,0,7.13,7.13
579,Chelsea,,Kurt Zouma,0,0,4,2,0,7.13,7.13
580,Roma,,Miralem Pjanić,0,2,7,6,0,7.12,7.12
581,Zenit St. Petersburg,,Yury Lodygin,0,0,0,0,0,7.12,7.12
582,Shakhtar Donetsk,,Fernando,0,0,2,1,0,7.12,7.12
583,AS Monaco,,Andrea Raggi,0,1,1,2,0,7.11,7.11
584,AS Monaco,,Jérémy Toulalan,0,0,8,8,0,7.11,7.11
585,FC Bayern München,,Rafinha,0,0,5,5,0,7.11,7.11
586,Real Madrid,,Jesé Rodríguez,0,0,0,0,0,7.10,7.10
587,Real Madrid,,Daniel Carvajal,0,0,4,1,0,7.10,7.10
588,Galatasaray,,Aurélien Chedjou,0,0,6,0,0,7.10,7.10
589,Benfica,,Pizzi,0,0,5,1,0,7.10,7.10
590,Basel,,Philipp Degen,0,0,0,0,0,7.10,7.10
591,BATE Borisov,,Artem Soroko,0,0,0,0,0,7.10,7.10
592,AS Monaco,,Tiemoué Bakayoko,0,0,0,0,0,7.10,7.10
593,Roma,,Daniele De Rossi,0,0,2,1,0,7.10,7.10
594,BATE Borisov,,Egor Filipenko,0,0,3,0,0,7.10,7.10
595,Manchester City,,Aleksandar Kolarov,0,0,1,4,0,7.10,7.10
596,FC Porto,,Iván Marcano,0,0,2,3,0,7.10,7.10
597,Basel,,Tomáš Vaclík,0,0,0,0,0,7.10,7.10
598,Barcelona,,Sergio Busquets,0,0,4,1,0,7.10,7.10
599,Real Madrid,,Iker Casillas,0,0,0,0,0,7.09,7.09
600,Borussia Dortmund,,Marcel Schmelzer,0,0,2,4,0,7.08,7.08
601,Juventus,,Patrice Evra,0,0,12,3,0,7.08,7.08
602,NK Maribor,,Arghus,0,0,0,2,0,7.08,7.08
603,Arsenal,,Per Mertesacker,0,0,0,2,0,7.08,7.08
604,Borussia Dortmund,,İlkay Gündoğan,0,0,5,3,0,7.07,7.07
605,AFC Ajax,,Thulani Serero,0,1,9,3,0,7.06,7.06
606,Atlético Madrid,,Guilherme Siqueira,0,0,3,3,0,7.06,7.06
607,Paris Saint-Germain,,Gregory van der Wiel,0,1,5,3,0,7.06,7.06
608,Shakhtar Donetsk,,Vyacheslav Shevchuk,0,0,5,2,0,7.05,7.05
609,FC Schalke 04,,Tranquillo Barnetta,0,0,2,7,0,7.05,7.05
610,CSKA Moscow,,Pontus Wernbloom,0,0,0,0,0,7.05,7.05
611,Liverpool,,Jose Enrique,0,0,2,0,0,7.05,7.05
612,Juventus,,Simone Padoin,0,0,0,0,0,7.05,7.05
613,FC Schalke 04,,Roman Neustädter,0,0,0,3,0,7.05,7.05
614,Barcelona,,Marc-André ter Stegen,0,0,0,0,0,7.05,7.05
615,Benfica,,Maxi Pereira,0,0,5,0,0,7.04,7.04
616,Athletic Club,,Aymeric Laporte,0,0,0,4,0,7.04,7.04
617,Benfica,,Enzo Pérez,0,0,14,5,0,7.04,7.04
618,Benfica,,Nicolás Gaitán,0,0,15,9,0,7.04,7.04
619,Athletic Club,,Ander Iturraspe,0,0,3,2,0,7.04,7.04
620,Juventus,,Kwadwo Asamoah,0,0,3,6,0,7.03,7.03
621,Atlético Madrid,,Jesús Gámez,0,0,1,1,0,7.03,7.03
622,CSKA Moscow,,Mário Fernandes,0,0,5,0,0,7.03,7.03
623,Borussia Dortmund,,Sebastian Kehl,0,0,0,1,0,7.03,7.03
624,FC Porto,,Juan Fernando Quintero,0,0,2,7,0,7.03,7.03
625,Borussia Dortmund,,Shinji Kagawa,0,0,2,6,0,7.02,7.02
626,Ludogorets,,Vladislav Stoyanov,0,0,0,0,0,7.02,7.02
627,FC Bayern München,,Dante,0,0,1,2,0,7.02,7.02
628,Manchester City,,Martín Demichelis,0,0,2,2,0,7.02,7.02
629,Atlético Madrid,,Gabi,0,0,1,2,0,7.01,7.01
630,Paris Saint-Germain,,Marquinhos,0,0,3,1,0,7.01,7.01
631,FC Schalke 04,,Kaan Ayhan,0,0,0,0,0,7.00,7.00
632,Liverpool,,Alberto Moreno,0,0,6,3,0,7.00,7.00
633,Arsenal,,Calum Chambers,0,1,6,4,0,7.00,7.00
634,Ludogorets,,Svetoslav Dyakov,0,0,4,3,0,7.00,7.00
635,Arsenal,,Ainsley Maitland-Niles,0,0,0,0,0,7.00,7.00
636,Chelsea,,Petr Čech,0,0,0,0,0,7.00,7.00
637,Liverpool,,Javier Manquillo,0,1,1,3,0,7.00,7.00
638,Atlético Madrid,,Tiago,0,0,2,3,0,7.00,7.00
639,Zenit St. Petersburg,,Aleksandr Anyukov,0,0,1,0,0,7.00,7.00
640,Roma,,Konstantinos Manolas,0,0,1,3,0,7.00,7.00
641,AS Monaco,,Ricardo Carvalho,0,0,0,0,0,7.00,7.00
642,AFC Ajax,,Ricardo van Rhijn,0,0,2,10,0,7.00,7.00
643,Manchester City,,Fernandinho,0,0,11,2,0,7.00,7.00
644,FC Porto,,Maicon,0,2,0,5,0,7.00,7.00
645,Bayer 04 Leverkusen,,Bernd Leno,0,0,0,0,0,6.99,6.99
646,Manchester City,,Vincent Kompany,0,0,4,3,0,6.99,6.99
647,Ludogorets,,Cosmin Moți,0,0,0,4,0,6.98,6.98
648,Malmö FF,,Erik Berg,0,0,1,1,0,6.98,6.98
649,RSC Anderlecht,,Steven Defour,0,0,1,3,0,6.98,6.98
650,FC Bayern München,,Philipp Lahm,0,0,2,4,0,6.98,6.98
651,Arsenal,,Héctor Bellerín,0,0,8,0,0,6.98,6.98
652,Bayer 04 Leverkusen,,Roberto Hilbert,0,0,3,1,0,6.98,6.98
653,Basel,,Behrang Safari,0,0,9,2,0,6.97,6.97
654,FC Bayern München,,Juan Bernat,0,0,21,8,0,6.97,6.97
655,Benfica,,Júlio César,0,0,0,0,0,6.97,6.97
656,RSC Anderlecht,,Leander Dendoncker,0,0,1,0,0,6.97,6.97
657,Bayer 04 Leverkusen,,Gonzalo Castro,0,1,4,6,0,6.96,6.96
658,Basel,,Fabian Schär,0,0,4,6,0,6.96,6.96
659,Arsenal,,Mesut Özil,0,0,7,3,0,6.95,6.95
660,FC Schalke 04,,Kevin-Prince Boateng,0,0,4,14,0,6.95,6.95
661,Benfica,,Jardel,0,0,2,2,0,6.95,6.95
662,Zenit St. Petersburg,,Ezequiel Garay,0,1,0,2,0,6.95,6.95
663,Bayer 04 Leverkusen,,Wendell,0,0,7,3,0,6.94,6.94
664,Borussia Dortmund,,Matthias Ginter,0,0,0,1,0,6.94,6.94
665,CSKA Moscow,,Sergey Ignashevich,0,0,1,1,0,6.93,6.93
666,FC Porto,,Bruno Martins Indi,0,0,2,3,0,6.93,6.93
667,Manchester City,,Jesús Navas,0,0,5,2,0,6.93,6.93
668,Borussia Dortmund,,Mats Hummels,0,0,0,1,0,6.93,6.93
669,Arsenal,,Nacho Monreal,0,0,2,0,0,6.93,6.93
670,Borussia Dortmund,,Erik Durm,0,0,3,3,0,6.93,6.93
671,RSC Anderlecht,,Olivier Deschacht,0,0,2,2,0,6.92,6.92
672,Chelsea,,Oscar,0,1,5,10,0,6.92,6.92
673,Shakhtar Donetsk,,Bernard,0,1,8,3,0,6.90,6.90
674,Shakhtar Donetsk,,Taison,0,0,8,3,0,6.90,6.90
675,Atlético Madrid,,Cani,0,0,0,0,0,6.90,6.90
676,RSC Anderlecht,,Andy Kawaya,0,0,2,0,0,6.90,6.90
677,Olympiacos FC,,Giannis Maniatis,0,0,2,6,0,6.90,6.90
678,Juventus,,Angelo Ogbonna,0,0,0,0,0,6.90,6.90
679,Liverpool,,Mamadou Sakho,0,0,0,1,0,6.90,6.90
680,FC Porto,,Andrés Fernández,0,0,0,0,0,6.90,6.90
681,Liverpool,,Lucas Leiva,0,0,1,1,0,6.90,6.90
682,Manchester City,,Fernando,0,0,4,0,0,6.90,6.90
683,CSKA Moscow,,Georgi Schennikov,0,0,0,0,0,6.90,6.90
684,RSC Anderlecht,,Youri Tielemans,0,0,13,8,0,6.90,6.90
685,NK Maribor,,Aleksander Rajčević,0,1,0,2,0,6.90,6.90
686,Bayer 04 Leverkusen,,Simon Rolfes,0,0,0,3,0,6.88,6.88
687,FC Bayern München,,Manuel Neuer,0,0,1,0,0,6.88,6.88
688,Borussia Dortmund,,Sven Bender,0,0,0,2,0,6.87,6.87
689,Liverpool,,Philippe Coutinho,0,0,7,4,0,6.86,6.86
690,Arsenal,,Mathieu Flamini,0,0,0,0,0,6.86,6.86
691,Borussia Dortmund,,Henrikh Mkhitaryan,0,3,19,20,0,6.86,6.86
692,Paris Saint-Germain,,Ezequiel Lavezzi,0,2,9,6,0,6.85,6.85
693,Galatasaray,,Emre Çolak,0,0,1,4,0,6.85,6.85
694,Manchester City,,Frank Lampard,0,0,0,4,0,6.85,6.85
695,RSC Anderlecht,,Frank Acheampong,0,0,15,2,0,6.85,6.85
696,Barcelona,,Xavi,0,0,5,2,0,6.85,6.85
697,Sporting,,Paulo Oliveira,0,0,0,1,0,6.84,6.84
698,Juventus,,Stephan Lichtsteiner,0,0,14,6,0,6.84,6.84
699,Manchester City,,Stevan Jovetić,0,0,3,4,0,6.83,6.83
700,CSKA Moscow,,Roman Eremenko,0,0,2,13,0,6.83,6.83
701,Arsenal,,David Ospina,0,0,0,0,0,6.83,6.83
702,Manchester City,,Eliaquim Mangala,0,0,3,0,0,6.83,6.83
703,Athletic Club,,Gorka Iraizoz,0,0,0,0,0,6.83,6.83
704,FC Schalke 04,,Marco Höger,0,0,9,6,0,6.83,6.83
705,Paris Saint-Germain,,Adrien Rabiot,0,0,2,4,0,6.83,6.83
706,Galatasaray,,Bruma,0,0,12,5,0,6.83,6.83
707,Liverpool,,Adam Lallana,0,0,0,4,0,6.83,6.83
708,Basel,,Mohamed Elneny,0,0,1,12,0,6.83,6.83
709,AFC Ajax,,Niklas Moisander,0,0,2,1,0,6.82,6.82
710,Sporting,,André Carrillo,0,3,17,11,0,6.82,6.82
711,Sporting,,William Carvalho,0,1,4,8,0,6.82,6.82
712,Roma,,Alessandro Florenzi,0,1,2,7,0,6.82,6.82
713,CSKA Moscow,,Igor Akinfeev,0,0,0,0,0,6.82,6.82
714,Olympiacos FC,,Éric Abidal,0,0,0,2,0,6.82,6.82
715,Shakhtar Donetsk,,Yaroslav Rakitskyi,0,0,3,4,0,6.81,6.81
716,Barcelona,,Rafinha Alcântara,0,0,3,3,0,6.80,6.80
717,Barcelona,,Martín Montoya,0,0,1,0,0,6.80,6.80
718,Athletic Club,,Iker Muniain,0,0,7,3,0,6.80,6.80
719,AS Monaco,,Nabil Dirar,0,0,6,4,0,6.80,6.80
720,Ludogorets,,Milan Borjan,0,0,0,0,0,6.80,6.80
721,AS Monaco,,Almamy Touré,0,0,3,0,0,6.80,6.80
722,Zenit St. Petersburg,,Luís Neto,0,0,0,0,0,6.80,6.80
723,AFC Ajax,,Mike van der Hoorn,0,0,0,0,0,6.80,6.80
724,CSKA Moscow,,Kirill Panchenko,0,0,0,4,0,6.80,6.80
725,FC Schalke 04,,Christian Clemens,0,0,1,3,0,6.80,6.80
726,Athletic Club,,Gaizka Toquero,0,0,0,1,0,6.80,6.80
727,Real Madrid,,Sami Khedira,0,0,1,1,0,6.80,6.80
728,CSKA Moscow,,Aleksei Berezutskiy,0,0,0,0,0,6.80,6.80
729,Basel,,Matías Delgado,0,0,0,0,0,6.80,6.80
730,FC Schalke 04,,Joël Matip,0,0,0,0,0,6.80,6.80
731,FC Bayern München,,Pierre-Emile Højbjerg,0,0,2,0,0,6.80,6.80
732,Arsenal,,Joel Campbell,0,1,3,2,0,6.80,6.80
733,Basel,,Marcelo Díaz,0,0,0,0,0,6.80,6.80
734,AS Monaco,,Elderson Echiéjilé,0,0,0,0,0,6.80,6.80
735,Ludogorets,,Aleksandar Dragomirov Aleksandrov,0,0,0,0,0,6.80,6.80
736,AFC Ajax,,Nicolai Boilesen,0,0,10,2,0,6.80,6.80
737,Atlético Madrid,,Saúl Ñíguez,0,0,2,9,0,6.80,6.80
738,Sporting,,Fredy Montero,0,0,2,8,0,6.80,6.80
739,CSKA Moscow,,Dmitri Efremov,0,0,1,2,0,6.80,6.80
740,APOEL Nicosia,,Vinicius,0,0,3,2,0,6.80,6.80
741,Shakhtar Donetsk,,Fred,0,0,4,1,0,6.80,6.80
742,Bayer 04 Leverkusen,,Ömer Toprak,0,0,1,3,0,6.80,6.80
743,Manchester City,,Edin Džeko,0,2,8,18,0,6.78,6.78
744,Malmö FF,,Magnus Eriksson,0,1,5,8,0,6.78,6.78
745,Zenit St. Petersburg,,Javi García,0,0,0,1,0,6.78,6.78
746,Sporting,,Cédric Soares,0,0,1,4,0,6.78,6.78
747,Roma,,Mapou Yanga-Mbiwa,0,0,6,0,0,6.78,6.78
748,Sporting,,André Martins,0,0,0,0,0,6.77,6.77
749,Olympiacos FC,,Roberto Jiménez,0,0,0,0,0,6.77,6.77
750,Galatasaray,,Semih Kaya,0,0,4,2,0,6.77,6.77
751,Olympiacos FC,,Luka Milivojević,0,0,3,7,0,6.76,6.76
752,Liverpool,,Martin Škrtel,0,0,1,2,0,6.76,6.76
753,Paris Saint-Germain,,Maxwell,0,0,3,1,0,6.76,6.76
754,Atlético Madrid,,Fernando Torres,0,0,2,3,0,6.75,6.75
755,Manchester City,,Bacary Sagna,0,0,0,2,0,6.75,6.75
756,Malmö FF,,Isaac Kiese Thelin,0,2,2,12,0,6.75,6.75
757,Juventus,,Andrea Barzagli,0,0,0,0,0,6.75,6.75
758,Athletic Club,,Mikel Rico,0,0,2,9,0,6.75,6.75
759,Malmö FF,,Markus Halsti,0,0,4,6,0,6.75,6.75
760,Barcelona,,Adriano,0,0,5,3,0,6.75,6.75
761,AS Monaco,,Bernardo Silva,0,0,11,3,0,6.74,6.74
762,Galatasaray,,Hamit Altıntop,0,0,3,12,0,6.74,6.74
763,Malmö FF,,Ricardinho,0,0,5,2,0,6.74,6.74
764,Borussia Dortmund,,Oliver Kirch,0,0,0,2,0,6.73,6.73
765,Ludogorets,,Wanderson,0,0,2,2,0,6.73,6.73
766,Athletic Club,,Ibai Gómez,0,0,4,15,0,6.73,6.73
767,FC Porto,,Evandro,0,1,3,4,0,6.73,6.73
768,Sporting,,João Mário,0,1,2,6,0,6.72,6.72
769,Malmö FF,,Anton Tinnerholm,0,1,9,7,0,6.72,6.72
770,RSC Anderlecht,,Ibrahima Conte,0,2,11,5,0,6.72,6.72
771,APOEL Nicosia,,Mario Sergio,0,0,5,2,0,6.72,6.72
772,Barcelona,,Jérémy Mathieu,0,0,0,1,0,6.72,6.72
773,Basel,,Taulant Xhaka,0,0,3,4,0,6.71,6.71
774,Barcelona,,Pedro,0,1,4,6,0,6.71,6.71
775,NK Maribor,,Mitja Viler,0,0,2,2,0,6.70,6.70
776,Liverpool,,Raheem Sterling,0,2,22,13,0,6.70,6.70
777,Real Madrid,,Lucas Silva,0,0,0,1,0,6.70,6.70
778,Borussia Dortmund,,Kevin Kampl,0,0,1,1,0,6.70,6.70
779,RSC Anderlecht,,Davy Roef,0,0,0,0,0,6.70,6.70
780,Ludogorets,,Brayan Angulo,0,0,2,0,0,6.70,6.70
781,Olympiacos FC,,Jimmy Durmaz,0,0,0,1,0,6.70,6.70
782,Arsenal,,Stefan O'Connor,0,0,0,0,0,6.70,6.70
783,Barcelona,,Sergi Roberto,0,0,1,1,0,6.70,6.70
784,AS Monaco,,Lacina Traoré,0,0,3,2,0,6.70,6.70
785,Benfica,,Ola John,0,0,7,2,0,6.70,6.70
786,Ludogorets,,Juninho Quixadá,0,0,2,2,0,6.70,6.70
787,NK Maribor,,Welle N'Diaye,0,0,0,0,0,6.70,6.70
788,Barcelona,,Munir El Haddadi,0,0,0,3,0,6.70,6.70
789,Borussia Dortmund,,Jakub Błaszczykowski,0,0,0,1,0,6.70,6.70
790,Bayer 04 Leverkusen,,Tin Jedvaj,0,0,0,0,0,6.70,6.70
791,Malmö FF,,Pa Konate,0,0,1,0,0,6.70,6.70
792,Malmö FF,,Simon Thern,0,0,3,2,0,6.70,6.70
793,Athletic Club,,Andoni Iraola,0,0,0,0,0,6.70,6.70
794,Paris Saint-Germain,,Clément Chantôme,0,0,1,0,0,6.70,6.70
795,Roma,,Adem Ljajić,0,0,5,4,0,6.70,6.70
796,Athletic Club,,Carlos Gurpegi,0,0,0,0,0,6.70,6.70
797,Olympiacos FC,,Omar Elabdellaoui,0,0,7,1,0,6.70,6.70
798,Paris Saint-Germain,,Javier Pastore,0,2,24,10,0,6.69,6.69
799,FC Porto,,Fabiano,0,0,0,0,0,6.69,6.69
800,BATE Borisov,,Nikolay Signevich,0,1,1,12,0,6.68,6.68
801,Zenit St. Petersburg,,Oleg Shatov,0,0,1,4,0,6.68,6.68
802,Liverpool,,Simon Mignolet,0,0,1,0,0,6.68,6.68
803,APOEL Nicosia,,João Guilherme,0,0,0,0,0,6.68,6.68
804,Galatasaray,,Blerim Džemaili,0,0,5,3,0,6.68,6.68
805,Malmö FF,,Emil Forsberg,0,0,9,7,0,6.67,6.67
806,AFC Ajax,,Jaïro Riedewald,0,0,0,1,0,6.67,6.67
807,Bayer 04 Leverkusen,,Sebastian Boenisch,0,0,1,0,0,6.67,6.67
