#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
35,PSV Eindhoven,,Luuk de Jong,3,2,1,14,21.43,7.22,7.22
36,Napoli,,Dries Mertens,3,4,1,19,15.79,7.20,7.20
37,Olympique Lyonnais,,Maxwel Cornet,3,1,5,7,42.86,7.18,7.18
38,Shakhtar Donetsk,,Júnior Moraes,3,1,2,13,23.08,7.15,7.15
39,FC Porto,,Jesús Corona,3,1,13,11,27.27,7.15,7.15
40,Young Boys,,Guillaume Hoarau,3,0,0,12,25,7.12,7.12
41,AFC Ajax,,Donny van de Beek,3,6,12,21,14.29,7.03,7.03
42,AFC Ajax,,Nicolás Tagliafico,3,1,3,9,33.33,6.96,6.96
43,FC Schalke 04,,Nabil Bentaleb,3,0,7,5,60,6.87,6.87
44,Liverpool,,Divock Origi,3,0,4,3,100,6.80,6.80
45,Paris Saint-Germain,,Juan Bernat,3,0,5,9,33.33,6.80,6.80
46,Valencia,,Carlos Soler,2,0,6,12,16.67,7.55,7.55
47,Shakhtar Donetsk,,Taison,2,0,11,10,20,7.52,7.52
48,Tottenham Hotspur,,Christian Eriksen,2,2,7,28,7.14,7.43,7.43
49,Paris Saint-Germain,,Ángel Di María,2,0,12,18,11.11,7.41,7.41
50,Juventus,,Miralem Pjanić,2,0,5,16,12.5,7.32,7.32
51,Atlético Madrid,,Koke,2,0,3,6,33.33,7.30,7.30
52,Real Madrid,,Marco Asensio,2,2,13,20,10,7.30,7.30
53,Viktoria Plzeň,,Michael Krmenčík,2,1,3,8,25,7.27,7.27
54,Manchester United,,Paul Pogba,2,1,10,15,13.33,7.24,7.24
55,Liverpool,,Virgil van Dijk,2,2,1,10,20,7.16,7.16
56,Barcelona,,Gerard Piqué,2,0,3,2,100,7.15,7.15
57,Club Brugge KV,,Hans Vanaken,2,0,7,9,22.22,7.15,7.15
58,Olympique Lyonnais,,Tanguy Ndombélé,2,0,23,9,22.22,7.14,7.14
59,Benfica,,Alejandro Grimaldo,2,0,9,12,16.67,7.13,7.13
60,Atlético Madrid,,José María Giménez,2,0,1,3,66.67,7.08,7.08
61,AFC Ajax,,Matthijs de Ligt,2,0,1,16,12.5,7.07,7.07
62,Liverpool,,James Milner,2,1,4,12,16.67,7.03,7.03
63,Paris Saint-Germain,,Edinson Cavani,2,1,2,12,16.67,7.03,7.03
64,Valencia,,Santi Mina,2,1,4,5,40,7.03,7.03
65,FK Crvena zvezda,,Milan Pavkov,2,0,2,2,100,7.03,7.03
66,Galatasaray,,Eren Derdiyok,2,3,2,8,25,7.03,7.03
67,Shakhtar Donetsk,,Ismaily,2,3,5,13,15.38,6.98,6.98
68,FC Porto,,Otávio,2,0,11,7,28.57,6.98,6.98
69,FC Porto,,Éder Militão,2,0,4,5,40,6.97,6.97
70,FC Porto,,Héctor Herrera,2,0,10,14,14.29,6.94,6.94
71,PSV Eindhoven,,Hirving Lozano,2,1,8,19,10.53,6.93,6.93
72,Manchester United,,Marcus Rashford,2,3,7,31,6.45,6.89,6.89
73,CSKA Moscow,,Fedor Chalov,2,0,3,10,20,6.88,6.88
74,Manchester United,,Romelu Lukaku,2,0,8,10,20,6.86,6.86
75,AFC Ajax,,Noussair Mazraoui,2,0,13,7,28.57,6.85,6.85
76,Club Brugge KV,,Wesley Moraes,2,1,4,7,28.57,6.85,6.85
77,Tottenham Hotspur,,Fernando Llorente,2,2,5,11,18.18,6.84,6.84
78,Manchester City,,Aymeric Laporte,2,0,2,6,33.33,6.84,6.84
79,AFC Ajax,,David Neres,2,3,19,11,18.18,6.82,6.82
80,CSKA Moscow,,Arnór Sigurðsson,2,1,3,10,20,6.82,6.82
81,Roma,,Nicolò Zaniolo,2,0,7,7,28.57,6.81,6.81
82,FC Bayern München,,Arjen Robben,2,3,2,13,15.38,6.80,6.80
83,Liverpool,,Georginio Wijnaldum,2,0,9,12,16.67,6.70,6.70
84,AEK Athens,,Viktor Klonaridis,2,2,6,9,22.22,6.40,6.40
85,Real Madrid,,Toni Kroos,1,0,4,12,8.33,7.74,7.74
86,Borussia Dortmund,,Marco Reus,1,2,7,10,10,7.58,7.58
87,FC Bayern München,,Javi Martínez,1,0,3,5,20,7.43,7.43
88,Roma,,Lorenzo Pellegrini,1,0,6,9,11.11,7.42,7.42
89,Borussia Dortmund,,Axel Witsel,1,0,9,10,10,7.41,7.41
90,Manchester City,,Riyad Mahrez,1,2,2,12,8.33,7.40,7.40
91,Barcelona,,Jordi Alba,1,1,7,6,16.67,7.36,7.36
92,FC Bayern München,,Mats Hummels,1,0,2,4,25,7.35,7.35
93,FC Porto,,Alex Telles,1,1,4,7,14.29,7.30,7.30
94,Barcelona,,Luis Suárez,1,5,14,38,2.63,7.28,7.28
95,Roma,,Justin Kluivert,1,1,9,6,16.67,7.28,7.28
96,Real Madrid,,Isco,1,2,5,8,12.5,7.25,7.25
97,Real Madrid,,Marcelo,1,0,2,4,25,7.23,7.23
98,Olympique Lyonnais,,Memphis Depay,1,3,6,16,6.25,7.21,7.21
99,TSG Hoffenheim,,Joelinton,1,0,14,10,10,7.20,7.20
100,Barcelona,,Rafinha Alcântara,1,0,1,3,33.33,7.20,7.20
101,Barcelona,,Ivan Rakitić,1,1,2,20,5,7.17,7.17
102,Napoli,,Marek Hamšík,1,0,0,2,50,7.17,7.17
103,Manchester City,,Phil Foden,1,0,3,7,14.29,7.17,7.17
104,Manchester United,,Marouane Fellaini,1,0,0,5,20,7.14,7.14
105,Benfica,,Jonas,1,1,1,4,25,7.10,7.10
106,Real Madrid,,Lucas Vázquez,1,1,3,6,16.67,7.10,7.10
107,Galatasaray,,Garry Rodrigues,1,2,5,16,6.25,7.08,7.08
108,Real Madrid,,Casemiro,1,0,4,5,20,7.08,7.08
109,Club Brugge KV,,Ruud Vormer,1,0,1,5,20,7.07,7.07
110,FC Porto,,Felipe,1,1,4,8,12.5,7.06,7.06
111,Galatasaray,,Sofiane Feghouli,1,1,3,6,16.67,7.03,7.03
112,TSG Hoffenheim,,Steven Zuber,1,0,1,5,20,7.03,7.03
113,Benfica,,Alfa Semedo,1,0,5,3,33.33,7.03,7.03
114,Borussia Dortmund,,Jacob Bruun Larsen,1,0,1,4,25,7.03,7.03
115,FK Crvena zvezda,,Marko Marin,1,0,9,6,16.67,7.02,7.02
116,Inter,,Matías Vecino,1,0,3,12,8.33,7.02,7.02
117,Juventus,,Mario Mandžukić,1,2,0,8,12.5,6.99,6.99
118,TSG Hoffenheim,,Ishak Belfodil,1,2,2,9,11.11,6.98,6.98
119,Liverpool,,Daniel Sturridge,1,2,4,9,11.11,6.96,6.96
120,Tottenham Hotspur,,Jan Vertonghen,1,3,4,6,16.67,6.96,6.96
121,Viktoria Plzeň,,Patrik Hrošovský,1,1,1,3,33.33,6.95,6.95
122,Inter,,Radja Nainggolan,1,0,1,8,12.5,6.95,6.95
123,Benfica,,Haris Seferović,1,1,2,14,7.14,6.95,6.95
124,Viktoria Plzeň,,Tomáš Chorý,1,1,1,5,20,6.93,6.93
125,AFC Ajax,,Lasse Schöne,1,0,4,16,6.25,6.92,6.92
126,PSV Eindhoven,,Pablo Rosario,1,0,3,6,16.67,6.90,6.90
127,Club Brugge KV,,Arnaut Danjuma,1,0,1,4,25,6.90,6.90
128,TSG Hoffenheim,,Håvard Nordtveit,1,0,0,2,50,6.90,6.90
129,FC Schalke 04,,Alessandro Schöpf,1,1,5,5,20,6.90,6.90
130,Liverpool,,Naby Keïta,1,0,8,5,20,6.90,6.90
131,Roma,,Konstantinos Manolas,1,1,3,6,16.67,6.90,6.90
132,Atlético Madrid,,Diego Godín,1,0,3,5,20,6.88,6.88
133,Viktoria Plzeň,,Jan Kovařík,1,1,1,5,20,6.88,6.88
134,Real Madrid,,Mariano Díaz,1,1,2,5,20,6.88,6.88
135,Paris Saint-Germain,,Marquinhos,1,0,2,3,33.33,6.87,6.87
136,AS Monaco,,Samuel Grandsir,1,0,4,2,50,6.87,6.87
137,TSG Hoffenheim,,Pavel Kadeřábek,1,0,2,5,20,6.87,6.87
138,Paris Saint-Germain,,Thomas Meunier,1,1,1,5,20,6.86,6.86
139,Borussia Dortmund,,Paco Alcácer,1,1,1,8,12.5,6.86,6.86
140,Borussia Dortmund,,Jadon Sancho,1,1,11,3,33.33,6.84,6.84
141,FC Schalke 04,,Weston McKennie,1,0,1,3,33.33,6.83,6.83
142,FC Porto,,Tiquinho Soares,1,1,3,11,9.09,6.83,6.83
143,Roma,,Daniele De Rossi,1,0,0,2,50,6.83,6.83
144,Olympique Lyonnais,,Bertrand Traoré,1,2,6,6,16.67,6.80,6.80
145,Lokomotiv Moscow,,Anton Miranchuk,1,0,9,7,14.29,6.80,6.80
146,FC Bayern München,,Franck Ribéry,1,1,16,8,12.5,6.80,6.80
147,Paris Saint-Germain,,Presnel Kimpembe,1,0,3,2,50,6.79,6.79
148,Atlético Madrid,,Diego Costa,1,2,0,5,20,6.78,6.78
149,FC Porto,,Adrián López,1,0,1,1,100,6.75,6.75
150,TSG Hoffenheim,,Florian Grillitsch,1,0,9,5,20,6.75,6.75
151,Borussia Dortmund,,Christian Pulišić,1,2,19,8,12.5,6.74,6.74
152,Olympique Lyonnais,,Lucas Tousart,1,0,2,3,33.33,6.74,6.74
153,Valencia,,Michy Batshuayi,1,1,7,13,7.69,6.74,6.74
154,Manchester United,,Juan Mata,1,1,3,8,12.5,6.73,6.73
155,Olympique Lyonnais,,Moussa Dembélé,1,2,6,12,8.33,6.73,6.73
156,Atlético Madrid,,Saúl Ñíguez,1,0,6,14,7.14,6.73,6.73
157,FC Porto,,Sérgio Oliveira,1,0,1,1,100,6.70,6.70
158,Olympique Lyonnais,,Léo Dubois,1,0,1,1,100,6.70,6.70
159,Benfica,,Gedson Fernandes,1,1,4,7,14.29,6.70,6.70
160,Manchester United,,Anthony Martial,1,0,12,12,8.33,6.69,6.69
161,Shakhtar Donetsk,,Maycon,1,0,1,7,14.29,6.68,6.68
162,Tottenham Hotspur,,Erik Lamela,1,1,0,9,11.11,6.68,6.68
163,CSKA Moscow,,Georgi Schennikov,1,3,0,4,25,6.67,6.67
164,FC Schalke 04,,Mark Uth,1,1,3,9,11.11,6.66,6.66
165,Lokomotiv Moscow,,Vladislav Ignatjev,1,0,2,4,25,6.65,6.65
166,FC Schalke 04,,Breel Embolo,1,4,5,9,11.11,6.64,6.64
167,Barcelona,,Malcom,1,2,0,3,33.33,6.63,6.63
168,FK Crvena zvezda,,Marko Gobeljić,1,0,2,4,25,6.63,6.63
169,Young Boys,,Roger Assalé,1,2,5,9,11.11,6.62,6.62
170,Viktoria Plzeň,,Lukáš Hejda,1,1,0,2,50,6.62,6.62
171,FC Schalke 04,,Guido Burgstaller,1,0,1,2,50,6.60,6.60
172,Lokomotiv Moscow,,Jefferson Farfán,1,1,0,11,9.09,6.60,6.60
173,AS Monaco,,Moussa Sylla,1,2,1,6,16.67,6.60,6.60
174,FK Crvena zvezda,,El Fardou Ben,1,1,7,6,16.67,6.58,6.58
175,Galatasaray,,Selçuk İnan,1,0,0,3,33.33,6.50,6.50
176,FC Bayern München,,Renato Sanches,1,0,5,3,33.33,6.42,6.42
177,Viktoria Plzeň,,Roman Procházka,1,1,0,8,12.5,6.38,6.38
178,FC Bayern München,,Kingsley Coman,1,0,2,2,50,6.33,6.33
179,Barcelona,,Jasper Cillessen,0,0,0,0,0,8.00,8.00
180,Club Brugge KV,,Ethan Horvath,0,0,0,0,0,7.67,7.67
181,AFC Ajax,,Carel Eiting,0,0,2,2,0,7.60,7.60
182,CSKA Moscow,,Ilya Pomazun,0,0,0,0,0,7.60,7.60
183,Manchester City,,Kevin De Bruyne,0,0,4,7,0,7.55,7.55
184,Galatasaray,,Emre Akbaba,0,1,0,4,0,7.50,7.50
185,FC Bayern München,,Joshua Kimmich,0,1,2,4,0,7.46,7.46
186,Borussia Dortmund,,Maximilian Philipp,0,0,3,3,0,7.45,7.45
187,Borussia Dortmund,,Manuel Akanji,0,0,2,2,0,7.44,7.44
188,Barcelona,,Juan Miranda,0,0,1,1,0,7.40,7.40
189,Juventus,,Medhi Benatia,0,0,0,0,0,7.40,7.40
190,Lokomotiv Moscow,,Maciej Rybus,0,0,3,1,0,7.40,7.40
191,Juventus,,Giorgio Chiellini,0,0,1,2,0,7.37,7.37
192,FC Bayern München,,James Rodríguez,0,1,4,5,0,7.36,7.36
193,Roma,,Robin Olsen,0,0,0,0,0,7.35,7.35
194,Real Madrid,,Sergio Ramos,0,0,0,9,0,7.34,7.34
195,Inter,,Samir Handanović,0,0,0,0,0,7.33,7.33
196,Manchester City,,Oleksandr Zinchenko,0,0,1,2,0,7.32,7.32
197,Liverpool,,Trent Alexander-Arnold,0,1,7,12,0,7.32,7.32
198,Galatasaray,,Ozan Kabak,0,1,4,2,0,7.28,7.28
199,Atlético Madrid,,Filipe Luís,0,0,3,3,0,7.26,7.26
200,FC Bayern München,,Niklas Süle,0,0,1,2,0,7.26,7.26
201,Galatasaray,,Maicon,0,0,0,5,0,7.25,7.25
202,AS Monaco,,Aleksandr Golovin,0,0,3,2,0,7.23,7.23
203,Valencia,,Ezequiel Garay,0,0,0,0,0,7.23,7.23
204,FK Crvena zvezda,,Milan Borjan,0,0,0,0,0,7.23,7.23
205,Borussia Dortmund,,Abdou Diallo,0,1,6,2,0,7.23,7.23
206,FC Bayern München,,Thiago Alcântara,0,0,6,4,0,7.22,7.22
207,Napoli,,Kalidou Koulibaly,0,0,3,3,0,7.22,7.22
208,Olympique Lyonnais,,Houssem Aouar,0,0,18,15,0,7.20,7.20
209,Tottenham Hotspur,,Paulo Gazzaniga,0,0,1,0,0,7.20,7.20
210,FC Schalke 04,,Abdul Rahman Baba,0,0,1,1,0,7.20,7.20
211,TSG Hoffenheim,,Justin Hoogma,0,0,1,1,0,7.20,7.20
212,Roma,,Diego Perotti,0,0,2,1,0,7.20,7.20
213,Club Brugge KV,,Brandon Mechele,0,0,0,0,0,7.20,7.20
214,Juventus,,Leonardo Bonucci,0,0,0,5,0,7.18,7.18
215,Liverpool,,Alisson,0,0,0,0,0,7.18,7.18
216,Borussia Dortmund,,Dan-Axel Zagadou,0,1,1,3,0,7.18,7.18
217,Paris Saint-Germain,,Thiago Silva,0,0,1,1,0,7.17,7.17
218,Napoli,,José Callejón,0,1,3,7,0,7.17,7.17
219,Barcelona,,Sergio Busquets,0,0,6,3,0,7.17,7.17
220,Valencia,,Cristiano Piccini,0,0,5,1,0,7.17,7.17
221,Napoli,,Raúl Albiol,0,0,1,1,0,7.17,7.17
222,Galatasaray,,Badou Ndiaye,0,0,12,7,0,7.16,7.16
223,FC Schalke 04,,Alexander Nübel,0,0,0,0,0,7.15,7.15
224,Shakhtar Donetsk,,Yaroslav Rakitskyi,0,0,2,2,0,7.15,7.15
225,FC Schalke 04,,Naldo,0,0,0,5,0,7.15,7.15
226,Roma,,Federico Fazio,0,3,2,8,0,7.15,7.15
227,Club Brugge KV,,Benoît Poulain,0,0,0,1,0,7.15,7.15
228,Juventus,,João Cancelo,0,0,11,5,0,7.14,7.14
229,Benfica,,Pizzi,0,0,6,1,0,7.13,7.13
230,Inter,,Ivan Perišić,0,0,4,13,0,7.13,7.13
231,Olympique Lyonnais,,Anthony Lopes,0,0,0,0,0,7.13,7.13
232,FC Bayern München,,Jérôme Boateng,0,0,0,0,0,7.12,7.12
233,Real Madrid,,Sergio Reguilón,0,0,6,2,0,7.10,7.10
234,Inter,,Stefan de Vrij,0,0,0,3,0,7.10,7.10
235,Liverpool,,Jordan Henderson,0,1,3,9,0,7.10,7.10
236,Borussia Dortmund,,Marwin Hitz,0,0,0,0,0,7.10,7.10
237,Club Brugge KV,,Matej Mitrović,0,0,0,0,0,7.10,7.10
238,Roma,,Juan Jesus,0,0,0,0,0,7.10,7.10
239,Borussia Dortmund,,Ömer Toprak,0,1,0,2,0,7.10,7.10
240,Manchester United,,Nemanja Matić,0,0,4,0,0,7.10,7.10
241,AS Monaco,,Youri Tielemans,0,0,3,12,0,7.07,7.07
242,Tottenham Hotspur,,Kieran Trippier,0,0,2,1,0,7.06,7.06
243,Liverpool,,Joël Matip,0,0,2,6,0,7.06,7.06
244,CSKA Moscow,,Ilzat Akhmetov,0,0,7,4,0,7.05,7.05
245,Tottenham Hotspur,,Juan Foyth,0,0,3,0,0,7.05,7.05
246,Benfica,,Andrija Živković,0,0,2,3,0,7.05,7.05
247,Borussia Dortmund,,Julian Weigl,0,1,1,2,0,7.05,7.05
248,Borussia Dortmund,,Marius Wolf,0,0,3,7,0,7.05,7.05
249,Paris Saint-Germain,,Marco Verratti,0,0,8,2,0,7.04,7.04
250,Barcelona,,Clément Lenglet,0,1,4,8,0,7.04,7.04
251,Real Madrid,,Nacho Fernández,0,0,1,4,0,7.04,7.04
252,Valencia,,Gabriel Paulista,0,0,0,2,0,7.04,7.04
253,Real Madrid,,Dani Ceballos,0,0,1,4,0,7.03,7.03
254,Olympique Lyonnais,,Kenny Tete,0,0,2,1,0,7.03,7.03
255,Borussia Dortmund,,Marcel Schmelzer,0,0,1,3,0,7.03,7.03
256,AEK Athens,,Vasilis Lampropoulos,0,1,1,1,0,7.03,7.03
257,Young Boys,,Djibril Sow,0,0,1,5,0,7.03,7.03
258,PSV Eindhoven,,Jeroen Zoet,0,0,1,0,0,7.03,7.03
259,Tottenham Hotspur,,Davinson Sánchez,0,0,4,4,0,7.03,7.03
260,Real Madrid,,Vinícius Júnior,0,0,11,9,0,7.03,7.03
261,Manchester City,,İlkay Gündoğan,0,1,6,9,0,7.03,7.03
262,Juventus,,Federico Bernardeschi,0,1,16,13,0,7.03,7.03
263,Real Madrid,,Raphaël Varane,0,2,0,4,0,7.03,7.03
264,Atlético Madrid,,Santiago Arias,0,0,1,1,0,7.03,7.03
265,Valencia,,Neto,0,0,0,0,0,7.02,7.02
266,Club Brugge KV,,Marvelous Nakamba,0,0,2,2,0,7.02,7.02
267,Napoli,,Fabián Ruiz,0,1,8,17,0,7.02,7.02
268,Club Brugge KV,,Stefano Denswil,0,1,2,4,0,7.02,7.02
269,FC Bayern München,,Manuel Neuer,0,0,0,0,0,7.01,7.01
270,Real Madrid,,Luka Modrić,0,1,6,7,0,7.00,7.00
271,Real Madrid,,Daniel Carvajal,0,1,5,4,0,7.00,7.00
272,Real Madrid,,Jesús Vallejo,0,0,0,0,0,7.00,7.00
273,Borussia Dortmund,,Shinji Kagawa,0,0,1,0,0,7.00,7.00
274,Roma,,Javier Pastore,0,0,2,3,0,7.00,7.00
275,Benfica,,Cristian Lema,0,0,0,0,0,7.00,7.00
276,Valencia,,Jaume Doménech,0,0,0,0,0,7.00,7.00
277,AS Monaco,,Loïc Badiashile,0,0,0,0,0,7.00,7.00
278,Manchester City,,Danilo,0,0,0,0,0,7.00,7.00
279,AEK Athens,,Anastasios Bakasetas,0,0,1,4,0,7.00,7.00
280,Viktoria Plzeň,,Matúš Kozáčik,0,0,0,0,0,7.00,7.00
281,Real Madrid,,Keylor Navas,0,0,0,0,0,7.00,7.00
282,Valencia,,Mouctar Diakhaby,0,0,0,1,0,7.00,7.00
283,CSKA Moscow,,Jaka Bijol,0,0,1,5,0,7.00,7.00
284,Galatasaray,,Serdar Aziz,0,0,1,0,0,7.00,7.00
285,Atlético Madrid,,Juanfran,0,0,3,0,0,7.00,7.00
286,Manchester City,,John Stones,0,1,2,2,0,7.00,7.00
287,Manchester United,,Luke Shaw,0,0,10,4,0,7.00,7.00
288,Barcelona,,Marc-André ter Stegen,0,0,0,0,0,7.00,7.00
289,PSV Eindhoven,,Angeliño,0,0,3,4,0,6.98,6.98
290,Valencia,,Geoffrey Kondogbia,0,0,3,0,0,6.98,6.98
291,AEK Athens,,Dmytro Chygrynskiy,0,0,0,0,0,6.98,6.98
292,Galatasaray,,Martin Linnes,0,0,5,0,0,6.98,6.98
293,Galatasaray,,Fernando,0,1,3,1,0,6.98,6.98
294,Juventus,,Wojciech Szczęsny,0,0,1,0,0,6.97,6.97
295,Atlético Madrid,,Thomas Partey,0,0,6,8,0,6.97,6.97
296,Paris Saint-Germain,,Dani Alves,0,0,2,5,0,6.97,6.97
297,Napoli,,Elseid Hysaj,0,0,4,2,0,6.97,6.97
298,Manchester United,,Antonio Valencia,0,0,2,0,0,6.97,6.97
299,FK Crvena zvezda,,Vujadin Savić,0,0,0,1,0,6.97,6.97
300,Napoli,,Nikola Maksimović,0,0,3,1,0,6.96,6.96
301,Borussia Dortmund,,Roman Bürki,0,0,0,0,0,6.96,6.96
302,Manchester United,,Ander Herrera,0,0,0,4,0,6.95,6.95
303,Manchester City,,Benjamin Mendy,0,0,0,2,0,6.95,6.95
304,Inter,,Marcelo Brozović,0,0,2,3,0,6.95,6.95
305,Napoli,,David Ospina,0,0,0,0,0,6.95,6.95
306,CSKA Moscow,,Mário Fernandes,0,0,7,2,0,6.95,6.95
307,Manchester United,,Chris Smalling,0,0,1,4,0,6.95,6.95
308,AFC Ajax,,André Onana,0,0,1,0,0,6.94,6.94
309,Juventus,,Juan Cuadrado,0,1,2,4,0,6.94,6.94
310,AFC Ajax,,Joël Veltman,0,0,2,3,0,6.94,6.94
311,Manchester City,,Fernandinho,0,0,4,5,0,6.94,6.94
312,Real Madrid,,Álvaro Odriozola,0,0,2,0,0,6.93,6.93
313,FC Schalke 04,,Matija Nastasić,0,0,0,0,0,6.93,6.93
314,FC Schalke 04,,Salif Sané,0,0,0,4,0,6.93,6.93
315,Liverpool,,Xherdan Shaqiri,0,1,0,4,0,6.93,6.93
316,Juventus,,Douglas Costa,0,0,11,6,0,6.93,6.93
317,CSKA Moscow,,Igor Akinfeev,0,0,0,0,0,6.92,6.92
318,Young Boys,,Sandro Lauper,0,0,3,2,0,6.92,6.92
319,AFC Ajax,,Frenkie de Jong,0,0,15,5,0,6.92,6.92
320,FC Bayern München,,Leon Goretzka,0,0,2,7,0,6.92,6.92
321,Juventus,,Rodrigo Bentancur,0,0,8,5,0,6.91,6.91
322,Roma,,Alessandro Florenzi,0,2,4,7,0,6.91,6.91
323,Olympique Lyonnais,,Marcelo,0,0,0,3,0,6.91,6.91
324,FC Porto,,Danilo Pereira,0,0,7,14,0,6.91,6.91
325,Lokomotiv Moscow,,Aleksei Miranchuk,0,1,11,12,0,6.90,6.90
326,FC Bayern München,,David Alaba,0,0,3,4,0,6.90,6.90
327,Liverpool,,Andrew Robertson,0,0,7,6,0,6.90,6.90
328,AEK Athens,,Marios Oikonomou,0,0,2,0,0,6.90,6.90
329,TSG Hoffenheim,,Nico Schulz,0,1,4,10,0,6.90,6.90
330,Inter,,Kwadwo Asamoah,0,0,7,4,0,6.90,6.90
331,TSG Hoffenheim,,Nadiem Amiri,0,0,1,1,0,6.90,6.90
332,FC Porto,,Diogo Leite,0,0,0,1,0,6.90,6.90
333,AS Monaco,,Jordi Mboula,0,0,2,1,0,6.90,6.90
334,Club Brugge KV,,Jelle Vossen,0,0,1,2,0,6.90,6.90
335,Club Brugge KV,,Sofyan Amrabat,0,0,4,1,0,6.90,6.90
336,Young Boys,,Marco Wölfli,0,0,0,0,0,6.90,6.90
337,AFC Ajax,,Maximilian Wöber,0,0,0,1,0,6.90,6.90
338,Barcelona,,Sergi Roberto,0,1,6,3,0,6.89,6.89
339,Galatasaray,,Ryan Donk,0,0,3,1,0,6.88,6.88
340,Paris Saint-Germain,,Adrien Rabiot,0,1,2,4,0,6.88,6.88
341,Borussia Dortmund,,Łukasz Piszczek,0,1,2,3,0,6.88,6.88
342,Barcelona,,Arthur,0,0,4,0,0,6.88,6.88
343,Viktoria Plzeň,,Jan Kopic,0,0,5,3,0,6.88,6.88
344,Roma,,Stephan El Shaarawy,0,0,4,6,0,6.88,6.88
345,Galatasaray,,Younès Belhanda,0,0,5,4,0,6.88,6.88
346,Benfica,,Jardel,0,0,1,4,0,6.88,6.88
347,FC Schalke 04,,Yevhen Konoplyanka,0,1,12,14,0,6.87,6.87
348,Benfica,,Germán Conti,0,0,0,2,0,6.87,6.87
349,CSKA Moscow,,Alan Dzagoev,0,0,1,5,0,6.87,6.87
350,AFC Ajax,,Daley Blind,0,0,2,7,0,6.87,6.87
351,Borussia Dortmund,,Achraf Hakimi,0,0,5,3,0,6.86,6.86
352,Real Madrid,,Thibaut Courtois,0,0,0,0,0,6.86,6.86
353,FC Schalke 04,,Benjamin Stambouli,0,0,2,1,0,6.86,6.86
354,Tottenham Hotspur,,Harry Winks,0,0,6,4,0,6.86,6.86
355,Real Madrid,,Marcos Llorente,0,0,2,2,0,6.85,6.85
356,Real Madrid,,Javi Sánchez,0,0,0,0,0,6.85,6.85
357,Valencia,,Francis Coquelin,0,0,4,1,0,6.85,6.85
358,FC Schalke 04,,Sebastian Rudy,0,0,2,1,0,6.85,6.85
359,Benfica,,Odysseas Vlachodimos,0,0,0,0,0,6.85,6.85
360,Roma,,Steven​ N'Zonzi,0,0,2,3,0,6.85,6.85
361,Roma,,Bryan Cristante,0,0,6,7,0,6.84,6.84
