#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
362,Tottenham Hotspur,,Serge Aurier,0,0,7,2,0,6.84,6.84
363,Benfica,,Ljubomir Fejsa,0,0,1,2,0,6.84,6.84
364,Benfica,,Franco Cervi,0,0,1,3,0,6.84,6.84
365,Tottenham Hotspur,,Dele Alli,0,2,10,17,0,6.84,6.84
366,Olympique Lyonnais,,Ferland Mendy,0,0,7,9,0,6.84,6.84
367,Atlético Madrid,,Rodri,0,0,4,4,0,6.84,6.84
368,TSG Hoffenheim,,Leonardo Bittencourt,0,1,2,3,0,6.83,6.83
369,Inter,,Matteo Politano,0,1,6,11,0,6.83,6.83
370,Manchester United,,Phil Jones,0,0,1,0,0,6.83,6.83
371,CSKA Moscow,,Hörður Magnússon,0,0,0,3,0,6.83,6.83
372,AEK Athens,,André Simões,0,1,4,2,0,6.83,6.83
373,Tottenham Hotspur,,Toby Alderweireld,0,1,0,9,0,6.83,6.83
374,Juventus,,Alex Sandro,0,0,10,6,0,6.82,6.82
375,TSG Hoffenheim,,Kerem Demirbay,0,1,7,9,0,6.82,6.82
376,FC Bayern München,,Rafinha,0,0,4,0,0,6.82,6.82
377,CSKA Moscow,,Nikita Chernov,0,0,0,1,0,6.82,6.82
378,Tottenham Hotspur,,Hugo Lloris,0,0,1,0,0,6.82,6.82
379,TSG Hoffenheim,,Oliver Baumann,0,0,0,0,0,6.82,6.82
380,Manchester United,,Ashley Young,0,0,2,1,0,6.81,6.81
381,Shakhtar Donetsk,,Marlos Romero,0,0,4,5,0,6.80,6.80
382,FC Bayern München,,Thomas Müller,0,1,2,7,0,6.80,6.80
383,FC Porto,,Hernâni,0,0,1,3,0,6.80,6.80
384,FC Bayern München,,Serge Gnabry,0,1,8,17,0,6.80,6.80
385,Napoli,,Faouzi Ghoulam,0,0,0,0,0,6.80,6.80
386,Barcelona,,Jeison Murillo,0,0,0,1,0,6.80,6.80
387,Liverpool,,Alberto Moreno,0,0,0,1,0,6.80,6.80
388,PSV Eindhoven,,Maximiliano Romero,0,0,0,2,0,6.80,6.80
389,FC Porto,,Riechedly Bazoer,0,0,0,2,0,6.80,6.80
390,AS Monaco,,Kévin N'Doram,0,0,1,1,0,6.80,6.80
391,AS Monaco,,Benoît Badiashile,0,0,1,1,0,6.80,6.80
392,Inter,,Šime Vrsaljko,0,0,0,0,0,6.80,6.80
393,Olympique Lyonnais,,Martin Terrier,0,0,1,5,0,6.80,6.80
394,Manchester United,,Alexis Sánchez,0,0,3,4,0,6.80,6.80
395,Valencia,,José Luis Gayà,0,0,3,2,0,6.80,6.80
396,Napoli,,Mário Rui,0,0,6,3,0,6.80,6.80
397,Viktoria Plzeň,,Roman Hubník,0,0,0,2,0,6.80,6.80
398,Paris Saint-Germain,,Julian Draxler,0,0,4,1,0,6.78,6.78
399,Benfica,,Rafa Silva,0,0,5,7,0,6.78,6.78
400,Inter,,Milan Škriniar,0,1,1,2,0,6.78,6.78
401,Atlético Madrid,,Lucas Hernández,0,0,1,0,0,6.78,6.78
402,Valencia,,Dani Parejo,0,1,6,6,0,6.78,6.78
403,Galatasaray,,Henry Onyekuru,0,0,3,6,0,6.78,6.78
404,Borussia Dortmund,,Thomas Delaney,0,0,0,1,0,6.78,6.78
405,Liverpool,,Fabinho,0,0,2,3,0,6.78,6.78
406,Roma,,Davide Santon,0,0,2,0,0,6.78,6.78
407,Club Brugge KV,,Mats Rits,0,0,1,1,0,6.78,6.78
408,Real Madrid,,Federico Valverde,0,0,3,4,0,6.78,6.78
409,Manchester United,,Diogo Dalot,0,0,5,2,0,6.78,6.78
410,Manchester United,,Eric Bailly,0,0,1,2,0,6.78,6.78
411,Young Boys,,Jean-Pierre Nsame,0,0,3,4,0,6.78,6.78
412,Club Brugge KV,,Clinton Mata,0,0,3,0,0,6.78,6.78
413,FC Porto,,André Pereira,0,1,3,1,0,6.78,6.78
414,Atlético Madrid,,Thomas Lemar,0,0,11,4,0,6.77,6.77
415,FC Schalke 04,,Omar Mascarell,0,0,0,1,0,6.77,6.77
416,Galatasaray,,Fernando Muslera,0,0,0,0,0,6.77,6.77
417,Lokomotiv Moscow,,Grzegorz Krychowiak,0,0,2,6,0,6.77,6.77
418,Viktoria Plzeň,,Aleš Čermák,0,0,7,3,0,6.76,6.76
419,Manchester City,,Ederson,0,0,0,0,0,6.76,6.76
420,Barcelona,,Nélson Semedo,0,0,11,0,0,6.76,6.76
421,Roma,,Aleksandar Kolarov,0,0,7,14,0,6.75,6.75
422,AS Monaco,,Khéphren Thuram,0,0,0,0,0,6.75,6.75
423,Young Boys,,Ulisses Garcia,0,0,2,2,0,6.75,6.75
424,Liverpool,,Dejan Lovren,0,0,0,0,0,6.75,6.75
425,Lokomotiv Moscow,,Dmitriy Barinov,0,0,1,6,0,6.75,6.75
426,Borussia Dortmund,,Mario Götze,0,0,6,6,0,6.75,6.75
427,PSV Eindhoven,,Jorrit Hendrix,0,0,5,4,0,6.75,6.75
428,Juventus,,Blaise Matuidi,0,1,8,5,0,6.74,6.74
429,PSV Eindhoven,,Gastón Pereiro,0,1,4,10,0,6.74,6.74
430,Barcelona,,Arturo Vidal,0,0,0,5,0,6.74,6.74
431,Tottenham Hotspur,,Ben Davies,0,0,3,5,0,6.73,6.73
432,Manchester United,,Scott McTominay,0,0,6,1,0,6.73,6.73
433,FC Porto,,Pepe,0,0,0,2,0,6.73,6.73
434,Club Brugge KV,,Emmanuel Dennis,0,0,8,5,0,6.73,6.73
435,Valencia,,Daniel Wass,0,0,3,2,0,6.73,6.73
436,Shakhtar Donetsk,,Davit Khocholava,0,0,0,1,0,6.73,6.73
437,CSKA Moscow,,Dmitri Efremov,0,0,4,3,0,6.73,6.73
438,Napoli,,Piotr Zieliński,0,0,4,4,0,6.73,6.73
439,Young Boys,,Mohamed Camara,0,1,0,4,0,6.73,6.73
440,FC Porto,,Óliver Torres,0,0,4,2,0,6.72,6.72
441,Lokomotiv Moscow,,Solomon Kvirkvelia,0,0,0,3,0,6.72,6.72
442,PSV Eindhoven,,Daniel Schwaab,0,0,0,1,0,6.72,6.72
443,Tottenham Hotspur,,Eric Dier,0,0,1,2,0,6.72,6.72
444,Manchester City,,Kyle Walker,0,0,5,4,0,6.72,6.72
445,AEK Athens,,Niklas Hult,0,0,5,1,0,6.72,6.72
446,CSKA Moscow,,Rodrigo Becão,0,0,1,2,0,6.72,6.72
447,Napoli,,Allan,0,0,7,5,0,6.72,6.72
448,PSV Eindhoven,,Nick Viergever,0,0,0,1,0,6.72,6.72
449,Manchester United,,David De Gea,0,0,0,0,0,6.71,6.71
450,Tottenham Hotspur,,Moussa Sissoko,0,0,9,4,0,6.71,6.71
451,AFC Ajax,,Klaas-Jan Huntelaar,0,0,0,3,0,6.70,6.70
452,Young Boys,,Nicolas Moumie Ngamaleu,0,1,5,5,0,6.70,6.70
453,Club Brugge KV,,Cyril Ngonge,0,0,0,0,0,6.70,6.70
454,Club Brugge KV,,Luan Peres,0,1,0,1,0,6.70,6.70
455,Paris Saint-Germain,,Colin Dagba,0,0,0,0,0,6.70,6.70
456,AS Monaco,,Almamy Touré,0,0,1,0,0,6.70,6.70
457,PSV Eindhoven,,Michal Sadílek,0,0,0,0,0,6.70,6.70
458,Valencia,,Toni Lato,0,0,0,0,0,6.70,6.70
459,Viktoria Plzeň,,Luděk Pernica,0,0,0,0,0,6.70,6.70
460,Barcelona,,Munir El Haddadi,0,0,0,1,0,6.70,6.70
461,AFC Ajax,,Dani de Wit,0,0,1,1,0,6.70,6.70
462,AFC Ajax,,Daley Sinkgraven,0,0,1,0,0,6.70,6.70
463,FK Crvena zvezda,,Richmond Boakye,0,0,0,7,0,6.70,6.70
464,Lokomotiv Moscow,,Fedor Smolov,0,0,1,4,0,6.70,6.70
465,Inter,,Keita Baldé,0,0,2,3,0,6.70,6.70
466,Manchester City,,Vincent Kompany,0,0,0,0,0,6.70,6.70
467,Inter,,Danilo D'Ambrosio,0,0,2,2,0,6.70,6.70
468,Club Brugge KV,,Thibault Vlietinck,0,0,1,1,0,6.70,6.70
469,Manchester City,,Nicolás Otamendi,0,1,0,4,0,6.70,6.70
470,TSG Hoffenheim,,Reiss Nelson,0,1,8,3,0,6.70,6.70
471,Olympique Lyonnais,,Pape Cheikh,0,0,1,3,0,6.70,6.70
472,FK Crvena zvezda,,Miloš Degenek,0,0,0,0,0,6.70,6.70
473,FC Porto,,Yacine Brahimi,0,0,28,11,0,6.69,6.69
474,Manchester United,,Victor Lindelöf,0,0,1,2,0,6.69,6.69
475,Galatasaray,,Yuto Nagatomo,0,1,5,1,0,6.68,6.68
476,Young Boys,,Michel Aebischer,0,0,2,2,0,6.68,6.68
477,Benfica,,Gabriel Pires,0,1,4,4,0,6.68,6.68
478,Tottenham Hotspur,,Danny Rose,0,1,14,5,0,6.67,6.67
479,Young Boys,,Christian Fassnacht,0,0,1,11,0,6.67,6.67
480,Shakhtar Donetsk,,Olarenwaju Kayode,0,0,0,4,0,6.67,6.67
481,CSKA Moscow,,Kirill Nababkin,0,0,1,1,0,6.67,6.67
482,FC Porto,,Maxi Pereira,0,0,2,2,0,6.66,6.66
483,Benfica,,Rúben Dias,0,0,2,4,0,6.66,6.66
484,AS Monaco,,Radamel Falcao,0,1,5,12,0,6.66,6.66
485,AS Monaco,,Kamil Glik,0,1,1,2,0,6.66,6.66
486,Valencia,,Rodrigo,0,1,3,5,0,6.65,6.65
487,Atlético Madrid,,Álvaro Morata,0,1,2,2,0,6.65,6.65
488,Paris Saint-Germain,,Leandro Paredes,0,0,0,0,0,6.65,6.65
489,Tottenham Hotspur,,Mousa Dembélé,0,0,2,2,0,6.65,6.65
490,CSKA Moscow,,Timur Zhamaletdinov,0,0,1,1,0,6.65,6.65
491,Valencia,,Gonçalo Guedes,0,0,6,10,0,6.65,6.65
492,Atlético Madrid,,Vitolo,0,0,3,1,0,6.65,6.65
493,FC Porto,,Fernando Andrade,0,0,1,3,0,6.65,6.65
494,AEK Athens,,Vasilis Barkas,0,0,0,0,0,6.65,6.65
495,PSV Eindhoven,,Steven Bergwijn,0,0,6,6,0,6.64,6.64
496,Young Boys,,Kevin Mbabu,0,1,6,3,0,6.64,6.64
497,FK Crvena zvezda,,Milan Rodić,0,0,1,1,0,6.64,6.64
498,FK Crvena zvezda,,Dušan Jovančić,0,0,8,4,0,6.64,6.64
499,Valencia,,Ferran Torres,0,0,3,3,0,6.63,6.63
500,AS Monaco,,Youssef Aït Bennasser,0,0,1,1,0,6.63,6.63
501,Paris Saint-Germain,,Eric Maxim Choupo-Moting,0,0,0,2,0,6.63,6.63
502,Juventus,,Emre Can,0,0,4,3,0,6.63,6.63
503,Manchester United,,Andreas Pereira,0,0,2,2,0,6.63,6.63
504,Lokomotiv Moscow,,Manuel Fernandes,0,1,10,6,0,6.63,6.63
505,Olympique Lyonnais,,Jason Denayer,0,0,2,1,0,6.63,6.63
506,AS Monaco,,Nacer Chadli,0,0,1,2,0,6.62,6.62
507,FC Porto,,Iker Casillas,0,0,0,0,0,6.62,6.62
508,FC Schalke 04,,Suat Serdar,0,1,10,8,0,6.61,6.61
509,Benfica,,Eduardo Salvio,0,0,10,5,0,6.60,6.60
510,Benfica,,João Félix,0,0,0,1,0,6.60,6.60
511,FC Porto,,Vincent Aboubakar,0,0,0,3,0,6.60,6.60
512,Paris Saint-Germain,,Moussa Diaby,0,0,0,0,0,6.60,6.60
513,AFC Ajax,,Rasmus Kristensen,0,0,0,0,0,6.60,6.60
514,AS Monaco,,Adama Traoré,0,0,0,0,0,6.60,6.60
515,CSKA Moscow,,Abel Hernández,0,0,1,0,0,6.60,6.60
516,AS Monaco,,Gobe Gouano,0,0,1,2,0,6.60,6.60
517,Barcelona,,Thomas Vermaelen,0,0,0,0,0,6.60,6.60
518,FC Porto,,Bruno Costa,0,0,1,0,0,6.60,6.60
519,CSKA Moscow,,Konstantin Kuchaev,0,0,0,0,0,6.60,6.60
520,Barcelona,,Carles Aleñá,0,0,2,2,0,6.60,6.60
521,Inter,,Miranda,0,0,0,1,0,6.60,6.60
522,Valencia,,Rúben Vezo,0,0,2,1,0,6.60,6.60
523,Galatasaray,,Sinan Gümüş,0,1,4,5,0,6.60,6.60
524,Lokomotiv Moscow,,Bryan Idowu,0,0,0,4,0,6.60,6.60
525,Napoli,,Arkadiusz Milik,0,2,0,9,0,6.60,6.60
526,AEK Athens,,Lucas Boyé,0,0,4,2,0,6.60,6.60
527,AS Monaco,,Andrea Raggi,0,0,1,3,0,6.60,6.60
528,Club Brugge KV,,Loïs Openda,0,1,0,4,0,6.60,6.60
529,Young Boys,,Steve von Bergen,0,0,0,0,0,6.60,6.60
530,Manchester United,,Jesse Lingard,0,0,2,3,0,6.60,6.60
531,Paris Saint-Germain,,Thilo Kehrer,0,0,4,2,0,6.60,6.60
532,Atlético Madrid,,Jan Oblak,0,0,0,0,0,6.60,6.60
533,PSV Eindhoven,,Donyell Malen,0,1,2,5,0,6.58,6.58
534,Borussia Dortmund,,Mahmoud Dahoud,0,0,1,4,0,6.58,6.58
535,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,1,0,0,6.58,6.58
536,AFC Ajax,,Kasper Dolberg,0,2,2,5,0,6.58,6.58
537,AS Monaco,,Benjamin Henrichs,0,0,1,2,0,6.58,6.58
538,Liverpool,,Joe Gomez,0,0,3,2,0,6.58,6.58
539,Olympique Lyonnais,,Rafael,0,0,2,1,0,6.57,6.57
540,AS Monaco,,Han-Noah Massengo,0,0,3,1,0,6.57,6.57
541,AEK Athens,,Petros Mantalos,0,0,8,4,0,6.57,6.57
542,CSKA Moscow,,Ivan Oblyakov,0,2,5,6,0,6.57,6.57
543,FC Schalke 04,,Daniel Caligiuri,0,0,7,4,0,6.57,6.57
544,Benfica,,André Almeida,0,0,3,2,0,6.57,6.57
545,Shakhtar Donetsk,,Alan Patrick,0,0,2,2,0,6.56,6.56
546,AS Monaco,,Jemerson,0,0,0,0,0,6.56,6.56
547,AS Monaco,,Giulian Biancone,0,0,0,1,0,6.55,6.55
548,FC Schalke 04,,Cedric Teuchert,0,0,1,1,0,6.55,6.55
549,Club Brugge KV,,Siebe Schrijvers,0,0,0,1,0,6.55,6.55
550,PSV Eindhoven,,Trent Sainsbury,0,0,0,0,0,6.55,6.55
551,Viktoria Plzeň,,Ubong Ekpai,0,0,1,0,0,6.55,6.55
552,CSKA Moscow,,Khetag Khosonov,0,0,1,1,0,6.55,6.55
553,Viktoria Plzeň,,Daniel Kolář,0,0,0,2,0,6.55,6.55
554,Galatasaray,,Muğdat Çelik,0,0,0,0,0,6.55,6.55
555,Manchester City,,Fabian Delph,0,0,2,6,0,6.55,6.55
556,Lokomotiv Moscow,,Igor Denisov,0,1,2,5,0,6.55,6.55
557,Valencia,,Kévin Gameiro,0,0,2,2,0,6.54,6.54
558,Inter,,Lautaro Martínez,0,1,2,4,0,6.53,6.53
559,Atlético Madrid,,Nikola Kalinić,0,0,0,0,0,6.53,6.53
560,Roma,,Patrik Schick,0,1,3,6,0,6.53,6.53
561,FC Schalke 04,,Hamza Mendyl,0,0,2,3,0,6.53,6.53
562,Juventus,,Mattia De Sciglio,0,0,2,1,0,6.53,6.53
563,TSG Hoffenheim,,Kevin Vogt,0,1,0,2,0,6.53,6.53
564,Young Boys,,Sékou Sanogo,0,0,1,5,0,6.53,6.53
565,Inter,,Antonio Candreva,0,0,2,2,0,6.53,6.53
566,Young Boys,,Miralem Sulejmani,0,0,5,8,0,6.52,6.52
567,Viktoria Plzeň,,Tomáš Hořava,0,0,2,2,0,6.52,6.52
568,Manchester United,,Fred,0,0,3,6,0,6.52,6.52
569,AEK Athens,,Ezequiel Ponce,0,0,3,8,0,6.52,6.52
570,Young Boys,,Loris Benito,0,0,1,1,0,6.52,6.52
571,Atlético Madrid,,Ángel Correa,0,2,10,11,0,6.50,6.50
572,Manchester United,,Mason Greenwood,0,0,0,0,0,6.50,6.50
573,Galatasaray,,Yunus Akgün,0,0,0,0,0,6.50,6.50
574,Barcelona,,Samuel Umtiti,0,0,0,0,0,6.50,6.50
575,Juventus,,Leonardo Spinazzola,0,0,2,1,0,6.50,6.50
576,FC Schalke 04,,Ahmed Kutucu,0,0,0,1,0,6.50,6.50
577,FC Bayern München,,Woo-Yeong Jeong,0,0,1,0,0,6.50,6.50
578,AFC Ajax,,Jürgen Ekkelenkamp,0,0,0,1,0,6.50,6.50
579,Napoli,,Simone Verdi,0,0,0,1,0,6.50,6.50
580,AFC Ajax,,Zakaria Labyad,0,0,0,0,0,6.50,6.50
581,FC Schalke 04,,Franco Di Santo,0,0,0,0,0,6.50,6.50
582,Olympique Lyonnais,,Jérémy Morel,0,0,0,0,0,6.50,6.50
583,TSG Hoffenheim,,Benjamin Hübner,0,0,0,0,0,6.50,6.50
584,Napoli,,Adam Ounas,0,0,2,0,0,6.50,6.50
585,FK Crvena zvezda,,Dejan Joveljić,0,0,1,1,0,6.50,6.50
586,Roma,,Rick Karsdorp,0,0,1,0,0,6.50,6.50
587,AEK Athens,,Giannis Gianniotas,0,0,2,0,0,6.50,6.50
588,AEK Athens,,Erik Morán,0,0,0,1,0,6.50,6.50
589,Lokomotiv Moscow,,Vedran Ćorluka,0,0,0,0,0,6.50,6.50
590,Juventus,,Sami Khedira,0,3,0,4,0,6.50,6.50
591,AS Monaco,,Djibril Sidibé,0,0,3,3,0,6.50,6.50
592,FK Crvena zvezda,,Branko Jovičić,0,0,1,0,0,6.50,6.50
593,Viktoria Plzeň,,Aleš Hruška,0,0,0,0,0,6.50,6.50
594,Lokomotiv Moscow,,Benedikt Höwedes,0,0,0,2,0,6.50,6.50
595,AEK Athens,,Rodrigo Galo,0,0,1,0,0,6.50,6.50
596,Shakhtar Donetsk,,Taras Stepanenko,0,0,1,3,0,6.48,6.48
597,FK Crvena zvezda,,Goran Čaušić,0,0,0,1,0,6.48,6.48
598,FC Schalke 04,,Steven Skrzybski,0,0,0,4,0,6.48,6.48
599,TSG Hoffenheim,,Ermin Bičakčić,0,0,0,0,0,6.47,6.47
600,Olympique Lyonnais,,Marçal,0,0,1,0,0,6.47,6.47
601,Juventus,,Andrea Barzagli,0,0,0,0,0,6.47,6.47
602,AEK Athens,,Konstantinos Galanopoulos,0,0,4,1,0,6.47,6.47
603,AEK Athens,,Michalis Bakakis,0,0,3,1,0,6.47,6.47
604,FK Crvena zvezda,,Lorenzo Ebecilio,0,0,5,2,0,6.45,6.45
605,Atlético Madrid,,Gelson Martins,0,0,0,0,0,6.45,6.45
606,Roma,,Iván Marcano,0,0,0,1,0,6.45,6.45
607,AFC Ajax,,Lisandro Magallán,0,0,0,0,0,6.45,6.45
608,Shakhtar Donetsk,,Dentinho,0,0,0,0,0,6.45,6.45
609,Shakhtar Donetsk,,Wellington Nem,0,0,0,0,0,6.45,6.45
610,Galatasaray,,Ömer Bayram,0,0,1,0,0,6.45,6.45
611,Young Boys,,Thorsten Schick,0,0,0,0,0,6.45,6.45
612,FC Bayern München,,Sandro Wagner,0,0,0,0,0,6.45,6.45
613,AEK Athens,,Alef,0,0,2,2,0,6.45,6.45
614,Shakhtar Donetsk,,Serhiy Bolbat,0,0,0,1,0,6.45,6.45
615,PSV Eindhoven,,Denzel Dumfries,0,1,3,2,0,6.45,6.45
616,Paris Saint-Germain,,Alphonse Aréola,0,0,0,0,0,6.43,6.43
617,AEK Athens,,Giorgos Giakoumakis,0,0,1,0,0,6.43,6.43
618,Valencia,,Denis Cheryshev,0,0,2,2,0,6.43,6.43
619,AS Monaco,,Jean-Eudes Aholou,0,0,1,2,0,6.43,6.43
620,Young Boys,,Leonardo Bertone,0,0,0,0,0,6.43,6.43
621,Shakhtar Donetsk,,Mykola Matviyenko,0,0,3,3,0,6.42,6.42
622,FK Crvena zvezda,,Veljko Simić,0,0,1,2,0,6.42,6.42
623,FK Crvena zvezda,,Nenad Krstičić,0,0,1,2,0,6.42,6.42
624,Inter,,Borja Valero,0,0,1,2,0,6.42,6.42
625,Viktoria Plzeň,,Jakub Řezníček,0,0,0,0,0,6.42,6.42
626,PSV Eindhoven,,Cody Gakpo,0,0,0,0,0,6.40,6.40
627,Manchester United,,Marcos Rojo,0,0,1,0,0,6.40,6.40
628,Manchester United,,Tahith Chong,0,0,0,0,0,6.40,6.40
629,FC Porto,,Chidozie Awaziem,0,0,0,0,0,6.40,6.40
630,TSG Hoffenheim,,Dennis Geiger,0,0,0,1,0,6.40,6.40
631,Olympique Lyonnais,,Jordan Ferri,0,0,1,0,0,6.40,6.40
632,Shakhtar Donetsk,,Oleg Danchenko,0,0,1,1,0,6.40,6.40
633,Viktoria Plzeň,,Martin Zeman,0,0,0,0,0,6.40,6.40
634,Club Brugge KV,,Kaveh Rezaei,0,0,0,1,0,6.40,6.40
635,CSKA Moscow,,Kristijan Bistrović,0,0,0,4,0,6.40,6.40
636,TSG Hoffenheim,,Kevin Akpoguma,0,0,0,1,0,6.40,6.40
637,Atlético Madrid,,Francisco Montero,0,0,0,0,0,6.40,6.40
638,TSG Hoffenheim,,Joshua Brenet,0,0,1,1,0,6.40,6.40
639,Juventus,,Moise Kean,0,1,2,6,0,6.40,6.40
640,Shakhtar Donetsk,,Bogdan Butko,0,0,0,0,0,6.40,6.40
641,Viktoria Plzeň,,Milan Havel,0,0,0,6,0,6.40,6.40
642,Lokomotiv Moscow,,Guilherme Marinato,0,0,0,0,0,6.40,6.40
643,PSV Eindhoven,,Érick Gutiérrez,0,0,2,1,0,6.38,6.38
644,AEK Athens,,Uroš Ćosić,0,0,1,2,0,6.38,6.38
645,FC Schalke 04,,Ralf Fährmann,0,0,0,0,0,6.37,6.37
646,TSG Hoffenheim,,Ádám Szalai,0,1,1,6,0,6.36,6.36
647,Tottenham Hotspur,,Victor Wanyama,0,0,3,1,0,6.36,6.36
648,Lokomotiv Moscow,,Éder,0,1,0,5,0,6.36,6.36
649,Roma,,Luca Pellegrini,0,0,0,0,0,6.35,6.35
650,Galatasaray,,Mariano,0,0,2,0,0,6.35,6.35
651,Shakhtar Donetsk,,Andriy Pyatov,0,0,0,0,0,6.33,6.33
652,Juventus,,Daniele Rugani,0,0,2,0,0,6.33,6.33
653,FC Schalke 04,,Amine Harit,0,0,4,1,0,6.32,6.32
654,Manchester United,,Sergio Romero,0,0,0,0,0,6.30,6.30
655,TSG Hoffenheim,,Vincenzo Grifo,0,0,0,0,0,6.30,6.30
656,AS Monaco,,Stevan Jovetić,0,0,0,0,0,6.30,6.30
657,FC Porto,,Jorge,0,0,0,0,0,6.30,6.30
658,Benfica,,Nicolás Castillo,0,0,0,1,0,6.30,6.30
659,FK Crvena zvezda,,Nikola Stojiljković,0,0,0,0,0,6.30,6.30
660,AS Monaco,,Julien Serrano,0,0,0,0,0,6.30,6.30
661,Lokomotiv Moscow,,Mikhail Lysov,0,0,0,0,0,6.30,6.30
662,Napoli,,Marko Rog,0,0,0,0,0,6.30,6.30
663,Lokomotiv Moscow,,Rifat Zhemaletdinov,0,0,0,0,0,6.30,6.30
664,Tottenham Hotspur,,Michel Vorm,0,0,0,0,0,6.30,6.30
665,Club Brugge KV,,Karlo Letica,0,0,0,0,0,6.30,6.30
666,AS Monaco,,Diego Benaglio,0,0,0,0,0,6.30,6.30
667,Viktoria Plzeň,,David Limberský,0,1,5,6,0,6.27,6.27
668,Paris Saint-Germain,,Gianluigi Buffon,0,0,0,0,0,6.26,6.26
669,Roma,,Antonio Mirante,0,0,0,0,0,6.25,6.25
670,Club Brugge KV,,Dion Cools,0,0,0,0,0,6.25,6.25
671,Viktoria Plzeň,,Milan Petržela,0,1,2,6,0,6.25,6.25
672,Shakhtar Donetsk,,Viktor Kovalenko,0,0,0,1,0,6.25,6.25
673,FK Crvena zvezda,,Filip Stojković,0,0,2,0,0,6.24,6.24
674,Atlético Madrid,,Stefan Savić,0,0,0,0,0,6.20,6.20
675,Roma,,Ante Ćorić,0,0,0,1,0,6.20,6.20
676,Viktoria Plzeň,,Radim Řezník,0,0,2,4,0,6.20,6.20
677,FK Crvena zvezda,,Slavoljub Srnić,0,0,0,2,0,6.17,6.17
678,PSV Eindhoven,,Nicolas Isimat-Mirin,0,0,0,0,0,6.10,6.10
679,TSG Hoffenheim,,Stefan Posch,0,0,0,1,0,6.10,6.10
680,Shakhtar Donetsk,,Fernando,0,1,0,3,0,6.10,6.10
681,Young Boys,,David von Ballmoos,0,0,0,0,0,6.05,6.05
682,FK Crvena zvezda,,Srđan Babić,0,1,1,1,0,6.03,6.03
683,Liverpool,,Adam Lallana,0,1,2,3,0,6.00,6.00
684,TSG Hoffenheim,,Kasim Adams,0,0,3,0,0,5.95,5.95
685,AS Monaco,,Sofiane Diop,0,1,2,5,0,5.93,5.93
686,Tottenham Hotspur,,Kyle Walker-Peters,0,0,2,0,0,5.90,5.90
687,FC Schalke 04,,Bastian Oczipka,0,0,3,0,0,5.90,5.90
688,AS Monaco,,Danijel Subašić,0,0,0,0,0,5.80,5.80
689,FC Schalke 04,,Benjamin Goller,0,0,1,1,0,5.80,5.80
690,Barcelona,,Denis Suárez,0,0,0,0,0,5.80,5.80
691,FC Schalke 04,,Jeffrey Bruma,0,0,0,0,0,5.80,5.80
692,Olympique Lyonnais,,Mathieu Gorgelin,0,0,0,0,0,5.70,5.70
693,AEK Athens,,Marko Livaja,0,0,0,1,0,5.60,5.60
694,AS Monaco,,Antonio Barreca,0,0,0,0,0,5.20,5.20
695,Borussia Dortmund,,Sergio Gómez,0,0,0,0,0,0,
696,TSG Hoffenheim,,Robin Hack,0,0,0,0,0,0,
697,Young Boys,,Gregory Wüthrich,0,0,0,0,0,0,
698,Club Brugge KV,,Saulo Decarli,0,0,0,0,0,0,
699,Lokomotiv Moscow,,Boris Rotenberg,0,0,0,0,0,0,
700,CSKA Moscow,,Georgiy Kyrnats,0,0,0,0,0,0,
701,Club Brugge KV,,Krépin Diatta,0,0,0,0,0,0,
702,CSKA Moscow,,Takuma Nishimura,0,0,0,0,0,0,
