#,Time,Time,Nome,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Notas Sofascore,Nota Sofascore
384,Celtic,,Giorgos Giakoumakis,4,4,3,0,6.67,6.67
385,Eintracht Frankfurt,,Randal Kolo Muani,4,2,0,0,6.59,6.59
386,Liverpool,,Joe Gomez,4,5,6,0,6.58,6.58
387,Sevilla,,Erik Lamela,4,2,0,0,6.56,6.56
388,Rangers,,Ryan Jack,4,1,1,1,6.55,6.55
389,Viktoria Plzeň,,Modou N'Diaye,4,6,4,0,6.55,6.55
390,Celtic,,Oliver Abildgaard,4,0,1,0,6.55,6.55
391,Rangers,,Scott Arfield,4,1,1,0,6.50,6.50
392,AFC Ajax,,Jurriën Timber,4,8,13,0,6.48,6.48
393,Olympique de Marseille,,Issa Kaboré,4,0,0,0,6.48,6.48
394,Milan,,Sergiño Dest,4,1,0,0,6.45,6.45
395,Maccabi Haifa,,Raz Meir,4,0,0,0,6.45,6.45
396,FC København,,Elias Jelert,4,1,1,0,6.45,6.45
397,FC Bayern München,,Lucas Hernández,3,8,2,0,7.75,7.75
398,Liverpool,,Mohamed Salah,3,2,1,0,7.70,7.70
399,Paris Saint-Germain,,Neymar,3,2,2,0,7.45,7.45
400,Napoli,,Leo Østigård,3,2,13,0,7.33,7.33
401,Borussia Dortmund,,Felix Passlack,3,0,2,0,7.20,7.20
402,FC Porto,,Wenderson Galeno,3,10,5,0,7.09,7.09
403,Napoli,,Giovanni Simeone,3,0,2,0,7.07,7.07
404,Milan,,Matteo Gabbia,3,3,10,0,7.03,7.03
405,Milan,,Rafael Leão,3,3,7,0,7.03,7.03
406,Sporting,,Marcus Edwards,3,1,1,0,7.02,7.02
407,Tottenham Hotspur,,Richarlison,3,2,0,0,7.00,7.00
408,Inter,,Romelu Lukaku,3,0,3,0,6.96,6.96
409,Sporting,,Paulinho,3,0,6,0,6.96,6.96
410,Liverpool,,Diogo Jota,3,0,1,0,6.95,6.95
411,Liverpool,,Darwin Núñez,3,1,1,0,6.93,6.93
412,FC København,,Denis Vavro,3,7,22,0,6.90,6.90
413,AFC Ajax,,Steven Bergwijn,3,1,0,0,6.83,6.83
414,Borussia Dortmund,,Giovanni Reyna,3,3,2,1,6.83,6.83
415,Juventus,,Alex Sandro,3,5,6,0,6.83,6.83
416,Sevilla,,Youssef En-Nesyri,3,2,3,0,6.80,6.80
417,Borussia Dortmund,,Thorgan Hazard,3,3,3,0,6.80,6.80
418,Real Madrid,,Ferland Mendy,3,3,3,0,6.80,6.80
419,Olympique de Marseille,,Cengiz Ünder,3,1,0,0,6.78,6.78
420,Viktoria Plzeň,,Tomáš Chorý,3,1,6,0,6.77,6.77
421,Celtic,,Callum McGregor,3,5,4,0,6.77,6.77
422,Atlético Madrid,,Stefan Savić,3,2,7,0,6.77,6.77
423,Celtic,,Cameron Carter-Vickers,3,4,14,0,6.75,6.75
424,Barcelona,,Gerard Piqué,3,3,8,0,6.75,6.75
425,FC Porto,,Wendell,3,1,3,0,6.72,6.72
426,Bayer 04 Leverkusen,,Nadiem Amiri,3,2,1,0,6.70,6.70
427,Club Brugge KV,,Eduard Sobol,3,2,2,0,6.70,6.70
428,Bayer 04 Leverkusen,,Exequiel Palacios,3,1,1,0,6.70,6.70
429,Maccabi Haifa,,Frantzdy Pierrot,3,1,8,0,6.68,6.68
430,Chelsea,,N'Golo Kanté,3,2,0,0,6.65,6.65
431,Paris Saint-Germain,,Renato Sanches,3,1,0,0,6.65,6.65
432,Sevilla,,Suso,3,1,1,0,6.63,6.63
433,Maccabi Haifa,,Dean David,3,0,0,0,6.62,6.62
434,Red Bull Salzburg,,Benjamin Šeško,3,0,2,0,6.60,6.60
435,Sevilla,,Nemanja Gudelj,3,2,14,0,6.60,6.60
436,GNK Dinamo Zagreb,,Martin Baturina,3,0,0,0,6.58,6.58
437,Borussia Dortmund,,Marius Wolf,3,2,5,0,6.58,6.58
438,Napoli,,Juan Jesus,3,1,6,0,6.57,6.57
439,RB Leipzig,,Lukas Klostermann,3,0,0,0,6.55,6.55
440,Tottenham Hotspur,,Lucas Moura,3,0,0,0,6.53,6.53
441,Bayer 04 Leverkusen,,Amine Adli,3,0,0,0,6.53,6.53
442,Inter,,Danilo D'Ambrosio,3,4,4,0,6.46,6.46
443,Sporting,,Flávio Nazinho,3,1,2,0,6.37,6.37
444,FC København,,Marko Stamenić,3,3,2,0,6.37,6.37
445,Rangers,,Scott Wright,3,1,2,0,6.33,6.33
446,Juventus,,Fabio Miretti,3,0,0,0,6.26,6.26
447,Rangers,,Ben Davies,3,4,12,0,6.23,6.23
448,Maccabi Haifa,,Sun Menahem,3,0,2,0,6.23,6.23
449,Sporting,,Arthur Gomes,2,0,2,0,7.37,7.37
450,Barcelona,,Ferran Torres,2,0,1,0,7.18,7.18
451,FC Porto,,Iván Marcano,2,4,12,0,7.17,7.17
452,Real Madrid,,Karim Benzema,2,0,8,0,7.16,7.16
453,Juventus,,Daniele Rugani,2,3,4,0,7.10,7.10
454,Manchester City,,John Stones,2,4,10,0,7.05,7.05
455,Maccabi Haifa,,Tjaronn Chery,2,1,2,0,7.02,7.02
456,Sevilla,,Tanguy Nianzou,2,2,5,0,7.00,7.00
457,Club Brugge KV,,Ferran Jutglà,2,0,1,0,6.99,6.99
458,GNK Dinamo Zagreb,,Kévin Théophile-Catherine,2,1,1,0,6.90,6.90
459,Real Madrid,,Jesús Vallejo,2,0,2,0,6.90,6.90
460,Bayer 04 Leverkusen,,Callum Hudson-Odoi,2,3,1,0,6.88,6.88
461,Juventus,,Nicolò Fagioli,2,1,0,0,6.85,6.85
462,Napoli,,Alessandro Zanoli,2,1,0,0,6.85,6.85
463,Eintracht Frankfurt,,Makoto Hasebe,2,2,9,0,6.85,6.85
464,Juventus,,Arkadiusz Milik,2,1,0,0,6.84,6.84
465,FC København,,Paul Mukairu,2,0,0,0,6.80,6.80
466,Atlético Madrid,,Koke,2,1,0,0,6.80,6.80
467,Sporting,,Dário Essugo,2,0,0,0,6.80,6.80
468,Sevilla,,Adnan Januzaj,2,1,0,0,6.80,6.80
469,RB Leipzig,,Timo Werner,2,0,3,1,6.79,6.79
470,Sevilla,,Papu Gómez,2,3,0,0,6.78,6.78
471,Bayer 04 Leverkusen,,Adam Hložek,2,0,7,0,6.76,6.76
472,Atlético Madrid,,Matheus Cunha,2,1,0,0,6.74,6.74
473,Juventus,,Leonardo Bonucci,2,2,14,0,6.73,6.73
474,FC København,,Rasmus Falk Jensen,2,7,2,0,6.73,6.73
475,Liverpool,,Andrew Robertson,2,2,5,0,6.72,6.72
476,GNK Dinamo Zagreb,,Dario Špikić,2,4,0,0,6.70,6.70
477,Viktoria Plzeň,,Aleš Čermák,2,2,0,0,6.70,6.70
478,Inter,,Joaquín Correa,2,0,1,0,6.69,6.69
479,FC Porto,,Danny Namaso,2,0,0,0,6.65,6.65
480,Sevilla,,Thomas Delaney,2,1,5,0,6.65,6.65
481,Borussia Dortmund,,Youssoufa Moukoko,2,0,0,0,6.64,6.64
482,Napoli,,Alessio Zerbin,2,0,0,0,6.63,6.63
483,FC Porto,,Bruno Costa,2,1,0,0,6.63,6.63
484,GNK Dinamo Zagreb,,Marko Bulat,2,0,2,0,6.63,6.63
485,Bayer 04 Leverkusen,,Patrik Schick,2,1,3,0,6.60,6.60
486,Liverpool,,Fabio Carvalho,2,0,0,0,6.60,6.60
487,FC København,,Davit Khocholava,2,10,21,0,6.60,6.60
488,Shakhtar Donetsk,,Oleg Ocheretko,2,0,0,0,6.60,6.60
489,Paris Saint-Germain,,Warren Zaïre-Emery,2,0,0,0,6.60,6.60
490,Tottenham Hotspur,,Yves Bissouma,2,2,2,0,6.60,6.60
491,Paris Saint-Germain,,Presnel Kimpembe,2,2,2,0,6.60,6.60
492,Viktoria Plzeň,,Erik Jirka,2,7,4,0,6.57,6.57
493,FC København,,Mohamed Daramy,2,4,0,0,6.57,6.57
494,Borussia Dortmund,,Anthony Modeste,2,0,6,0,6.56,6.56
495,Liverpool,,Curtis Jones,2,1,0,0,6.55,6.55
496,Chelsea,,Christian Pulišić,2,2,0,0,6.54,6.54
497,Barcelona,,Pablo Torre,2,1,0,0,6.53,6.53
498,Celtic,,Kyogo Furuhashi,2,0,1,0,6.53,6.53
499,Atlético Madrid,,Ángel Correa,2,0,0,1,6.53,6.53
500,AFC Ajax,,Youri Baas,2,0,1,0,6.53,6.53
501,Atlético Madrid,,Marcos Llorente,2,2,3,0,6.53,6.53
502,Eintracht Frankfurt,,Rafael Borré,2,0,1,0,6.53,6.53
503,Milan,,Fodé Ballo-Touré,2,5,1,0,6.53,6.53
504,Shakhtar Donetsk,,Ivan Petriak,2,0,0,0,6.50,6.50
505,Sevilla,,Jesús Navas,2,5,2,0,6.47,6.47
506,Inter,,Raoul Bellanova,2,1,2,0,6.47,6.47
507,Bayer 04 Leverkusen,,Paulinho,2,0,0,0,6.45,6.45
508,Viktoria Plzeň,,Mohamed Tijani,2,2,9,0,6.43,6.43
509,Viktoria Plzeň,,Václav Pilař,2,0,1,0,6.40,6.40
510,Chelsea,,Armando Broja,2,0,0,0,6.40,6.40
511,Juventus,,Federico Gatti,2,2,6,0,6.30,6.30
512,Maccabi Haifa,,Arad Ofri,2,1,0,0,6.30,6.30
513,Milan,,Charles De Ketelaere,2,3,0,0,6.28,6.28
514,Maccabi Haifa,,Mavis Tchibota,2,0,0,0,6.23,6.23
515,Juventus,,Tommaso Barbieri,2,0,0,0,0,
516,Red Bull Salzburg,,Fernando,1,1,0,0,7.60,7.60
517,Juventus,,Ángel Di María,1,0,0,0,7.57,7.57
518,Manchester City,,Erling Haaland,1,2,3,0,7.41,7.41
519,Celtic,,Jota,1,3,0,0,7.40,7.40
520,Olympique de Marseille,,Amine Harit,1,3,1,0,7.40,7.40
521,Real Madrid,,Thibaut Courtois,1,0,9,1,7.34,7.34
522,Manchester City,,Rico Lewis,1,0,0,0,7.05,7.05
523,Sporting,,Luís Neto,1,0,2,0,7.00,7.00
524,Tottenham Hotspur,,Harry Kane,1,2,5,0,6.99,6.99
525,Chelsea,,Denis Zakaria,1,2,1,0,6.95,6.95
526,Red Bull Salzburg,,Philipp Köhn,1,0,3,0,6.95,6.95
527,Real Madrid,,Marco Asensio,1,5,1,0,6.95,6.95
528,AFC Ajax,,Owen Wijndal,1,2,2,0,6.90,6.90
529,Tottenham Hotspur,,Matt Doherty,1,2,0,0,6.85,6.85
530,Atlético Madrid,,Thomas Lemar,1,1,0,0,6.85,6.85
531,Club Brugge KV,,Dedryck Boyata,1,7,6,0,6.83,6.83
532,Manchester City,,Cole Palmer,1,0,0,0,6.80,6.80
533,Tottenham Hotspur,,Japhet Tanganga,1,0,0,0,6.80,6.80
534,Liverpool,,Alex Oxlade-Chamberlain,1,1,0,0,6.80,6.80
535,FC Porto,,André Franco,1,0,0,0,6.80,6.80
536,Paris Saint-Germain,,Pablo Sarabia,1,0,0,0,6.77,6.77
537,RB Leipzig,,Marcel Halstenberg,1,6,2,0,6.75,6.75
538,Olympique de Marseille,,Dimitri Payet,1,1,0,0,6.75,6.75
539,FC København,,Andreas Cornelius,1,0,1,0,6.75,6.75
540,Olympique de Marseille,,Pape Gueye,1,1,0,0,6.75,6.75
541,Borussia Dortmund,,Karim Adeyemi,1,2,1,0,6.70,6.70
542,Benfica,,Diogo Gonçalves,1,0,0,0,6.70,6.70
543,Sporting,,Mateus Fernandes,1,0,2,0,6.70,6.70
544,Manchester City,,Josh Wilson-Esbrand,1,0,0,0,6.70,6.70
545,Juventus,,Mattia De Sciglio,1,1,0,0,6.70,6.70
546,Juventus,,Moise Kean,1,0,0,0,6.68,6.68
547,GNK Dinamo Zagreb,,Petar Bočkaj,1,0,0,0,6.67,6.67
548,Juventus,,Dušan Vlahović,1,0,4,0,6.66,6.66
549,Benfica,,João Neves,1,0,1,0,6.65,6.65
550,Olympique de Marseille,,Luis Javier Suárez,1,0,1,0,6.63,6.63
551,Paris Saint-Germain,,Nordi Mukiele,1,1,2,0,6.63,6.63
552,FC Bayern München,,Mathys Tel,1,3,0,0,6.62,6.62
553,Barcelona,,Ronald Araújo,1,0,0,0,6.60,6.60
554,Club Brugge KV,,Mats Rits,1,0,0,0,6.60,6.60
555,Club Brugge KV,,Lynnt Audoor,1,0,0,0,6.60,6.60
556,Eintracht Frankfurt,,Hrvoje Smolčić,1,5,10,0,6.60,6.60
557,Sporting,,Sotiris Alexandropoulos,1,0,2,0,6.57,6.57
558,Sporting,,José Marsà,1,1,6,0,6.55,6.55
559,Atlético Madrid,,Mario Hermoso,1,2,9,0,6.53,6.53
560,Olympique de Marseille,,Gerson,1,0,0,0,6.53,6.53
561,Celtic,,James Forrest,1,1,1,0,6.53,6.53
562,RB Leipzig,,Yussuf Poulsen,1,0,1,0,6.52,6.52
563,Benfica,,Julian Draxler,1,0,0,0,6.50,6.50
564,Paris Saint-Germain,,El Chadaille Bitshiabu,1,0,1,0,6.50,6.50
565,Eintracht Frankfurt,,Philipp Max,1,1,1,0,6.50,6.50
566,FC Porto,,Bernardo Folha,1,0,0,0,6.50,6.50
567,Bayer 04 Leverkusen,,Timothy Fosu-Mensah,1,1,0,0,6.50,6.50
568,Shakhtar Donetsk,,Neven Đurasek,1,4,1,0,6.50,6.50
569,Celtic,,Liel Abada,1,2,0,0,6.48,6.48
570,FC København,,Christian Sørensen,1,2,0,0,6.48,6.48
571,Celtic,,David Turnbull,1,0,0,0,6.46,6.46
572,Borussia Dortmund,,Donyell Malen,1,2,1,0,6.45,6.45
573,FC Porto,,Gonçalo Borges,1,0,0,0,6.45,6.45
574,FC Porto,,Gabriel Veron,1,0,0,0,6.43,6.43
575,Paris Saint-Germain,,Hugo Ekitiké,1,0,0,0,6.43,6.43
576,Rangers,,Alfredo Morelos,1,1,3,0,6.40,6.40
577,Liverpool,,Arthur,1,0,0,0,6.40,6.40
578,Rangers,,Rabbi Matondo,1,2,0,0,6.40,6.40
579,Rangers,,Rıdvan Yılmaz,1,3,1,0,6.40,6.40
580,Barcelona,,Ansu Fati,1,0,0,0,6.38,6.38
581,AFC Ajax,,Florian Grillitsch,1,0,0,0,6.38,6.38
582,Club Brugge KV,,Roman Yaremchuk,1,0,0,0,6.33,6.33
583,Club Brugge KV,,Clinton Mata,1,4,1,0,6.20,6.20
584,Club Brugge KV,,Jack Hendry,1,0,3,0,6.10,6.10
585,Viktoria Plzeň,,Jan Kopic,1,1,0,0,6.00,6.00
586,FC Porto,,Rodrigo Conceição,1,0,1,0,0,
587,Borussia Dortmund,,Gregor Kobel,0,0,5,0,7.83,7.83
588,Benfica,,Henrique Araújo,0,0,0,0,7.80,7.80
589,FC Bayern München,,Manuel Neuer,0,0,0,0,7.57,7.57
590,Paris Saint-Germain,,Kylian Mbappé,0,0,2,0,7.53,7.53
591,FC Porto,,Diogo Costa,0,0,7,0,7.53,7.53
592,Milan,,Ciprian Tătărușanu,0,0,5,0,7.48,7.48
593,FC København,,Kamil Grabara,0,0,2,0,7.43,7.43
594,Club Brugge KV,,Simon Mignolet,0,1,9,0,7.41,7.41
595,Inter,,André Onana,0,0,6,0,7.41,7.41
596,Juventus,,Samuel Iling Junior,0,1,1,0,7.40,7.40
597,Barcelona,,Iñaki Peña,0,0,0,0,7.40,7.40
598,Sevilla,,Marko Dmitrović,0,0,2,0,7.40,7.40
599,FC Bayern München,,Sven Ulreich,0,0,2,0,7.33,7.33
600,Manchester City,,Ederson,0,0,7,0,7.29,7.29
601,FC Bayern München,,Yann Sommer,0,0,8,0,7.28,7.28
602,Shakhtar Donetsk,,Anatoliy Trubin,0,0,10,0,7.27,7.27
603,Barcelona,,Jordi Alba,0,0,1,0,7.25,7.25
604,Milan,,Mike Maignan,0,0,7,0,7.21,7.21
605,Sevilla,,Fernando,0,1,0,0,7.20,7.20
606,Eintracht Frankfurt,,Kevin Trapp,0,0,9,0,7.13,7.13
607,Napoli,,Alex Meret,0,0,12,0,7.12,7.12
608,Viktoria Plzeň,,Jan Kliment,0,0,1,0,7.10,7.10
609,Tottenham Hotspur,,Fraser Forster,0,0,0,0,7.10,7.10
610,Tottenham Hotspur,,Hugo Lloris,0,1,5,0,7.10,7.10
611,Chelsea,,Kepa Arrizabalaga,0,1,7,0,7.10,7.10
612,Juventus,,Mattia Perin,0,0,0,0,7.05,7.05
613,Manchester City,,Stefan Ortega,0,0,0,0,7.00,7.00
614,Atlético Madrid,,Jan Oblak,0,0,2,0,7.00,7.00
615,RB Leipzig,,Janis Blaswich,0,0,5,0,7.00,7.00
616,GNK Dinamo Zagreb,,Dominik Livaković,0,0,6,0,6.98,6.98
617,Benfica,,Petar Musa,0,1,0,0,6.96,6.96
618,Chelsea,,Pierre-Emerick Aubameyang,0,0,1,0,6.95,6.95
619,Borussia Dortmund,,Alexander Meyer,0,0,1,0,6.92,6.92
620,Paris Saint-Germain,,Gianluigi Donnarumma,0,0,11,1,6.88,6.88
621,AFC Ajax,,Francisco Conceição,0,0,1,0,6.83,6.83
622,Tottenham Hotspur,,Bryan Gil,0,2,0,0,6.83,6.83
623,Bayer 04 Leverkusen,,Lukáš Hrádecký,0,0,1,1,6.83,6.83
624,Club Brugge KV,,Antonio Nusa,0,0,2,0,6.83,6.83
625,Real Madrid,,Eden Hazard,0,1,0,0,6.80,6.80
626,Juventus,,Federico Chiesa,0,0,0,0,6.80,6.80
627,Celtic,,Carl Starfelt,0,0,5,0,6.80,6.80
628,Viktoria Plzeň,,Marián Tvrdoň,0,0,0,0,6.80,6.80
629,Shakhtar Donetsk,,Lassina Traoré,0,0,3,0,6.78,6.78
630,Manchester City,,Aymeric Laporte,0,3,4,0,6.78,6.78
631,Sevilla,,Rafa Mir,0,0,5,0,6.77,6.77
632,Rangers,,Allan McGregor,0,0,2,0,6.74,6.74
633,Eintracht Frankfurt,,Timothy Chandler,0,0,0,0,6.70,6.70
634,Barcelona,,Marc Casadó,0,0,1,0,6.70,6.70
635,Barcelona,,Álvaro Sanz Catalán,0,0,0,0,6.70,6.70
636,GNK Dinamo Zagreb,,Rasmus Lauritsen,0,1,1,0,6.70,6.70
637,Celtic,,James McCarthy,0,0,1,0,6.70,6.70
638,Sporting,,Rochinha,0,0,0,0,6.70,6.70
639,Benfica,,Morato,0,1,3,0,6.70,6.70
640,AFC Ajax,,Brian Brobbey,0,0,0,0,6.70,6.70
641,Olympique de Marseille,,Pau López,0,0,4,0,6.70,6.70
642,Olympique de Marseille,,Samuel Gigot,0,4,5,0,6.68,6.68
643,Benfica,,Odysseas Vlachodimos,0,0,9,0,6.67,6.67
644,Liverpool,,Alisson,0,0,1,1,6.66,6.66
645,Borussia Dortmund,,Sébastien Haller,0,0,0,0,6.65,6.65
646,Benfica,,Gonçalo Guedes,0,0,1,0,6.65,6.65
647,Real Madrid,,Andriy Lunin,0,0,1,0,6.65,6.65
648,Manchester City,,Kalvin Phillips,0,1,0,0,6.65,6.65
649,Maccabi Haifa,,Nikita Rukavytsya,0,0,0,0,6.64,6.64
650,Milan,,Divock Origi,0,0,3,0,6.63,6.63
651,Chelsea,,Hakim Ziyech,0,2,0,0,6.63,6.63
652,Juventus,,Matías Soulé,0,0,1,0,6.60,6.60
653,GNK Dinamo Zagreb,,Mahir Emreli,0,0,1,0,6.60,6.60
654,Liverpool,,Calvin Ramsay,0,0,1,0,6.60,6.60
655,Sporting,,Jovane Cabral,0,0,0,0,6.60,6.60
656,Borussia Dortmund,,Soumaila Coulibaly,0,1,1,0,6.60,6.60
657,Celtic,,Stephen Welsh,0,1,6,0,6.60,6.60
658,Bayer 04 Leverkusen,,Sardar Azmoun,0,0,0,0,6.60,6.60
659,FC København,,Nicolai Boilesen,0,2,3,0,6.60,6.60
660,Sevilla,,Kasper Dolberg,0,1,1,0,6.58,6.58
661,FC København,,Mathew Ryan,0,0,0,0,6.55,6.55
662,Napoli,,Gianluca Gaetano,0,0,0,0,6.55,6.55
663,Club Brugge KV,,Éder Balanta,0,2,1,0,6.55,6.55
664,Atlético Madrid,,Álvaro Morata,0,0,3,0,6.54,6.54
665,Barcelona,,Marc-André ter Stegen,0,0,2,0,6.54,6.54
666,Sporting,,Antonio Adán,0,0,6,1,6.52,6.52
667,Viktoria Plzeň,,Fortune Akpan Bassey,0,0,0,0,6.50,6.50
668,Celtic,,Aaron Mooy,0,1,3,0,6.50,6.50
669,FC Bayern München,,Paul Wanner,0,1,0,0,6.50,6.50
670,AFC Ajax,,Lucas Ocampos,0,1,1,0,6.50,6.50
671,Red Bull Salzburg,,Sekou Koita,0,0,0,0,6.50,6.50
672,Chelsea,,Edouard Mendy,0,0,0,0,6.50,6.50
673,Real Madrid,,Mariano Díaz,0,0,0,0,6.50,6.50
674,Tottenham Hotspur,,Arnaut Danjuma,0,0,0,0,6.50,6.50
675,Borussia Dortmund,,Julian Ryerson,0,0,4,0,6.50,6.50
676,Maccabi Haifa,,Suf Podgoreanu,0,0,0,0,6.50,6.50
677,Rangers,,Jon McLaughlin,0,0,0,0,6.50,6.50
678,Red Bull Salzburg,,Roko Šimić,0,0,0,0,6.50,6.50
679,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,0,0,6.50,6.50
680,Borussia Dortmund,,Antonios Papadopoulos,0,0,0,0,6.50,6.50
681,Borussia Dortmund,,Tom Rothe,0,1,4,0,6.50,6.50
682,AFC Ajax,,Remko Pasveer,0,0,5,1,6.47,6.47
683,Tottenham Hotspur,,Davinson Sánchez,0,0,1,0,6.45,6.45
684,AFC Ajax,,Davy Klaassen,0,0,2,0,6.44,6.44
685,GNK Dinamo Zagreb,,Josip Drmić,0,0,2,0,6.44,6.44
686,Viktoria Plzeň,,Jindřich Staněk,0,0,4,0,6.44,6.44
687,Shakhtar Donetsk,,Danylo Sikan,0,0,2,0,6.43,6.43
688,Shakhtar Donetsk,,Andrii Totovytskyi,0,0,1,0,6.40,6.40
689,Barcelona,,Memphis Depay,0,0,0,0,6.40,6.40
690,Club Brugge KV,,Cyle Larin,0,0,0,0,6.40,6.40
691,GNK Dinamo Zagreb,,Antonio Marin,0,0,0,0,6.40,6.40
692,Shakhtar Donetsk,,Dmytro Kryskiv,0,0,0,0,6.40,6.40
693,FC København,,Orri Steinn Óskarsson,0,0,0,0,6.40,6.40
694,Eintracht Frankfurt,,Lucas Alario,0,0,0,0,6.40,6.40
695,Benfica,,Rodrigo Pinho,0,0,1,0,6.40,6.40
696,Maccabi Haifa,,Josh Cohen,0,0,5,0,6.40,6.40
697,Sevilla,,Bono,0,0,4,0,6.38,6.38
698,Juventus,,Wojciech Szczęsny,0,0,2,0,6.35,6.35
699,Rangers,,Antonio Čolak,0,1,2,0,6.33,6.33
700,Viktoria Plzeň,,Jan Sýkora,0,3,2,0,6.30,6.30
701,Barcelona,,Alejandro Balde,0,0,0,0,6.30,6.30
702,Celtic,,Alexandro Bernabei,0,0,0,0,6.30,6.30
703,Atlético Madrid,,Ivo Grbić,0,0,0,0,6.30,6.30
704,Rangers,,Alex Lowry,0,0,0,0,6.30,6.30
705,Borussia Dortmund,,Jamie Gittens,0,0,1,0,6.30,6.30
706,FC København,,Roony Bardghji,0,0,1,0,6.25,6.25
707,Celtic,,Joe Hart,0,1,1,1,6.23,6.23
708,Inter,,Valentín Carboni,0,0,0,0,6.20,6.20
709,Club Brugge KV,,Cisse Sandra,0,0,0,0,6.20,6.20
710,FC København,,Mamoudou Karamoko,0,0,1,0,6.20,6.20
711,FC København,,Peter Ankersen,0,0,0,0,6.20,6.20
712,Sporting,,Franco Israel,0,0,0,1,6.15,6.15
713,Atlético Madrid,,Pablo Barrios,0,0,0,0,6.10,6.10
714,Sevilla,,Karim Rekik,0,0,0,0,6.00,6.00
715,Rangers,,Glen Kamara,0,4,1,1,5.90,5.90
716,RB Leipzig,,Péter Gulácsi,0,0,0,1,5.77,5.77
717,Viktoria Plzeň,,Adam Kronus,0,0,0,0,0,
718,Benfica,,Andreas Schjelderup,0,0,0,0,0,
719,Juventus,,Enzo Barrenechea,0,0,0,0,0,
720,Club Brugge KV,,Jorne Spileers,0,0,4,0,0,
721,RB Leipzig,,Hugo Novoa Ramos,0,0,0,0,0,
722,Benfica,,Lucas Veríssimo,0,0,1,0,0,
