#,Time,Time,Nome,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Notas Sofascore,Nota Sofascore
95,Young Boys,,Sandro Lauper,13,8,9,0,6.93,6.93
96,Young Boys,,Christopher Martins Pereira,13,10,6,0,6.92,6.92
97,Manchester United,,Fred,13,7,2,0,6.90,6.90
98,Manchester City,,Oleksandr Zinchenko,13,11,5,0,6.89,6.89
99,Barcelona,,Frenkie de Jong,13,5,4,0,6.88,6.88
100,Sheriff Tiraspol,,Cristiano,13,5,17,0,6.87,6.87
101,Dynamo Kyiv,,Illia Zabarnyi,13,10,29,0,6.87,6.87
102,Red Bull Salzburg,,Maximilian Wöber,13,14,29,0,6.86,6.86
103,Borussia Dortmund,,Thomas Meunier,13,11,9,0,6.77,6.77
104,RB Leipzig,,Konrad Laimer,13,7,0,0,6.75,6.75
105,Shakhtar Donetsk,,Dodô,13,5,6,1,6.70,6.70
106,Milan,,Alexis Saelemaekers,13,5,2,0,6.68,6.68
107,Red Bull Salzburg,,Luka Sučić,13,4,2,0,6.65,6.65
108,Red Bull Salzburg,,Nicolás Capaldo,13,11,5,0,6.44,6.44
109,Manchester United,,Bruno Fernandes,12,2,6,0,7.44,7.44
110,Borussia Dortmund,,Jude Bellingham,12,7,5,0,7.40,7.40
111,FC Bayern München,,Leon Goretzka,12,7,4,0,7.40,7.40
112,Borussia Dortmund,,Marco Reus,12,2,5,0,7.22,7.22
113,AFC Ajax,,Daley Blind,12,5,11,0,7.13,7.13
114,Zenit St. Petersburg,,Wendel,12,6,5,0,7.08,7.08
115,Liverpool,,Jordan Henderson,12,13,3,0,7.08,7.08
116,Liverpool,,Alex Oxlade-Chamberlain,12,4,0,0,7.07,7.07
117,Lille,,Tiago Djaló,12,6,18,0,6.89,6.89
118,Chelsea,,César Azpilicueta,12,9,9,0,6.88,6.88
119,Manchester City,,Aymeric Laporte,12,11,19,0,6.88,6.88
120,Real Madrid,,Ferland Mendy,12,7,16,0,6.87,6.87
121,Sporting,,Matheus Nunes,12,7,9,0,6.87,6.87
122,Manchester United,,Aaron Wan-Bissaka,12,11,7,0,6.78,6.78
123,Sporting,,Pedro Porro,12,11,6,0,6.67,6.67
124,Beşiktaş,,Valentin Rosier,12,9,10,0,6.58,6.58
125,Young Boys,,Ulisses Garcia,12,6,6,0,6.56,6.56
126,RB Leipzig,,Christopher Nkunku,11,4,0,0,7.87,7.87
127,FC Bayern München,,Kingsley Coman,11,2,2,0,7.74,7.74
128,AFC Ajax,,Antony,11,3,0,0,7.43,7.43
129,Sporting,,Sebastián Coates,11,9,25,0,7.37,7.37
130,VfL Wolfsburg,,Maximilian Arnold,11,5,5,0,7.10,7.10
131,Juventus,,Mattia De Sciglio,11,7,2,0,7.08,7.08
132,AFC Ajax,,Jurriën Timber,11,11,14,0,7.06,7.06
133,Real Madrid,,Lucas Vázquez,11,0,5,0,7.06,7.06
134,VfL Wolfsburg,,Renato Steffen,11,1,2,0,6.90,6.90
135,Benfica,,Julian Weigl,11,12,15,0,6.88,6.88
136,Manchester City,,Rúben Dias,11,8,15,0,6.87,6.87
137,Paris Saint-Germain,,Ander Herrera,11,7,4,0,6.87,6.87
138,Paris Saint-Germain,,Presnel Kimpembe,11,5,30,0,6.84,6.84
139,Milan,,Sandro Tonali,11,3,5,0,6.78,6.78
140,RB Leipzig,,Willi Orbán,11,6,8,0,6.68,6.68
141,Atlético Madrid,,Šime Vrsaljko,11,8,13,0,6.66,6.66
142,Barcelona,,Sergiño Dest,11,1,0,0,6.65,6.65
143,Atalanta,,Joakim Mæhle,11,6,3,0,6.64,6.64
144,Benfica,,Rafa Silva,11,5,0,0,6.62,6.62
145,Atlético Madrid,,Mario Hermoso,11,10,22,0,6.62,6.62
146,VfL Wolfsburg,,Aster Vranckx,11,1,1,0,6.60,6.60
147,Sporting,,Ricardo Esgaio,11,3,5,0,6.55,6.55
148,FC Porto,,Mateus Uribe,11,9,2,0,6.55,6.55
149,Red Bull Salzburg,,Ignace Van der Brempt,11,1,1,0,6.50,6.50
150,Malmö FF,,Sergio Peña,11,8,1,0,6.46,6.46
151,Zenit St. Petersburg,,Claudinho,10,5,3,0,7.27,7.27
152,Paris Saint-Germain,,Marquinhos,10,4,37,1,7.09,7.09
153,RB Leipzig,,Amadou Haidara,10,3,1,0,7.05,7.05
154,Manchester United,,Diogo Dalot,10,2,6,0,6.97,6.97
155,Liverpool,,Luis Díaz,10,3,1,0,6.96,6.96
156,Chelsea,,N'Golo Kanté,10,5,2,0,6.93,6.93
157,Villarreal,,Raúl Albiol,10,7,60,0,6.89,6.89
158,FC Bayern München,,Jamal Musiala,10,8,1,0,6.87,6.87
159,Chelsea,,Marcos Alonso,10,8,2,0,6.86,6.86
160,Real Madrid,,Nacho Fernández,10,11,15,0,6.84,6.84
161,Villarreal,,Manu Trigueros,10,0,4,0,6.80,6.80
162,VfL Wolfsburg,,Ridle Baku,10,2,8,0,6.70,6.70
163,Malmö FF,,Bonke Innocent,10,5,7,0,6.52,6.52
164,Barcelona,,Gavi,10,3,1,0,6.43,6.43
165,Sheriff Tiraspol,,Sebastien Thill,9,11,14,0,7.40,7.40
166,Liverpool,,Andrew Robertson,9,12,12,0,7.22,7.22
167,Manchester City,,Jack Grealish,9,3,1,0,7.21,7.21
168,Atalanta,,Ruslan Malinovskyi,9,1,2,0,7.20,7.20
169,Chelsea,,Ruben Loftus-Cheek,9,1,0,0,7.14,7.14
170,Chelsea,,Mason Mount,9,0,0,0,7.13,7.13
171,Juventus,,Danilo,9,11,18,0,7.12,7.12
172,FC Porto,,Sérgio Oliveira,9,4,3,0,7.03,7.03
173,Shakhtar Donetsk,,Maycon,9,9,3,0,7.03,7.03
174,Liverpool,,Sadio Mané,9,0,4,0,7.03,7.03
175,Manchester City,,Fernandinho,9,9,1,1,7.00,7.00
176,Benfica,,André Almeida,9,3,6,0,6.90,6.90
177,Lille,,José Fonte,9,8,30,0,6.89,6.89
178,Young Boys,,Mohamed Camara,9,7,7,0,6.88,6.88
179,Dynamo Kyiv,,Denys Garmash,9,3,1,0,6.83,6.83
180,Beşiktaş,,Salih Uçan,9,3,0,0,6.74,6.74
181,Sporting,,Daniel Bragança,9,4,0,0,6.73,6.73
182,Sporting,,Matheus Reis,9,10,8,0,6.71,6.71
183,Atlético Madrid,,Renan Lodi,9,7,10,0,6.71,6.71
184,Barcelona,,Ronald Araújo,9,4,9,0,6.70,6.70
185,Lille,,Amadou Onana,9,0,3,0,6.70,6.70
186,Villarreal,,Alfonso Pedraza,9,4,7,0,6.67,6.67
187,Young Boys,,Silvan Hefti,9,5,7,0,6.67,6.67
188,Benfica,,Everton,9,3,2,0,6.53,6.53
189,RB Leipzig,,Tyler Adams,9,2,3,1,6.38,6.38
190,Club Brugge KV,,Kamal Sowah,9,3,1,0,6.30,6.30
191,Juventus,,Leonardo Bonucci,8,15,17,0,7.27,7.27
192,Real Madrid,,Rodrygo,8,11,1,0,7.27,7.27
193,AFC Ajax,,Dušan Tadić,8,5,3,0,7.24,7.24
194,Lille,,Jonathan Bamba,8,7,6,0,7.12,7.12
195,Villarreal,,Gerard Moreno,8,3,5,0,7.09,7.09
196,Atalanta,,Remo Freuler,8,7,7,0,7.07,7.07
197,Chelsea,,Andreas Christensen,8,7,8,0,7.05,7.05
198,Milan,,Alessio Romagnoli,8,9,20,0,7.02,7.02
199,Manchester United,,Harry Maguire,8,5,12,0,7.00,7.00
200,Club Brugge KV,,Charles De Ketelaere,8,1,2,0,6.98,6.98
201,Chelsea,,Saúl Ñíguez,8,2,6,0,6.98,6.98
202,Club Brugge KV,,Noa Lang,8,4,0,0,6.97,6.97
203,Liverpool,,Joël Matip,8,6,15,0,6.93,6.93
204,Sheriff Tiraspol,,Adama Malouda Traoré,8,6,6,0,6.92,6.92
205,Young Boys,,Michel Aebischer,8,10,2,0,6.90,6.90
206,Shakhtar Donetsk,,Fernando,8,2,1,0,6.86,6.86
207,Atalanta,,Merih Demiral,8,9,20,1,6.85,6.85
208,FC Bayern München,,Omar Richards,8,1,1,0,6.85,6.85
209,Borussia Dortmund,,Axel Witsel,8,7,4,0,6.85,6.85
210,FC Porto,,Marko Grujić,8,2,6,0,6.84,6.84
211,Atlético Madrid,,Kieran Trippier,8,0,0,0,6.83,6.83
212,VfL Wolfsburg,,Maxence Lacroix,8,14,24,0,6.82,6.82
213,Manchester City,,Raheem Sterling,8,2,0,0,6.81,6.81
214,Milan,,Fodé Ballo-Touré,8,3,2,0,6.80,6.80
215,Paris Saint-Germain,,Leandro Paredes,8,5,2,0,6.78,6.78
216,VfL Wolfsburg,,Josuha Guilavogui,8,15,18,0,6.78,6.78
217,Manchester United,,Donny van de Beek,8,5,2,1,6.78,6.78
218,Villarreal,,Yéremy Pino,8,8,1,0,6.77,6.77
219,Dynamo Kyiv,,Oleksandr Syrota,8,6,31,0,6.76,6.76
220,Dynamo Kyiv,,Tomasz Kędziora,8,5,8,0,6.74,6.74
221,Juventus,,Weston McKennie,8,7,5,1,6.70,6.70
222,Dynamo Kyiv,,Viktor Tsygankov,8,3,5,0,6.62,6.62
223,Manchester United,,Jadon Sancho,8,3,2,0,6.57,6.57
224,Liverpool,,Diogo Jota,8,6,3,0,6.50,6.50
225,Club Brugge KV,,Eduard Sobol,8,6,5,0,6.45,6.45
226,Club Brugge KV,,Jack Hendry,8,4,15,0,6.43,6.43
227,VfL Wolfsburg,,Jérôme Roussillon,8,3,8,1,6.30,6.30
228,Liverpool,,Konstantinos Tsimikas,7,6,5,0,7.44,7.44
229,Liverpool,,Mohamed Salah,7,2,0,0,7.30,7.30
230,FC Bayern München,,Thomas Müller,7,2,4,0,7.29,7.29
231,Manchester City,,Kevin De Bruyne,7,5,1,0,7.27,7.27
232,Chelsea,,Thiago Silva,7,12,14,0,7.18,7.18
233,Borussia Dortmund,,Mahmoud Dahoud,7,0,0,0,7.18,7.18
234,FC Bayern München,,Serge Gnabry,7,4,0,0,7.10,7.10
235,Barcelona,,Gerard Piqué,7,10,13,0,7.10,7.10
236,Chelsea,,Ben Chilwell,7,1,0,0,7.10,7.10
237,Juventus,,Juan Cuadrado,7,5,7,0,7.10,7.10
238,Atlético Madrid,,Stefan Savić,7,10,14,0,7.04,7.04
239,Sevilla,,Diego Carlos,7,3,21,0,7.03,7.03
240,Chelsea,,Hakim Ziyech,7,4,1,0,6.97,6.97
241,Manchester City,,İlkay Gündoğan,7,7,1,0,6.93,6.93
242,Sporting,,Pablo Sarabia,7,4,1,0,6.90,6.90
243,Inter,,Federico Dimarco,7,3,5,0,6.88,6.88
244,Sevilla,,Lucas Ocampos,7,3,0,0,6.83,6.83
245,AFC Ajax,,Davy Klaassen,7,2,1,0,6.76,6.76
246,Borussia Dortmund,,Nico Schulz,7,2,0,1,6.75,6.75
247,Inter,,Alessandro Bastoni,7,6,14,0,6.75,6.75
248,Sporting,,Zouhair Feddal,7,13,18,0,6.74,6.74
249,Juventus,,Matthijs de Ligt,7,9,22,0,6.73,6.73
250,Beşiktaş,,Francisco Montero,7,8,17,0,6.68,6.68
251,Barcelona,,Óscar Mingueza,7,5,0,0,6.68,6.68
252,Inter,,Matteo Darmian,7,2,2,0,6.65,6.65
253,Benfica,,Gonçalo Ramos,7,4,4,0,6.64,6.64
254,Atlético Madrid,,Ángel Correa,7,2,1,0,6.61,6.61
255,RB Leipzig,,Lukas Klostermann,7,8,11,0,6.56,6.56
256,Young Boys,,Fabian Rieder,7,6,3,1,6.55,6.55
257,Manchester United,,Paul Pogba,7,1,2,0,6.55,6.55
258,VfL Wolfsburg,,Kevin Mbabu,7,5,11,1,6.52,6.52
259,Lille,,Gabriel Gudmundsson,7,2,1,0,6.50,6.50
260,Malmö FF,,Veljko Birmančević,7,2,2,0,6.48,6.48
261,Milan,,Pierre Kalulu,7,3,1,0,6.44,6.44
262,Malmö FF,,Jo Inge Berget,7,3,11,0,6.44,6.44
263,Atlético Madrid,,Yannick Carrasco,7,2,2,0,6.41,6.41
264,Sporting,,Manuel Ugarte,7,4,0,0,6.38,6.38
265,FC Porto,,Wendell,7,2,2,0,6.20,6.20
266,Liverpool,,Neco Williams,6,1,0,0,7.50,7.50
267,Sporting,,Pedro Gonçalves,6,3,0,0,7.44,7.44
268,Club Brugge KV,,Hans Vanaken,6,8,4,0,7.23,7.23
269,Paris Saint-Germain,,Abdou Diallo,6,5,9,0,7.20,7.20
270,Manchester City,,Phil Foden,6,2,0,0,7.11,7.11
271,Benfica,,Darwin Núñez,6,0,9,0,7.06,7.06
272,Juventus,,Álvaro Morata,6,0,7,0,7.04,7.04
273,Paris Saint-Germain,,Neymar,6,0,0,0,7.02,7.02
274,Lille,,Angel Gomes,6,1,1,0,7.00,7.00
275,Sevilla,,Erik Lamela,6,0,1,0,7.00,7.00
276,Juventus,,Daniele Rugani,6,1,3,0,7.00,7.00
277,Chelsea,,Callum Hudson-Odoi,6,1,0,0,6.96,6.96
278,FC Bayern München,,Niklas Süle,6,5,13,0,6.96,6.96
279,Barcelona,,Clément Lenglet,6,5,2,0,6.95,6.95
280,Paris Saint-Germain,,Ángel Di María,6,0,1,0,6.94,6.94
281,AFC Ajax,,Nicolás Tagliafico,6,1,1,0,6.93,6.93
282,Red Bull Salzburg,,Jérôme Onguene,6,14,17,0,6.92,6.92
283,Benfica,,João Mário,6,6,1,0,6.91,6.91
284,Sevilla,,Gonzalo Montiel,6,2,4,0,6.90,6.90
285,Lille,,Sven Botman,6,3,20,0,6.90,6.90
286,Young Boys,,Meschack Elia,6,4,0,0,6.88,6.88
287,Lille,,Jonathan David,6,3,2,0,6.88,6.88
288,VfL Wolfsburg,,Yannick Gerhardt,6,0,0,0,6.85,6.85
289,Borussia Dortmund,,Manuel Akanji,6,9,12,0,6.84,6.84
290,RB Leipzig,,Kevin Kampl,6,6,2,0,6.83,6.83
291,Milan,,Theo Hernández,6,3,11,0,6.80,6.80
292,Borussia Dortmund,,Julian Brandt,6,4,2,0,6.78,6.78
293,Shakhtar Donetsk,,Ismaily,6,5,11,0,6.76,6.76
294,Atlético Madrid,,Héctor Herrera,6,1,2,0,6.75,6.75
295,Atlético Madrid,,Thomas Lemar,6,6,3,0,6.74,6.74
296,Milan,,Rafael Leão,6,1,3,0,6.70,6.70
297,FC Porto,,Mehdi Taremi,6,3,7,0,6.70,6.70
298,Villarreal,,Francis Coquelin,6,10,7,0,6.70,6.70
299,Sevilla,,Thomas Delaney,6,6,3,0,6.70,6.70
300,Dynamo Kyiv,,Carlos De Pena,6,11,3,0,6.68,6.68
301,Villarreal,,Moi Gómez,6,0,4,0,6.65,6.65
302,Manchester United,,Marcus Rashford,6,0,0,0,6.64,6.64
303,Zenit St. Petersburg,,Vyacheslav Karavaev,6,1,7,0,6.58,6.58
304,Liverpool,,James Milner,6,2,3,0,6.54,6.54
305,FC Porto,,Jesús Corona,6,3,6,0,6.53,6.53
306,FC Porto,,João Mário,6,4,6,0,6.53,6.53
307,Beşiktaş,,Cyle Larin,6,1,4,0,6.52,6.52
308,Sheriff Tiraspol,,Bruno,6,1,4,0,6.40,6.40
309,Malmö FF,,Erdal Rakip,6,0,0,0,6.40,6.40
310,Beşiktaş,,Fabrice N'Sakala,6,3,3,0,6.37,6.37
311,AFC Ajax,,Steven Berghuis,5,2,3,0,7.40,7.40
312,Inter,,Hakan Çalhanoğlu,5,2,2,0,7.30,7.30
313,Manchester United,,Alex Telles,5,5,3,0,7.20,7.20
314,Liverpool,,Virgil van Dijk,5,13,28,0,7.20,7.20
315,Manchester City,,Gabriel Jesus,5,2,1,0,7.16,7.16
316,Manchester United,,Mason Greenwood,5,2,2,0,7.13,7.13
317,Inter,,Stefan de Vrij,5,11,13,0,7.00,7.00
318,Sevilla,,Fernando,5,15,5,0,6.98,6.98
319,Borussia Dortmund,,Raphaël Guerreiro,5,0,3,0,6.93,6.93
320,Zenit St. Petersburg,,Daler Kuzyaev,5,3,3,0,6.90,6.90
321,Manchester United,,Victor Lindelöf,5,4,19,0,6.90,6.90
322,VfL Wolfsburg,,Lukas Nmecha,5,1,4,0,6.88,6.88
323,Milan,,Simon Kjær,5,3,16,0,6.87,6.87
324,Benfica,,Lucas Veríssimo,5,8,13,0,6.83,6.83
325,Atalanta,,Teun Koopmeiners,5,0,1,0,6.83,6.83
326,Milan,,Fikayo Tomori,5,5,20,1,6.82,6.82
327,Atlético Madrid,,José María Giménez,5,6,26,0,6.81,6.81
328,Chelsea,,Kai Havertz,5,3,6,0,6.80,6.80
329,Atalanta,,Matteo Pessina,5,1,1,0,6.78,6.78
330,Club Brugge KV,,Brandon Mechele,5,4,4,0,6.73,6.73
331,Inter,,Alexis Sánchez,5,2,0,0,6.70,6.70
332,Liverpool,,Takumi Minamino,5,0,0,0,6.68,6.68
333,FC Bayern München,,Tanguy Nianzou,5,4,2,0,6.68,6.68
334,Sevilla,,Joan Jordán,5,3,1,0,6.67,6.67
335,Lille,,Xeka,5,5,4,0,6.66,6.66
336,Malmö FF,,Adi Nalić,5,2,0,0,6.65,6.65
337,Shakhtar Donetsk,,Marcos Antônio,5,3,0,0,6.64,6.64
338,Beşiktaş,,Mehmet Topal,5,2,5,0,6.63,6.63
339,Lille,,Timothy Weah,5,1,1,0,6.62,6.62
340,Atalanta,,Davide Zappacosta,5,2,2,0,6.60,6.60
341,RB Leipzig,,Joško Gvardiol,5,8,11,0,6.60,6.60
342,Sporting,,Gonçalo Inácio,5,9,24,1,6.59,6.59
343,Benfica,,Valentino Lazaro,5,0,2,0,6.58,6.58
344,VfL Wolfsburg,,Dodi Lukebakio,5,1,1,0,6.57,6.57
345,Beşiktaş,,Rachid Ghezzal,5,5,1,0,6.54,6.54
346,Young Boys,,Christian Fassnacht,5,7,0,0,6.53,6.53
347,Real Madrid,,Dani Ceballos,5,1,1,0,6.53,6.53
348,Young Boys,,Jordan Lefort,5,5,5,0,6.47,6.47
349,Club Brugge KV,,Stanley N'Soki,5,24,16,0,6.47,6.47
350,Lille,,Renato Sanches,5,3,4,1,6.44,6.44
351,Malmö FF,,Franz Brorsson,5,9,19,0,6.38,6.38
352,VfL Wolfsburg,,Paulo Otávio,5,4,2,0,6.30,6.30
353,FC Bayern München,,Robert Lewandowski,4,1,2,0,7.84,7.84
354,Milan,,Junior Messias,4,2,0,0,7.25,7.25
355,Sevilla,,Jules Koundé,4,9,15,0,7.20,7.20
356,FC Porto,,Pepe,4,6,14,0,7.20,7.20
357,Zenit St. Petersburg,,Yaroslav Rakitskyi,4,9,16,0,7.15,7.15
358,Atalanta,,Duván Zapata,4,0,2,0,7.08,7.08
359,Zenit St. Petersburg,,Sardar Azmoun,4,2,4,0,6.98,6.98
360,Manchester City,,Nathan Aké,4,12,16,0,6.93,6.93
361,Barcelona,,Nico González,4,3,2,0,6.93,6.93
362,Liverpool,,Divock Origi,4,0,0,0,6.90,6.90
363,Barcelona,,Pedri,4,1,0,0,6.85,6.85
364,Manchester United,,Scott McTominay,4,9,4,0,6.84,6.84
365,Real Madrid,,Marco Asensio,4,0,1,0,6.82,6.82
366,Club Brugge KV,,Mats Rits,4,6,1,0,6.80,6.80
367,Manchester United,,Anthony Elanga,4,3,0,0,6.80,6.80
368,Shakhtar Donetsk,,Manor Solomon,4,1,0,0,6.80,6.80
369,Juventus,,Arthur,4,4,2,0,6.80,6.80
370,Manchester United,,Luke Shaw,4,9,4,0,6.78,6.78
371,Beşiktaş,,Alex Teixeira,4,2,0,0,6.77,6.77
372,Chelsea,,Malang Sarr,4,1,6,0,6.75,6.75
373,Liverpool,,Joe Gomez,4,7,6,0,6.69,6.69
374,Club Brugge KV,,Noah Mbamba,4,3,0,0,6.67,6.67
375,Inter,,Roberto Gagliardini,4,1,3,0,6.65,6.65
376,FC Porto,,Chancel Mbemba,4,2,19,1,6.64,6.64
377,Atalanta,,Berat Djimsiti,4,7,5,0,6.62,6.62
378,Red Bull Salzburg,,Junior Adamu,4,0,0,0,6.61,6.61
379,Villarreal,,Samuel Chukwueze,4,2,2,0,6.59,6.59
380,Barcelona,,Eric García,4,5,5,0,6.58,6.58
381,Shakhtar Donetsk,,Taras Stepanenko,4,2,5,0,6.55,6.55
382,Beşiktaş,,Can Bozdoğan,4,1,0,0,6.55,6.55
383,Beşiktaş,,Gökhan Töre,4,0,1,0,6.53,6.53
384,FC Porto,,Vitinha,4,5,2,0,6.52,6.52
385,Malmö FF,,Lasse Nielsen,4,11,22,0,6.42,6.42
386,Milan,,Franck Kessié,4,5,4,0,6.40,6.40
387,VfL Wolfsburg,,John Brooks,4,7,17,0,6.40,6.40
388,Beşiktaş,,Rıdvan Yılmaz,4,4,2,0,6.30,6.30
389,Sheriff Tiraspol,,Dimitrios Kolovos,4,0,0,0,6.23,6.23
390,Real Madrid,,Karim Benzema,3,1,11,0,8.08,8.08
391,Paris Saint-Germain,,Lionel Messi,3,0,0,0,7.80,7.80
392,AFC Ajax,,Sébastien Haller,3,1,4,0,7.78,7.78
393,Juventus,,Paulo Dybala,3,0,0,0,7.60,7.60
